site,Genus,Species,Family,Genus_species,dry.mg,leafarea(m2),d13c,C(%),d15N,N(%),SLA,LMA_g_m2,Narea_g_m2,ci_ca,Nfixer,leafless,longitude (deg),latitude (deg),elevation (m),growing degree days,moisture index,PET (mm),AET (mm),MAT (C),MAP (mm),mean vapor pressure deficit (kPa)
NTAGFU0040,Corymbia,sp.,Myrtaceae,Corymbia sp.,680.02,0.003698316,-27.8,61.25864237,1.4,1.540699709,0.00543854,183.8728828,2.832928891,0.70730314,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Hakea,arborescens,Proteaceae,Hakea arborescens,682.59,0.001769749,-31.33,44.28879523,3.25,0.658210117,0.002592698,385.698664,2.538707235,0.871130688,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTASSD0005,Eremophila,macdonnellii form white wooly,Scrophulariaceae,Eremophila macdonnellii form white wooly,423.89,0.002748131,-28.53,48.54063745,7.48,1.491513944,0.006483124,154.2466317,2.300609928,0.739164353,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Sida,cunninghamii,Malvaceae,Sida cunninghamii,319.52,0.00111083,-23.77,41.28735931,6.3,2.750580087,0.006953115,143.8204246,3.9558961520000002,0.520930618,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Eremophila,macdonnellii form small hairy,Myoporaceae,Eremophila macdonnellii form small hairy,613.07,0.004270894,-26.89,41.20034335,7.48,2.731055794,0.006966406,143.5460482,3.920322465,0.667196665,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Salsola,tragus subsp. tragus,Amaranthaceae,Salsola tragus subsp. tragus,337.44,0.002134795,-25.76,45.32479609,5.89,1.516623165,0.006326442,158.0667191,2.397276645,0.614228907,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Eremophila,willsii,Myoporaceae,Eremophila willsii,294.1,0.001301077,-27.23,49.68910891,-0.33,1.869471947,0.004423929,226.0434321,4.225818152,0.676912692,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Crotalaria,eremaea subsp. eremaea,Fabaceae,Crotalaria eremaea subsp. eremaea,150.9,0.001156965,-24.8,43.35740562,8.34,5.864859632,0.007667097,130.4274643,7.649387548,0.568327915,yes,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Corynotheca,micrantha var. divaricata,Anthericaceae,Corynotheca micrantha var. divaricata,769.5,0.001946318,-25.2,45.62835005,4.14,1.061330903,0.002529328,395.3619307,4.196098343,0.587675501,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Brunonia,australis,Goodeniaceae,Brunonia australis,191.02,0.001122494,-26.68,43.48174977,5.54,1.669369708,0.005876318,170.174576,2.840843038,0.643347911,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Acacia,murrayana,Fabaceae,Acacia murrayana,957.83,0.00441619,-27.71,49.49918773,3.8,3.449494585,0.00461062,216.8905902,7.481628469,0.699612333,yes,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Adriana,tomentosa var. hookeri,Euphorbiaceae,Adriana tomentosa var. hookeri,1428.98,0.007426464,-27.25,37.57671614,6.65,1.98471243,0.005197038,192.4172878,3.818929994,0.679099139,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Ptilotus,obovatus,Amaranthaceae,Ptilotus obovatus,476.95,0.00253274,-24.92,10.74845476,10.54,1.939971978,0.005310285,188.3138061,3.653235143,0.574504415,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Scaevola,depauperata,Goodeniaceae,Scaevola depauperata,326.57,9.73277e-4,-30.22,11.32909091,3.37,0.925377435,0.002980302,335.5364596,3.10497874,0.816516104,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0005,Zygochloa,paradoxa,Poaceae,Zygochloa paradoxa,443.57,0.00498195,-22.71,10.84235935,2.28,2.322041742,0.011231486,89.03541665,2.067439466,0.464667437,No,1,136.545,-25.755,95.553,22.919,0.074,2081.381,401.423,22.956,154.385,2.281
NTASSD0009,Acacia,victoriae,Fabaceae,Acacia victoriae,505.03,0.002293174,-26.44,11.53385075,4.33,2.16540796,0.00454067,220.2318361,4.768917274,0.643725242,yes,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Cullen,pallidum,Fabaceae,Cullen pallidum,461.66,0.002026601,-25.06,11.31313762,-2.64,2.591577982,0.004389813,227.8001395,5.903618177,0.579548444,yes,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Senna,artemisioides subsp. filifolia,Fabaceae,Senna artemisioides subsp. filifolia,253,6.47965e-4,-25.76,12.0354023,4.83,2.147710728,0.002561126,390.4532624,8.385806587,0.610655927,yes,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Scaevola,depauperata,Goodeniaceae,Scaevola depauperata,631.35,0.001029959,-29.63,11.23980769,4.28,0.707748397,0.001631359,612.9857649,4.3383976,0.786990296,No,2,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Eremophila,macdonnellii form white woolly,Myoporaceae,Eremophila macdonnellii form white woolly,320.83,0.001631265,-25.41,12.24799617,5.24,1.539324065,0.005084515,196.6755903,3.027474725,0.596032742,No,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Acacia,sibirica,Fabaceae,Acacia sibirica,1060.74,0.002406946,-25.75,11.8694876,6.08,2.29046281,0.00226912,440.699567,10.09405765,0.602005105,yes,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Solanum,ellipticum,Solanaceae,Solanum ellipticum,517.47,0.00233779,-24.95,10.77103948,4.72,3.817965351,0.00451773,221.3501114,8.45107023,0.578210793,No,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Abutilon,otocarpum,Malvaceae,Abutilon otocarpum,481.24,9.78575e-4,-24.22,11.64095,7.39,3.054004167,0.004066892,245.8880425,7.509430216,0.541721062,No,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Atalaya,hemiglauca,Sapindaceae,Atalaya hemiglauca,1725.99,0.00785551,-26.82,11.46699819,4.78,1.577762206,0.004551307,219.7171055,3.46661345,0.660062994,No,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Scaevola,parvibarbata,Goodeniaceae,Scaevola parvibarbata,113,6.32042e-4,-25.02,10.47849057,3.96,1.567705832,0.005593288,178.7857007,2.802834097,0.577677659,No,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
NTASSD0009,Acacia,murrayana,Fabaceae,Acacia murrayana,143.7,6.51564e-4,-28.84,5.855608919,6.61,0.929258148,0.004534196,220.5462803,2.049444153,0.75481743,yes,1,136.01,-24.782,171.165,22.794,0.081,2099.145,405.021,22.83,170.113,2.264
SAASTP0001,Swainsona,oroboides,Fabaceae,Swainsona oroboides,100.07,6.9111e-4,-26.46,9.945307263,-1.28,2.962849162,0.00690627,144.7959611,4.29008591,0.644324217,yes,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0001,Acacia,cambagei,Fabaceae,Acacia cambagei,1100.97,0.003357704,-28.53,9.93954323,3.11,1.360884992,0.003049769,327.8937072,4.462255968,0.740394791,yes,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0001,Streptoglossa,cylindriceps,Asteraceae,Streptoglossa cylindriceps,96.58,0.001094311,-28.62,10.01738095,10.57,2.159970238,0.011330621,88.25641681,1.906312318,0.74458106,No,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0001,Rutidosis,helichrysoides ssp. helichrysoides,Asteraceae,Rutidosis helichrysoides subsp. helichrysoides,117.62,9.46937e-4,-30.53,10.75769896,8.01,0.933282872,0.008050814,124.2110352,1.159240385,0.831542111,No,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0001,Pterocaulon,sphacelatum,Asteraceae,Pterocaulon sphacelatum,94.83,8.32585e-4,-28.58,11.43871622,7.08,1.683728885,0.008779759,113.8983391,1.917739297,0.740736727,No,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0001,Abutilon,fraseri ssp. fraseri,Malvaceae,Abutilon fraseri ssp. fraseri,119.83,5.8577e-4,-26.52,10.09764398,8.76,2.944856021,0.009776686,102.2841431,3.012120898,0.648879551,No,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0001,Acacia,aneura var. tenuis,Fabaceae,Acacia aneura var. tenuis,1363.37,0.003207232,-28.57,11.93454039,1.97,1.803077994,0.00235243,425.0923888,7.664746641,0.744149504,yes,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0001,Acacia,tetragonophylla,Fabaceae,Acacia tetragonophylla,292.29,9.92807e-4,-26.72,11.55187983,5.16,1.510055794,0.00339665,294.4077521,4.445720913,0.656368612,yes,1,134.999,-26.278,194.869,22.209,0.108,2044.977,394.317,22.245,221.565,2.147
SAASTP0004,Chenopodium,auricomum,Amaranthaceae,Chenopodium auricomum,217.09,0.00160719,-29.08,8.92298103,12.85,2.285880759,0.007403335,135.0742551,3.08763653,0.764172519,No,1,135.452,-26.088,144.005,22.53,0.091,2058.635,396.916,22.567,187.842,2.206
SAASTP0004,Sida,fibulifera,Malvaceae,Sida fibulifera,273.1,0.001264047,-28.67,9.220599455,10.05,1.91153951,0.009257029,108.0260167,2.064960054,0.747178608,No,1,135.452,-26.088,144.005,22.53,0.091,2058.635,396.916,22.567,187.842,2.206
SAASTP0004,Rutidosis,helichrysoides ssp. helichrysoides,Asteraceae,Rutidosis helichrysoides subsp. helichrysoides,177.79,0.001065584,-27.24,10.72326673,9.93,1.473370982,0.005993495,166.8475526,2.458283492,0.669943888,No,1,135.452,-26.088,144.005,22.53,0.091,2058.635,396.916,22.567,187.842,2.206
SAASTP0004,Malvastrum,americanum var. americanum,Malvaceae,Malvastrum americanum var. americanum,198.29,0.001412626,-28.95,9.759469632,9.82,1.827634731,0.007124042,140.3697418,2.565446317,0.760065173,No,1,135.452,-26.088,144.005,22.53,0.091,2058.635,396.916,22.567,187.842,2.206
SAASTP0004,Eucalyptus,coolabah,Myrtaceae,Eucalyptus coolabah,799.63,0.00250065,-27.98,10.93697733,11.63,1.29593199,0.003127259,319.7688391,4.143986763,0.714828877,No,1,135.452,-26.088,144.005,22.53,0.091,2058.635,396.916,22.567,187.842,2.206
SATFLB0001,Callitris,gracilis,Cupressaceae,Callitris gracilis,1682.37,0.005939153,-29.12,51.00182432,-3.81,1.280772201,0.00353023,283.267642,3.628013475,0.767852247,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Eucalyptus,fasciculosa,Myrtaceae,Eucalyptus fasciculosa,1076.55,0.00473644,-28.56,48.2712412,-3.48,1.621514085,0.004399647,227.2909372,3.685554966,0.741790128,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Babingtonia,behrii,Myrtaceae,Babingtonia behrii,452.96,0.001967984,-29.03,50.0360093,0.15,1.240586047,0.004344719,230.1644874,2.855388454,0.763661665,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Calytrix,tetragona,Myrtaceae,Calytrix tetragona,501.07,0.002966641,-29.61,51.89895319,-2.48,1.057106383,0.005920612,168.9014693,1.785468095,0.789960842,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Astroloma,conostephioides,Ericaceae,Astroloma conostephioides,505.61,0.002606478,-28.9,50.62526627,-1.7,1.329087067,0.005155116,193.9820745,2.578190417,0.75804165,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Acacia,pycnantha,Fabaceae,Acacia pycnantha,2611.47,0.009817171,-29.34,51.55869991,-1.93,2.603196794,0.003759251,266.0104473,6.924775159,0.776858029,yes,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Allocasuarina,verticillata,Casuarinaceae,Allocasuarina verticillata,539.43,0.001055145,-28.1,47.02056452,-4,1.49827509,0.001956037,511.2378733,7.659748205,0.720875445,yes,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Lysiana,exocarpi,Loranthaceae,Lysiana exocarpi f. exocarpi,38.58,7.76312e-4,-28.6,42.47238722,-0.1,4.743745301,0.020122131,49.69652613,2.357476602,0.74291715,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Acacia,paradoxa,Fabaceae,Acacia paradoxa,412.34,0.003483836,-27.84,53.0479215,-0.5,2.758978591,0.008448939,118.3580554,3.265473441,0.706434869,yes,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Xanthorrhoea,semiplana subsp. semiplana,Xanthorrhoeaceae,Xanthorrhoea semiplana subsp. semiplana,887.41,0.001528104,-25.8,43.5327952,-2.81,0.487287823,0.001721982,580.7261039,2.829807878,0.616259488,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Opercularia,scabrida,Rubiaceae,Opercularia scabrida,227.3,0.001405608,-28.78,42.95564651,-1.79,1.999474419,0.006183931,161.7094368,3.233338824,0.751616007,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Dodonaea,viscosa,Sapindaceae,Dodonaea viscosa subsp. spatulata,488.34,0.0027184,-28.36,48.45848893,-6.11,1.302930703,0.005566613,179.6424537,2.340616642,0.729958155,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Chrysanthemoides,monilifera subsp. monilifera,Asteraceae,Chrysanthemoides monilifera subsp. monilifera,432.18,0.001869024,-25.7,44.58687445,0.27,0.995342406,0.004324643,231.2329372,2.301559703,0.610998462,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Amyema,miquelii,Loranthaceae,Amyema miquelii,838.47,0.001771929,-27.93,41.11945946,5.66,1.926102877,0.002113288,473.1961722,9.114246979,0.711871962,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0001,Banksia,marginata,Proteaceae,Banksia marginata,276.59,0.001689,-27.25,46.1315601,0.22,1.601095482,0.006106513,163.7595927,2.621947226,0.683070131,No,1,138.861,-34.609,198.456,15.824,0.365,1431.912,573.701,15.852,522.135,0.903
SATFLB0005,Casuarina,pauper,Casuarinaceae,Casuarina pauper,563.15,9.70202e-4,-26.61,44.49630053,-1.07,1.102034271,0.001722812,580.4463962,6.396718104,0.651272121,yes,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Cassinia,laevis,Asteraceae,Cassinia laevis,237.16,0.001071885,-30.38,39.046957569999996,0.45,1.153795036,0.004519672,221.2549911,2.552829135,0.826602083,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Eucalyptus,flindersii,Myrtaceae,Eucalyptus flindersii,1002.5,0.00313751,-24.88,49.08612305,0.3,1.376860352,0.003129685,319.5209335,4.399357609,0.572433779,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Callitris,glaucophylla,Cupressaceae,Callitris glaucophylla,792.2,0.002533013,-26.36,50.97491012,0.9,1.116622517,0.003197441,312.7500827,3.492238065,0.640182231,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Grevillea,aspera,Proteaceae,Grevillea aspera,324.61,0.001178588,-26.93,48.14978417,-0.82,0.985331735,0.003630781,275.422822,2.713828609,0.665933432,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Pimelea,glauca,Thymelaeaceae,Pimelea glauca,191.75,9.41294e-4,-26.74,43.26859348,0.58,1.958859348,0.004908967,203.708836,3.990369762,0.657812166,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Goodenia,vernicosa,Goodeniaceae,Goodenia vernicosa,456.05,0.001630706,-27.33,48.23940545,-0.34,1.091453344,0.003575717,279.6641881,3.052404158,0.683478194,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Xanthorrhoea,quadrangulata,Xanthorrhoeaceae,Xanthorrhoea quadrangulata,614.27,0.001457557,-26.03,45.98924299,-0.7,1.071009346,0.002372828,421.4380279,4.513640879,0.623234657,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Beyeria,lechenaultii,Euphorbiaceae,Beyeria lechenaultii,627.1,0.001868272,-24.62,53.47419966,0.43,1.482530121,0.002979224,335.6578342,4.976229115,0.559626222,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Lomandra,multiflora,Laxmanniaceae,Lomandra multiflora subsp. dura,350.03,8.02631e-4,-25.08,51.52450491,0.48,1.219906334,0.002293034,436.1034054,5.320053405,0.583032619,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Calytrix,tetragona,Myrtaceae,Calytrix tetragona,415.03,0.00252213,-28.25,49.66827919,-3.3,1.18261194,0.006076982,164.5553728,1.946051412,0.727005888,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Ptilotus,obovatus,Amaranthaceae,Ptilotus obovatus subsp.  obovatus,156.3,0.001151731,-27.86,45.95316964,-3.88,1.76425,0.007368722,135.7087442,2.394241498,0.70736178,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Templetonia,aculeata,Fabaceae,Templetonia aculeata,246.24,3.87679e-4,-25.82,45.37355455,-0.7,1.830690909,0.001574395,635.1644347,11.62790093,0.617697638,yes,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Ozothamnus,retusus,Asteraceae,Ozothamnus retusus,329.29,0.001673679,-29.41,53.03781664,-0.5,1.377145558,0.005082691,196.7461811,2.709481174,0.779123115,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Eremophila,deserti,Myoporaceae,Eremophila deserti,374.8,0.001551125,-27.18,58.24827149,0.95,1.457723982,0.004138541,241.6310422,3.522313738,0.675636019,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0005,Amyema,miquelii,Loranthaceae,Amyema miquelii,596.29,0.001416691,-27.7,42.82644137,-0.27,1.561815961,0.002375843,420.9032282,6.573733875,0.701824612,No,1,138.566,-31.315,645.086,16.284,0.183,1724.106,401.251,16.318,315.135,1.214
SATFLB0008,Casuarina,pauper,Casuarinaceae,Cassinia laevis,1257.64,0.002081196,-27.61,47.73469968,-2.34,1.567593344,0.001654843,604.2871027,9.47276173,0.694874348,yes,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Acacia,wattsiana,Fabaceae,Acacia wattsiana,204.97,8.72898e-4,-24.58,51.514741,-0.62,1.470746269,0.004258663,234.8154652,3.453539923,0.557695018,yes,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Calytrix,tetragona,Myrtaceae,Calytrix tetragona,238.32,0.001386989,-24.93,48.84934966,0.76,1.54448902,0.005819858,171.8255007,2.653825952,0.57741021,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Astroloma,humifusum,Ericaceae,Astroloma humifusum,266.64,0.001977871,-29.77,48.742512,0.33,1.179548,0.007417756,134.811657,1.59016824,0.795935241,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Gonocarpus,elatus,Haloragaceae,Gonocarpus elatus,377.22,0.002114928,-29.2,42.45225136,0.29,1.6714783,0.005606618,178.3606583,2.981259469,0.769284103,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Cassinia,laevis,Asteraceae,Cassinia laevis,281.75,0.001330415,-26.89,49.80701183,0.68,1.075172584,0.004721969,211.7760795,2.276958159,0.668086328,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Acacia,contriva,Fabaceae,Acacia contriva,194.5,4.9968e-4,-31.22,42.26514787,-4.07,0.627430684,0.002569048,389.2492804,2.442269214,0.863843072,yes,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Xanthorrhoea,quadrangulata,Xanthorrhoeaceae,Xanthorrhoea quadrangulata,876.75,0.00145013,-29.38,46.73850139,-6.79,0.948214616,0.001653983,604.6011307,5.732916336,0.779782024,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Templetonia,aculeata,Fabaceae,Templetonia aculeata,313.98,6.28751e-4,-28.96,49.89886861,-1.43,1.241943431,0.002002519,499.3711062,6.201905855,0.758861136,yes,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Olearia,decurrens,Asteraceae,Olearia decurrens,397.25,0.00169959,-27.39,48.94027248,0.02,1.536466848,0.004278388,233.7329069,3.591228397,0.687036883,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Lomandra,multiflora subsp. dura,Laxmanniaceae,Lomandra multiflora subsp. dura,532.14,9.4594e-4,-26.95,45.75507519,-0.73,0.912485902,0.001777615,562.5513878,5.133203208,0.668163677,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Lysantha,exocarpi,Loranthaceae,Lysiana exocarpi,653.75,0.001377288,-28.23,40.16035285,-0.83,3.271042502,0.002106751,474.664595,15.52647893,0.727138643,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Lomandra,densiflora,Loranthaceae,Lomandra densiflora,511.51,0.001230114,-27.49,45.96107751,-0.27,1.189064272,0.002404869,415.8230829,4.944403508,0.692076329,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Dianella,revoluta subsp.revoluta,Hemerocallidaceae,Dianella revoluta subsp.revoluta,595.08,0.001612273,-26.47,47.01669333,-1.5,1.211488889,0.002709339,369.0937794,4.471529362,0.644787344,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Callitris,glaucophylla,Cupressaceae,Callitris glaucophylla,1042.27,0.003346426,-26.76,49.2354798,0.23,0.907356902,0.00321071,311.4576131,2.826031943,0.658222167,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Haloragis,aspera,Haloragaceae,Haloragis aspera,186.79,9.3776e-4,-29.46,40.75187805,0.12,1.198288618,0.005020397,199.1874375,2.386840359,0.78369035,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0008,Myoporum,montanum,Myoporaceae,Myoporum montanum,445.97,0.001856421,-24.36,45.50048957,-0.43,1.434157303,0.004162658,240.2311259,3.445292174,0.547277884,No,1,137.954,-32.321,692.636,14.882,0.276,1606.677,493.601,14.914,443.548,0.925
SATFLB0010,Daviesia,genistofolia,Fabaceae,Daviesia genistifolia,258.74,8.14288e-4,-25.28,48.14578902,-1.65,1.675876199,0.003147129,317.7499006,5.325095346,0.589741951,yes,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Acacia,pycnantha,Fabaceae,Acacia pycnantha,423.54,0.001568009,-26.57,48.76702634,-1.73,2.798840272,0.003702151,270.1132135,7.560038129,0.649419137,yes,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Allocasuarina,verticillata,Casuarinaceae,Allocasuarina verticillata,685.36,0.001331261,-28.13,44.72950658,2.1,1.440008224,0.001942425,514.8202955,7.413455984,0.721798529,yes,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Acacia,oswaldii,Fabaceae,Acacia oswaldii,313.55,7.26793e-4,-26.32,49.34809769,-1.1,1.806101114,0.002317948,431.4160403,7.791810317,0.637841438,yes,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Eucalyptus,odorata,Myrtaceae,Eucalyptus odorata,824.75,0.002511247,-26.64,50.49981818,0.01,1.449045455,0.003044858,328.4225498,4.758991897,0.652661959,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Acacia,ligulata,Fabaceae,Acacia ligulata,251.11,6.71868e-4,-27.94,37.5832669,0.91,1.874059792,0.002675591,373.7491671,7.00428351,0.712970666,yes,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Cassinia,laevis,Asteraceae,Cassinia laevis,220.56,0.00110209,-28.73,47.14526946,0.44,1.142908469,0.004996782,200.1288126,2.287289037,0.749698665,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Pimelea,microcephala subsp. microcephala,Thymelaeaceae,Pimelea microcephala subsp. microcephala,378.97,0.002161515,-26.88,43.68715971,2.1,2.891143376,0.005703658,175.3260893,5.068928354,0.663783746,No,1,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
SATFLB0010,Exocarpos,aphyllus,Santalaceae,Exocarpos aphyllus,1376.75,9.60774e-4,-27.76,50.00168881,1.54,0.90487666,6.97856e-4,1432.959594,12.96652404,0.70461061,No,2,138.033,-32.829,221.684,17.083,0.258,1602.754,475.204,17.114,412.994,1.017
