name_original,metadata_id,primary_source,raw_trait_value,trait,units
Marsdenia flavescens,16,15,1,dispersal mode,NA
Marsdenia fraseri,16,15,1,dispersal mode,NA
Marsdenia liisae,16,15,2,dispersal mode,NA
Marsdenia longiloba,16,15,2,dispersal mode,NA
