plotID,plot.sub,KangarooScat,genus,species,speciesID,soilCanopy,resprouter,Chng
BK06,BK06.2b,1.5,Petrophile,macrostachya,petrmacr,canopy,Yes,0.333333333
BK06,BK06.2c,0.8,Astroloma,microdonta,astrmicr,soil,Yes,-1
BK06,BK06.2c,0.8,Banksia,dallanneyi,bankdall,canopy,Yes,0
BK06,BK06.2c,0.8,Banksia,hookeriana,bankhook,canopy,No,-0.454545455
BK06,BK06.2c,0.8,Beaufortia,elegans,beaueleg,canopy,No,-0.4
BK06,BK06.2c,0.8,Conospermum,wycherleyi,conowych,soil,Yes,0.166666667
BK06,BK06.2c,0.8,Darwinia,neildiana,darwneil,soil,Yes,0
BK06,BK06.2c,0.8,Banksia,shuttleworthiana,bankshut,canopy,Yes,0
BK06,BK06.2c,0.8,Eremea,violacea,eremviol,canopy,Yes,0
BK06,BK06.2c,0.8,Hakea,polyanthema,hakepoly,canopy,No,-0.636363636
BK06,BK06.2c,0.8,Hibbertia,hypericoides,hibbhype,soil,Yes,0
BK06,BK06.2c,0.8,Darwinia,speciosa,darwspec,soil,Yes,0
BK06,BK06.2c,0.8,Andersonia,heterophylla,andehete,soil,No,1
BK06,BK06.2c,0.8,Isopogon,tridens,isoptrid,canopy,Yes,0.333333333
BK06,BK06.2c,0.8,Jacksonia,floribunda,jackflor,soil,Yes,0.5
BK06,BK06.2c,0.8,Leptospermum,spinescens,leptspin,canopy,Yes,-0.333333333
BK06,BK06.2c,0.8,Leucopogon,conostephioides,leuccono,soil,No,-1
BK06,BK06.2c,0.8,Leucopogon,sp. Murdoch,leucmurd,soil,No,-1
BK06,BK06.2c,0.8,Leucopogon,sp. South Eneabba,leucsoen,soil,No,-0.142857143
BK06,BK06.2c,0.8,Lysinema,ciliatum,lysicili,soil,No,-1
BK06,BK06.2c,0.8,Melaleuca,leuropoma,melaleur,canopy,Yes,0.076923077
BK06,BK06.2c,0.8,Petrophile,drummondii,petrdrum,canopy,No,-1
BK06,BK06.2c,0.8,Pileanthus,filifolius,pilefili,soil,Yes,0.174603175
BK06,BK06.2c,0.8,Stirlingia,latifolia,stirlati,soil,Yes,0.333333333
BK06,BK06.2c,0.8,Hypocalymma,sp.,hypocalSP,soil,Yes,1
BK06,BK06.2c,0.8,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,-0.142857143
BK06,BK06.2c,0.8,Verticordia,densiflora,vertdens,soil,Yes,0.214285714
BK06,BK06.3a,1.8,Banksia,attenuata,bankatte,canopy,Yes,-0.2
BK06,BK06.3a,1.8,Banksia,candolleana,bankcand,canopy,Yes,0.5
BK06,BK06.3a,1.8,Banksia,dallanneyi,bankdall,canopy,Yes,-0.333333333
BK06,BK06.3a,1.8,Banksia,shuttleworthiana,bankshut,canopy,Yes,-1
BK06,BK06.3a,1.8,Beaufortia,elegans,beaueleg,canopy,No,0.5
BK06,BK06.3a,1.8,Calothamnus,hirsutus,calohirs,canopy,Yes,0
BK06,BK06.3a,1.8,Banksia,hookeriana,bankhook,canopy,No,-0.111111111
BK06,BK06.3a,1.8,Calytrix,superba,calysupe,soil,Yes,-0.4
BK06,BK06.3a,1.8,Conospermum,unilaterale,conounil,soil,No,0.333333333
BK06,BK06.3a,1.8,Conospermum,wycherleyi,conowych,soil,Yes,0
BK06,BK06.3a,1.8,Calytrix,flavescens,calyflav,soil,No,1
BK06,BK06.3a,1.8,Astroloma,microdonta,astrmicr,soil,Yes,0
BK06,BK06.3a,1.8,Daviesia,divaricata,davidiva,soil,Yes,0
BK06,BK06.3a,1.8,Daviesia,pedunculata,davipedu,soil,Yes,0.2
BK06,BK06.3a,1.8,Eremaea,beaufortioides,erembeau,canopy,Yes,0
BK06,BK06.3a,1.8,Eremea,violacea,eremviol,canopy,Yes,0.333333333
BK06,BK06.3a,1.8,Grevillea,sp.,grevSP,soil,Yes,-1
BK06,BK06.3a,1.8,Hakea,polyanthema,hakepoly,canopy,No,-0.529411765
BK06,BK06.3a,1.8,Hibbertia,crassifolia,hibbcras,soil,Yes,1
BK06,BK06.3a,1.8,Hibbertia,hypericoides,hibbhype,soil,Yes,-0.111111111
BK06,BK06.3a,1.8,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,0.333333333
BK06,BK06.3a,1.8,Isopogon,tridens,isoptrid,canopy,Yes,-0.2
BK06,BK06.3a,1.8,Jacksonia,floribunda,jackflor,soil,Yes,-0.333333333
BK06,BK06.3a,1.8,Leptospermum,spinescens,leptspin,canopy,Yes,0.333333333
BK06,BK06.3a,1.8,Leucopogon,sp. South Eneabba,leucsoen,soil,No,-0.866666667
BK06,BK06.3a,1.8,Lysinema,ciliatum,lysicili,soil,No,-1
BK06,BK06.3a,1.8,Melaleuca,leuropoma,melaleur,canopy,Yes,-0.230769231
BK06,BK06.3a,1.8,Petrophile,brevifolia,petrbrev,canopy,Yes,0
BK06,BK06.3a,1.8,Petrophile,drummondii,petrdrum,canopy,No,-1
BK06,BK06.3a,1.8,Petrophile,macrostachya,petrmacr,canopy,Yes,-0.25
BK06,BK06.3a,1.8,Pileanthus,filifolius,pilefili,soil,Yes,0.5
BK06,BK06.3a,1.8,Synaphea,spinulosa,synaspin,soil,Yes,-1
BK06,BK06.3a,1.8,Verticordia,densiflora,vertdens,soil,Yes,0.75
BK06,BK06.3a,1.8,Xylomelum,angustifolium,xyloangu,canopy,Yes,-1
BK06,BK06.3a,1.8,Darwinia,speciosa,darwspec,soil,Yes,0
BK06,BK06.3a,1.8,Darwinia,neildiana,darwneil,soil,Yes,-0.5
BK06,BK06.3b,4,Banksia,hookeriana,bankhook,canopy,No,0.833333333
BK06,BK06.3b,4,Calytrix,superba,calysupe,soil,Yes,-1
BK06,BK06.3b,4,Banksia,attenuata,bankatte,canopy,Yes,0
BK06,BK06.3b,4,Darwinia,neildiana,darwneil,soil,Yes,0.333333333
BK06,BK06.3b,4,Darwinia,speciosa,darwspec,soil,Yes,0
BK06,BK06.3b,4,Daviesia,divaricata,davidiva,soil,Yes,0
BK06,BK06.3b,4,Eremaea,beaufortioides,erembeau,canopy,Yes,-0.2
BK06,BK06.3b,4,Hakea,candolleana,hakecand,canopy,Yes,-1
BK06,BK06.3b,4,Hakea,polyanthema,hakepoly,canopy,No,-0.428571429
BK06,BK06.3b,4,Hibbertia,hypericoides,hibbhype,soil,Yes,0.058823529
BK06,BK06.3b,4,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,-0.2
BK06,BK06.3b,4,Isopogon,tridens,isoptrid,canopy,Yes,1
BK06,BK06.3b,4,Jacksonia,floribunda,jackflor,soil,Yes,0
BK06,BK06.3b,4,Leptospermum ,oligandrum,leptolig,soil,Yes,0
BK06,BK06.3b,4,Conospermum,unilaterale,conounil,soil,No,1
BK06,BK06.3b,4,Conospermum,wycherleyi,conowych,soil,Yes,-0.142857143
BK06,BK06.3b,4,Lysinema,ciliatum,lysicili,soil,No,-1
BK06,BK06.3b,4,Melaleuca,leuropoma,melaleur,canopy,Yes,-0.058823529
BK06,BK06.3b,4,Petrophile,axillaris,petraxil,canopy,Yes,1
BK06,BK06.3b,4,Petrophile,drummondii,petrdrum,canopy,No,0.777777778
BK06,BK06.3b,4,Petrophile,macrostachya,petrmacr,canopy,Yes,0
BK06,BK06.3b,4,Pileanthus,filifolius,pilefili,soil,Yes,-0.125
BK06,BK06.3b,4,Pimelea,angustifolia,pimeangu,soil,Yes,1
BK06,BK06.3b,4,Synaphea,spinulosa,synaspin,soil,Yes,-1
BK06,BK06.3b,4,Verticordia,densiflora,vertdens,soil,Yes,0.066666667
BK06,BK06.3b,4,Xylomelum,angustifolium,xyloangu,canopy,Yes,1
BK06,BK06.3b,4,Leucopogon,conostephioides,leuccono,soil,No,-1
BK06,BK06.3b,4,Leucopogon,sp. South Eneabba,leucsoen,soil,No,0.714285714
BS07,BS07.1a,7.5,Acacia,pulchella,acacpulc,soil,No,-1
BS07,BS07.1a,7.5,Astroloma,xerophyllum,astrxero,soil,No,-0.739130435
BS07,BS07.1a,7.5,Calytrix,sp.,calytrixSP,soil,No,1
BS07,BS07.1a,7.5,Conospermum,boreale,conobore,soil,Yes,1
BS07,BS07.1a,7.5,Darwinia,speciosa,darwspec,soil,Yes,1
BS07,BS07.1a,7.5,Daviesia,divaricata,davidiva,soil,Yes,0
BS07,BS07.1a,7.5,Eremaea,beaufortioides,erembeau,canopy,Yes,-1
BS07,BS07.1a,7.5,Eremaea,ectadioclada,eremecta,canopy,Yes,-0.6
BS07,BS07.1a,7.5,Gompholobium,tomentosum,gomptome,soil,No,-0.428571429
BS07,BS07.1a,7.5,Hakea,polyanthema,hakepoly,canopy,No,-1
BS07,BS07.1a,7.5,Hibbertia,hypericoides,hibbhype,soil,Yes,-1
BS07,BS07.1a,7.5,Jacksonia,hakeoides,jackhake,soil,Yes,0
BS07,BS07.1a,7.5,Leucopogon,sp. Arrowsmith,leucarro,soil,No,1
BS07,BS07.1a,7.5,Banksia,attenuata,bankatte,canopy,Yes,0.384615385
BS07,BS07.1a,7.5,Beaufortia,elegans,beaueleg,canopy,No,1
BS07,BS07.1a,7.5,Melaleuca,leuropoma,melaleur,canopy,Yes,0.588235294
BS07,BS07.1a,7.5,Petrophile,brevifolia,petrbrev,canopy,Yes,-0.333333333
BS07,BS07.1a,7.5,Pileanthus,filifolius,pilefili,soil,Yes,0.052631579
BS07,BS07.1a,7.5,Scholtzia,laxiflora,scholaxi,soil,Yes,0.5
BS07,BS07.1a,7.5,Lysinema,ciliatum,lysicili,soil,No,-0.636363636
BS07,BS07.1a,7.5,Leucopogon,sp. Northern ciliate,leucnoci,soil,No,0
BS07,BS07.1b,0.5,Banksia,attenuata,bankatte,canopy,Yes,0.333333333
BS07,BS07.1b,0.5,Banksia,menziesii,bankmenz,canopy,Yes,-1
BS07,BS07.1b,0.5,Astroloma,xerophyllum,astrxero,soil,No,-0.619047619
BS07,BS07.1b,0.5,Conospermum,wycherleyi,conowych,soil,Yes,-1
BS07,BS07.1b,0.5,Daviesia,divaricata,davidiva,soil,Yes,-1
BS07,BS07.1b,0.5,Conospermum,boreale,conobore,soil,Yes,-1
BS07,BS07.1b,0.5,Conostephium,preissii,conoprei,soil,Yes,-1
BS07,BS07.1b,0.5,Hibbertia,hypericoides,hibbhype,soil,Yes,-1
BS07,BS07.1b,0.5,Jacksonia,hakeoides,jackhake,soil,Yes,-1
BS07,BS07.1b,0.5,Leucopogon,sp. Arrowsmith,leucarro,soil,No,0.647058824
BS07,BS07.1b,0.5,Leucopogon,sp. Northern ciliate,leucnoci,soil,No,-0.428571429
BS07,BS07.1b,0.5,Lysinema,ciliatum,lysicili,soil,No,1
BS07,BS07.1b,0.5,Melaleuca,leuropoma,melaleur,canopy,Yes,0.428571429
BS07,BS07.1b,0.5,Pileanthus,filifolius,pilefili,soil,Yes,0.466666667
BS07,BS07.1b,0.5,Pimelea,angustifolia,pimeangu,soil,Yes,0
BS07,BS07.1b,0.5,Scholtzia,laxiflora,scholaxi,soil,Yes,-0.2
BS07,BS07.1b,0.5,Eremaea,ectadioclada,eremecta,canopy,Yes,-1
BS07,BS07.1b,0.5,Gompholobium,tomentosum,gomptome,soil,No,-1
BS07,BS07.1c,7.4,Banksia,attenuata,bankatte,canopy,Yes,0.142857143
BS07,BS07.1c,7.4,Conostephium,preissii,conoprei,soil,Yes,1
BS07,BS07.1c,7.4,Acacia,pulchella,acacpulc,soil,No,-1
BS07,BS07.1c,7.4,Astroloma,xerophyllum,astrxero,soil,No,-0.037037037
BS07,BS07.1c,7.4,Hakea,costata,hakecost,canopy,No,-1
BS07,BS07.1c,7.4,Jacksonia,hakeoides,jackhake,soil,Yes,0
BS07,BS07.1c,7.4,Leucopogon,sp. Arrowsmith,leucarro,soil,No,1
BS07,BS07.1c,7.4,Leucopogon,sp. Northern ciliate,leucnoci,soil,No,-1
BS07,BS07.1c,7.4,Lysinema,ciliatum,lysicili,soil,No,1
BS07,BS07.1c,7.4,Melaleuca,leuropoma,melaleur,canopy,Yes,0.368421053
BS07,BS07.1c,7.4,Petrophile,drummondii,petrdrum,canopy,No,-1
BS07,BS07.1c,7.4,Pileanthus,filifolius,pilefili,soil,Yes,-0.4
BS07,BS07.1c,7.4,Scholtzia,laxiflora,scholaxi,soil,Yes,0.272727273
BS07,BS07.1c,7.4,Eremaea,ectadioclada,eremecta,canopy,Yes,-0.333333333
BS07,BS07.1c,7.4,Gompholobium,tomentosum,gomptome,soil,No,-0.6
BS07,BS07.1d,3.4,Astroloma,xerophyllum,astrxero,soil,No,-1
BS07,BS07.1d,3.4,Banksia,attenuata,bankatte,canopy,Yes,0
BS07,BS07.1d,3.4,Darwinia,speciosa,darwspec,soil,Yes,1
BS07,BS07.1d,3.4,Eremaea,beaufortioides,erembeau,canopy,Yes,-1
BS07,BS07.1d,3.4,Gompholobium,tomentosum,gomptome,soil,No,-1
BS07,BS07.1d,3.4,Hibbertia,hypericoides,hibbhype,soil,Yes,-1
BS07,BS07.1d,3.4,Leucopogon,sp. Arrowsmith,leucarro,soil,No,0.428571429
BS07,BS07.1d,3.4,Lysinema,ciliatum,lysicili,soil,No,-0.285714286
BS07,BS07.1d,3.4,Melaleuca,leuropoma,melaleur,canopy,Yes,0.142857143
BS07,BS07.1d,3.4,Petrophile,macrostachya,petrmacr,canopy,Yes,-1
BS07,BS07.1d,3.4,Pileanthus,filifolius,pilefili,soil,Yes,0.428571429
BS07,BS07.1d,3.4,Pimelea,angustifolia,pimeangu,soil,Yes,-0.2
BS07,BS07.1d,3.4,Scholtzia,laxiflora,scholaxi,soil,Yes,0.473684211
BS07,BS07.1d,3.4,Conospermum,boreale,conobore,soil,Yes,0
BS07,BS07.1d,3.4,Conostephium,preissii,conoprei,soil,Yes,1
BS07,BS07.1d,3.4,Verticordia,sp.,verticordSP,soil,No,-1
BS07,BS07.2a,5.5,Banksia,attenuata,bankatte,canopy,Yes,0.2
BS07,BS07.2a,5.5,Banksia,menziesii,bankmenz,canopy,Yes,-1
BS07,BS07.2a,5.5,Calytrix,sp.,calytrixSP,soil,No,-1
BS07,BS07.2a,5.5,Astroloma,xerophyllum,astrxero,soil,No,-0.818181818
BS07,BS07.2a,5.5,Darwinia,speciosa,darwspec,soil,Yes,1
BS07,BS07.2a,5.5,Daviesia,divaricata,davidiva,soil,Yes,-1
BS07,BS07.2a,5.5,Eremaea,beaufortioides,erembeau,canopy,Yes,0.333333333
BS07,BS07.2a,5.5,Conospermum,boreale,conobore,soil,Yes,-1
BS07,BS07.2a,5.5,Gompholobium,tomentosum,gomptome,soil,No,-0.333333333
BS07,BS07.2a,5.5,Hakea,polyanthema,hakepoly,canopy,No,-1
BS07,BS07.2a,5.5,Hibbertia,hypericoides,hibbhype,soil,Yes,-1
BS07,BS07.2a,5.5,Eremaea,ectadioclada,eremecta,canopy,Yes,-1
BS07,BS07.2a,5.5,Leucopogon,sp. Arrowsmith,leucarro,soil,No,0.592592593
BS07,BS07.2a,5.5,Leucopogon,sp. Northern ciliate,leucnoci,soil,No,1
BS07,BS07.2a,5.5,Lysinema,ciliatum,lysicili,soil,No,-1
BS07,BS07.2a,5.5,Melaleuca,leuropoma,melaleur,canopy,Yes,0.529411765
BS07,BS07.2a,5.5,Petrophile,brevifolia,petrbrev,canopy,Yes,1
BS07,BS07.2a,5.5,Pileanthus,filifolius,pilefili,soil,Yes,0.454545455
BS07,BS07.2a,5.5,Pimelea,angustifolia,pimeangu,soil,Yes,1
BS07,BS07.2a,5.5,Scholtzia,laxiflora,scholaxi,soil,Yes,0.52
BS07,BS07.2a,5.5,Verticordia,grandis,vertgran,soil,Yes,0
BS07,BS07.2a,5.5,Verticordia,sp.,verticordSP,soil,No,-1
BS07,BS07.2a,5.5,Leptospermum,spinescens,leptspin,canopy,Yes,0
BS07,BS07.2a,5.5,Acacia,pulchella,acacpulc,soil,No,1
BS07,BS07.2b,1,Astroloma,xerophyllum,astrxero,soil,No,-0.210526316
BS07,BS07.2b,1,Banksia,attenuata,bankatte,canopy,Yes,0
BS07,BS07.2b,1,Daviesia,triflora,davitrif,soil,Yes,-1
BS07,BS07.2b,1,Eremaea,beaufortioides,erembeau,canopy,Yes,0
BS07,BS07.2b,1,Eremaea,ectadioclada,eremecta,canopy,Yes,-0.333333333
BS07,BS07.2b,1,Gompholobium,tomentosum,gomptome,soil,No,-1
BS07,BS07.2b,1,Jacksonia,hakeoides,jackhake,soil,Yes,-0.666666667
BS07,BS07.2b,1,Leucopogon,sp. Arrowsmith,leucarro,soil,No,0.95
BS07,BS07.2b,1,Leucopogon,sp. Northern ciliate,leucnoci,soil,No,-0.647058824
BS07,BS07.2b,1,Lysinema,ciliatum,lysicili,soil,No,-1
BS07,BS07.2b,1,Melaleuca,leuropoma,melaleur,canopy,Yes,0.789473684
BS07,BS07.2b,1,Petrophile,drummondii,petrdrum,canopy,No,-1
BS07,BS07.2b,1,Pileanthus,filifolius,pilefili,soil,Yes,0
BS07,BS07.2b,1,Calytrix,sp.,calytrixSP,soil,No,1
BS07,BS07.2b,1,Daviesia,divaricata,davidiva,soil,Yes,-1
BS07,BS07.2b,1,Stirlingia,latifolia,stirlati,soil,Yes,1
BS07,BS07.2b,1,Verticordia,grandis,vertgran,soil,Yes,0
BS07,BS07.2b,1,Verticordia,sp.,verticordSP,soil,No,-1
BS07,BS07.2b,1,Pimelea,angustifolia,pimeangu,soil,Yes,0
BS07,BS07.2b,1,Scholtzia,laxiflora,scholaxi,soil,Yes,0.666666667
BS07,BS07.2c,0.4,Astroloma,xerophyllum,astrxero,soil,No,-0.658536585
BS07,BS07.2c,0.4,Daviesia,triflora,davitrif,soil,Yes,-1
BS07,BS07.2c,0.4,Eremaea,ectadioclada,eremecta,canopy,Yes,-0.333333333
BS07,BS07.2c,0.4,Banksia,attenuata,bankatte,canopy,Yes,0.272727273
BS07,BS07.2c,0.4,Beaufortia,elegans,beaueleg,canopy,No,1
BS07,BS07.2c,0.4,Leucopogon,sp. Arrowsmith,leucarro,soil,No,0.9
BS07,BS07.2c,0.4,Leucopogon,sp. Northern ciliate,leucnoci,soil,No,-1
BS07,BS07.2c,0.4,Gompholobium,tomentosum,gomptome,soil,No,-0.2
BS07,BS07.2c,0.4,Jacksonia,hakeoides,jackhake,soil,Yes,1
BS07,BS07.2c,0.4,Petrophile,brevifolia,petrbrev,canopy,Yes,0.333333333
BS07,BS07.2c,0.4,Pileanthus,filifolius,pilefili,soil,Yes,0.125
BS07,BS07.2c,0.4,Scholtzia,laxiflora,scholaxi,soil,Yes,0.272727273
BS07,BS07.2c,0.4,Verticordia,sp.,verticordSP,soil,No,-1
BS07,BS07.2c,0.4,Melaleuca,leuropoma,melaleur,canopy,Yes,0.238095238
BS07,BS07.2c,0.4,Lysinema,ciliatum,lysicili,soil,No,-1
BS07,BS07.2d,0.2,Banksia,attenuata,bankatte,canopy,Yes,0.25
BS07,BS07.2d,0.2,Banksia,hookeriana,bankhook,canopy,No,-1
BS07,BS07.2d,0.2,Astroloma,xerophyllum,astrxero,soil,No,-0.866666667
BS07,BS07.2d,0.2,Eremaea,beaufortioides,erembeau,canopy,Yes,-0.666666667
BS07,BS07.2d,0.2,Eremaea,ectadioclada,eremecta,canopy,Yes,-1
BS07,BS07.2d,0.2,Conospermum,boreale,conobore,soil,Yes,-1
BS07,BS07.2d,0.2,Daviesia,divaricata,davidiva,soil,Yes,-1
BS07,BS07.2d,0.2,Hibbertia,hypericoides,hibbhype,soil,Yes,1
BS07,BS07.2d,0.2,Leucopogon,sp. Arrowsmith,leucarro,soil,No,0.561643836
BS07,BS07.2d,0.2,Leucopogon,sp. Northern ciliate,leucnoci,soil,No,-1
BS07,BS07.2d,0.2,Lysinema,ciliatum,lysicili,soil,No,-1
BS07,BS07.2d,0.2,Melaleuca,leuropoma,melaleur,canopy,Yes,0.5
BS07,BS07.2d,0.2,Pileanthus,filifolius,pilefili,soil,Yes,0.36
BS07,BS07.2d,0.2,Pimelea,angustifolia,pimeangu,soil,Yes,0.5
BS07,BS07.2d,0.2,Scholtzia,laxiflora,scholaxi,soil,Yes,-0.714285714
BS07,BS07.2d,0.2,Hakea,polyanthema,hakepoly,canopy,No,-1
BS07,BS07.2d,0.2,Gompholobium,tomentosum,gomptome,soil,No,-0.857142857
CL08,CL08.1a,0.2,Astroloma,xerophyllum,astrxero,soil,No,0.666666667
CL08,CL08.1a,0.2,Banksia,attenuata,bankatte,canopy,Yes,0
CL08,CL08.1a,0.2,Andersonia,heterophylla,andehete,soil,No,0
CL08,CL08.1a,0.2,Beaufortia,elegans,beaueleg,canopy,No,-1
