plotID,plot.sub,KangarooScat,genus,species,speciesID,soilCanopy,resprouter,Chng
BK06,BK06.1a,4,Banksia,attenuata,bankatte,canopy,Yes,-1
BK06,BK06.1a,4,Banksia,candolleana,bankcand,canopy,Yes,0
BK06,BK06.1a,4,Banksia,hookeriana,bankhook,canopy,No,0
BK06,BK06.1a,4,Banksia,shuttleworthiana,bankshut,canopy,Yes,0
BK06,BK06.1a,4,Beaufortia,elegans,beaueleg,canopy,No,-1
BK06,BK06.1a,4,Calytrix,depressa,calydepr,soil,Yes,0.666666667
BK06,BK06.1a,4,Calytrix,superba,calysupe,soil,Yes,-0.333333333
BK06,BK06.1a,4,Conospermum,unilaterale,conounil,soil,No,0.6
BK06,BK06.1a,4,Conospermum,wycherleyi,conowych,soil,Yes,0.238095238
BK06,BK06.1a,4,Darwinia,speciosa,darwspec,soil,Yes,-1
BK06,BK06.1a,4,Hakea,polyanthema,hakepoly,canopy,No,-1
BK06,BK06.1a,4,Hemiandra,pungens,hemipung,soil,Yes,1
BK06,BK06.1a,4,Hibbertia,hypericoides,hibbhype,soil,Yes,-0.333333333
BK06,BK06.1a,4,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,0.6
BK06,BK06.1a,4,Isopogon,tridens,isoptrid,canopy,Yes,-0.333333333
BK06,BK06.1a,4,Jacksonia,floribunda,jackflor,soil,Yes,-1
BK06,BK06.1a,4,Leucopogon,conostephioides,leuccono,soil,No,-1
BK06,BK06.1a,4,Leucopogon,sp. South Eneabba,leucsoen,soil,No,0.666666667
BK06,BK06.1a,4,Lysinema,ciliatum,lysicili,soil,No,-1
BK06,BK06.1a,4,Melaleuca,leuropoma,melaleur,canopy,Yes,0.142857143
BK06,BK06.1a,4,Petrophile,drummondii,petrdrum,canopy,No,-1
BK06,BK06.1a,4,Pileanthus,filifolius,pilefili,soil,Yes,0.269230769
BK06,BK06.1a,4,Synaphea,spinulosa,synaspin,soil,Yes,-1
BK06,BK06.1a,4,Verticordia,densiflora,vertdens,soil,Yes,0.238095238
BK06,BK06.1a,4,Verticordia,grandis,vertgran,soil,Yes,0
BK06,BK06.1a,4,Xylomelum,angustifolium,xyloangu,canopy,Yes,0.333333333
BK06,BK06.1a,4,Astroloma,microdonta,astrmicr,soil,Yes,0
BK06,BK06.1a,4,Acacia,auronitens,acacauro,soil,Yes,-1
BK06,BK06.2a,1.5,Banksia,dallanneyi,bankdall,canopy,Yes,0
BK06,BK06.2a,1.5,Banksia,hookeriana,bankhook,canopy,No,0.125
BK06,BK06.2a,1.5,Banksia,shuttleworthiana,bankshut,canopy,Yes,1
BK06,BK06.2a,1.5,Conospermum,wycherleyi,conowych,soil,Yes,0.043478261
BK06,BK06.2a,1.5,Darwinia,neildiana,darwneil,soil,Yes,-0.2
BK06,BK06.2a,1.5,Darwinia,speciosa,darwspec,soil,Yes,1
BK06,BK06.2a,1.5,Conospermum,unilaterale,conounil,soil,No,0
BK06,BK06.2a,1.5,Eremea,violacea,eremviol,canopy,Yes,0
BK06,BK06.2a,1.5,Grevillea,sp.,grevSP,soil,Yes,-1
BK06,BK06.2a,1.5,Hakea,polyanthema,hakepoly,canopy,No,-1
BK06,BK06.2a,1.5,Daviesia,pedunculata,davipedu,soil,Yes,-1
BK06,BK06.2a,1.5,Banksia,attenuata,bankatte,canopy,Yes,0
BK06,BK06.2a,1.5,Isopogon,tridens,isoptrid,canopy,Yes,0.333333333
BK06,BK06.2a,1.5,Jacksonia,floribunda,jackflor,soil,Yes,-0.384615385
BK06,BK06.2a,1.5,Leucopogon,sp. Murdoch,leucmurd,soil,No,0.333333333
BK06,BK06.2a,1.5,Leucopogon,sp. South Eneabba,leucsoen,soil,No,0.846153846
BK06,BK06.2a,1.5,Lysinema,ciliatum,lysicili,soil,No,-1
BK06,BK06.2a,1.5,Melaleuca,leuropoma,melaleur,canopy,Yes,0.2
BK06,BK06.2a,1.5,Petrophile,drummondii,petrdrum,canopy,No,-0.333333333
BK06,BK06.2a,1.5,Petrophile,macrostachya,petrmacr,canopy,Yes,1
BK06,BK06.2a,1.5,Pileanthus,filifolius,pilefili,soil,Yes,0.234042553
BK06,BK06.2a,1.5,Synaphea,spinulosa,synaspin,soil,Yes,-1
BK06,BK06.2a,1.5,Verticordia,densiflora,vertdens,soil,Yes,-0.015873016
BK06,BK06.2a,1.5,Verticordia,grandis,vertgran,soil,Yes,1
BK06,BK06.2a,1.5,Hibbertia,hypericoides,hibbhype,soil,Yes,-0.142857143
BK06,BK06.2a,1.5,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,-0.2
BK06,BK06.2b,1.5,Astroloma,xerophyllum,astrxero,soil,No,-0.333333333
BK06,BK06.2b,1.5,Banksia,attenuata,bankatte,canopy,Yes,-1
BK06,BK06.2b,1.5,Banksia,dallanneyi,bankdall,canopy,Yes,0
BK06,BK06.2b,1.5,Banksia,hookeriana,bankhook,canopy,No,-1
BK06,BK06.2b,1.5,Calytrix,superba,calysupe,soil,Yes,1
BK06,BK06.2b,1.5,Conospermum,unilaterale,conounil,soil,No,0.25
BK06,BK06.2b,1.5,Conospermum,wycherleyi,conowych,soil,Yes,0.058823529
BK06,BK06.2b,1.5,Darwinia,neildiana,darwneil,soil,Yes,0
BK06,BK06.2b,1.5,Darwinia,speciosa,darwspec,soil,Yes,-0.076923077
BK06,BK06.2b,1.5,Eremaea,beaufortioides,erembeau,canopy,Yes,0
BK06,BK06.2b,1.5,Eremaea,ectadioclada,eremecta,canopy,Yes,0
BK06,BK06.2b,1.5,Allocasuarina,humilis,allohumi,canopy,Yes,-1
BK06,BK06.2b,1.5,Astroloma,microdonta,astrmicr,soil,Yes,0
BK06,BK06.2b,1.5,Hibbertia,crassifolia,hibbcras,soil,Yes,-1
BK06,BK06.2b,1.5,Hibbertia,hypericoides,hibbhype,soil,Yes,-0.2
BK06,BK06.2b,1.5,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,0
BK06,BK06.2b,1.5,Isopogon,tridens,isoptrid,canopy,Yes,-0.5
BK06,BK06.2b,1.5,Jacksonia,floribunda,jackflor,soil,Yes,-1
BK06,BK06.2b,1.5,Leptospermum,spinescens,leptspin,canopy,Yes,0
BK06,BK06.2b,1.5,Leucopogon,conostephioides,leuccono,soil,No,-1
BK06,BK06.2b,1.5,Leucopogon,sp. South Eneabba,leucsoen,soil,No,-0.714285714
BK06,BK06.2b,1.5,Lysinema,ciliatum,lysicili,soil,No,-1
BK06,BK06.2b,1.5,Melaleuca,leuropoma,melaleur,canopy,Yes,0.391304348
BK06,BK06.2b,1.5,Petrophile,brevifolia,petrbrev,canopy,Yes,0
BK06,BK06.2b,1.5,Eremea,violacea,eremviol,canopy,Yes,-0.142857143
BK06,BK06.2b,1.5,Hakea,polyanthema,hakepoly,canopy,No,-1
BK06,BK06.2b,1.5,Stirlingia,latifolia,stirlati,soil,Yes,0
BK06,BK06.2b,1.5,Synaphea,spinulosa,synaspin,soil,Yes,-1
BK06,BK06.2b,1.5,Verticordia,grandis,vertgran,soil,Yes,0.5
BK06,BK06.2b,1.5,Pileanthus,filifolius,pilefili,soil,Yes,0.266666667
