plotID,subplot,genus,species,speciesID,soilCanopy,resprouter,RegenType,Chng
BK06,1a,Acacia,auronitens,acacauro,soil,Yes,r,-1
BK06,1a,Astroloma,microdonta,astrmicr,soil,Yes,r,0
BK06,1a,Banksia,attenuata,bankatte,canopy,Yes,r,-1
BK06,1a,Banksia,candolleana,bankcand,canopy,Yes,r,0
BK06,1a,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
BK06,1a,Calytrix,depressa,calydepr,soil,Yes,r,0.666666667
BK06,1a,Calytrix,superba,calysupe,soil,Yes,r,-0.454545455
BK06,1a,Conospermum,wycherleyi,conowych,soil,Yes,r,0
BK06,1a,Darwinia,speciosa,darwspec,soil,Yes,r,-1
BK06,1a,Hemiandra,pungens,hemipung,soil,Yes,r,1
BK06,1a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.333333333
BK06,1a,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,r,0.6
BK06,1a,Isopogon,tridens,isoptrid,canopy,Yes,r,-0.333333333
BK06,1a,Jacksonia,floribunda,jackflor,soil,Yes,r,-1
BK06,1a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.142857143
BK06,1a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.208333333
BK06,1a,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
BK06,1a,Verticordia,densiflora,vertdens,soil,Yes,r,0.238095238
BK06,1a,Verticordia,grandis,vertgran,soil,Yes,r,0
BK06,1a,Xylomelum,angustifolium,xyloangu,canopy,Yes,r,0
BK06,2a,Banksia,attenuata,bankatte,canopy,Yes,r,0
BK06,2a,Banksia,dallanneyi,bankdall,canopy,Yes,r,0
BK06,2a,Conospermum,wycherleyi,conowych,soil,Yes,r,0
BK06,2a,Darwinia,neildiana,darwneil,soil,Yes,r,-0.2
BK06,2a,Daviesia,pedunculata,davipedu,soil,Yes,r,-1
BK06,2a,Eremea,violacea,eremviol,canopy,Yes,r,0
BK06,2a,Grevillea,sp.,grevSP,soil,Yes,r,-1
BK06,2a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.142857143
BK06,2a,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,r,-0.2
BK06,2a,Isopogon,tridens,isoptrid,canopy,Yes,r,0
BK06,2a,Jacksonia,floribunda,jackflor,soil,Yes,r,-0.384615385
BK06,2a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.2
BK06,2a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.162790698
BK06,2a,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
BK06,2a,Verticordia,densiflora,vertdens,soil,Yes,r,-0.015873016
BK06,2a,Verticordia,grandis,vertgran,soil,Yes,r,1
BK06,2b,Allocasuarina,humilis,allohumi,canopy,Yes,r,-1
BK06,2b,Astroloma,microdonta,astrmicr,soil,Yes,r,0
BK06,2b,Banksia,attenuata,bankatte,canopy,Yes,r,-1
BK06,2b,Banksia,dallanneyi,bankdall,canopy,Yes,r,0
BK06,2b,Calytrix,superba,calysupe,soil,Yes,r,1
BK06,2b,Conospermum,wycherleyi,conowych,soil,Yes,r,0
BK06,2b,Darwinia,neildiana,darwneil,soil,Yes,r,0
BK06,2b,Darwinia,speciosa,darwspec,soil,Yes,r,-0.076923077
BK06,2b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
BK06,2b,Eremaea,ectadioclada,eremecta,canopy,Yes,r,0
BK06,2b,Eremea,violacea,eremviol,canopy,Yes,r,-0.142857143
BK06,2b,Hibbertia,crassifolia,hibbcras,soil,Yes,r,-1
BK06,2b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.2
BK06,2b,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,r,0
BK06,2b,Isopogon,tridens,isoptrid,canopy,Yes,r,-1
BK06,2b,Jacksonia,floribunda,jackflor,soil,Yes,r,-1
BK06,2b,Leptospermum,spinescens,leptspin,canopy,Yes,r,0
BK06,2b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.3
BK06,2b,Petrophile,brevifolia,petrbrev,canopy,Yes,r,0
BK06,2b,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0.333333333
BK06,2b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.24137931
BK06,2b,Stirlingia,latifolia,stirlati,soil,Yes,r,0
BK06,2b,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
BK06,2b,Verticordia,grandis,vertgran,soil,Yes,r,0.5
BK06,2c,Astroloma,microdonta,astrmicr,soil,Yes,r,-1
BK06,2c,Banksia,dallanneyi,bankdall,canopy,Yes,r,0
BK06,2c,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
BK06,2c,Conospermum,wycherleyi,conowych,soil,Yes,r,0.090909091
BK06,2c,Darwinia,neildiana,darwneil,soil,Yes,r,0
BK06,2c,Darwinia,speciosa,darwspec,soil,Yes,r,0
BK06,2c,Eremea,violacea,eremviol,canopy,Yes,r,0
BK06,2c,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0
BK06,2c,Hypocalymma,sp.,hypocalSP,soil,Yes,r,1
BK06,2c,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,r,-0.142857143
BK06,2c,Isopogon,tridens,isoptrid,canopy,Yes,r,0.333333333
BK06,2c,Jacksonia,floribunda,jackflor,soil,Yes,r,0.5
BK06,2c,Leptospermum,spinescens,leptspin,canopy,Yes,r,-0.333333333
BK06,2c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.076923077
BK06,2c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.174603175
BK06,2c,Stirlingia,latifolia,stirlati,soil,Yes,r,0.333333333
BK06,2c,Verticordia,densiflora,vertdens,soil,Yes,r,0.214285714
BK06,3a,Astroloma,microdonta,astrmicr,soil,Yes,r,0
BK06,3a,Banksia,attenuata,bankatte,canopy,Yes,r,-0.2
BK06,3a,Banksia,candolleana,bankcand,canopy,Yes,r,0.5
BK06,3a,Banksia,dallanneyi,bankdall,canopy,Yes,r,-0.333333333
BK06,3a,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,-1
BK06,3a,Calothamnus,hirsutus,calohirs,canopy,Yes,r,0
BK06,3a,Calytrix,superba,calysupe,soil,Yes,r,-0.4
BK06,3a,Conospermum,wycherleyi,conowych,soil,Yes,r,-0.2
BK06,3a,Darwinia,neildiana,darwneil,soil,Yes,r,-0.5
BK06,3a,Darwinia,speciosa,darwspec,soil,Yes,r,0
BK06,3a,Daviesia,divaricata,davidiva,soil,Yes,r,0
BK06,3a,Daviesia,pedunculata,davipedu,soil,Yes,r,0.2
BK06,3a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
BK06,3a,Eremea,violacea,eremviol,canopy,Yes,r,0.333333333
BK06,3a,Grevillea,sp.,grevSP,soil,Yes,r,-1
BK06,3a,Hibbertia,crassifolia,hibbcras,soil,Yes,r,1
BK06,3a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.111111111
BK06,3a,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,r,0.333333333
BK06,3a,Isopogon,tridens,isoptrid,canopy,Yes,r,-0.2
BK06,3a,Jacksonia,floribunda,jackflor,soil,Yes,r,-1
BK06,3a,Leptospermum,spinescens,leptspin,canopy,Yes,r,0.333333333
BK06,3a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.230769231
BK06,3a,Petrophile,brevifolia,petrbrev,canopy,Yes,r,0
BK06,3a,Petrophile,macrostachya,petrmacr,canopy,Yes,r,-0.666666667
BK06,3a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.5
BK06,3a,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
BK06,3a,Verticordia,densiflora,vertdens,soil,Yes,r,0.75
BK06,3a,Xylomelum,angustifolium,xyloangu,canopy,Yes,r,-1
BK06,3b,Banksia,attenuata,bankatte,canopy,Yes,r,0
BK06,3b,Calytrix,superba,calysupe,soil,Yes,r,-1
BK06,3b,Conospermum,wycherleyi,conowych,soil,Yes,r,-0.212121212
BK06,3b,Darwinia,neildiana,darwneil,soil,Yes,r,0.333333333
BK06,3b,Darwinia,speciosa,darwspec,soil,Yes,r,0
BK06,3b,Daviesia,divaricata,davidiva,soil,Yes,r,0
BK06,3b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-0.2
BK06,3b,Hakea,candolleana,hakecand,canopy,Yes,r,-1
BK06,3b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.058823529
BK06,3b,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,r,-0.2
BK06,3b,Isopogon,tridens,isoptrid,canopy,Yes,r,1
BK06,3b,Jacksonia,floribunda,jackflor,soil,Yes,r,0
BK06,3b,Leptospermum ,oligandrum,leptolig,soil,Yes,r,0
BK06,3b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.058823529
BK06,3b,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0
BK06,3b,Pileanthus,filifolius,pilefili,soil,Yes,r,-0.125
BK06,3b,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
BK06,3b,Verticordia,densiflora,vertdens,soil,Yes,r,0.066666667
BS07,1a,Banksia,attenuata,bankatte,canopy,Yes,r,0.2
BS07,1a,Conospermum,boreale,conobore,soil,Yes,r,1
BS07,1a,Darwinia,speciosa,darwspec,soil,Yes,r,1
BS07,1a,Daviesia,divaricata,davidiva,soil,Yes,r,0
BS07,1a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-1
BS07,1a,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-0.6
BS07,1a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-1
BS07,1a,Jacksonia,hakeoides,jackhake,soil,Yes,r,-1
BS07,1a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.176470588
BS07,1a,Petrophile,brevifolia,petrbrev,canopy,Yes,r,-0.333333333
BS07,1a,Pileanthus,filifolius,pilefili,soil,Yes,r,0
BS07,1a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0
BS07,1b,Banksia,attenuata,bankatte,canopy,Yes,r,0.333333333
BS07,1b,Banksia,menziesii,bankmenz,canopy,Yes,r,-1
BS07,1b,Conospermum,boreale,conobore,soil,Yes,r,-1
BS07,1b,Conostephium,preissii,conoprei,soil,Yes,r,-1
BS07,1b,Conospermum,wycherleyi,conowych,soil,Yes,r,-1
BS07,1b,Daviesia,divaricata,davidiva,soil,Yes,r,-1
BS07,1b,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-1
BS07,1b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-1
BS07,1b,Jacksonia,hakeoides,jackhake,soil,Yes,r,-1
BS07,1b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.333333333
BS07,1b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.384615385
BS07,1b,Pimelea,angustifolia,pimeangu,soil,Yes,r,0
BS07,1b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.2
BS07,1c,Banksia,attenuata,bankatte,canopy,Yes,r,0.142857143
BS07,1c,Conostephium,preissii,conoprei,soil,Yes,r,1
BS07,1c,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-0.333333333
BS07,1c,Jacksonia,hakeoides,jackhake,soil,Yes,r,0
BS07,1c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.142857143
BS07,1c,Pileanthus,filifolius,pilefili,soil,Yes,r,-0.4
BS07,1c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.333333333
BS07,1d,Banksia,attenuata,bankatte,canopy,Yes,r,0
BS07,1d,Conospermum,boreale,conobore,soil,Yes,r,0
BS07,1d,Conostephium,preissii,conoprei,soil,Yes,r,1
BS07,1d,Darwinia,speciosa,darwspec,soil,Yes,r,1
BS07,1d,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-1
BS07,1d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-1
BS07,1d,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.090909091
BS07,1d,Petrophile,macrostachya,petrmacr,canopy,Yes,r,-1
BS07,1d,Pileanthus,filifolius,pilefili,soil,Yes,r,0.25
BS07,1d,Pimelea,angustifolia,pimeangu,soil,Yes,r,-0.2
BS07,1d,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.111111111
BS07,2a,Banksia,attenuata,bankatte,canopy,Yes,r,0
BS07,2a,Banksia,menziesii,bankmenz,canopy,Yes,r,-1
BS07,2a,Conospermum,boreale,conobore,soil,Yes,r,-1
BS07,2a,Darwinia,speciosa,darwspec,soil,Yes,r,1
BS07,2a,Daviesia,divaricata,davidiva,soil,Yes,r,-1
BS07,2a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-1
BS07,2a,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-1
BS07,2a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-1
BS07,2a,Leptospermum,spinescens,leptspin,canopy,Yes,r,-1
BS07,2a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0
BS07,2a,Petrophile,brevifolia,petrbrev,canopy,Yes,r,1
BS07,2a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.333333333
BS07,2a,Pimelea,angustifolia,pimeangu,soil,Yes,r,1
BS07,2a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.076923077
BS07,2a,Verticordia,grandis,vertgran,soil,Yes,r,0
BS07,2b,Banksia,attenuata,bankatte,canopy,Yes,r,-1
BS07,2b,Daviesia,divaricata,davidiva,soil,Yes,r,-1
BS07,2b,Daviesia,triflora,davitrif,soil,Yes,r,-1
BS07,2b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
BS07,2b,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-0.333333333
BS07,2b,Jacksonia,hakeoides,jackhake,soil,Yes,r,-0.666666667
BS07,2b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.076923077
BS07,2b,Pileanthus,filifolius,pilefili,soil,Yes,r,0
BS07,2b,Pimelea,angustifolia,pimeangu,soil,Yes,r,-1
BS07,2b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.090909091
BS07,2b,Stirlingia,latifolia,stirlati,soil,Yes,r,1
BS07,2b,Verticordia,grandis,vertgran,soil,Yes,r,0
BS07,2c,Banksia,attenuata,bankatte,canopy,Yes,r,-0.142857143
BS07,2c,Daviesia,triflora,davitrif,soil,Yes,r,-1
BS07,2c,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-0.333333333
BS07,2c,Jacksonia,hakeoides,jackhake,soil,Yes,r,1
BS07,2c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.142857143
BS07,2c,Petrophile,brevifolia,petrbrev,canopy,Yes,r,0
BS07,2c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.066666667
BS07,2c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0
BS07,2d,Banksia,attenuata,bankatte,canopy,Yes,r,0.25
BS07,2d,Conospermum,boreale,conobore,soil,Yes,r,-1
BS07,2d,Daviesia,divaricata,davidiva,soil,Yes,r,-1
BS07,2d,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-1
BS07,2d,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-1
BS07,2d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,1
BS07,2d,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.2
BS07,2d,Pileanthus,filifolius,pilefili,soil,Yes,r,0.157894737
BS07,2d,Pimelea,angustifolia,pimeangu,soil,Yes,r,0.5
BS07,2d,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-1
CL08,1a,Banksia,attenuata,bankatte,canopy,Yes,r,0
CL08,1a,Banksia,elegans,bankeleg,canopy,Yes,r,1
CL08,1a,Banksia,menziesii,bankmenz,canopy,Yes,r,0
CL08,1a,Conospermum,wycherleyi,conowych,soil,Yes,r,0.090909091
CL08,1a,Darwinia,speciosa,darwspec,soil,Yes,r,0
CL08,1a,Daviesia,triflora,davitrif,soil,Yes,r,0
CL08,1a,Eremaea,ectadioclada,eremecta,canopy,Yes,r,0.230769231
CL08,1a,Eremea,violacea,eremviol,canopy,Yes,r,0
CL08,1a,Hibbertia,crassifolia,hibbcras,soil,Yes,r,-1
CL08,1a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.0625
CL08,1a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.368421053
CL08,1a,Monotaxis,grandiflora,monogran,soil,Yes,r,0.6
CL08,1a,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0
CL08,1a,Pileanthus,filifolius,pilefili,soil,Yes,r,0
CL08,1a,Synaphea,spinulosa,synaspin,soil,Yes,r,0
CL08,1a,Verticordia,grandis,vertgran,soil,Yes,r,0
CL08,1b,Banksia,attenuata,bankatte,canopy,Yes,r,0
CL08,1b,Banksia,menziesii,bankmenz,canopy,Yes,r,0
CL08,1b,Darwinia,speciosa,darwspec,soil,Yes,r,0
CL08,1b,Hibbertia,crassifolia,hibbcras,soil,Yes,r,-1
CL08,1b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.130434783
CL08,1b,Jacksonia,floribunda,jackflor,soil,Yes,r,0
CL08,1b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.294117647
CL08,1b,Monotaxis,grandiflora,monogran,soil,Yes,r,1
CL08,1b,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0.333333333
CL08,1b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.161290323
CL08,1b,Verticordia,densiflora,vertdens,soil,Yes,r,1
