plotID,subplot,genus,species,speciesID,soilCanopy,resprouter,RegenType,Chng
LN08,2d,Gastrolobium,capitatum,gastcapi,soil,Yes,r,1
LN08,2d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.2
LN08,2d,Jacksonia,hakeoides,jackhake,soil,Yes,r,0
LN08,2d,Labichea,cassioides,labicass,soil,Yes,r,0.090909091
LN08,2d,Melaleuca,systena,melasyst,canopy,Yes,r,0.142857143
LN08,2d,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN08,2d,Petrophile,brevifolia,petrbrev,canopy,Yes,r,-0.666666667
LN08,2d,Petrophile,macrostachya,petrmacr,canopy,Yes,r,1
LN08,2d,Scholtzia,umbellifera,schoumbe,soil,Yes,r,0
LN09,1a,Allocasuarina,humilis,allohumi,canopy,Yes,r,-1
LN09,1a,Calothamnus,quadrifidus,caloquad,canopy,Yes,r,-1
LN09,1a,Calothamnus,sanguineus,calosang,canopy,Yes,r,-1
LN09,1a,Conospermum,stoechadis,conostoe,soil,Yes,r,0
LN09,1a,Diplolaena,obovata,diplobov,soil,Yes,r,1
LN09,1a,Gastrolobium,capitatum,gastcapi,soil,Yes,r,-1
LN09,1a,Grevillea,thelemanniana,grevthel,soil,Yes,r,0
LN09,1a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.285714286
LN09,1a,Hibbertia,spicata,hibbspic,soil,Yes,r,1
LN09,1a,Melaleuca,systena,melasyst,canopy,Yes,r,0.161290323
LN09,1a,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN09,1a,Petrophile,brevifolia,petrbrev,canopy,Yes,r,0.5
LN09,1a,Petrophile,macrostachya,petrmacr,canopy,Yes,r,-1
LN09,1b,Allocasuarina,humilis,allohumi,canopy,Yes,r,1
LN09,1b,Banksia,dallanneyi,bankdall,canopy,Yes,r,-1
LN09,1b,Calothamnus,quadrifidus,caloquad,canopy,Yes,r,0
LN09,1b,Diplolaena,obovata,diplobov,soil,Yes,r,0
LN09,1b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.25
LN09,1b,Hibbertia,spicata,hibbspic,soil,Yes,r,-1
LN09,1b,Melaleuca,systena,melasyst,canopy,Yes,r,-0.034482759
LN09,1b,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN09,1b,Petrophile,brevifolia,petrbrev,canopy,Yes,r,0.333333333
LN09,1b,Scholtzia,umbellifera,schoumbe,soil,Yes,r,-0.333333333
LN09,1c,Banksia,dallanneyi,bankdall,canopy,Yes,r,0
LN09,1c,Calothamnus,quadrifidus,caloquad,canopy,Yes,r,-0.333333333
LN09,1c,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0
LN09,1c,Hibbertia,spicata,hibbspic,soil,Yes,r,-1
LN09,1c,Melaleuca,systena,melasyst,canopy,Yes,r,0.217391304
LN09,1c,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN09,1d,Allocasuarina,humilis,allohumi,canopy,Yes,r,0.2
LN09,1d,Banksia,dallanneyi,bankdall,canopy,Yes,r,-1
LN09,1d,Conospermum,stoechadis,conostoe,soil,Yes,r,0
LN09,1d,Gastrolobium,capitatum,gastcapi,soil,Yes,r,-1
LN09,1d,Hakea,incrassata,hakeincr,canopy,Yes,r,0.2
LN09,1d,Hakea,lissocarpha,hakeliss,canopy,Yes,r,0
LN09,1d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.045454545
LN09,1d,Melaleuca,systena,melasyst,canopy,Yes,r,-0.103448276
LN09,1d,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN09,1d,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0.5
LN09,1d,Scholtzia,umbellifera,schoumbe,soil,Yes,r,0.142857143
LN09,1d,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
LN09,2a,Allocasuarina,humilis,allohumi,canopy,Yes,r,0.230769231
LN09,2a,Gastrolobium,capitatum,gastcapi,soil,Yes,r,-1
LN09,2a,Hakea,incrassata,hakeincr,canopy,Yes,r,0
LN09,2a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.25
LN09,2a,Melaleuca,systena,melasyst,canopy,Yes,r,0.217391304
LN09,2a,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN09,2a,Scholtzia,umbellifera,schoumbe,soil,Yes,r,-0.25
LN09,2b,Calothamnus,quadrifidus,caloquad,canopy,Yes,r,0.2
LN09,2b,Grevillea,thelemanniana,grevthel,soil,Yes,r,0
LN09,2b,Hakea,lissocarpha,hakeliss,canopy,Yes,r,0
LN09,2b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.5
LN09,2b,Hibbertia,spicata,hibbspic,soil,Yes,r,1
LN09,2b,Labichea,cassioides,labicass,soil,Yes,r,-1
LN09,2b,Melaleuca,systena,melasyst,canopy,Yes,r,0.071428571
LN09,2b,Pimelea,sp.,pimeleaSP,soil,Yes,r,0
LN09,2b,Scholtzia,umbellifera,schoumbe,soil,Yes,r,-0.294117647
LN09,2c,Allocasuarina,humilis,allohumi,canopy,Yes,r,0.333333333
LN09,2c,Calothamnus,quadrifidus,caloquad,canopy,Yes,r,0
LN09,2c,Calothamnus,sanguineus,calosang,canopy,Yes,r,-0.2
LN09,2c,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.166666667
LN09,2c,Hibbertia,spicata,hibbspic,soil,Yes,r,-0.333333333
LN09,2c,Labichea,cassioides,labicass,soil,Yes,r,0
LN09,2c,Melaleuca,systena,melasyst,canopy,Yes,r,0.063829787
LN09,2c,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN09,2c,Petrophile,brevifolia,petrbrev,canopy,Yes,r,0
LN09,2c,Scholtzia,umbellifera,schoumbe,soil,Yes,r,0
LN09,2d,Allocasuarina,humilis,allohumi,canopy,Yes,r,0
LN09,2d,Banksia,dallanneyi,bankdall,canopy,Yes,r,0
LN09,2d,Calothamnus,sanguineus,calosang,canopy,Yes,r,-1
LN09,2d,Gastrolobium,capitatum,gastcapi,soil,Yes,r,-1
LN09,2d,Hakea,incrassata,hakeincr,canopy,Yes,r,0
LN09,2d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0.086956522
LN09,2d,Melaleuca,systena,melasyst,canopy,Yes,r,0.090909091
LN09,2d,Petrophile,axillaris,petraxil,canopy,Yes,r,-1
LN09,2d,Petrophile,brevifolia,petrbrev,canopy,Yes,r,0
LN09,2d,Scholtzia,umbellifera,schoumbe,soil,Yes,r,-0.047619048
MAC08,1a,Banksia,attenuata,bankatte,canopy,Yes,r,0
MAC08,1a,Conospermum,boreale,conobore,soil,Yes,r,0.043478261
MAC08,1a,Conostephium,preissii,conoprei,soil,Yes,r,1
MAC08,1a,Daviesia,divaricata,davidiva,soil,Yes,r,0.333333333
MAC08,1a,Daviesia,triflora,davitrif,soil,Yes,r,-1
MAC08,1a,Eremaea,asterocarpa,eremaste,canopy,Yes,r,1
MAC08,1a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0.2
MAC08,1a,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-1
MAC08,1a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.6
MAC08,1a,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAC08,1a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.04
MAC08,1a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.266666667
MAC08,1b,Banksia,attenuata,bankatte,canopy,Yes,r,0.090909091
MAC08,1b,Banksia,menziesii,bankmenz,canopy,Yes,r,0
MAC08,1b,Conospermum,boreale,conobore,soil,Yes,r,1
MAC08,1b,Daviesia,triflora,davitrif,soil,Yes,r,0
MAC08,1b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAC08,1b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0
MAC08,1b,Leptospermum,spinescens,leptspin,canopy,Yes,r,-0.333333333
MAC08,1b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.5
MAC08,1b,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAC08,1b,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0
MAC08,1b,Pileanthus,filifolius,pilefili,soil,Yes,r,0
MAC08,1b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0
MAC08,1b,Verticordia,grandis,vertgran,soil,Yes,r,-1
MAC08,1c,Banksia,attenuata,bankatte,canopy,Yes,r,0.25
MAC08,1c,Banksia,elegans,bankeleg,canopy,Yes,r,0
MAC08,1c,Conospermum,boreale,conobore,soil,Yes,r,-0.052631579
MAC08,1c,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAC08,1c,Leptospermum,spinescens,leptspin,canopy,Yes,r,0
MAC08,1c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.142857143
MAC08,1c,Persoonia,acicularis,persacic,soil,Yes,r,0.5
MAC08,1c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.047619048
MAC08,1c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.142857143
MAC08,1c,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
MAC08,1c,Verticordia,grandis,vertgran,soil,Yes,r,0
MAC08,1d,Banksia,attenuata,bankatte,canopy,Yes,r,-0.5
MAC08,1d,Conospermum,boreale,conobore,soil,Yes,r,0.142857143
MAC08,1d,Daviesia,divaricata,davidiva,soil,Yes,r,-0.333333333
MAC08,1d,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0.333333333
MAC08,1d,Hemiandra,pungens,hemipung,soil,Yes,r,1
MAC08,1d,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0
MAC08,1d,Pileanthus,filifolius,pilefili,soil,Yes,r,0.166666667
MAC08,1d,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.041666667
MAC08,2a,Banksia,attenuata,bankatte,canopy,Yes,r,0
MAC08,2a,Conospermum,boreale,conobore,soil,Yes,r,0.142857143
MAC08,2a,Daviesia,divaricata,davidiva,soil,Yes,r,0.142857143
MAC08,2a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAC08,2a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.066666667
MAC08,2a,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAC08,2a,Pileanthus,filifolius,pilefili,soil,Yes,r,-0.043478261
MAC08,2a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.538461538
MAC08,2a,Verticordia,grandis,vertgran,soil,Yes,r,0
MAC08,2b,Banksia,attenuata,bankatte,canopy,Yes,r,0.2
MAC08,2b,Conospermum,boreale,conobore,soil,Yes,r,-0.12
MAC08,2b,Daviesia,divaricata,davidiva,soil,Yes,r,0
MAC08,2b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-1
MAC08,2b,Eremaea,ectadioclada,eremecta,canopy,Yes,r,0
MAC08,2b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0
MAC08,2b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.25
MAC08,2b,Persoonia,acicularis,persacic,soil,Yes,r,0.333333333
MAC08,2b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.058823529
MAC08,2b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.371428571
MAC08,2c,Banksia,attenuata,bankatte,canopy,Yes,r,0
MAC08,2c,Banksia,elegans,bankeleg,canopy,Yes,r,0
MAC08,2c,Conospermum,boreale,conobore,soil,Yes,r,0
MAC08,2c,Conostephium,preissii,conoprei,soil,Yes,r,0
MAC08,2c,Daviesia,divaricata,davidiva,soil,Yes,r,0.333333333
MAC08,2c,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAC08,2c,Grevillea,sp.,grevSP,soil,Yes,r,-1
MAC08,2c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.2
MAC08,2c,Persoonia,acicularis,persacic,soil,Yes,r,0
MAC08,2c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.069767442
MAC08,2c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.047619048
MAC08,2c,Verticordia,grandis,vertgran,soil,Yes,r,0
MAC08,2d,Banksia,attenuata,bankatte,canopy,Yes,r,-0.333333333
MAC08,2d,Conospermum,boreale,conobore,soil,Yes,r,0
MAC08,2d,Daviesia,divaricata,davidiva,soil,Yes,r,0
MAC08,2d,Daviesia,triflora,davitrif,soil,Yes,r,-1
MAC08,2d,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-0.142857143
MAC08,2d,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.125
MAC08,2d,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAC08,2d,Petrophile,macrostachya,petrmacr,canopy,Yes,r,-0.333333333
MAC08,2d,Pileanthus,filifolius,pilefili,soil,Yes,r,-0.466666667
MAC08,2d,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.333333333
MAS08,1a,Allocasuarina,humilis,allohumi,canopy,Yes,r,0
MAS08,1a,Astroloma,microdonta,astrmicr,soil,Yes,r,0
MAS08,1a,Baeckea,camphorosmae,baeccamp,soil,Yes,r,0
MAS08,1a,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
MAS08,1a,Conospermum,wycherleyi,conowych,soil,Yes,r,0.133333333
MAS08,1a,Daviesia,divaricata,davidiva,soil,Yes,r,1
MAS08,1a,Eremea,violacea,eremviol,canopy,Yes,r,0
MAS08,1a,Hakea,eneabba,hakeenea,canopy,Yes,r,-1
MAS08,1a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.055555556
MAS08,1a,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,1a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.333333333
MAS08,1a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.142857143
MAS08,1a,Thryptomene,racemulosa,thryrace,soil,Yes,r,-1
MAS08,1a,Verticordia,densiflora,vertdens,soil,Yes,r,-1
MAS08,1b,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
MAS08,1b,Conospermum,wycherleyi,conowych,soil,Yes,r,-0.333333333
MAS08,1b,Darwinia,speciosa,darwspec,soil,Yes,r,-1
MAS08,1b,Daviesia,divaricata,davidiva,soil,Yes,r,-0.2
MAS08,1b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAS08,1b,Eremea,violacea,eremviol,canopy,Yes,r,-1
MAS08,1b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.304347826
MAS08,1b,Leptospermum ,oligandrum,leptolig,soil,Yes,r,0
MAS08,1b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.157894737
MAS08,1b,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,1b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.125
MAS08,1b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0
MAS08,1b,Verticordia,densiflora,vertdens,soil,Yes,r,-1
MAS08,1c,Allocasuarina,humilis,allohumi,canopy,Yes,r,-0.333333333
MAS08,1c,Baeckea,camphorosmae,baeccamp,soil,Yes,r,0
MAS08,1c,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
MAS08,1c,Conospermum,wycherleyi,conowych,soil,Yes,r,-0.5
MAS08,1c,Daviesia,divaricata,davidiva,soil,Yes,r,-0.111111111
MAS08,1c,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAS08,1c,Eremea,violacea,eremviol,canopy,Yes,r,-0.2
MAS08,1c,Grevillea,eriostachya,greverio,soil,Yes,r,0
MAS08,1c,Hakea,candolleana,hakecand,canopy,Yes,r,0
MAS08,1c,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.428571429
MAS08,1c,Hypocalymma,angustifolium,hypoangu,soil,Yes,r,0
MAS08,1c,Leptospermum,spinescens,leptspin,canopy,Yes,r,0
MAS08,1c,Melaleuca,aspalathoides,melaaspa,canopy,Yes,r,0
MAS08,1c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.157894737
MAS08,1c,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,1c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.142857143
MAS08,1c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0
MAS08,1c,Verticordia,densiflora,vertdens,soil,Yes,r,-1
MAS08,1c,Verticordia,grandis,vertgran,soil,Yes,r,0
MAS08,1d,Baeckea,camphorosmae,baeccamp,soil,Yes,r,-0.142857143
MAS08,1d,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
MAS08,1d,Conospermum,wycherleyi,conowych,soil,Yes,r,0.2
MAS08,1d,Daviesia,divaricata,davidiva,soil,Yes,r,-0.333333333
MAS08,1d,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAS08,1d,Eremea,violacea,eremviol,canopy,Yes,r,0
MAS08,1d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.384615385
MAS08,1d,Leptospermum,spinescens,leptspin,canopy,Yes,r,0
MAS08,1d,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.071428571
MAS08,1d,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,1d,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0
MAS08,1d,Petrophile,megalostegia,petrmega,canopy,Yes,r,-0.333333333
MAS08,1d,Pileanthus,filifolius,pilefili,soil,Yes,r,0.090909091
MAS08,1d,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0
MAS08,1d,Verticordia,densiflora,vertdens,soil,Yes,r,-1
MAS08,2a,Baeckea,camphorosmae,baeccamp,soil,Yes,r,-0.111111111
MAS08,2a,Banksia,dallanneyi,bankdall,canopy,Yes,r,0
MAS08,2a,Calytrix,depressa,calydepr,soil,Yes,r,0
MAS08,2a,Conospermum,wycherleyi,conowych,soil,Yes,r,0
MAS08,2a,Daviesia,divaricata,davidiva,soil,Yes,r,-0.333333333
MAS08,2a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-0.333333333
MAS08,2a,Eremea,violacea,eremviol,canopy,Yes,r,0
MAS08,2a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.2
MAS08,2a,Hypocalymma,xanthopetalum,hypoxant,soil,Yes,r,1
MAS08,2a,Leptospermum ,oligandrum,leptolig,soil,Yes,r,-1
MAS08,2a,Leptospermum,spinescens,leptspin,canopy,Yes,r,0.333333333
MAS08,2a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.05
MAS08,2a,Monotaxis,bracteata,monobrac,soil,Yes,r,-1
MAS08,2a,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,2a,Petrophile,macrostachya,petrmacr,canopy,Yes,r,0
MAS08,2a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.152542373
MAS08,2a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0
MAS08,2a,Thryptomene,racemulosa,thryrace,soil,Yes,r,-1
MAS08,2a,Verticordia,densiflora,vertdens,soil,Yes,r,-1
MAS08,2a,Verticordia,grandis,vertgran,soil,Yes,r,0
MAS08,2b,Astroloma,microdonta,astrmicr,soil,Yes,r,0
MAS08,2b,Baeckea,camphorosmae,baeccamp,soil,Yes,r,-0.166666667
MAS08,2b,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
MAS08,2b,Conospermum,wycherleyi,conowych,soil,Yes,r,-0.333333333
MAS08,2b,Daviesia,divaricata,davidiva,soil,Yes,r,0
MAS08,2b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAS08,2b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.230769231
MAS08,2b,Hypocalymma,angustifolium,hypoangu,soil,Yes,r,0
MAS08,2b,Leptospermum ,oligandrum,leptolig,soil,Yes,r,0
MAS08,2b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.027027027
MAS08,2b,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,2b,Petrophile,megalostegia,petrmega,canopy,Yes,r,-0.142857143
MAS08,2b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.333333333
MAS08,2b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.333333333
MAS08,2c,Allocasuarina,humilis,allohumi,canopy,Yes,r,-1
MAS08,2c,Astroloma,microdonta,astrmicr,soil,Yes,r,0
MAS08,2c,Calytrix,depressa,calydepr,soil,Yes,r,0
MAS08,2c,Conospermum,wycherleyi,conowych,soil,Yes,r,-0.333333333
MAS08,2c,Daviesia,divaricata,davidiva,soil,Yes,r,-1
MAS08,2c,Eremea,violacea,eremviol,canopy,Yes,r,0
MAS08,2c,Hakea,candolleana,hakecand,canopy,Yes,r,0
MAS08,2c,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-1
MAS08,2c,Leptospermum,spinescens,leptspin,canopy,Yes,r,0
MAS08,2c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.024390244
MAS08,2c,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,2c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.3
MAS08,2c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.294117647
MAS08,2d,Banksia,shuttleworthiana,bankshut,canopy,Yes,r,0
MAS08,2d,Conospermum,wycherleyi,conowych,soil,Yes,r,0.333333333
MAS08,2d,Daviesia,divaricata,davidiva,soil,Yes,r,0.333333333
MAS08,2d,Eremea,violacea,eremviol,canopy,Yes,r,-0.076923077
MAS08,2d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,0
MAS08,2d,Hypocalymma,angustifolium,hypoangu,soil,Yes,r,0
MAS08,2d,Leptospermum,spinescens,leptspin,canopy,Yes,r,0
MAS08,2d,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.266666667
MAS08,2d,Persoonia,acicularis,persacic,soil,Yes,r,-1
MAS08,2d,Pileanthus,filifolius,pilefili,soil,Yes,r,0.125
MAS08,2d,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.185185185
MAS08,2d,Thryptomene,racemulosa,thryrace,soil,Yes,r,-1
MAS08,2d,Verticordia,densiflora,vertdens,soil,Yes,r,-1
MAT07,1a,Banksia,attenuata,bankatte,canopy,Yes,r,0
MAT07,1a,Conospermum,boreale,conobore,soil,Yes,r,-1
MAT07,1a,Daviesia,divaricata,davidiva,soil,Yes,r,-0.333333333
MAT07,1a,Daviesia,triflora,davitrif,soil,Yes,r,-1
MAT07,1a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAT07,1a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0
MAT07,1a,Persoonia,acicularis,persacic,soil,Yes,r,-0.2
MAT07,1a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.028571429
MAT07,1a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.025641026
MAT07,1a,Synaphea,spinulosa,synaspin,soil,Yes,r,-0.333333333
MAT07,1b,Banksia,attenuata,bankatte,canopy,Yes,r,-1
MAT07,1b,Banksia,elegans,bankeleg,canopy,Yes,r,-1
MAT07,1b,Conospermum,boreale,conobore,soil,Yes,r,0.333333333
MAT07,1b,Daviesia,divaricata,davidiva,soil,Yes,r,-1
MAT07,1b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,-0.111111111
MAT07,1b,Persoonia,acicularis,persacic,soil,Yes,r,0.333333333
MAT07,1b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.111111111
MAT07,1b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.066666667
MAT07,1c,Banksia,attenuata,bankatte,canopy,Yes,r,0.142857143
MAT07,1c,Conospermum,boreale,conobore,soil,Yes,r,0.333333333
MAT07,1c,Daviesia,triflora,davitrif,soil,Yes,r,0
MAT07,1c,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAT07,1c,Eremaea,ectadioclada,eremecta,canopy,Yes,r,-1
MAT07,1c,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-0.333333333
MAT07,1c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.142857143
MAT07,1c,Persoonia,acicularis,persacic,soil,Yes,r,0.161290323
MAT07,1c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.2
MAT07,1c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.181818182
MAT07,1d,Banksia,attenuata,bankatte,canopy,Yes,r,-0.111111111
MAT07,1d,Conospermum,boreale,conobore,soil,Yes,r,-0.142857143
MAT07,1d,Conostephium,preissii,conoprei,soil,Yes,r,-1
MAT07,1d,Daviesia,divaricata,davidiva,soil,Yes,r,0
MAT07,1d,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-1
MAT07,1d,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.166666667
MAT07,1d,Persoonia,acicularis,persacic,soil,Yes,r,0.5
MAT07,1d,Pileanthus,filifolius,pilefili,soil,Yes,r,0.147540984
MAT07,1d,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.066666667
MAT07,2a,Banksia,attenuata,bankatte,canopy,Yes,r,0.333333333
MAT07,2a,Banksia,menziesii,bankmenz,canopy,Yes,r,0
MAT07,2a,Conospermum,boreale,conobore,soil,Yes,r,0
MAT07,2a,Conostephium,preissii,conoprei,soil,Yes,r,0
MAT07,2a,Daviesia,divaricata,davidiva,soil,Yes,r,0
MAT07,2a,Daviesia,triflora,davitrif,soil,Yes,r,-0.25
MAT07,2a,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
MAT07,2a,Hibbertia,hypericoides,hibbhype,soil,Yes,r,-1
MAT07,2a,Leptospermum,spinescens,leptspin,canopy,Yes,r,1
MAT07,2a,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0
MAT07,2a,Persoonia,acicularis,persacic,soil,Yes,r,0.333333333
MAT07,2a,Pileanthus,filifolius,pilefili,soil,Yes,r,0.260869565
MAT07,2a,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.333333333
MAT07,2b,Banksia,attenuata,bankatte,canopy,Yes,r,-0.5
MAT07,2b,Conospermum,boreale,conobore,soil,Yes,r,0.428571429
MAT07,2b,Daviesia,divaricata,davidiva,soil,Yes,r,0
MAT07,2b,Daviesia,triflora,davitrif,soil,Yes,r,-0.066666667
MAT07,2b,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-0.2
MAT07,2b,Hibbertia,hypericoides,hibbhype,soil,Yes,r,1
MAT07,2b,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0.272727273
MAT07,2b,Persoonia,acicularis,persacic,soil,Yes,r,0.333333333
MAT07,2b,Pileanthus,filifolius,pilefili,soil,Yes,r,0.2
MAT07,2b,Scholtzia,laxiflora,scholaxi,soil,Yes,r,0.083333333
MAT07,2c,Banksia,attenuata,bankatte,canopy,Yes,r,0.142857143
MAT07,2c,Daviesia,triflora,davitrif,soil,Yes,r,0.142857143
MAT07,2c,Eremaea,beaufortioides,erembeau,canopy,Yes,r,-1
MAT07,2c,Melaleuca,leuropoma,melaleur,canopy,Yes,r,0
MAT07,2c,Persoonia,acicularis,persacic,soil,Yes,r,0.333333333
MAT07,2c,Petrophile,macrostachya,petrmacr,canopy,Yes,r,1
MAT07,2c,Pileanthus,filifolius,pilefili,soil,Yes,r,0.0625
MAT07,2c,Scholtzia,laxiflora,scholaxi,soil,Yes,r,-0.111111111
MAT07,2c,Synaphea,spinulosa,synaspin,soil,Yes,r,-1
MAT07,2d,Banksia,attenuata,bankatte,canopy,Yes,r,0.25
MAT07,2d,Banksia,menziesii,bankmenz,canopy,Yes,r,-1
MAT07,2d,Conospermum,boreale,conobore,soil,Yes,r,0.142857143
MAT07,2d,Daviesia,divaricata,davidiva,soil,Yes,r,0
MAT07,2d,Eremaea,beaufortioides,erembeau,canopy,Yes,r,0
