taxon,subspecies,latitude (deg),longitude (deg),elevation.avg,elevation.rep,site.rep,aspect,aspect.cardinal,satwc.leaf.dm,c.leaf.dm,gmin.leaf,gmin.stem,c.stem.dm,satwc.stem.dm,wd.branch,lma,leaf.size,hv,rbt.branch,dbh.cm,tree.height.m,rbt.bole,wd.bole,bark.dens.bole,vessel.dens.branch,Lumen.area.branch,Fibre.area.branch,vessel.diam.branch,kv.branch,ks.branch,fibre.dens.branch,Depth to bedrock.cm,Percent Clay,pH (0-140),Percent Sand,Percent Silt,Soil organic content (t.h),BIO1_clip,BIO2_clip,BIO3_clip,BIO4_clip,BIO5_clip,BIO6_clip,BIO7_clip,BIO8_clip,BIO9_clip,BIO10_clip,BIO11,BIO12_clip,BIO13_clip,BIO14_clip,BIO15_clip,BIO16_clip,BIO17_clip,Summer_Pre,BIO19_clip,object.id,transect,site.no,site.id,Method,tree.no,db.damage,bt,db.s1,db.s2,db.s3,db.s4,db.s5,db.s6,db.s7,db.s8,db.s9,db.s10,db.s11,db.s12,db.s13,db.s14,db.s15,stem.no,db.max,rbt,wd
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2786659,148.3857664,1780,1788.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,GS,3,GS-3,Slide-corer,6,Present,0.63,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1.132975552,0.48201918
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2785753,148.3856749,1780,1787.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,GS,3,GS-3,Slide-corer,7,Absent,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4.086021505,0.487379719
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2783382,148.3854899,1780,1785.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,GS,3,GS-3,Slide-corer,8,Present,0.57,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1.770833333,0.477701149
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2782816,148.3854214,1780,1783.9,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,GS,3,GS-3,Slide-corer,9,Absent,0.63,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3.983228512,0.443193717
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2782792,148.3853337,1780,1782.3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,GS,3,GS-3,Slide-corer,10,Present,0.67,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5.555555556,0.444786118
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2782214,148.3853119,1780,1781.1,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,GS,3,GS-3,Slide-corer,11,Absent,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2.906976744,0.506765741
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2781843,148.385384,1780,1782,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,GS,3,GS-3,Slide-corer,12,Present,0.5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2.092050209,0.471568123
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2782055,148.3854104,1780,1782.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,GS,3,GS-3,Slide-corer,13,Present,0.53,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2.588996764,0.480217028
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2781526,148.3853961,1780,1781.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,GS,3,GS-3,Slide-corer,14,Present,0.5,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2.232142857,0.46474259
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.2781197,148.3853434,1780,1780.3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,GS,3,GS-3,Slide-corer,15,Present,0.8,1,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,3,2.203856749,0.429473684
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3022036,148.3902197,1690,1686.6,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,GS,4,GS-4,Slide-corer,1,Present,0.5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.924214418,0.459039172
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3019998,148.3900273,1690,1688.3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,GS,4,GS-4,Slide-corer,2,Present,0.53,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2.067183463,0.560830583
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3019696,148.3900743,1690,1689.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,GS,4,GS-4,Slide-corer,3,Present,0.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.747663551,0.450398605
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3019568,148.3900634,1690,1689.9,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,GS,4,GS-4,Slide-corer,4,Present,0.5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1.838235294,0.490026858
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3019068,148.3900792,1690,1691.4,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,GS,4,GS-4,Slide-corer,5,Present,0.43,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1.19047619,0.534947839
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3018812,148.3901014,1690,1692.5,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,GS,4,GS-4,Slide-corer,6,Present,0.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1.049868766,0.503540781
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3018522,148.3901515,1690,1694.2,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,GS,4,GS-4,Slide-corer,7,Present,0.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1.680672269,0.494558442
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.301762600000004,148.390205,1690,1697.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,GS,4,GS-4,Slide-corer,8,Present,0.43,4,4,4,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,10,4,1.434878587,0.420231621
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3017717,148.3902407,1690,1698.2,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,GS,4,GS-4,Slide-corer,9,Present,0.4,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1.215805471,0.466146927
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3020248,148.3897883,1690,1685.5,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,GS,4,GS-4,Slide-corer,10,Present,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1.041666667,0.50427027
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3020285,148.3897704,1690,1685.3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,GS,4,GS-4,Slide-corer,11,Present,0.43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.049233253,0.508671241
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3020396,148.3897534,1690,1684.9,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,GS,4,GS-4,Slide-corer,12,Present,0.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1.454545455,0.506070313
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3020681,148.3898443,1690,1685,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,GS,4,GS-4,Slide-corer,13,Present,0.43,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.978179082,0.55694843
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3021054,148.3898724,1690,1684.3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,GS,4,GS-4,Slide-corer,14,Present,0.53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1.498127341,0.466866856
Eucalyptus pauciflora subsp. niphophila,subsp._niphophila,-36.3020837,148.3898657,1690,1684.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,GS,4,GS-4,Slide-corer,15,Present,0.47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1.285583104,0.480259067
Eucalytpus pauciflora,Transition,-36.3096094,148.3959733,1630,1632.7,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,GS,5,GS-5,Slide-corer,1,Present,0.53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1.167031364,0.492948434
Eucalytpus pauciflora,Transition,-36.3098021,148.3961522,1630,1628.9,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,GS,5,GS-5,Slide-corer,2,Present,0.43,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.666666667,0.512097902
Eucalytpus pauciflora,Transition,-36.3097731,148.3962735,1630,1631.8,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,GS,5,GS-5,Slide-corer,3,Present,0.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1.5625,0.532754972
Eucalytpus pauciflora,Transition,-36.30974,148.3962842,1630,1633.2,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,GS,5,GS-5,Slide-corer,4,Present,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.801801802,0.582612313
Eucalytpus pauciflora,Transition,-36.3097025,148.3963001,1630,1634.8,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,GS,5,GS-5,Slide-corer,5,Present,0.57,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1.727642276,0.549648197
Eucalytpus pauciflora,Transition,-36.3097056,148.3962702,1630,1634.4,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,GS,5,GS-5,Slide-corer,6,Present,0.53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1.066666667,0.541282221
Eucalytpus pauciflora,Transition,-36.3096745,148.3962224,1630,1635.1,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,GS,5,GS-5,Slide-corer,7,Present,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.923076923,0.519408428
Eucalytpus pauciflora,Transition,-36.3096601,148.3962155,1630,1635.5,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,GS,5,GS-5,Slide-corer,8,Present,0.47,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.978336827,0.495870686
Eucalytpus pauciflora,Transition,-36.3096326,148.3962047,1630,1636.5,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,GS,5,GS-5,Slide-corer,9,Present,0.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1.515151515,0.570012731
Eucalytpus pauciflora,Transition,-36.3096614,148.3961178,1630,1634.3,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,GS,5,GS-5,Slide-corer,10,Present,0.47,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1.135442011,0.496694826
Eucalytpus pauciflora,Transition,-36.3095897,148.3960679,1630,1635.7,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,GS,5,GS-5,Slide-corer,11,Present,0.53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1.441441441,0.521728
Eucalytpus pauciflora,Transition,-36.3095594,148.3960875,1630,1637.3,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,GS,5,GS-5,Slide-corer,12,Absent,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2.380952381,0.546596184
Eucalytpus pauciflora,Transition,-36.3095441,148.3961068,1630,1638.3,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,GS,5,GS-5,Slide-corer,13,Present,0.43,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2.594810379,0.528443816
Eucalytpus pauciflora,Transition,-36.3095262,148.3960693,1630,1638.2,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,GS,5,GS-5,Slide-corer,14,Absent,0.47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.234567901,0.464576141
Eucalytpus pauciflora,Transition,-36.3095601,148.3960137,1630,1635.6,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,GS,5,GS-5,Slide-corer,15,Present,0.43,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1.525821596,0.507948445
Eucalytpus pauciflora,Transition,-36.3395827,148.4026841,1530,1526.8,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,GS,6,GS-6,Slide-corer,1,Present,0.63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.661064426,0.507600455
Eucalytpus pauciflora,Transition,-36.3395507,148.4027638,1530,1528.2,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,GS,6,GS-6,Slide-corer,2,Present,0.43,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1.494252874,0.485680159
Eucalytpus pauciflora,Transition,-36.3394913,148.4028158,1530,1528.6,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,GS,6,GS-6,Slide-corer,3,Present,0.43,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4.561403509,0.554612286
Eucalytpus pauciflora,Transition,-36.3395052,148.4028902,1530,1530.5,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,GS,6,GS-6,Slide-corer,4,Present,0.57,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5.841924399,0.52842219
Eucalytpus pauciflora,Transition,-36.3395832,148.4028879,1530,1531.4,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,GS,6,GS-6,Slide-corer,5,Present,0.4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1.470588235,0.511477585
Eucalytpus pauciflora,Transition,-36.3395963,148.4029115,1530,1532,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,GS,6,GS-6,Slide-corer,6,Present,0.57,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1.934015927,0.477904855
Eucalytpus pauciflora,Transition,-36.3395928,148.4029241,1530,1532.3,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,GS,6,GS-6,Slide-corer,7,Present,0.47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1.458333333,0.465319841
