"ITEM_ID","DATEGERMPLASMRECEIVED","MONITORINGPERIOD","THOUSANDSEEDWEIGHT","DEGREEOFPURITY","AVGSEEDPERFRUIT","ORIGINALSEEDQUANTITY","CURRENTSEEDQUANTITY","ADJUSTEDSEEDQUANTITY","METHODSEEDNUMDETERMINED","VIABILITYSUMMARY","PROCESSINGMEASUREMENTSORFACTS"
1406613,15-MAR-11,"",5.599,,"","",99,"","","","Current quantity available as .556gm packet"
1406621,20-APR-11,"",4.167,,"","",550,"","","","Current quantity available as 2.293gm packet"
1407356,29-SEP-11,"",6.21,,"","",736,"","","","Current quantity available as 4.571gm packet"
1406650,20-APR-11,"",0.824,,"","",5841,"","","","Current quantity available as 4.813gm large packet"
1406691,20-APR-11,"",0.0022,,"","",157273,"","","","Current quantity available as .346gm packet"
1406696,20-APR-11,"",5.5544,,"","",325,"","","","Current quantity available as 1.805gm packet"
1450721,16-NOV-12,"",,,"","",0,"","","","No stock available"
1458234,08-AUG-13,"",0.2533,,"","",3400,"","","","Current quantity available as 3400ea packet"
1458115,07-AUG-13,"",13.6902,,"","",113,"","","","Current quantity available as 113ea packet"
1601757,29-NOV-16,"",0.1236,,"","",17856,"","","","Current quantity available as 2.207gm packet"
1601759,29-NOV-16,"",0.0268,,"","",11343,"","","","Current quantity available as .304gm packet"
1625899,06-APR-17,"",5.8772,98.79,"","",1105,"","","","Current quantity available as 1105ea packet"
1606110,23-FEB-17,"",1.222,100,"","",136,"","","","Current quantity available as 136ea packet"
1606111,23-FEB-17,"",1.4908,100,"","",454,"","","","Current quantity available as 454ea packet"
1606742,07-MAR-17,"",0.8136,100,"","",777,"","","","Current quantity available as 777ea packet"
1606748,07-MAR-17,"",1.0788,100,"","",4035,"","","","Current quantity available as 4035ea packet"
1606753,07-MAR-17,"",1.152,100,"","",193,"","","","Current quantity available as 193ea packet"
1607981,27-MAR-17,"",1.0444,100,"","",4345,"","","","Current quantity available as 4345ea packet"
1607989,27-MAR-17,"",0.982,100,"","",647,"","","","Current quantity available as 647ea packet"
1608008,27-MAR-17,"",,,"","",3,"","","","Current quantity available as 3ea packet"
1608018,27-MAR-17,"",0.5916,100,"","",282,"","","","Current quantity available as 282ea packet"
1608019,27-MAR-17,"",,,"","",28,"","","","Current quantity available as 28ea packet"
1610318,22-MAY-16,"",,,"","",11,"","","","Current quantity available as 11ea packet"
1610324,22-MAY-16,"",,,"","",17,"","","","Current quantity available as 17ea packet"
1610347,22-MAY-16,"",,,"","",5,"","","","Current quantity available as 5ea packet"
1607687,21-FEB-17,"",,,"","",10,"","","","Current quantity available as 10ea plate"
1607722,21-FEB-17,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1607729,16-FEB-17,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1607780,20-MAR-17,"",,,"","",185,"","","","Current quantity available as 185ea packet"
1611637,25-JUL-17,"",8.548,100,"","",198,"","","","Current quantity available as 198ea packet"
1607843,16-FEB-17,"",,,"","",18,"","","","Current quantity available as 18ea plate"
1607851,16-FEB-17,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1625174,05-SEP-17,"",2.2392,100,"","",125,"","","","Current quantity available as 125ea packet"
1625225,05-SEP-17,"",3.0666,100,"","",30,"","","","Current quantity available as 15ea packet,15ea packet"
1626644,27-SEP-17,"",,,"","",173,"","","","Current quantity available as 173ea packet"
1626650,27-SEP-17,"",,,"","",403,"","","","Current quantity available as 403ea packet"
1635035,18-DEC-17,"",39.0855,100,"","",248,"","","","Current quantity available as 248ea packet"
1635190,20-DEC-17,"",0.2484,100,"","",1040,"","","","Current quantity available as 1040ea packet"
1632478,28-NOV-17,"",9.712,100,"","",28,"","","","Current quantity available as 28ea packet"
1630188,01-NOV-17,"",,100,"","",87,"","","","Current quantity available as 87ea packet"
1630235,01-NOV-17,"",1.994,100,"","",108,"","","","Current quantity available as 108ea packet"
1630240,01-NOV-17,"",,100,"","",41,"","","","Current quantity available as 41ea packet"
1628121,11-OCT-17,"",,100,"","",21,"","","","Current quantity available as 21ea packet"
1628140,11-OCT-17,"",1.199,100,"","",134,"","","","Current quantity available as 134ea packet"
1628163,11-OCT-17,"",1.357,100,"","",93,"","","","Current quantity available as 93ea packet"
1628177,11-OCT-17,"",0.767,100,"","",176,"","","","Current quantity available as 176ea packet"
1631789,17-MAY-13,"",,100,"","",6,"","","","Current quantity available as 6ea packet"
1632313,27-NOV-17,"",0.7496,100,"","",130,"","","","Current quantity available as 130ea packet"
1632314,27-NOV-17,"",,100,"","",1,"","","","Current quantity available as 1ea packet"
1640030,05-MAR-18,"",,,"","",,"","","","Current quantity available as .0368gm vial"
1632308,27-NOV-17,"",,100,"","",17,"","","","Current quantity available as 17ea packet"
1641510,19-MAR-18,"",0.1402,100,"","",1849,"","","","Current quantity available as 1849ea packet"
1640356,07-MAR-18,"",7.364,100,"","",1102,"","","","Current quantity available as 1102ea packet"
1632379,27-NOV-17,"",33.0208,100,"","",160,"","","","Current quantity available as 159.4717ea packet,.5283ea packet"
1632521,28-NOV-17,"",20.762,100,"","",77,"","","","Current quantity available as 77ea packet"
1632545,28-NOV-17,"",12.326,100,"","",146,"","","","Current quantity available as 146ea packet"
1638392,18-JAN-18,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1638395,18-JAN-18,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1595136,15-SEP-16,"",,,"","",316,"","","","Current quantity available as 316ea packet"
1587014,27-JUN-16,"",,,"","",651,"","","","Current quantity available as 651ea packet"
1587015,27-JUN-16,"",,,"","",612,"","","","Current quantity available as 612ea packet"
1588425,15-JUL-16,"",0.5,,"","",3900,"","","","Current quantity available as 3900ea packet"
1587033,27-JUN-16,"",,,"","",51,"","","","Current quantity available as 51ea packet"
1596108,23-SEP-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1589471,27-JUL-16,"",1.6056,,"","",6851,"","","","Current quantity available as 6851ea packet"
1589472,27-JUL-16,"",3.682,100,"","",1154,"","","","Current quantity available as 1154ea packet"
1589478,27-JUL-16,"",0.6448,,"","",846,"","","","Current quantity available as 846ea packet"
1589480,27-JUL-16,"",1.5276,100,"","",2435,"","","","Current quantity available as 2435ea packet"
1588311,13-JUL-16,"",0.0657,,"","",7100,"","","","Current quantity available as 7100ea packet"
1587464,06-JUL-16,"",1.476,100,"","",5533,"","","","Current quantity available as 5533ea packet"
1587540,07-JUL-16,"",0.3648,,"","",1991,"","","","Current quantity available as 1991ea packet"
1587840,08-JUL-16,"",0.9377,100,"","",3730,"","","","Current quantity available as 3730ea packet"
1478547,04-JUN-14,"",20.8466,100,"","",125,"","","","Current quantity available as 125ea packet"
1497484,18-SEP-14,"",,,"","",0,"","","","No stock available"
1449951,07-NOV-12,"",,,"","",4,"","","","No stock available"
1449952,07-NOV-12,"",,,"","",2,"","","","No stock available"
1450726,20-NOV-12,"",,,"","",3,"","","","Current quantity available as 3ea plate"
1454864,11-JAN-12,"",,,"","",5,"","","","Current quantity available as 5ea plate"
1457007,18-JUL-13,"",0.0601,,"","",253,"","","","Current quantity available as 253ea packet"
1534050,23-OCT-15,"",6.9246,100,"","",167,"","","","Current quantity available as 167ea packet"
1579102,23-MAR-16,"",0.824,,"","",647,"","","","Current quantity available as 646.9835ea packet,.0165ea packet"
1579101,23-MAR-16,"",1.8416,,"","",5311,"","","","Current quantity available as 5311ea packet"
1582785,05-MAY-16,"",,,"","",0,"","","","Current quantity available as 0ea plate"
1193268,,"",,,"","",,"","","","Current quantity available as .254gm packet"
1212881,,"",,,"","",,"","","","Current quantity available as 4.054gm packet"
1313627,,"",,,"","",,"","","","Current quantity available as 1.246gm packet"
1313785,,"",,,"","",,"","","","Current quantity available as 2.14gm packet"
1313937,,"",,,"","",,"","","","Current quantity available as .348gm packet"
1337287,,"",,,"","",,"","","","Current quantity available as .164gm packet"
1308939,,"",,,"","",,"","","","Current quantity available as .397gm packet"
1314597,,"",16.1709,,"","",105,"","","","Current quantity available as 1.703gm packet"
1314612,,"",,,"","",,"","","","Current quantity available as .973gm packet"
1218169,,"",,,"","",,"","","","Current quantity available as 1.575gm packet"
1308950,,"",,,"","",,"","","","Current quantity available as 1.378gm packet"
1309095,,"",,,"","",,"","","","Current quantity available as 5.712gm packet"
1309292,,"",,,"","",,"","","","Current quantity available as .975gm packet"
1193852,,"",,,"","",,"","","","Current quantity available as 6.9gm large packet"
1196992,,"",,,"","",,"","","","Current quantity available as 4.149gm packet"
1326965,,"",,,"","",,"","","","Current quantity available as .992gm packet"
1326972,,"",,,"","",,"","","","Current quantity available as .074gm packet"
1309932,,"",,,"","",,"","","","Current quantity available as 1.086gm packet"
1316008,,"",,,"","",,"","","","Current quantity available as 1.297gm packet"
1201879,,"",,,"","",,"","","","Current quantity available as 5.488gm packet"
1305111,,"",,,"","",,"","","","Current quantity available as 3.51gm packet"
1333894,,"",8.7902,,"","",204,"","","","Current quantity available as 1.792gm packet"
1194680,,"",,,"","",,"","","","Current quantity available as .899gm packet"
1194797,,"",,,"","",,"","","","Current quantity available as 1.111gm packet"
1215477,,"",,,"","",,"","","","Current quantity available as 1.046gm packet"
1311337,,"",,,"","",,"","","","Current quantity available as 9 packet"
1334551,10-MAR-04,"",1.603,,"","",825,"","","","Current quantity available as 1.322gm packet"
1317502,,"",,,"","",,"","","","Current quantity available as .557gm packet"
1317739,,"",11.3875,,"","",11,"","","","Current quantity available as .126gm packet"
1195326,,"",,,"","",,"","","","Current quantity available as .483gm packet"
1317975,,"",,,"","",,"","","","Current quantity available as 4.032gm large packet"
1318092,,"",21.383,,"","",90,"","","","Current quantity available as 1.917gm packet"
1312583,,"",,,"","",,"","","","Current quantity available as 1.454gm packet"
1318150,,"",,,"","",,"","","","Current quantity available as 3.523gm packet"
1342032,,"",,,"","",,"","","","Current quantity available as 1 packet"
1216849,,"",,,"","",,"","","","Current quantity available as 1.171gm packet"
1307429,,"",,,"","",,"","","","Current quantity available as 1.322gm packet"
1318634,,"",,,"","",,"","","","Current quantity available as 7.47gm packet"
1318844,,"",,,"","",,"","","","Current quantity available as 4.675gm packet"
1342128,,"",3.5625,,"","",80,"","","","Current quantity available as 80ea packet"
1226338,,"",,,"","",,"","","","Current quantity available as 7.108gm packet"
1307587,,"",,,"","",,"","","","Current quantity available as 1.25gm packet"
1313258,,"",,,"","",,"","","","Current quantity available as .973gm packet"
1313279,,"",,,"","",,"","","","Current quantity available as 55.52gm packet"
1205191,,"",4.466,,"","",2688,"","","","Current quantity available as 12.003gm packet"
1357996,,"",,,"","",,"","","","Current quantity available as 1.22gm packet"
1358114,,"",,,"","",,"","","","Current quantity available as 1.852gm packet"
1218669,,"",,,"","",,"","","","Current quantity available as 3.69gm packet"
1363033,,"",,,"","",,"","","","Current quantity available as .3gm packet"
1348993,,"",,,"","",,"","","","Current quantity available as .653gm packet"
1359369,,"",,,"","",,"","","","Current quantity available as 5.806gm packet"
1199281,,"",,,"","",,"","","","Current quantity available as .394gm packet"
1212994,,"",,,"","",,"","","","Current quantity available as .04gm packet"
1213108,,"",,,"","",,"","","","Current quantity available as .327gm packet"
1373176,,"",,,"","",43,"","","","Current quantity available as 43ea packet"
1377214,,"",,,"","",,"","","","Current quantity available as .247gm packet"
1387911,,"",,,"","",,"","","","Current quantity available as .103gm packet"
1200306,,"",,,"","",,"","","","Current quantity available as 3.469gm packet"
1200447,,"",,,"","",,"","","","Current quantity available as .466gm packet"
1206893,,"",0.989,,"","",494,"","","","Current quantity available as .477gm packet,.012gm packet"
1206931,,"",,,"","",,"","","","Current quantity available as 2.773gm packet"
1368498,,"",,,"","",,"","","","Current quantity available as 1.108gm packet"
1373474,,"",,,"","",,"","","","Current quantity available as .353gm packet"
1373549,,"",,,"","",,"","","","Current quantity available as .299gm packet"
1377539,,"",,,"","",,"","","","Current quantity available as .808gm packet"
1194299,,"",,,"","",,"","","","Current quantity available as .961gm packet"
1360164,,"",,,"","",,"","","","Current quantity available as 2.193gm packet"
1381272,,"",,,"","",,"","","","Current quantity available as .901gm packet"
1344700,31-JAN-91,"",,,"","",,"","","","Current quantity available as .27gm packet"
1213915,,"",,,"","",,"","","","Current quantity available as .28gm packet"
1364432,,"",,,"","",,"","","","Current quantity available as .332gm packet"
1378008,,"",,,"","",,"","","","Current quantity available as 1 packet"
1378166,,"",,,"","",,"","","","Current quantity available as 1.666gm packet"
1214659,,"",,,"","",,"","","","Current quantity available as 3.842gm packet"
1388793,,"",,,"","",,"","","","Current quantity available as .738gm packet"
1195258,,"",,,"","",,"","","","Current quantity available as .123gm packet"
1365058,,"",,,"","",,"","","","Current quantity available as 9.374gm packet"
1378566,,"",,,"","",,"","","","Current quantity available as .868gm packet"
1389076,,"",,,"","",,"","","","Current quantity available as .202gm packet"
1389134,,"",,,"","",,"","","","Current quantity available as .022gm packet"
1392407,,"",1.2868,,"","",168,"","","","Current quantity available as .216gm packet"
1392606,,"",,,"","",,"","","","Current quantity available as .874gm packet"
1202831,,"",,,"","",,"","","","Current quantity available as .9566gm packet"
1209499,,"",,,"","",,"","","","Current quantity available as .817gm packet"
1365642,,"",,,"","",,"","","","Current quantity available as .323gm packet"
1379095,,"",,,"","",,"","","","Current quantity available as .502gm packet"
1365845,,"",,,"","",,"","","","Current quantity available as 6.469gm packet,5.5gm packet"
1365888,,"",,,"","",,"","","","Current quantity available as 1.196gm packet"
1365902,,"",,,"","",,"","","","Current quantity available as 6.809gm packet"
1379376,,"",,,"","",,"","","","Current quantity available as 12.976gm packet"
1389760,,"",,,"","",,"","","","Current quantity available as .135gm packet"
1196438,,"",,,"","",,"","","","Current quantity available as .876gm packet"
1210344,,"",,,"","",,"","","","Current quantity available as .376gm packet"
1217109,,"",,,"","",,"","","","Current quantity available as 1.851gm packet"
1382494,,"",,,"","",,"","","","Current quantity available as 3.297gm packet"
1347292,,"",,,"","",,"","","","Current quantity available as .829gm packet"
1347304,,"",7.75,,"","",,"","","","Current quantity available as 2 packet"
1204345,,"",,,"","",,"","","","Current quantity available as 5.064gm packet"
1353165,,"",,,"","",,"","","","Current quantity available as .35gm packet"
1376055,,"",,,"","",,"","","","Current quantity available as 2 packet"
1280564,,"",,,"","",,"","","","Current quantity available as 2.103gm packet"
1286098,,"",,,"","",,"","","","Current quantity available as 3.287gm packet"
1248392,,"",,,"","",,"","","","Current quantity available as 5.118gm packet"
1253625,,"",,,"","",,"","","","Current quantity available as .1gm packet"
1253640,,"",,,"","",,"","","","Current quantity available as .194gm packet"
1253906,10-FEB-00,"",4.9083,,"","",29,"","","","Current quantity available as .14gm packet"
1249647,,"",,,"","",,"","","","Current quantity available as 12.235gm packet"
1233926,,"",,,"","",,"","","","Current quantity available as 4.781gm packet"
1260783,,"",,,"","",,"","","","Current quantity available as .239gm packet"
1288824,,"",,,"","",,"","","","Current quantity available as .453gm packet"
1262634,,"",,,"","",,"","","","Current quantity available as 6.66gm packet"
1224633,,"",,,"","",,"","","","Current quantity available as 10.346gm packet"
1269695,,"",,,"","",,"","","","Current quantity available as 17.108gm packet"
1295516,,"",,,"","",,"","","","Current quantity available as .032gm packet"
1290907,,"",,,"","",,"","","","Current quantity available as 1.056gm packet"
1291025,,"",,,"","",,"","","","Current quantity available as .587gm packet"
1295648,,"",,,"","",,"","","","Current quantity available as .174gm packet"
1271513,24-AUG-90,"",1.6764,,"","",253,"","","","Current quantity available as 253ea packet"
1232976,,"",,,"","",,"","","","Current quantity available as 15.432gm packet"
1238377,,"",,,"","",,"","","","Current quantity available as 1.117gm packet"
1194954,,"",,,"","",,"","","","Current quantity available as 1 packet"
1195289,,"",,,"","",,"","","","Current quantity available as 1.339gm packet"
1234318,,"",,,"","",,"","","","Current quantity available as 4.701gm packet"
1234586,,"",,,"","",,"","","","Current quantity available as 9.368gm packet"
1234814,,"",,,"","",,"","","","Current quantity available as 28.174gm packet"
1258186,,"",,,"","",,"","","","Current quantity available as 14.727gm packet"
1228960,,"",,,"","",,"","","","Current quantity available as 7.024gm packet"
1235313,,"",,,"","",,"","","","Current quantity available as 4.697gm packet"
1253795,21-FEB-00,"",,,"","",,"","","","Current quantity available as .574gm packet"
1281914,,"",,,"","",,"","","","Current quantity available as 3.082gm packet"
1208383,,"",,,"","",,"","","","Current quantity available as 6.058gm packet"
1231096,,"",,,"","",,"","","","Current quantity available as 11.289gm packet"
1224183,29-JUN-04,"",,,"","",,"","","","Current quantity available as 1 packet"
1224250,29-JUN-04,"",18.137,,"","",3475,"","","","Current quantity available as 63.024gm packet"
1269892,13-MAR-06,"",,,"","",,"","","","Current quantity available as 1 packet"
1208266,10-DEC-03,"",1.696,,"","",5650,"","","","Current quantity available as 9.583gm packet"
1258274,24-NOV-05,"",,,"","",,"","","","Current quantity available as 9.604gm packet"
1208915,10-DEC-03,"",6.978,,"","",126,"","","","Current quantity available as .877gm packet"
1245000,10-JUN-05,"",1.61,,"","",3234,"","","","Current quantity available as 5.207gm packet"
1226013,05-MAR-04,"",4.456,,"","",1559,"","","","Current quantity available as 6.948gm packet"
1254604,09-JUN-05,"",22.566,,"","",1064,"","","","Current quantity available as 24.016gm packet"
1254635,28-APR-05,"",0.347,,"","",2150,"","","","Current quantity available as .746gm packet"
1211743,13-JAN-05,"",,,"","",,"","","","Current quantity available as 5.197gm packet"
1228139,05-MAR-04,"",0.647,,"","",349,"","","","Current quantity available as .226gm packet"
1228175,05-MAR-04,"",0.77,,"","",713,"","","","Current quantity available as .549gm packet"
1284616,15-DEC-06,"",19.58,,"","",520,"","","","Current quantity available as 10.173gm packet"
1284677,15-DEC-06,"",5.277,,"","",122,"","","","Current quantity available as .643gm packet"
1312179,28-JUL-08,"",0.671,,"","",4455,"","","","Current quantity available as 2.9695gm packet,.0195gm packet"
1298488,,"",,,"","",,"","","","Current quantity available as 8.582gm packet"
1284741,15-DEC-06,"",16.145,,"","",169,"","","","Current quantity available as 2.735gm packet"
1309002,28-MAY-08,"",0.734,,"","",1296,"","","","Current quantity available as .951gm packet"
1323677,04-AUG-09,"",2.5108,,"","",287,"","","","Current quantity available as .721gm packet"
1284947,15-DEC-06,"",1.736,,"","",96,"","","","Current quantity available as .166gm packet"
1309118,28-MAY-08,"",10.314,,"","",123,"","","","Current quantity available as 1.101gm packet,.165gm packet"
1309150,28-MAY-08,"",0.024,,"","",12667,"","","","Current quantity available as .304gm packet"
1318411,09-JUL-03,"",2.68,,"","",1049,"","","","Current quantity available as 2.812gm packet"
1318456,,"",,,"","",,"","","","Current quantity available as 2.865gm large packet"
1277752,31-JAN-06,"",2.546,,"","",738,"","","","Current quantity available as 1.8281gm packet,.0509gm packet"
1285397,22-DEC-06,"",1.6071,,"","",4,"","","","Current quantity available as .007gm packet"
1321481,07-JUL-09,"",1.217,,"","",,"","","","Current quantity available as 1 packet"
1321513,07-JUL-09,"",2.393,,"","",738,"","","","Current quantity available as 1.767gm packet"
1321540,07-JUL-09,"",3.37,,"","",335,"","","","Current quantity available as 1.13gm packet"
1305562,,"",,,"","",,"","","","Current quantity available as 6.097gm packet"
1321670,07-JUL-09,"",1.819,,"","",2358,"","","","Current quantity available as 4.29gm large packet"
1294385,,"",,,"","",,"","","","Current quantity available as 1.063gm packet"
1294465,,"",,,"","",,"","","","Current quantity available as 34.937gm packet"
1285923,08-FEB-07,"",4.692,,"","",5390,"","","","Current quantity available as 25.29gm large packet"
1285930,08-FEB-07,"",1.949,,"","",266,"","","","Current quantity available as .519gm packet"
1285949,08-FEB-07,"",0.4533,,"","",243,"","","","Current quantity available as .11gm packet"
1285967,08-FEB-07,"",1.52,,"","",541,"","","","Current quantity available as .822gm packet"
1285981,08-FEB-07,"",0.089,,"","",2360,"","","","Current quantity available as .21gm packet"
1286102,08-FEB-07,"",0.3,,"","",263,"","","","Current quantity available as .079gm packet"
1286137,08-FEB-07,"",0.781,,"","",793,"","","","Current quantity available as .619gm packet"
1310088,28-JUL-08,"",0.575,,"","",1308,"","","","Current quantity available as .752gm packet"
1310123,28-JUL-08,"",2.2855,,"","",34,"","","","Current quantity available as .078gm packet"
1310233,28-JUL-08,"",1.105,,"","",967,"","","","Current quantity available as 1.069gm packet"
1310320,28-JUL-08,"",,,"","",60,"","","","Current quantity available as 60ea packet"
1321974,07-JUL-09,"",3.596,,"","",611,"","","","Current quantity available as 2.197gm packet"
1322003,07-JUL-09,"",0.388,,"","",410,"","","","Current quantity available as .159gm packet"
1278575,09-MAY-06,"",96.99,,"","",122,"","","","Current quantity available as 11.843gm packet"
1286397,27-MAR-07,"",1.7625,,"","",90,"","","","Current quantity available as .159gm packet"
1286440,27-MAR-07,"",0.57,,"","",58,"","","","Current quantity available as .033gm packet"
1313285,28-JUL-08,"",0.095,,"","",2737,"","","","Current quantity available as .26gm packet"
1322170,07-JUL-09,"",0.7735,,"","",274,"","","","Current quantity available as .212gm packet"
1283058,15-DEC-06,"",0.503,,"","",1364,"","","","Current quantity available as .686gm packet"
1286536,27-MAR-07,"",0.338,,"","",7133,"","","","Current quantity available as 2.411gm packet"
1286658,27-MAR-07,"",0.33,,"","",797,"","","","Current quantity available as .263gm packet"
1310892,28-JUL-08,"",0.152,,"","",4125,"","","","Current quantity available as .627gm packet"
1275098,13-MAR-06,"",0.57,,"","",416,"","","","Current quantity available as .237gm packet"
1278936,28-JUN-06,"",1.627,,"","",312,"","","","Current quantity available as .507gm packet"
1311153,28-JUL-08,"",1.18,,"","",7881,"","","","Current quantity available as 9.3gm large packet"
1322373,07-JUL-09,"",0.2779,,"","",648,"","","","Current quantity available as .18gm packet"
1322448,07-JUL-09,"",1.3194,,"","",293,"","","","Current quantity available as .386gm packet"
1275204,13-MAR-06,"",7.6737,,"","",87,"","","","Current quantity available as .665gm packet"
1275299,13-MAR-06,"",5.454,,"","",394,"","","","Current quantity available as 2.0146gm packet,.1364gm packet"
1283590,15-DEC-06,"",6.5406,,"","",31,"","","","Current quantity available as .201gm packet"
1311397,28-JUL-08,"",0.025,,"","",2080,"","","","Current quantity available as .0515gm packet,.0005gm packet"
1311429,28-JUL-08,"",,,"","",,"","","","Current quantity available as .347gm packet"
1311447,28-JUL-08,"",1.17,,"","",7557,"","","","Current quantity available as 8.842gm large packet"
1287623,15-MAR-07,"",6.53,,"","",1518,"","","","Current quantity available as 9.91gm large packet"
1280136,11-JUL-06,"",45.4136,,"","",23,"","","","Current quantity available as 1.059gm packet"
1283992,15-DEC-06,"",11.683,,"","",131,"","","","Current quantity available as 1.53gm packet"
1287813,15-MAR-07,"",0.28,,"","",446,"","","","Current quantity available as .125gm packet"
1288033,15-MAR-07,"",10.011,,"","",537,"","","","Current quantity available as 5.374gm packet"
1311762,28-JUL-08,"",0.454,,"","",9509,"","","","Current quantity available as 4.3079gm packet,.0091gm packet"
1311793,28-JUL-08,"",0.902,,"","",691,"","","","Current quantity available as .623gm packet"
1276176,13-MAR-06,"",,,"","",,"","","","Current quantity available as 1 packet"
1284222,15-DEC-06,"",,,"","",,"","","","Current quantity available as 1 packet"
1288095,15-MAR-07,"",14.3538,,"","",8,"","","","Current quantity available as .117gm packet"
1288171,15-MAR-07,"",0.41,,"","",439,"","","","Current quantity available as .18gm packet"
1288176,15-MAR-07,"",0.48,,"","",915,"","","","Current quantity available as .439gm packet"
1288187,15-MAR-07,"",2.24,,"","",452,"","","","Current quantity available as 1.013gm packet"
1312014,28-JUL-08,"",0.535,,"","",972,"","","","Current quantity available as .52gm packet"
1312054,28-JUL-08,"",0.261,,"","",966,"","","","Current quantity available as .252gm packet"
1312067,28-JUL-08,"",0.5,,"","",11746,"","","","Current quantity available as 5.873gm packet"
1195543,07-JAN-92,"",,,"","",,"","","","Current quantity available as 20.283gm packet,14.8gm large packet"
1190795,03-JUN-92,"",,,"","",,"","","","Current quantity available as 1 packet"
1190808,03-JUN-92,"",,,"","",,"","","","Current quantity available as .087gm packet"
1209202,09-MAR-00,"",0.2333,,"","",497,"","","","Current quantity available as .116gm packet"
1193191,05-FEB-92,"",,,"","",,"","","","Current quantity available as .396gm packet"
1190907,27-MAY-92,"",,,"","",,"","","","Current quantity available as 7.383gm packet"
1190908,27-MAY-92,"",,,"","",,"","","","Current quantity available as .69gm packet"
1193389,05-FEB-92,"",,,"","",,"","","","Current quantity available as .339gm packet"
1190926,27-MAY-92,"",,,"","",,"","","","Current quantity available as 6.2gm large packet,4.471gm packet"
1191937,18-APR-91,"",,,"","",,"","","","Current quantity available as .034gm packet"
1193768,05-FEB-92,"",,,"","",,"","","","Current quantity available as 1.466gm packet"
1192052,06-MAR-92,"",8.187,,"","",26,"","","","Current quantity available as .215gm packet"
1194013,05-FEB-92,"",,,"","",,"","","","Current quantity available as .29gm packet"
1199251,19-DEC-91,"",2.082,,"","",586,"","","","Current quantity available as 1.221gm large packet"
1210260,31-OCT-91,"",,,"","",,"","","","Current quantity available as 1.236gm packet,1 large packet"
1199733,18-DEC-91,"",,,"","",,"","","","Current quantity available as .287gm packet"
1191177,18-APR-91,"",,,"","",,"","","","Current quantity available as .291gm packet"
1192329,28-FEB-92,"",,,"","",,"","","","Current quantity available as .201gm packet"
1192352,28-FEB-92,"",,,"","",,"","","","Current quantity available as .023gm packet"
1199982,11-FEB-00,"",0.039,,"","",,"","","","Current quantity available as 1 packet"
1195267,20-JAN-92,"",,,"","",,"","","","Current quantity available as .039gm packet"
1343777,,"",,,"","",,"","","","Current quantity available as .632gm packet"
1320194,26-APR-00,"",0.1889,,"","",498,"","","","Current quantity available as .094gm packet"
1249414,,"",,,"","",,"","","","Current quantity available as .769gm packet"
1286680,06-APR-90,"",222.4528,100,"","",137,"","","","Current quantity available as 137ea packet"
1241390,21-MAY-91,"",,,"","",,"","","","Current quantity available as .89gm packet"
1275619,25-OCT-90,"",,,"","",,"","","","Current quantity available as .688gm packet"
1289482,31-MAY-90,"",,,"","",,"","","","Current quantity available as 2.543gm packet,.212gm packet"
1301575,,"",,,"","",,"","","","Current quantity available as .851gm packet"
1269399,25-OCT-90,"",,,"","",,"","","","Current quantity available as 1.31gm packet"
1258400,08-JUN-06,"",1.78,,"","",285,"","","","Current quantity available as .507gm packet"
1276030,25-OCT-90,"",,,"","",,"","","","Current quantity available as 1.62gm packet"
1258982,04-FEB-91,"",,,"","",,"","","","Current quantity available as .438gm packet"
1276164,25-OCT-90,"",,,"","",,"","","","Current quantity available as 1.829gm packet"
1248746,18-APR-91,"",,,"","",,"","","","Current quantity available as 2.377gm packet"
1279106,21-FEB-00,"",3.0727,,"","",46,"","","","Current quantity available as .14gm packet"
1248842,18-APR-91,"",,,"","",,"","","","Current quantity available as .541gm packet"
1248898,18-APR-91,"",,,"","",,"","","","Current quantity available as 1.514gm packet"
1249132,18-APR-91,"",,,"","",,"","","","Current quantity available as 1 packet"
1249150,18-APR-91,"",,,"","",,"","","","Current quantity available as .072gm packet"
1249172,18-APR-91,"",,,"","",,"","","","Current quantity available as .511gm packet"
1271063,25-OCT-90,"",,,"","",,"","","","Current quantity available as 2.4009gm packet"
1276610,25-OCT-90,"",,,"","",,"","","","Current quantity available as .253gm packet"
1284783,06-APR-90,"",0.3564,74.6,"","",10073,"","","","Current quantity available as 3.59gm packet"
1290241,01-AUG-90,"",0.268,,"","",5104,"","","","Current quantity available as 1.368gm packet"
1249222,18-APR-91,"",,,"","",,"","","","Current quantity available as .412gm packet"
1249363,18-APR-91,"",,,"","",,"","","","Current quantity available as 1.606gm packet"
1249392,18-APR-91,"",,,"","",,"","","","Current quantity available as .365gm packet"
1271233,25-OCT-90,"",,,"","",,"","","","Current quantity available as 2.441gm packet"
1271341,25-OCT-90,"",,,"","",,"","","","Current quantity available as 1 packet"
1249666,18-APR-91,"",,,"","",,"","","","Current quantity available as .937gm packet"
1249718,18-APR-91,"",,,"","",,"","","","Current quantity available as .842gm packet"
