Species,Date,Day,Temp,CO2,Water,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),CiCa,Rdark (umol m-2 s-1)
P. radiata,1/05/2012,37,Elv,640,Wet,323,17.71053662,0.12938604,383.8268726,4.190579868,3.273496713,0.604567825,
P. radiata,1/05/2012,37,Elv,640,Wet,322,19.67044571,0.145568932,387.2374979,4.266902252,2.969277185,0.611175244,0.765355706
P. radiata,1/05/2012,37,Elv,400,Wet,430,19.46104211,0.281374708,267.3229596,5.728155279,2.130426468,0.677031355,1.047248907
P. radiata,1/05/2012,37,Elv,400,Wet,429,21.71124803,0.353364003,276.0263656,7.733134999,2.317977242,0.702435056,1.390973588
P. radiata,1/05/2012,37,Elv,400,Wet,427,14.9970862,0.163801991,230.6766617,4.274076717,2.654179272,0.584186847,0.939759231
P. radiata,1/05/2012,37,Elv,400,Wet,438,11.53163004,0.130217882,236.1935981,3.536238877,2.745698838,0.597651603,
P. radiata,8/05/2012,44,Amb,400,Dry,537,4.80166048,0.041607456,204.461489,0.718974598,1.72099013,0.512567996,0.976276103
P. radiata,8/05/2012,44,Amb,400,Dry,539,1.390406094,0.010272324,173.2716171,0.202007083,1.941107742,0.433550493,
P. radiata,8/05/2012,44,Amb,400,Dry,526,1.547922068,0.014907115,222.1341642,0.28561433,1.906357823,0.557623863,0.933711106
P. radiata,8/05/2012,44,Amb,400,Dry,536,12.88696832,0.09727162,169.9317762,2.266424423,2.346342836,0.42878527,1.158746488
P. radiata,8/05/2012,44,Amb,640,Dry,638,8.011387317,0.029701964,190.9625159,0.551930236,1.850482533,0.299591066,0.535739729
P. radiata,8/05/2012,44,Amb,640,Dry,625,6.005977171,0.027290878,268.3292162,0.61811887,2.245529086,0.420127452,0.485346447
P. radiata,8/05/2012,44,Amb,640,Dry,632,15.8092041,0.073606816,270.9465079,1.618488041,2.199357894,0.426524336,0.784534108
P. radiata,8/05/2012,44,Amb,640,Dry,635,1.103458818,0.010864869,457.5090873,0.232363797,2.112779135,0.715838111,
P. radiata,8/05/2012,44,Elv,640,Dry,328,1.035904022,0.007470667,396.159798,0.197268907,2.585422015,0.618961751,0.489971323
P. radiata,8/05/2012,44,Elv,640,Dry,331,8.645426783,0.043338942,294.8041331,1.196425197,2.727945614,0.462755096,0.691310126
P. radiata,8/05/2012,44,Elv,640,Dry,324,3.119632341,0.014146967,266.1847883,0.38663458,2.685663552,0.415991892,
P. radiata,8/05/2012,44,Elv,640,Dry,326,1.519138199,0.008687426,331.6589088,0.279779527,3.152372631,0.518980022,0.367536511
P. radiata,8/05/2012,44,Elv,400,Dry,421,5.700449027,0.034658719,120.955024,1.017752328,2.90200304,0.303910395,0.618403247
P. radiata,8/05/2012,44,Elv,400,Dry,436,0.188080288,0.008330735,347.1748375,0.201505251,2.37530013,0.870870039,0.483732479
P. radiata,8/05/2012,44,Elv,400,Dry,424,1.854323351,0.021885392,248.742675,0.637237995,2.861769769,0.621839894,0.616386341
P. radiata,8/05/2012,44,Elv,400,Dry,428,1.008867545,0.008770097,201.0720559,0.266149904,2.97439129,0.503054723,
P. radiata,8/05/2012,44,Amb,400,Wet,524,18.85158566,0.210065543,236.1307718,3.214383704,1.578343097,0.600733982,0.605470976
P. radiata,8/05/2012,44,Amb,400,Wet,538,13.73210197,0.170458013,252.3380458,3.019527724,1.809521486,0.639499907,1.019068699
P. radiata,8/05/2012,44,Amb,400,Wet,529,18.82705584,0.265750741,266.3304313,4.757773406,1.859719145,0.674327853,
P. radiata,8/05/2012,44,Amb,400,Wet,528,21.04049581,0.292162883,261.2015513,5.584809643,2.007998832,0.664744043,1.535918704
P. radiata,8/05/2012,44,Amb,640,Wet,640,,,424.5294616,6.384989793,1.765774327,0.677839854,0.867397512
P. radiata,8/05/2012,44,Amb,640,Wet,629,31.5006119,0.20467644,358.5575651,4.146533169,2.079956376,0.56879774,0.541030525
P. radiata,8/05/2012,44,Amb,640,Wet,626,25.74036966,0.18618222,387.4685313,3.685270818,2.026902029,0.61241829,0.514898743
P. radiata,8/05/2012,44,Amb,640,Wet,627,31.68537989,0.205217319,348.4118894,3.437050254,1.731880896,0.562491848,
P. radiata,8/05/2012,44,Elv,640,Wet,335,31.86449471,0.322848818,443.8885225,6.600194284,2.131736246,0.705217886,0.901700661
P. radiata,8/05/2012,44,Elv,640,Wet,333,24.10084018,0.178535406,387.1279589,4.690430532,2.662062138,0.612472329,1.026880211
P. radiata,8/05/2012,44,Elv,640,Wet,323,17.94995889,0.166416888,432.7792771,4.513890509,2.745278455,0.682290388,
P. radiata,8/05/2012,44,Elv,640,Wet,322,19.07003038,0.155065438,406.5053709,4.405791305,2.863859503,0.642222487,0.581545337
P. radiata,8/05/2012,44,Elv,400,Wet,430,18.61226877,0.233812779,246.8060626,6.32717913,2.78322211,0.626550631,0.966678658
P. radiata,8/05/2012,44,Elv,400,Wet,429,22.56414851,0.34373557,269.7212811,7.623985849,2.334060882,0.685162161,1.2003583
P. radiata,8/05/2012,44,Elv,400,Wet,427,13.54988304,0.175169141,255.9903284,3.992308314,2.319293509,0.646665215,0.74691625
P. radiata,8/05/2012,44,Elv,400,Wet,438,11.6453922,0.141674819,248.0423374,3.423459654,2.434670311,0.626966713,
P. radiata,15/05/2012,51,Amb,400,Dry,526,0.662114363,0.008516676,263.031749,0.205501824,2.410861014,0.656725356,0.762882283
P. radiata,15/05/2012,51,Amb,400,Dry,536,4.908470494,0.03217817,141.2646696,0.84547623,2.627345884,0.354781729,0.688818599
P. radiata,15/05/2012,51,Amb,400,Dry,537,2.937243888,0.016682172,109.103919,0.306536044,1.830377835,0.273357725,0.425943263
P. radiata,15/05/2012,51,Amb,400,Dry,539,1.151295955,0.009353525,191.4948296,0.21437403,2.272590542,0.479088209,
P. radiata,15/05/2012,51,Amb,640,Dry,638,1.970054943,0.009962308,309.7611501,0.174610997,1.744482425,0.483508291,0.431056189
P. radiata,15/05/2012,51,Amb,640,Dry,625,0.110928578,0.007502313,593.301746,0.163606825,2.165149563,0.928790571,0.601870003
P. radiata,15/05/2012,51,Amb,640,Dry,632,10.84033246,0.044530924,228.2890133,1.044524414,2.34534363,0.358242389,0.234472568
P. radiata,15/05/2012,51,Amb,640,Dry,635,5.094762075,0.02185128,249.6359053,0.463076471,2.109336782,0.390500617,
P. radiata,15/05/2012,51,Elv,640,Dry,328,1.311247865,0.009043894,384.4243881,0.244684779,2.669085514,0.601677177,0.445228246
P. radiata,15/05/2012,51,Elv,640,Dry,331,4.449235644,0.021021251,282.6266727,0.455021915,2.14405356,0.442604321,0.307278588
P. radiata,15/05/2012,51,Elv,640,Dry,324,0.784708793,0.00565138,393.1249038,0.158529113,2.760380375,0.614383362,
P. radiata,15/05/2012,51,Elv,640,Dry,326,0,0,718.1171728,0.106313206,3.012728771,1.122268287,0.326893111
P. radiata,15/05/2012,51,Elv,400,Dry,421,1.48724386,0.012169066,188.5524838,0.344000776,2.790144792,0.473470107,0.865539524
P. radiata,15/05/2012,51,Elv,400,Dry,436,0,0,492.5385196,0.148026878,2.905491692,1.234749395,0.506674986
P. radiata,15/05/2012,51,Elv,400,Dry,424,2.417336353,0.013469528,98.74786655,0.363697391,2.661923024,0.248587059,0.313083044
P. radiata,15/05/2012,51,Elv,400,Dry,428,0.11141303,0.005113225,349.0943258,0.138428541,2.66122857,0.871927164,
P. radiata,15/05/2012,51,Amb,400,Wet,528,16.37165306,0.26772,281.8036351,5.443452736,2.142062882,0.711891248,0.589164493
P. radiata,15/05/2012,51,Amb,400,Wet,524,17.14016004,0.192773334,236.4612674,4.026390078,2.161534818,0.599390432,0.792094325
P. radiata,15/05/2012,51,Amb,400,Wet,538,13.93167135,0.154524768,236.7783391,3.110717784,2.056596563,0.598747376,0.759919513
P. radiata,15/05/2012,51,Amb,400,Wet,529,19.63683263,0.252872857,253.8781061,4.655123981,1.919018238,0.644888404,
P. radiata,15/05/2012,51,Amb,640,Wet,640,35.02395472,0.316486999,428.6061957,4.812201923,1.606801291,0.681165488,1.063844382
P. radiata,15/05/2012,51,Amb,640,Wet,629,29.34237029,0.234949441,406.0699934,4.322698765,1.914074,0.64442563,0.722641244
P. radiata,15/05/2012,51,Amb,640,Wet,626,23.96675113,0.183252301,401.4202645,2.961975469,1.664371832,0.635878374,0.464212975
P. radiata,15/05/2012,51,Amb,640,Wet,627,23.47093311,0.136754322,333.7238811,2.809305535,2.090421071,0.528671527,
P. radiata,15/05/2012,51,Elv,640,Wet,335,30.71695309,0.306602917,441.5073421,6.271874786,2.143283659,0.701901172,0.681488513
P. radiata,15/05/2012,51,Elv,640,Wet,333,29.08247227,0.294104596,443.4102398,6.677212419,2.36771322,0.703355029,0.686487692
P. radiata,15/05/2012,51,Elv,640,Wet,323,19.03844888,0.223434983,472.7361888,4.546141981,2.097730046,0.746580042,
P. radiata,15/05/2012,51,Elv,640,Wet,322,22.0401633,0.238529048,455.3925261,5.941580913,2.570287389,0.720445581,0.67513334
P. radiata,15/05/2012,51,Elv,400,Wet,437,18.81364847,0.29816619,275.3733694,6.541226837,2.296143458,0.698822075,0.740610443
P. radiata,15/05/2012,51,Elv,400,Wet,429,21.90594823,0.394925437,285.9517809,8.209458209,2.214149222,0.727580149,0.904918974
P. radiata,15/05/2012,51,Elv,400,Wet,427,14.7288247,0.202214556,262.3686882,4.231998782,2.148731028,0.665074019,0.672060445
P. radiata,15/05/2012,51,Elv,400,Wet,438,11.88202762,0.135254254,239.1219956,3.410150943,2.543715529,0.603563344,
P. radiata,21/05/2012,57,Amb,400,Dry,526,0,0,504.6542703,0.142073802,1.621910472,1.259849366,0.5
P. radiata,21/05/2012,57,Amb,400,Dry,536,1.046654456,0.010631185,231.6629608,0.224523351,2.101608368,0.578683211,1.04
P. radiata,21/05/2012,57,Amb,400,Dry,537,1.681723415,0.015447043,214.0813537,0.316185471,2.039132705,0.536956172,1.27
P. radiata,21/05/2012,57,Amb,400,Dry,539,0,0,541.3951638,0.094186444,1.937965854,1.355875438,
P. radiata,21/05/2012,57,Amb,640,Dry,638,0,0,700.9596916,0.086818905,1.911408151,1.09696643,0.310944692
P. radiata,21/05/2012,57,Amb,640,Dry,625,0,0,669.1700916,0.133184228,1.621353079,1.04485763,0.467208819
P. radiata,21/05/2012,57,Amb,640,Dry,632,2.145697374,0.01543023,398.8523959,0.316534576,2.040943824,0.623969594,0.531450225
P. radiata,21/05/2012,57,Amb,640,Dry,635,0.991372648,0.009587652,453.6591907,0.226618034,2.343385647,0.709103174,
P. radiata,21/05/2012,57,Elv,640,Dry,328,0,0,764.7105802,0.054375018,2.506197818,1.193402979,0.478490547
P. radiata,21/05/2012,57,Elv,640,Dry,331,0.997717735,0.008263918,421.7759683,0.240547422,2.869258607,0.660018697,
P. radiata,21/05/2012,57,Elv,640,Dry,324,0,0,1213.751633,0.199876235,2.938812477,1.895668112,
P. radiata,21/05/2012,57,Elv,640,Dry,326,0,0,1020.775663,0.055388443,2.769672691,1.593868594,
P. radiata,21/05/2012,57,Elv,400,Dry,421,0,0,1162.209178,0.028496195,2.280320515,2.908695007,0.444359959
P. radiata,21/05/2012,57,Elv,400,Dry,436,0,0,468.4377971,0.189843388,2.202494872,1.16726246,0.588713945
P. radiata,21/05/2012,57,Elv,400,Dry,424,0.310265313,0.006988351,313.6578858,0.182873381,2.577044112,0.784808333,0.652248525
P. radiata,21/05/2012,57,Elv,400,Dry,428,0,0,390.395868,0.10556086,2.682406399,0.975233641,
P. radiata,21/05/2012,57,Amb,400,Wet,528,17.46916661,0.263065366,273.6270266,4.690305667,1.86147802,0.693031286,1.06
P. radiata,21/05/2012,57,Amb,400,Wet,524,18.98650368,0.220433529,241.5302355,4.16557713,1.961950674,0.611872839,1.27
P. radiata,21/05/2012,57,Amb,400,Wet,538,13.93649113,0.194769856,265.4229134,4.006877535,2.122746606,0.67174997,1.008
P. radiata,21/05/2012,57,Amb,400,Wet,529,18.87027395,0.262048966,261.5172734,5.475258506,2.179880992,0.664488318,
P. radiata,21/05/2012,57,Amb,640,Wet,640,31.44660741,0.258987018,412.6454711,4.213119589,1.700104379,0.65493052,0.788001882
P. radiata,21/05/2012,57,Amb,640,Wet,629,28.32861149,0.18493164,361.056307,3.494933242,1.942446527,0.57339658,0.622019721
P. radiata,21/05/2012,57,Amb,640,Wet,626,24.60065091,0.187611056,397.9131977,3.777963761,2.070795499,0.629752662,0.47399447
P. radiata,21/05/2012,57,Amb,640,Wet,627,22.52557869,0.130034341,331.7331963,2.838152848,2.216433078,0.524453596,
P. radiata,21/05/2012,57,Elv,640,Wet,335,31.26227867,0.341990106,455.3844766,7.029641877,2.167954585,0.723450382,0.76057391
P. radiata,21/05/2012,57,Elv,640,Wet,333,27.78088674,0.28460768,444.3073267,6.865983631,2.51576623,0.705054109,
P. radiata,21/05/2012,57,Elv,640,Wet,323,19.18518776,0.181236552,434.6644902,4.795266963,2.702394291,0.686870101,
P. radiata,21/05/2012,57,Elv,640,Wet,322,19.33349339,0.195003411,446.1653577,4.836266778,2.532941699,0.705474854,
P. radiata,21/05/2012,57,Elv,400,Wet,437,19.85744016,0.288518809,265.7584443,5.835011377,2.108954419,0.676697358,0.85271924
P. radiata,21/05/2012,57,Elv,400,Wet,429,22.75961046,0.378652798,280.1304213,7.174400894,2.013093085,0.711573965,1.02978597
P. radiata,21/05/2012,57,Elv,400,Wet,427,13.03176881,0.16179316,250.9867484,3.45310097,2.170695513,0.635547645,0.731496923
P. radiata,21/05/2012,57,Elv,400,Wet,438,13.92883973,0.168378511,247.9031468,3.665066863,2.212943103,0.626387097,
P. radiata,29/05/2012,65,Amb,400,Dry,526,0,0,,,,,0.764015535
P. radiata,29/05/2012,65,Amb,400,Dry,536,1.326270296,0.017069774,265.0796327,0.30780924,1.80833274,0.663719856,0.330788912
P. radiata,29/05/2012,65,Amb,400,Dry,525,0,0,480.3918464,0.120757744,1.843532853,1.199796184,
P. radiata,29/05/2012,65,Amb,400,Dry,539,0.004380046,0.005766744,385.9115884,0.102756216,1.781058008,0.964070292,0.874074783
P. radiata,29/05/2012,65,Amb,640,Dry,638,0,0,3657.228178,0.009943719,1.731101533,5.710946525,0.329668987
P. radiata,29/05/2012,65,Amb,640,Dry,625,0,0,655.9634376,0.123035335,1.776331684,1.024513536,0.433327557
P. radiata,29/05/2012,65,Amb,640,Dry,632,1.011242322,0.013406105,501.6920932,0.256648101,1.919363502,0.78343496,0.233506287
P. radiata,29/05/2012,65,Amb,640,Dry,635,0.053065071,0.006962025,607.2955131,0.135316018,1.944657693,0.949989601,
P. radiata,29/05/2012,65,Elv,640,Dry,328,0,0,1808.88299,0.015331537,2.046746632,2.826328462,0.261339675
P. radiata,29/05/2012,65,Elv,640,Dry,331,0,0,606.0256013,-0.117692765,2.262690586,0.946521547,
P. radiata,29/05/2012,65,Elv,640,Dry,324,0,0,3797.981832,0.007512272,2.110964028,5.932892593,0.437557022
P. radiata,29/05/2012,65,Elv,640,Dry,326,0,0,459.4457309,-0.052664095,2.010618093,0.718082859,0.310433055
P. radiata,29/05/2012,65,Elv,400,Dry,421,0,0,682.6700777,0.094916713,2.250922775,1.706035435,0.329448361
P. radiata,29/05/2012,65,Elv,400,Dry,436,0,0,484.1316165,0.119394478,2.113349899,1.207805684,0.273086531
P. radiata,29/05/2012,65,Elv,400,Dry,424,0,0,491.8792999,0.112371081,2.132230534,1.226442744,0.533362866
P. radiata,29/05/2012,65,Elv,400,Dry,428,0.116608728,0.004670358,358.262079,0.10475134,2.224315118,0.8961739,
P. radiata,29/05/2012,65,Amb,400,Wet,540,17.93467794,0.284451772,279.8998089,4.163104493,1.547620547,0.710093605,0.826439681
P. radiata,29/05/2012,65,Amb,400,Wet,524,19.48780321,0.27768533,266.3435456,4.549941083,1.72951565,0.67729322,0.628752341
P. radiata,29/05/2012,65,Amb,400,Wet,527,16.0984142,0.196406588,250.9893022,3.215084223,1.702108404,0.634646595,0.888473327
P. radiata,29/05/2012,65,Amb,400,Wet,529,18.03894991,0.293251485,280.3460521,4.482209884,1.618134874,0.714156613,
P. radiata,29/05/2012,65,Amb,640,Wet,640,27.75378599,0.309197395,466.0403414,4.5555333,1.566487617,0.738344548,0.597188319
P. radiata,29/05/2012,65,Amb,640,Wet,621,17.659247,0.123744507,385.5380394,2.253179653,1.863397815,0.608016751,0.273356552
P. radiata,29/05/2012,65,Amb,640,Wet,626,24.54357174,0.235980608,444.6140931,3.8937258,1.730454112,0.702585218,0.408332231
P. radiata,29/05/2012,65,Amb,640,Wet,627,22.97892703,0.151075167,367.4528009,2.660021991,1.813944505,0.58158543,
P. radiata,29/05/2012,65,Elv,640,Wet,335,33.12369977,0.331899874,444.5533141,5.530252903,1.767807485,0.706975713,
P. radiata,29/05/2012,65,Elv,640,Wet,333,28.12982325,0.283092958,447.137968,5.428023091,2.011764179,0.708053272,0.433570112
P. radiata,29/05/2012,65,Elv,640,Wet,323,20.31302544,0.242573906,476.8776212,4.334351352,1.859693584,0.753132841,0.436253584
P. radiata,29/05/2012,65,Elv,400,Wet,437,20.26892064,0.289202107,265.0958099,5.334296571,1.942899181,0.674178325,0.478349547
P. radiata,29/05/2012,65,Elv,400,Wet,429,21.51546661,0.328153991,271.4866873,6.551994394,2.113299536,0.689477528,0.727942586
P. radiata,29/05/2012,65,Elv,400,Wet,427,14.65104341,0.204430209,265.1841617,4.127449046,2.085920258,0.671229367,0.500737741
P. radiata,5/06/2012,72,Amb,400,Dry,526,0,0,664.2394862,0.043903365,1.852563392,1.655842464,0.64809004
P. radiata,5/06/2012,72,Amb,400,Dry,536,0,0,520.6127642,0.10639032,2.107909639,1.301657085,0.227860471
P. radiata,5/06/2012,72,Amb,400,Dry,525,0,0,535.1743526,0.118633631,1.894476185,1.338084651,0.564339764
P. radiata,5/06/2012,72,Amb,400,Dry,539,0,0,444.5163066,0.157648297,1.693835102,1.112230468,
P. radiata,5/06/2012,72,Amb,640,Dry,638,0,0,671.1140578,0.084953745,2.03541399,1.049270404,0.626712853
P. radiata,5/06/2012,72,Amb,640,Dry,625,0,0,569.2748488,0.153897891,2.127800857,0.889598569,0.447626877
P. radiata,5/06/2012,72,Amb,640,Dry,632,0,0,647.0981529,0.163102482,2.077068799,1.009770399,0.319756199
P. radiata,5/06/2012,72,Amb,640,Dry,635,0,0,667.9952507,0.131024703,2.017512941,1.043504985,
P. radiata,5/06/2012,72,Elv,640,Dry,328,0,0,,,,,0.568681967
P. radiata,5/06/2012,72,Elv,640,Dry,331,0,0,,,,,0.305964445
P. radiata,5/06/2012,72,Elv,640,Dry,326,0,0,,,,,0.390144174
P. radiata,5/06/2012,72,Elv,400,Dry,421,0,0,,,,,0.779018699
P. radiata,5/06/2012,72,Elv,400,Dry,436,0,0,,,,,0.408849002
P. radiata,5/06/2012,72,Elv,400,Dry,424,0,0,,,,,0.301166989
P. radiata,5/06/2012,72,Amb,400,Wet,540,15.87961628,0.200305549,253.6664767,3.508661012,1.768706626,0.643118679,0.702300464
P. radiata,5/06/2012,72,Amb,400,Wet,524,18.71617065,0.254525334,261.7874304,4.221964411,1.692078687,0.664670987,0.601379045
P. radiata,5/06/2012,72,Amb,400,Wet,527,15.53931159,0.21293851,263.8966431,3.829259203,1.818418634,0.668238908,0.707316034
P. radiata,5/06/2012,72,Amb,400,Wet,529,16.70073572,0.258514143,277.7020793,3.898069749,1.542178437,0.704298106,
P. radiata,5/06/2012,72,Amb,640,Wet,640,27.19517642,0.198375365,387.7332335,3.659892516,1.862377928,0.615086591,0.7372479
P. radiata,5/06/2012,72,Amb,640,Wet,621,17.54351084,0.143670763,418.9698977,2.425440973,1.686534551,0.660920336,0.246158593
P. radiata,5/06/2012,72,Amb,640,Wet,626,24.74419556,0.22811767,435.7702526,4.191594288,1.866368591,0.688739902,0.242894448
P. radiata,5/06/2012,72,Amb,640,Wet,627,23.0789709,0.167663653,391.1421343,2.980383568,1.785914175,0.617970459,
P. radiata,5/06/2012,72,Elv,640,Wet,333,24.37345405,0.27809582,468.1569306,4.94988671,1.811562172,0.74104447,0.803609359
P. radiata,5/06/2012,72,Elv,640,Wet,323,19.53069214,0.241228657,479.261599,4.909719911,2.051484379,0.756828529,0.573615215
P. radiata,5/06/2012,72,Elv,640,Wet,335,27.51909955,0.247474256,428.803295,4.532704025,1.851098933,0.679798654,0.97946278
P. radiata,5/06/2012,72,Elv,400,Wet,437,17.22111612,0.23028083,258.2235512,4.581174663,2.010648277,0.656099401,0.790235681
P. radiata,5/06/2012,72,Elv,400,Wet,429,20.81564515,0.312465668,268.9848114,5.885464542,1.932354455,0.686172832,0.656889446
P. radiata,5/06/2012,72,Elv,400,Wet,427,13.08276048,0.157903707,245.6399032,3.818578732,2.400544367,0.622406377,0.657864839
P. radiata,12/06/2012,79,Amb,400,Dry,526,0,0,542.3131905,0.085258712,2.080971616,1.357550718,
P. radiata,12/06/2012,79,Amb,400,Dry,536,0,0,423.871265,0.206365254,2.048490922,1.056707061,0.396809214
P. radiata,12/06/2012,79,Amb,400,Dry,525,0,0,681.4407246,0.103410686,1.890867164,1.704313248,0.539558035
P. radiata,12/06/2012,79,Amb,400,Dry,539,0,0,418.0820516,0.223342449,2.031007707,1.042896732,
P. radiata,12/06/2012,79,Amb,640,Dry,638,-0.323409358,0.005409328,714.1229294,0.10647933,1.947461614,1.116417088,0.611433966
P. radiata,12/06/2012,79,Amb,640,Dry,625,0.081085912,0.008507681,604.1834695,0.176268176,2.051876465,0.944014637,0.649201236
P. radiata,12/06/2012,79,Amb,640,Dry,632,0,0,627.0055464,0.103575669,1.956513137,0.980128827,0.275279343
P. radiata,12/06/2012,79,Elv,640,Dry,328,0,0,,,,,0.328318392
P. radiata,12/06/2012,79,Elv,640,Dry,331,0,0,,,,,0.234756357
P. radiata,12/06/2012,79,Elv,640,Dry,324,0,0,,,,,0.475713023
P. radiata,12/06/2012,79,Elv,400,Dry,421,0,0,,,,,0.362371535
P. radiata,12/06/2012,79,Elv,400,Dry,436,0,0,,,,,0.338717139
P. radiata,12/06/2012,79,Elv,400,Dry,424,0,0,,,,,0.418344845
P. radiata,12/06/2012,79,Amb,400,Wet,540,18.29178387,0.285339523,276.8804926,5.077666843,1.862887569,0.701498703,0.347933961
P. radiata,12/06/2012,79,Amb,400,Wet,524,20.62694396,0.325265769,276.4310555,5.444660368,1.765883313,0.70293835,0.911820281
P. radiata,12/06/2012,79,Amb,400,Wet,527,18.85206361,0.26277828,263.6116662,4.895241806,1.937522638,0.669028429,0.409364799
P. radiata,12/06/2012,79,Amb,400,Wet,529,17.56492429,0.245891624,264.9650477,3.97973961,1.681233701,0.67395123,
P. radiata,12/06/2012,79,Amb,640,Wet,640,28.8399594,0.271660581,434.8058726,5.111647883,1.96286634,0.690532986,0.636532249
P. radiata,12/06/2012,79,Amb,640,Wet,621,16.26369445,0.13923194,427.0316758,2.57764957,1.882339476,0.672838257,0.639596157
P. radiata,12/06/2012,79,Amb,640,Wet,626,22.84230853,0.245936286,463.1864937,3.73831167,1.578526522,0.732665842,0.519891443
P. radiata,12/06/2012,79,Amb,640,Wet,627,21.17555982,0.172967473,417.2361762,2.681182815,1.586370511,0.659602236,
P. radiata,12/06/2012,79,Elv,640,Wet,335,28.56799766,0.355902422,475.5821486,6.879702874,2.037780857,0.754504305,0.508286506
P. radiata,12/06/2012,79,Elv,640,Wet,333,24.28196353,0.255146428,455.531035,5.161193228,2.092279789,0.719497121,0.479293895
P. radiata,12/06/2012,79,Elv,640,Wet,323,18.12433943,0.202450399,468.8121005,3.975954866,2.009659746,0.738079547,0.32350129
P. radiata,12/06/2012,79,Elv,400,Wet,427,15.21176823,0.225015216,271.8171393,4.184402892,1.911191674,0.688804674,0.515454411
P. radiata,12/06/2012,79,Elv,400,Wet,437,20.48494259,0.361549691,287.2118708,6.610545445,1.928947801,0.728405675,0.576110537
P. radiata,12/06/2012,79,Elv,400,Wet,429,18.89245516,0.424240333,307.663783,7.063700925,1.773459922,0.780187377,0.820256012
P. radiata,19/06/2012,86,Amb,400,Dry,536,0,0,,,,,0.569567187
P. radiata,19/06/2012,86,Amb,400,Dry,525,0,0,,,,,0.696495926
P. radiata,19/06/2012,86,Amb,640,Dry,625,0.10350679,0.008990881,600.6589053,0.194624087,2.142518459,0.93730371,0.267556429
P. radiata,19/06/2012,86,Amb,640,Dry,625,0,0,,,,,0.657541514
P. radiata,19/06/2012,86,Amb,640,Dry,632,0,0,,,,,0.112763718
P. radiata,19/06/2012,86,Elv,640,Dry,328,0,0,,,,,0.453332805
P. radiata,19/06/2012,86,Elv,640,Dry,331,0,0,,,,,0.321768052
P. radiata,19/06/2012,86,Elv,640,Dry,324,0,0,,,,,0.537178611
P. radiata,19/06/2012,86,Elv,400,Dry,421,0,0,,,,,0.299370639
P. radiata,19/06/2012,86,Elv,400,Dry,436,0,0,,,,,0.332496481
P. radiata,19/06/2012,86,Elv,400,Dry,424,0,0,,,,,0.278632471
P. radiata,19/06/2012,86,Amb,400,Wet,540,14.66721908,0.186187732,253.5531355,3.767152524,2.074611721,0.642539026,
P. radiata,19/06/2012,86,Amb,400,Wet,529,16.33263963,0.204920063,252.8088038,3.939964296,1.980543202,0.639519181,
P. radiata,19/06/2012,86,Amb,400,Wet,527,16.74314403,0.200120857,245.4663781,4.067850979,2.091409902,0.621626303,0.657120516
P. radiata,19/06/2012,86,Amb,400,Wet,524,16.68515059,0.187072516,234.8926664,4.088610523,2.237588948,0.596625404,0.813398635
P. radiata,19/06/2012,86,Amb,640,Wet,621,16.47445196,0.143455649,432.2842166,2.465998768,1.750701111,0.679930523,0.457138726
P. radiata,19/06/2012,86,Amb,640,Wet,627,22.421048,0.162368183,389.1449681,3.346464895,2.100674339,0.613969341,
P. radiata,19/06/2012,86,Amb,640,Wet,640,26.60122351,0.241233631,433.0560709,3.945256063,1.696302689,0.685663685,0.461584787
P. radiata,19/06/2012,86,Amb,640,Wet,626,22.86040525,0.18948195,416.0859707,3.694087798,1.996871288,0.657812319,0.461767072
P. radiata,19/06/2012,86,Elv,640,Wet,335,27.74962253,0.341685931,470.0063356,8.20061954,2.517344835,0.745745046,0.897609815
P. radiata,19/06/2012,86,Elv,640,Wet,333,24.77373441,0.263615956,452.7722587,6.414709086,2.523440966,0.716077726,0.657591633
P. radiata,19/06/2012,86,Elv,640,Wet,323,16.75521658,0.179698949,454.5851779,5.353255042,3.032315498,0.572396058,1.003749116
P. radiata,19/06/2012,86,Elv,400,Wet,437,16.6265731,0.285255541,281.0662405,7.466322782,2.718782469,0.713534218,0.61173453
P. radiata,19/06/2012,86,Elv,400,Wet,429,17.67982978,0.279899047,274.7902467,6.0340861,2.245105677,0.699259227,0.833260532
P. radiata,19/06/2012,86,Elv,400,Wet,427,14.63168689,0.207118431,263.4167409,5.455620163,2.702833772,0.666888429,1.217905694
P. radiata,26/06/2012,93,Amb,400,Dry,526,0,0,,,,,1.048201339
P. radiata,26/06/2012,93,Amb,400,Dry,536,0,0,,,,,0.394789695
P. radiata,26/06/2012,93,Amb,400,Dry,525,0,0,,,,,0.664196828
P. radiata,26/06/2012,93,Amb,640,Dry,638,0,0,,,,,1.019543829
P. radiata,26/06/2012,93,Amb,640,Dry,625,0,0,,,,,0.393219204
P. radiata,26/06/2012,93,Amb,640,Dry,632,0,0,,,,,0.115827883
P. radiata,26/06/2012,93,Elv,640,Dry,326,0,0,,,,,0.069161825
P. radiata,26/06/2012,93,Elv,640,Dry,324,0,0,,,,,0.778389801
P. radiata,26/06/2012,93,Elv,640,Dry,328,0,0,,,,,0.180323722
P. radiata,26/06/2012,93,Elv,400,Dry,424,0,0,,,,,0.474513062
P. radiata,26/06/2012,93,Elv,400,Dry,421,0,0,,,,,0.274046578
