"site_name","longitude","latitude"
"Bothwell",147.048,-42.387
"Cardwell",146.13,-18.437
"Claraville",141.818,-18.705
"Ku-ring-gai",151.148,-33.68
"Longley",147.19,-42.982
"Princess Hills",145.492,-18.295
"Round Hill",146.156,-32.976
"Yengo",150.922,-32.778
"Fowlers Gap",141.679,-31.074
