var_name,trait_name,unit
wood density,wood_density,g/cm3
LMA (g m-2),leaf_mass_per_area,g/m2
Leaf size (cm2),leaf_area,cm2
Ks (kg m-1 s-1 MPa -1),sapwood_specific_conductivity,kg/m/s/MPa
Amass (umol/kg/s),photosynthetic_rate_per_dry_mass,umol/kg/s
Aarea,photosynthetic_rate_per_area,?
Rmass (umol/kg/s),leaf_dark_respiration_per_dry_mass,umol/kg/s
Rarea,Rarea,
max height (m),plant_height_max,m
leaf N (mg/g),NA,NA
leaf P (mg/g),NA,NA
