site_name,trait_name,unit,value,notes
Berrimah,longitude,deg,NA,
Berrimah,latitude,deg,NA,
Katherine,longitude,deg,NA,
Katherine,latitude,deg,NA,
Kunoth Paddock,longitude,deg,NA,
Kunoth Paddock,latitude,deg,NA,
Newcastle Waters,longitude,deg,NA,
Newcastle Waters,latitude,deg,NA,
