genus,species,binomial,growth form,longevity,min height (m),max height (m),min leaf length (mm),max leaf length (mm),min leaf width (mm),max leaf width (mm),leaf shape,leaf type
Isolepis,fluitans,Isolepis fluitans,herb,perennial,,0.1,,,20,100,linear,simple
Isolepis,producta,Isolepis producta,herb,perennial,,0.1,,,20,100,linear,simple
Isolepis,cyperoides,Isolepis cyperoides,herb,perennial,,0.3,,,,,linear,simple
Isolepis,oldfieldiana,Isolepis oldfieldiana,herb,perennial,,0.2,,,0.1,0.3,linear,simple
Isolepis,setiformis,Isolepis setiformis,herb,perennial,,0.3,,,,,linear,simple
Isolepis,cernua,Isolepis cernua,herb,perennial,,0.2,,,,40,linear,simple
Isolepis,inundata,Isolepis inundata,herb,perennial,,0.5,,,,150,linear,simple
Isolepis,nodosa,Isolepis nodosa,herb,annual,,0.2,,,,,linear,simple
Isolepis,stellata,Isolepis stellata,herb,annual,,0.1,,,,,linear,simple
Lepidosperma,tetraquetrum,Lepidosperma tetraquetrum,herb,perennial,,3,,,,,linear,simple
Lepidosperma,effusum,Lepidosperma effusum,herb,perennial,,2.3,,,,,linear,simple
Lepidosperma,gladiatum,Lepidosperma gladiatum,herb,perennial,,3,,,,,linear,simple
Lepidosperma,longitudinale,Lepidosperma longitudinale,herb,perennial,,2,,,,,linear,simple
Lepidosperma,squamatum,Lepidosperma squamatum,herb,perennial,,1,,,2.5,5,linear,simple
Lepidosperma,viscidum,Lepidosperma viscidum,herb,perennial,,1,,,3,6,linear,simple
Lepidosperma,gracile,Lepidosperma gracile,herb,perennial,,0.7,,,0.7,1.5,linear,simple
Lepidosperma,leptostachyum,Lepidosperma leptostachyum,herb,perennial,,1,,,1,2,linear,simple
Lepidosperma,pubisquameum,Lepidosperma pubisquameum,herb,perennial,,0.7,,,1.5,2,linear,simple
Lepidosperma,striatum,Lepidosperma striatum,herb,perennial,,1.5,,,1.5,2,linear,simple
Lepidosperma,tenue,Lepidosperma tenue,herb,perennial,,1,,,1,1,linear,simple
Mesomelaena,graciliceps,Mesomelaena graciliceps,herb,perennial,,0.7,8,150,0.5,1.3,linear,simple
Mesomelaena,stygia,Mesomelaena stygia,herb,perennial,,0.5,,30,,0.2,linear,simple
Mesomelaena,tetragona,Mesomelaena tetragona,herb,perennial,,1,200,550,2,2,linear,simple
Reedia,spathacea,Reedia spathacea,herb,perennial,,3,300,1200,8,13,linear,simple
Schoenoplectus,pungens,Schoenoplectus pungens,herb,perennial,,1,,200,1,2,linear,simple
Schoenoplectus,validus,Schoenoplectus validus,herb,perennial,,2,,100,3,10,linear,simple
Schoenus,fluitans,Schoenus fluitans,aquatic,perennial,,,,,,,linear,simple
Schoenus,loliaceus,Schoenus loliaceus,aquatic,perennial,,,,,,,linear,simple
Schoenus,natans,Schoenus natans,aquatic,annual,,,,,,,linear,simple
Schoenus,tenellus,Schoenus tenellus,aquatic,annual,,,,,,,linear,simple
Schoenus,discifer,Schoenus discifer,herb,annual,,0.06,10,40,0.5,0.5,linear,simple
Schoenus,elegans,Schoenus elegans,herb,annual,,0.3,30,100,0.5,0.5,linear,simple
Schoenus,odontocarpus,Schoenus odontocarpus,herb,annual,,0.11,10,40,0.2,0.4,linear,simple
Schoenus,pennisetis,Schoenus pennisetis,herb,annual,,0.15,15,30,0.2,0.4,linear,simple
Schoenus,plumosus,Schoenus plumosus,herb,annual,,0.18,10,150,0.5,1.2,linear,simple
Schoenus,sp. Jindong,Schoenus sp. Jindong,herb,annual,,0.15,30,60,0.5,1,linear,simple
Schoenus,variicellae,Schoenus variicellae,herb,annual,,0.16,10,50,0.2,0.4,linear,simple
Schoenus,efoliatus,Schoenus efoliatus,herb,perennial,,1,2,9,0.5,0.5,linear,simple
Schoenus,multiglumus,Schoenus multiglumus,herb,perennial,,1.3,1,3,0.5,0.5,linear,simple
Schoenus,rigens,Schoenus rigens,herb,perennial,,0.6,100,250,1,1,linear,simple
Schoenus,acuminatus,Schoenus acuminatus,herb,perennial,,0.6,15,65,0.5,1,linear,simple
Schoenus,bifidus,Schoenus bifidus,herb,perennial,,0.45,25,130,0.5,0.5,linear,simple
Schoenus,indutus,Schoenus indutus,herb,perennial,,0.35,20,80,0.5,1,linear,simple
Schoenus,laevigatus,Schoenus laevigatus,herb,perennial,,0.55,5,65,0.5,1,linear,simple
Schoenus,sublaxus,Schoenus sublaxus,herb,perennial,,0.45,30,75,0.5,0.5,linear,simple
Schoenus,curviflorus,Schoenus curviflorus,herb,perennial,,0.4,50,200,0.5,1,linear,simple
Schoenus,subbulbosus,Schoenus subbulbosus,herb,perennial,,0.35,40,150,0.5,0.5,linear,simple
Schoenus,submicrostachyus,Schoenus submicrostachyus,herb,perennial,,0.45,,90,0.5,0.5,linear,simple
Schoenus,benthamii,Schoenus benthamii,herb,perennial,,0.45,25,110,0.5,0.5,linear,simple
Schoenus,cruentus,Schoenus cruentus,herb,perennial,,0.6,20,180,0.5,0.5,linear,simple
Schoenus,subbarbatus,Schoenus subbarbatus,herb,perennial,,0.4,15,200,0.5,0.5,linear,simple
Schoenus,subflavus,Schoenus subflavus,herb,perennial,,0.3,10,300,1,1,linear,simple
Schoenus,sublateralis,Schoenus sublateralis,herb,perennial,,0.2,20,190,0.2,0.4,linear,simple
Schoenus,breviculmis,Schoenus breviculmis,herb,perennial,,0.06,10,60,0.5,0.5,linear,simple
Schoenus,brevisetis,Schoenus brevisetis,herb,perennial,,0.3,30,100,0.5,0.5,linear,simple
Schoenus,caespititius,Schoenus caespititius,herb,perennial,,0.6,5,75,0.5,0.5,linear,simple
Schoenus,nitens,Schoenus nitens,herb,perennial,,0.3,20,160,0.5,0.5,linear,simple
Schoenus,subfascicularis,Schoenus subfascicularis,herb,perennial,,1,,20,0.5,1,linear,simple
Schoenus,asperocarpus,Schoenus asperocarpus,herb,perennial,,1,50,300,0.5,1,linear,simple
Schoenus,grandiflorus,Schoenus grandiflorus,herb,perennial,,1.5,150,400,5,15,linear,simple
Schoenus,maschalinus,Schoenus maschalinus,herb,perennial,,0.4,10,30,0.5,0.5,linear,simple
Schoenus,obtusifolius,Schoenus obtusifolius,herb,perennial,,0.3,30,130,1,1.5,linear,simple
Schoenus,unispiculatus,Schoenus unispiculatus,herb,perennial,,0.45,20,130,0.5,1,linear,simple
Tetraria,australiensis,Tetraria australiensis,herb,perennial,,1,150,150,4,5,linear,simple
Tetraria,capillaris,Tetraria capillaris,herb,perennial,,0.7,25,50,0.5,0.5,linear,simple
Tetraria,octandra,Tetraria octandra,herb,perennial,,1.2,150,600,2,4,linear,simple
Tricostularia,neesii,Tricostularia neesii,herb,perennial,,0.75,3,5,,,linear,simple
Acanthocarpus,preissii,Acanthocarpus preissii,shrub,perennial,,0.7,10,60,0.5,2,linear,simple
Baxteria,australis,Baxteria australis,herb,perennial,,0.5,200,450,3,5,linear,simple
Calectasia,cyanea,Calectasia cyanea,herb,perennial,,0.5,5,15,0.7,0.7,linear,simple
Calectasia,grandiflora,Calectasia grandiflora,herb,perennial,,0.4,5,15,0.5,0.5,linear,simple
Chamaexeros,longicaulis,Chamaexeros longicaulis,herb,perennial,,0.3,60,260,2,5,linear,simple
Dasypogon,bromeliifolius,Dasypogon bromeliifolius,herb,perennial,,0.5,120,550,3,5,linear,simple
dasypogon,hookeri,dasypogon hookeri,herb,perennial,,3,,1000,15,20,linear,simple
Kingia,australis,Kingia australis,herb,perennial,,8,400,1000,2,3,linear,simple
Lomandra,integra,Lomandra integra,herb,perennial,,0.4,70,580,0.7,3,linear,simple
Lomandra,nigricans,Lomandra nigricans,herb,perennial,,0.6,230,680,0.8,2.7,linear,simple
Lomandra,ordii,Lomandra ordii,herb,perennial,,2,600,1500,10,20,linear,simple
Lomandra,drummondii,Lomandra drummondii,herb,perennial,,0.5,200,500,3,12,linear,simple
Lomandra,hastilis,Lomandra hastilis,herb,perennial,,1.5,300,900,4,6,linear,simple
Lomandra,purpurea,Lomandra purpurea,herb,perennial,,1.2,200,600,4,10,linear,simple
Lomandra,sericea,Lomandra sericea,herb,perennial,,0.45,200,600,2,5,linear,simple
Lomandra,sonderi,Lomandra sonderi,herb,perennial,,0.7,300,850,2,7,linear,simple
Lomandra,spartea,Lomandra spartea,herb,perennial,,0.6,300,600,1,2,linear,simple
Lomandra,caespitosa,Lomandra caespitosa,herb,perennial,,0.3,120,400,1,2,linear,simple
Lomandra,odora,Lomandra odora,herb,perennial,,0.4,100,540,0.5,1.2,linear,simple
Lomandra,pauciflora,Lomandra pauciflora,herb,perennial,,0.3,,300,0.5,1,linear,simple
Lomandra,suaveolens,Lomandra suaveolens,herb,perennial,,0.3,100,350,0.5,2,linear,simple
Lomandra,brittanii,Lomandra brittanii,herb,perennial,,0.2,50,20,0.5,1,linear,simple
Lomandra,hermaphrodita,Lomandra hermaphrodita,herb,perennial,,0.45,150,450,1,2,linear,simple
Lomandra,micrantha,Lomandra micrantha,herb,perennial,,0.4,300,600,0.4,2.5,linear,simple
Anigozanthos,bicolor,Anigozanthos bicolor,herb,perennial,,0.6,100,350,2,10,linear,simple
Anigozanthos,flavidus,Anigozanthos flavidus,herb,perennial,,3,350,1000,5,25,linear,simple
Anigozanthos,humilis,Anigozanthos humilis,herb,perennial,,0.3,,200,3,15,linear,simple
Anigozanthos,manglesii,Anigozanthos manglesii,herb,perennial,,1.1,100,400,5,12,linear,simple
Anigozanthos,priessii,Anigozanthos priessii,herb,perennial,,0.7,100,250,1,5,linear,simple
Anigozanthos,viridis,Anigozanthos viridis,herb,perennial,,1.1,50,500,1,5,linear,simple
Conostylis,aculeata,Conostylis aculeata,herb,perennial,,0.6,50,600,1,7.5,linear,simple
Conostylis,candicans,Conostylis candicans,herb,perennial,,0.2,50,150,0.8,2,linear,simple
Conostylis,laxiflora,Conostylis laxiflora,herb,perennial,,0.4,100,400,1.5,7,linear,simple
Conostylis,pusilla,Conostylis pusilla,herb,perennial,,0.06,30,60,0.5,1,linear,simple
Conostylis,serrulata,Conostylis serrulata,herb,perennial,,0.4,100,400,1.5,7,linear,simple
Conostylis,setigera,Conostylis setigera,herb,perennial,,0.35,80,360,1,4,linear,simple
Haemodorum,discolor,Haemodorum discolor,herb,perennial,,1,150,400,1.3,6,linear,simple
Haemodorum,laxum,Haemodorum laxum,herb,perennial,,1.8,150,600,1,5.5,linear,simple
Haemodorum,simplex,Haemodorum simplex,herb,perennial,,0.65,160,410,1,1.5,linear,simple
Haemodorum,sparsiflorum,Haemodorum sparsiflorum,herb,perennial,,1.5,250,700,1,2.5,linear,simple
Haemodorum,spicatum,Haemodorum spicatum,herb,perennial,,2,300,700,1,3,linear,simple
Phlebocarya,ciliata,Phlebocarya ciliata,herb,perennial,,0.5,250,650,1.6,3.7,linear,simple
Phlebocarya,filifolia,Phlebocarya filifolia,herb,perennial,,0.5,250,400,0.6,1.8,linear,simple
Tribonanthes,australis,Tribonanthes australis,herb,perennial,,0.4,20,150,0.4,2,linear,simple
Tribonanthes,brachypetala,Tribonanthes brachypetala,herb,perennial,,0.4,25,180,0.5,2,linear,simple
Tribonanthes,longipetala,Tribonanthes longipetala,herb,perennial,,0.3,5,270,0.5,3.5,linear,simple
Tribonanthes,violacea,Tribonanthes violacea,herb,perennial,,0.2,15,140,0.3,1,linear,simple
Trithuria,bibracteata,Trithuria bibracteata,herb,annual,,0.02,5,20,0.4,0.4,linear,simple
Trithuria,submersa,Trithuria submersa,herb,annual,,0.045,5,35,1,1,linear,simple
Hypoxis,glabella,Hypoxis glabella,herb,perennial,,0.2,30,200,0.5,2,linear,simple
Hypoxis,occidentalis,Hypoxis occidentalis,herb,perennial,,0.4,3,400,0.5,3,linear,simple
Hypoxis,vaginata,Hypoxis vaginata,herb,perennial,,0.35,20,350,1,3.5,linear,simple
Orthrosanthus,laxus,Orthrosanthus laxus,herb,perennial,,0.6,100,450,2,5,linear,simple
Orthrosanthus,polystachyus,Orthrosanthus polystachyus,herb,perennial,,1.2,250,600,2.5,6,linear,simple
Patersonia,babianoides,Patersonia babianoides,herb,perennial,,0.4,7,300,4,14,linear,simple
Patersonia,juncea,Patersonia juncea,herb,perennial,,0.3,70,220,0.6,1.5,linear,simple
Patersonia,occidentalis,Patersonia occidentalis,herb,perennial,,0.8,80,750,2,11,linear,simple
Patersonia,pygmaea,Patersonia pygmaea,herb,perennial,,0.2,50,180,1.5,3,linear,simple
Patersonia,sp. Swamp form,Patersonia sp. Swamp form,herb,perennial,,0.8,150,750,1.5,4,linear,simple
Patersonia,umbrosa,Patersonia umbrosa,herb,perennial,,1,300,1000,3,6.5,linear,simple
Juncus,gregiflorus,Juncus gregiflorus,herb,perennial,,2,,,,,linear,simple
Juncus,pallidus,Juncus pallidus,herb,perennial,,2,,,,,linear,simple
Juncus,amabilis,Juncus amabilis,herb,perennial,,1.1,,,,,linear,simple
Juncus,pauciflorus,Juncus pauciflorus,herb,perennial,,1,,,,,linear,simple
Juncus,subsecundus,Juncus subsecundus,herb,perennial,,0.9,,,,,linear,simple
Juncus,kraussii,Juncus kraussii,herb,perennial,,1.5,,,,,linear,simple
Juncus,meianthus ms,Juncus meianthus ms,herb,perennial,,0.3,,,,,linear,simple
Juncus,holoschoenus,Juncus holoschoenus,herb,perennial,,0.8,,,,,linear,simple
Juncus,bufonis,Juncus bufonis,herb,annual,,0.3,45,140,0.2,1.5,linear,simple
Juncus,caespiticius,Juncus caespiticius,herb,perennial,,0.75,50,210,1.5,4,linear,simple
Juncus,planifolius,Juncus planifolius,herb,perennial,,0.6,150,450,4,10,linear,simple
Luzula,meridionalis,Luzula meridionalis,herb,perennial,,0.4,,,,,linear,simple
Triglochin,calcitrapum,Triglochin calcitrapum,herb,annual,,0.18,15,100,0.2,1,linear,simple
Triglochin,centrocarpum,Triglochin centrocarpum,herb,annual,,0.15,15,80,0.2,0.5,linear,simple
Triglochin,minutissimum,Triglochin minutissimum,herb,annual,,0.14,15,70,0.1,0.5,linear,simple
Triglochin,trichophorum,Triglochin trichophorum,herb,annual,,0.175,25,100,0.1,0.5,linear,simple
Triglochin,huegelii,Triglochin huegelii,aquatic,perennial,,,,,,,linear,simple
Triglochin,mucronatum,Triglochin mucronatum,aquatic,annual,,,,,,,linear,simple
Triglochin,muelleri,Triglochin muelleri,herb,annual,,0.25,40,140,0.2,0.7,linear,simple
Triglochin,striatum,Triglochin striatum,aquatic,perennial,,,,,,,linear,simple
Lyginia,barbata,Lyginia barbata,herb,perennial,,0.7,7,20,,,linear,simple
Najas,marina,Najas marina,aquatic,perennial,,,,,,,linear,simple
Caladenia,cairnsiana,Caladenia cairnsiana,herb,perennial,,0.3,50,140,1.5,5,elliptic,simple
Caladenia,discoidea,Caladenia discoidea,herb,perennial,,0.45,80,180,5,15,elliptic,simple
Caladenia,flava,Caladenia flava,herb,perennial,,0.4,60,200,5,20,elliptic,simple
Caladenia,hirta,Caladenia hirta,herb,perennial,,0.5,60,200,6,22,elliptic,simple
Caladenia,latifolia,Caladenia latifolia,herb,perennial,,0.6,30,315,8,30,elliptic,simple
Caladenia,marginata,Caladenia marginata,herb,perennial,,0.18,60,100,4,10,elliptic,simple
Caladenia,nana,Caladenia nana,herb,perennial,,0.35,50,180,3,10,elliptic,simple
Caladenia,reptans,Caladenia reptans,herb,perennial,,0.15,20,60,5,8,elliptic,simple
Caladenia,abbreviata ms,Caladenia abbreviata ms,herb,perennial,,0.25,,200,4,5,linear,simple
Caladenia,bicalliata,Caladenia bicalliata,herb,perennial,,0.22,100,150,3,5,linear,simple
Caladenia,caesarea,Caladenia caesarea,herb,perennial,,0.3,80,180,2,4,linear,simple
Caladenia,chapmanii ms,Caladenia chapmanii ms,herb,perennial,,0.45,110,280,4,7,linear,simple
Caladenia,evanescens ms,Caladenia evanescens ms,herb,perennial,,0.2,90,110,4,4,linear,simple
Caladenia,meridionalis,Caladenia meridionalis,herb,perennial,,0.3,70,130,10,10,linear,simple
Caladenia,pendens ms,Caladenia pendens ms,herb,perennial,,0.4,90,180,5,5,linear,simple
Caladenia,christineae,Caladenia christineae,herb,perennial,,0.4,90,170,4,12,linear,simple
Caladenia,citrina ms,Caladenia citrina ms,herb,perennial,,0.45,80,170,3,8,linear,simple
Caladenia,harringtoniae ms,Caladenia harringtoniae ms,herb,perennial,,0.4,80,200,5,10,linear,simple
Caladenia,pholcoidea ms,Caladenia pholcoidea ms,herb,perennial,,0.5,100,200,6,10,linear,simple
Caladenia,uliginosa,Caladenia uliginosa,herb,perennial,,0.5,80,200,5,10,linear,simple
Caladenia,excelsa ms,Caladenia excelsa ms,herb,perennial,,1,180,400,5,17,linear,simple
Caladenia,longicauda,Caladenia longicauda,herb,perennial,,0.65,120,300,6,18,linear,simple
Caladenia,serotina ms,Caladenia serotina ms,herb,perennial,,0.5,100,170,5,122,linear,simple
Caladenia,speciosa ms,Caladenia speciosa ms,herb,perennial,,0.5,140,200,5,17,linear,simple
Caladenia,splendens ms,Caladenia splendens ms,herb,perennial,,0.65,150,250,10,10,linear,simple
Caladenia,macrostylis,Caladenia macrostylis,herb,perennial,,0.3,100,200,3,7,linear,simple
Caladenia,plicata,Caladenia plicata,herb,perennial,,0.35,80,180,5,8,linear,simple
Caladenia,arrecta ms,Caladenia arrecta ms,herb,perennial,,0.3,100,250,5,13,linear,simple
Caladenia,ensata,Caladenia ensata,herb,perennial,,0.45,100,200,5,10,linear,simple
Caladenia,longiclavata,Caladenia longiclavata,herb,perennial,,0.3,100,150,8,18,linear,simple
Caladenia,magniclavata,Caladenia magniclavata,herb,perennial,,0.5,100,250,5,15,linear,simple
Caladenia,nivalis ms,Caladenia nivalis ms,herb,perennial,,0.24,100,200,5,17,linear,simple
Caladenia,paludosa ms,Caladenia paludosa ms,herb,perennial,,0.4,150,300,5,13,linear,simple
Caladenia,rhomboidiformis,Caladenia rhomboidiformis,herb,perennial,,0.4,65,190,3,10,linear,simple
Caladenia,applanata ms,Caladenia applanata ms,herb,perennial,,0.45,90,210,5,15,linear,simple
Caladenia,busselliana,Caladenia busselliana,herb,perennial,,0.4,120,200,5,10,linear,simple
Caladenia,ferruginea,Caladenia ferruginea,herb,perennial,,0.45,80,200,4,15,linear,simple
Caladenia,gardneri ms,Caladenia gardneri ms,herb,perennial,,0.35,90,230,3,15,linear,simple
Caladenia,infundibularis,Caladenia infundibularis,herb,perennial,,0.5,100,230,6,13,linear,simple
Caladenia,interjacens ms,Caladenia interjacens ms,herb,perennial,,0.5,100,250,10,15,linear,simple
Caladenia,pectinata,Caladenia pectinata,herb,perennial,,0.6,150,300,8,12,linear,simple
Caladenia,viridescens ms,Caladenia viridescens ms,herb,perennial,,0.45,110,220,5,17,linear,simple
Caladenia,attingens ms,Caladenia attingens ms,herb,perennial,,0.4,75,250,4,13,linear,simple
Caladenia,lobata,Caladenia lobata,herb,perennial,,0.45,120,250,7,19,linear,simple
Caladenia,brownii ms,Caladenia brownii ms,herb,perennial,,0.55,100,280,5,18,linear,simple
Caladenia,corynephora,Caladenia corynephora,herb,perennial,,0.5,130,200,4,7,linear,simple
Caladenia,georgei ms,Caladenia georgei ms,herb,perennial,,0.5,100,200,6,12,linear,simple
Caladenia,heberleana ms,Caladenia heberleana ms,herb,perennial,,0.4,100,200,5,10,linear,simple
Caladenia,huegelii,Caladenia huegelii,herb,perennial,,0.6,150,270,8,12,linear,simple
Caladenia,lorea ms,Caladenia lorea ms,herb,perennial,,0.35,200,200,7,10,linear,simple
Caladenia,radiata,Caladenia radiata,herb,perennial,,0.4,100,250,5,10,linear,simple
Caladenia,thinicola ms,Caladenia thinicola ms,herb,perennial,,0.5,130,260,6,7,linear,simple
Calochilus,sp. Southwest swamps,Calochilus sp. Southwest swamps,herb,perennial,,0.6,60,300,4,15,linear,simple
Corybas,abditus,Corybas abditus,herb,perennial,,0.02,8.5,21,8.5,20,orbicular,simple
Corybas,despectans,Corybas despectans,herb,perennial,,0.02,13,25,14,30,orbicular,simple
Corybas,limpidus,Corybas limpidus,herb,perennial,,0.01,18,35,18,35,orbicular,simple
Corybas,recurvus,Corybas recurvus,herb,perennial,,0.03,15,40,15,44,orbicular,simple
Cryptostylis,ovata,Cryptostylis ovata,herb,perennial,,0.75,80,225,40,80,elliptic,simple
Cyanicula,deformis,Cyanicula deformis,herb,perennial,,0.15,35,90,2,5,elliptic,simple
Cyanicula,gemmata,Cyanicula gemmata,herb,perennial,,0.15,20,40,10,15,elliptic,simple
Cyanicula,gertrudiae,Cyanicula gertrudiae,herb,perennial,,0.18,25,50,10,18,elliptic,simple
Cyanicula,sericea,Cyanicula sericea,herb,perennial,,0.4,45,130,5,27,elliptic,simple
Cyrtostylis,huegelii,Cyrtostylis huegelii,herb,perennial,,0.3,25,65,24,60,orbicular,simple
Cyrtostylis,robusta,Cyrtostylis robusta,herb,perennial,,0.24,15,57,14,51,orbicular,simple
Cyrtostylis,tenuissima,Cyrtostylis tenuissima,herb,perennial,,0.2,10,25,10,25,orbicular,simple
Diuris,amplissima,Diuris amplissima,herb,perennial,,0.6,120,300,5,20,orbicular,simple
Diuris,corymbosa,Diuris corymbosa,herb,perennial,,0.45,70,220,5,10,linear,simple
Diuris,longifolia,Diuris longifolia,herb,perennial,,0.5,90,200,5,12,linear,simple
Diuris,drummondii,Diuris drummondii,herb,perennial,,1,200,250,8,8,linear,simple
Diuris,emarginata,Diuris emarginata,herb,perennial,,0.5,70,180,3,5,linear,simple
Diuris,herberlei,Diuris herberlei,herb,perennial,,0.5,100,150,2,4,linear,simple
Diuris,laevis,Diuris laevis,herb,perennial,,0.35,80,100,3,3,linear,simple
Diuris,laxiflora,Diuris laxiflora,herb,perennial,,0.3,50,150,3,3,linear,simple
Diuris,pauciflora,Diuris pauciflora,herb,perennial,,0.35,120,120,2,2,linear,simple
Diuris,setacea,Diuris setacea,herb,perennial,,0.3,60,100,2,3,linear,simple
Drakaea,elastica,Drakaea elastica,herb,perennial,,0.3,13,20,14,20,orbicular,simple
Drakaea,glyptodon,Drakaea glyptodon,herb,perennial,,0.33,8,15,7,14,orbicular,simple
Drakaea,gracilis ms,Drakaea gracilis ms,herb,perennial,,0.22,10,20,10,20,orbicular,simple
Drakaea,livida,Drakaea livida,herb,perennial,,0.4,9,15,7,16,orbicular,simple
Drakaea,micrantha ms,Drakaea micrantha ms,herb,perennial,,0.25,4,12,4,11,orbicular,simple
Drakaea,thynniphila,Drakaea thynniphila,herb,perennial,,0.4,10,20,10,20,orbicular,simple
Elythranthera,brunonis,Elythranthera brunonis,herb,perennial,,0.35,40,110,4,10,elliptic,simple
Elythranthera,emarginata,Elythranthera emarginata,herb,perennial,,0.35,40,150,4,9,elliptic,simple
Epiblema,grandiflorum,Epiblema grandiflorum,herb,perennial,,0.8,150,250,2.5,4,linear,simple
Eriochilus,dilatatus,Eriochilus dilatatus,herb,perennial,,0.4,10,65,4,18,elliptic,simple
Eriochilus,helonomos ms,Eriochilus helonomos ms,herb,perennial,,0.12,8,20,4,8,elliptic,simple
Eriochilus,pulchellus ms,Eriochilus pulchellus ms,herb,perennial,,0.27,14,25,3.5,7,elliptic,simple
Eriochilus,scaber,Eriochilus scaber,herb,perennial,,0.15,8,30,5,15,elliptic,simple
Eriochilus,tenuissima,Eriochilus tenuissima,herb,perennial,,0.2,12,30,5,12,elliptic,simple
Eriochilus,valens ms,Eriochilus valens ms,herb,perennial,,0.3,10,20,5,11,elliptic,simple
Gastrodia,lacista,Gastrodia lacista,herb,perennial,,0.65,,,,,,
Leporella,fimbriata,Leporella fimbriata,herb,perennial,,0.3,10,40,5,20,elliptic,simple
Leptoceras,menziesii,Leptoceras menziesii,herb,perennial,,0.3,60,100,10,25,elliptic,simple
Lyperanthus,serratus,Lyperanthus serratus,herb,perennial,,0.5,200,400,7,15,elliptic,simple
Microtis,alba,Microtis alba,herb,perennial,,0.6,150,600,4,9,linear,simple
Microtis,pulchella,Microtis pulchella,herb,perennial,,0.3,100,200,3,3,linear,simple
Microtis,atrata,Microtis atrata,herb,perennial,,0.2,30,150,3,3,linear,simple
Microtis,brownii,Microtis brownii,herb,perennial,,0.6,200,500,2,4,linear,simple
Microtis,familiaris,Microtis familiaris,herb,perennial,,0.2,80,200,2,2,linear,simple
Microtis,globula,Microtis globula,herb,perennial,,0.4,80,250,2,4,linear,simple
Microtis,media,Microtis media,herb,perennial,,0.6,250,600,2,8,linear,simple
Microtis,orbicularis,Microtis orbicularis,herb,perennial,,0.35,70,300,3,3,linear,simple
Paracaleana,lineraifolia ms,Paracaleana  lineraifolia ms,herb,perennial,,0.1,10,30,1.5,5,linear,simple
Paracaleana,nigrita,Paracaleana  nigrita,herb,perennial,,0.17,10,25,5,8,linear,simple
Prasophyllum,cucullatum,Prasophyllum cucullatum,herb,perennial,,0.2,60,180,3,6,linear,simple
Prasophyllum,gibbosum,Prasophyllum gibbosum,herb,perennial,,0.35,80,210,3,5,linear,simple
Prasophyllum,hians,Prasophyllum hians,herb,perennial,,0.55,130,330,2,4,linear,simple
Prasophyllum,parvifolium,Prasophyllum parvifolium,herb,perennial,,0.4,100,300,2,3,linear,simple
Prasophyllum,calcicola ms,Prasophyllum calcicola ms,herb,perennial,,0.3,110,270,2,4,linear,simple
Prasophyllum,cyphochilum,Prasophyllum cyphochilum,herb,perennial,,0.4,100,200,2,2,linear,simple
Prasophyllum,gracile,Prasophyllum gracile,herb,perennial,,0.3,100,300,2,2,linear,simple
Prasophyllum,macrostachyum,Prasophyllum macrostachyum,herb,perennial,,0.5,120,420,2,2,linear,simple
Prasophyllum,odoratissimum,Prasophyllum odoratissimum,herb,perennial,,0.4,150,400,3,3,linear,simple
Prasophyllum,plumiforme,Prasophyllum plumiforme,herb,perennial,,0.4,90,230,2,3,linear,simple
Prasophyllum,drummondii,Prasophyllum drummondii,herb,perennial,,0.75,300,700,5,5,linear,simple
Prasophyllum,fimbria,Prasophyllum fimbria,herb,perennial,,0.9,200,800,5,10,linear,simple
Prasophyllum,triangulare,Prasophyllum triangulare,herb,perennial,,0.55,250,450,2,5,linear,simple
Prasophyllum,brownii,Prasophyllum brownii,herb,perennial,,1.2,600,900,5,15,linear,simple
Prasophyllum,elatum,Prasophyllum elatum,herb,perennial,,1.2,250,800,5,15,linear,simple
Prasophyllum,giganteum,Prasophyllum giganteum,herb,perennial,,1.2,300,900,6,10,linear,simple
Prasophyllum,regium,Prasophyllum regium,herb,perennial,,1.75,200,1200,6,18,linear,simple
Pterostylis,angusta,Pterostylis angusta,herb,perennial,,0.2,12,30,5,5,elliptic,simple
Pterostylis,aspera,Pterostylis aspera,herb,perennial,,0.2,10,40,3,5,elliptic,simple
Pterostylis,brevisepala ms,Pterostylis brevisepala ms,herb,perennial,,0.15,5,25,5,10,elliptic,simple
Pterostylis,rogersii,Pterostylis rogersii,herb,perennial,,0.22,10,50,2,8,elliptic,simple
Pterostylis,sp. Slender smail orchid,Pterostylis sp. Slender smail orchid,herb,perennial,,0.35,5,30,3,12,elliptic,simple
Pterostylis,recurva,Pterostylis recurva,herb,perennial,,0.6,10,60,5,10,elliptic,simple
Pterostylis,barbata,Pterostylis barbata,herb,perennial,,0.3,10,40,5,12,elliptic,simple
Pterostylis,turfosa,Pterostylis turfosa,herb,perennial,,0.35,15,30,4,8,elliptic,simple
Pterostylis,vittata,Pterostylis vittata,herb,perennial,,0.48,20,50,4,12,elliptic,simple
Pyrorchis,forrestii,Pyrorchis forrestii,herb,perennial,,0.3,40,80,20,40,elliptic,simple
Pyrorchis,nigricans,Pyrorchis nigricans,herb,perennial,,0.3,20,80,30,60,elliptic,simple
Thelymitra,benthamiana,Thelymitra benthamiana,herb,perennial,,0.4,70,190,18,35,elliptic,simple
Thelymitra,fuscolutea,Thelymitra fuscolutea,herb,perennial,,0.35,50,100,12,20,elliptic,simple
