site_name,trait_name,unit,value,notes
dry monsoon forest,longitude,deg,130.9,
dry monsoon forest,latitude,deg,-12.4,
open forest,longitude,deg,131,
open forest,latitude,deg,-12.7,
swamp,longitude,deg,131,
swamp,latitude,deg,-12.7,
woodland,longitude,deg,131,
woodland,latitude,deg,-12.7,
