var_name,trait_name,unit
site_id,NA,NA
TRAIT: Growth Form CATEGORICAL: EP epiphyte (mistletoe) F fern G grass H herb S shrub T tree V vine,plant_growth_form,NA
TRAIT: SLA UNITS: mm2/g,specific_leaf_area,mm2/mg
TRAIT: Leaf Size UNITS: mm2,leaf_area,mm2
TRAIT: Leaf Dry Mass UNITS: g,leaf_dry_mass,g
TRAIT: LeafWidth UNITS: mm,leaf_width,mm
TRAIT: Height UNITS: m,plant_height,m
