Country,Locality,Latitude ,Longitude,State,Altitude (m),Plant Family,Plant species,Growth type,Herbivores,Growth type,Tree number,Leaf number,Leaf Damage Class - Dirzo method,Total leaf area (cm2)- Image J,Leaf area removed (cm2) - Image J,Herbivory (%) ,Miner damage class - Dirzo method,Gall damage class - Dirzo method,Collector
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,9,2,15.982,0.056,0.4,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,10,0,7.223,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,11,0,7.963,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,12,1,9.605,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,13,0,13.27,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,14,4,5.962,1.877,31.5,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,15,2,14.057,0.144,1,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,16,1,7.984,0.089,1.1,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,17,1,6.556,0.077,1.2,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,18,0,11.543,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,19,2,12.682,0.238,1.9,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,20,0,12.731,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,21,3,4.458,0.601,13.5,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,22,2,11.693,0.747,6.4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,23,2,11.777,0.52,4.4,1,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,24,2,10.05,0.108,1.1,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,25,2,3.782,0.364,9.6,1,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,26,4,4.629,0.925,20,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,27,2,3.935,0.093,2.4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,28,4,7.793,1.144,14.7,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,29,4,8.015,0.861,10.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,30,6,4.627,3.175,68.6,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,31,3,12.419,1.493,12,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,32,3,12.145,0.35,2.9,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,33,0,5.45,0,0,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,34,0,8.136,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,35,0,8.433,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,36,3,7.459,0.63,8.4,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,37,2,12.809,0.562,4.4,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,38,3,7.938,1.194,15,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,39,3,7.958,0.591,7.4,1,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,40,2,4.749,0.129,2.7,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,41,3,7.406,0.783,10.6,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,42,4,7.703,4.047,52.5,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,43,0,4.727,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,44,5,5.69,2.821,49.6,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,45,3,5.411,1.644,30.4,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,46,4,5.569,1.316,23.6,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,47,4,3.738,0.825,22.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,48,2,6.663,0.05,0.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,49,0,7.778,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,2,50,3,3.397,0.79,23.3,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,1,2,4.42,0.05,1.1,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,2,0,8.052,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,3,1,8.156,0.009,0.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,4,1,4.595,0.122,2.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,5,1,7.266,0.018,0.2,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,6,0,8.969,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,7,0,3.823,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,8,3,7.841,0.778,9.9,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,9,0,4.736,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,10,3,6.74,0.32,4.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,11,0,10.769,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,12,0,7.306,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,13,0,6.085,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,14,0,4.221,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,15,1,6.244,0.007,0.1,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,16,3,8.363,1.009,12.1,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,17,0,8.551,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,18,0,6.847,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,19,0,7.696,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,20,2,10.144,0.104,1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,21,0,6.731,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,22,3,4.365,0.177,4.1,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,23,0,7.108,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,24,2,6.001,0.144,2.4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,25,0,6.372,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,26,0,6.156,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,27,0,5.884,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,28,0,7.875,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,29,1,3.653,0.007,0.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,30,0,4.632,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,31,1,3.282,0.011,0.3,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,32,0,5.658,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,33,1,8.803,0.059,0.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,34,0,8.55,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,35,0,10.2,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,36,0,9.816,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,37,0,7.698,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,38,3,8.702,0.561,6.4,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,39,0,10.196,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,40,0,4.513,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,41,0,4.066,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,42,1,8.671,0.272,3.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,43,0,8.69,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,44,0,8.446,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,45,1,6.825,0.223,3.3,1,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,46,0,5.924,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,47,0,4.378,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,48,3,5.174,0.955,18.5,2,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,49,3,3.765,0.501,13.3,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,3,50,0,4.062,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,1,1,6.527,0.046,0.7,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,2,1,10.294,0.076,0.7,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,3,0,5.454,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,4,0,4.439,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,5,0,4.55,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,6,0,4.712,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,7,0,7.915,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,8,0,8.697,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,9,0,7.652,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,10,0,5.856,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,11,0,7.159,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,12,2,5.525,0.063,1.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,13,0,7.131,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,14,2,3.701,0.176,4.8,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,15,1,7.414,0.031,0.4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,16,2,4.209,0.252,6,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,17,0,5.272,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,18,0,7.044,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,19,0,4.669,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,20,0,4.421,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,21,0,8.907,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,22,0,5.291,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,23,0,10.811,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,24,0,4.944,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,25,0,4.893,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,26,0,3.273,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,27,0,4.065,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,28,0,5.434,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,29,0,13.833,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,30,1,5.127,0.018,0.4,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,31,0,6.539,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,32,0,9.768,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,33,0,5.086,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,34,1,8.282,0.019,0.2,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,35,0,4.922,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,36,0,8.923,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,37,0,2.489,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,38,0,3.352,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,39,3,10.917,0.963,8.8,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,40,0,3.532,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,41,0,7.085,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,42,0,9.56,0,0,0,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,43,0,7.11,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,44,1,11.842,0.113,1,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,45,0,9.108,0,0,1,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,46,0,14.244,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,47,0,12.135,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,48,0,6.856,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,49,1,5.777,0.059,1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,4,50,2,9.354,0.57,6.1,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,5,1,3,9.868,0.903,9.2,0,2,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,5,2,2,14.837,0.132,0.9,1,1,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,5,3,2,13.452,0.528,3.9,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,5,4,0,4.679,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,5,5,0,2.465,0,0,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,5,6,1,12.887,0.061,0.5,0,0,Mark Ooi
Australia,"Royal National Park, Sydney",-34.114,151.066417,NSW,100,Sapindaceae,Dodonaea triquetra,Shrub,chewers,shrub,5,7,3,7.881,0.749,9.5,0,0,Mark Ooi
