dataset_id,find,replace,reason,taxonomic_resolution
NTH_2025,Swainsona colutoides F.Muell.,Swainsona colutoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona cyclocarpa F.Muell.,Swainsona cyclocarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona disjuncta Joy Thomps.,Swainsona disjuncta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona flavicarinata J.M.Black,Swainsona flavicarinata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona formosa (G.Don) Joy Thomps.,Swainsona formosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona laciniata A.T.Lee,Swainsona laciniata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona laxa R.Br.,Swainsona laxa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona microphylla A.Gray,Swainsona microphylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona oligophylla F.Muell. ex Benth.,Swainsona oligophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona oroboides F.Muell. ex Benth.,Swainsona oroboides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona phacoides Benth.,Swainsona phacoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona purpurea (A.T.Lee) Joy Thomps.,Swainsona purpurea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona rostrata Joy Thomps.,Swainsona rostrata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona tanamiensis Joy Thomps.,Swainsona tanamiensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona tenuis E.Pritz.,Swainsona tenuis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona unifoliolata F.Muell.,Swainsona unifoliolata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Swainsona villosa J.M.Black,Swainsona villosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Symphyotrichum subulatum (Michx.) G.L.Nesom,Symphyotrichum subulatum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Synaptantha tillaeacea (F.Muell.) Hook.f. var. hispidula Halford,Synaptantha tillaeacea,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Synaptantha tillaeacea (F.Muell.) Hook.f. var. tillaeacea,Synaptantha tillaeacea var. tillaeacea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),variety
NTH_2025,Synedrella nodiflora (L.) Gaertn.,Synedrella nodiflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Synostemon brunonis (S.Moore) I.Telford & J.J.Bruhl,Synostemon brunonis,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon cowiei I.Telford & J.J.Bruhl,Synostemon cowiei,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon ditassoides (M�ll.Arg.) I.Telford & Pruesapan,Synostemon ditassoides,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon dunlopii (J.T.Hunter & J.J.Bruhl) I.Telford & Pruesapan,Synostemon dunlopii,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon filicinus (J.T.Hunter & J.J.Bruhl) I.Telford & Pruesapan,Synostemon filicinus,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon glaucus F.Muell.,Synostemon glaucus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Synostemon gracilis (J.T.Hunter & J.J.Bruhl) I.Telford & Pruesapan,Synostemon gracilis,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon huntii (Ewart & O.B.Davies) I.Telford & J.J.Bruhl,Synostemon huntii,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon inaequisepalus I.Telford & J.J.Bruhl,Synostemon inaequisepalus,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon nitmiluk I.Telford & J.J.Bruhl,Synostemon nitmiluk,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon ochrophyllus (Benth.) I.Telford & Pruesapan,Synostemon ochrophyllus,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon paucifolius (J.T.Hunter & J.J.Bruhl) I.Telford & J.J.Bruhl,Synostemon paucifolius,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon pinifolius (J.T.Hunter & J.J.Bruhl) I.Telford & Pruesapan,Synostemon pinifolius,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon ramosissimus F.Muell.,Synostemon ramosissimus,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Synostemon rhytidospermus (F.Muell. ex M�ll.Arg.) I.Telford & Pruesapan,Synostemon rhytidospermus,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Synostemon rigens F.Muell.,Synostemon rigens,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Synostemon rigidulus (F.Muell. ex M�ll.Arg.) I.Telford & Pruesapan,Synostemon rigidulus,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon rimophilus (J.T.Hunter & J.J.Bruhl) I.Telford & Pruesapan,Synostemon rimophilus,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon sp. Mann River (I.D.Cowie 8724),Synostemon sp. [Synostemon sp. Mann River (I.D.Cowie 8724)],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Synostemon sp. sand plains (I.D.Cowie 12879) Cowie & Telford,Synostemon sp. [Synostemon sp. sand plains (I.D.Cowie 12879) Cowie & Telford],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Synostemon stenocladus (M�ll.Arg.) I.Telford & Pruesapan,Synostemon stenocladus,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Synostemon trachyspermus (F.Muell.) I.Telford & Pruesapan,Synostemon trachyspermus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Syzygium angophoroides (F.Muell.) B.Hyland,Syzygium angophoroides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Syzygium arenitense Craven,Syzygium arenitense,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Syzygium armstrongii (Benth.) B.Hyland,Syzygium armstrongii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Syzygium claviflorum (Roxb.) Wall. ex Steud.,Syzygium claviflorum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Syzygium eucalyptoides (F.Muell.) B.Hyland subsp. bleeseri (O.Schwarz) B.Hyland,Syzygium eucalyptoides,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Syzygium eucalyptoides (F.Muell.) B.Hyland subsp. eucalyptoides,Syzygium eucalyptoides subsp. eucalyptoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Syzygium fibrosum (F.M.Bailey) Hartley & L.M.Perry,Syzygium fibrosum,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Syzygium hemilamprum (F.Muell. ex F.M.Bailey) Craven & Biffin,Syzygium hemilamprum,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Syzygium minutuliflorum (F.Muell.) B.Hyland,Syzygium minutuliflorum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Syzygium nervosum DC.,Syzygium nervosum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Syzygium suborbiculare (Benth.) T.G.Hartley & L.M.Perry,Syzygium suborbiculare,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tabernaemontana orientalis R.Br.,Tabernaemontana orientalis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tacca leontopetaloides (L.) Kuntze,Tacca leontopetaloides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tacca maculata Seem.,Tacca maculata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Taenitis blechnoides (Willd.) Sw.,Taenitis blechnoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Taenitis pinnata (J.Sm.) Houtt.,Taenitis pinnata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tamarindus indica L.,Tamarindus indica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tamarix aphylla (L.) H.Karst.,Tamarix aphylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tarenna dallachiana (F.Muell. ex Benth.) S.Moore subsp. expandens (F.Muell.) S.T.Reynolds & P.I.Forst.,Tarenna dallachiana,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tarenna pentamera (Benth.) S.T.Reynolds,Tarenna pentamera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tarennoidea wallichii (Hook.f.) Tirveng. & Sastre,Tarennoidea wallichii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tectaria siifolia (Willd.) Copel.,Tectaria siifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tecticornia calyptrata (Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,Tecticornia calyptrata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tecticornia disarticulata (Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,Tecticornia disarticulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tecticornia halocnemoides (Nees) K.A.Sheph. & Paul G.Wilson subsp. longispicata (Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,Tecticornia halocnemoides,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tecticornia halocnemoides (Nees) K.A.Sheph. & Paul G.Wilson subsp. tenuis (Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,Tecticornia halocnemoides,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tecticornia indica (Willd) K.A.Sheph. & Paul G.Wilson subsp. bidens (Nees) K.A.Sheph. & Paul G.Wilson,Tecticornia indica,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tecticornia indica (Willd) K.A.Sheph. & Paul G.Wilson subsp. leiostachya (Benth.) K.A.Sheph. & Paul G.Wilson,Tecticornia indica,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tecticornia pergranulata (J.M.Black) K.A.Sheph. & Paul G.Wilson subsp. elongata (Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,Tecticornia pergranulata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tecticornia pruinosa (Paulsen) K.A.Sheph. & Paul G.Wilson,Tecticornia pruinosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tecticornia tenuis (Benth.) K.A.Sheph. & Paul G.Wilson,Tecticornia tenuis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tecticornia triandra (F.Muell.) K.A.Sheph. & Paul G.Wilson,Tecticornia triandra,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tecticornia verrucosa Paul G.Wilson,Tecticornia verrucosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,"Telmatoblechnum indicum (Burm.f.) Perrie, D.J.Ohlsen & Brownsey",Telmatoblechnum indicum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Templetonia egena (F.Muell.) Benth.,Templetonia egena,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Templetonia hookeri (F.Muell.) Benth.,Templetonia hookeri,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia arnhemica C.T.White,Tephrosia arnhemica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia bifacialis Cowie,Tephrosia bifacialis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia brachycarpa F.Muell. ex Benth.,Tephrosia brachycarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia brachyodon Domin var. longifolia (Benth.) Domin,Tephrosia brachyodon,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia carriemichelliae Cowie,Tephrosia carriemichelliae,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia conspicua W.Fitzg.,Tephrosia conspicua,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia coriacea Benth.,Tephrosia coriacea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia crocea Benth.,Tephrosia crocea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia delestangii Pedley,Tephrosia delestangii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia ephippioides Cowie,Tephrosia ephippioides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia eriocarpa Benth.,Tephrosia eriocarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia filipes Benth.,Tephrosia filipes,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia forrestiana F.Muell.,Tephrosia forrestiana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia gyropoda Cowie,Tephrosia gyropoda,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia humifusa Cowie,Tephrosia humifusa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia insolens  R.Butcher & Cowie,Tephrosia insolens,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Tephrosia juncea R.Br. ex Benth.,Tephrosia juncea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia lamprolobioides F.Muell.,Tephrosia lamprolobioides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia lasiochlaena Cowie,Tephrosia lasiochlaena,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia leptoclada Benth.,Tephrosia leptoclada,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia lithosperma R.Butcher & Cowie,Tephrosia lithosperma,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Tephrosia macrocarpa Benth.,Tephrosia macrocarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia maculata Merr. & L.M.Perry,Tephrosia maculata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia nana Kotschy ex Schweinf.,Tephrosia nana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia nematophylla F.Muell.,Tephrosia nematophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia oblongata R.Br. ex Benth.,Tephrosia oblongata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia oligophylla Benth.,Tephrosia oligophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia phaeosperma F.Muell. ex Benth.,Tephrosia phaeosperma,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia polyzyga F.Muell. ex Benth.,Tephrosia polyzyga,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia porrecta R.Br. ex Benth.,Tephrosia porrecta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia procera Cowie,Tephrosia procera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia pumila (Lam.) Pers.,Tephrosia pumila,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia remotiflora F.Muell. ex Benth.,Tephrosia remotiflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia remotiflora F.Muell. ex Benth. subsp. erect hairs (I.D.Cowie 3322) Cowie,Tephrosia remotiflora,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia reticulata Benth.,Tephrosia reticulata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia rosea F.Muell. ex Benth. var. clementii Domin,Tephrosia rosea,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia simplicifolia F.Muell. ex Benth.,Tephrosia simplicifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia sp. Bungaroo Creek (M.E.Trudgen 11601),Tephrosia sp. Bungaroo Creek (M.E.Trudgen 11601),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Tephrosia sp. Central (P.K. Latz 17037) WA Herbarium,Tephrosia sp. Central (P.K.Latz 17037),Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia sp. conduplicate (B.L.Rice 3139) I.D.Cowie,Tephrosia sp. Conduplicate (B.L.Rice 3139),Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia sp. D Kimberley Flora (R.D.Royce 1848) WA Herbarium,Tephrosia sp. D Kimberley Flora (R.D.Royce 1848),Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia sp. deserts (J.R.Maconochie 1403) WA Herbarium,Tephrosia sp. deserts (J.R.Maconochie 1403),Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia sp. dunes (J.R.Maconochie 938),Tephrosia sp. Dunes (J.R.Maconochie 938),Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Tephrosia sp. E Kimberley Flora (C.A.Gardner 9937) WA Herbarium,Tephrosia sp. E Kimberley Flora (C.A.Gardner 9937),Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia sp. G Kimberley Flora (G.J.Keighery 4828) WA Herbarium,Tephrosia sp. G Kimberley Flora (G.J.Keighery 4828),Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Tephrosia sp. Kununurra (T.Handesyde Th00 250) Cowie & Butcher,Tephrosia sp. Kununurra (T.Handesyde TH00 250),Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia sp. Maud Creek (C.R.Michell 43),Tephrosia sp. Maud Creek (C.R.Michell 43),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Tephrosia sp. Muddy Bay (P.I.Forster+ PIF15313),Tephrosia sp. Muddy Bay (P.I.Forster+ PIF15313),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Tephrosia sp. Northern (K.F.Kenneally 11950),Tephrosia sp. Northern (K.F.Kenneally 11950),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Tephrosia sp. Pentecost River (I.D.Cowie 4168) I.D.Cowie,Tephrosia sp. Pentecost River (I.D.Cowie 4168),Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tephrosia sp. sparse pinnae (C.R.Michell 2202),Tephrosia sp. Sparse pinnae (C.R.Michell 2202),Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Tephrosia spechtii Pedley,Tephrosia spechtii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia sphaerospora F.Muell.,Tephrosia sphaerospora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia stipuligera W.Fitzg.,Tephrosia stipuligera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia stuartii Benth.,Tephrosia stuartii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia subpectinata Domin,Tephrosia subpectinata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia valleculata Cowie,Tephrosia valleculata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Tephrosia virens Pedley,Tephrosia virens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia aridicola Domin,Terminalia aridicola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia aridicola Domin subsp. aridicola,Terminalia aridicola subsp. aridicola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Terminalia arostrata Ewart & O.B.Davies,Terminalia arostrata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia bursarina F.Muell.,Terminalia bursarina,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia canescens (DC.) Radlk. ex T.Durand,Terminalia canescens,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Terminalia carpentariae C.T.White,Terminalia carpentariae,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia catappa L.,Terminalia catappa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia erythrocarpa F.Muell.,Terminalia erythrocarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia ferdinandiana Exell,Terminalia ferdinandiana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia fitzgeraldii C.A.Gardner,Terminalia fitzgeraldii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia grandiflora F.Muell.,Terminalia grandiflora,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Terminalia latipes Benth.,Terminalia latipes,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia microcarpa Decne.,Terminalia microcarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia platyphylla F.Muell.,Terminalia platyphylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia platyptera F.Muell.,Terminalia platyptera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia pterocarya F.Muell.,Terminalia pterocarya,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia savannicola Byrnes,Terminalia savannicola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia sp. Black Point (G.M.Wightman 120),Terminalia sp. Black Point (G.M.Wightman 120),Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia subacroptera Domin,Terminalia subacroptera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Terminalia volucris R.Br. ex Benth.,Terminalia volucris,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Ternstroemia cherryi (F.M.Bailey) Merr.,Ternstroemia cherryi,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Tetragonia eremaea Ostenf.,Tetragonia eremaea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Teucrium albicaule Toelken,Teucrium albicaule,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Teucrium disjunctum K.R.Thiele & K.A.Sheph.,Teucrium disjunctum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Teucrium grandiusculum F.Muell. subsp. grandiusculum,Teucrium grandiusculum,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Teucrium integrifolium F.Muell. ex Benth.,Teucrium integrifolium,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Teucrium racemosum R.Br.,Teucrium racemosum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Teucrium teucriiflorum (F.Muell.) Kattari & Salmaki,Teucrium teucriiflorum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Thaumastochloa major S.T.Blake,Thaumastochloa major,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
