"View","Taxon Name","NT Endemic","NT Only","Current Name","Name w/Data (non-current)","Checklist Category","Taxon Status","Eco Source","Eco Status","Deciduous","Diaspore Dispersal Agent","Diaspore Morphology","Ephiphytic","Fire Response Adult","Fire Response Juvenile","Flowering Breeding System","Growth Form","Growth Form NVIS","Growth Form YB","Longevity","Mass Recruitment","Metabolic Type","Mycorrhiza","Nitrogen Fixing","Palatibility","Parasitic","Phenology Flowering","Phenology Fruit Maturity","Pollen Transfer","Pollination Breeding System","Pollination Syndrome","Presence Defence Compounds","Presence Defence Structures","Response To Grazing","Resprout Type","Resurrection","Seed Bank","Taxon ID","Taxon Id","Underground Storage","Vegetative Spread"
"View","AIZOACEAE Trianthema triquetrum Willd.","N","N","Y","N","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","-","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","84","84","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","AIZOACEAE Trianthema turgidifolium F.Muell.","N","N","Y","N","SR","ACTIVE","Albrecht 2004, Brennan 2004","ACTIVE","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","86","86","-","-"
"-","AIZOACEAE Zaleya","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","87","-","-"
"-","AIZOACEAE Zaleya galericulata (Melville) H.Eichler","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","88","-","-"
"View","AIZOACEAE Zaleya galericulata (Melville) H.Eichler subsp. galericulata","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Facultatively deciduous","-","-","N","Resprouter","-","-","Forb","Forb","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","20400","20400","With distinct swollen storage structure from which resprouting may occur","Plants always discrete (includes shortly rhizomatous)"
"-","ALISMATACEAE","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","89","-","-"
"-","ALISMATACEAE Butomopsis","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3018","-","-"
"View","ALISMATACEAE Butomopsis latifolia (D.Don) Kunth","-","-","Y","-","NT","ACTIVE","Cowie 2019","ACTIVE","-","-","-","-","-","-","-","Forb","Forb, Aquatic","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3019","3019","-","-"
"-","ALISMATACEAE Caldesia","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","90","-","-"
"-","ALISMATACEAE Caldesia acanthocarpa (F.Muell.) Buchenau","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Aquatic","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","91","-","-"
"-","ALISMATACEAE Caldesia oligococca (F.Muell.) Buchenau","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Aquatic","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","92","-","-"
"-","ALISMATACEAE Caldesia oligococca (F.Muell.) Buchenau var. oligococca","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Aquatic","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","93","-","-"
"-","AMARANTHACEAE","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","94","-","-"
"-","AMARANTHACEAE Achyranthes","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95","-","-"
"View","AMARANTHACEAE Achyranthes aspera L.","-","-","Y","-","SR","ACTIVE","Yates 2003, JRS 2004","-","Facultatively deciduous","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Canopy-stored seed, Soil-stored seed","96","96","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","AMARANTHACEAE Aerva","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","97","-","-"
"View","AMARANTHACEAE Aerva javanica (Burm.f.) Juss.","N","N","Y","N","SR","ACTIVE","Albrecht 2004, Brennan 2004","ACTIVE","-","-","-","N","-","-","-","Forb, Subshrub","Forb, Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","98","98","-","-"
"-","AMARANTHACEAE Alternanthera","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","99","-","-"
"View","AMARANTHACEAE Alternanthera angustifolia R.Br.","-","-","Y","-","SR","ACTIVE","KNP plots, Albrecht 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","100","100","-","Plants always discrete (includes shortly rhizomatous)"
"-","AMARANTHACEAE Alternanthera brasiliana (L.) Kuntze","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","102","-","-"
"View","AMARANTHACEAE Alternanthera denticulata R.Br.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","104","104","-","-"
"-","AMARANTHACEAE Alternanthera denticulata R.Br. var. denticulata","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26991","-","-"
"-","AMARANTHACEAE Alternanthera denticulata R.Br. var. micrantha Benth.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26990","-","-"
"-","AMARANTHACEAE Alternanthera ficoidea (L.) P.Beauv.","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22894","-","-"
"View","AMARANTHACEAE Alternanthera nana R.Br.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","106","106","-","-"
"View","AMARANTHACEAE Alternanthera nodiflora R.Br.","-","-","Y","-","SR","ACTIVE","Yates 2003, Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","107","107","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","AMARANTHACEAE Alternanthera pungens Kunth","N","N","Y","N","SR","ACTIVE","Albrecht 2004, Brennan 2004","ACTIVE","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","108","108","-","-"
"-","AMARANTHACEAE Amaranthus","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","109","-","-"
"-","AMARANTHACEAE Amaranthus caudatus L.","N","N","Y","N","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049572","-","-"
"View","AMARANTHACEAE Amaranthus centralis J.Palmer & Mowatt","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","21930","21930","-","-"
"View","AMARANTHACEAE Amaranthus cochleitepalus Domin","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004","-","Evergreen","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","110","110","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","AMARANTHACEAE Amaranthus cuspidifolius Domin","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","21935","21935","-","-"
"View","AMARANTHACEAE Amaranthus grandiflorus (J.M.Black) J.M.Black","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","111","111","-","-"
"-","AMARANTHACEAE Amaranthus hybridus L.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","112","-","-"
"-","AMARANTHACEAE Amaranthus induratus C.A.Gardner ex J.Palmer & Mowatt","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20401","-","-"
"View","AMARANTHACEAE Amaranthus interruptus R.Br.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","113","113","-","-"
"View","AMARANTHACEAE Amaranthus macrocarpus Benth.","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","21934","21934","-","-"
"-","AMARANTHACEAE Amaranthus macrocarpus Benth. var. macrocarpus","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","25929","-","-"
"View","AMARANTHACEAE Amaranthus mitchellii Benth.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","115","115","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","AMARANTHACEAE Amaranthus retroflexus L.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049573","-","-"
"-","AMARANTHACEAE Amaranthus rhombeus R.Br.","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26153","-","-"
"-","AMARANTHACEAE Amaranthus spinosus L.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","117","-","-"
"-","AMARANTHACEAE Amaranthus tricolor L.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","118","-","-"
"-","AMARANTHACEAE Amaranthus undulatus R.Br.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26152","-","-"
"View","AMARANTHACEAE Amaranthus viridis L.","-","-","Y","-","NT","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","119","119","-","-"
"-","AMARANTHACEAE Atriplex","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1116","-","-"
"View","AMARANTHACEAE Atriplex angulata Benth.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Chenopod shrub","-","Annual or ephemeral, Perennial, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1117","1117","-","-"
"-","AMARANTHACEAE Atriplex crassipes J.M.Black","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Chenopod shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1118","-","-"
"View","AMARANTHACEAE Atriplex crassipes J.M.Black var. crassipes","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Chenopod shrub","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","20426","20426","-","-"
"View","AMARANTHACEAE Atriplex eardleyae Aellen","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Chenopod shrub","-","Annual or ephemeral, Perennial, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1119","1119","-","-"
"View","AMARANTHACEAE Atriplex elachophylla F.Muell.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen, Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder, Resprouter","-","-","Forb, Subshrub","Chenopod shrub","-","Annual or ephemeral, Perennial, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","1120","1120","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","AMARANTHACEAE Atriplex fissivalvis F.Muell.","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Chenopod shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1121","1121","-","-"
"View","AMARANTHACEAE Atriplex flabelliformis Paul G.Wilson","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Subshrub","Chenopod shrub","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1122","1122","-","-"
"View","AMARANTHACEAE Atriplex holocarpa F.Muell.","-","-","Y","-","SR","ACTIVE","Latz 2004, Liddle 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Chenopod shrub","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","1123","1123","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","AMARANTHACEAE Atriplex humifusa Paul G.Wilson","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Chenopod shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1124","1124","-","-"
"View","AMARANTHACEAE Atriplex incrassata F.Muell.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Subshrub","Chenopod shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1125","1125","-","-"
"View","AMARANTHACEAE Atriplex intermedia R.H.Anderson","-","-","Y","-","SR","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Chenopod shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","19911","19911","-","-"
"View","AMARANTHACEAE Atriplex limbata Benth.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Chenopod shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1126","1126","-","-"
"-","AMARANTHACEAE Atriplex lindleyi Moq.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Chenopod shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1127","-","-"
"View","AMARANTHACEAE Atriplex lindleyi Moq. subsp. conduplicata (F.Muell.) Paul G.Wilson","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Subshrub","Chenopod shrub","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1128","1128","-","-"
"View","AMARANTHACEAE Atriplex lindleyi Moq. subsp. inflata (F.Muell.) Paul G.Wilson","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Subshrub","Chenopod shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1129","1129","-","-"
"View","AMARANTHACEAE Atriplex lobativalvis F.Muell.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Chenopod shrub","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1130","1130","-","-"
"View","AMARANTHACEAE Atriplex morrisii R.H.Anderson","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb, Subshrub","Chenopod shrub","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","19646","19646","-","-"
"View","AMARANTHACEAE Atriplex muelleri Benth.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub, Subshrub","Chenopod shrub","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","1132","1132","-","-"
"-","AMARANTHACEAE Atriplex nummularia Lindl.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Chenopod shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1133","-","-"
"View","AMARANTHACEAE Atriplex nummularia Lindl. subsp. nummularia","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Faculative resprouter","-","-","Shrub","Chenopod shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","19912","19912","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
