year,remnant,site,quadrat,yrs,yrsq,family,genus,species,species.for.tree,count,mean.log.seed.mass,rem.scale.max.sqrt.height,rem.scale.mean.log.sla
2011,camelsoak,2,12,2011.camelsoak.2,2011.camelsoak.2.12,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,40,-1.70467047,8.626552505,3.552849337
2011,camelsoak,2,12,2011.camelsoak.2,2011.camelsoak.2.12,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,10,-2.576246345,5.099019514,3.940888347
2011,camelsoak,2,12,2011.camelsoak.2,2011.camelsoak.2.12,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,5,-5.123547418,6.420467473,3.747560232
2011,camelsoak,2,12,2011.camelsoak.2,2011.camelsoak.2.12,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,3,-0.093898693,10.58012546,3.471656925
2011,camelsoak,2,12,2011.camelsoak.2,2011.camelsoak.2.12,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,5,-2.509359171,13.96424004,3.116023107
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,3,-1.70467047,8.626552505,3.552849337
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,7,-2.576246345,5.099019514,3.940888347
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,13,-5.123547418,6.420467473,3.747560232
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,1,1.849522745,11.83215957,3.311753436
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Goodeniaceae,Goodenia,Goodenia.berardiana,Goodenia_berardiana,4,0.869636285,11.99576097,3.385922295
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Asteraceae,Millotia,Millotia.tenuifolia,Millotia_tenuifolia,1,-2.128883918,5.477225575,3.648559018
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,3,-0.093898693,10.58012546,3.471656925
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Asteraceae,Rhodanthe,Rhodanthe.laevis,Rhodanthe_laevis,4,-3.192233894,9.251894836,3.621410532
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Araliaceae,Trachymene,Trachymene.ornata,Trachymene_ornata,1,0.519811133,7.680303713,3.604722436
2011,camelsoak,2,13,2011.camelsoak.2,2011.camelsoak.2.13,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,15,-2.509359171,13.96424004,3.116023107
2011,camelsoak,2,14,2011.camelsoak.2,2011.camelsoak.2.14,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,12,-5.123547418,6.420467473,3.747560232
2011,camelsoak,2,14,2011.camelsoak.2,2011.camelsoak.2.14,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,2,1.849522745,11.83215957,3.311753436
2011,camelsoak,2,14,2011.camelsoak.2,2011.camelsoak.2.14,Asteraceae,Hyalosperma,Hyalosperma.glutinosum.subsp.venustum,Hyalosperma_glutinosum,3,-0.31630105,7.963138755,3.327962224
2011,camelsoak,2,14,2011.camelsoak.2,2011.camelsoak.2.14,Asteraceae,Rhodanthe,Rhodanthe.laevis,Rhodanthe_laevis,21,-3.192233894,9.251894836,3.621410532
2011,camelsoak,2,14,2011.camelsoak.2,2011.camelsoak.2.14,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,20,0.827795103,9.91020692,3.670950563
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Asteraceae,Bellida,Bellida.graminea,Bellida_graminea,5,0.105706493,9.18135565,3.329788219
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,6,-1.70467047,8.626552505,3.552849337
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,15,-2.576246345,5.099019514,3.940888347
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,10,-5.123547418,6.420467473,3.747560232
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,2,1.849522745,11.83215957,3.311753436
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Asteraceae,Gilberta,Gilberta.tenuifolia,Gilberta_tenuifolia,2,-0.633294621,6.941121219,3.444649026
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Goodeniaceae,Goodenia,Goodenia.berardiana,Goodenia_berardiana,9,0.869636285,11.99576097,3.385922295
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,2,-0.093898693,10.58012546,3.471656925
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Asteraceae,Schoenia,Schoenia.cassiniana,Schoenia_cassiniana,1,0.852545267,14.04555494,3.379783686
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,11,0.827795103,9.91020692,3.670950563
2011,camelsoak,2,15,2011.camelsoak.2,2011.camelsoak.2.15,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,3,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Asteraceae,Actinobole,Actinobole.uliginosum,Actinobole_uliginosum,10,-3.054805967,4.92260394,3.793558903
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Asteraceae,Calotis,Calotis.multicaulis,Calotis_multicaulis,3,0.621871348,11.0032889,3.567488108
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,15,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,65,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,1,1.849522745,11.83215957,3.311753436
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,120,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Asteraceae,Hyalosperma,Hyalosperma.glutinosum.subsp.glutinosum,Hyalosperma_glutinosum,1,-0.31630105,9.596605427,3.138949289
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Brassicaceae,Stenopetalum,Stenopetalum.lineare,Stenopetalum_lineare,1,-0.594857605,13.7475331,3.061833841
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,1,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,1,2011.camelsoak.3,2011.camelsoak.3.1,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,3,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Asteraceae,Actinobole,Actinobole.uliginosum,Actinobole_uliginosum,20,-3.054805967,4.92260394,3.793558903
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Asteraceae,Bellida,Bellida.graminea,Bellida_graminea,1,0.105706493,9.18135565,3.329788219
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Asteraceae,Calotis,Calotis.multicaulis,Calotis_multicaulis,1,0.621871348,11.0032889,3.567488108
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,10,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,7,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,2,1.849522745,11.83215957,3.311753436
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,7,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Asteraceae,Hyalosperma,Hyalosperma.glutinosum.subsp.glutinosum,Hyalosperma_glutinosum,97,-0.31630105,9.596605427,3.138949289
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Brassicaceae,Stenopetalum,Stenopetalum.lineare,Stenopetalum_lineare,4,-0.594857605,13.7475331,3.061833841
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Araliaceae,Trachymene,Trachymene.cyanopetala,Trachymene_cyanopetala,1,0.886367463,5.586143571,3.465960106
2011,camelsoak,3,2,2011.camelsoak.3,2011.camelsoak.3.2,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,1,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Asteraceae,Bellida,Bellida.graminea,Bellida_graminea,1,0.105706493,9.18135565,3.329788219
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,45,-2.576246345,5.099019514,3.940888347
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Pteridaceae,Cheilanthes,Cheilanthes.austrotenuifolia,Cheilanthes_sieberi,3,NA,12.75925941,3.472999782
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,3,1.849522745,11.83215957,3.311753436
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Goodeniaceae,Goodenia,Goodenia.berardiana,Goodenia_berardiana,1,0.869636285,11.99576097,3.385922295
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Asteraceae,Hyalosperma,Hyalosperma.glutinosum.subsp.glutinosum,Hyalosperma_glutinosum,115,-0.31630105,9.596605427,3.138949289
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,15,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,7,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,3,2011.camelsoak.3,2011.camelsoak.3.3,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,5,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Asteraceae,Actinobole,Actinobole.uliginosum,Actinobole_uliginosum,110,-3.054805967,4.92260394,3.793558903
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,5,-2.576246345,5.099019514,3.940888347
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,5,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,7,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,19,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Asteraceae,Hyalosperma,Hyalosperma.glutinosum.subsp.glutinosum,Hyalosperma_glutinosum,6,-0.31630105,9.596605427,3.138949289
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Brassicaceae,Menkea,Menkea.sphaerocarpa,Menkea_sphaerocarpa,5,NA,4.91583124,NA
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Plantaginaceae,Plantago,Plantago.debilis,Plantago_debilis,4,-0.627675762,6.395267346,3.498070894
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Brassicaceae,Stenopetalum,Stenopetalum.lineare,Stenopetalum_lineare,15,-0.594857605,13.7475331,3.061833841
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,7,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,5,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,4,2011.camelsoak.3,2011.camelsoak.3.4,Colchicaceae,Wurmbea,Wurmbea.densiflora,Wurmbea_densiflora,1,-0.199467715,4,3.239000145
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,42,-1.70467047,8.626552505,3.552849337
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,2,-2.576246345,5.099019514,3.940888347
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,15,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,1,1.849522745,11.83215957,3.311753436
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,1,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Solanaceae,Nicotiana,Nicotiana.rotundifolia,Nicotiana_rotundifolia,1,-2.117838446,5.477225575,3.838847491
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,2,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Asteraceae,Schoenia,Schoenia.cassiniana,Schoenia_cassiniana,4,0.852545267,14.04555494,3.379783686
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,3,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,5,2011.camelsoak.3,2011.camelsoak.3.5,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,16,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,1,-1.70467047,8.626552505,3.552849337
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,2,-2.576246345,5.099019514,3.940888347
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,75,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,3,1.849522745,11.83215957,3.311753436
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,6,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Goodeniaceae,Goodenia,Goodenia.berardiana,Goodenia_berardiana,1,0.869636285,11.99576097,3.385922295
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Aizoaceae,Mesembryanthemum,Mesembryanthemum.crystallinum,Mesembryanthemum_crystallinum,2,-2.259539425,5.257327923,3.997771147
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Asteraceae,Millotia,Millotia.myosotidifolia,Millotia_myosotidifolia,1,-2.128883918,4.649544139,3.648559018
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Poaceae,Monachather,Monachather.paradoxus,Monachather_paradoxus,1,0.466451829,14.01680791,2.707343715
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,3,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Brassicaceae,Stenopetalum,Stenopetalum.lineare,Stenopetalum_lineare,40,-0.594857605,13.7475331,3.061833841
2011,camelsoak,3,6,2011.camelsoak.3,2011.camelsoak.3.6,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,6,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,1,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,100,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,4,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Araliaceae,Hydrocotyle,Hydrocotyle.pilifera,Hydrocotyle_pilifera,1,-1.673765272,5.824264069,3.92121119
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Aizoaceae,Mesembryanthemum,Mesembryanthemum.crystallinum,Mesembryanthemum_crystallinum,1,-2.259539425,5.257327923,3.997771147
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,6,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,4,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,7,2011.camelsoak.3,2011.camelsoak.3.7,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,16,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,1,-1.70467047,8.626552505,3.552849337
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,5,-2.576246345,5.099019514,3.940888347
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,60,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Goodeniaceae,Goodenia,Goodenia.berardiana,Goodenia_berardiana,1,0.869636285,11.99576097,3.385922295
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Araliaceae,Hydrocotyle,Hydrocotyle.pilifera,Hydrocotyle_pilifera,1,-1.673765272,5.824264069,3.92121119
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,9,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,80,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,8,2011.camelsoak.3,2011.camelsoak.3.8,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,5,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,13,-1.70467047,8.626552505,3.552849337
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,60,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,14,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Poaceae,Monachather,Monachather.paradoxus,Monachather_paradoxus,1,0.466451829,14.01680791,2.707343715
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Plantaginaceae,Plantago,Plantago.debilis,Plantago_debilis,2,-0.627675762,6.395267346,3.498070894
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,6,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Asteraceae,Rhodanthe,Rhodanthe.laevis,Rhodanthe_laevis,10,-3.192233894,9.251894836,3.621410532
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,17,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,9,2011.camelsoak.3,2011.camelsoak.3.9,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,2,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Asteraceae,Actinobole,Actinobole.uliginosum,Actinobole_uliginosum,1,-3.054805967,4.92260394,3.793558903
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Asteraceae,Bellida,Bellida.graminea,Bellida_graminea,2,0.105706493,9.18135565,3.329788219
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Portulacaceae,Calandrinia,Calandrinia.eremaea,Calandrinia_eremaea,10,-2.576246345,5.099019514,3.940888347
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,15,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,15,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,2,1.849522745,11.83215957,3.311753436
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,2,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,1,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Asteraceae,Schoenia,Schoenia.cassiniana,Schoenia_cassiniana,1,0.852545267,14.04555494,3.379783686
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,1,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,10,2011.camelsoak.3,2011.camelsoak.3.10,Asteraceae,Waitzia,Waitzia.acuminata,Waitzia_acuminata,12,-2.509359171,13.96424004,3.116023107
2011,camelsoak,3,11,2011.camelsoak.3,2011.camelsoak.3.11,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,30,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,11,2011.camelsoak.3,2011.camelsoak.3.11,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,25,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,11,2011.camelsoak.3,2011.camelsoak.3.11,Geraniaceae,Erodium,Erodium.cygnorum,Erodium_cygnorum,4,1.849522745,11.83215957,3.311753436
2011,camelsoak,3,11,2011.camelsoak.3,2011.camelsoak.3.11,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,40,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,11,2011.camelsoak.3,2011.camelsoak.3.11,Asteraceae,Hyalosperma,Hyalosperma.glutinosum.subsp.glutinosum,Hyalosperma_glutinosum,130,-0.31630105,9.596605427,3.138949289
2011,camelsoak,3,11,2011.camelsoak.3,2011.camelsoak.3.11,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,2,-0.093898693,10.58012546,3.471656925
2011,camelsoak,3,11,2011.camelsoak.3,2011.camelsoak.3.11,Goodeniaceae,Velleia,Velleia.rosea,Velleia_rosea,2,0.827795103,9.91020692,3.670950563
2011,camelsoak,3,12,2011.camelsoak.3,2011.camelsoak.3.12,Asteraceae,Brachyscome,Brachyscome.ciliaris,Brachyscome_ciliaris,1,-1.70467047,8.626552505,3.552849337
2011,camelsoak,3,12,2011.camelsoak.3,2011.camelsoak.3.12,Asteraceae,Chthonocephalus,Chthonocephalus.pseudevax,Chthonocephalus_pseudevax,10,-3.769435537,2.059016994,3.548315006
2011,camelsoak,3,12,2011.camelsoak.3,2011.camelsoak.3.12,Crassulaceae,Crassula,Crassula.colorata,Crassula_colorata,5,-5.123547418,6.420467473,3.747560232
2011,camelsoak,3,12,2011.camelsoak.3,2011.camelsoak.3.12,Asteraceae,Gilruthia,Gilruthia.osbornei,Gilruthia_osbornei,52,-2.739303172,6.782329983,3.625629417
2011,camelsoak,3,12,2011.camelsoak.3,2011.camelsoak.3.12,Asteraceae,Hyalosperma,Hyalosperma.glutinosum.subsp.glutinosum,Hyalosperma_glutinosum,48,-0.31630105,9.596605427,3.138949289
2011,camelsoak,3,12,2011.camelsoak.3,2011.camelsoak.3.12,Asteraceae,Millotia,Millotia.myosotidifolia,Millotia_myosotidifolia,1,-2.128883918,4.649544139,3.648559018
2011,camelsoak,3,12,2011.camelsoak.3,2011.camelsoak.3.12,Amaranthaceae,Ptilotus,Ptilotus.gaudichaudii,Ptilotus_gaudichaudii,1,-0.093898693,10.58012546,3.471656925
