year,remnant,site,quadrat,yrs,yrsq,quadrat.x,quadrat.y,site.lat,site.long,herb.cover,litter.cover,canopy.cover,soil.hardness,CWD,p,sqrt.p,k,sqrt.k,tot.n,ln.tot.n,pH.H2O,mean.gs.Tmin,mean.gs.moist.avail
2011,camelsoak,3,15,2011.camelsoak.3,2011.camelsoak.3.15,9,14,-29.41036,116.62077,65,11,86.32,0.20754717,0,4,2,166,12.88409873,3.5,1.252762968,4.9,8.948039216,0.480886427
2011,kunjin,1,1,2011.kunjin.1,2011.kunjin.1.1,3,1,-32.3556,117.76057,55,2,33.33333333,0.337837838,0,6,2.449489743,62,7.874007874,10,2.302585093,5.1,7.472875817,0.698441575
2011,kunjin,1,2,2011.kunjin.1,2011.kunjin.1.2,5,4,-32.3556,117.76057,69,43,10,0.391891892,0,4,2,50,7.071067812,10,2.302585093,4.9,7.472875817,0.698441575
2011,kunjin,1,3,2011.kunjin.1,2011.kunjin.1.3,9,2,-32.3556,117.76057,62,28,36.33333333,0.391891892,0,5,2.236067977,38,6.164414003,6.5,1.871802177,4.7,7.472875817,0.698441575
2011,kunjin,1,4,2011.kunjin.1,2011.kunjin.1.4,11,2,-32.3556,117.76057,74,72,42.33333333,0.391891892,0,5,2.236067977,61,7.810249676,13,2.564949357,5,7.472875817,0.698441575
2011,kunjin,1,5,2011.kunjin.1,2011.kunjin.1.5,2,9,-32.3556,117.76057,74,33,20,0.297297297,1,5,2.236067977,43,6.557438524,8.5,2.140066163,4.8,7.472875817,0.698441575
2011,kunjin,1,6,2011.kunjin.1,2011.kunjin.1.6,3,7,-32.3556,117.76057,86,30,16.66666667,0.405405405,0,5,2.236067977,52,7.211102551,5.5,1.704748092,5,7.472875817,0.698441575
2011,kunjin,1,7,2011.kunjin.1,2011.kunjin.1.7,8,9,-32.3556,117.76057,74,48,24,0.527027027,0,5,2.236067977,47,6.8556546,7.5,2.014903021,4.8,7.472875817,0.698441575
2011,kunjin,1,8,2011.kunjin.1,2011.kunjin.1.8,13,7,-32.3556,117.76057,81,28,46.66666667,0.283783784,0,5,2.236067977,84,9.16515139,13.5,2.602689685,5.1,7.472875817,0.698441575
2011,kunjin,1,9,2011.kunjin.1,2011.kunjin.1.9,14,7,-32.3556,117.76057,66,58,46.33333333,0.364864865,0,5,2.236067977,70,8.366600265,13.5,2.602689685,5.4,7.472875817,0.698441575
2011,kunjin,1,10,2011.kunjin.1,2011.kunjin.1.10,2,11,-32.3556,117.76057,75,56,16.33333333,0.445945946,0,4,2,50,7.071067812,13,2.564949357,5.1,7.472875817,0.698441575
2011,kunjin,1,11,2011.kunjin.1,2011.kunjin.1.11,8,11,-32.3556,117.76057,65,97,43.66666667,0,1,5,2.236067977,83,9.110433579,29,3.36729583,5.3,7.472875817,0.698441575
2011,kunjin,1,12,2011.kunjin.1,2011.kunjin.1.12,15,10,-32.3556,117.76057,64,98,69.33333333,0.391891892,1,5,2.236067977,78,8.831760866,19,2.944438979,5.6,7.472875817,0.698441575
2011,kunjin,1,13,2011.kunjin.1,2011.kunjin.1.13,7,14,-32.3556,117.76057,75,93,67.33333333,0.324324324,1,4,2,53,7.280109889,4.5,1.504077397,5.4,7.472875817,0.698441575
2011,kunjin,1,14,2011.kunjin.1,2011.kunjin.1.14,11,13,-32.3556,117.76057,77,80,55,0.121621622,0,5,2.236067977,62,7.874007874,34,3.526360525,5.3,7.472875817,0.698441575
2011,kunjin,1,15,2011.kunjin.1,2011.kunjin.1.15,14,13,-32.3556,117.76057,53,93,75,0.445945946,0,7,2.645751311,88,9.38083152,18,2.890371758,5.8,7.472875817,0.698441575
2011,kunjin,2,1,2011.kunjin.2,2011.kunjin.2.1,2,2,-32.35404,117.76058,77,36,18,0.972972973,0,4,2,50,7.071067812,11.5,2.442347035,5.2,7.472875817,0.698441575
2011,kunjin,2,2,2011.kunjin.2,2011.kunjin.2.2,3,6,-32.35404,117.76058,57,61,19.66666667,0.891891892,0,8,2.828427125,43,6.557438524,21,3.044522438,5.1,7.472875817,0.698441575
2011,kunjin,2,3,2011.kunjin.2,2011.kunjin.2.3,10,3,-32.35404,117.76058,87,61,16.33333333,0.175675676,0,6,2.449489743,42,6.480740698,7,1.945910149,5.4,7.472875817,0.698441575
2011,kunjin,2,4,2011.kunjin.2,2011.kunjin.2.4,12,2,-32.35404,117.76058,79,52,17,0.202702703,0,5,2.236067977,49,7,13.5,2.602689685,5.3,7.472875817,0.698441575
2011,kunjin,2,5,2011.kunjin.2,2011.kunjin.2.5,1,6,-32.35404,117.76058,47,46,47.66666667,0.324324324,0,4,2,52,7.211102551,9.5,2.251291799,5.3,7.472875817,0.698441575
2011,kunjin,2,6,2011.kunjin.2,2011.kunjin.2.6,5,5,-32.35404,117.76058,74,15,12,0.378378378,1,4,2,48,6.92820323,16,2.772588722,5.2,7.472875817,0.698441575
2011,kunjin,2,7,2011.kunjin.2,2011.kunjin.2.7,11,6,-32.35404,117.76058,65,43,16.33333333,0.135135135,0,6,2.449489743,45,6.708203932,13,2.564949357,5.2,7.472875817,0.698441575
2011,kunjin,2,8,2011.kunjin.2,2011.kunjin.2.8,13,6,-32.35404,117.76058,75,11,23.66666667,0.702702703,0,4,2,41,6.403124237,7,1.945910149,5.3,7.472875817,0.698441575
2011,kunjin,2,9,2011.kunjin.2,2011.kunjin.2.9,2.5,8.5,-32.35404,117.76058,64,86,41,0.675675676,0,4,2,56,7.483314774,13.5,2.602689685,5.1,7.472875817,0.698441575
2011,kunjin,2,10,2011.kunjin.2,2011.kunjin.2.10,2,12,-32.35404,117.76058,82,73,32,0.162162162,0,4,2,55,7.416198487,7.5,2.014903021,5.3,7.472875817,0.698441575
2011,kunjin,2,11,2011.kunjin.2,2011.kunjin.2.11,4,14,-32.35404,117.76058,72,87,29,0.081081081,1,5,2.236067977,54,7.348469228,36,3.583518938,5.2,7.472875817,0.698441575
2011,kunjin,2,12,2011.kunjin.2,2011.kunjin.2.12,10,8,-32.35404,117.76058,52,7,12.66666667,0.581081081,0,4,2,33,5.744562647,3.5,1.252762968,5.1,7.472875817,0.698441575
2011,kunjin,2,13,2011.kunjin.2,2011.kunjin.2.13,12.5,12,-32.35404,117.76058,59,54,34,0.22972973,0,5,2.236067977,50,7.071067812,4,1.386294361,5.4,7.472875817,0.698441575
2011,kunjin,2,14,2011.kunjin.2,2011.kunjin.2.14,14,1,-32.35404,117.76058,91,23,17,0.418918919,0,7,2.645751311,45,6.708203932,14,2.63905733,5,7.472875817,0.698441575
2011,kunjin,2,15,2011.kunjin.2,2011.kunjin.2.15,15,2,-32.35404,117.76058,90,38,19,0.405405405,0,5,2.236067977,32,5.656854249,16,2.772588722,4.9,7.472875817,0.698441575
2011,kunjin,3,1,2011.kunjin.3,2011.kunjin.3.1,1,1,-32.35601,117.76041,78,98,52.33333333,0.216216216,0,4,2,57,7.549834435,6.5,1.871802177,5.6,7.472875817,0.698441575
2011,kunjin,3,2,2011.kunjin.3,2011.kunjin.3.2,7,0,-32.35601,117.76041,88,99,73.33333333,0.256756757,0,6,2.449489743,120,10.95445115,31,3.433987204,5.2,7.472875817,0.698441575
2011,kunjin,3,3,2011.kunjin.3,2011.kunjin.3.3,8,3,-32.35601,117.76041,88,94,61,0.256756757,0,10,3.16227766,101,10.04987562,27,3.295836866,5.8,7.472875817,0.698441575
2011,kunjin,3,4,2011.kunjin.3,2011.kunjin.3.4,14,4,-32.35601,117.76041,78,56,2.666666667,0.094594595,0,5,2.236067977,101,10.04987562,9.5,2.251291799,6,7.472875817,0.698441575
2011,kunjin,3,5,2011.kunjin.3,2011.kunjin.3.5,1,6,-32.35601,117.76041,75,100,39.33333333,0.189189189,0,5,2.236067977,84,9.16515139,15,2.708050201,5.5,7.472875817,0.698441575
2011,kunjin,3,6,2011.kunjin.3,2011.kunjin.3.6,2,9,-32.35601,117.76041,63,29,28,0.567567568,0,3,1.732050808,96,9.797958971,5.5,1.704748092,5.5,7.472875817,0.698441575
2011,kunjin,3,7,2011.kunjin.3,2011.kunjin.3.7,6,9,-32.35601,117.76041,54,48,37.33333333,0.202702703,0,3,1.732050808,59,7.681145748,7,1.945910149,5.8,7.472875817,0.698441575
2011,kunjin,3,8,2011.kunjin.3,2011.kunjin.3.8,8,9,-32.35601,117.76041,71,82,38.33333333,0.175675676,0,3,1.732050808,69,8.306623863,23,3.135494216,5.9,7.472875817,0.698441575
2011,kunjin,3,9,2011.kunjin.3,2011.kunjin.3.9,10,8,-32.35601,117.76041,79,47,30.33333333,0.445945946,0,6,2.449489743,110,10.48808848,37,3.610917913,5.4,7.472875817,0.698441575
2011,kunjin,3,10,2011.kunjin.3,2011.kunjin.3.10,12,9,-32.35601,117.76041,95,65,23.66666667,0.391891892,0,4,2,74,8.602325267,9.5,2.251291799,5.4,7.472875817,0.698441575
2011,kunjin,3,11,2011.kunjin.3,2011.kunjin.3.11,0,15,-32.35601,117.76041,84,96,47.33333333,0.418918919,0,4,2,86,9.273618495,5.5,1.704748092,5.4,7.472875817,0.698441575
2011,kunjin,3,12,2011.kunjin.3,2011.kunjin.3.12,3,13,-32.35601,117.76041,87,96,77.66666667,0.783783784,0,5,2.236067977,106,10.29563014,26,3.258096538,5.1,7.472875817,0.698441575
2011,kunjin,3,13,2011.kunjin.3,2011.kunjin.3.13,7,14,-32.35601,117.76041,68,10,15.33333333,0.675675676,0,6,2.449489743,87,9.327379053,23,3.135494216,5.2,7.472875817,0.698441575
2011,kunjin,3,14,2011.kunjin.3,2011.kunjin.3.14,9,13,-32.35601,117.76041,65,5,11,1,0,5,2.236067977,70,8.366600265,8,2.079441542,5.4,7.472875817,0.698441575
2011,kunjin,3,15,2011.kunjin.3,2011.kunjin.3.15,15,14,-32.35601,117.76041,91,58,30.66666667,0.702702703,0,6,2.449489743,68,8.246211251,12,2.48490665,5.2,7.472875817,0.698441575
2011,mn10,1,1,2011.mn10.1,2011.mn10.1.1,2.4,0.2,-31.23751,118.40677,57,93,82.33333333,0.040650406,1,1,1,124,11.13552873,8,2.079441542,5.1,7.925816993,0.542110055
2011,mn10,1,2,2011.mn10.1,2011.mn10.1.2,5.3,4,-31.23751,118.40677,68,13,14.33333333,0.073170732,1,1,1,106,10.29563014,10,2.302585093,5.4,7.925816993,0.542110055
2011,mn10,1,3,2011.mn10.1,2011.mn10.1.3,9,2,-31.23751,118.40677,53,58,22.66666667,0.292682927,1,1,1,146,12.08304597,8,2.079441542,5.3,7.925816993,0.542110055
2011,mn10,1,4,2011.mn10.1,2011.mn10.1.4,11,2,-31.23751,118.40677,55,77,52.33333333,0.682926829,0,1,1,96,9.797958971,13,2.564949357,5.1,7.925816993,0.542110055
2011,mn10,1,5,2011.mn10.1,2011.mn10.1.5,2,9,-31.23751,118.40677,60,55,23,0.18699187,0,3,1.732050808,100,10,12,2.48490665,5.1,7.925816993,0.542110055
2011,mn10,1,6,2011.mn10.1,2011.mn10.1.6,4,7,-31.23751,118.40677,54,98,81.33333333,0,1,3,1.732050808,126,11.22497216,29,3.36729583,5,7.925816993,0.542110055
2011,mn10,1,7,2011.mn10.1,2011.mn10.1.7,8,9,-31.23751,118.40677,46,97,70.66666667,0.25203252,0,3,1.732050808,91,9.539392014,46,3.828641396,5.2,7.925816993,0.542110055
2011,mn10,1,8,2011.mn10.1,2011.mn10.1.8,12,7,-31.23751,118.40677,67,81,53,0.016260163,1,2,1.414213562,137,11.70469991,13,2.564949357,5.5,7.925816993,0.542110055
2011,mn10,1,9,2011.mn10.1,2011.mn10.1.9,13.2,3.5,-31.23751,118.40677,54,78,62.33333333,0.409756097,0,3,1.732050808,205,14.31782106,11,2.397895273,5.2,7.925816993,0.542110055
2011,mn10,1,10,2011.mn10.1,2011.mn10.1.10,2,11,-31.23751,118.40677,56,74,28.66666667,0.162601626,0,2,1.414213562,125,11.18033989,8,2.079441542,5.2,7.925816993,0.542110055
2011,mn10,1,11,2011.mn10.1,2011.mn10.1.11,8,11,-31.23751,118.40677,51,94,69,0.048780488,0,3,1.732050808,140,11.83215957,21,3.044522438,5.1,7.925816993,0.542110055
2011,mn10,1,12,2011.mn10.1,2011.mn10.1.12,14.5,11.5,-31.23751,118.40677,32,88,35,0.008130081,0,2,1.414213562,130,11.40175425,21,3.044522438,5.7,7.925816993,0.542110055
2011,mn10,1,13,2011.mn10.1,2011.mn10.1.13,8.5,14,-31.23751,118.40677,50,94,79.66666667,0.121951219,1,3,1.732050808,132,11.48912529,19,2.944438979,5.4,7.925816993,0.542110055
2011,mn10,1,14,2011.mn10.1,2011.mn10.1.14,11,13,-31.23751,118.40677,40,78,63.33333333,0.479674797,0,2,1.414213562,134,11.5758369,9,2.197224577,5.4,7.925816993,0.542110055
2011,mn10,1,15,2011.mn10.1,2011.mn10.1.15,14,13,-31.23751,118.40677,48,78,48.33333333,0.016260163,1,2,1.414213562,153,12.36931688,9,2.197224577,6.4,7.925816993,0.542110055
2011,mn10,2,1,2011.mn10.2,2011.mn10.2.1,2,2,-31.24261,118.40785,77,48,19.33333333,0.357723577,0,1,1,198,14.07124728,7,1.945910149,5.5,7.925816993,0.542110055
2011,mn10,2,2,2011.mn10.2,2011.mn10.2.2,3,6,-31.24261,118.40785,54,50,12.33333333,0.707317073,1,2,1.414213562,204,14.28285686,14,2.63905733,5.7,7.925816993,0.542110055
2011,mn10,2,3,2011.mn10.2,2011.mn10.2.3,9,3,-31.24261,118.40785,61,93,83.33333333,0.699186992,0,3,1.732050808,392,19.79898987,28,3.33220451,5.7,7.925816993,0.542110055
2011,mn10,2,4,2011.mn10.2,2011.mn10.2.4,14.5,1.5,-31.24261,118.40785,45,95,78,0.593495935,0,18,4.242640687,392,19.79898987,248,5.513428746,5.9,7.925816993,0.542110055
2011,mn10,2,5,2011.mn10.2,2011.mn10.2.5,13.2,0,-31.24261,118.40785,75,85,78.66666667,0.94308943,0,5,2.236067977,425,20.61552813,29,3.36729583,6.2,7.925816993,0.542110055
2011,mn10,2,6,2011.mn10.2,2011.mn10.2.6,11,5.5,-31.24261,118.40785,64,65,52.33333333,0.569105691,0,3,1.732050808,324,18,10,2.302585093,6.2,7.925816993,0.542110055
2011,mn10,2,7,2011.mn10.2,2011.mn10.2.7,1,7,-31.24261,118.40785,70,65,41.66666667,0.495934959,0,1,1,356,18.86796226,15,2.708050201,5.4,7.925816993,0.542110055
2011,mn10,2,8,2011.mn10.2,2011.mn10.2.8,1,10,-31.24261,118.40785,72,89,89,0.951219512,0,3,1.732050808,502,22.4053565,18,2.890371758,5.4,7.925816993,0.542110055
2011,mn10,2,9,2011.mn10.2,2011.mn10.2.9,5,13,-31.24261,118.40785,66,78,65.66666667,0.902439024,0,1,1,339,18.41195264,14,2.63905733,5.9,7.925816993,0.542110055
2011,mn10,2,10,2011.mn10.2,2011.mn10.2.10,2,9,-31.24261,118.40785,86,97,63.33333333,1,1,2,1.414213562,305,17.4642492,13,2.564949357,5.4,7.925816993,0.542110055
2011,mn10,2,11,2011.mn10.2,2011.mn10.2.11,11,8,-31.24261,118.40785,70,14,16.33333333,0.642276423,1,4,2,323,17.97220076,34,3.526360525,5.1,7.925816993,0.542110055
2011,mn10,2,12,2011.mn10.2,2011.mn10.2.12,10.5,10,-31.24261,118.40785,75,10,11,0.69105691,0,3,1.732050808,237,15.39480432,18,2.890371758,5.1,7.925816993,0.542110055
2011,mn10,2,13,2011.mn10.2,2011.mn10.2.13,14,15,-31.24261,118.40785,48,46,30,0.756097561,0,7,2.645751311,365,19.10497317,74,4.304065093,5.7,7.925816993,0.542110055
2011,mn10,2,14,2011.mn10.2,2011.mn10.2.14,1.5,13,-31.24261,118.40785,60,84,39,0.62601626,0,4,2,364,19.07878403,30,3.401197382,5.6,7.925816993,0.542110055
2011,mn10,2,15,2011.mn10.2,2011.mn10.2.15,5.5,14,-31.24261,118.40785,75,56,38,0.861788618,1,3,1.732050808,333,18.24828759,24,3.17805383,5.9,7.925816993,0.542110055
2011,mn10,3,1,2011.mn10.3,2011.mn10.3.1,1,1,-31.24179,118.40995,50,81,45,0.975609756,0,3,1.732050808,364,19.07878403,13,2.564949357,6.1,7.925816993,0.542110055
2011,mn10,3,2,2011.mn10.3,2011.mn10.3.2,5.5,1,-31.24179,118.40995,59,30,14.33333333,0.788617886,0,3,1.732050808,344,18.54723699,18,2.890371758,6.3,7.925816993,0.542110055
2011,mn10,3,3,2011.mn10.3,2011.mn10.3.3,8,3,-31.24179,118.40995,62,18,11.66666667,0.967479674,0,2,1.414213562,363,19.05255888,17,2.833213344,5.8,7.925816993,0.542110055
2011,mn10,3,4,2011.mn10.3,2011.mn10.3.4,1,6,-31.24179,118.40995,65,10,43.33333333,0.959349593,0,4,2,425,20.61552813,45,3.80666249,5.4,7.925816993,0.542110055
2011,mn10,3,5,2011.mn10.3,2011.mn10.3.5,6,9,-31.24179,118.40995,55,40,52.66666667,0.94308943,0,3,1.732050808,478,21.86321111,24,3.17805383,5.7,7.925816993,0.542110055
2011,mn10,3,6,2011.mn10.3,2011.mn10.3.6,10,8,-31.24179,118.40995,41,42,61.33333333,0.975609756,0,4,2,485,22.02271555,31,3.433987204,5.8,7.925816993,0.542110055
2011,mn10,3,7,2011.mn10.3,2011.mn10.3.7,8,8.5,-31.24179,118.40995,34,53,80.33333333,0.756097561,1,3,1.732050808,483,21.97726098,23,3.135494216,6,7.925816993,0.542110055
2011,mn10,3,8,2011.mn10.3,2011.mn10.3.8,7,11,-31.24179,118.40995,53,65,58.66666667,0.788617886,1,5,2.236067977,608,24.65765601,32,3.465735903,5.8,7.925816993,0.542110055
2011,mn10,3,9,2011.mn10.3,2011.mn10.3.9,3,12,-31.24179,118.40995,47,62,53.66666667,0.804878049,1,5,2.236067977,566,23.79075451,54,3.988984047,5.3,7.925816993,0.542110055
2011,mn10,3,10,2011.mn10.3,2011.mn10.3.10,4,13,-31.24179,118.40995,44,33,53,0.788617886,0,3,1.732050808,572,23.91652149,32,3.465735903,5.5,7.925816993,0.542110055
2011,mn10,3,11,2011.mn10.3,2011.mn10.3.11,13,11,-31.24179,118.40995,43,82,55,0.967479674,0,3,1.732050808,302,17.3781472,13,2.564949357,5.8,7.925816993,0.542110055
2011,mn10,3,12,2011.mn10.3,2011.mn10.3.12,9,14,-31.24179,118.40995,45,18,51.66666667,0.780487805,0,3,1.732050808,453,21.28379665,17,2.833213344,6.1,7.925816993,0.542110055
2011,mn10,3,13,2011.mn10.3,2011.mn10.3.13,1,13,-31.24179,118.40995,68,79,82.33333333,0.634146341,0,3,1.732050808,471,21.70253441,12,2.48490665,6.2,7.925816993,0.542110055
2011,mn10,3,14,2011.mn10.3,2011.mn10.3.14,2,14,-31.24179,118.40995,63,13,49.66666667,0.991869918,0,4,2,506,22.49444376,14,2.63905733,5.8,7.925816993,0.542110055
2011,mn10,3,15,2011.mn10.3,2011.mn10.3.15,15,14,-31.24179,118.40995,63,85,46.33333333,0.845528455,1,2,1.414213562,257,16.03121954,31,3.433987204,5.1,7.925816993,0.542110055
2011,nam,1,1,2011.nam.1,2011.nam.1.1,3,1,-31.18729,117.19027,32,12,13.66666667,0.04109589,0,8,2.828427125,64,8,54,3.988984047,5.4,7.994008715,0.664659715
2011,nam,1,2,2011.nam.1,2011.nam.1.2,5,4,-31.18729,117.19027,60,88,12,0,1,2,1.414213562,45,6.708203932,23,3.135494216,5,7.994008715,0.664659715
2011,nam,1,3,2011.nam.1,2011.nam.1.3,9,2,-31.18729,117.19027,65,10,13.33333333,0.164383562,0,2,1.414213562,58,7.615773106,24,3.17805383,5.2,7.994008715,0.664659715
2011,nam,1,4,2011.nam.1,2011.nam.1.4,11,2,-31.18729,117.19027,63,20,26.66666667,0.260273973,0,7,2.645751311,61,7.810249676,25,3.218875825,4.9,7.994008715,0.664659715
2011,nam,1,5,2011.nam.1,2011.nam.1.5,1.5,9,-31.18729,117.19027,84,78,16,0.287671233,0,4,2,98,9.899494937,26,3.258096538,5.6,7.994008715,0.664659715
2011,nam,1,6,2011.nam.1,2011.nam.1.6,3,7,-31.18729,117.19027,75,74,67.33333333,0.109589041,0,5,2.236067977,145,12.04159458,35,3.555348061,5.6,7.994008715,0.664659715
2011,nam,1,7,2011.nam.1,2011.nam.1.7,8,9,-31.18729,117.19027,72,81,4,0.246575342,1,4,2,54,7.348469228,56,4.025351691,5.4,7.994008715,0.664659715
2011,nam,1,8,2011.nam.1,2011.nam.1.8,13,7,-31.18729,117.19027,77,35,8.333333333,0.095890411,0,3,1.732050808,44,6.633249581,37,3.610917913,5.2,7.994008715,0.664659715
2011,nam,1,9,2011.nam.1,2011.nam.1.9,14,7,-31.18729,117.19027,90,78,13.66666667,0.150684932,1,7,2.645751311,61,7.810249676,40,3.688879454,5.3,7.994008715,0.664659715
2011,nam,1,10,2011.nam.1,2011.nam.1.10,0,11,-31.18729,117.19027,82,23,19.33333333,0.315068493,0,2,1.414213562,29,5.385164807,51,3.931825633,5,7.994008715,0.664659715
2011,nam,1,11,2011.nam.1,2011.nam.1.11,8,11,-31.18729,117.19027,95,12,7.333333333,0.260273973,0,4,2,56,7.483314774,35,3.555348061,5.4,7.994008715,0.664659715
2011,nam,1,12,2011.nam.1,2011.nam.1.12,15,10,-31.18729,117.19027,77,16,40.33333333,0.082191781,1,2,1.414213562,24,4.898979486,16.5,2.803360381,5.1,7.994008715,0.664659715
2011,nam,1,13,2011.nam.1,2011.nam.1.13,9,14,-31.18729,117.19027,75,16,10.33333333,0.082191781,0,3,1.732050808,26,5.099019514,23,3.135494216,5.2,7.994008715,0.664659715
2011,nam,1,14,2011.nam.1,2011.nam.1.14,11,13,-31.18729,117.19027,60,7,25.33333333,0.191780822,0,3,1.732050808,31,5.567764363,30,3.401197382,5,7.994008715,0.664659715
2011,nam,1,15,2011.nam.1,2011.nam.1.15,15,13,-31.18729,117.19027,68,70,36.66666667,0.534246575,0,4,2,68,8.246211251,38,3.63758616,5,7.994008715,0.664659715
2011,nam,2,1,2011.nam.2,2011.nam.2.1,2,2,-31.18468,117.1904,67,96,40,1,1,4,2,82,9.055385138,18,2.890371758,4.6,7.994008715,0.664659715
2011,nam,2,2,2011.nam.2,2011.nam.2.2,3,6,-31.18468,117.1904,86,78,61.33333333,0.602739726,0,6,2.449489743,71,8.426149773,49,3.891820298,4.8,7.994008715,0.664659715
2011,nam,2,3,2011.nam.2,2011.nam.2.3,10,3,-31.18468,117.1904,56,41,52.66666667,0.452054795,0,2,1.414213562,83,9.110433579,15,2.708050201,5.7,7.994008715,0.664659715
2011,nam,2,4,2011.nam.2,2011.nam.2.4,10.3,2,-31.18468,117.1904,62,41,37.33333333,0.468493151,0,5,2.236067977,65,8.062257748,24,3.17805383,5.3,7.994008715,0.664659715
2011,nam,2,5,2011.nam.2,2011.nam.2.5,13.9,0.5,-31.18468,117.1904,74,59,20.33333333,0.684931507,0,5,2.236067977,69,8.306623863,39,3.663561646,5.3,7.994008715,0.664659715
2011,nam,2,6,2011.nam.2,2011.nam.2.6,11,6,-31.18468,117.1904,70,73,34,0.246575342,1,4,2,70,8.366600265,65,4.17438727,5.2,7.994008715,0.664659715
2011,nam,2,7,2011.nam.2,2011.nam.2.7,13,6,-31.18468,117.1904,60,14,38.66666667,0.246575342,0,5,2.236067977,97,9.848857802,23,3.135494216,5,7.994008715,0.664659715
2011,nam,2,8,2011.nam.2,2011.nam.2.8,0.6,6.8,-31.18468,117.1904,67,56,27.33333333,0.424657534,0,5,2.236067977,81,9,32,3.465735903,4.7,7.994008715,0.664659715
2011,nam,2,9,2011.nam.2,2011.nam.2.9,2,9,-31.18468,117.1904,57,5,59.66666667,0.356164384,0,5,2.236067977,68,8.246211251,37,3.610917913,5,7.994008715,0.664659715
2011,nam,2,10,2011.nam.2,2011.nam.2.10,5,10,-31.18468,117.1904,46,94,39.66666667,0.753424658,0,4,2,71,8.426149773,48,3.871201011,4.7,7.994008715,0.664659715
2011,nam,2,11,2011.nam.2,2011.nam.2.11,11,8.5,-31.18468,117.1904,60,68,37.33333333,0.424657534,0,5,2.236067977,64,8,50,3.912023005,4.6,7.994008715,0.664659715
2011,nam,2,12,2011.nam.2,2011.nam.2.12,11,10,-31.18468,117.1904,56,82,49,0.383561644,0,2,1.414213562,77,8.774964387,29,3.36729583,4.6,7.994008715,0.664659715
2011,nam,2,13,2011.nam.2,2011.nam.2.13,13,10,-31.18468,117.1904,72,91,61,0.616438356,1,4,2,93,9.643650761,71,4.262679877,4.6,7.994008715,0.664659715
2011,nam,2,14,2011.nam.2,2011.nam.2.14,1,13,-31.18468,117.1904,48,16,33,0.383561644,0,2,1.414213562,70,8.366600265,9.5,2.251291799,5.2,7.994008715,0.664659715
2011,nam,2,15,2011.nam.2,2011.nam.2.15,1.5,14,-31.18468,117.1904,61,76,38.66666667,0.315068493,0,2,1.414213562,69,8.306623863,25,3.218875825,5.1,7.994008715,0.664659715
2011,nam,3,1,2011.nam.3,2011.nam.3.1,1,1,-31.18472,117.1922,81,69,7.333333333,0.698630137,1,3,1.732050808,99,9.949874371,33,3.496507561,4.9,7.994008715,0.664659715
2011,nam,3,2,2011.nam.3,2011.nam.3.2,6,1,-31.18472,117.1922,60,78,21.33333333,0.849315069,0,3,1.732050808,93,9.643650761,25,3.218875825,4.8,7.994008715,0.664659715
2011,nam,3,3,2011.nam.3,2011.nam.3.3,8,3,-31.18472,117.1922,51,97,52.33333333,0.726027397,0,3,1.732050808,71,8.426149773,31,3.433987204,4.6,7.994008715,0.664659715
2011,nam,3,4,2011.nam.3,2011.nam.3.4,1,6,-31.18472,117.1922,97,28,15.33333333,0.95890411,0,5,2.236067977,141,11.87434209,51,3.931825633,4.7,7.994008715,0.664659715
2011,nam,3,5,2011.nam.3,2011.nam.3.5,6,9,-31.18472,117.1922,74,93,44.66666667,0.767123288,0,4,2,88,9.38083152,45,3.80666249,4.7,7.994008715,0.664659715
2011,nam,3,6,2011.nam.3,2011.nam.3.6,9,9,-31.18472,117.1922,67,100,73.33333333,0.767123288,0,3,1.732050808,108,10.39230485,30,3.401197382,4.8,7.994008715,0.664659715
2011,nam,3,7,2011.nam.3,2011.nam.3.7,10,8,-31.18472,117.1922,63,100,80.33333333,0.849315069,1,4,2,75,8.660254038,22,3.091042453,4.6,7.994008715,0.664659715
2011,nam,3,8,2011.nam.3,2011.nam.3.8,13,13,-31.18472,117.1922,46,76,58,0.904109589,0,4,2,114,10.67707825,38,3.63758616,4.9,7.994008715,0.664659715
2011,nam,3,9,2011.nam.3,2011.nam.3.9,2.5,12,-31.18472,117.1922,60,87,59.66666667,0.328767123,1,3,1.732050808,75,8.660254038,16,2.772588722,4.7,7.994008715,0.664659715
2011,nam,3,10,2011.nam.3,2011.nam.3.10,3,13,-31.18472,117.1922,49,100,53.66666667,0.369863014,1,4,2,116,10.77032961,19,2.944438979,4.8,7.994008715,0.664659715
2011,nam,3,11,2011.nam.3,2011.nam.3.11,7,11,-31.18472,117.1922,78,79,36.33333333,0.780821918,0,3,1.732050808,77,8.774964387,22,3.091042453,4.8,7.994008715,0.664659715
2011,nam,3,12,2011.nam.3,2011.nam.3.12,9.5,11,-31.18472,117.1922,67,80,62.66666667,0.876712329,0,2,1.414213562,79,8.888194417,10,2.302585093,5,7.994008715,0.664659715
2011,nam,3,13,2011.nam.3,2011.nam.3.13,0,5,-31.18472,117.1922,72,98,29,0.712328767,1,5,2.236067977,92,9.591663047,30,3.401197382,4.8,7.994008715,0.664659715
2011,nam,3,14,2011.nam.3,2011.nam.3.14,10,12.5,-31.18472,117.1922,63,90,69.66666667,0.767123288,0,3,1.732050808,80,8.94427191,20,2.995732274,4.9,7.994008715,0.664659715
2011,nam,3,15,2011.nam.3,2011.nam.3.15,15,6,-31.18472,117.1922,79,58,22,0.94520548,0,2,1.414213562,90,9.486832981,20.5,3.020424886,5,7.994008715,0.664659715
