"var_name","character","unit"
"GF","plant_growth_form",""
"DecEv","leaf_phenology",""
"Nfixer","nitrogen_fixing",""
"LfType(N/B)","leaf_type",""
"photosynthetic pathway","photosynthetic pathway",""
"LMA(g/m2)","specific_leaf_area","g/m2"
"SLA(cm2/g)","specific_leaf_area","cm2/g"
"Nmass(%)","leaf_N_per_dry_mass","%"
"Narea(g/m2)","leaf_N_per_area","g/m2"
"Pmass(%)","leaf_P_per_area","g/m2"
"Parea(g/m2)","leaf_P_per_area","g/m2"
