Latitude,Longitude,Sex,Height (cm),Diameter (cm),Site ,Date
-33.02533,138.09731,J,39,13,Telowie Gorge Conservation Park,5/28/2021
-33.02533,138.09731,J,48,26,Telowie Gorge Conservation Park,5/28/2021
-33.02528,138.09732,J,110,56,Telowie Gorge Conservation Park,5/28/2021
-33.02531,138.09735,J,83,77,Telowie Gorge Conservation Park,5/28/2021
-33.02531,138.09735,J,48,19,Telowie Gorge Conservation Park,5/28/2021
-33.02531,138.09735,J,46,27,Telowie Gorge Conservation Park,5/28/2021
-33.02487,138.09705,J,26,7,Telowie Gorge Conservation Park,5/28/2021
-33.02484,138.097,J,34,6,Telowie Gorge Conservation Park,5/28/2021
-33.02484,138.097,J,8,4,Telowie Gorge Conservation Park,5/28/2021
-33.02534,138.09692,J,7,5,Telowie Gorge Conservation Park,5/28/2021
-33.02534,138.09692,J,6,3,Telowie Gorge Conservation Park,5/28/2021
-33.02534,138.09692,J,21,13,Telowie Gorge Conservation Park,5/28/2021
-33.02537,138.09741,J,50,24,Telowie Gorge Conservation Park,5/28/2021
-33.02532,138.09785,J,36,21,Telowie Gorge Conservation Park,5/28/2021
-33.02532,138.09785,J,10,9,Telowie Gorge Conservation Park,5/28/2021
-33.02531,138.09784,J,13,13,Telowie Gorge Conservation Park,5/28/2021
-33.02534,138.09773,J,10,5,Telowie Gorge Conservation Park,5/28/2021
-33.02534,138.09773,J,4,3,Telowie Gorge Conservation Park,5/28/2021
-33.02534,138.09773,J,39,15,Telowie Gorge Conservation Park,5/28/2021
-33.02538,138.09775,J,84,24,Telowie Gorge Conservation Park,5/28/2021
-33.02538,138.09775,J,40,10,Telowie Gorge Conservation Park,5/28/2021
-33.02538,138.09775,J,38,7,Telowie Gorge Conservation Park,5/28/2021
-33.02538,138.09776,J,77,42,Telowie Gorge Conservation Park,5/28/2021
-33.02538,138.09776,J,16,19,Telowie Gorge Conservation Park,5/28/2021
-33.02538,138.09776,J,21,7,Telowie Gorge Conservation Park,5/28/2021
-33.02539,138.09792,J,7,3,Telowie Gorge Conservation Park,5/28/2021
-33.02341,138.0979,J,11,5,Telowie Gorge Conservation Park,5/28/2021
-33.02558,138.09927,J,63,87,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09753,J,106,70,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09753,J,21,5,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09752,J,94,19,Telowie Gorge Conservation Park,5/28/2021
-33.0256,138.09758,J,122,74,Telowie Gorge Conservation Park,5/28/2021
-33.02562,138.09761,J,130,53,Telowie Gorge Conservation Park,5/28/2021
-33.02562,138.0977,J,7,4,Telowie Gorge Conservation Park,5/28/2021
-33.02536,138.09749,J,4,4,Telowie Gorge Conservation Park,5/28/2021
-33.02536,138.09749,J,9,3,Telowie Gorge Conservation Park,5/28/2021
-33.02547,138.09704,J,7,4,Telowie Gorge Conservation Park,5/28/2021
-33.02547,138.09704,J,8,3,Telowie Gorge Conservation Park,5/28/2021
-33.02547,138.09704,J,44,10,Telowie Gorge Conservation Park,5/28/2021
-33.02554,138.09723,J,13,4,Telowie Gorge Conservation Park,5/28/2021
-33.02536,138.09758,J,66,91,Telowie Gorge Conservation Park,5/28/2021
-33.02596,138.09758,J,102,89,Telowie Gorge Conservation Park,5/28/2021
-33.02596,138.09758,J,67,33,Telowie Gorge Conservation Park,5/28/2021
-33.02596,138.09758,J,71,39,Telowie Gorge Conservation Park,5/28/2021
-33.02581,138.09775,J,33,25,Telowie Gorge Conservation Park,5/28/2021
-33.02581,138.09775,J,42,24,Telowie Gorge Conservation Park,5/28/2021
-33.02581,138.09775,J,99,44,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,J,22,4,Telowie Gorge Conservation Park,5/28/2021
-33.02573,138.09743,J,118,110,Telowie Gorge Conservation Park,5/28/2021
-33.02584,138.09778,J,108,73,Telowie Gorge Conservation Park,5/28/2021
-33.02584,138.09778,J,52,41,Telowie Gorge Conservation Park,5/28/2021
-33.02581,138.09787,J,56,18,Telowie Gorge Conservation Park,5/28/2021
-33.02576,138.09804,J,56,17,Telowie Gorge Conservation Park,5/28/2021
-33.02576,138.09804,J,100,77,Telowie Gorge Conservation Park,5/28/2021
-33.02576,138.09804,J,56,29,Telowie Gorge Conservation Park,5/28/2021
-33.02576,138.09804,J,145,30,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09785,J,101,60,Telowie Gorge Conservation Park,5/28/2021
-33.02605,138.09708,J,112,60,Telowie Gorge Conservation Park,5/28/2021
-33.02606,138.09715,J,101,90,Telowie Gorge Conservation Park,5/28/2021
-33.02599,138.09732,J,87,46,Telowie Gorge Conservation Park,5/28/2021
-33.02598,138.09779,J,52,32,Telowie Gorge Conservation Park,5/28/2021
