Latitude,Longitude,Sex,Height (cm),Diameter (cm),Site ,Date
-32.2489,135.05777,M,92,100,Hiltaba Nature Reserve,10/03/2020
-32.24895,135.05777,I,102,80,Hiltaba Nature Reserve,10/03/2020
-32.24891,135.05769,M,145,140,Hiltaba Nature Reserve,10/03/2020
-32.24874,135.05751,F,105,100,Hiltaba Nature Reserve,10/03/2020
-32.24864,135.05751,J,94,8,Hiltaba Nature Reserve,10/03/2020
-32.24847,135.05785,F,185,165,Hiltaba Nature Reserve,10/03/2020
-32.24767,135.05778,F,132,70,Hiltaba Nature Reserve,10/03/2020
-32.24731,135.05823,F,109,109,Hiltaba Nature Reserve,10/03/2020
-32.24731,135.05823,M,129,66,Hiltaba Nature Reserve,10/03/2020
-32.24731,135.05823,I,114,80,Hiltaba Nature Reserve,10/03/2020
-32.24732,135.05824,J,99,61,Hiltaba Nature Reserve,10/03/2020
-32.24733,135.05824,M,143,95,Hiltaba Nature Reserve,10/03/2020
-32.24731,135.05824,J,13,11,Hiltaba Nature Reserve,10/03/2020
-32.2473,135.05826,M,153,161,Hiltaba Nature Reserve,10/03/2020
-32.2473,135.05826,M,110,107,Hiltaba Nature Reserve,10/03/2020
-32.24731,135.05827,M,145,96,Hiltaba Nature Reserve,10/03/2020
-32.24726,135.05824,M,88,105,Hiltaba Nature Reserve,10/03/2020
-32.24725,135.05823,J,31,8,Hiltaba Nature Reserve,10/03/2020
-32.24726,135.05823,M,122,114,Hiltaba Nature Reserve,10/03/2020
-32.24674,135.05835,I,93,74,Hiltaba Nature Reserve,10/03/2020
-32.24658,135.05807,M,158,199,Hiltaba Nature Reserve,10/03/2020
-32.24658,135.05784,F,128,77,Hiltaba Nature Reserve,10/03/2020
-32.24701,135.05855,J,85,41,Hiltaba Nature Reserve,10/03/2020
-32.24703,135.05855,F,108,76,Hiltaba Nature Reserve,10/03/2020
-32.24703,135.05855,J,54,46,Hiltaba Nature Reserve,10/03/2020
-32.24701,135.05856,J,50,19,Hiltaba Nature Reserve,10/03/2020
-32.24703,135.05858,J,8,26,Hiltaba Nature Reserve,10/03/2020
-34.50296,139.71484,M,204,140,Baron',8/30/2020
-34.50299,139.71472,M,132,80,Baron',8/30/2020
-34.50298,139.71472,M,140,77,Baron',8/30/2020
-34.50298,139.71471,M,60,26,Baron',8/30/2020
-34.50264,139.71445,M,163,131,Baron',8/30/2020
-34.50241,139.71466,J,67,65,Baron',8/30/2020
-34.5024,139.71468,M,90,110,Baron',8/30/2020
-34.50241,139.71468,M,95,54,Baron',8/30/2020
-34.5024,139.71469,M,64,65,Baron',8/30/2020
-34.50239,139.71469,J,29,7,Baron',8/30/2020
-34.50239,139.71474,F,144,160,Baron',8/30/2020
-34.50231,139.71478,M,130,122,Baron',8/30/2020
-34.50229,139.71483,M,95,70,Baron',8/30/2020
-34.50279,139.71524,M,80,70,Baron',8/30/2020
-34.50282,139.71532,M,153,160,Baron',8/30/2020
-34.50282,139.71533,M,169,127,Baron',8/30/2020
-34.50282,139.71529,M,49,36,Baron',8/30/2020
-34.5028,139.71536,J,51,23,Baron',8/30/2020
-34.50283,139.71542,M,103,90,Baron',8/30/2020
-34.50289,139.71542,J,35,26,Baron',8/30/2020
-34.50291,139.71539,M,132,107,Baron',8/30/2020
-34.50289,139.71536,M,60,77,Baron',8/30/2020
-34.50287,139.71535,J,72,28,Baron',8/30/2020
-34.50295,139.71538,J,82,44,Baron',8/30/2020
-34.50297,139.71533,J,45,33,Baron',8/30/2020
-34.5029,139.71524,M,162,152,Baron',8/30/2020
-34.5029,139.71524,M,162,152,Baron',8/30/2020
-34.50309,139.71536,F,85,89,Baron',8/30/2020
-34.50308,139.71536,M,99,61,Baron',8/30/2020
-34.50305,139.71535,M,107,54,Baron',8/30/2020
-34.50306,139.71535,M,97,67,Baron',8/30/2020
-34.50305,139.71533,J,45,18,Baron',8/30/2020
-34.50305,139.71535,M,100,79,Baron',8/30/2020
-34.50306,139.71532,F,112,70,Baron',8/30/2020
-34.50333,139.71553,J,84,34,Baron',8/30/2020
-34.50333,139.71553,F,200,129,Baron',8/30/2020
-34.50333,139.7155,J,75,49,Baron',8/30/2020
-34.50333,139.71544,M,226,198,Baron',8/30/2020
-34.50336,139.71538,M,113,64,Baron',8/30/2020
-34.50335,139.71538,F,94,66,Baron',8/30/2020
-34.50339,139.71529,M,168,132,Baron',8/30/2020
-34.50339,139.71532,J,87,52,Baron',8/30/2020
-34.5034,139.71532,J,81,42,Baron',8/30/2020
-34.50349,139.71565,M,101,71,Baron',8/30/2020
-34.50345,139.71561,J,64,37,Baron',8/30/2020
-34.50338,139.7155,M,178,119,Baron',8/30/2020
-34.50339,139.71552,F,150,146,Baron',8/30/2020
-34.50341,139.71547,F,87,56,Baron',8/30/2020
-34.5038,139.71552,F,99,73,Baron',8/30/2020
-34.50419,139.71548,J,79,35,Baron',8/30/2020
-34.5042,139.71547,J,37,15,Baron',8/30/2020
-34.5042,139.71545,J,50,35,Baron',8/30/2020
-34.50421,139.71545,M,90,77,Baron',8/30/2020
-34.50421,139.71548,J,78,46,Baron',8/30/2020
-34.50422,139.71567,M,100,74,Baron',8/30/2020
-34.50413,139.7157,M,132,147,Baron',8/30/2020
-34.50413,139.71629,F,125,142,Baron',8/30/2020
-34.50398,139.71609,M,131,97,Baron',8/30/2020
-34.50398,139.71609,F,158,152,Baron',8/30/2020
-34.50396,139.71599,M,99,59,Baron',8/30/2020
-34.5037,139.71619,J,75,36,Baron',8/30/2020
-34.50369,139.71625,F,104,115,Baron',8/30/2020
-34.50368,139.71616,M,87,60,Baron',8/30/2020
-34.50373,139.71611,M,112,39,Baron',8/30/2020
-34.50333,139.71703,J,48,32,Baron',8/30/2020
-34.50333,139.71701,M,93,40,Baron',8/30/2020
-34.50333,139.71703,M,169,148,Baron',8/30/2020
-34.50331,139.71701,M,54,20,Baron',8/30/2020
-34.5033,139.71701,M,43,80,Baron',8/30/2020
-34.5033,139.71704,M,197,230,Baron',8/30/2020
-34.5033,139.71703,M,98,58,Baron',8/30/2020
-34.50329,139.71703,M,84,57,Baron',8/30/2020
-34.50328,139.71701,M,160,60,Baron',8/30/2020
-34.50329,139.71703,M,130,40,Baron',8/30/2020
-34.50328,139.71704,M,196,184,Baron',8/30/2020
-34.5033,139.71706,J,24,8,Baron',8/30/2020
-34.50328,139.71706,M,192,120,Baron',8/30/2020
-34.50328,139.71706,F,204,207,Baron',8/30/2020
-34.50327,139.71709,M,54,16,Baron',8/30/2020
-34.50326,139.71706,M,152,67,Baron',8/30/2020
-34.50325,139.71706,J,69,26,Baron',8/30/2020
-34.50323,139.71707,F,225,205,Baron',8/30/2020
-34.50324,139.71707,M,134,80,Baron',8/30/2020
-34.50326,139.71692,M,212,228,Baron',8/30/2020
-34.50325,139.71687,M,154,104,Baron',8/30/2020
-34.50325,139.71687,M,177,133,Baron',8/30/2020
-34.50321,139.7169,F,92,49,Baron',8/30/2020
-34.50319,139.7169,F,132,103,Baron',8/30/2020
-34.50318,139.7169,F,167,140,Baron',8/30/2020
-34.50319,139.71704,I,114,60,Baron',8/30/2020
-34.50321,139.71709,J,59,30,Baron',8/30/2020
-34.50321,139.71709,J,40,11,Baron',8/30/2020
-34.50322,139.71707,J,9,5,Baron',8/30/2020
-34.50322,139.71707,M,250,344,Baron',8/30/2020
-34.50311,139.71703,M,89,30,Baron',8/30/2020
-34.50307,139.7169,J,72,29,Baron',8/30/2020
-34.50304,139.71686,J,82,28,Baron',8/30/2020
-34.50307,139.717,M,209,168,Baron',8/30/2020
-34.50306,139.71704,M,182,129,Baron',8/30/2020
-34.50309,139.7171,M,206,232,Baron',8/30/2020
-34.50311,139.71709,F,201,148,Baron',8/30/2020
-34.50311,139.71709,F,173,96,Baron',8/30/2020
-34.50312,139.71719,M,164,96,Baron',8/30/2020
-34.50311,139.71724,M,179,158,Baron',8/30/2020
-34.50312,139.71727,J,133,45,Baron',8/30/2020
-34.50312,139.7173,J,56,30,Baron',8/30/2020
-34.50313,139.7173,J,16,4,Baron',8/30/2020
-34.50315,139.71727,J,52,14,Baron',8/30/2020
-34.50316,139.71729,I,82,33,Baron',8/30/2020
-34.50318,139.71721,M,254,295,Baron',8/30/2020
-34.50317,139.71719,F,211,165,Baron',8/30/2020
-34.50319,139.71725,F,154,181,Baron',8/30/2020
-34.50323,139.71713,F,187,105,Baron',8/30/2020
-34.50316,139.71736,J,74,13,Baron',8/30/2020
-34.50316,139.71736,M,148,123,Baron',8/30/2020
-34.50317,139.71738,J,23,6,Baron',8/30/2020
-34.50318,139.71738,J,29,17,Baron',8/30/2020
-34.50319,139.71739,F,175,177,Baron',8/30/2020
-34.5032,139.71738,M,168,111,Baron',8/30/2020
-34.5032,139.71739,M,153,61,Baron',8/30/2020
-34.50319,139.71739,M,45,18,Baron',8/30/2020
-34.5032,139.71741,J,56,25,Baron',8/30/2020
-34.50317,139.71745,J,71,29,Baron',8/30/2020
-34.50317,139.71745,J,109,49,Baron',8/30/2020
-34.50317,139.71744,J,180,36,Baron',8/30/2020
-34.50318,139.71745,J,28,8,Baron',8/30/2020
-34.50317,139.71745,F,83,50,Baron',8/30/2020
-34.50318,139.71745,J,23,6,Baron',8/30/2020
-34.50318,139.71745,J,33,14,Baron',8/30/2020
-34.50316,139.71744,J,71,22,Baron',8/30/2020
-34.50319,139.71747,J,50,15,Baron',8/30/2020
-34.50318,139.71747,M,134,70,Baron',8/30/2020
-34.50317,139.71744,J,26,14,Baron',8/30/2020
-34.50317,139.71748,J,86,36,Baron',8/30/2020
-34.50317,139.71748,J,42,19,Baron',8/30/2020
-34.50319,139.71748,M,179,88,Baron',8/30/2020
-34.50315,139.7175,J,25,30,Baron',8/30/2020
-34.50307,139.71753,M,147,135,Baron',8/30/2020
-34.50308,139.71753,F,166,122,Baron',8/30/2020
-34.50306,139.71754,F,140,75,Baron',8/30/2020
-34.50304,139.71761,F,119,246,Baron',8/30/2020
-34.50303,139.71758,J,30,32,Baron',8/30/2020
-34.50302,139.71756,J,30,26,Baron',8/30/2020
-34.50301,139.71751,M,148,70,Baron',8/30/2020
-34.50291,139.71718,J,60,26,Baron',8/30/2020
-34.50291,139.71719,J,13,6,Baron',8/30/2020
-34.50291,139.71719,J,59,30,Baron',8/30/2020
-34.50291,139.71718,J,73,26,Baron',8/30/2020
-34.50291,139.71718,J,21,6,Baron',8/30/2020
-34.50291,139.71719,J,17,10,Baron',8/30/2020
-34.50291,139.71719,J,18,5,Baron',8/30/2020
-34.50291,139.71719,J,25,5,Baron',8/30/2020
-34.5029,139.71719,M,97,50,Baron',8/30/2020
-34.50291,139.71719,F,135,85,Baron',8/30/2020
-34.50294,139.71722,M,101,56,Baron',8/30/2020
-34.50294,139.71724,J,69,17,Baron',8/30/2020
-34.50274,139.71724,J,44,13,Baron',8/30/2020
-34.50297,139.71724,J,77,40,Baron',8/30/2020
-34.50296,139.71722,J,20,14,Baron',8/30/2020
-34.50297,139.71722,J,34,10,Baron',8/30/2020
-34.50298,139.71721,J,38,21,Baron',8/30/2020
-34.50298,139.71721,J,56,22,Baron',8/30/2020
-34.50298,139.71721,J,79,45,Baron',8/30/2020
-34.50298,139.71718,M,111,54,Baron',8/30/2020
-34.50296,139.71718,F,102,42,Baron',8/30/2020
-34.50291,139.71712,M,99,85,Baron',8/30/2020
-34.50291,139.71712,M,96,100,Baron',8/30/2020
-34.50249,139.71667,M,225,220,Baron',8/30/2020
-34.50249,139.71667,I,145,112,Baron',8/30/2020
-34.50253,139.71672,M,89,49,Baron',8/30/2020
-34.50252,139.71672,F,91,76,Baron',8/30/2020
-34.50252,139.7164,M,78,59,Baron',8/30/2020
-34.50247,139.71672,M,217,228,Baron',8/30/2020
-34.50252,139.71667,M,91,76,Baron',8/30/2020
-34.50243,139.71646,M,130,90,Baron',8/30/2020
-34.50241,139.71643,M,154,106,Baron',8/30/2020
-34.5024,139.71642,F,160,156,Baron',8/30/2020
-34.5024,139.71642,J,77,64,Baron',8/30/2020
-34.5024,139.71632,F,132,110,Baron',8/30/2020
-34.5024,139.71631,F,167,177,Baron',8/30/2020
-34.50232,139.71642,J,93,80,Baron',8/30/2020
-34.50215,139.7164,M,148,136,Baron',8/30/2020
-34.50214,139.71652,M,232,287,Baron',8/30/2020
-34.50214,139.71631,M,109,85,Baron',8/30/2020
-34.50212,139.71629,J,67,28,Baron',8/30/2020
-34.50213,139.71628,J,72,45,Baron',8/30/2020
-34.5021,139.71622,J,56,38,Baron',8/30/2020
-34.50213,139.71622,J,81,36,Baron',8/30/2020
-34.50202,139.71628,M,120,122,Baron',8/30/2020
-34.50223,139.71587,M,101,133,Baron',8/30/2020
-34.50219,139.71581,M,176,146,Baron',8/30/2020
-34.50229,139.71609,J,104,36,Baron',8/30/2020
-34.5023,139.71609,J,36,17,Baron',8/30/2020
-34.50229,139.71609,J,76,64,Baron',8/30/2020
-34.5023,139.71609,J,57,45,Baron',8/30/2020
-34.50229,139.71611,J,47,30,Baron',8/30/2020
-34.50288,139.71704,M,115,72,Baron',8/30/2020
-34.50284,139.71698,F,109,67,Baron',8/30/2020
-34.50281,139.71693,J,68,30,Baron',8/30/2020
-34.50266,139.71712,M,255,228,Baron',8/30/2020
-34.50267,139.71716,M,229,282,Baron',8/30/2020
-34.50261,139.71719,J,37,16,Baron',8/30/2020
-34.50258,139.71718,I,103,44,Baron',8/30/2020
-34.50259,139.71718,J,61,25,Baron',8/30/2020
-34.50259,139.71716,J,108,38,Baron',8/30/2020
-34.50258,139.71713,J,59,30,Baron',8/30/2020
-34.50258,139.71713,J,8,3,Baron',8/30/2020
-34.50258,139.71712,J,10,5,Baron',8/30/2020
-34.50255,139.71713,J,94,27,Baron',8/30/2020
-34.50245,139.7171,F,185,150,Baron',8/30/2020
-34.50242,139.71719,J,44,17,Baron',8/30/2020
-34.50239,139.71724,J,38,13,Baron',8/30/2020
-34.50238,139.71722,J,45,14,Baron',8/30/2020
-34.50238,139.71724,J,74,34,Baron',8/30/2020
-34.50238,139.71724,J,15,8,Baron',8/30/2020
-34.5024,139.71725,J,21,21,Baron',8/30/2020
-34.50235,139.71727,J,27,14,Baron',8/30/2020
-34.50215,139.71719,J,98,44,Baron',8/30/2020
-34.50201,139.71724,M,119,79,Baron',8/30/2020
-34.50213,139.71748,I,87,55,Baron',8/30/2020
-34.50208,139.71756,M,265,187,Baron',8/30/2020
-34.50228,139.71754,J,63,20,Baron',8/30/2020
-34.50219,139.71771,J,38,8,Baron',8/30/2020
-34.5022,139.71773,J,53,20,Baron',8/30/2020
-34.5022,139.71773,J,38,14,Baron',8/30/2020
-34.50199,139.71835,M,111,119,Baron',8/30/2020
-34.50196,139.71841,F,183,217,Baron',8/30/2020
-34.50188,139.7184,I,102,105,Baron',8/30/2020
-34.50211,139.71864,M,143,122,Baron',8/30/2020
-34.50219,139.71869,I,115,96,Baron',8/30/2020
-34.50245,139.71849,I,82,45,Baron',8/30/2020
-34.50266,139.71841,J,59,14,Baron',8/30/2020
-34.50266,139.71811,I,137,109,Baron',8/30/2020
-34.50263,139.71814,M,112,84,Baron',8/30/2020
-34.50261,139.71812,J,89,38,Baron',8/30/2020
-34.50261,139.718,J,59,14,Baron',8/30/2020
-34.50269,139.718,I,132,70,Baron',8/30/2020
-34.50275,139.71806,I,210,346,Baron',8/30/2020
-34.50287,139.7184,J,97,52,Baron',8/30/2020
-34.50286,139.71849,M,112,68,Baron',8/30/2020
-34.50323,139.71866,F,147,163,Baron',8/30/2020
-34.50325,139.71866,F,162,191,Baron',8/30/2020
-34.50338,139.71825,J,51,17,Baron',8/30/2020
-33.02511,138.09721,F,133,88,Telowie Gorge Conservation Park,5/28/2021
-33.02531,138.09735,F,140,94,Telowie Gorge Conservation Park,5/28/2021
-33.02556,138.09889,F,181,210,Telowie Gorge Conservation Park,5/28/2021
-33.02569,138.09785,F,126,125,Telowie Gorge Conservation Park,5/28/2021
-33.02565,138.09735,F,173,240,Telowie Gorge Conservation Park,5/28/2021
-33.02566,138.09743,F,242,220,Telowie Gorge Conservation Park,5/28/2021
-33.02566,138.09743,F,192,118,Telowie Gorge Conservation Park,5/28/2021
-33.02566,138.09741,F,170,64,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09753,F,158,90,Telowie Gorge Conservation Park,5/28/2021
-33.02562,138.09952,F,206,216,Telowie Gorge Conservation Park,5/28/2021
-33.02562,138.09761,F,200,163,Telowie Gorge Conservation Park,5/28/2021
-33.02571,138.09727,F,85,121,Telowie Gorge Conservation Park,5/28/2021
-33.02572,138.09778,F,250,240,Telowie Gorge Conservation Park,5/28/2021
-33.0257,138.09775,F,167,142,Telowie Gorge Conservation Park,5/28/2021
-33.02569,138.09778,F,106,40,Telowie Gorge Conservation Park,5/28/2021
-33.02569,138.09778,F,91,70,Telowie Gorge Conservation Park,5/28/2021
-33.0257,138.09772,F,137,57,Telowie Gorge Conservation Park,5/28/2021
-33.0257,138.09772,F,131,119,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09776,F,212,135,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.0977,F,180,185,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09769,F,192,144,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,F,213,40,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,F,147,43,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,F,186,132,Telowie Gorge Conservation Park,5/28/2021
-33.02565,138.09766,F,134,146,Telowie Gorge Conservation Park,5/28/2021
-33.02565,138.09766,F,140,55,Telowie Gorge Conservation Park,5/28/2021
-33.02568,138.09761,F,163,1157,Telowie Gorge Conservation Park,5/28/2021
-33.02569,138.09763,F,200,151,Telowie Gorge Conservation Park,5/28/2021
-33.02569,138.09743,F,160,183,Telowie Gorge Conservation Park,5/28/2021
-33.02575,138.09781,F,179,100,Telowie Gorge Conservation Park,5/28/2021
-33.02571,138.09792,F,182,83,Telowie Gorge Conservation Park,5/28/2021
-33.02556,138.09801,F,198,125,Telowie Gorge Conservation Park,5/28/2021
-33.0256,138.0976,F,198,107,Telowie Gorge Conservation Park,5/28/2021
-33.0256,138.0976,F,141,104,Telowie Gorge Conservation Park,5/28/2021
-33.02562,138.09796,F,174,137,Telowie Gorge Conservation Park,5/28/2021
-33.02558,138.09792,F,210,175,Telowie Gorge Conservation Park,5/28/2021
-33.02565,138.09787,F,139,56,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09781,F,167,95,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09781,F,132,117,Telowie Gorge Conservation Park,5/28/2021
-33.02596,138.09714,F,160,123,Telowie Gorge Conservation Park,5/28/2021
-33.026,138.09712,F,197,178,Telowie Gorge Conservation Park,5/28/2021
-33.026,138.09717,F,175,81,Telowie Gorge Conservation Park,5/28/2021
-33.02604,138.09721,F,138,80,Telowie Gorge Conservation Park,5/28/2021
-33.02599,138.09732,F,140,118,Telowie Gorge Conservation Park,5/28/2021
-33.02614,138.09723,F,192,180,Telowie Gorge Conservation Park,5/28/2021
-33.02615,138.09711,F,155,176,Telowie Gorge Conservation Park,5/28/2021
-33.02617,138.09743,F,140,127,Telowie Gorge Conservation Park,5/28/2021
-33.02578,138.09756,F,127,188,Telowie Gorge Conservation Park,5/28/2021
-33.02583,138.09743,F,145,155,Telowie Gorge Conservation Park,5/28/2021
-33.02596,138.09779,F,112,11,Telowie Gorge Conservation Park,5/28/2021
-33.025594,138.097778,F,115,189,Telowie Gorge Conservation Park,5/28/2021
-33.02504,138.09682,M,108,62,Telowie Gorge Conservation Park,5/28/2021
-33.02491,138.09714,M,87,39,Telowie Gorge Conservation Park,5/28/2021
-33.0205,138.09726,M,173,145,Telowie Gorge Conservation Park,5/28/2021
-33.02509,138.09724,M,138,74,Telowie Gorge Conservation Park,5/28/2021
-33.02489,138.09734,M,141,155,Telowie Gorge Conservation Park,5/28/2021
-33.02489,138.09734,M,154,87,Telowie Gorge Conservation Park,5/28/2021
-33.02506,138.09747,M,40,16,Telowie Gorge Conservation Park,5/28/2021
-33.02531,138.09735,M,93,55,Telowie Gorge Conservation Park,5/28/2021
-33.02531,138.09735,M,77,38,Telowie Gorge Conservation Park,5/28/2021
-33.02559,138.9773,M,134,86,Telowie Gorge Conservation Park,5/28/2021
-33.02559,138.9773,M,129,61,Telowie Gorge Conservation Park,5/28/2021
-33.02559,138.9773,M,151,73,Telowie Gorge Conservation Park,5/28/2021
-33.02561,138.09776,M,142,130,Telowie Gorge Conservation Park,5/28/2021
-33.09776,138.09781,M,134,179,Telowie Gorge Conservation Park,5/28/2021
-33.02558,138.09781,M,180,156,Telowie Gorge Conservation Park,5/28/2021
-33.025588,138.097084,M,157,83,Telowie Gorge Conservation Park,5/28/2021
-33.02565,138.09737,M,152,170,Telowie Gorge Conservation Park,5/28/2021
-33.02562,138.09735,M,183,195,Telowie Gorge Conservation Park,5/28/2021
-33.02567,138.09735,M,181,257,Telowie Gorge Conservation Park,5/28/2021
-33.02566,138.09741,M,265,200,Telowie Gorge Conservation Park,5/28/2021
-33.02566,138.09741,M,180,174,Telowie Gorge Conservation Park,5/28/2021
-33.02557,138.09749,M,199,164,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09753,M,110,83,Telowie Gorge Conservation Park,5/28/2021
-33.02563,138.09752,M,174,87,Telowie Gorge Conservation Park,5/28/2021
-33.0256,138.09758,M,162,78,Telowie Gorge Conservation Park,5/28/2021
-33.02561,138.09767,M,102,70,Telowie Gorge Conservation Park,5/28/2021
-33.0257,138.09726,M,118,95,Telowie Gorge Conservation Park,5/28/2021
-33.02595,138.09734,M,102,51,Telowie Gorge Conservation Park,5/28/2021
-33.02595,138.09731,M,153,61,Telowie Gorge Conservation Park,5/28/2021
-33.02596,138.09758,M,130,110,Telowie Gorge Conservation Park,5/28/2021
-33.02589,138.0977,M,135,205,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.0977,M,117,164,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,M,147,82,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,M,122,52,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,M,134,112,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,M,166,82,Telowie Gorge Conservation Park,5/28/2021
-33.02564,138.09769,M,123,62,Telowie Gorge Conservation Park,5/28/2021
-33.02565,138.09766,M,183,109,Telowie Gorge Conservation Park,5/28/2021
-33.02575,138.04758,M,122,163,Telowie Gorge Conservation Park,5/28/2021
-33.02575,138.04758,M,159,156,Telowie Gorge Conservation Park,5/28/2021
-33.02569,138.09732,M,272,145,Telowie Gorge Conservation Park,5/28/2021
-33.02573,138.09781,M,154,144,Telowie Gorge Conservation Park,5/28/2021
-33.02573,138.09782,M,189,47,Telowie Gorge Conservation Park,5/28/2021
-33.02573,138.09782,M,160,60,Telowie Gorge Conservation Park,5/28/2021
-33.02573,138.09782,M,221,120,Telowie Gorge Conservation Park,5/28/2021
-33.02576,138.09802,M,86,54,Telowie Gorge Conservation Park,5/28/2021
-33.02559,138.09801,M,187,170,Telowie Gorge Conservation Park,5/28/2021
-33.026,138.09717,M,156,184,Telowie Gorge Conservation Park,5/28/2021
-33.02605,138.09708,M,134,120,Telowie Gorge Conservation Park,5/28/2021
-33.02605,138.09708,M,55,116,Telowie Gorge Conservation Park,5/28/2021
-33.02608,138.09714,M,144,52,Telowie Gorge Conservation Park,5/28/2021
-33.02608,138.09714,M,140,88,Telowie Gorge Conservation Park,5/28/2021
-33.02608,138.09714,M,57,44,Telowie Gorge Conservation Park,5/28/2021
-33.02605,138.09715,M,138,93,Telowie Gorge Conservation Park,5/28/2021
-33.02604,138.09721,M,188,83,Telowie Gorge Conservation Park,5/28/2021
-33.2608,138.06972,M,160,174,Telowie Gorge Conservation Park,5/28/2021
-33.02604,138.09726,M,160,150,Telowie Gorge Conservation Park,5/28/2021
-33.02618,138.09731,M,190,232,Telowie Gorge Conservation Park,5/28/2021
-33.02614,138.09723,M,183,154,Telowie Gorge Conservation Park,5/28/2021
-33.02614,138.09723,M,95,106,Telowie Gorge Conservation Park,5/28/2021
-33.02603,138.09767,M,192,201,Telowie Gorge Conservation Park,5/28/2021
-33.02598,138.09779,M,150,157,Telowie Gorge Conservation Park,5/28/2021
-33.02449,138.09698,J,83,51,Telowie Gorge Conservation Park,5/28/2021
-33.02449,138.09698,J,36,20,Telowie Gorge Conservation Park,5/28/2021
-33.02449,138.09698,J,39,8,Telowie Gorge Conservation Park,5/28/2021
-33.02449,138.09698,J,25,13,Telowie Gorge Conservation Park,5/28/2021
-33.02449,138.09698,J,21,16,Telowie Gorge Conservation Park,5/28/2021
-33.02449,138.09698,J,41,15,Telowie Gorge Conservation Park,5/28/2021
-33.02492,138.04697,J,58,29,Telowie Gorge Conservation Park,5/28/2021
-33.02493,138.09698,J,68,45,Telowie Gorge Conservation Park,5/28/2021
-33.02494,138.09698,J,46,41,Telowie Gorge Conservation Park,5/28/2021
-33.0251,138.097,J,48,7,Telowie Gorge Conservation Park,5/28/2021
-33.0251,138.097,J,51,23,Telowie Gorge Conservation Park,5/28/2021
-33.0251,138.097,J,41,18,Telowie Gorge Conservation Park,5/28/2021
-33.02496,138.09703,J,56,39,Telowie Gorge Conservation Park,5/28/2021
-33.02496,138.09703,J,34,9,Telowie Gorge Conservation Park,5/28/2021
-33.0495,130.9703,J,78,26,Telowie Gorge Conservation Park,5/28/2021
-33.0495,130.9703,J,30,17,Telowie Gorge Conservation Park,5/28/2021
-33.02499,138.09703,J,88,40,Telowie Gorge Conservation Park,5/28/2021
-33.02499,138.09703,J,72,30,Telowie Gorge Conservation Park,5/28/2021
-33.02499,138.09703,J,86,34,Telowie Gorge Conservation Park,5/28/2021
-33.02498,138.09705,J,80,50,Telowie Gorge Conservation Park,5/28/2021
-33.02497,138.09705,J,28,13,Telowie Gorge Conservation Park,5/28/2021
-33.02502,138.9715,J,65,41,Telowie Gorge Conservation Park,5/28/2021
-33.02502,138.9715,J,38,26,Telowie Gorge Conservation Park,5/28/2021
-33.02504,138.09715,J,101,62,Telowie Gorge Conservation Park,5/28/2021
-33.02497,138.09743,J,43,21,Telowie Gorge Conservation Park,5/28/2021
-33.025,138.09744,J,28,13,Telowie Gorge Conservation Park,5/28/2021
-33.02495,138.09734,J,85,4,Telowie Gorge Conservation Park,5/28/2021
-33.02499,138.09737,J,3,10,Telowie Gorge Conservation Park,5/28/2021
-33.02507,138.09734,J,61,36,Telowie Gorge Conservation Park,5/28/2021
-33.02507,138.09734,J,62,42,Telowie Gorge Conservation Park,5/28/2021
-33.02504,138.09724,J,60,39,Telowie Gorge Conservation Park,5/28/2021
-33.02509,138.09724,J,86,35,Telowie Gorge Conservation Park,5/28/2021
-33.02508,138.09724,J,86,38,Telowie Gorge Conservation Park,5/28/2021
-33.02509,138.09724,J,63,54,Telowie Gorge Conservation Park,5/28/2021
-33.02507,138.09723,J,59,29,Telowie Gorge Conservation Park,5/28/2021
-33.02507,138.09723,J,97,60,Telowie Gorge Conservation Park,5/28/2021
-33.02509,138.09721,J,17,7,Telowie Gorge Conservation Park,5/28/2021
-33.02511,138.09721,J,86,32,Telowie Gorge Conservation Park,5/28/2021
-33.02511,138.09721,J,83,22,Telowie Gorge Conservation Park,5/28/2021
-33.02533,138.09731,J,47,17,Telowie Gorge Conservation Park,5/28/2021
-33.02533,138.09731,J,59,29,Telowie Gorge Conservation Park,5/28/2021
-33.02533,138.09731,J,59,31,Telowie Gorge Conservation Park,5/28/2021
-33.02533,138.09731,J,46,30,Telowie Gorge Conservation Park,5/28/2021
-33.02533,138.09731,J,20,6,Telowie Gorge Conservation Park,5/28/2021
