taxon_name,genus,family,taxon_distribution,taxon_rank,plant_trait,notes,reference,units,name,value,value_type
Prostanthera sp. Dunmore (D.M.Gordon 8A),Prostanthera,Lamiaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,0.8,minimum
Prostanthera sp. Dunmore (D.M.Gordon 8A),Prostanthera,Lamiaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_2,1.2,maximum
Prostanthera sp. Dunmore (D.M.Gordon 8A),Prostanthera,Lamiaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,1,minimum
Prostanthera sp. Dunmore (D.M.Gordon 8A),Prostanthera,Lamiaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,2,maximum
Prostanthera sp. Dunmore (D.M.Gordon 8A),Prostanthera,Lamiaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Jun Aug Oct,mode
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,1.5,mean
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,stem_growth_habit,NA,PlantNET_2025,NA,value_1,sprawling,mode
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_presumed,mode
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,none,mode
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,none,mode
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,1,mean
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,4,minimum
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,8,maximum
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,fruit_length,NA,PlantNET_2025,mm,value_1,1,minimum
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,fruit_length,NA,PlantNET_2025,mm,value_2,1.5,maximum
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,fruit_width,NA,PlantNET_2025,mm,value_1,1,minimum
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,fruit_width,NA,PlantNET_2025,mm,value_2,1.5,maximum
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,flowering_time,NA,PlantNET_2025,NA,value_1,Jan-Dec,mode
Prostanthera spathulata,Prostanthera,Lamiaceae,Qld,species,post_fire_recruitment,NA,SPRAT_2025_2,NA,value_1,post_fire_recruitment,mode
Pteris kingiana,Pteris,Pteridaceae,NI,species,plant_height,short rhizome ,FoA_print_2025,NA,value_1,not_given,mode
Pteris kingiana,Pteris,Pteridaceae,NI,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Pteris kingiana,Pteris,Pteridaceae,NI,species,fruit_length,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Pteris kingiana,Pteris,Pteridaceae,NI,species,fruit_width,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Pteris kingiana,Pteris,Pteridaceae,NI,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Pteris zahlbruckneriana,Pteris,Pteridaceae,NI,species,plant_height,short rhizome ,FoA_print_2025,NA,value_1,not_given,mode
Pteris zahlbruckneriana,Pteris,Pteridaceae,NI,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Pteris zahlbruckneriana,Pteris,Pteridaceae,NI,species,fruit_length,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Pteris zahlbruckneriana,Pteris,Pteridaceae,NI,species,fruit_width,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Pteris zahlbruckneriana,Pteris,Pteridaceae,NI,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Pterostylis bicornis,Pterostylis,Orchidaceae,Qld,species,inflorescence_stalk,NA,SPRAT_2025_2,mm,value_1,60,minimum
Pterostylis bicornis,Pterostylis,Orchidaceae,Qld,species,inflorescence_stalk,NA,SPRAT_2025_2,mm,value_2,100,maximum
Pterostylis bicornis,Pterostylis,Orchidaceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis bicornis,Pterostylis,Orchidaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis bicornis,Pterostylis,Orchidaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis bicornis,Pterostylis,Orchidaceae,Qld,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant,mode
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_1,120,minimum
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_2,180,maximum
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,leaf_length,NA,Wikipedia_2025,mm,value_1,10,minimum
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,leaf_length,NA,Wikipedia_2025,mm,value_2,22,maximum
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,leaf_width,NA,Wikipedia_2025,mm,value_1,5,minimum
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,leaf_width,NA,Wikipedia_2025,mm,value_2,15,maximum
Pterostylis bryophila,Pterostylis,Orchidaceae,SA,species,flowering_time,NA,Wikipedia_2025,NA,value_1,Apr-Jul,mode
Pterostylis commutata,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_1,10,minimum
Pterostylis commutata,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_2,22,maximum
Pterostylis commutata,Pterostylis,Orchidaceae,Tas,species,resprouting_capacity,NA,Tas_NRE_2025,NA,value_1,resprouts,mode
Pterostylis commutata,Pterostylis,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis commutata,Pterostylis,Orchidaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Dec - Jan,mode
Pterostylis gibbosa,Pterostylis,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,45,mean
Pterostylis lepida,Pterostylis,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,10,minimum
Pterostylis lepida,Pterostylis,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,20,maximum
Pterostylis lepida,Pterostylis,Orchidaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis lepida,Pterostylis,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis lepida,Pterostylis,Orchidaceae,SA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep-Dec,mode
Pterostylis lepida,Pterostylis,Orchidaceae,SA,species,flowering_cues,NA,SPRAT_2025_2,NA,value_1,rain,mode
Pterostylis mirabilis,Pterostylis,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,8,mean
Pterostylis mirabilis,Pterostylis,Orchidaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis mirabilis,Pterostylis,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis pratensis,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,SPRAT_2025_2,cm,value_1,7,minimum
Pterostylis pratensis,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,SPRAT_2025_2,cm,value_2,15,maximum
Pterostylis pratensis,Pterostylis,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis pratensis,Pterostylis,Orchidaceae,Tas,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Nov - Dec,mode
Pterostylis psammophila,Pterostylis,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,15,mean
Pterostylis psammophila,Pterostylis,Orchidaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis psammophila,Pterostylis,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis psammophila,Pterostylis,Orchidaceae,SA,species,vegetative_reproduction_ability,NA,SPRAT_2025_2,NA,value_1,not_vegetative,mode
Pterostylis psammophila,Pterostylis,Orchidaceae,SA,species,flowering_cues,NA,SPRAT_2025_2,NA,value_1,rain,mode
Pterostylis psammophila,Pterostylis,Orchidaceae,SA,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant,mode
Pterostylis pulchella,Pterostylis,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,16,mean
Pterostylis pulchella,Pterostylis,Orchidaceae,NSW,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts_presumed,mode
Pterostylis pulchella,Pterostylis,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis pulchella,Pterostylis,Orchidaceae,NSW,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis rubenachii,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_1,30,minimum
Pterostylis rubenachii,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_2,80,maximum
Pterostylis rubenachii,Pterostylis,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis rubenachii,Pterostylis,Orchidaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Oct - Nov,mode
Pterostylis saxicola,Pterostylis,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,35,mean
Pterostylis saxicola,Pterostylis,Orchidaceae,NSW,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts_presumed,mode
Pterostylis saxicola,Pterostylis,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis saxicola,Pterostylis,Orchidaceae,NSW,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep - Nov,mode
Pterostylis sinuata,Pterostylis,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,mm,value_1,50,minimum
Pterostylis sinuata,Pterostylis,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,mm,value_2,120,maximum
Pterostylis sinuata,Pterostylis,Orchidaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis sinuata,Pterostylis,Orchidaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis sinuata,Pterostylis,Orchidaceae,WA,species,flowering_time,NA,Lucid_WA_orchids_2024,NA,value_1,Jul-Aug,mode
Pterostylis sinuata,Pterostylis,Orchidaceae,WA,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant,mode
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,mm,value_1,20,mean
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis,Orchidaceae,NSW,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis,Orchidaceae,NSW,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Aug-Sep,mode
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis,Orchidaceae,NSW,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant,mode
Pterostylis sp. Hale (R.Bates 21725),Pterostylis,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,10,mean
Pterostylis sp. Hale (R.Bates 21725),Pterostylis,Orchidaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis sp. Hale (R.Bates 21725),Pterostylis,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis sp. Hale (R.Bates 21725),Pterostylis,Orchidaceae,SA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis sp. Hale (R.Bates 21725),Pterostylis,Orchidaceae,SA,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,15,mean
Pterostylis vernalis,Pterostylis,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,20,mean
Pterostylis vernalis,Pterostylis,Orchidaceae,NSW,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Pterostylis vernalis,Pterostylis,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis vernalis,Pterostylis,Orchidaceae,NSW,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis wapstrarum,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_1,8,minimum
Pterostylis wapstrarum,Pterostylis,Orchidaceae,Tas,species,plant_height,NA,Tas_NRE_2025,cm,value_2,22,maximum
Pterostylis wapstrarum,Pterostylis,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Pterostylis wapstrarum,Pterostylis,Orchidaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Nov,mode
Ptilotus pyramidatus,Ptilotus,Amaranthaceae,WA,species,plant_height,NA,SPRAT_2025_2,cm,value_1,8,mean
Ptisana salicina,Ptisana,Marattiaceae,NI,species,inflorescence_stalk,NA,FoA_print_2025,m,value_1,2,mean
Ptisana salicina,Ptisana,Marattiaceae,NI,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Ptisana salicina,Ptisana,Marattiaceae,NI,species,fruit_length,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Ptisana salicina,Ptisana,Marattiaceae,NI,species,fruit_width,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Ptisana salicina,Ptisana,Marattiaceae,NI,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Pultenaea aristata,Pultenaea,Fabaceae,NSW,species,plant_height,NA,SPRAT_2025_2,m,value_1,1,mean
Pultenaea baeuerlenii,Pultenaea,Fabaceae,NSW,species,plant_height,NA,SPRAT_2025_2,m,value_1,0.6,minimum
Pultenaea baeuerlenii,Pultenaea,Fabaceae,NSW,species,plant_height,NA,SPRAT_2025_2,m,value_2,1.5,maximum
Pultenaea elusa,Pultenaea,Fabaceae,NSW,species,plant_height,trailing,SPRAT_2025_2,NA,value_1,not_given,mode
Pultenaea elusa,Pultenaea,Fabaceae,NSW,species,stem_length,NA,SPRAT_2025_2,cm,value_1,60,mean
Pultenaea elusa,Pultenaea,Fabaceae,NSW,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,trailing,mode
Pultenaea glabra,Pultenaea,Fabaceae,NSW,species,plant_height,NA,SPRAT_2025_2,m,value_1,1.5,mean
Pultenaea parviflora,Pultenaea,Fabaceae,NSW,species,plant_height,NA,SPRAT_2025_2,m,value_1,2,mean
Pultenaea setulosa,Pultenaea,Fabaceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,2.5,mean
Pultenaea sp. Genowlan Point (NSW 417813),Pultenaea,Fabaceae,NSW,species,plant_height,NA,NSWDEH_2025,m,value_1,1.5,mean
Pultenaea trichophylla,Pultenaea,Fabaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,30,mean
Pultenaea trichophylla,Pultenaea,Fabaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts_partial,mode
Pultenaea trichophylla,Pultenaea,Fabaceae,SA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Dec,mode
Pultenaea trichophylla,Pultenaea,Fabaceae,SA,species,post_fire_recruitment,NA,SPRAT_2025_2,NA,value_1,post_fire_recruitment,mode
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,plant_height,NA,Wikipedia_2025,m,value_1,1,minimum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,plant_height,NA,Wikipedia_2025,m,value_2,2,maximum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,stem_growth_habit,NA,Wikipedia_2025,NA,value_1,erect prostrate,mode
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,leaf_length,NA,Wikipedia_2025,mm,value_1,14,minimum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,leaf_length,NA,Wikipedia_2025,mm,value_2,26,maximum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,leaf_width,NA,Wikipedia_2025,mm,value_1,5,minimum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,leaf_width,NA,Wikipedia_2025,mm,value_2,9,maximum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,fruit_length,NA,Wikipedia_2025,mm,value_1,6.0,minimum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,fruit_length,NA,Wikipedia_2025,mm,value_2,7.5,maximum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,fruit_width,NA,Wikipedia_2025,mm,value_1,6.0,minimum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,fruit_width,NA,Wikipedia_2025,mm,value_2,7.5,maximum
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Pultenaea villifera var. glabrescens,Pultenaea,Fabaceae,SA,variety,flowering_time,NA,Wikipedia_2025,NA,value_1,Oct-Dec,mode
Quoya zonalis,Quoya,Lamiaceae,WA,species,plant_height,NA,Shepherd_2020,m,value_1,1.2,minimum
Quoya zonalis,Quoya,Lamiaceae,WA,species,plant_height,NA,Shepherd_2020,m,value_2,2,maximum
Quoya zonalis,Quoya,Lamiaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Quoya zonalis,Quoya,Lamiaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,woody rootstock,mode
Quoya zonalis,Quoya,Lamiaceae,WA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,woody roots,mode
Quoya zonalis,Quoya,Lamiaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,23,minimum
Quoya zonalis,Quoya,Lamiaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,96,maximum
Quoya zonalis,Quoya,Lamiaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,14,minimum
Quoya zonalis,Quoya,Lamiaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,47,maximum
Quoya zonalis,Quoya,Lamiaceae,WA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Jul-Sep,mode
Quoya zonalis,Quoya,Lamiaceae,WA,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Sep-Nov,mode
Quoya zonalis,Quoya,Lamiaceae,WA,species,petiole_length,NA,SPRAT_2025_2,mm,value_1,10,minimum
Quoya zonalis,Quoya,Lamiaceae,WA,species,petiole_length,NA,SPRAT_2025_2,mm,value_2,30,maximum
Ranunculus anemoneus,Ranunculus,Ranunculaceae,NSW,species,plant_height,NA,Lucid_SE_NSW_2025,m,value_1,0.35,mean
Ranunculus anemoneus,Ranunculus,Ranunculaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Rhizanthella gardneri,Rhizanthella,Orchidaceae,WA,species,plant_height,NA,SPRAT_2025_2,mm,value_1,1,mean
Rhizanthella gardneri,Rhizanthella,Orchidaceae,WA,species,bud_bank_location,rhizome deep underground,SPRAT_2025_2,NA,value_1,rhizome,mode
Rhizanthella gardneri,Rhizanthella,Orchidaceae,WA,species,leaf_type,NA,SPRAT_2025_2,NA,value_1,leafless,mode
Rhizanthella gardneri,Rhizanthella,Orchidaceae,WA,species,plant_photosynthetic_organ,NA,SPRAT_2025_2,NA,value_1,non-photosynthetic_plant,mode
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,plant_height,NA,SPRAT_2025_2,mm,value_1,1,mean
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,bud_bank_location,rhizome deep underground,SPRAT_2025_2,NA,value_1,rhizome,mode
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,leaf_type,NA,SPRAT_2025_2,NA,value_1,leafless,mode
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,fleshy,mode
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,plant_photosynthetic_organ,NA,SPRAT_2025_2,NA,value_1,non-photosynthetic_plant,mode
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,storage_organ_length,NA,SPRAT_2025_2,cm,value_1,3.0,minimum
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,storage_organ_length,NA,SPRAT_2025_2,cm,value_2,4.0,maximum
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,storage_organ_diameter,NA,SPRAT_2025_2,cm,value_1,0.5,minimum
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,WA,species,storage_organ_diameter,NA,SPRAT_2025_2,cm,value_2,1.3,maximum
Rhizanthella slateri,Rhizanthella,Orchidaceae,NSW,species,plant_height,"no stems, no leaves",SPRAT_2025_2,NA,value_1,not_applicable,mode
Rhizanthella slateri,Rhizanthella,Orchidaceae,NSW,species,leaf_type,NA,SPRAT_2025_2,NA,value_1,leafless,mode
Rhizanthella slateri,Rhizanthella,Orchidaceae,NSW,species,plant_photosynthetic_organ,NA,SPRAT_2025_2,NA,value_1,non-photosynthetic_plant,mode
Rhizanthella slateri,Rhizanthella,Orchidaceae,NSW,species,storage_organ_length,NA,SPRAT_2025_2,cm,value_1,15,mean
Rhizanthella slateri,Rhizanthella,Orchidaceae,NSW,species,storage_organ_diameter,NA,SPRAT_2025_2,cm,value_1,1.5,mean
Roycea pycnophylloides,Roycea,Chenopodiaceae,WA,species,plant_height,mat-forming,SPRAT_2025_2,NA,value_1,not_given,mode
Roycea pycnophylloides,Roycea,Chenopodiaceae,WA,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,mat-forming,mode
Roycea pycnophylloides,Roycea,Chenopodiaceae,WA,species,plant_width,NA,SPRAT_2025_2,m,value_1,1,mean
Roycea pycnophylloides,Roycea,Chenopodiaceae,WA,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,1,minimum
Roycea pycnophylloides,Roycea,Chenopodiaceae,WA,species,fruit_length,NA,SPRAT_2025_2,mm,value_2,2,maximum
Roycea pycnophylloides,Roycea,Chenopodiaceae,WA,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,1,minimum
Roycea pycnophylloides,Roycea,Chenopodiaceae,WA,species,fruit_width,NA,SPRAT_2025_2,mm,value_2,2,maximum
Sagina diemensis,Sagina,Caryophyllaceae,Tas,species,stem_length,NA,Tas_NRE_2025,cm,value_1,10,mean
Sagina diemensis,Sagina,Caryophyllaceae,Tas,species,stem_growth_habit,NA,Tas_NRE_2025,NA,value_1,cushion-forming trailing,mode
Sagina diemensis,Sagina,Caryophyllaceae,Tas,species,resprouting_capacity,NA,Tas_NRE_2025,NA,value_1,fire_killed,mode
Sagina diemensis,Sagina,Caryophyllaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Jan - Mar,mode
Sannantha tozerensis,Sannantha,Myrtaceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,2,mean
Sannantha tozerensis,Sannantha,Myrtaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,7,minimum
Sannantha tozerensis,Sannantha,Myrtaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,12,maximum
Sannantha tozerensis,Sannantha,Myrtaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,3,minimum
Sannantha tozerensis,Sannantha,Myrtaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,6.5,maximum
Sannantha tozerensis,Sannantha,Myrtaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,2,mean
Sannantha tozerensis,Sannantha,Myrtaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,4,mean
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,"Qld, NSW",species,stem_length,NA,SPRAT_2025_2,cm,value_1,8,minimum
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,"Qld, NSW",species,stem_length,NA,SPRAT_2025_2,cm,value_2,100,maximum
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,"Qld, NSW",species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,mat-forming,mode
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,"Qld, NSW",species,plant_growth_substrate,NA,SPRAT_2025_2,NA,value_1,epiphyte lithophyte,mode
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,"Qld, NSW",species,bud_bank_location,NA,PlantNET_2025,NA,value_1,root_buds,mode
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,"Qld, NSW",species,fruit_length,NA,WildNet_2025,cm,value_1,8.5,mean
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,"Qld, NSW",species,plant_growth_substrate,NA,SPRAT_2025_2,NA,value_1,epiphyte lithophyte,mode
Sarcochilus hartmannii,Sarcochilus,Orchidaceae,"Qld, NSW",species,stem_length,NA,SPRAT_2025_2,cm,value_1,8,minimum
Sarcochilus hartmannii,Sarcochilus,Orchidaceae,"Qld, NSW",species,stem_length,NA,SPRAT_2025_2,cm,value_2,100,maximum
Sarcochilus hartmannii,Sarcochilus,Orchidaceae,"Qld, NSW",species,plant_growth_substrate,NA,SPRAT_2025_2,NA,value_1,lithophyte terrestrial,mode
Sarcochilus hirticalcar,Sarcochilus,Orchidaceae,Qld,species,stem_length,NA,SPRAT_2025_2,cm,value_1,10,mean
