error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Leishman_1993_279,Leishman_1995,Gymnostachys anceps,NA,NA,Leishman_1995_127,seed_mass,228.6,mg,NA,multisite_mean,10,Gymnostachys anceps
Duplicate of Leishman_1993_237,Leishman_1995,Styphelia tubiflora,NA,NA,Leishman_1995_180,seed_mass,20.2,mg,NA,multisite_mean,10,Styphelia tubiflora
Duplicate of Kew_2019_1_06090,Leishman_1995,Glycine clandestina,NA,NA,Leishman_1995_187,seed_mass,4.2,mg,NA,multisite_mean,10,Glycine clandestina
Duplicate of Leishman_1993_247,Leishman_1995,Grevillea oleoides,NA,NA,Leishman_1995_215,seed_mass,26.4,mg,NA,multisite_mean,10,Grevillea oleoides
Duplicate of Kew_2019_1_06000,Leishman_1995,Dillwynia retorta,NA,NA,Leishman_1995_242,seed_mass,5.5,mg,NA,multisite_mean,10,Dillwynia retorta
Duplicate of Kew_2019_1_09088,Leishman_1995,Eucalyptus saligna,NA,NA,Leishman_1995_319,seed_mass,0.4,mg,NA,multisite_mean,10,Eucalyptus saligna
