CODE,plant,coll,yr,treat,observation,bud_depth_mm,SPECIES,Family,MAXHT_cm,GFORM,STEMCATS,specific_leaf_area_mm2/mg
erelon,clip c,43770,1,c,1,22,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,clip 32,43770,1,c,1,38,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,clip 11,43770,1,c,1,4,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,burn c,43770,1,b,1,16,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,burn b,43770,1,b,1,15,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,burn a,43770,1,b,1,17,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,burn 6,43770,1,b,1,24,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
olepim,clip c,43770,1,c,1,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip b,43770,1,c,1,10,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip a,43770,1,c,1,22,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 b,43770,1,c2,1,1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 a,43770,1,c2,1,0,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn c,43770,1,b,1,27,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn b,43770,1,b,1,22,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn a,43770,1,b,1,26,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip59,43770,1,c,1,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,1,13,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip c,43770,1,c,1,10,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip b,43770,1,c,1,16,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip a,43770,1,c,1,12,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 55,43770,1,c2,1,29,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn51,43770,1,b,1,9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn48,43770,1,b,1,12,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn42,43770,1,b,1,15,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn32,43770,1,b,1,38,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,1,17,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,2,8,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,2,10,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,2,8,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,2,15,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,2,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
atrsem,clip1,2000,0,c,2,3,Atriplex semibaccata,Chenopodiaceae,NA,NA,NA,NA
boswal,clip3,2000,0,c,2,46,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
boswal,clip2,2000,0,c,2,76,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
boswal,burn3,2000,0,b,2,14,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
boswal,burn2,2000,0,b,2,36,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
boswal,burn1,2000,0,b,2,11,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
calcun,clip4,2000,0,c,2,6,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip3,2000,0,c,2,4,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,2,3,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,2,0,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,2,2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,2,21,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,2,21,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn3,2000,0,b,2,19,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn2,2000,0,b,2,21,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn1,2000,0,b,2,20,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
caslae,clip3,2000,0,c,2,4,Cassinia laevis,Asteraceae,NA,NA,NA,NA
caslae,clip2,2000,0,c,2,3,Cassinia laevis,Asteraceae,NA,NA,NA,NA
caslae,clip1,2000,0,c,2,3,Cassinia laevis,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,2,-3,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip4,2000,0,c,2,-6,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip2,2000,0,c,2,-5,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip1,2000,0,c,2,-1,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
cheila,clip3,2000,0,c,2,12,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
cheila,clip2,2000,0,c,2,10,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
cheila,clip1,2000,0,c,2,14,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
cheila,burn2,2000,0,b,2,7,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
cheila,burn1,2000,0,b,2,8,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,2,5,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,2,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,2,4,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,2,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,2,3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,2,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,2,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,2,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,2,14,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,2,11,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,2,13,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn2,2000,0,b,2,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,2,13,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digcoe,clip3,2000,0,c,2,10,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,clip2,2000,0,c,2,15,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,clip1,2000,0,c,2,16,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn3,2000,0,b,2,13,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn2,2000,0,b,2,13,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn1,2000,0,b,2,12,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,2,13,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip2,2000,0,c,2,14,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,2,13,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn3,2000,0,b,2,13,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn2,2000,0,b,2,15,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,2,16,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
dovian,clip3,2000,0,c,2,-5,Dodonaea viscosa subsp. angustissima,Sapindaceae,NA,NA,NA,NA
dovian,clip2,2000,0,c,2,1,Dodonaea viscosa subsp. angustissima,Sapindaceae,NA,NA,NA,NA
dovian,clip1,2000,0,c,2,0,Dodonaea viscosa subsp. angustissima,Sapindaceae,NA,NA,NA,NA
dovisp,clip1,2000,0,c,2,-4,Dodonaea viscosa subsp. spatulata,Sapindaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,2,-1,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip2,2000,0,c,2,-1.5,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,2,0,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,2,1,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
entaci,clip4,2000,0,c,2,13,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip3,2000,0,c,2,6,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip2,2000,0,c,2,12,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip1,2000,0,c,2,12,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,burn3,2000,0,b,2,11,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,burn2,2000,0,b,2,20,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,burn1,2000,0,b,2,15,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
eregla,clip3,2000,0,c,2,28,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip2,2000,0,c,2,7,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip1,2000,0,c,2,11,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn3,2000,0,b,2,14,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn2,2000,0,b,2,17,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
erelon,clip3,2000,0,c,2,-4,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,clip2,2000,0,c,2,6,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,clip1,2000,0,c,2,4,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,burn3,2000,0,b,2,6,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,burn2,2000,0,b,2,5,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
erelon,burn1,2000,0,b,2,16,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
eutmic,clip6,2000,0,c,2,3,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip5,2000,0,c,2,2,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip4,2000,0,c,2,20,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip3,2000,0,c,2,10,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip2,2000,0,c,2,5,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip1,2000,0,c,2,4,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,2,18,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,2,15,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn2,2000,0,b,2,12,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn1,2000,0,b,2,10,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
lomsp,clip3,2000,0,c,2,73,Lomandra leucocephala subsp. robusta,Lomadraceae,NA,NA,NA,NA
lomsp,clip2,2000,0,c,2,50,Lomandra leucocephala subsp. robusta,Lomadraceae,NA,NA,NA,NA
lomsp,clip1,2000,0,c,2,75,Lomandra leucocephala subsp. robusta,Lomadraceae,NA,NA,NA,NA
lomsp,burn3,2000,0,b,2,26,Lomandra leucocephala subsp. robusta,Lomadraceae,NA,NA,NA,NA
lomsp,burn2,2000,0,b,2,41,Lomandra leucocephala subsp. robusta,Lomadraceae,NA,NA,NA,NA
lomsp,burn1,2000,0,b,2,19,Lomandra leucocephala subsp. robusta,Lomadraceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,2,6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,2,5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,2,4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,2000,0,b,2,9,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn2,2000,0,b,2,11.5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,2,12,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip3,2000,0,c,2,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,2000,0,c,2,0,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,2000,0,c,2,3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,2000,0,b,2,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,2000,0,b,2,12,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
oleram,clip3,2000,0,c,2,13,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,clip2,2000,0,c,2,10,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,clip1,2000,0,c,2,7,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,burn3,2000,0,b,2,28,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,burn2,2000,0,b,2,8,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,burn1,2000,0,b,2,24,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,2,16,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,2,14,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip1,2000,0,c,2,7,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn3,2000,0,b,2,12,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn2,2000,0,b,2,11,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn1,2000,0,b,2,9,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
pascon,clip3,2000,0,c,2,4,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
pascon,clip2,2000,0,c,2,6,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
pascon,clip1,2000,0,c,2,7,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
pascon,burn3,2000,0,b,2,9,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
pascon,burn2,2000,0,b,2,6,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
pascon,burn1,2000,0,b,2,8,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
rhaspi,clip2,2000,0,c,2,1,Rhagodia spinescens,Chenopodiaceae,NA,NA,NA,NA
rhaspi,clip1,2000,0,c,2,-3,Rhagodia spinescens,Chenopodiaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,2,3,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,2000,0,c,2,0,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip1,2000,0,c,2,0.5,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,burn1,2000,0,b,2,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
sidcun,clip3,2000,0,c,2,16,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip3,2000,0,c,2,16,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,2,16,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,2,17,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip1,2000,0,c,2,9,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip1,2000,0,c,2,9,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,2,11,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
solsp,clip3,2000,0,c,2,8,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
solsp,clip2,2000,0,c,2,3,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
solsp,clip1,2000,0,c,2,0,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
solsp,burn3,2000,0,b,2,38,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
solsp,burn1,2000,0,b,2,21,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
spapub,clip4,2000,0,c,2,-1,Spartothamnella puberula,Lamiaceae,NA,NA,NA,NA
spapub,clip3,2000,0,c,2,4,Spartothamnella puberula,Lamiaceae,NA,NA,NA,NA
spapub,clip2,2000,0,c,2,1,Spartothamnella puberula,Lamiaceae,NA,NA,NA,NA
spapub,clip1,2000,0,c,2,0,Spartothamnella puberula,Lamiaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,2,15,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,2,15,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip1,2000,0,c,2,10,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,2,18,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,2,21,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn1,2000,0,b,2,13,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,2,15,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,2,7,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,2,6,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip1,2000,0,c,2,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn3,2000,0,b,2,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,2,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,2,16,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
vergre,clip3,2000,0,c,2,-3,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vergre,clip2,2000,0,c,2,-4,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vergre,clip1,2000,0,c,2,6,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vergre,burn3,2000,0,b,2,10,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vergre,burn2,2000,0,b,2,17,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vergre,burn1,2000,0,b,2,24,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vitcun,clip4,2000,0,c,2,5,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vitcun,clip3,2000,0,c,2,4,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vitcun,clip2,2000,0,c,2,2,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vitcun,clip1,2000,0,c,2,4,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vittri,clip2,2000,0,c,2,-4,Vittadinia triloba,Asteraceae,NA,NA,NA,NA
vittri,clip1,2000,0,c,2,0,Vittadinia triloba,Asteraceae,NA,NA,NA,NA
calcun,clip2,43678,1,c,2,-2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,43678,1,c,2,0,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip5,43678,1,c,2,10,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip4,43678,1,c,2,9,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip3,43678,1,c,2,26,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,43678,1,c,2,4,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,43678,1,c,2,1,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn3,43678,1,b,2,9,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn2,43678,1,b,2,32,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,2,5,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip5,43678,1,c,2,6,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,2,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,2,6,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,43678,1,c,2,5,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,2,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,43678,1,c,2,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,c2 1,43678,1,c2,2,1,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
eregla,clip8,43678,1,c,2,5,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,2,18,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,2,31,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn15,43678,1,b,2,18,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip7,43678,1,c,2,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip6,43678,1,c,2,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip5,43678,1,c,2,31,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,2,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip3,43678,1,c,2,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,2,1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,2,30,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn7,43678,1,b,2,24,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn6,43678,1,b,2,16,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn5,43678,1,b,2,9,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,2,8,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,43678,1,b,2,8,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn2,43678,1,b,2,13,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,43678,1,b,2,23,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,2,15,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip4,43678,1,c,2,9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip3,43678,1,c,2,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,2,9,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,43678,1,c,2,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 5,43678,1,c2,2,24,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,2,18,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 3,43678,1,c2,2,15,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,2,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 1,43678,1,c2,2,-7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,2,17,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,2,26,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,2,35,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,2,35,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn1,43678,1,b,2,15,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
scldia,clip4,43678,1,c,2,3,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip3,43678,1,c,2,2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,43678,1,c,2,1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip1,43678,1,c,2,4,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,clip5,43678,1,c,2,2,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip4,43678,1,c,2,1,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip3,43678,1,c,2,-4,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip2,43678,1,c,2,-2,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip1,43678,1,c,2,-3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,2,1,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,2,3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 2,43678,1,c2,2,-7,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 1,43678,1,c2,2,-3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,2,19,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn5,43678,1,b,2,12,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,2,15,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn3,43678,1,b,2,19,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,2,20,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn1,43678,1,b,2,15,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip b,43770,1,c,2,0,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip a,43770,1,c,2,21,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip 14,43770,1,c,2,4,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,2,24,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 37,43770,1,b,2,11,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,2,16,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
