Species,Modern/Historic,Date Collected,latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm),Length transformed,Width transformed,Depth transformed,Sum,Variance,Mass (g),Number of seeds weighed per replicate,Plant label number,Count_of_leaves_scanned,Leaf_or_leaflet,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2),Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL),Germination %,Viability %,n,Dormant,Notes,Plant ID,HHMMSS,Photo (Asat; umol CO2 m-2 s-1),Conductance (gs; mmol H2O m-2 s-1),Ci,Area,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,30,4.23,2.8,1.29,1,0.661938534,0.304964539,8.32,0.080532253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,31,5.14,2.87,1.9,1,0.558365759,0.369649805,9.91,0.06977732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,32,6.16,3.1,1.98,1,0.503246753,0.321428571,11.24,0.082253425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,33,5.06,2.75,1.36,1,0.543478261,0.268774704,9.17,0.09095162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,34,4.04,3.05,1.61,1,0.754950495,0.398514851,8.7,0.060986668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,35,5.36,2.084,1.62,1,0.38880597,0.302238806,9.064,0.096435856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,36,4.59,2.4,1.31,1,0.522875817,0.28540305,8.3,0.088298845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,37,5.02,3.06,1.59,1,0.609561753,0.316733068,9.67,0.078338263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,38,4.45,3.07,1.43,1,0.68988764,0.321348315,8.95,0.076951002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,39,4.53,3.09,1.53,1,0.682119205,0.337748344,9.15,0.073135194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,40,5.11,3.13,1.55,1,0.612524462,0.30332681,9.79,0.081232668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,41,5.33,3.13,2.07,1,0.587242026,0.38836773,10.53,0.064890463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,42,4.75,3.12,1.45,1,0.656842105,0.305263158,9.32,0.080447153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,43,4.18,3.19,1.63,1,0.763157895,0.389952153,9,0.063059454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,44,5.02,2.88,1.6,1,0.573705179,0.3187251,9.5,0.078986401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,45,4.71,2.92,1.62,1,0.619957537,0.343949045,9.25,0.072335091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,46,5.41,3.18,1.45,1,0.58780037,0.268022181,10.04,0.089773128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,47,4.4,2.52,1.13,1,0.572727273,0.256818182,8.05,0.092742195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,48,3.77,2.91,1.33,1,0.771883289,0.352785146,8.01,0.071840839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,49,3.75,3.1,1.8,1,0.826666667,0.48,8.65,0.046735802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia anceps,Modern,12/1/2016,-33.9833,135.25,site_at_33.9833_S_and_135.2500_E,50,5.53,2.58,1.51,1,0.466546112,0.273056058,9.62,0.094495439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,1,3.89,2.7,1.06,1,0.694087404,0.272493573,7.65,0.088954386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,2,4.12,2.75,1.02,1,0.667475728,0.247572816,7.89,0.094781946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,3,4.83,2.86,1.24,1,0.592132505,0.256728778,8.93,0.092367074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,4,4.87,3.21,1.32,1,0.659137577,0.271047228,9.4,0.088685939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,5,4.84,2.88,1.05,1,0.595041322,0.216942149,8.77,0.102236679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,6,5.22,3.32,1.35,1,0.636015326,0.25862069,9.89,0.091617204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,7,4.96,3.41,1.05,1,0.6875,0.211693548,9.42,0.105052788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,8,4.6,2.91,1.34,1,0.632608696,0.291304348,8.85,0.083746062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,9,4.49,2.83,1.34,1,0.630289532,0.29844098,8.66,0.082110483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,10,4.3,2.59,1.28,1,0.602325581,0.297674419,8.17,0.082690944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,11,4.58,3.05,1.26,1,0.665938865,0.27510917,8.89,0.087756823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,12,4.19,2.77,1.36,1,0.661097852,0.324582339,8.32,0.076031819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,13,4.58,2.95,1.25,1,0.644104803,0.272925764,8.78,0.088119135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,14,4.79,2.81,1.41,1,0.586638831,0.294363257,9.01,0.083801742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,15,3.79,2.54,1.15,1,0.670184697,0.303430079,7.48,0.080944082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,16,3.57,2.38,0.97,1,0.666666667,0.271708683,6.92,0.088612351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,17,4.27,2.85,1.24,1,0.667447307,0.290398126,8.36,0.084032466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,18,4.82,3.24,1.11,1,0.67219917,0.230290456,9.17,0.099465497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,19,4.93,3.33,1.44,1,0.675456389,0.292089249,9.7,0.083715172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,20,4.71,3.13,1.09,1,0.664543524,0.231422505,8.93,0.098981803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,21,4.54,3.57,1.36,1,0.786343612,0.299559471,9.47,0.085913865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,22,4.6,2.79,1.29,1,0.606521739,0.280434783,8.68,0.086547994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,23,4.9,2.65,1.37,1,0.540816327,0.279591837,8.92,0.088675089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,24,4.49,2.98,1.3,1,0.663697105,0.289532294,8.77,0.084207034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,25,4.53,2.97,1.34,1,0.655629139,0.29580574,8.84,0.082661525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,26,3.55,2.73,1.1,1,0.769014085,0.309859155,7.38,0.082274681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,27,5.32,3.47,1.22,1,0.652255639,0.229323308,10.01,0.099304496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,28,4.82,3.15,1.22,1,0.653526971,0.253112033,9.19,0.093135257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,29,4.88,2.89,1.36,1,0.592213115,0.278688525,9.13,0.087208673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,30,4.91,3.12,1.31,1,0.635437882,0.266802444,9.34,0.089597364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,31,4.38,3.16,1.43,1,0.721461187,0.326484018,8.97,0.076357179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,32,4.67,3.8,1.39,1,0.813704497,0.29764454,9.86,0.088258565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,33,4.43,3.01,1.3,1,0.679458239,0.293453725,8.74,0.083439349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,34,4.59,3.13,1.54,1,0.681917211,0.335511983,9.26,0.073635285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,35,4.76,3.08,1.25,1,0.647058824,0.262605042,9.09,0.09068039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,36,4.5,2.77,1.39,1,0.615555556,0.308888889,8.66,0.079941838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,37,4.44,2.58,1.08,1,0.581081081,0.243243243,8.1,0.095812028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,38,4.46,2.85,1.07,1,0.639013453,0.239910314,8.38,0.096370104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,39,4.21,2.85,1.37,1,0.67695962,0.325415677,8.43,0.075889138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,40,4.39,2.77,1.22,1,0.630979499,0.277904328,8.38,0.086917818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,41,4.33,2.72,1.42,1,0.62817552,0.327944573,8.47,0.075561174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,42,4.37,2.73,1.15,1,0.624713959,0.263157895,8.25,0.090499854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,43,3.8,2.87,1.17,1,0.755263158,0.307894737,7.84,0.082116036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,44,5.22,2.97,1.24,1,0.568965517,0.237547893,9.43,0.097440176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,45,4.28,2.79,1.36,1,0.651869159,0.317757009,8.43,0.077586834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,46,4.23,2.29,1.26,1,0.541371158,0.29787234,7.78,0.084735038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,47,4.31,2.79,1.36,1,0.647331787,0.315545244,8.46,0.078103944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,48,4.09,3.02,1.41,1,0.738386308,0.344743276,8.52,0.072528659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,49,3.94,2.6,1.22,1,0.659898477,0.30964467,7.76,0.079437473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Historic,11/5/1971,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,50,3.81,2.48,1.19,1,0.650918635,0.312335958,7.48,0.078819763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,1,4.25,2.54,1.06,1,0.597647059,0.249411765,7.85,0.094059823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,2,4.58,3.21,1.73,1,0.700873362,0.377729258,9.52,0.064568859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,3,5.26,3.83,1.68,1,0.728136882,0.319391635,10.77,0.078245553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,4,5.05,3.27,1.68,1,0.647524752,0.332673267,10,0.07429947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,5,6.37,3.49,1.87,1,0.547880691,0.293563579,11.73,0.085349053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,6,5.37,2.81,2.15,1,0.523277467,0.400372439,10.33,0.066880359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,7,4.96,3.6,1.7,1,0.725806452,0.342741935,10.26,0.072656521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,8,5.35,3.78,1.73,1,0.706542056,0.323364486,10.86,0.076753137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,9,5.87,3.35,1.9,1,0.570698467,0.323679727,11.12,0.078080797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia aneura,Modern,10/3/2017,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,10,5.72,2.61,1.51,1,0.456293706,0.263986014,9.84,0.097146152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
