trait_name,lookup,value
plant_growth_form,1,tree
plant_growth_form,2,shrub
plant_growth_form,3,subshrub
plant_growth_form,4,herbe
plant_growth_form,5,graminoid
plant_growth_form,10,climber
dispersal_syndrome,1,unassisted
dispersal_syndrome,2,ant
dispersal_syndrome,3,vertebrate
dispersal_syndrome,4,adhesion
dispersal_syndrome,5,wind
lineage,DICOT,dicot
lineage,MONO,monocot
