source_id,Country,Region,Family,Species,Plant type,Annual or perennial nature,leaf color,Pi,Po,Metabolite_P,Metbolic_P,Lipid_P,Nucleic_P,Residual_P,Total_P,Pi_senesced,Residual_P_senesced,Total_P_senesced
Close_2004,Australia,Aus_NZ,Myrtaceae,Eucalyptus nitens,Tree,perennial,G,1147,,,,,740,,3700,,,
Close_2004,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,1007,,,,,1219,,5300,,,
Close_2004,Australia,Aus_NZ,Myrtaceae,Eucalyptus nitens,Tree,perennial,G,1415,,,,,1292,,6150,,,
Close_2004,Australia,Aus_NZ,Myrtaceae,Eucalyptus nitens,Tree,perennial,G,1896,,,,,1422,,7900,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,238,,,,,,176,724,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,220,,,,,,110,599,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,362,,,,,,141,825,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,303,,,,,,191,784,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,308,,,,,,46,668,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,253,,,,,,54,579,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,330,,,,,,65,707,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,338,,,,,,92,733,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,487,,,,,,174,1099,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,424,,,,,,153,939,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,403,,,,,,163,971,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,G,429,,,,,,140,894,,,
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,166,148,583
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,138,139,481
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,308,138,849
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,488,240,1086
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,221,59,610
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,192,35,542
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,380,92,771
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,454,32,826
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,235,98,631
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,238,65,585
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,325,54,701
Hooda_1999,Australia,Aus_NZ,Myrtaceae,Eucalyptus globulus,Tree,perennial,S,,,,,,,,,354,28,633
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus grandis,Tree,perennial,G,16,,92,,41,95,27,270,,,
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus pilularis ,Tree,perennial,G,14,,63,,22,56,27,180,,,
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus pilularis ,Tree,perennial,G,10,,53,,22,56,29,170,,,
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus gummifera,Tree,perennial,G,27,,58,,73,92,55,305,,,
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus grandis,Tree,perennial,G,120,,126,,150,150,54,600,,,
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus pilularis ,Tree,perennial,G,18,,83,,42,83,36,260,,,
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus pilularis ,Tree,perennial,G,18,,83,,35,83,33,250,,,
Mulligan_1988,Australia,Aus_NZ,Myrtaceae,Eucalyptus gummifera,Tree,perennial,G,51,,66,,60,84,42,300,,,
Yan_2019,Australia,Aus_NZ,Myrtaceae,Melaleuca systena,Tree,perennial,G,250,,45,,150,155,40,640,,,
Yan_2019,Australia,Aus_NZ,Myrtaceae,Melaleuca systena,Tree,perennial,G,130,,40,,95,140,35,440,,,
Yan_2019,Australia,Aus_NZ,Myrtaceae,Melaleuca systena,Tree,perennial,G,90,,30,,70,110,25,325,,,
Yan_2019,Australia,Aus_NZ,Myrtaceae,Melaleuca systena,Tree,perennial,G,40,,30,,80,80,25,255,,,
Yan_2019,Australia,Aus_NZ,Fabaceae,Acacia rostellifera,Tree,perennial,G,140,,47,,105,210,40,542,,,
Yan_2019,Australia,Aus_NZ,Fabaceae,Acacia rostellifera,Tree,perennial,G,160,,43,,115,200,35,553,,,
Yan_2019,Australia,Aus_NZ,Fabaceae,Acacia rostellifera,Tree,perennial,G,120,,50,,100,175,50,495,,,
Yan_2019,Australia,Aus_NZ,Proteaceae,Hakea prostrata,Tree,perennial,G,155,,28,,55,125,30,393,,,
Yan_2019,Australia,Aus_NZ,Proteaceae,Hakea prostrata,Tree,perennial,G,150,,25,,65,120,30,390,,,
Yan_2019,Australia,Aus_NZ,Proteaceae,Hakea prostrata,Tree,perennial,G,125,,30,,55,115,35,360,,,
Yan_2019,Australia,Aus_NZ,Proteaceae,Hakea prostrata,Tree,perennial,G,60,,20,,25,80,25,210,,,
Ye_2021,Australia,Aus_NZ,Amaranthaceae,Ptilotus exaltatus,HerbPere,perennial,G,500,,150,,600,400,20,1500,,,
Ye_2021,Australia,Aus_NZ,Amaranthaceae,Ptilotus exaltatus,HerbPere,perennial,G,16500,,4200,,1950,800,40,21000,,,
Ye_2021,Australia,Aus_NZ,Amaranthaceae,Ptilotus exaltatus,HerbPere,perennial,G,3200,,1050,,1000,450,15,5100,,,
Ye_2021,Australia,Aus_NZ,Fabaceae,Kennedia prostrata,HerbPere,perennial,G,350,,150,,950,1020,200,2500,,,
