Site,Plot,site_code,original_code,taxon_code,individual_number,sample_type,Field_name,species_name,Species,Height_(mm),Diameter_(mm),Diameter_at_base_(mm),Flowering,Seeds_or_Buds,Seed_v_sprout,Sample taken,Measured,Leaf_dry_mass,Leaf_dry_mass_2,Leaf_dry_mass_3,Stem-volume,Stem dry weight (g),Stem_specific_density,Biomass_weight,Biomass_weight_2,Biomass_weight_3,Biomass_weight_4,Biomass state (mouldy/fresh),time_since_fire,leaf_scan_n_images,leaf_scan_n_leaves,leaf_scan_compound,leaf_scan_area_tot_cm2,nitrogen_sample_label,nitrogen_sample_pure_mixed,nitrogen_sample_fresh_mouldy,leaf_N_per_dry_mass
Meroo,1,MER-1,MER-1-WLW-1,WLW,1,individual,WLW,Acacia suaveolens,,1736,1.4,10,n,buds,seed,y,1,0.592,,,5225.521016,2.1,4.018738023577016e-4,33.35,,,,,15_months,1,5,FALSE,40.864,,,,
Meroo,1,MER-1,MER-1-WLW-2,WLW,2,individual,WWL,Acacia suaveolens,,2237,3.5,12.4,n,buds,seed,y,2,0.647,,,5423.926638,2.371,4.3713718091037353e-4,68.62,,,,,15_months,1,5,FALSE,42.191,,,,
Meroo,1,MER-1,MER-1-WLW-3,WLW,3,individual,WWL,Acacia suaveolens,,2189,2,9.9,n,,seed,y,3,0.395,,,3463.739527,1.498,4.324805570173579e-4,31.79,,,,,15_months,1,5,FALSE,32.053,,,,
Meroo,1,MER-1,,WLW,,individual,WLW,Acacia suaveolens,,2279,2.3,12.6,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,1,MER-1,,WLW,,individual,WLW,Acacia suaveolens,,2335,2.5,15,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,1,MER-1,MER-1-WLW,WLW,,pooled_nitrogen_sample,,Acacia suaveolens,,,,,,,,,,,,,,,,,,,,,15_months,,,,,96,Pure,Fresh,2.33
Meroo,2,MER-2,MER-2-DP-1,DP,1,individual,DP,Lomandra obliqua,,93,,1.1,n,,seed,y,1,0.012,,,84.16621243,0.047,5.584188552988447e-4,0.15,,,,,15_months,1,5,FALSE,0.515,,,,
Meroo,2,MER-2,MER-2-DP-2,DP,2,individual,DP,Lomandra obliqua,,233,2,2,n,,seed,y,2,0.022,,,182.6377477,0.104,5.694332158039419e-4,1.42,,,,,15_months,1,5,FALSE,0.639,,,,
Meroo,2,MER-2,MER-2-DP-3,DP,3,individual,DP,Lomandra obliqua,,141,,1.5,n,,seed,y,3,0.011,,,163.9302856,0.089,5.429137128276924e-4,1.95,,,,,15_months,1,5,FALSE,0.389,,,,
Meroo,2,MER-2,,DP,,individual,DP,Lomandra obliqua,,209,,2,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,DP,,individual,DP,Lomandra obliqua,,233,,1.1,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-DP,DP,,pooled_nitrogen_sample,,Lomandra obliqua,,,,,,,,,,,,,,,,,,,,,15_months,,,,,103,Mixed,Fresh,1.17
Meroo,2,MER-2,MER-2-FSLL-1,FSLL,1,individual,FSLL,Pultenaea retusa,,369,1,1.1,n,,seed,y,1,0.01,,,91.46732176,0.048,5.247775825988064e-4,0.26,,,,,15_months,1,5,FALSE,1.281,,,,
Meroo,2,MER-2,MER-2-FSLL-2,FSLL,2,individual,FSLL,Pultenaea retusa,,354,1.2,1.3,n,,seed,y,2,0.02,,,148.1618729,0.095,6.411905987724593e-4,0.45,,,,,15_months,1,5,FALSE,2.324,,,,
Meroo,2,MER-2,MER-2-FSLL-3,FSLL,3,individual,FSLL,Pultenaea retusa,,431,0.9,1.6,n,,seed,y,3,0.019,,,107.0469531,0.067,6.258935734248376e-4,0.83,,,,,15_months,1,5,FALSE,2.3,,,,
Meroo,2,MER-2,,FSLL,,individual,FSLL,Pultenaea retusa,,287,1.4,1.4,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,FSLL,,individual,FSLL,Pultenaea retusa,,411,1.3,2,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-FSLL,FSLL,,pooled_nitrogen_sample,,Pultenaea retusa,,,,,,,,,,,,,,,,,,,,,15_months,,,,,105,Mixed,Fresh,2.42
Meroo,2,MER-2,,Geebung,,individual,Geebung,Persoonia levis,,713,4.5,7,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-LPL-1,LPL,1,individual,LPL,LPL-unidentified,,383,3.5,3.5,n,,seed,y,1,0.043,,,663.7222968,0.329,4.956892386864289e-4,3.74,,,,,15_months,1,5,FALSE,1.371,,,,
Meroo,2,MER-2,MER-2-LPL-2,LPL,2,individual,LPL,LPL-unidentified,,344,2,4.9,n,,seed,y,2,0.037,,,723.7417547,0.578,7.986274057651796e-4,8.88,,,,,15_months,1,5,FALSE,1.252,,,,
Meroo,2,MER-2,MER-2-LPL-3,LPL,3,individual,LPL,LPL-unidentified,,451,2.5,3,n,,seed,y,3,0.044,,,417.9105984,0.254,6.077854952050911e-4,3.52,,,,,15_months,1,5,FALSE,1.273,,,,
Meroo,2,MER-2,,LPL,,individual,LPL,LPL-unidentified,,376,2,2.1,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,LPL,,individual,LPL,LPL-unidentified,,511,2.1,2.7,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-LPL,LPL,,pooled_nitrogen_sample,,LPL-unidentified,,,,,,,,,,,,,,,,,,,,,15_months,,,,,98,Mixed,Fresh,1.87
Meroo,2,MER-2,MER-2-MSWNL-1,MSWNL,1,individual,MSWNL,Acacia brownii,,432,2,3.5,y,,seed,y,1,0.025,,,492.005768,0.221,4.491817258532628e-4,2.79,,,,,15_months,1,5,FALSE,0.307,,,,
Meroo,2,MER-2,MER-2-MSWNL-2,MSWNL,2,individual,MSWNL,Acacia brownii,,359,2.4,3.5,y,,seed,y,2,0.009,,,410.8812237,0.234,5.695076496628921e-4,2.68,,,,,15_months,1,5,FALSE,0.402,,,,
Meroo,2,MER-2,MER-2-MSWNL-3,MSWNL,3,individual,MSWNL,Acacia brownii,,378,2,2.3,y,,seed,y,3,0.007,,,444.7606716,0.227,5.103868540880222e-4,1.41,,,,,15_months,1,5,FALSE,0.367,,,,
Meroo,2,MER-2,,MSWNL,,individual,MSWNL,Acacia brownii,,342,2,2.7,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,MSWNL,,individual,MSWNL,Acacia brownii,,477,1.9,2,y,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-MSWNL,MSWNL,,pooled_nitrogen_sample,,Acacia brownii,,,,,,,,,,,,,,,,,,,,,15_months,,,,,109,Mixed,Fresh,2.64
Meroo,2,MER-2,,Maybe Acacia Straight Vein,,individual,Maybe Acacia Straight Vein,Maybe Acacia Straight Vein,,632,3,6,n,buds,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Acacia Straight Vein,,individual,Maybe Acacia Straight Vein,Maybe Acacia Straight Vein,,602,2.4,4,n,buds,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Acacia Straight Vein,,individual,Maybe Acacia Straight Vein,Maybe Acacia Straight Vein,,763,2.1,7,n,buds,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Banksia Serrata,,individual,Maybe Banksia Serrata,Banksia serrata,,1209,3.8,7.9,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Banksia Serrata,,individual,Maybe Banksia Serrata,Banksia serrata,,954,3,7.4,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Banksia Serrata,,individual,Maybe Banksia Serrata,Banksia serrata,,832,2.8,8.9,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Banksia Serrata,,individual,Maybe Banksia Serrata,Banksia serrata,,452,3,5,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Banksia Serrata,,individual,Maybe Banksia Serrata,Banksia serrata,,589,5,5.9,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,771,4.5,7.5,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,689,5,5.6,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,1444,2.5,14,y,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,1431,3.6,11,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,1075,2.5,12.9,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Fake Secret Spike,,individual,Maybe Fake Secret Spike,Leucopogon gelidus,,996,1.2,11,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Maybe Fake Secret Spike,,individual,Maybe Fake Secret Spike,Leucopogon gelidus,,738,2,6.5,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-OLOB-1,OLOB,1,individual,OLOB,Pimelea linifolia,,445,1,2.7,y,,seed,y,1,0.029,,,124.2464988,0.062,4.990080251661788e-4,1.16,,,,,15_months,1,5,FALSE,5.154,,,,
Meroo,2,MER-2,MER-2-OLOB-2,OLOB,2,individual,OLOB,Pimelea linifolia,,453,1.3,3.5,y,,seed,y,2,0.031,,,420.2783033,0.096,2.2842007128660643e-4,1.36,,,,,15_months,1,5,FALSE,4.697,,,,
Meroo,2,MER-2,MER-2-OLOB-3,OLOB,3,individual,OLOB,Pimelea linifolia,,424,1,2.9,n,,seed,y,3,0.014,,,74.55376358,0.036,0.00048287300695920143,0.63,,,,,15_months,1,5,FALSE,2.803,,,,
Meroo,2,MER-2,,OLOB,,individual,OLOB,Pimelea linifolia,,506,1.1,3.4,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-OLOB,OLOB,,pooled_nitrogen_sample,,Pimelea linifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,108,Mixed,Fresh,1.58
Meroo,2,MER-2,MER-2-RLT-1,RLT,1,individual,RLT,Bossiaea obcordata,,495,1.4,3,n,,seed,y,1,0.022,,,196.4480974,0.123,6.261195787992396e-4,1.78,,,,,15_months,1,5,FALSE,2.756,,,,
Meroo,2,MER-2,MER-2-RLT-2,RLT,2,individual,RLT,Bossiaea obcordata,,830,1.1,3.2,n,,seed,y,2,0.014,,,507.1086605,0.291,5.738415110344974e-4,3.91,,,,,15_months,1,5,FALSE,1.739,,,,
Meroo,2,MER-2,MER-2-RLT-3,RLT,3,individual,RLT,Bossiaea obcordata,,332,1.9,2.7,n,,seed,y,3,0.015,,,284.026374,0.171,6.020567653340532e-4,1.34,,,,,15_months,1,5,FALSE,1.61,,,,
Meroo,2,MER-2,,RLT,,individual,RLT,Bossiaea obcordata,,339,1.5,2,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,RLT,,individual,RLT,Bossiaea obcordata,,271,1.9,2,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-RLT,RLT,,pooled_nitrogen_sample,,Bossiaea obcordata,,,,,,,,,,,,,,,,,,,,,15_months,,,,,107,Mixed,Mouldy,3.11
Meroo,2,MER-2,MER-2-SLA-1,SLA,1,individual,SLA,Acacia longifolia,,671,2,3,n,,seed,y,1,0.622,,,587.020899,0.228,0.00038840184461643844,5.31,,,,,15_months,1,5,FALSE,53.864,,,,
Meroo,2,MER-2,MER-2-SLA-2,SLA,2,individual,SLA,Acacia longifolia,,1221,1.9,5.9,n,,seed,y,2,0.598,,,1256.660021,0.6,4.774561058467858e-4,11.74,,,,,15_months,1,5,FALSE,52.779,,,,
Meroo,2,MER-2,MER-2-SLA,SLA,,pooled_nitrogen_sample,,Acacia longifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,99,Pure,Fresh,2.77
Meroo,2,MER-2,MER-2-SLW-1,SLW,1,individual,SLW,Persoonia  linearis,,212,,1.4,n,,seed,y,1,0.042,,,88.63000108,0.061,6.882545329649679e-4,0.24,,,,,15_months,1,5,FALSE,4.527,,,,
Meroo,2,MER-2,MER-2-SLW-2,SLW,2,individual,SLW,Persoonia  linearis,,240,1,1.4,n,,seed,y,2,0.032,,,47.70342202,0.03,6.288857010598168e-4,0.3,,,,,15_months,1,5,FALSE,4.364,,,,
Meroo,2,MER-2,MER-2-SLW-3,SLW,3,individual,SLW,Persoonia  linearis,,182,,1.6,n,,seed,y,3,0.028,,,68.71868938,0.038,5.529791144570284e-4,0.18,,,,,15_months,1,5,FALSE,3.758,,,,
Meroo,2,MER-2,,SLW,,individual,SLW,Persoonia  linearis,,231,1.4,1.4,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-SLW,SLW,,pooled_nitrogen_sample,,Persoonia  linearis,,,,,,,,,,,,,,,,,,,,,15_months,,,,,102,Mixed,Fresh,1.02
Meroo,2,MER-2,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,342,3,5.1,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,339,1.9,2,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,568,2.4,4.1,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,339,2.1,3.1,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,201,,1.5,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Seed Pod Plant,,individual,Seed Pod Plant,Lomatia silaifolia,,295,3.2,3.3,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-TPL-1,TPL,1,individual,TPL,Xanthosia tridentata,,103,,0.9,n,,seed,y,1,0.019,,,38.87720909,0.024,6.173282640850185e-4,0.092,,,,,15_months,1,5,FALSE,1.494,,,,
Meroo,2,MER-2,MER-2-TPL-2,TPL,2,individual,TPL,Xanthosia tridentata,,198,,1,n,,seed,y,2,0.022,,,31.95368866,0.016,5.007246634417199e-4,0.106,,,,,15_months,1,5,FALSE,3.452,,,,
Meroo,2,MER-2,MER-2-TPL-3,TPL,3,individual,TPL,Xanthosia tridentata,,167,,0.5,n,,seed,y,3,0.017,,,15.05325536,0.01,6.643081354065332e-4,0.036,,,,,15_months,1,5,FALSE,3.729,,,,
Meroo,2,MER-2,,Three Leaves Opposite Branches,,individual,Three Leaves Opposite Branches,Lambertia formosa,,884,2.5,7.9,y,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Three Leaves Opposite Branches,,individual,Three Leaves Opposite Branches,Lambertia formosa,,765,2.7,7.5,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Three Leaves Opposite Branches,,individual,Three Leaves Opposite Branches,Lambertia formosa,,1076,3.7,6.9,y,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Three Leaves Opposite Branches,,individual,Three Leaves Opposite Branches,Lambertia formosa,,1062,3.2,12.9,y,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,Three Leaves Opposite Branches,,individual,Three Leaves Opposite Branches,Lambertia formosa,,1348,2.9,9,y,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-WLW-1,WLW,1,individual,WLW,Acacia suaveolens,,1899,3,10.1,n,,seed,y,1,0.561,,,2971.15041,1.232,4.146542012324445e-4,29.4,,,,,15_months,1,5,FALSE,38.669,,,,
Meroo,2,MER-2,MER-2-WLW-2,WLW,2,individual,WLW,Acacia suaveolens,,1732,1.9,10.8,n,,seed,y,2,0.399,,,3715.94724,1.43,3.8482785347619734e-4,41.58,,,,,15_months,1,5,FALSE,35.903999999999996,,,,
Meroo,2,MER-2,MER-2-WLW-3,WLW,3,individual,WLW,Acacia suaveolens,,1656,1.6,6.3,n,,seed,y,3,0.307,,,2202.444579,0.929,4.218040303297003e-4,15.69,,,,,15_months,1,5,FALSE,22.543,,,,
Meroo,2,MER-2,,WLW,,individual,WLW,Acacia suaveolens,,1914,3,9,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-WLW,WLW,,pooled_nitrogen_sample,,Acacia suaveolens,,,,,,,,,,,,,,,,,,,,,15_months,,,,,104,Pure,Fresh,2.63
Meroo,2,MER-2,MER-2-YP-1,YP,1,individual,YP,Bossiaea heterophylla,,324,1,1.6,y,,seed,y,1,0.042,,,82.51589454,0.081,9.816290600925962e-4,1.31,,,,,15_months,1,5,FALSE,3.519,,,,
Meroo,2,MER-2,MER-2-YP-2,YP,2,individual,YP,Bossiaea heterophylla,,263,1.2,1.5,y,,seed,y,2,0.022,,,218.4632726,0.136,6.225302696486293e-4,0.86,,,,,15_months,1,5,FALSE,2.136,,,,
Meroo,2,MER-2,MER-2-YP-3,YP,3,individual,YP,Bossiaea heterophylla,,294,2.1,2,n,,seed,y,3,0.046,,,170.8667564,0.077,4.506435401614494e-4,1.23,,,,,15_months,1,5,FALSE,3.925,,,,
Meroo,2,MER-2,,YP,,individual,YP,Bossiaea heterophylla,,331,1,1.5,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,,YP,,individual,YP,Bossiaea heterophylla,,268,0.5,0.9,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,2,MER-2,MER-2-YP,YP,,pooled_nitrogen_sample,,Bossiaea heterophylla,,,,,,,,,,,,,,,,,,,,,15_months,,,,,106,Mixed,Mouldy,2.79
Meroo,3,MER-3,MER-3-AAML-1,AAML,1,individual,AAML,Acacia terminalis,,1199,2.8,7,n,,seed,y,1,0.759,1.163,1.005,2510,1.033,4.115537848605577e-4,23.21,,,,,15_months,3,3,TRUE,249.88099999999997,,,,
Meroo,3,MER-3,MER-3-AAML-2,AAML,2,individual,AAML,Acacia terminalis,,614,2.2,5.8,n,,seed,y,2,0.832,0.406,,900,0.357,3.9666666666666664e-4,4.61,,,,,15_months,2,2,TRUE,109.249,,,,
Meroo,3,MER-3,MER-3-AAML-3,AAML,3,individual,AAML,Acacia terminalis,,1066,2.1,9.5,n,,seed,y,3,1.018,1.099,0.635,4590,1.72,3.747276688453159e-4,45.46,,,,,15_months,3,3,TRUE,,,,,
Meroo,3,MER-3,,AAML,,individual,AAML,Acacia terminalis,,844,2,4.9,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,AAML,,individual,AAML,Acacia terminalis,,1022,2.6,6.4,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,MER-3-AAML,AAML,,pooled_nitrogen_sample,,Acacia terminalis,,,,,,,,,,,,,,,,,,,,,15_months,,,,,52,Pure,Fresh,2.02
Meroo,3,MER-3,MER-3-ALLS-1,ALLS,1,individual,ALLS,Acacia myrtifolia,,1186,1.6,10.2,n,buds,seed,y,1,0.275,,,1740,0.648,3.724137931034483e-4,49,,,,,15_months,1,5,FALSE,29.775,,,,
Meroo,3,MER-3,MER-3-ALLS-2,ALLS,2,individual,ALLS,Acacia myrtifolia,,892,2.3,5,n,,seed,y,2,0.308,,,890,0.282,3.1685393258426965e-4,8.01,,,,,15_months,1,5,FALSE,36.294,,,,
Meroo,3,MER-3,MER-3-ALLS-3,ALLS,3,individual,ALLS,Acacia myrtifolia,,1245,1.8,6.2,n,,seed,y,3,0.539,,,2160,0.815,3.773148148148148e-4,17.57,,,,,15_months,1,5,FALSE,55.111,,,,
Meroo,3,MER-3,,ALLS,,individual,ALLS,Acacia myrtifolia,,935,2.4,5.4,n,buds,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,ALLS,,individual,ALLS,Acacia myrtifolia,,846,1.5,4.3,n,buds,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,MER-3-ALLS,ALLS,,pooled_nitrogen_sample,,Acacia myrtifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,51,Pure,Fresh,2
Meroo,3,MER-3,MER-3-BLSL-1,BLSL,1,individual,BLSL,Pultenaea retusa,,1107,2,6.2,n,,seed,y,1,0.112,,,870,0.407,4.67816091954023e-4,4.56,,,,,15_months,1,5,FALSE,9.934,,,,
Meroo,3,MER-3,MER-3-BLSL-2,BLSL,2,individual,BLSL,Pultenaea retusa,,665,1.3,2.6,n,,seed,y,2,0.06,,,420,0.208,4.952380952380952e-4,4.44,,,,,15_months,1,5,FALSE,5.92,,,,
Meroo,3,MER-3,MER-3-BLSL-3,BLSL,3,individual,BLSL,Pultenaea retusa,,1233,1.6,6,n,,seed,y,4,0.089,,,1140,0.6,5.263157894736842e-4,8.83,,,,,15_months,1,5,FALSE,6.902,,,,
Meroo,3,MER-3,,BLSL,,individual,BLSL,Pultenaea retusa,,320,1.5,2.1,n,,seed,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,BLSL,,individual,BLSL,Pultenaea retusa,,829,1.7,3.8,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,MER-3-BLSL,BLSL,,pooled_nitrogen_sample,,Pultenaea retusa,,,,,,,,,,,,,,,,,,,,,15_months,,,,,113,Mixed,Fresh,1.35
Meroo,3,MER-3,MER-3-FSL-1,FSL,1,individual,FSL,Pultenaea retusa,,422,1.5,3.2,n,,seed,y,1,0.014,,,200,0.1,5e-4,2.84,,,,,15_months,1,5,FALSE,2.036,,,,
Meroo,3,MER-3,MER-3-FSL-2,FSL,2,individual,FSL,Pultenaea retusa,,322,1.1,2.1,n,,seed,y,2,0.014,,,130,0.066,5.076923076923077e-4,1.81,,,,,15_months,1,5,FALSE,1.953,,,,
Meroo,3,MER-3,MER-3-FSL-3,FSL,3,individual,FSL,Pultenaea retusa,,369,1.4,2.6,n,,seed,y,3,0.009,,,120,0.084,7e-4,1.69,,,,,15_months,1,5,FALSE,0.936,,,,
Meroo,3,MER-3,MER-3-FSL,FSL,,pooled_nitrogen_sample,,Pultenaea retusa,,,,,,,,,,,,,,,,,,,,,15_months,,,,,111,Mixed,Mouldy,2.42
Meroo,3,MER-3,MER-3-MSWNL-1,MSWNL,1,individual,MSWNL,Acacia brownii,,280,1.5,2,n,,seed,y,1,0.005,,,190,0.102,5.368421052631578e-4,0.82,,,,,15_months,1,5,FALSE,0.32,,,,
Meroo,3,MER-3,MER-3-MSWNL,MSWNL,,pooled_nitrogen_sample,,Acacia brownii,,,,,,,,,,,,,,,,,,,,,15_months,,,,,114,Mixed,Fresh,2.31
Meroo,3,MER-3,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,1178,7.5,11.1,y,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,1203,2.1,7.4,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,926,3.4,7.9,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,1655,2.4,11.5,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Maybe Fake Mountain Devil,,individual,Maybe Fake Mountain Devil,Banksia spinulosa,,1522,4.5,7.9,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Meroo Eucalyptus,,individual,Meroo Eucalyptus,Meroo Eucalyptus,,1203,1.9,13,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Meroo Eucalyptus,,individual,Meroo Eucalyptus,Meroo Eucalyptus,,1155,3.3,12.2,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Meroo Eucalyptus,,individual,Meroo Eucalyptus,Meroo Eucalyptus,,1051,3.5,8.3,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,Meroo Eucalyptus,,individual,Meroo Eucalyptus,Meroo Eucalyptus,,1248,1.9,13.9,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,MER-3-OLOB-1,OLOB,1,individual,OLOB,Pimelea linifolia,,473,1.5,3.1,n,,seed,y,1,0.016,,,430,0.136,3.1627906976744186e-4,1.34,,,,,15_months,1,5,FALSE,2.922,,,,
Meroo,3,MER-3,MER-3-OLOB-2,OLOB,2,individual,OLOB,Pimelea linifolia,,518,2,4.3,n,,seed,y,2,0.018,,,350,0.1,2.8571428571428574e-4,1.61,,,,,15_months,1,5,FALSE,3.452,,,,
Meroo,3,MER-3,MER-3-OLOB-3,OLOB,3,individual,OLOB,Pimelea linifolia,,697,1,4.7,n,buds,seed,y,4,0.023,,,570,0.2,3.5087719298245617e-4,2.13,,,,,15_months,1,5,FALSE,4.913,,,,
Meroo,3,MER-3,,OLOB,,individual,OLOB,Pimelea linifolia,,319,1.5,6,y,,seed,n,3,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,OLOB,,individual,OLOB,Pimelea linifolia,,644,2,4.7,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,,OLOB,,individual,OLOB,Pimelea linifolia,,1391,2,10,n,buds,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Meroo,3,MER-3,MER-3-OLOB,OLOB,,pooled_nitrogen_sample,,Pimelea linifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,152,Mixed,Very mouldy,3.11
Meroo,3,MER-3,MER-3-RVL-1,RVL,1,individual,RVL,Hardenbergia violacea,,637,1.1,4.2,n,,seed,y,1,0.253,,,500,0.313,6.26e-4,11.73,,,,,15_months,1,5,FALSE,28.998,,,,
Meroo,3,MER-3,MER-3-RVL-2,RVL,2,individual,RVL,Hardenbergia violacea,,349,1,2,n,,seed,y,2,0.234,,,140,0.077,5.5e-4,0.4,,,,,15_months,1,5,FALSE,34.541,,,,
