spectrum.label,cell.type,P,Ca,species,sample,biological.rep,site.id,GPS coords,latitude (deg),longitude (deg)
ep 8,EP,0,24.9500998,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 9,EP,12.9157249,17.46506986,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 10,EP,0,19.96007984,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,6.457862448,12.4750499,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,9.686793671,12.4750499,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,12.9157249,9.98003992,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,9.686793671,14.97005988,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,12.9157249,17.46506986,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,16.14465612,14.97005988,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,16.14465612,17.46506986,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 1,IP,3.228931224,17.46506986,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 2,IP,3.228931224,2.49500998,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 3,IP,0,2.49500998,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 4,IP,0,0,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 5,IP,0,4.99001996,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 6,IP,0,14.97005988,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 7,IP,3.228931224,4.99001996,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 8,IP,9.686793671,17.46506986,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 9,IP,0,19.96007984,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,0,19.96007984,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,0,12.4750499,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,3.228931224,12.4750499,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,3.228931224,14.97005988,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 5,SC,0,14.97005988,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 6,SC,3.228931224,7.48502994,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,0,2.49500998,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,0,4.99001996,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,0,0,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,0,0,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,0,4.99001996,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,0,2.49500998,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,0,0,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 8,IP,0,4.99001996,Hakea incrassata,HI2_01_HM1,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,6.457862448,39.92015968,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,6.457862448,42.41516966,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,9.686793671,19.96007984,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,3.228931224,49.9001996,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,3.228931224,57.38522954,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,3.228931224,37.4251497,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,3.228931224,14.97005988,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 8,EP,0,37.4251497,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 9,EP,0,19.96007984,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 10,EP,3.228931224,32.43512974,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,9.686793671,4.99001996,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,6.457862448,0,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,12.9157249,4.99001996,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 1,IP,3.228931224,12.4750499,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 2,IP,6.457862448,7.48502994,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 3,IP,0,17.46506986,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 4,IP,3.228931224,7.48502994,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 5,IP,6.457862448,17.46506986,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 6,IP,0,12.4750499,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,0,4.99001996,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,3.228931224,4.99001996,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,0,7.48502994,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,6.457862448,9.98003992,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,24.9500998,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,0,14.97005988,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,3.228931224,12.4750499,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,3.228931224,19.96007984,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 5,SC,0,24.9500998,Hakea incrassata,HI2_01_HM2,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,6.457862448,47.40518962,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,9.686793671,22.45508982,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,0,29.94011976,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,0,24.9500998,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,0,47.40518962,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,3.228931224,49.9001996,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,12.9157249,22.45508982,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 8,EP,3.228931224,34.93013972,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 9,EP,0,57.38522954,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 10,EP,0,44.91017964,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,9.686793671,2.49500998,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,3.228931224,2.49500998,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,16.14465612,22.45508982,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,9.686793671,12.4750499,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,12.9157249,17.46506986,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,9.686793671,17.46506986,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,16.14465612,17.46506986,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 8,PM,22.60251857,14.97005988,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 9,PM,9.686793671,14.97005988,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,6.457862448,9.98003992,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,6.457862448,7.48502994,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,0,17.46506986,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,3.228931224,17.46506986,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 5,SC,3.228931224,12.4750499,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 1,IP,0,4.99001996,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 2,IP,0,2.49500998,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 3,IP,0,0,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 4,IP,0,0,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 5,IP,3.228931224,7.48502994,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 6,IP,3.228931224,9.98003992,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col_o 7,IP,0,7.48502994,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,3.228931224,2.49500998,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,6.457862448,0,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,0,2.49500998,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,3.228931224,0,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,3.228931224,0,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,0,2.49500998,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,0,4.99001996,Hakea incrassata,HI3_02_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,6.457862448,14.97005988,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,6.457862448,4.99001996,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,9.686793671,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,0,27.44510978,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,0,0,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,9.686793671,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,9.686793671,14.97005988,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 8,EP,0,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 9,EP,6.457862448,4.99001996,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 10,EP,0,0,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 11,EP,3.228931224,9.98003992,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 12,EP,0,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 13,EP,6.457862448,17.46506986,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 14,EP,0,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,0,9.98003992,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,16.14465612,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,3.228931224,4.99001996,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,3.228931224,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,6.457862448,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,0,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,3.228931224,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 8,PM,0,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 9,PM,12.9157249,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 10,PM,19.37358734,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,3.228931224,14.97005988,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,9.686793671,24.9500998,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,0,17.46506986,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,0,29.94011976,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,0,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,3.228931224,4.99001996,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,0,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 8,IP,6.457862448,19.96007984,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 9,IP,9.686793671,7.48502994,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 10,IP,0,19.96007984,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 11,IP,6.457862448,4.99001996,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 12,IP,3.228931224,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 13,IP,6.457862448,9.98003992,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 14,IP,12.9157249,12.4750499,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 15,IP,3.228931224,19.96007984,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,17.46506986,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,3.228931224,14.97005988,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,0,9.98003992,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,0,14.97005988,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 5,SC,6.457862448,14.97005988,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 6,SC,3.228931224,17.46506986,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 7,SC,6.457862448,17.46506986,Hakea prostrata,HPA1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,3.228931224,0,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,3.228931224,4.99001996,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,3.228931224,9.98003992,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,3.228931224,0,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,9.686793671,2.49500998,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,3.228931224,2.49500998,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,19.37358734,12.4750499,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,9.686793671,0,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,3.228931224,2.49500998,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,12.9157249,2.49500998,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,22.45508982,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,3.228931224,19.96007984,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,3.228931224,12.4750499,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,0,7.48502994,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,0,4.99001996,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,0,0,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,0,0,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,16.14465612,7.48502994,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,0,2.49500998,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,3.228931224,4.99001996,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 8,IP,0,4.99001996,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 9,IP,6.457862448,12.4750499,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 10,IP,9.686793671,4.99001996,Hakea prostrata,HPA2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,9.686793671,7.48502994,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,6.457862448,2.49500998,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,6.457862448,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,9.686793671,9.98003992,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,0,7.48502994,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,0,4.99001996,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,3.228931224,49.9001996,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 8,EP,6.457862448,4.99001996,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,6.457862448,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,0,2.49500998,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,0,2.49500998,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,6.457862448,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,16.14465612,2.49500998,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,9.686793671,2.49500998,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,0,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 8,PM,12.9157249,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
