sort,noOfSpp,Intro,Nat,End,Status,aSpecies,SFCode,SFamily,FCode,Family,Taxon,habit,lifespan,sex type,fruit,habit_conserved,lifespan_conserved,sex_type_conserved,fruit_conserved,category
5742,1,0,1,1,22,1,191,Sapindaceae,202,Sapindaceae,Cossinia australiana ,3,2,7,3,,,,,complete_species_name
5743,2,0,2,9999,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis,8,2,13,3,,yes,yes,yes,genus_not_conserved
5744,4,0,4,4,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis,3,2,13,3,,yes,yes,yes,genus_not_conserved
5745,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis anacardioides ,3,2,1,3,,,,,complete_species_name
5746,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis cooperorum ,3,2,7,3,,,,,complete_species_name
5747,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis dallachyi ,3,2,7,3,,,,,complete_species_name
5748,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis flagelliformis ,3,2,7,3,,,,,complete_species_name
5749,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis fleckeri ,3,2,7,3,,,,,complete_species_name
5750,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Cupaniopsis foveolata ,3,2,7,3,,,,,complete_species_name
5751,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Dictyoneura obtusa ,3,2,7,3,,,,,complete_species_name
5752,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Dimocarpus australianus ,3,2,7,6,,,,,complete_species_name
5753,1,0,1,9999,3,1,191,Sapindaceae,202,Sapindaceae,Dimocarpus leichhardtii,3,2,7,29,,,,,complete_species_name
5754,1,1,0,0,1,1,191,Sapindaceae,202,Sapindaceae,Dimocarpus longan,3,2,7,6,,,,,introduced
5755,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Diploglottis bernieana ,3,2,7,3,,,,,complete_species_name
5756,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Diploglottis bracteata ,3,2,7,3,,,,,complete_species_name
5757,1,0,1,1,22,1,191,Sapindaceae,202,Sapindaceae,Diploglottis campbellii ,3,2,13,3,,,,,complete_species_name
5758,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Diploglottis diphyllostegia ,3,2,7,3,,,,,complete_species_name
5759,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Diploglottis harpullioides ,3,2,7,3,,,,,complete_species_name
5760,1,0,1,9999,1,1,191,Sapindaceae,202,Sapindaceae,Diploglottis macrantha,3,2,13,3,,,,,complete_species_name
5761,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Diploglottis pedleyi ,3,2,7,3,,,,,complete_species_name
5762,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Diploglottis smithii ,3,2,7,3,,,,,complete_species_name
5763,4,0,4,9999,1,1,191,Sapindaceae,202,Sapindaceae,Diplopeltis,2,2,7,3,,yes,yes,yes,genus_not_conserved
5764,1,0,1,9999,1,1,191,Sapindaceae,202,Sapindaceae,Diplopeltis,1,2,7,3,,yes,yes,yes,genus_not_conserved
5765,6,0,6,6,1,1,191,Sapindaceae,202,Sapindaceae,Distichostemon,2,2,13,3,,,,,all_traits_conserved
5766,2,0,2,9999,1,1,191,Sapindaceae,202,Sapindaceae,Dodonaea,2,2,13,3,,yes,,yes,genus_not_conserved
5767,2,0,2,9999,1,1,191,Sapindaceae,202,Sapindaceae,Dodonaea,2,2,13,3,,yes,,yes,genus_not_conserved
5768,1,0,1,9999,1,1,191,Sapindaceae,202,Sapindaceae,Dodonaea,3,2,13,3,,yes,,yes,genus_not_conserved
5769,51,0,51,9999,1,1,191,Sapindaceae,202,Sapindaceae,Dodonaea,2,2,8,3,,yes,,yes,genus_not_conserved
5770,2,0,2,9999,1,1,191,Sapindaceae,202,Sapindaceae,Dodonaea,2,2,7,3,,yes,,yes,genus_not_conserved
5771,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Dodonaea platyptera ,3,2,8,3,,,,,complete_species_name
5772,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Dodonaea polyandra ,3,2,8,3,,,,,complete_species_name
5773,1,0,1,1,22,1,191,Sapindaceae,202,Sapindaceae,Dodonaea subglandulifera ,2,2,8,3,,,,,complete_species_name
5774,2,0,2,9999,1,1,191,Sapindaceae,202,Sapindaceae,Elattostachys,3,2,7,3,,,,,all_traits_conserved
5775,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Elattostachys megalantha ,3,2,7,3,,,,,complete_species_name
5776,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Elattostachys microcarpa ,3,2,7,3,,,,,complete_species_name
5777,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Ganophyllum falcatum ,3,2,7,6,,,,,complete_species_name
5778,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Guioa acutifolia ,3,2,7,3,,,,,complete_species_name
5779,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Guioa lasioneura ,3,2,7,3,,,,,complete_species_name
5780,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Guioa montana ,3,2,7,3,,,,,complete_species_name
5781,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Guioa sarcopterifructa ,3,2,7,3,,,,,complete_species_name
5782,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Guioa semiglauca,3,2,7,3,,,,,complete_species_name
5783,3,0,3,9999,1,1,191,Sapindaceae,202,Sapindaceae,Harpullia,3,2,8,3,,,,,all_traits_conserved
5784,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Harpullia arborea ,3,2,8,3,,,,,complete_species_name
5785,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Harpullia frutescens,2,2,8,3,,,,,complete_species_name
5786,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Harpullia pendula ,3,2,8,3,,,,,complete_species_name
5787,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Harpullia ramiflora ,3,2,8,3,,,,,complete_species_name
5788,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Harpullia rhyticarpa,3,2,8,3,,,,,complete_species_name
5789,1,0,1,9999,1,1,191,Sapindaceae,202,Sapindaceae,Jagera,3,2,13,3,yes,yes,,yes,genus_not_conserved
5790,1,0,1,9999,1,1,191,Sapindaceae,202,Sapindaceae,Jagera,3,2,7,3,yes,yes,,yes,genus_not_conserved
5791,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Jagera javanica ssp. australiana ,3,2,7,3,,,,,complete_species_name
5792,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Jagera pseudorhus,3,2,7,3,,,,,complete_species_name
5793,1,0,1,1,1,0,191,Sapindaceae,202,Sapindaceae,Jagera pseudorhus var. integerrima ,3,2,7,3,,,,,complete_species_name
5794,1,0,1,0,1,0,191,Sapindaceae,202,Sapindaceae,Jagera pseudorhus var. pseudorhus forma pilosiuscula ,3,2,7,3,,,,,complete_species_name
5795,2,0,2,9999,1,1,191,Sapindaceae,202,Sapindaceae,Lepiderema,3,2,7,3,,,,,all_traits_conserved
5796,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Lepiderema hirsuta ,3,2,7,3,,,,,complete_species_name
5797,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Lepiderema largiflorens ,3,2,7,3,,,,,complete_species_name
5798,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Lepiderema sericolignis ,3,2,7,3,,,,,complete_species_name
5799,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Lepidopetalum fructoglabrum ,3,2,7,3,,,,,complete_species_name
5800,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Lepisanthes rubiginosa ,3,2,7,6,,,,,complete_species_name
5801,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Mischarytera lautereriana ,3,2,7,3,,,,,complete_species_name
5802,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Mischarytera macrobotrys ,3,2,7,3,,,,,complete_species_name
5803,4,0,4,9999,1,1,191,Sapindaceae,202,Sapindaceae,Mischocarpus,3,2,7,3,,,,,all_traits_conserved
5804,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Mischocarpus exangulatus ,3,2,7,3,,,,,complete_species_name
5805,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Mischocarpus grandissimus ,3,2,7,3,,,,,complete_species_name
5806,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Mischocarpus lachnocarpus ,3,2,7,3,,,,,complete_species_name
5807,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Mischocarpus macrocarpus ,3,2,7,3,,,,,complete_species_name
5808,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Mischocarpus pyriformis,3,2,7,3,,,,,complete_species_name
5809,1,0,1,1,1,0,191,Sapindaceae,202,Sapindaceae,Mischocarpus pyriformis ssp. pyriformis ,3,2,7,3,,,,,complete_species_name
5810,1,0,1,0,1,0,191,Sapindaceae,202,Sapindaceae,Mischocarpus pyriformis ssp. retusus ,3,2,7,3,,,,,complete_species_name
5811,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Mischocarpus stipitatus ,3,2,7,3,,,,,complete_species_name
5812,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Rhysotoechia,2,2,7,3,,,,,all_traits_conserved
5813,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Rhysotoechia flavescens ,3,2,7,3,,,,,complete_species_name
5814,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Rhysotoechia florulenta ,3,2,7,3,,,,,complete_species_name
5815,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Rhysotoechia mortoniana ,3,2,7,3,,,,,complete_species_name
5816,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Rhysotoechia robertsonii ,3,2,7,3,,,,,complete_species_name
5817,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sapindaceae sp. (Noah Creek B G 6026) ,3,2,7,3,,,,,complete_species_name
5818,1,0,1,9999,1,1,191,Sapindaceae,202,Sapindaceae,Sarcopteryx,3,2,13,3,,,,,all_traits_conserved
5819,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcopteryx martyana ,3,2,7,3,,,,,complete_species_name
5820,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcopteryx montana ,3,2,7,3,,,,,complete_species_name
5821,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcopteryx reticulata ,3,2,7,3,,,,,complete_species_name
5822,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcopteryx sp. (Mc Ilwraith Range B H 3261 R F K) ,3,2,7,3,,,,,complete_species_name
5823,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcotoechia cuneata ,3,2,7,3,,,,,complete_species_name
5824,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcotoechia lanceolata ,3,2,7,3,,,,,complete_species_name
5825,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcotoechia protracta ,3,2,7,3,,,,,complete_species_name
5826,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcotoechia serrata ,3,2,7,3,,,,,complete_species_name
5827,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcotoechia sp. (Mountain Sarcotoechia W W C 100) ,3,2,7,3,,,,,complete_species_name
5828,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Sarcotoechia villosa ,3,2,7,3,,,,,complete_species_name
5829,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Synima cordierorum ,3,2,7,3,,,,,complete_species_name
5830,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Synima macrophylla ,3,2,7,3,,,,,complete_species_name
5831,2,0,2,9999,1,1,191,Sapindaceae,202,Sapindaceae,Toechima,3,2,7,3,,,,,all_traits_conserved
5832,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Toechima daemelianum ,3,2,7,3,,,,,complete_species_name
5833,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Toechima erythrocarpum ,3,2,7,3,,,,,complete_species_name
5834,1,0,1,1,1,1,191,Sapindaceae,202,Sapindaceae,Toechima monticola ,3,2,7,3,,,,,complete_species_name
5835,1,0,1,1,22,1,191,Sapindaceae,202,Sapindaceae,Toechima pterocarpum ,3,2,7,3,,,,,complete_species_name
5836,1,0,1,0,1,1,191,Sapindaceae,202,Sapindaceae,Tristiropsis acutangula ,3,2,7,6,,,,,complete_species_name
5837,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Chrysophyllum roxburghii G. Don ,3,2,1,2,,,,,complete_species_name
5838,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Chrysophyllum sp. Mt Lewis,3,2,1,2,,,,,complete_species_name
5839,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Manilkara kauki (L.) Dubard ,3,2,1,2,,,,,complete_species_name
5840,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Mimusops elengi,3,2,1,2,,,,,complete_species_name
5841,2,0,2,9999,1,1,192,Sapotaceae,203,Sapotaceae,Niemeyera,3,2,1,2,,,,,all_traits_conserved
5842,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Niemeyera antiloga ,3,2,1,2,,,,,complete_species_name
5843,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Niemeyera prunifera ,3,2,1,2,,,,,complete_species_name
5844,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Palaquium galactoxylum,3,2,1,2,,,,,complete_species_name
5845,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Planchonella macrocarpa,3,2,1,2,,,,,complete_species_name
5846,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Planchonella queenslandica,3,2,1,2,,,,,complete_species_name
5847,1,0,1,9999,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria  ,3,2,7,2,,,,,all_traits_conserved
5848,1,0,1,1,22,1,192,Sapotaceae,203,Sapotaceae,Pouteria (Planchonella) eerwah ,3,2,1,2,,,,,complete_species_name
5849,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria brownlessiana ,3,2,1,2,,,,,complete_species_name
5850,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria castanosperma ,3,2,1,2,,,,,complete_species_name
5851,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria chartacea ,3,2,1,2,,,,,complete_species_name
5852,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria cotinifolia ,3,2,1,2,,,,,complete_species_name
5853,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria euphlebia ,3,2,1,2,,,,,complete_species_name
5854,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria myrsinoides ,3,2,1,2,,,,,complete_species_name
5855,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria obovata ,3,2,1,2,,,,,complete_species_name
5856,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria obovoidea ,3,2,1,2,,,,,complete_species_name
5857,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria papyracea ,3,2,1,2,,,,,complete_species_name
5858,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria pohlmaniana,3,2,1,2,,,,,complete_species_name
5859,1,0,1,1,1,0,192,Sapotaceae,203,Sapotaceae,Pouteria pohlmaniana var. asterocarpon ,3,2,1,2,,,,,complete_species_name
5860,1,0,1,1,1,0,192,Sapotaceae,203,Sapotaceae,Pouteria pohlmaniana var. pohlmaniana ,3,2,1,2,,,,,complete_species_name
5861,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria sericea ,3,2,1,2,,,,,complete_species_name
5862,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria singuliflora ,3,2,1,2,,,,,complete_species_name
5863,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria sp. (Barong M T 22) ,3,2,1,2,,,,,complete_species_name
5864,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria sp. (Mt Lewis B H 2475 R F K) ,3,2,1,2,,,,,complete_species_name
5865,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria unmackiana ,3,2,1,2,,,,,complete_species_name
5866,1,0,1,1,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria xerocarpa ,3,2,1,2,,,,,complete_species_name
5867,1,0,1,0,1,1,192,Sapotaceae,203,Sapotaceae,Pouteria xylocarpa ,3,2,1,2,,,,,complete_species_name
5868,1,0,1,1,1,1,193,Saxifragaceae,204,Saxifragaceae,Eremosyne,1,1,1,3,,,,,all_traits_conserved
5869,2,0,2,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Adenosma,1,1,1,3,,,,,all_traits_conserved
5870,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Angelonia,1,2,1,3,,,,,introduced
5871,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Artanema,1,2,1,3,,,,,all_traits_conserved
5872,2,0,2,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Bacopa,1,2,1,3,yes,,yes,yes,genus_not_conserved
5873,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Bacopa,1,1,1,3,yes,,yes,yes,genus_not_conserved
5874,1,1,0,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Bartsia,1,1,1,3,,,,,introduced
5875,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Bellardia,1,1,1,3,,,,,all_traits_conserved
5876,7,0,7,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Buchnera,1,2,1,3,,,,,all_traits_conserved
5877,1,1,0,0,1,1,194,Scrophulariaceae,40,Buddlejaceae,Buddleja ,2,2,1,2,,,,,introduced
5878,3,3,0,0,1,1,194,Scrophulariaceae,40,Buddlejaceae,Buddleja ,2,2,1,3,,,,,introduced
5879,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Calceolaria,1,1,1,3,,,,,introduced
5880,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Celsia ,1,1,1,3,,,,,introduced
5881,1,0,1,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Centranthera,1,1,1,3,,,,,all_traits_conserved
5882,2,0,2,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Chionohebe,2,2,1,3,,,,,all_traits_conserved
5883,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Cymbalaria,1,2,1,3,,,,,introduced
5884,8,0,8,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Derwentia,1,2,1,3,,,,,all_traits_conserved
5885,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Digitalis,1,1,1,3,,,,,introduced
5886,2,2,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Dischisma,1,1,1,3,,,,,introduced
5887,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Dopatrium,1,1,1,3,,,,,all_traits_conserved
5888,1,0,1,1,1,1,194,Scrophulariaceae,205,Scrophularaceae,Elacholoma,1,1,1,3,,,,,all_traits_conserved
5889,6,0,6,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia,1,1,1,3,,,yes,yes,genus_not_conserved
5890,7,0,7,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia,1,2,1,3,,,yes,yes,genus_not_conserved
5891,4,0,4,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia,2,2,1,3,,,yes,yes,genus_not_conserved
5892,1,0,1,1,2,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia arguta R. Brown,1,1,1,3,,,,,complete_species_name
5893,1,0,1,1,22,0,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia collina subsp. muelleri,2,2,1,3,,,,,complete_species_name
5894,1,0,1,1,22,0,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia collina subsp. osbornii,2,2,1,3,,,,,complete_species_name
5895,1,0,1,1,11,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia fragosa ,1,2,1,3,,,,,complete_species_name
5896,1,0,1,1,11,0,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia gibbsiae subsp. psilantherea,1,2,1,3,,,,,complete_species_name
5897,1,0,1,1,3,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia ruptura W R Barker,1,2,1,3,,,,,complete_species_name
5898,1,0,1,1,22,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia semipicta ,1,2,1,3,,,,,complete_species_name
5899,1,0,1,1,22,1,194,Scrophulariaceae,205,Scrophularaceae,Euphrasia sp. 'fabula' ,8,5,1,3,,,,,complete_species_name
5900,3,0,3,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Glossostigma,1,2,1,3,,,,,all_traits_conserved
5901,5,0,5,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Gratiola,1,2,1,3,,,,,all_traits_conserved
5902,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Hebenstretia,2,2,1,9,,,,,introduced
5903,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Hemiarrhena,1,2,1,3,,,,,all_traits_conserved
5904,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Ilysanthes,1,1,1,3,,,,,all_traits_conserved
5905,3,3,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Kickxia,1,2,1,3,,,,,introduced
5906,5,0,5,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Limnophila,1,1,1,3,,,,,all_traits_conserved
5907,3,0,3,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Limosella,1,2,1,3,,,,,all_traits_conserved
5908,4,4,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Linaria,1,1,1,3,,,,,introduced
5909,3,3,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Linaria,1,2,1,3,,,,,introduced
5910,7,0,7,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Lindernia,1,1,1,3,yes,,yes,yes,genus_not_conserved
5911,3,0,3,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Lindernia,1,2,1,3,yes,,yes,yes,genus_not_conserved
5912,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Lophospermum,5,2,1,3,,,,,introduced
5913,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Maurandya,5,2,1,3,,,,,all_traits_conserved
5914,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Mazus,1,2,1,3,,,,,all_traits_conserved
5915,1,0,1,1,22,1,194,Scrophulariaceae,205,Scrophularaceae,Microcarpaea agonis ,1,2,1,3,,,,,complete_species_name
5916,2,0,2,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Mimulus,1,1,1,3,yes,,yes,yes,genus_not_conserved
5917,2,0,2,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Mimulus,1,1,1,3,yes,,yes,yes,genus_not_conserved
5918,4,3,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Mimulus,1,2,1,3,yes,,yes,yes,genus_not_conserved
5919,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Misopetos,1,1,1,3,,,,,introduced
5920,2,1,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Orthocarpus,1,1,1,3,,,,,all_traits_conserved
5921,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Ourisia,1,2,1,3,,,,,all_traits_conserved
5922,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Parahebe,1,2,1,3,,,,,all_traits_conserved
5923,2,2,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Parentucellia,1,1,1,3,,,,,introduced
5924,2,0,2,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Peplidium,1,1,1,3,yes,,yes,yes,genus_not_conserved
5925,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Peplidium,1,2,1,3,yes,,yes,yes,genus_not_conserved
5926,2,2,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Polycarena,1,1,1,3,,,,,introduced
5927,3,0,3,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Rhamphicarpa,1,1,1,3,,,,,all_traits_conserved
5928,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Scoperia,1,1,1,3,,,,,introduced
5929,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Scrophularia,1,2,1,3,,,,,introduced
5930,2,2,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Selago,2,2,1,17,,,,,introduced
5931,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Stemodia,1,1,1,3,,,yes,yes,genus_not_conserved
5932,7,0,7,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Stemodia,1,2,1,3,,,yes,yes,genus_not_conserved
5933,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Stemodia,2,2,1,3,,,yes,yes,genus_not_conserved
5934,1,0,1,1,22,1,194,Scrophulariaceae,205,Scrophularaceae,Stemodia haegii W. R. Barker ms. ,8,5,1,3,,,,,complete_species_name
5935,4,0,4,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Striga,1,1,1,3,,,,,all_traits_conserved
5936,1,0,1,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Torenia,1,1,1,3,,,,,all_traits_conserved
5937,4,4,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Verbascum,1,1,1,3,,,,,introduced
5938,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Verbascum,1,2,1,3,,,,,introduced
5939,4,4,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Veronica,1,1,1,3,,,,,introduced
5940,13,4,9,9999,1,1,194,Scrophulariaceae,205,Scrophularaceae,Veronica,1,2,1,3,,yes,yes,yes,genus_not_conserved
5941,1,0,1,1,1,1,194,Scrophulariaceae,205,Scrophularaceae,Veronica,2,2,1,3,,yes,yes,yes,genus_not_conserved
5942,1,1,0,0,1,1,194,Scrophulariaceae,205,Scrophularaceae,Zaluzianskya,1,1,1,3,,,,,introduced
5943,1,0,1,0,1,1,195,Simaroubaceae,206,Simaroubaceae,Ailanthus integrifolia ssp. integrifolia ,3,2,8,21,,,,,complete_species_name
5944,1,1,0,0,1,1,195,Simaroubaceae,206,Simaroubaceae,Ailanthus spp,3,2,8,21,,,,,introduced
5945,1,0,1,0,1,1,195,Simaroubaceae,206,Simaroubaceae,Ailanthus triphysa ,3,2,8,21,,,,,complete_species_name
5946,1,0,1,0,1,1,195,Simaroubaceae,206,Simaroubaceae,Brucea javanica ,3,2,12,6,,,,,complete_species_name
5947,1,0,1,9999,1,1,195,Simaroubaceae,206,Simaroubaceae,Harrisonia,3,2,1,6,,,,,all_traits_conserved
