speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Holcolemma_dispar,Holcolemma,dispar,Poaceae,,C4,,C4,TERN SIA,,,-14.5,,,QDA025047,leaves,QDABBS0006,-27.15261,151.2334,10/4/2019,,,,,,,,University of Adelaide-2023
Holcus_lanatus,Holcus,lanatus,Poaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Homalocalyx_aureus,Homalocalyx,aureus,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Homalocalyx_grandiflorus,Homalocalyx,grandiflorus,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Homalocalyx_pulcherrimus,Homalocalyx,pulcherrimus,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Homalocalyx_thryptomenoides,Homalocalyx,thryptomenoides,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Homopholis_belsonii,Homopholis,belsonii,Poaceae,,C3,,C3,TERN SIA,,,-28.37,,,QDA025684,leaves,QDABBS0009,-27.38565,151.6128,13/04/2019,,,,,,,,University of Adelaide-2023
Homoranthus_flavescens,Homoranthus,flavescens,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hordeum_murinum,Hordeum,murinum,Poaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hovea_chorizemifolia,Hovea,chorizemifolia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hovea_heterophylla,Hovea,heterophylla,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hovea_linearis,Hovea,linearis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hovea_montana,Hovea,montana,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hovea_parvicalyx,Hovea,parvicalyx,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hovea_trisperma,Hovea,trisperma,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hoya_carnosa,Hoya,carnosa,Apocynaceae,,U,C3-CAM,C3-CAM,"Holtum et al., 2016 ",,,,,,,,,,,,,,,,,,,
Hyalochlamys_globifera,Hyalochlamys,globifera,Asteraceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Hyalosperma_demissum,Hyalosperma,demissum,Asteraceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hyalosperma_glutinosum,Hyalosperma,glutinosum,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hyalosperma_semisterile,Hyalosperma,semisterile,Asteraceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hyalosperma_stoveae,Hyalosperma,stoveae,Asteraceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hybanthus_aurantiacus,Hybanthus,aurantiacus,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hybanthus_enneaspermus,Hybanthus,enneaspermus,Violaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hybanthus_floribundus,Hybanthus,floribundus,Violaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hybanthus_monoepetalus,Hybanthus,monoepetalus,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hybanthus_monopetalus,Hybanthus,monopetalus,Violaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hybanthus_vernonii,Hybanthus,vernonii,Violaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hydnophytum_moseleyanum,Hydnophytum,moseleyanum,Rubiaceae,,CAM,,CAM,"Holtum et al., 2016",,,,,,,,,,,,,,,,,,,
Hydrocotyle_algida,Hydrocotyle,algida,Araliaceae,,C3,,C3,TERN SIA,No evidence of a C4 species in this lineage,,-30.65,,,VCA008034,mixed,VCAAUA0015-58539,-37.38884722,146.7645694,3/2/2018,,,,,,,,University of Adelaide-2020
Hydrocotyle_callicarpa,Hydrocotyle,callicarpa,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_comocarpa,Hydrocotyle,comocarpa,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_diantha,Hydrocotyle,diantha,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_foveolata,Hydrocotyle,foveolata,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_intertexta,Hydrocotyle,intertexta,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_pilifera,Hydrocotyle,pilifera,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_rugulosa,Hydrocotyle,rugulosa,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_setulosa,Hydrocotyle,setulosa,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrocotyle_sibthorpioides,Hydrocotyle,sibthorpioides,Araliaceae,,C3,,C3,TERN SIA,No evidence of a C4 species in this lineage,,-30.7,,,VCA005476,leaves,VCAAUA0006-58568,-36.91621944,147.2127722,26/01/2018,,,,,,,,University of Adelaide-2020
Hydrocotyle_trachycarpa,Hydrocotyle,trachycarpa,Araliaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Hydrolea_zeylanica,Hydrolea,zeylanica,Hydroleaceae,,C3,,C3,TERN SIA,,,-31.54,-31.45,QDA012499,,leaves & stem,QDACYP0010,-13.09186,142.7728,14/06/2018,,,,,,,,University of Adelaide-2023
Hygrophila_angustifolia,Hygrophila,angustifolia,Acanthaceae,,C3,,C3,TERN SIA,,,-29.36,,,QDA  004516,mixed,QDAGUP0018-53482,-17.66053889,141.1054028,13/07/2013,,,,,,,,CSIRO-2019
Hygrophila_ringens,Hygrophila,ringens,Acanthaceae,,U,C3,C3,Sage 2016,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hypericum_gramineum,Hypericum,gramineum,Hypericaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hypericum_japonicum,Hypericum,japonicum,Hypericaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hypericum_perforatum,Hypericum,perforatum,Hypericaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hypocalymma_angustifolium,Hypocalymma,angustifolium,Myrtaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hypocalymma_strictum,Hypocalymma,strictum,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hypochaeris_glabra,Hypochaeris,glabra,Asteraceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Hypochaeris_radicata,Hypochaeris,radicata,Asteraceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Hypoestes_floribunda,Hypoestes,floribunda,Acanthaceae,,U,C3,C3,Sage 2016,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hypolaena_exsulca,Hypolaena,exsulca,Restionaceae,,U,C3,C3,"Sage, 2016",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hypolaena_fastigiata,Hypolaena,fastigiata,Restionaceae,,U,C3,C3,"Sage, 2016",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hypoxis_arillacea,Hypoxis,arillacea,Hypoxidaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Hyptis_capitata,Hyptis,capitata,Lamiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Hyptis_suaveolens,Hyptis,suaveolens,Lamiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Imperata_cylindrica,Imperata,cylindrica,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Indigastrum_parviflorum,Indigastrum,parviflorum,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_australis,Indigofera,australis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_colutea,Indigofera,colutea,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Indigofera_cornuligera,Indigofera,cornuligera,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_ewartiana,Indigofera,ewartiana,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_georgei,Indigofera,georgei,Fabaceae,,U,C3,C3,"Kattge et al., 2020",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_haplophylla,Indigofera,haplophylla,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_hirsuta,Indigofera,hirsuta,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Indigofera_leucotricha,Indigofera,leucotricha,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_linifolia,Indigofera,linifolia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Indigofera_linnaei,Indigofera,linnaei,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Indigofera_longibractea,Indigofera,longibractea,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_melanotricha,Indigofera,melanotricha,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_monophylla,Indigofera,monophylla,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_polygaloides,Indigofera,polygaloides,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_pratensis,Indigofera,pratensis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_psammophila,Indigofera,psammophila,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_triquetra,Indigofera,triquetra,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_trita,Indigofera,trita,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Indigofera_wannanii,Indigofera,wannanii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Iphigenia_indica,Iphigenia,indica,Colchicaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_biflora,Ipomoea,biflora,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_coptica,Ipomoea,coptica,Convolvulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ipomoea_diamantinensis,Ipomoea,diamantinensis,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_diversifolia,Ipomoea,diversifolia,Convolvulaceae,,C3,,C3,TERN SIA,,,-30.22,,,QDA015960 ,mixed,QDACYP0009-58594,-14.0673,143.2083194,12/6/2018,,,,,,,,CSIRO-2019
Ipomoea_eriocarpa,Ipomoea,eriocarpa,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_gracilis,Ipomoea,gracilis,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_graminea,Ipomoea,graminea,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_lonchophylla,Ipomoea,lonchophylla,Convolvulaceae,,C3,,C3,TERN SIA,,,-29.19,,,NTA  006326,leaves,NTAMGD0002-53466,-20.02463611,137.3258,12/3/2014,,,,,,,,CSIRO-2019
Ipomoea_muelleri,Ipomoea,muelleri,Convolvulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ipomoea_plebeia,Ipomoea,plebeia,Convolvulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ipomoea_polymorpha,Ipomoea,polymorpha,Convolvulaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ipomoea_purpurea,Ipomoea,purpurea,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_racemigera,Ipomoea,racemigera,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ipomoea_violacea,Ipomoea,violacea,Convolvulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ischaemum_australe,Ischaemum,australe,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ischaemum_decumbens,Ischaemum,decumbens,Poaceae,,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Ischaemum_fragile,Ischaemum,fragile,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Iseilema_convexum,Iseilema,convexum,Poaceae,,C4,,C4,TERN SIA,,,-13.83,,,QDA  001526,leaves,QDAMGD0013-53539,-22.51617778,143.0502306,14/05/2013,,,,,,,,CSIRO-2019
Iseilema_dolichotrichum,Iseilema,dolichotrichum,Poaceae,,C4,,C4,TERN SIA,,,-12.75,,,WAA008568,leaves,WAAPIL0008-57605,-21.66288333,117.7047278,2/9/2015,,,,,,,,CSIRO-2019
Iseilema_eremaeum,Iseilema,eremaeum,Poaceae,,U,C4,C4,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Iseilema_fragile,Iseilema,fragile,Poaceae,,C4,,C4,TERN SIA,,,-13.46,,,NTA  006318,leaves,NTAMGD0002-53466,-20.02463611,137.3258,12/3/2014,,,,,,,,CSIRO-2019
Iseilema_macratherum,Iseilema,macratherum,Poaceae,,C4,,C4,TERN SIA,,,-14.05,,,QDA  004542,mixed,QDAGUP0016-53481,-18.24885556,140.7482667,12/7/2013,,,,,,,,CSIRO-2019
Iseilema_membranaceum,Iseilema,membranaceum,Poaceae,,C4,,C4,TERN SIA,,,-15.39,,,NTA011281,leaves,NTAGFU0014-53661,-17.75178889,136.9389,14/05/2012,,,,,,,,CSIRO-2019
Iseilema_vaginiflorum,Iseilema,vaginiflorum,Poaceae,,C4,,C4,TERN SIA,,,-15.35,-13.67,,NTA012552,leaves,NTAMGD0003-58431,-17.35820833,133.4389333,28/04/2016,,,,,,,,CSIRO-2019
Isoetopsis_graminifolia,Isoetopsis,graminifolia,Asteraceae,,C3,,C3,TERN SIA,,,-29.56,,,NSA012034,leaves,NSAMDD0019-57081,-33.19214722,145.6993694,7/8/2014,,,,,,,,CSIRO-2019
Isolepis_aucklandica,Isolepis,aucklandica,Cyperaceae,,C3,,C3,TERN SIA,,,-28.6,,, VCA005316  ,leaves,VCAAUA0003-58567,-36.86216944,147.3200528,24/01/2018,,,,,,,,University of Adelaide-2020
Isolepis_cernua,Isolepis,cernua,Cyperaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Isolepis_crassiuscula,Isolepis,crassiuscula,Cyperaceae,,C3,,C3,"Bruhl & Wilson, 2007",,,,,,,,,,,,,,,,,,,
Isolepis_marginata,Isolepis,marginata,Cyperaceae,,C3,,C3,TERN SIA,,,-28.44,-29.81,,SAT 004144,stems & flower parts ,SATFLB0015-53707,-34.93342691,138.7269537,22/11/2012,,,,,,,,CSIRO-2019
Isopogon_anemonifolius,Isopogon,anemonifolius,Proteaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Isopogon_ceratophyllus,Isopogon,ceratophyllus,Proteaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isopogon_formosus,Isopogon,formosus,Proteaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isopogon_longifolius,Isopogon,longifolius,Proteaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isopogon_scabriusculus,Isopogon,scabriusculus,Proteaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isopogon_trilobus,Isopogon,trilobus,Proteaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isotoma_anethifolia,Isotoma,anethifolia,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isotoma_petraea,Isotoma,petraea,Campanulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isotropis_atropurpurea,Isotropis,atropurpurea,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isotropis_cuneifolia,Isotropis,cuneifolia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Isotropis_forrestii,Isotropis,forrestii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Isotropis_wheeleri,Isotropis,wheeleri,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ixia_polystachya,Ixia,polystachya,Iridaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ixiochlamys_cuneifolia,Ixiochlamys,cuneifolia,Asteraceae,,C3,,C3,TERN SIA,,,-28.16,,,NSA013468,leaves,NSABHC0028-58027,-31.06597778,141.717325,12/9/2016,,,,,,,,CSIRO-2019
Ixiochlamys_nana,Ixiochlamys,nana,Asteraceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Ixodia_achillaeoides,Ixodia,achillaeoides,Asteraceae,,C3,,C3,TERN SIA,,,-31.2,,,SAT  003896,leaves,SATFLB0012-53699,-34.88076551,138.7082603,16/11/2012,,,,,,,,CSIRO-2019
Ixodia_achilleoides,Ixodia,achilleoides,Asteraceae,,C3,,C3,TERN SIA,,,-30.96,,,SAA013622,leaves,SAAEYB0010,-35.24625,136.9267,29/09/2020,,,,,,,,University of Adelaide-2023
Jacksonia_aculeata,Jacksonia,aculeata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Jacksonia_condensata,Jacksonia,condensata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
