bag.id,sample.id,dune,plot.id,subplot,date,type,totalN_perc,totalP_mgkg,NP,pHwater,pHcacl2,pHbacl2,exchAl_mgkg,exchCa_mgkg,exchFe_mgkg,exchK_mgkg,exchMg_mgkg,exchMn_mgkg,exchNa_mgkg,exchAl_cmolkg,exchCa_cmolkg,exchFe_cmolkg,exchK_cmolkg,exchMg_cmolkg,exchMn_cmolkg,exchNa_cmolkg,TEB_cmolkg,ECEC_cmolkg
295,Q.M.25.1,Quindalup - medium,Q.M.25,1,12/6/12,subplot,0.1411,412.5659,3.4213,8.48,7.73,8.15,0,2776.3712,0,13.567,159.7152,0,19.8253,0,13.8541,0,0.0347,1.314,0,0.0862,15.2891,15.2891
296,Q.M.25.2,Quindalup - medium,Q.M.25,2,12/6/12,subplot,0.1366,445.4087,3.0659,8.23,7.62,8.28,0,2295.0323,0,14.8523,110.3426,0,31.9717,0,11.4523,0,0.038,0.9078,0,0.1391,12.5371,12.5371
297,Q.M.25.3,Quindalup - medium,Q.M.25,3,12/6/12,subplot,0.1317,386.2887,3.4099,8.4,7.73,8.29,0,2537.514,0,20.7281,129.0007,0,22.5518,0,12.6622,0,0.053,1.0613,0,0.0981,13.8747,13.8747
298,Q.M.25.4,Quindalup - medium,Q.M.25,4,12/6/12,subplot,0.1026,376.5304,2.726,8.72,7.96,8.57,0,1595.7514,0,0,114.1343,0,19.4653,0,7.9628,0,0,0.939,0,0.0847,8.9865,8.9865
299,Q.M.25.5,Quindalup - medium,Q.M.25,5,12/6/12,subplot,0.1394,401.0248,3.4753,8.32,7.66,8.35,0,3066.6346,0,21.9677,179.6746,0,18.5585,0,15.3026,0,0.0562,1.4782,0,0.0807,16.9177,16.9177
300,Q.M.25.6,Quindalup - medium,Q.M.25,6,12/6/12,subplot,0.1593,414.8541,3.8399,8.51,7.78,8.24,0,2971.7427,0,17.9339,150.7463,0,21.5883,0,14.8291,0,0.0459,1.2402,0,0.0939,16.209,16.209
301,Q.M.25.7,Quindalup - medium,Q.M.25,7,12/6/12,subplot,0.1203,405.25,2.9697,8.6,7.75,8.48,0,2029.9492,0,17.1856,79.8217,0,10.9606,0,10.1295,0,0.044,0.6567,0,0.0477,10.8778,10.8778
302,Q.M.26.1,Quindalup - medium,Q.M.26,1,11/6/12,subplot,0.0887,407.9423,2.1744,8.81,7.9,7.88,0,1196.2717,0,25.9956,58.3791,0,12.0293,0,5.9694,0,0.0665,0.4803,0,0.0523,6.5685,6.5685
303,Q.M.26.2,Quindalup - medium,Q.M.26,2,11/6/12,subplot,0.0828,413.481,2.0025,8.68,7.87,8.7,0,1201.1123,0,34.6832,84.5996,0,34.2812,0,5.9936,0,0.0887,0.696,0,0.1491,6.9274,6.9274
304,Q.M.26.3,Quindalup - medium,Q.M.26,3,11/6/12,subplot,0.0814,435.245,1.8709,8.63,7.91,8.55,0,1230.1137,0,31.9767,67.9395,0,25.9878,0,6.1383,0,0.0818,0.5589,0,0.113,6.8921,6.8921
305,Q.M.26.4,Quindalup - medium,Q.M.26,4,11/6/12,subplot,0.0943,413.7534,2.2803,8.56,7.96,8.71,0,1496.6133,0,26.7113,98.1644,0,16.6511,0,7.4681,0,0.0683,0.8076,0,0.0724,8.4165,8.4165
306,Q.M.26.5,Quindalup - medium,Q.M.26,5,11/6/12,subplot,0.0911,412.1983,2.2106,8.46,7.94,8.68,0,1197.5066,0,30.8133,90.4459,0,84.5507,0,5.9756,0,0.0788,0.7441,0,0.3678,7.1663,7.1663
307,Q.M.26.6,Quindalup - medium,Q.M.26,6,11/6/12,subplot,0.094,421.023,2.233,8.61,7.95,8.71,0,1315.6467,0,26.3682,55.8915,0,8.9411,0,6.5651,0,0.0674,0.4598,0,0.0389,7.1313,7.1313
308,Q.M.26.7,Quindalup - medium,Q.M.26,7,11/6/12,subplot,0.1288,458.2041,2.8106,8.62,7.97,8.58,0,1478.2821,0,28.8589,124.6575,0,33.0765,0,7.3767,0,0.0738,1.0256,0,0.1439,8.6199,8.6199
309,Q.M.30.1,Quindalup - medium,Q.M.30,1,11/6/12,subplot,0.1252,530.5773,2.3602,8.67,8.04,8.36,0,4475.0229,0,118.7437,305.4443,0,73.477,0,22.3305,0,0.3037,2.5129,0,0.3196,25.4667,25.4667
310,Q.M.30.2,Quindalup - medium,Q.M.30,2,11/6/12,subplot,0.2211,548.1846,4.0332,8.41,7.92,8.12,0,2140.5879,0,27.1003,159.3285,0,34.1457,0,10.6816,0,0.0693,1.3108,0,0.1485,12.2102,12.2102
311,Q.M.30.3,Quindalup - medium,Q.M.30,3,11/6/12,subplot,0.121,540.545,2.2391,8.37,7.83,8.48,0,1399.6897,0,20.6315,90.851,0,29.9662,0,6.9845,0,0.0528,0.7474,0,0.1303,7.915,7.915
312,Q.M.30.4,Quindalup - medium,Q.M.30,4,11/6/12,subplot,0.0883,417.7775,2.1134,8.7,8.01,8.69,0,891.7934,0,21.4025,61.7206,0,11.9742,0,4.4501,0,0.0547,0.5078,0,0.0521,5.0647,5.0647
313,Q.M.30.5,Quindalup - medium,Q.M.30,5,11/6/12,subplot,0.0961,568.0567,1.6917,8.66,8.01,8.58,0,1105.7677,0,15.5158,65.0188,0,16.2323,0,5.5178,0,0.0397,0.5349,0,0.0706,6.163,6.163
314,Q.M.30.6,Quindalup - medium,Q.M.30,6,11/6/12,subplot,0.0904,563.082,1.6049,8.85,8.11,8.57,0,1307.0227,0,21.4642,91.5412,0,29.0977,0,6.5221,0,0.0549,0.7531,0,0.1266,7.4566,7.4566
315,Q.M.30.7,Quindalup - medium,Q.M.30,7,11/6/12,subplot,0.105,492.6826,2.1307,8.75,7.96,8.46,0,1230.2889,0,28.1913,57.3786,0,12.273,0,6.1392,0,0.0721,0.4721,0,0.0534,6.7367,6.7367
316,Q.M.31.1,Quindalup - medium,Q.M.31,1,16/6/12,subplot,0.1322,449.3251,2.943,8.29,7.43,8.39,0,1487.8916,0,31.4847,70.3242,0,18.6482,0,7.4246,0,0.0805,0.5786,0,0.0811,8.1648,8.1648
317,Q.M.31.2,Quindalup - medium,Q.M.31,2,16/6/12,subplot,0.1341,510.1553,2.6287,8.44,7.84,8.56,0,1500.8566,0,56.4672,89.8827,0,17.2234,0,7.4893,0,0.1444,0.7395,0,0.0749,8.4481,8.4481
318,Q.M.31.3,Quindalup - medium,Q.M.31,3,16/6/12,subplot,0.1368,505.4466,2.7069,8.47,7.81,8.52,0,1725.6351,0,23.1145,117.3751,0,54.2725,0,8.611,0,0.0591,0.9657,0,0.2361,9.8718,9.8718
319,Q.M.31.4,Quindalup - medium,Q.M.31,4,16/6/12,subplot,0.11,398.7465,2.7587,8.61,7.95,8.51,0,1804.0229,0,25.3279,114.6347,0,44.0757,0,9.0021,0,0.0648,0.9431,0,0.1917,10.2017,10.2017
320,Q.M.31.5,Quindalup - medium,Q.M.31,5,16/6/12,subplot,0.1151,387.722,2.9698,8.84,8.07,8.62,0,1543.5102,0,18.6294,147.2893,0,66.9882,0,7.7021,0,0.0476,1.2118,0,0.2914,9.2529,9.2529
321,Q.M.31.6,Quindalup - medium,Q.M.31,6,16/6/12,subplot,0.1104,418.5674,2.6371,8.48,8.01,8.81,0,1152.7681,0,13.3053,101.2695,0,33.6227,0,5.7523,0,0.034,0.8332,0,0.1462,6.7658,6.7658
322,Q.M.31.7,Quindalup - medium,Q.M.31,7,16/6/12,subplot,0.1405,488.3107,2.8771,8.5,7.92,8.52,0,1603.2803,0,17.7171,93.5868,0,20.4131,0,8.0004,0,0.0453,0.7699,0,0.0888,8.9044,8.9044
323,Q.M.32.1,Quindalup - medium,Q.M.32,1,15/6/12,subplot,0.1105,389.5881,2.8372,8.74,7.66,8.66,0,1602.6028,0,25.0032,80.9948,0,0,0,7.997,0,0.0639,0.6663,0,0,8.7273,8.7273
324,Q.M.32.2,Quindalup - medium,Q.M.32,2,15/6/12,subplot,0.0875,392.7076,2.2276,8.7,7.8,8.62,0,3098.4592,0,19.5431,170.4137,0,33.1117,0,15.4614,0,0.05,1.402,0,0.144,17.0574,17.0574
325,Q.M.32.3,Quindalup - medium,Q.M.32,3,15/6/12,subplot,0.1163,403.0672,2.8846,8.57,7.8,8.42,0,2222.715,0,24.8858,185.8278,0,34.8208,0,11.0914,0,0.0636,1.5288,0,0.1515,12.8353,12.8353
326,Q.M.32.4,Quindalup - medium,Q.M.32,4,15/6/12,subplot,0.1332,413.1386,3.2252,8.54,7.86,8.48,0,2123.8571,0,18.9088,178.22,0,34.8453,0,10.5981,0,0.0484,1.4662,0,0.1516,12.2642,12.2642
327,Q.M.32.5,Quindalup - medium,Q.M.32,5,15/6/12,subplot,0.1474,408.0018,3.6118,8.38,7.73,8.45,0,2293.941,0,15.4939,229.4009,0,140.1657,0,11.4468,0,0.0396,1.8873,0,0.6097,13.9834,13.9834
328,Q.M.32.6,Quindalup - medium,Q.M.32,6,15/6/12,subplot,0.1384,456.9516,3.0279,8.43,7.7,8.35,4.8578,18158.9716,4.2188,22.0724,1048.0863,0.9859,140.5626,0.054,90.6136,0.0227,0.0565,8.6227,0.0036,0.6114,99.9042,99.9844
329,Q.M.32.7,Quindalup - medium,Q.M.32,7,15/6/12,subplot,0.1422,421.7794,3.3717,8.37,7.69,8.27,0,1860.2645,0,17.6083,76.3991,0,7.0865,0,9.2828,0,0.045,0.6285,0,0.0308,9.9872,9.9872
330,Q.M.33.1,Quindalup - medium,Q.M.33,1,15/6/12,subplot,0.1123,443.0603,2.5342,8.66,7.82,8.59,0,2575.4713,0,15.9537,104.2407,0,6.8385,0,12.8517,0,0.0408,0.8576,0,0.0297,13.7798,13.7798
331,Q.M.33.2,Quindalup - medium,Q.M.33,2,15/6/12,subplot,0.1214,477.4678,2.5434,8.61,7.85,8.58,0,1645.0922,0,17.0618,79.7137,0,9.8017,0,8.209,0,0.0436,0.6558,0,0.0426,8.9511,8.9511
332,Q.M.33.3,Quindalup - medium,Q.M.33,3,15/6/12,subplot,0.1179,466.5461,2.5271,8.56,7.77,8.44,0,1919.9458,0,25.7851,104.183,0,29.6095,0,9.5806,0,0.0659,0.8571,0,0.1288,10.6324,10.6324
333,Q.M.33.4,Quindalup - medium,Q.M.33,4,15/6/12,subplot,0.1684,561.068,3.0022,8.34,7.74,8.14,7.5445,6458.5841,3.9683,28.8401,286.7525,0,63.4967,0.0839,32.2285,0.0213,0.0738,2.3591,0,0.2762,34.9375,35.0428
334,Q.M.33.5,Quindalup - medium,Q.M.33,5,15/6/12,subplot,0.175,576.8536,3.0333,8.43,7.7,8.69,0,1651.2637,0,18.1642,63.6755,0,13.5609,0,8.2398,0,0.0465,0.5239,0,0.059,8.8691,8.8691
335,Q.M.33.6,Quindalup - medium,Q.M.33,6,15/6/12,subplot,0.1068,450.3177,2.3709,8.66,7.78,8.66,0,1701.2672,0,26.0435,67.7761,0,51.0123,0,8.4894,0,0.0666,0.5576,0,0.2219,9.3355,9.3355
336,Q.M.33.7,Quindalup - medium,Q.M.33,7,15/6/12,subplot,0.1173,452.9913,2.5899,8.61,7.85,8.62,0,1818.8543,0,19.3902,79.4884,0,8.8658,0,9.0761,0,0.0496,0.654,0,0.0386,9.8182,9.8182
337,Q.M.7.1,Quindalup - medium,Q.M.7,1,11/6/12,subplot,0.0965,387.1924,2.4936,8.73,7.96,8.65,0,1532.5988,0,14.189,90.0715,0,16.3126,0,7.6477,0,0.0363,0.741,0,0.071,8.496,8.496
338,Q.M.7.2,Quindalup - medium,Q.M.7,2,11/6/12,subplot,0.1378,462.6378,2.9793,8.61,7.93,8.51,6.8634,5963.5451,3.3021,26.705,291.012,0,62.6663,0.0763,29.7582,0.0177,0.0683,2.3942,0,0.2726,32.4933,32.5873
339,Q.M.7.3,Quindalup - medium,Q.M.7,3,11/6/12,subplot,0.1405,478.9628,2.9325,8.68,7.92,8.44,0,2019.7434,0,33.2631,203.9916,0,52.8208,0,10.0786,0,0.0851,1.6783,0,0.2298,12.0716,12.0716
340,Q.M.7.4,Quindalup - medium,Q.M.7,4,11/6/12,subplot,0.0931,414.2328,2.2465,8.73,8.01,8.7,0,1160.8225,0,10.416,68.7141,0,10.3171,0,5.7925,0,0.0266,0.5653,0,0.0449,6.4294,6.4294
341,Q.M.7.5,Quindalup - medium,Q.M.7,5,11/6/12,subplot,0.0909,383.9388,2.3686,8.76,7.85,8.78,0,1561.7925,0,39.3916,116.8383,0,80.9152,0,7.7934,0,0.1007,0.9612,0,0.352,9.2073,9.2073
342,Q.M.7.6,Quindalup - medium,Q.M.7,6,11/6/12,subplot,0.1144,451.3646,2.5356,8.57,7.97,8.08,0,1637.6749,0,23.3935,164.0867,0,34.4204,0,8.172,0,0.0598,1.35,0,0.1497,9.7315,9.7315
343,Q.M.7.7,Quindalup - medium,Q.M.7,7,11/6/12,subplot,0.1299,418.4849,3.104,8.67,7.86,8.36,0,1935.3097,0,14.5682,122.9378,0,29.9719,0,9.6572,0,0.0373,1.0114,0,0.1304,10.8363,10.8363
344,Q.M.8.1,Quindalup - medium,Q.M.8,1,15/6/12,subplot,0.0952,380.2502,2.5034,8.6,7.8,8.49,0,2000.2775,0,15.1268,77.4276,0,11.6851,0,9.9814,0,0.0387,0.637,0,0.0508,10.7079,10.7079
345,Q.M.8.2,Quindalup - medium,Q.M.8,2,15/6/12,subplot,0.0866,364.4955,2.3772,8.46,7.8,8.38,0,3796.97,0,21.1876,128.639,0,38.1993,0,18.947,0,0.0542,1.0583,0,0.1662,20.2256,20.2256
346,Q.M.8.3,Quindalup - medium,Q.M.8,3,15/6/12,subplot,0.1189,383.1463,3.104,8.63,7.85,8.55,0,2078.028,0,19.3971,88.8343,0,13.2764,0,10.3694,0,0.0496,0.7308,0,0.0577,11.2076,11.2076
347,Q.M.8.4,Quindalup - medium,Q.M.8,4,15/6/12,subplot,0.1252,370.9321,3.3756,8.58,7.84,8.47,0,2097.0919,0,12.7301,73.0211,0,20.4422,0,10.4645,0,0.0326,0.6007,0,0.0889,11.1868,11.1868
348,Q.M.8.5,Quindalup - medium,Q.M.8,5,15/6/12,subplot,0.1041,361.6682,2.8794,8.53,7.82,8.4,0,2864.7719,0,21.0483,120.2731,0,29.9584,0,14.2953,0,0.0538,0.9895,0,0.1303,15.4689,15.4689
349,Q.M.8.6,Quindalup - medium,Q.M.8,6,15/6/12,subplot,0.0998,365.9353,2.7268,8.53,7.84,8.51,0,2173.5122,0,18.3749,78.738,0,8.7894,0,10.8459,0,0.047,0.6478,0,0.0382,11.5789,11.5789
350,Q.M.8.7,Quindalup - medium,Q.M.8,7,15/6/12,subplot,0.1376,397.1849,3.4652,8.33,7.83,8.44,0,2290.1432,0,26.2131,152.7811,0,144.122,0,11.4279,0,0.067,1.2569,0,0.6269,13.3787,13.3787
351,Q.Y.3.1,Quindalup - young,Q.Y.3,1,13/6/12,subplot,0.0522,323.6419,1.6125,8.98,7.98,8.84,0,1087.8598,0,0,41.7294,0,5.9696,0,5.4284,0,0,0.3433,0,0.026,5.7977,5.7977
352,Q.Y.3.2,Quindalup - young,Q.Y.3,2,13/6/12,subplot,0.0463,319.1207,1.4515,9.05,7.97,8.62,0,2623.1092,0,11.3723,97.3649,0,11.4708,0,13.0894,0,0.0291,0.801,0,0.0499,13.9694,13.9694
353,Q.Y.3.3,Quindalup - young,Q.Y.3,3,13/6/12,subplot,0.0427,311.22,1.3727,9.24,8.06,8.55,0,3391.093,0,0,121.4438,0,5.9661,0,16.9216,0,0,0.9991,0,0.026,17.9467,17.9467
354,Q.Y.3.4,Quindalup - young,Q.Y.3,4,13/6/12,subplot,0.074,364.5269,2.0307,8.59,7.78,8.9,0,1069.0284,0,11.9179,62.0142,0,32.2711,0,5.3345,0,0.0305,0.5102,0,0.1404,6.0155,6.0155
355,Q.Y.3.5,Quindalup - young,Q.Y.3,5,13/6/12,subplot,0.046,318.0373,1.4451,9.07,7.93,8.61,0,3166.4865,0,12.2818,126.9791,0,12.3452,0,15.8008,0,0.0314,1.0447,0,0.0537,16.9306,16.9306
356,Q.Y.3.6,Quindalup - young,Q.Y.3,6,13/6/12,subplot,0.0787,346.7694,2.2681,9.13,8.01,8.66,0,2732.9211,0,0,97.5617,0,0,0,13.6373,0,0,0.8026,0,0,14.44,14.44
357,Q.Y.3.7,Quindalup - young,Q.Y.3,7,13/6/12,subplot,0.0321,307.8472,1.043,9.23,8.01,8.56,0,6758.5067,0,0,298.2357,0,32.7113,0,33.7251,0,0,2.4536,0,0.1423,36.321,36.321
358,Q.Y.1.1,Quindalup - young,Q.Y.1,1,12/6/12,subplot,0.0301,289.0705,1.0414,9.17,7.96,8.17,0,5973.1516,0,14.6028,200.5655,0,8.1797,0,29.8061,0,0.0373,1.6501,0,0.0356,31.5291,31.5291
359,Q.Y.1.2,Quindalup - young,Q.Y.1,2,12/6/12,subplot,0.0329,422.0742,0.7788,9.19,7.97,7.93,0,6591.4558,0,0,224.6589,0,10.9226,0,32.8915,0,0,1.8483,0,0.0475,34.7873,34.7873
360,Q.Y.1.3,Quindalup - young,Q.Y.1,3,12/6/12,subplot,0.0434,300.9978,1.4434,9.13,8.07,7.79,0,6570.6323,0,0,210.6502,0,9.1725,0,32.7876,0,0,1.733,0,0.0399,34.5605,34.5605
361,Q.Y.1.4,Quindalup - young,Q.Y.1,4,12/6/12,subplot,0.0435,314.9203,1.3828,9.07,8.06,8.88,0,661.4078,0,11.4322,25.7335,0,0,0,3.3004,0,0.0292,0.2117,0,0,3.5414,3.5414
362,Q.Y.1.5,Quindalup - young,Q.Y.1,5,12/6/12,subplot,0.0319,300.3752,1.0631,9.19,8.02,7.59,0,6644.2649,0,0,226.3733,0,7.988,0,33.155,0,0,1.8624,0,0.0347,35.0521,35.0521
363,Q.Y.1.6,Quindalup - young,Q.Y.1,6,12/6/12,subplot,0.0346,300.6195,1.1498,8.99,7.96,8.75,0,1009.4904,0,11.1532,35.8242,0,0,0,5.0374,0,0.0285,0.2947,0,0,5.3606,5.3606
364,Q.Y.1.7,Quindalup - young,Q.Y.1,7,12/6/12,subplot,0.0349,302.5777,1.1534,9.19,8.01,8.12,0,6375.4327,0,0,205.7626,0,7.5586,0,31.8135,0,0,1.6928,0,0.0329,33.5392,33.5392
365,Q.Y.12.1,Quindalup - young,Q.Y.12,1,15/6/12,subplot,0.0409,398.6513,1.025,9.29,8.24,7.87,0,5648.1805,0,0,303.8599,0,21.5396,0,28.1845,0,0,2.4999,0,0.0937,30.7781,30.7781
366,Q.Y.12.2,Quindalup - young,Q.Y.12,2,15/6/12,subplot,0.0465,355.264,1.3097,9.26,7.95,8.47,0,1919.0522,0,0,83.3926,0,9.1582,0,9.5761,0,0,0.6861,0,0.0398,10.302,10.302
367,Q.Y.12.3,Quindalup - young,Q.Y.12,3,15/6/12,subplot,0.0568,343.8914,1.6518,9.23,8.15,8.49,0,2013.4777,0,0,83.5068,0,0,0,10.0473,0,0,0.687,0,0,10.7343,10.7343
368,Q.Y.12.4,Quindalup - young,Q.Y.12,4,15/6/12,subplot,0.0521,371.8978,1.4014,9.17,8.2,8.47,0,1660.8227,0,0,69.5677,0,0,0,8.2875,0,0,0.5723,0,0,8.8599,8.8599
369,Q.Y.12.5,Quindalup - young,Q.Y.12,5,15/6/12,subplot,0.0437,370.7222,1.1789,9.31,8.23,8.68,0,1377.9966,0,0,61.9973,0,7.459,0,6.8762,0,0,0.5101,0,0.0324,7.4187,7.4187
370,Q.Y.12.6,Quindalup - young,Q.Y.12,6,15/6/12,subplot,0.0698,388.985,1.7954,9.05,8.14,8.82,0,1130.5952,0,0,57.7704,0,9.6784,0,5.6417,0,0,0.4753,0,0.0421,6.1591,6.1591
371,Q.Y.12.7,Quindalup - young,Q.Y.12,7,15/6/12,subplot,0.0544,360.6698,1.5075,9.21,8.2,8.78,0,1160.9269,0,0,52.9731,0,0,0,5.793,0,0,0.4358,0,0,6.2289,6.2289
372,Q.Y.15.1,Quindalup - young,Q.Y.15,1,12/6/12,subplot,0.0423,331.7044,1.2747,9.42,8.19,8.28,0,8834.3937,0,0,364.872,0,21.5846,0,44.0838,0,0,3.0018,0,0.0939,47.1795,47.1795
373,Q.Y.15.2,Quindalup - young,Q.Y.15,2,12/6/12,subplot,0.042,354.5845,1.1844,9.44,8.16,7.93,0,7980.107,0,0,326.7128,0,17.3539,0,39.8209,0,0,2.6879,0,0.0755,42.5843,42.5843
374,Q.Y.15.3,Quindalup - young,Q.Y.15,3,12/6/12,subplot,0.0407,347.2855,1.1717,9.46,8.18,7.87,0,9363.369,0,0,406.96,0,21.1594,0,46.7234,0,0,3.3481,0,0.092,50.1635,50.1635
375,Q.Y.15.4,Quindalup - young,Q.Y.15,4,12/6/12,subplot,0.0389,338.0133,1.1497,9.31,8.15,7.85,0,6446.9126,0,0,284.0006,0,13.7593,0,32.1702,0,0,2.3365,0,0.0598,34.5666,34.5666
376,Q.Y.15.5,Quindalup - young,Q.Y.15,5,12/6/12,subplot,0.0422,349.048,1.2091,9.46,8.12,7.8,0,7871.3604,0,0,318.3678,0,14.8425,0,39.2782,0,0,2.6192,0,0.0646,41.962,41.962
377,Q.Y.15.6,Quindalup - young,Q.Y.15,6,12/6/12,subplot,0.0474,375.5547,1.2615,9.3,8.1,7.81,0,7190.7096,0,0,309.1886,0,15.9999,0,35.8818,0,0,2.5437,0,0.0696,38.4951,38.4951
378,Q.Y.15.7,Quindalup - young,Q.Y.15,7,12/6/12,subplot,0.0371,354.291,1.0469,9.38,8.11,7.77,0,8826.7731,0,0,362.292,0,17.197,0,44.0458,0,0,2.9806,0,0.0748,47.1012,47.1012
379,Q.Y.16.1,Quindalup - young,Q.Y.16,1,15/6/12,subplot,0.0497,346.989,1.4313,9.31,8.2,8.87,0,810.6283,0,0,25.6465,0,0,0,4.0451,0,0,0.211,0,0,4.256,4.256
380,Q.Y.16.2,Quindalup - young,Q.Y.16,2,15/6/12,subplot,0.0672,359.3309,1.8699,8.74,8.08,8.79,0,1108.0301,0,12.0908,37.8587,0,6.2001,0,5.5291,0,0.0309,0.3115,0,0.027,5.8984,5.8984
381,Q.Y.16.3,Quindalup - young,Q.Y.16,3,15/6/12,subplot,0.0412,352.3734,1.1691,9.3,8.16,8.05,0,5702.4765,0,0,230.738,0,19.0536,0,28.4555,0,0,1.8983,0,0.0829,30.4366,30.4366
382,Q.Y.16.4,Quindalup - young,Q.Y.16,4,15/6/12,subplot,0.0417,372.7628,1.1183,9.37,8.15,7.97,0,6307.0777,0,0,261.4965,0,16.5415,0,31.4724,0,0,2.1513,0,0.072,33.6957,33.6957
383,Q.Y.16.5,Quindalup - young,Q.Y.16,5,15/6/12,subplot,0.0428,350.652,1.2204,9.44,8.22,7.79,0,6133.1792,0,0,259.9969,0,17.3073,0,30.6047,0,0,2.139,0,0.0753,32.819,32.819
384,Q.Y.16.6,Quindalup - young,Q.Y.16,6,15/6/12,subplot,0.0422,332.2117,1.2688,9.36,8.22,7.74,0,6846.7789,0,0,296.4152,0,17.4597,0,34.1656,0,0,2.4386,0,0.0759,36.6801,36.6801
385,Q.Y.16.7,Quindalup - young,Q.Y.16,7,15/6/12,subplot,0.0536,371.9593,1.4408,9.22,8.21,8.59,0,1440.6524,0,0,49.6196,0,0,0,7.1889,0,0,0.4082,0,0,7.5971,7.5971
386,Q.Y.17.1,Quindalup - young,Q.Y.17,1,16/6/12,subplot,0.053,322.6196,1.6431,9.33,7.82,8.42,0,4491.5524,0,0,258.675,0,14.9024,0,22.4129,0,0,2.1281,0,0.0648,24.6059,24.6059
387,Q.Y.17.2,Quindalup - young,Q.Y.17,2,16/6/12,subplot,0.0524,348.7212,1.5037,9.36,8.18,8.7,0,1848.2796,0,0,104.8373,0,13.491,0,9.223,0,0,0.8625,0,0.0587,10.1441,10.1441
388,Q.Y.17.3,Quindalup - young,Q.Y.17,3,16/6/12,subplot,0.073,322.8264,2.261,9.32,8.23,8.55,0,2197.0215,0,0,132.7753,0,21.6101,0,10.9632,0,0,1.0924,0,0.094,12.1495,12.1495
389,Q.Y.17.4,Quindalup - young,Q.Y.17,4,16/6/12,subplot,0.0569,311.1744,1.8294,9.22,8.25,8.4,0,3506.2394,0,0,225.0814,0,33.3484,0,17.4962,0,0,1.8518,0,0.1451,19.493,19.493
390,Q.Y.17.5,Quindalup - young,Q.Y.17,5,16/6/12,subplot,0.0506,325.8988,1.5537,9.41,8.34,8.29,0,3226.1214,0,0,199.1661,0,29.6682,0,16.0984,0,0,1.6386,0,0.129,17.866,17.866
391,Q.Y.17.6,Quindalup - young,Q.Y.17,6,16/6/12,subplot,0.058,341.4331,1.6993,9.36,8.3,8.32,0,2980.5884,0,0,174.3248,0,12.7103,0,14.8732,0,0,1.4342,0,0.0553,16.3627,16.3627
392,Q.Y.17.7,Quindalup - young,Q.Y.17,7,16/6/12,subplot,0.0539,334.1788,1.6121,9.28,8.28,8.69,0,1152.1648,0,0,59.739,0,7.3014,0,5.7493,0,0,0.4915,0,0.0318,6.2726,6.2726
393,Q.Y.18.1,Quindalup - young,Q.Y.18,1,15/6/12,subplot,0.047,421.062,1.1155,9.5,8.35,8.12,0,5506.4342,0,0,302.3038,0,17.9971,0,27.4772,0,0,2.4871,0,0.0783,30.0426,30.0426
394,Q.Y.18.2,Quindalup - young,Q.Y.18,2,15/6/12,subplot,0.0453,383.8068,1.1805,9.42,8.39,8.66,0,696.4088,0,0,34.3946,0,15.1377,0,3.4751,0,0,0.283,0,0.0658,3.8239,3.8239
395,Q.Y.18.3,Quindalup - young,Q.Y.18,3,15/6/12,subplot,0.0471,383.6235,1.2283,9.46,8.39,8.15,0,20315.0789,4.6905,0,1153.9578,0,106.2089,0,101.3726,0.0252,0,9.4937,0,0.462,111.3283,111.3535
396,Q.Y.18.4,Quindalup - young,Q.Y.18,4,15/6/12,subplot,0.0439,469.5529,0.9345,9.46,8.44,7.87,0,4191.1987,0,0,231.979,0,20.0284,0,20.9142,0,0,1.9085,0,0.0871,22.9098,22.9098
397,Q.Y.18.5,Quindalup - young,Q.Y.18,5,15/6/12,subplot,0.045,390.4026,1.1514,9.48,8.37,7.81,0,5252.9003,0,0,279.1273,0,16.6946,0,26.2121,0,0,2.2964,0,0.0726,28.5811,28.5811
398,Q.Y.18.6,Quindalup - young,Q.Y.18,6,15/6/12,subplot,0.0479,380.3502,1.2601,9.42,8.38,7.82,0,23453.9825,3.9837,0,1331.2193,0.8174,121.0096,0,117.0358,0.0214,0,10.952,0.003,0.5264,128.5142,128.5386
399,Q.Y.18.7,Quindalup - young,Q.Y.18,7,15/6/12,subplot,0.0556,382.6833,1.4516,9.2,8.36,8.88,0,631.3463,0,0,35.5908,0,12.771,0,3.1504,0,0,0.2928,0,0.0556,3.4988,3.4988
400,Q.Y.20.1,Quindalup - young,Q.Y.20,1,13/6/12,subplot,0.049,327.3504,1.4959,9.38,8.29,8.36,0,8003.891,0,0,461.5773,0,33.6193,0,39.9396,0,0,3.7974,0,0.1462,43.8832,43.8832
401,Q.Y.20.2,Quindalup - young,Q.Y.20,2,13/6/12,subplot,0.054,320.1152,1.688,9.32,8.25,7.8,0,6711.0917,0,0,364.7774,0,33.2921,0,33.4885,0,0,3.001,0,0.1448,36.6343,36.6343
402,Q.Y.20.3,Quindalup - young,Q.Y.20,3,13/6/12,subplot,0.0465,342.9423,1.3554,9.41,8.17,7.6,0,7020.5815,0,0,377.8297,0,24.433,0,35.0328,0,0,3.1084,0,0.1063,38.2475,38.2475
403,Q.Y.20.4,Quindalup - young,Q.Y.20,4,13/6/12,subplot,0.0479,325.3663,1.4713,9.43,8.17,7.97,0,6887.2508,0,0,373.7502,0,22.4297,0,34.3675,0,0,3.0749,0,0.0976,37.5399,37.5399
