bag.id,sample.id,dune,plot.id,subplot,date,type,totalN_perc,totalP_mgkg,NP,pHwater,pHcacl2,pHbacl2,exchAl_mgkg,exchCa_mgkg,exchFe_mgkg,exchK_mgkg,exchMg_mgkg,exchMn_mgkg,exchNa_mgkg,exchAl_cmolkg,exchCa_cmolkg,exchFe_cmolkg,exchK_cmolkg,exchMg_cmolkg,exchMn_cmolkg,exchNa_cmolkg,TEB_cmolkg,ECEC_cmolkg
404,Q.Y.20.5,Quindalup - young,Q.Y.20,5,13/6/12,subplot,0.0475,358.0972,1.326,9.46,8.17,7.91,0,16649.1283,0,0,864.1163,0,99.1767,0,83.0795,0,0,7.1091,0,0.4314,90.62,90.62
405,Q.Y.20.6,Quindalup - young,Q.Y.20,6,13/6/12,subplot,0.0501,354.7067,1.4111,9.28,7.78,8.08,0,7178.5227,0,0,385.7807,0,25.5523,0,35.821,0,0,3.1738,0,0.1111,39.106,39.106
406,Q.Y.20.7,Quindalup - young,Q.Y.20,7,13/6/12,subplot,0.0481,321.7415,1.4952,9.43,8.03,8.22,0,13507.3302,0,0,746.4359,0,81.5862,0,67.4018,0,0,6.141,0,0.3549,73.8977,73.8977
407,Q.Y.7.1,Quindalup - young,Q.Y.7,1,15/6/12,subplot,0.0651,366.1716,1.7789,9.3,8.21,9.08,0,772.4041,0,0,42.9012,0,21.9298,0,3.8543,0,0,0.353,0,0.0954,4.3027,4.3027
408,Q.Y.7.2,Quindalup - young,Q.Y.7,2,15/6/12,subplot,0.0649,398.4543,1.628,9.14,8.19,8.95,0,901.519,0,0,43.8179,0,13.1262,0,4.4986,0,0,0.3605,0,0.0571,4.9162,4.9162
409,Q.Y.7.3,Quindalup - young,Q.Y.7,3,15/6/12,subplot,0.0818,350.6648,2.3325,9.11,8.18,9.04,0,869.2396,0,30.5043,47.097,0,18.7668,0,4.3375,0,0.078,0.3875,0,0.0816,4.8846,4.8846
410,Q.Y.7.4,Quindalup - young,Q.Y.7,4,15/6/12,subplot,0.0536,333.4269,1.6077,9.24,8.21,9.07,0,760.1728,0,0,36.8907,0,16.4288,0,3.7933,0,0,0.3035,0,0.0715,4.1682,4.1682
411,Q.Y.7.5,Quindalup - young,Q.Y.7,5,15/6/12,subplot,0.0546,375.1252,1.4558,9.29,8.2,9.11,0,680.9838,0,0,32.1587,0,15.1924,0,3.3981,0,0,0.2646,0,0.0661,3.7288,3.7288
412,Q.Y.7.6,Quindalup - young,Q.Y.7,6,15/6/12,subplot,0.0491,406.5161,1.2082,9.36,8.41,8.86,0,899.5547,0,0,47.6188,0,9.5365,0,4.4888,0,0,0.3918,0,0.0415,4.922,4.922
413,Q.Y.7.7,Quindalup - young,Q.Y.7,7,15/6/12,subplot,0.0579,347.6997,1.665,9.08,8.12,9.09,0,747.9433,0,0,42.0828,0,52.1408,0,3.7323,0,0,0.3462,0,0.2268,4.3053,4.3053
414,Q.Y.8.1,Quindalup - young,Q.Y.8,1,15/6/12,subplot,0.0482,322.7832,1.493,9.41,8.23,8.5,0,4423.0402,0,0,186.5533,0,10.8613,0,22.0711,0,0,1.5348,0,0.0472,23.6531,23.6531
415,Q.Y.8.2,Quindalup - young,Q.Y.8,2,15/6/12,subplot,0.0491,346.3455,1.419,9.4,8.15,8.26,0,5648.8887,0,0,248.7566,0,17.9601,0,28.1881,0,0,2.0465,0,0.0781,30.3127,30.3127
416,Q.Y.8.3,Quindalup - young,Q.Y.8,3,15/6/12,subplot,0.0716,351.3717,2.0383,9.12,8.15,8.31,0,843.5943,0,0,56.6356,0,28.3158,0,4.2096,0,0,0.4659,0,0.1232,4.7987,4.7987
417,Q.Y.8.4,Quindalup - young,Q.Y.8,4,15/6/12,subplot,0.0822,365.2265,2.2512,8.92,8.09,8.99,0,1291.7819,0,0,61.5718,0,36.2909,0,6.446,0,0,0.5066,0,0.1579,7.1104,7.1104
418,Q.Y.8.5,Quindalup - young,Q.Y.8,5,15/6/12,subplot,0.0535,340.8249,1.5699,9.31,8.21,8.89,0,3633.9729,0,0,154.2918,0,9.3362,0,18.1336,0,0,1.2694,0,0.0406,19.4436,19.4436
419,Q.Y.8.6,Quindalup - young,Q.Y.8,6,15/6/12,subplot,0.0616,351.1256,1.7533,9.18,8.15,8.58,0,976.3844,0,0,46.3856,0,16.4032,0,4.8722,0,0,0.3816,0,0.0713,5.3251,5.3251
420,Q.Y.8.7,Quindalup - young,Q.Y.8,7,15/6/12,subplot,0.0656,334.2263,1.9634,9.12,8.19,8.98,0,900.5791,0,0,63.3033,0,34.9962,0,4.4939,0,0,0.5208,0,0.1522,5.1669,5.1669
