dicot,family,genus,species,species_name,endemic to Tasmania,native to New Zealand,native to South America,"habit (s=woody, p=perennial herb, a=annual herb)",dioecious (d=dioecious; h=hermaphrodite or monoecious),"habitat (d=dry forests  woodlands and heaths; c=coastal, sm=saltmarsh; e=estuarine; wf=wet forest; b= waterlogged peats; rf=temperate rainforest; a = aquatic)",alpine (0=absent from alpine; 1= both alpine and lowland; 2= predominantly alpine),fleshy fruit (1=present),seed length (cm),seed width (cm),propagule traits
m,Poaceae,Agrostis,avenacea,Agrostis avenacea,0,0,0,a,h,b,1,0,0.17,0.15,awns
m,Poaceae,Agrostis,billardierei,Agrostis billardierei,0,0,0,a,h,c,1,0,0.35,0.2,awns
m,Poaceae,Agrostis,lacunarum,Agrostis lacunarum,1,0,0,p,h,?,1,0,0.2,0.18,awns
m,Poaceae,Agrostis,muelleriana,Agrostis muelleriana,0,1,0,a,h,?,2,0,0.15,0.08,none
m,Poaceae,Agrostis,parviflora,Agrostis parviflora,0,0,0,a,h,?,1,0,0.12,0.08,none
m,Poaceae,Agrostis,rudis,Agrostis rudis,0,0,0,a,h,b,1,0,0.225,0.1,none
m,Poaceae,Agrostis,venusta,Agrostis venusta,0,0,0,a,h,b,1,0,0.2,0.12,awns
m,Poaceae,Amphibromus,archeri,Amphibromus archeri,0,0,0,p,h,b,0,0,0.8,0.16,awns
m,Poaceae,Amphibromus,macrorhinus,Amphibromus macrorhinus,0,0,0,p,h,b,0,0,0.65,0.2,awns
m,Poaceae,Amphibromus,neesii,Amphibromus neesii,0,0,0,p,h,b,0,0,0.65,0.2,awns
m,Poaceae,Amphibromus,recurvatus,Amphibromus recurvatus,0,0,0,p,h,b,1,0,0.5,0.12,awns
m,Poaceae,Amphibromus,sinuatus,Amphibromus sinuatus,0,0,0,p,h,b,0,0,0.7,0.14,awns
m,Poaceae,Australopyrum,pectinatum,Australopyrum pectinatum,1,0,0,p,h,d,1,0,0.9,0.2,barbs
m,Poaceae,Australopyrum,velutinum,Australopyrum velutinum,0,0,0,p,h,d,1,0,0.9,0.2,barbs
m,Poaceae,Austrodanthonia,caespitosa,Austrodanthonia caespitosa,0,0,0,p,h,d,0,0,0.5,0.2,awns
m,Poaceae,Austrodanthonia,carphoides,Austrodanthonia carphoides,0,0,0,p,h,d,0,0,0.5,0.25,awns
m,Poaceae,Austrodanthonia,diemenica,Austrodanthonia diemenica,1,0,0,p,h,b/d,1,0,0.65,0.11,awns
m,Poaceae,Austrodanthonia,geniculata,Austrodanthonia geniculata,0,0,0,p,h,d,0,0,0.525,0.2,awns
m,Poaceae,Austrodanthonia,laevis,Austrodanthonia laevis,0,0,0,p,h,d,0,0,0.45,0.2,awns
m,Poaceae,Austrodanthonia,penicillata,Austrodanthonia penicillata,0,0,0,p,h,d,1,0,0.8,0.15,awns
m,Poaceae,Austrodanthonia,pilosa,Austrodanthonia pilosa,0,0,0,p,h,?,0,0,0.75,0.2,awns
m,Poaceae,Austrodanthonia,popinensis,Austrodanthonia popinensis,1,0,0,p,h,d,0,0,0.75,0.15,awns
m,Poaceae,Austrodanthonia,racemosa,Austrodanthonia racemosa,0,0,0,p,h,d,0,0,0.45,0.2,awns
m,Poaceae,Austrodanthonia,remota,Austrodanthonia remota,1,0,0,p,h,d,0,0,0.9,0.15,awns
m,Poaceae,Austrodanthonia,setacea,Austrodanthonia setacea,0,0,0,p,h,d,0,0,0.25,0.15,awns
m,Poaceae,Austrodanthonia,tenuior,Austrodanthonia tenuior,0,0,0,p,h,d,1,0,1.4,0.15,awns
m,Poaceae,Austrofestuca,hookeriana,Austrofestuca hookeriana,0,0,0,p,h,b,0,0,0.8,0.2,none
m,Poaceae,Austrofestuca,littoralis,Austrofestuca littoralis,0,1,0,p,h,c,0,0,0.9,0.6,none
m,Poaceae,Austrostipa,aphylla,Austrostipa aphylla,1,0,0,p,h,d,0,0,0.8,0.2,awns
m,Poaceae,Austrostipa,bigeniculata,Austrostipa bigeniculata,0,0,0,p,h,d,0,0,0.8,0.15,awns
m,Poaceae,Austrostipa,blackii,Austrostipa blackii,0,0,0,p,h,d,0,0,1.1,0.3,awns
m,Poaceae,Austrostipa,flavescens,Austrostipa flavescens,0,0,0,p,h,c,0,0,0.75,0.15,awns
m,Poaceae,Austrostipa,mollis,Austrostipa mollis,0,0,0,p,h,d,0,0,0.8,0.15,awns
m,Poaceae,Austrostipa,nodosa,Austrostipa nodosa,0,0,0,p,h,d,0,0,0.6,0.3,awns
m,Poaceae,Austrostipa,pubinodis,Austrostipa pubinodis,0,0,0,p,h,d,0,0,1.2,0.15,awns
m,Poaceae,Austrostipa,rudis,Austrostipa rudis,0,0,0,p,h,d,0,0,1,0.15,awns
m,Poaceae,Austrostipa,scabra,Austrostipa scabra,0,0,0,p,h,d,0,0,0.6,0.15,awns
m,Poaceae,Austrostipa,semibarbata,Austrostipa semibarbata,0,0,0,p,h,d,0,0,1,0.12,awns
m,Poaceae,Austrostipa,stipoides,Austrostipa stipoides,0,1,0,p,h,c,0,0,1,0.15,awns
m,Poaceae,Austrostipa,stuposa,Austrostipa stuposa,0,0,0,p,h,d,0,0,0.9,0.2,awns
m,Poaceae,Deschampsia,caespitosa,Deschampsia caespitosa,0,1,1,p,h,sm,1,0,0.35,0.2,none
m,Poaceae,Deschampsia,gracillima,Deschampsia gracillima,0,1,0,p,h,b,2,0,0.5,0.2,none
m,Poaceae,Deyeuxia,apsleyensis,Deyeuxia apsleyensis,1,0,0,p,h,d,0,0,0.58,0.25,awns
m,Poaceae,Deyeuxia,benthamiana,Deyeuxia benthamiana,0,0,0,p,h,wf,0,0,0.4,0.25,none
m,Poaceae,Deyeuxia,brachyathera,Deyeuxia brachyathera,0,0,0,p,h,d,1,0,0.45,0.25,awns
m,Poaceae,Deyeuxia,carinata,Deyeuxia carinata,0,0,0,p,h,b,1,0,0.4,0.2,awns
m,Poaceae,Deyeuxia,contracta,Deyeuxia contracta,0,0,0,p,h,d,0,0,0.3,0.18,awns
m,Poaceae,Deyeuxia,decipiens,Deyeuxia decipiens,0,0,0,p,h,d,0,0,0.35,0.18,none
m,Poaceae,Deyeuxia,densa,Deyeuxia densa,0,0,0,p,h,b,0,0,,,awns
m,Poaceae,Deyeuxia,frigida,Deyeuxia frigida,0,0,0,p,h,d/wf,0,0,0.37,0.2,awns
m,Poaceae,Deyeuxia,gunniana,Deyeuxia gunniana,0,0,0,p,h,b,0,0,0.4,0.25,barbs
m,Poaceae,Deyeuxia,innominata,Deyeuxia innominata,0,0,0,p,h,d,1,0,0.25,0.15,awns
m,Poaceae,Deyeuxia,lawrencii,Deyeuxia lawrencii,1,0,0,p,h,?,?,0,0.45,0.3,awns
m,Poaceae,Deyeuxia,minor,Deyeuxia minor,0,0,0,p,h,d,0,0,,,awns
m,Poaceae,Deyeuxia,monticola,Deyeuxia monticola,0,0,0,p,h,d,1,0,0.45,0.25,awns
m,Poaceae,Deyeuxia,quadriseta,Deyeuxia quadriseta,0,1,0,p,h,d,1,0,0.35,0.25,barbs
m,Poaceae,Deyeuxia,rodwayi,Deyeuxia rodwayi,0,0,0,p,h,d,0,0,0.3,0.12,awns
m,Poaceae,Deyeuxia,scaberula,Deyeuxia scaberula,0,0,0,p,h,b,0,0,0.25,0.15,none
m,Poaceae,Dichelachne,crinita,Dichelachne crinita,0,1,0,p,h,d,0,0,0.55,0.15,awns
m,Poaceae,Dichelachne,inaequiglumis,Dichelachne inaequiglumis,0,1,0,p,h,?,0,0,0.55,0.15,awns
m,Poaceae,Dichelachne,micrantha,Dichelachne micrantha,0,1,0,p,h,d,0,0,0.325,0.1,awns
m,Poaceae,Dichelachne,rara,Dichelachne rara,0,0,0,p,h,d,0,0,0.38,0.12,awns
m,Poaceae,Distichlis,distichophylla,Distichlis distichophylla,0,0,0,p,h,c,0,0,0.55,0.2,none
m,Poaceae,Dryopoa,dives,Dryopoa dives,0,0,0,p,h,d,0,0,0.55,0.2,none
m,Poaceae,Echinopogon,ovatus,Echinopogon ovatus,0,1,0,a,h,d,0,0,0.4,0.2,awns
m,Poaceae,Ehrharta,acuminata,Ehrharta acuminata,0,0,0,p,h,b,0,0,0.7,0.3,none
m,Poaceae,Ehrharta,distichophylla,Ehrharta distichophylla,0,0,0,p,h,wf/d,0,0,0.5,0.3,none
m,Poaceae,Ehrharta,juncea,Ehrharta juncea,0,0,0,p,h,d,0,0,0.35,0.2,none
m,Poaceae,Ehrharta,oreophila,Ehrharta oreophila,1,0,0,p,h,b,1,0,0.55,0.4,none
m,Poaceae,Ehrharta,stipoides,Ehrharta stipoides,0,1,0,p,h,d,0,0,1.1,0.2,awns
m,Poaceae,Ehrharta,tasmanica,Ehrharta tasmanica,1,0,0,p,h,b,1,0,0.35,0.3,awns
m,Poaceae,Elymus,scaber,Elymus scaber,0,1,0,p,h,d,1,0,1,0.15,awns
m,Poaceae,Eragrostis,brownii,Eragrostis brownii,0,0,0,p,h,d,0,0,0.225,0.1,
m,Poaceae,Erythranthera,australis,Erythranthera australis,0,1,0,p,h,b,2,0,0.17,0.12,none
m,Poaceae,Festuca,plebeia,Festuca plebeia,1,0,0,p,h,d,0,0,0.8,0.15,awns
m,Poaceae,Glyceria,australis,Glyceria australis,0,0,0,p,h,b,0,0,0.9,0.2,none
m,Poaceae,Hemarthria,uncinata,Hemarthria uncinata,0,0,0,p,h,b,0,0,0.7,0.15,barbs
m,Poaceae,Hierochloe,fraseri,Hierochloe fraseri,1,0,0,p,h,b/d,2,0,0.5,0.4,barbs
m,Poaceae,Hierochloe,rariflora,Hierochloe rariflora,0,0,0,p,h,b/d,0,0,0.3,0.15,none
m,Poaceae,Hierochloe,redolens,Hierochloe redolens,0,1,1,p,h,b/d,1,0,0.65,0.2,barbs
m,Poaceae,Imperata,cylindrica,Imperata cylindrica,0,1,1,p,h,c,0,0,0.6,0.08,hairs
m,Poaceae,Notodanthonia,gracilis,Notodanthonia gracilis,0,1,0,p,h,b,0,0,0.9,0.2,awns
m,Poaceae,Notodanthonia,semiannularis,Notodanthonia semiannularis,0,0,0,p,h,d,0,0,1,0.2,awns
m,Poaceae,Pentapogon,quadrifidus,Pentapogon quadrifidus,0,0,0,a,h,b/d,1,0,0.55,0.2,awns
m,Poaceae,Phragmites,australis,Phragmites australis,0,1,1,p,h,b,0,0,1.3,0.4,hairs
m,Poaceae,Poa,clelandii,Poa clelandii,0,0,0,p,h,c/d/b,1,0,0.275,0.1,none
m,Poaceae,Poa,clivicola,Poa clivicola,0,0,0,p,h,d,1,0,0.35,0.1,none
m,Poaceae,Poa,costiniana,Poa costiniana,0,0,0,p,h,b,1,0,0.35,0.1,none
m,Poaceae,Poa,fawcettiae,Poa fawcettiae,0,0,0,p,h,d,1,0,0.325,0.1,none
m,Poaceae,Poa,gunnii,Poa gunnii,1,0,0,p,h,d,1,0,0.3,0.1,none
m,Poaceae,Poa,halmaturina,Poa halmaturina,0,0,0,p,h,c,0,0,0.35,0.1,none
m,Poaceae,Poa,hiemata,Poa hiemata,0,0,0,p,h,d,1,0,0.275,0.07,none
m,Poaceae,Poa,hookeri,Poa hookeri,0,0,0,p,h,d,0,0,0.225,0.08,none
m,Poaceae,Poa,jugicola,Poa jugicola,1,0,0,p,h,d,1,0,0.4,0.12,none
m,Poaceae,Poa,labilliardieri,Poa labilliardieri,0,0,0,p,h,b/d,1,0,0.35,0.1,none
m,Poaceae,Poa,mollis,Poa mollis,1,0,0,p,h,d,0,0,0.3,0.1,none
m,Poaceae,Poa,poiformis,Poa poiformis,0,0,0,p,h,c,0,0,0.45,0.1,none
m,Poaceae,Poa,rodwayi,Poa rodwayi,0,0,0,p,h,d,0,0,0.3,0.1,none
m,Poaceae,Poa,saxicola,Poa saxicola,0,0,0,p,h,d,1,0,0.35,0.1,none
m,Poaceae,Poa,sieberiana,Poa sieberiana,0,0,0,p,h,d/b,1,0,0.3,0.12,none
m,Poaceae,Poa,tenera,Poa tenera,0,0,0,p,h,d,0,0,0.25,0.1,none
m,Poaceae,Puccinellia,stricta,Puccinellia stricta,0,1,0,p,h,sm,0,0,0.37,0.2,none
m,Poaceae,Rytidosperma,dimidiata,Rytidosperma dimidiata,1,0,0,p,h,d,1,0,0.4,0.15,awns
m,Poaceae,Rytidosperma,fortunae-hibernae,Rytidosperma fortunae-hibernae,1,0,0,p,h,b,2,0,0.8,0.2,awns
m,Poaceae,Rytidosperma,nitens,Rytidosperma nitens,1,0,0,p,h,b,1,0,0.4,0.15,none
m,Poaceae,Rytidosperma,nivicolum,Rytidosperma nivicolum,0,0,0,p,h,b,1,0,0.35,0.15,awns
m,Poaceae,Rytidosperma,nudiflorum,Rytidosperma nudiflorum,0,0,0,p,h,d,1,0,0.7,0.15,awns
m,Poaceae,Rytidosperma,pauciflorum,Rytidosperma pauciflorum,1,0,0,p,h,b,2,0,0.5,0.2,none
m,Poaceae,Rytidosperma,procerum,Rytidosperma procerum,0,0,0,p,h,d,0,0,0.45,0.2,awns
m,Poaceae,Spinifex,sericeus,Spinifex sericeus,0,1,0,p,d,c,0,0,20,10,tumbleweed
m,Poaceae,Sporobolus,virginicus,Sporobolus virginicus,0,1,0,p,h,c,0,0,0.3,0.15,none
m,Poaceae,Themeda,triandra,Themeda triandra,0,0,0,p,h,d,0,0,1.6,0.8,awns
m,Poaceae,Trisetum,spicatum,Trisetum spicatum,0,1,0,p,h,d,1,0,0.4,0.2,awns
m,Poaceae,Zoysia,macranthera,Zoysia macranthera,0,0,0,p,h,c,0,0,0.4,0.2,none
d,Polygalaceae,Comesperma,calymega,Comesperma calymega,0,0,0,s,h,d,0,0,,,very hairy
d,Polygalaceae,Comesperma,defoliatum,Comesperma defoliatum,0,0,0,s,h,d,0,0,,,hairs
d,Polygalaceae,Comesperma,ericinum,Comesperma ericinum,0,0,0,s,h,d,0,0,,,hairs
d,Polygalaceae,Comesperma,retusum,Comesperma retusum,0,0,0,s,h,b,0,0,0.2826,0.1099,
d,Polygalaceae,Comesperma,volubile,Comesperma volubile,0,0,0,s,h,d,0,0,0.2826,0.0942,very hairy
d,Polygonaceae,Muehlenbeckia,adpressa,Muehlenbeckia adpressa,0,0,0,s,d,c,0,0,0.4,0.35,
d,Polygonaceae,Muehlenbeckia,axillaris,Muehlenbeckia axillaris,0,1,0,s,d,d,1,0,0.35,0.3,
d,Polygonaceae,Muehlenbeckia,gunnii,Muehlenbeckia gunnii,0,0,0,s,d,wf,0,0,0.6,0.5,
d,Polygonaceae,Persicaria,decipiens,Persicaria decipiens,0,1,0,a,h,b,0,0,0.3,0.2,
d,Polygonaceae,Persicaria,hydropiper,Persicaria hydropiper,0,0,?0,a,h,b,0,0,0.35,0.2,
d,Polygonaceae,Persicaria,praetermissa,Persicaria praetermissa,0,0,0,a,h,b,0,0,0.2,0.15,
d,Polygonaceae,Persicaria,prostrata,Persicaria prostrata,0,0,0,p,h,b,0,0,0.2,0.15,
d,Polygonaceae,Persicaria,subsessilis,Persicaria subsessilis,0,0,0,p,h,b,0,0,0.25,0.2,
d,Polygonaceae,Rumex,bidens,Rumex bidens,0,0,0,p,h,b,0,0,0.55,0.5,
d,Polygonaceae,Rumex,brownii,Rumex brownii,0,0,0,p,h,d,0,0,0.3,0.3,barbs
d,Polygonaceae,Rumex,dumosus,Rumex dumosus,0,0,0,p,h,d,0,0,0.45,0.4,
d,Portulacaceae,Calandrinia,calyptrata,Calandrinia calyptrata,0,0,0,a,h,d,0,0,0.06,0.03,
d,Portulacaceae,Calandrinia,eremaea,Calandrinia eremaea,0,0,0,a,h,d,0,0,0.05,0.05,
d,Portulacaceae,Calandrinia,granulifera,Calandrinia granulifera,0,0,0,a,h,d,0,0,0.06,0.05,
d,Portulacaceae,Montia,fontana,Montia fontana,0,1,1,a,h,b,0,0,0.12,0.1,
d,Portulacaceae,Neopaxia,australasica,Neopaxia australasica,0,1,1,p,h,b,1,0,0.12,0.06,
m,Posidoniaceae,Posidonia,australis,Posidonia australis,0,0,0,p,h,e,0,0,2,0.5,floating_seed
m,Potamogetonaceae,Potomageton,australiensis,Potomageton australiensis,0,0,0,p,h,a,0,0,0.25,0.2,floating_seed
m,Potamogetonaceae,Potomageton,crispus,Potomageton crispus,0,0,0,p,h,a,0,0,0.4,0.25,floating_seed
m,Potamogetonaceae,Potomageton,ochreatus,Potomageton ochreatus,0,1,0,p,h,a,0,0,0.35,0.225,floating_seed
m,Potamogetonaceae,Potomageton,pectinatus,Potomageton pectinatus,0,1,1,p,h,e,0,0,0.35,0.225,floating_seed
m,Potamogetonaceae,Potomageton,perfoliatus,Potomageton perfoliatus,0,0,1,p,h,a,0,0,0.25,0.15,floating_seed
m,Potamogetonaceae,Potomageton,tricarinatus,Potomageton tricarinatus,0,0,0,p,h,a,0,0,0.275,0.2,floating_seed
d,Primulaceae,Samolus,repens,Samolus repens,0,1,0,p,h,sm,0,0,0.0396,0.0198,
d,Proteaceae,Agastachys,odorata,Agastachys odorata,1,0,0,s,h,b/rf,0,0,0.4,0.25,
d,Proteaceae,Banksia,marginata,Banksia marginata,0,0,0,s,h,b/wf/d/c,0,0,1.5,0.2,wings
d,Proteaceae,Banksia,serrata,Banksia serrata,0,0,0,s,h,d/c,0,0,2,0.2,wings
d,Proteaceae,Bellendena,montana,Bellendena montana,1,0,0,s,h,d/b,1,0,0.5,0.15,
d,Proteaceae,Cenarrhenes,nitida,Cenarrhenes nitida,1,0,0,s,h,rf/b,0,1,0.6,0.4,none
d,Proteaceae,Conospermum,taxifolium,Conospermum taxifolium,0,0,0,s,h,d,0,0,0.25,0.15,
d,Proteaceae,Grevillea,australis,Grevillea australis,0,0,0,s,h,d,1,0,0.6,0.1,wings_small
d,Proteaceae,Hakea,epiglottis,Hakea epiglottis,1,0,0,s,h,b,0,0,0.6,0.1,wings
d,Proteaceae,Hakea,lissosperma,Hakea lissosperma,0,0,0,s,h,d,0,0,1.5,0.1,wings
d,Proteaceae,Hakea,megadenia,Hakea megadenia,1,0,0,s,h,b,0,0,0.6,0.1,wings
d,Proteaceae,Hakea,microcarpa,Hakea microcarpa,0,0,0,s,h,d,1,0,0.7,0.1,wings
d,Proteaceae,Hakea,nodosa,Hakea nodosa,0,0,0,s,h,d,0,0,1.5,0.1,wings
d,Proteaceae,Hakea,teretifolia,Hakea teretifolia,0,0,0,s,h,d,0,0,0.5,0.1,wings
d,Proteaceae,Lomatia,polymorpha,Lomatia polymorpha,1,0,0,s,h,rf/b/d,1,0,1.2,0.2,wings
d,Proteaceae,Lomatia,tasmanica,Lomatia tasmanica,1,0,0,s,h,d,0,0,.,.,
d,Proteaceae,Lomatia,tinctoria,Lomatia tinctoria,1,0,0,s,h,rf,0,0,1.5,0.2,wings
d,Proteaceae,Orites,acicularis,Orites acicularis,1,0,0,s,h,d,2,0,1,0.2,wings_small
d,Proteaceae,Orites,diversifolia,Orites diversifolia,1,0,0,s,h,d/rf,1,0,2,0.2,wings
d,Proteaceae,Orites,milliganii,Orites milliganii,1,0,0,s,h,rf,2,0,1.2,0.2,wings_small
d,Proteaceae,Orites,revoluta,Orites revoluta,1,0,0,s,h,d,2,0,1.5,0.2,wings
d,Proteaceae,Persoonia,gunnii,Persoonia gunnii,1,0,0,s,h,d/rf,1,1,0.48,0.42,none
d,Proteaceae,Persoonia,juniperina,Persoonia juniperina,0,0,0,s,h,d,0,1,0.6,0.48,none
d,Proteaceae,Persoonia,moscalii,Persoonia moscalii,1,0,0,s,h,d,2,1,0.72,0.48,none
d,Proteaceae,Persoonia,muelleri,Persoonia muelleri,1,0,0,s,h,wf,0,1,0.6,0.48,none
d,Proteaceae,Telopea,truncata,Telopea truncata,1,0,0,s,h,rf/d,1,0,3,0.3,wings
d,Ranunculaceae,Anenome,crassifolia,Anenome crassifolia,1,0,0,p,h,b,2,0,0.3,0.1,barbs
d,Ranunculaceae,Caltha,phylloptera,Caltha phylloptera,1,0,0,p,h,b,2,0,,,
d,Ranunculaceae,Clematis,aristata,Clematis aristata,0,0,0,s,h,wf,0,0,3,0.1,plumose
d,Ranunculaceae,Clematis,gentianoides,Clematis gentianoides,1,0,0,p,h,d,0,0,3,0.1,plumose
d,Ranunculaceae,Clematis,microphylla,Clematis microphylla,0,0,0,s,h,c,0,0,3,0.1,plumose
d,Ranunculaceae,Ranunculus,acaulis,Ranunculus acaulis,0,1,1,p,h,c/b,0,0,,,
d,Ranunculaceae,Ranunculus,amphitrichus,Ranunculus amphitrichus,0,1,0,p,h,a,0,0,0.2,0.08,
d,Ranunculaceae,Ranunculus,collicola,Ranunculus collicola,1,0,0,p,h,b,2,0,,,
d,Ranunculaceae,Ranunculus,collinus,Ranunculus collinus,0,0,0,p,h,b,2,0,0.22,0.12,barbs
d,Ranunculaceae,Ranunculus,decurvus,Ranunculus decurvus,1,0,0,p,h,b,1,0,0.1,0.08,
d,Ranunculaceae,Ranunculus,glabrifolius,Ranunculus glabrifolius,0,1,0,p,h,b,1,0,0.2,0.1,
d,Ranunculaceae,Ranunculus,gunnianus,Ranunculus gunnianus,0,0,0,p,h,b,2,0,0.24,0.12,
d,Ranunculaceae,Ranunculus,jugosus,Ranunculus jugosus,1,0,0,p,h,b,2,0,0.12,0.1,
d,Ranunculaceae,Ranunculus,lappaceus,Ranunculus lappaceus,0,0,0,p,h,d,0,0,0.26,0.1,
d,Ranunculaceae,Ranunculus,nanus,Ranunculus nanus,1,0,0,p,h,b,2,0,0.2,0.1,
d,Ranunculaceae,Ranunculus,pascuinus,Ranunculus pascuinus,1,0,0,p,h,d,2,0,0.3,0.15,
d,Ranunculaceae,Ranunculus,pimpinellifolius,Ranunculus pimpinellifolius,0,0,0,p,h,b,2,0,0.24,0.1,
d,Ranunculaceae,Ranunculus,prasinus,Ranunculus prasinus,1,0,0,,h,,0,0,,,
d,Ranunculaceae,Ranunculus,pumilio,Ranunculus pumilio,0,0,0,a,h,b,0,0,0.18,0.08,
d,Ranunculaceae,Ranunculus,scapiger,Ranunculus scapiger,0,0,0,p,h,wf,1,0,0.22,0.1,
d,Ranunculaceae,Ranunculus,sessiliflorus,Ranunculus sessiliflorus,0,1,0,a,h,?w,0,0,0.17,0.08,
d,Ranunculaceae,Ranunculus,setaceus,Ranunculus setaceus,0,0,0,p,h,b,2,0,,,
d,Ranunculaceae,Ranunculus,triplodontus,Ranunculus triplodontus,1,0,0,p,h,b,1,0,0.15,0.1,
m,Restionaceae,Acion,hookeri,Acion hookeri,1,0,0,p,d,b,0,0,0.2,0.1,
m,Restionaceae,Acion,monocephalus,Acion monocephalus,1,0,0,p,d,b,0,0,0.11,0.08,
m,Restionaceae,Apodasmia,brownii,Apodasmia brownii,0,0,0,p,d,c,0,0,0.2,0.05,
m,Restionaceae,Balaskion,australe,Balaskion australe,0,0,0,p,d,b,1,0,,,
m,Restionaceae,Balaskion,tetraphyllus,Balaskion tetraphyllus,0,0,0,p,d,b,0,0,0.08,0.06,
m,Restionaceae,Calorophus,elongatus,Calorophus elongatus,0,0,0,p,d,b/wf,0,0,0.3,0.2,
m,Restionaceae,Calorophus,erostis,Calorophus erostis,1,0,0,p,d,b,1,0,0.3,0.18,
m,Restionaceae,Empodisma,minus,Empodisma minus,0,1,0,p,d,b,1,0,0.3,0.18,
m,Restionaceae,Eurychorda,complanata,Eurychorda complanata,0,0,0,p,d,b,1,0,0.15,0.1,
m,Restionaceae,Hypolaena,fastigiata,Hypolaena fastigiata,0,0,0,p,d,d/b,0,0,0.4,0.2,
m,Restionaceae,Leptocarpus,tenax,Leptocarpus tenax,0,0,0,p,d,b,0,0,0.4,0.1,
m,Restionaceae,Lepyrodia,muelleri,Lepyrodia muelleri,0,0,0,p,h,b,0,0,,,
m,Restionaceae,Sporodanthus,tasmanica,Sporodanthus tasmanica,0,0,0,p,d,b,0,0,,,
m,Restionaceae,Winifredia,sola,Winifredia sola,1,0,0,p,d,b,0,0,.,.,
d,Rhamnaceae,Cryptandra,alpina,Cryptandra alpina,1,0,0,s,h,d,2,0,,,
d,Rhamnaceae,Cryptandra,amara,Cryptandra amara,0,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Cryptandra,exilis,Cryptandra exilis,1,0,0,s,h,d,0,0,0.15,0.06,
d,Rhamnaceae,Discaria,pubescens,Discaria pubescens,0,0,0,s,h,d,0,0,0.2983,0.1256,
d,Rhamnaceae,Pomaderris,apetala,Pomaderris apetala,0,1,0,s,h,wf,0,0,0.2355,0.0471,
d,Rhamnaceae,Pomaderris,aspera,Pomaderris aspera,0,0,0,s,h,wf,0,0,,,
d,Rhamnaceae,Pomaderris,elachophylla,Pomaderris elachophylla,0,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Pomaderris,elliptica,Pomaderris elliptica,1,0,0,s,h,d,0,0,0.2,0.1,
d,Rhamnaceae,Pomaderris,oraria,Pomaderris oraria,0,0,0,s,h,c,0,0,0.175,0.07,
d,Rhamnaceae,Pomaderris,paniculosa,Pomaderris paniculosa,0,0,0,s,h,c,0,0,0.175,0.07,
d,Rhamnaceae,Pomaderris,phylicifolia,Pomaderris phylicifolia,0,1,0,s,h,d,0,0,,,
d,Rhamnaceae,Pomaderris,pilifera,Pomaderris pilifera,0,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Pomaderris,racemosa,Pomaderris racemosa,0,0,0,s,h,b,0,0,,,
d,Rhamnaceae,Spyridium,ericocephalum,Spyridium ericocephalum,0,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Spyridium,gunnii,Spyridium gunnii,1,0,0,s,h,b,1,0,,,
d,Rhamnaceae,Spyridium,lawrencii,Spyridium lawrencii,1,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Spyridium,obcordatum,Spyridium obcordatum,1,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Spyridium,obovatum,Spyridium obovatum,1,0,0,s,h,wf,0,0,,,
d,Rhamnaceae,Spyridium,parvifolium,Spyridium parvifolium,0,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Spyridium,ulicinum,Spyridium ulicinum,1,0,0,s,h,d,0,0,0.2198,0.0785,
d,Rhamnaceae,Spyridium,vexilliferum,Spyridium vexilliferum,0,0,0,s,h,d,0,0,,,
d,Rhamnaceae,Stenanthemum,pimelioides,Stenanthemum pimelioides,1,0,0,s,h,d,0,0,0.1256,0.0314,
d,Rosaceae,Acaena,agniplia,Acaena agniplia,0,1,0,p,h,d,0,0,0.3,0.2,barbs
d,Rosaceae,Acaena,echinata,Acaena echinata,0,0,0,p,h,d,0,0,0.2,0.2,barbs
d,Rosaceae,Acaena,montana,Acaena montana,1,0,0,p,h,b,2,0,0.2,0.15,none
d,Rosaceae,Acaena,novae-zelandiae,Acaena novae-zelandiae,0,1,0,p,h,d,1,0,0.3,0.1,barbs
d,Rosaceae,Acaena,ovina,Acaena ovina,0,1,0,p,h,d,0,0,0.3,0.2,barbs
d,Rosaceae,Acaena,pallida,Acaena pallida,0,1,0,p,h,d,0,0,0.3,0.2,barbs
d,Rosaceae,Aphanes,australiana,Aphanes australiana,0,0,0,a,h,d,0,0,0.2,0.15,
d,Rosaceae,Geum,talbotianum,Geum talbotianum,0,0,0,p,h,wf,0,0,0.3,0.2,barbs
d,Rosaceae,Geum,urbanum,Geum urbanum,0,0,0,p,h,b,2,0,0.35,0.2,barbs
d,Rosaceae,Rubus,gunnianus,Rubus gunnianus,1,0,0,p,h,b,2,1,,,none
d,Rosaceae,Rubus,parvifolius,Rubus parvifolius,0,0,0,s,h,d,0,1,,,none
d,Rubiaceae,Asperula,charophyton,Asperula charophyton,0,0,0,p,d,d,0,1,0.35,0.15,none
d,Rubiaceae,Asperula,conferta,Asperula conferta,0,0,0,p,d,d,0,1,0.45,0.1,none
d,Rubiaceae,Asperula,gunnii,Asperula gunnii,0,0,0,p,d,d,1,1,0.15,0.15,none
