taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,partially_woody
Lindsaea orbiculata,fern herb,NA,NA,perennial,rhizome,NA,NA,NA
Lindtneria chordulata,NA,NA,NA,NA,NA,NA,NA,NA
Linum,herb,NA,NA,annual perennial,NA,NA,NA,NA
Linum flavum,NA,NA,NA,NA,NA,NA,NA,NA
Linum marginale,herb,erect,NA,perennial,NA,NA,NA,NA
Linum trigynum,herb,erect,NA,annual,NA,NA,NA,NA
Linum usitatissimum,herb,erect,NA,annual,NA,NA,NA,NA
Liparis habenarina,herb,NA,NA,perennial,rhizome,NA,NA,NA
Liparophyllum capitatum,NA,NA,NA,NA,NA,NA,NA,NA
Liparophyllum congestiflorum,NA,NA,NA,NA,NA,NA,NA,NA
Liparophyllum lasiospermum,NA,NA,NA,NA,NA,NA,NA,NA
Liparophyllum latifolium,NA,NA,NA,NA,NA,NA,NA,NA
Liparophyllum violifolium,NA,NA,NA,NA,NA,NA,NA,NA
Lipocarpha chinensis,NA,NA,NA,NA,NA,NA,NA,NA
Lipocarpha microcephala,herb,tufted,NA,annual,NA,NA,NA,NA
Lissanthe pleurandroides,shrub,erect dense,NA,NA,NA,NA,NA,NA
Lissanthe powelliae,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Lissanthe rubicunda,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Lissanthe scabra,shrub,erect,NA,NA,NA,NA,NA,NA
Lissanthe synandra,shrub,spreading dense,NA,NA,NA,NA,NA,NA
Lithomyrtus retusa,tree shrub,NA,NA,NA,NA,NA,NA,NA
Lithophyllum bermudense,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum insipidum,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum kaiseri,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum kotschyanum,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum kotschyanum forma simplicatum,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum longense,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum okamurai,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum prototypum,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum pustulatum,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum pygmaeum,NA,NA,NA,NA,NA,NA,NA,NA
Lithophyllum stictaeforme,NA,NA,NA,NA,NA,NA,NA,NA
Lithothelium nanosporum,NA,NA,NA,NA,NA,NA,NA,NA
Litschauerella gladiola,NA,NA,NA,NA,NA,NA,NA,NA
Litsea,tree shrub,NA,NA,NA,NA,NA,NA,NA
Litsea chinensis,NA,NA,NA,NA,NA,NA,NA,NA
Litsea glutinosa,tree shrub,NA,NA,NA,NA,NA,NA,NA
Livistona,tree palm shrub,NA,NA,NA,NA,NA,NA,NA
Livistona alfredii,palm,NA,NA,NA,NA,NA,NA,NA
Livistona eastonii,palm,NA,NA,NA,NA,NA,NA,NA
Livistona humilis,NA,NA,NA,NA,NA,NA,NA,NA
Livistona inermis,NA,NA,NA,NA,NA,NA,NA,NA
Livistona kimberleyana,palm,NA,NA,NA,NA,NA,NA,NA
Livistona leichhardtii,NA,NA,NA,NA,NA,NA,NA,NA
Livistona loriphylla,NA,NA,NA,NA,NA,NA,NA,NA
Livistona lorophylla,palm,NA,NA,NA,NA,NA,NA,NA
Livistona mariae,NA,NA,NA,NA,NA,NA,NA,NA
Livistona mariae subsp. occidentalis,NA,NA,NA,NA,NA,NA,NA,NA
Livistona nasmophila,palm,NA,NA,NA,NA,NA,NA,NA
Livistona sp. A Kimberley Flora,NA,NA,NA,NA,NA,NA,NA,NA
Livistona sp. B Kimberley Flora,NA,NA,NA,NA,NA,NA,NA,NA
Livistona victoriae,palm,NA,NA,NA,NA,NA,NA,NA
Lobaria lycoperdon,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia alata,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia alata var. alata,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia anceps,herb,prostrate,NA,perennial,NA,NA,NA,NA
Lobelia archeri,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia arnhemiaca,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia cleistogamoides,herb,erect,NA,annual,NA,NA,NA,NA
Lobelia dioica,herb,erect,NA,NA,NA,NA,dioecious,NA
Lobelia douglasiana,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia fissiflora,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia gibbosa,herb,erect,NA,annual,NA,NA,NA,NA
Lobelia heterophylla,herb,erect,NA,annual,NA,NA,NA,NA
Lobelia heterophylla subsp. Central Australia,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia heterophylla subsp. centralis,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia heterophylla subsp. heterophylla,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia heterophylla subsp. Pilbara,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia heterophylla subsp. pilbarensis,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia leucotos,herb,prostrate decumbent,NA,perennial,NA,NA,dioecious,NA
Lobelia quadrangularis,herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Lobelia rarifolia,herb,erect,NA,annual,NA,NA,NA,NA
Lobelia rhombifolia de,herb,erect procumbent,NA,annual,NA,NA,NA,NA
Lobelia rhytidosperma,herb,erect,NA,NA,NA,NA,NA,NA
Lobelia simulans,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia sp. small flowers (K.F. Kenneally 7705),NA,NA,NA,NA,NA,NA,NA,NA
Lobelia stenophylla,herb,spreading,NA,NA,NA,NA,NA,NA
Lobelia tenuior,herb,erect,NA,annual,NA,NA,NA,NA
Lobelia tenuior subsp. dictyosperma,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia tenuior subsp. tenuior,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia winfridae,herb,erect,NA,annual,NA,NA,NA,NA
Lobophora sonderi,NA,NA,NA,NA,NA,NA,NA,NA
Lobothallia sp. (N. Sammy 840857),NA,NA,NA,NA,NA,NA,NA,NA
Lobularia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Lobularia maritima,herb,NA,NA,perennial,NA,NA,NA,NA
Logania,shrub herb,NA,NA,NA,NA,NA,NA,NA
Logania archeri,shrub,erect,NA,NA,NA,NA,NA,NA
Logania biloba,shrub herb,erect caespitose decumbent,NA,perennial,NA,NA,NA,NA
Logania buxifolia,shrub,erect,NA,NA,NA,NA,dioecious,NA
Logania callosa,herb,prostrate,NA,perennial,NA,NA,NA,NA
Logania campanulata,herb,erect,NA,perennial,NA,NA,NA,NA
Logania centralis,shrub herb,erect compact,NA,perennial,NA,NA,NA,NA
Logania exilis,shrub herb,tufted,NA,perennial,NA,NA,NA,NA
Logania fasciculata,shrub,erect procumbent,NA,NA,NA,NA,dioecious,NA
Logania flaviflora,shrub herb,erect caespitose decumbent,NA,perennial,NA,NA,NA,NA
Logania glabra,NA,NA,NA,NA,NA,NA,NA,NA
Logania judithiana,shrub herb,tufted erect,NA,perennial,NA,NA,NA,NA
Logania litoralis,shrub,erect compact,NA,NA,NA,NA,NA,NA
Logania micrantha,shrub,prostrate spreading,NA,NA,NA,NA,dioecious,NA
Logania nanophylla,shrub,spreading,NA,NA,NA,NA,NA,NA
Logania nuda,shrub,erect,NA,NA,NA,NA,NA,NA
Logania perryana,shrub,erect spreading,NA,NA,NA,NA,dioecious,NA
Logania populifolia,NA,NA,NA,NA,NA,NA,NA,NA
Logania serpyllifolia,shrub herb,erect spreading compact,NA,perennial,NA,NA,NA,NA
Logania serpyllifolia subsp. angustifolia,shrub herb,erect spreading compact,NA,perennial,NA,NA,NA,NA
Logania serpyllifolia subsp. serpyllifolia,shrub herb,erect spreading compact,NA,perennial,NA,NA,NA,NA
Logania sp. Tamala (A.H. Burbidge 4406),NA,NA,NA,NA,NA,NA,NA,NA
Logania spermacocea,shrub herb,erect caespitose,NA,perennial,NA,NA,NA,NA
Logania stenophylla,shrub,erect spreading,NA,NA,NA,NA,dioecious,NA
Logania sylvicola,NA,NA,NA,NA,NA,NA,NA,NA
Logania tortuosa,shrub herb,tufted,NA,perennial,NA,NA,NA,NA
Logania vaginalis,shrub,erect,NA,NA,NA,NA,NA,NA
Logania wendyae,shrub,decumbent,NA,NA,NA,NA,NA,NA
Loganiaceae,tree climber_liana shrub herb climber,NA,NA,NA,NA,NA,NA,NA
Logfia gallica,NA,NA,NA,NA,NA,NA,NA,NA
Lolium x hubbardii,herb,NA,NA,NA,NA,NA,NA,NA
Lolium x hybridum,NA,NA,NA,NA,NA,NA,NA,NA
Lolium arundinaceum,NA,NA,NA,NA,NA,NA,NA,NA
Lolium arundinaceum subsp. arundinaceum,NA,NA,NA,NA,NA,NA,NA,NA
Lolium loliaceum,NA,NA,NA,NA,NA,NA,NA,NA
Lolium multiflorum,herb,NA,NA,short_lived_perennial annual perennial,NA,NA,NA,NA
Lolium multiflorum x  perenne,herb,NA,NA,short_lived_perennial perennial,NA,NA,NA,NA
Lolium multiflorum x  rigidum,NA,NA,NA,NA,NA,NA,NA,NA
Lolium perenne,herb,tufted,NA,biennial perennial,NA,NA,NA,NA
Lolium perenne x  rigidum,herb,NA,NA,annual,NA,NA,NA,NA
Lolium pratense,NA,NA,NA,NA,NA,NA,NA,NA
Lolium remotum,herb,NA,NA,annual,NA,NA,NA,NA
Lolium rigidum,herb,erect spreading,NA,annual,NA,NA,NA,NA
Lolium temulentum,herb,NA,NA,annual,NA,NA,NA,NA
Lolium temulentum,herb,erect decumbent,NA,annual,NA,NA,NA,NA
Lolium temulentum forma arvense,herb,erect decumbent,NA,annual,NA,NA,NA,NA
Lomandra,herb,tufted,NA,perennial,rhizome,NA,NA,NA
Lomandra acicularis,herb,NA,NA,NA,NA,NA,NA,NA
Lomandra brittanii,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra caespitosa,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra collina,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra drummondii,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra effusa,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra elongata,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra endlicheri,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra glauca,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra hastilis,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra hermaphrodita,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra integra,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra leucocephala,tussock herb,NA,NA,perennial,rhizome,NA,dioecious,NA
Lomandra leucocephala subsp. robusta,tussock herb,NA,NA,perennial,rhizome,NA,dioecious,NA
Lomandra marginata,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra maritima,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra micrantha,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra micrantha subsp. micrantha,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra micrantha subsp. teretifolia,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra mucronata,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra multiflora,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra nigricans,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra nutans,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra odora,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra ordii,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra pauciflora,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra preissii,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra purpurea,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra rigida,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra rupestris,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra sericea,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra sonderi,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra sororia,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra sp. Lochada (T.D. Macfarlane 4833),NA,NA,NA,NA,NA,NA,NA,NA
Lomandra spartea,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra suaveolens,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra tropica,herb,caespitose,NA,perennial,rhizome,NA,dioecious,NA
Lomandra whicherensis,NA,NA,NA,NA,NA,NA,NA,NA
Lomentaria articulata,NA,NA,NA,NA,NA,NA,NA,NA
Lonicera,climber_liana climber_twiner,twining,NA,NA,NA,NA,NA,NA
Lonicera x italica,NA,NA,NA,NA,NA,NA,NA,NA
Lonicera japonica,shrub climber,twining,NA,NA,NA,NA,NA,NA
Lophochloa cristata,NA,NA,NA,NA,NA,NA,NA,NA
Lophochloa pumila,NA,NA,NA,NA,NA,NA,NA,NA
Lophosiphonia calothrix,NA,NA,NA,NA,NA,NA,NA,NA
Lophosiphonia teges,NA,NA,NA,NA,NA,NA,NA,NA
Lophostemon,tree shrub,NA,NA,NA,NA,NA,NA,NA
Lophostemon grandiflorus,tree,NA,NA,NA,NA,NA,NA,NA
Lophostemon grandiflorus subsp. grandiflorus,tree,NA,NA,NA,NA,NA,NA,NA
Lophostemon grandiflorus subsp. riparius,tree,NA,NA,NA,NA,NA,NA,NA
Lophostemon lactifluus,NA,NA,NA,NA,NA,NA,NA,NA
Loranthaceae,tree climber_liana shrub,NA,NA,NA,NA,NA,NA,NA
Lotus,shrub herb,NA,NA,annual biennial perennial,NA,NA,NA,NA
Lotus angustissimus,herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Lotus australis,herb,erect spreading,NA,annual perennial,NA,NA,NA,NA
Lotus australis var. australis,herb,NA,NA,NA,NA,NA,NA,NA
Lotus cruentus,herb,prostrate,NA,annual,NA,NA,NA,NA
Lotus sp. Pardoo (D. Coultas & F. Obbens s.n. 16/06/2008),NA,NA,NA,NA,NA,NA,NA,NA
Lotus suaveolens,NA,NA,NA,NA,NA,NA,NA,NA
Lotus subbiflorus,herb,open sprawling,NA,annual,NA,NA,NA,NA
Lotus uliginosus,herb,erect,NA,perennial,NA,NA,NA,NA
Loudonia aurea,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya,herb,NA,NA,NA,NA,NA,NA,NA
Loxocarya albipes,herb,tufted decumbent,NA,perennial,rhizome,NA,NA,NA
Loxocarya asper,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya aspera,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya biformis,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya castanea,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya cinerea,herb,NA,NA,perennial,rhizome,NA,dioecious,NA
Loxocarya densa,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya elongata,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya eludens,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya fasciculata,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya flexuosa,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya gigas,herb,NA,NA,perennial,rhizome,NA,NA,NA
Loxocarya lateritica,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya magna,herb,NA,NA,perennial,rhizome,NA,NA,NA
Loxocarya myrioclada,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya parthenica,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya pubescens,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya quadrans,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya quiricana,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya semiplana,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya sp. A Perth Flora,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya sp. B Perth Flora,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya sp. C Perth Flora,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya sp. D Perth Flora,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya sp. Rosa Brook (R.D. Royce 2465),NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya striata,herb,erect,NA,perennial,rhizome,NA,NA,NA
Loxocarya striata subsp. implexa,NA,tufted,NA,NA,rhizome,NA,dioecious,NA
Loxocarya striata subsp. striata,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya tenuis,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya vestita,NA,NA,NA,NA,NA,NA,NA,NA
Loxocarya virgata,NA,NA,NA,NA,NA,NA,NA,NA
Ludwigia,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Ludwigia hyssopifolia,herb,erect,NA,annual,NA,NA,NA,NA
Ludwigia octovalvis,herb,NA,NA,perennial,NA,NA,NA,NA
Ludwigia perennis,herb,erect,NA,annual,NA,NA,NA,NA
Ludwigia repens,NA,NA,NA,NA,NA,NA,NA,NA
Luffa,climber_herb,NA,NA,annual,NA,NA,NA,NA
Luffa aegyptiaca,climber,NA,NA,NA,NA,NA,NA,NA
Luffa aegyptiaca var. leiocarpa,climber,NA,NA,NA,NA,NA,NA,NA
Luffa cylindrica,NA,NA,NA,NA,NA,NA,NA,NA
Luffa graveolens,herb climber,trailing,NA,annual,NA,NA,NA,NA
Luffa saccata,NA,NA,NA,NA,NA,NA,NA,NA
Lumnitzera,tree shrub,NA,NA,NA,NA,NA,NA,NA
Lumnitzera racemosa,tree shrub,NA,NA,NA,NA,NA,NA,NA
Lupinus,shrub herb,NA,NA,annual,NA,NA,NA,NA
Lupinus albus,herb,erect,NA,annual,NA,NA,NA,NA
Lupinus angustifolius,herb,erect,NA,annual,NA,NA,NA,NA
Lupinus cosentinii,herb,NA,NA,annual,NA,NA,NA,NA
Lupinus luteus,herb,erect spreading,NA,annual,NA,NA,NA,NA
Lupinus mutabilis,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus pilosus,NA,NA,NA,NA,NA,NA,NA,NA
Luteocirrhus shearii,NA,NA,NA,NA,NA,NA,NA,NA
Luvunga,climber_liana shrub,NA,NA,NA,NA,NA,NA,NA
Luvunga monophylla,shrub climber,NA,NA,NA,NA,NA,NA,NA
Luzula,herb,NA,NA,perennial,NA,NA,NA,NA
Luzula densiflora,NA,NA,NA,NA,NA,NA,NA,NA
Luzula meridionalis,herb,tufted,NA,perennial,rhizome,NA,NA,NA
Lychaete feredayi,NA,NA,NA,NA,NA,NA,NA,NA
Lychaete herpestica,NA,NA,NA,NA,NA,NA,NA,NA
Lychnis coronaria,NA,NA,NA,NA,NA,NA,NA,NA
Lycium,shrub,NA,NA,NA,NA,NA,NA,NA
Lycium australe,shrub,NA,NA,NA,NA,NA,NA,NA
Lycium ferocissimum,shrub,NA,NA,NA,NA,NA,NA,NA
Lycogala conicum,NA,NA,NA,NA,NA,NA,NA,NA
Lycogala epidendrum,NA,NA,NA,NA,NA,NA,NA,NA
Lycogala exiguum,NA,NA,NA,NA,NA,NA,NA,NA
Lycoperdon pratense,NA,NA,NA,NA,NA,NA,NA,NA
Lycopersicon,herb,NA,NA,perennial,NA,NA,NA,NA
Lycopersicon esculentum,herb,NA,NA,short_lived_perennial,NA,NA,NA,NA
Lycopersicon lycopersicum,NA,NA,NA,NA,NA,NA,NA,NA
Lycopodiella cernua,herb_primitive herb,NA,NA,perennial,rhizome,NA,NA,NA
Lycopodiella serpentina,herb_primitive herb,NA,NA,perennial,rhizome,NA,NA,NA
Lycopodium cernuum,NA,NA,NA,NA,NA,NA,NA,NA
Lycopodium serpentinum,NA,NA,NA,NA,NA,NA,NA,NA
Lycopus europaeus,NA,NA,NA,NA,NA,NA,NA,NA
Lyginia,herb climber,NA,NA,NA,NA,NA,NA,NA
Lyginia barbata,herb,tufted,NA,perennial,rhizome,NA,NA,NA
Lyginia excelsa,herb,tufted erect,NA,NA,rhizome,NA,dioecious,NA
Lyginia imberbis,herb,erect caespitose,NA,perennial,rhizome,NA,NA,NA
Lyginia tenax,NA,NA,NA,NA,NA,NA,NA,NA
Lygodium flexuosum,fern,twining,NA,perennial,rhizome,NA,NA,NA
Lygodium japonicum,NA,NA,NA,NA,NA,NA,NA,NA
Lygodium microphyllum,fern herb,NA,NA,perennial,rhizome,NA,NA,NA
Lyngbya majuscula,NA,NA,NA,NA,NA,NA,NA,NA
Lyngbya semiplena,NA,NA,NA,NA,NA,NA,NA,NA
Lyonsia diaphanophleba,NA,NA,NA,NA,NA,NA,NA,NA
Lyperanthus,herb,NA,NA,perennial,NA,NA,NA,NA
Lyperanthus forrestii,NA,NA,NA,NA,NA,NA,NA,NA
Lyperanthus nigricans,NA,NA,NA,NA,NA,NA,NA,NA
Lyperanthus serratus,herb,NA,NA,perennial,NA,NA,NA,NA
Lysiana,shrub,NA,parasitic,NA,NA,NA,NA,NA
Lysiana casuarinae,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysiana exocarpi,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysiana exocarpi subsp. exocarpi,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysiana murrayi,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysiana spathulata,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysiana spathulata subsp. parvifolia,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysiana spathulata subsp. spathulata,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysiana spathulata var. parvifolia,NA,NA,NA,NA,NA,NA,NA,NA
Lysiana subfalcata,shrub,NA,hemi-parasitic,NA,NA,NA,NA,NA
Lysimachia arvensis,NA,NA,NA,NA,NA,NA,NA,NA
Lysimachia linum-stellatum,NA,NA,NA,NA,NA,NA,NA,NA
Lysimachia minima,NA,NA,NA,NA,NA,NA,NA,NA
Lysimachia ovalis,NA,NA,NA,NA,NA,NA,NA,NA
Lysinema,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum,shrub,erect,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,erect,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema ciliatum forma,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema conspicuum,shrub,NA,NA,NA,NA,NA,NA,NA
Lysinema elegans,shrub,erect,NA,NA,NA,NA,NA,NA
Lysinema fimbriatum,shrub,erect,NA,NA,NA,NA,NA,NA
Lysinema lasianthum,shrub,spindly,NA,NA,NA,NA,NA,NA
Lysinema pentapetalum,NA,NA,NA,NA,NA,NA,NA,NA
Lysiosepalum,shrub,NA,NA,NA,NA,NA,NA,NA
Lysiosepalum abollatum,shrub,erect dense,NA,NA,NA,NA,NA,NA
Lysiosepalum aromaticum,shrub,bushy,NA,NA,NA,NA,NA,NA
Lysiosepalum hexandrum,shrub,erect dense,NA,NA,NA,NA,NA,NA
Lysiosepalum involucratum,shrub,spreading dense compact,NA,NA,NA,NA,NA,NA
Lysiosepalum rugosum,shrub,NA,NA,NA,NA,NA,NA,NA
Lysiphyllum cunninghamii,NA,NA,NA,NA,NA,NA,NA,NA
Lysurus mokusin,NA,NA,NA,NA,NA,NA,NA,NA
Lythraceae,tree shrub herb,NA,NA,NA,NA,NA,NA,NA
Lythrum,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Lythrum arnhemica,NA,NA,NA,NA,NA,NA,NA,NA
Lythrum arnhemicum,NA,NA,NA,NA,NA,NA,NA,NA
Lythrum hyssopifolia,herb,decumbent,NA,annual,NA,NA,NA,NA
Lythrum junceum,NA,NA,NA,NA,NA,NA,NA,NA
Lythrum paradoxum,herb,erect,NA,NA,NA,NA,NA,NA
Lythrum sp. Towrana (R.J. Cranfield 2183),NA,NA,NA,NA,NA,NA,NA,NA
Lythrum wilsonii,herb,erect,NA,NA,NA,NA,NA,NA
Macalpinomyces bursus,NA,NA,NA,NA,NA,NA,NA,NA
Macalpinomyces collinsiae,NA,NA,NA,NA,NA,NA,NA,NA
Macalpinomyces eriachnes,NA,NA,NA,NA,NA,NA,NA,NA
Macalpinomyces ewartii,NA,NA,NA,NA,NA,NA,NA,NA
Macalpinomyces mackinlayi,NA,NA,NA,NA,NA,NA,NA,NA
Macalpinomyces ordensis,NA,NA,NA,NA,NA,NA,NA,NA
Macalpinomyces spermophorus,NA,NA,NA,NA,NA,NA,NA,NA
Macarthuria,shrub herb,NA,NA,NA,NA,NA,NA,NA
Macarthuria apetala,shrub herb,tufted,NA,perennial,NA,NA,NA,NA
Macarthuria australis,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Macarthuria georgeana,shrub herb,erect,NA,perennial,NA,NA,NA,NA
Macarthuria intricata,shrub,NA,NA,NA,NA,NA,NA,NA
Macarthuria keigheryi,shrub herb,erect spreading,NA,perennial,NA,NA,NA,NA
Macarthuria sp. A Kimberley Flora (A.S. George 13767),NA,NA,NA,NA,NA,NA,NA,NA
Macarthuria sp. Harvey (M.E.T. Trudgen & A. Tingay),NA,NA,NA,NA,NA,NA,NA,NA
Macarthuria sp. Mullering (B.J. Keighery 517),NA,NA,NA,NA,NA,NA,NA,NA
Macarthuria vertex,shrub herb,prostrate erect spreading,NA,perennial,NA,NA,NA,NA
Macbrideola argentea,NA,NA,NA,NA,NA,NA,NA,NA
Macbrideola cornea,NA,NA,NA,NA,NA,NA,NA,NA
Macbrideola decapillata,NA,NA,NA,NA,NA,NA,NA,NA
Macbrideola martinii,NA,NA,NA,NA,NA,NA,NA,NA
Macbrideola oblonga,NA,NA,NA,NA,NA,NA,NA,NA
Macgregoria,herb,NA,NA,annual,rhizome,NA,NA,NA
Macgregoria racemigera,herb,erect procumbent,NA,annual,NA,NA,NA,NA
Machaerina acuta,NA,NA,NA,NA,NA,NA,NA,NA
Machaerina arthrophylla,NA,NA,NA,NA,NA,NA,NA,NA
Machaerina articulata,NA,NA,NA,NA,NA,NA,NA,NA
Machaerina juncea,NA,NA,NA,NA,NA,NA,NA,NA
Machaerina laxa,NA,NA,NA,NA,NA,NA,NA,NA
Machaerina preissii,NA,NA,NA,NA,NA,NA,NA,NA
Machaerina rubiginosa,NA,NA,NA,NA,NA,NA,NA,NA
Machaerina sp. Blackwood (R. Davis 7681),NA,NA,NA,NA,NA,NA,NA,NA
Machaerina vaginalis,NA,NA,NA,NA,NA,NA,NA,NA
Macrocarpus kraftii,NA,NA,NA,NA,NA,NA,NA,NA
Macrocarpus perennis,NA,NA,NA,NA,NA,NA,NA,NA
Macrocarpus walkerae,NA,NA,NA,NA,NA,NA,NA,NA
Macrohyporia dictyopora,NA,NA,NA,NA,NA,NA,NA,NA
Macrolepiota gasteroidea,NA,NA,NA,NA,NA,NA,NA,NA
