trait_name,lookup,value
plant_growth_form,1,tree
plant_growth_form,2,shrub
plant_growth_form,3,subshrub
plant_growth_form,4,herb
plant_growth_form,5,grass
plant_growth_form,6,parasite
plant_growth_form,10,climber
dispersal_appendage,1,unassisted
dispersal_appendage,2,elaiosome
dispersal_appendage,3,flesh/aril
dispersal_appendage,4,adhesive
dispersal_appendage,5,wind
