species_name,species_name_current,photosynthetic pathway,Authority,k=Kranz n=non-Kranz,d13C value,d13C_replicates,Other evidence,Reference,genus_name,Species sampled,Notes,excluded_names
Stipa elegantissima,Austrostipa elegantissima,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa eremophila,Austrostipa eremophila,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa exilis,Austrostipa exilis,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa feresetacea,Austrostipa feresetacea,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa flavescens,Austrostipa flavescens,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa geoffreyi,Austrostipa geoffreyi,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa gibbosa,Austrostipa gibbosa,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa hemipogon,Austrostipa hemipogon,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa juncifolia,Austrostipa juncifolia,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa juncifolia subsp. Southern,Austrostipa juncifolia subsp. Southern,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa lanata,Austrostipa lanata,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa macalpinei,Austrostipa macalpinei,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa metatoris,Austrostipa metatoris,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa mollis,Austrostipa mollis,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa muelleri,Austrostipa muelleri,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa multispiculis,Austrostipa multispiculis,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa mundula,Austrostipa mundula,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
Stipa nitida,Austrostipa nitida,C3,Stipa L.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Stipa,"Stipa aristiglumis F. Muell. (Austrostipa), Stipa bigeniculata Hughes (Austrostipa), Stipa blackii Hubbard (Austrostipa), Stipa columbiana Maccun (Achnatherum), Stipa comata Trin. & Rupr. (Hesperostipa), Stipa densiflora Hughes (Austrostipa), Stipa elegantissima Labill. (Austrostipa), Stipa falcata Hughes (Austrostipa), Stipa falcata scabra (Austrostipa), Stipa filiculmis Delile (Nassella), Stipa filifolia Nees (Achnatherum), Stipa gigantea Link (Achnatherum?), Stipa hookeri Stapf (=Trikeraia hookeri (Stapf) Bor), Stipa ichu Kunth (Jarava), Stipa leucotricha Trin. & Rupr. (Nassella), Stipa neomexicana (Thurb.) Scribn. (Ptilagrostis), Stipa nervosa Vickery (Austrostipa), Stipa pubescens R. Br. (Austrostipa), Stipa ramosissima (Trin.) Trin. (Austrostipa), Stipa teretifolia Steudel. (= stipoides, Austrostipa), Stipa verticillata Nees & Sprengel (Austrostipa), Stipa calamagrostis (L.) Wahlenb., Stipa dregeana Steud., Stipa hyalina Nees, Stipa pennata L., Stipa splendens Trin., Stipa tenacissima L., Stipa hookeri Stapf (Trikeraia)",NA,
