Data_Set,Branch_ID,Family,Genus,Species,Coty,Form,Location,P.width,P.height,Lam,LMA,Area,d13C,d15N,TN,TC,Photo,Cond,Vcmax,jmax,UI_Av,CA_Av,height,LAI,Treatment,site,context,branch location
2014,TDU_39,Zamiaceae,Bowenia,Bowenia spectabilis,Cycad,Cycad,US,1.62,NA,0.241666667,69.4,22.8,-32.58578838,-1.61913672,2.541,47.674,4.442360598,0.040237148,27.3356,58.972,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_7,Proteaceae,Brombya,Brombya platynema,Dicot,Tree,US,2.105,2.325,0.326666667,52.9,105.0,-36.63388408,4.197828819,1.921220528,39.16252091,3.430819402,0.091982588,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_15,Proteaceae,Brombya,Brombya platynema,Dicot,Tree,US,3.21,2.945,0.331666667,73.3,95.8,-35.43840373,2.479881911,2.191,43.193,3.80171368,0.037632209,32.95454,51.534,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_28,Proteaceae,Brombya,Brombya platynema,Dicot,Tree,US,3.43,3.34,0.338333333,51.1,89.2,-36.26847549,4.061548588,2.081573604,42.31186864,3.45679735,0.055259459,16.83556,29.765,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_22,Arecaceae,Calamus,Calamus australis,Mono,Liana,US,4.06,NA,0.165,52.8,63.4,-35.27263678,4.098235955,1.433,42.629,3.626045531,0.044863487,17.81911,27.973,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_23,Rhizophoraceae,Carallia,Carallia brachiata,Dicot,Tree,US,1.69,1.67,0.19,31.8,31.6,-36.03536816,0.804876749,3.102,43.946,6.107837541,0.066071172,29.44467,45.923,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_26,Rhizophoraceae,Carallia,Carallia brachiata,Dicot,Tree,US,2.1,1.905,0.225,42.7,44.2,-34.76414919,1.088931901,2.357,44.324,5.042921282,0.043939908,30.95762,47.762,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_27,Menispermaceae,Carronia,Carronia protensa,Dicot,Liana,US,2.58,2.92,0.223333333,50.6,92.1,-35.20246549,4.423935561,2.574,46.602,2.412780436,0.027418389,17.83039,36.034,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_1,Fabaceae,Castanospermum,Castanospermum australe,Dicot,Tree,US,1.91,1.885,0.133333333,39.7,53.9,-35.19665215,4.552699694,2.634312751,45.09648452,6.573133199,0.070353768,28.31533,56.238,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_13,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,US,2.13,2.39,0.148333333,54.1,70.4,-35.42693824,1.338847296,1.980903075,42.64556247,3.800318845,0.033768425,21.15145,36.013,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_47,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,US,1.7,1.86,0.151666667,49.2,33.1,-34.79059055,2.595579866,1.743,43.888,5.425756257,0.100339794,23.4234,40.431,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_8,Lauraceae,Cryptocarya,Cryptocarya grandis,Dicot,Tree,US,1.82,1.675,0.141666667,59.6,37.3,-36.1928451,2.278835475,1.974511474,44.24015564,2.304061562,0.034222506,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_14,Lauraceae,Cryptocarya,Cryptocarya grandis,Dicot,Tree,US,1.62,1.21,0.151666667,51.2,31.2,-34.59533132,1.621856019,1.792,45.659,3.344272797,0.038664131,17.61177,34.063,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_2,Elaeocarpaceae,Elaeocarpus,Elaeocarpus angustifolius,Dicot,Tree,US,1.56,1.805,0.113333333,46.5,28.4,-36.35219485,2.634595677,2.084943576,43.64433917,4.637316297,0.071484148,19.92962,40.419,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_36,Lauraceae,Endiandra,Endiandra leptodendron,Dicot,Tree,US,2.525,2.46,0.171666667,57.4,83.0,-37.12149764,1.065104564,1.574,44.152,4.587194731,0.051214965,20.12604,32.820,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_4,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,US,3.325,2.93,0.22,89.6,100.7,-37.01735155,2.833854163,1.411439386,44.89935901,4.764420232,0.057829935,26.92616,54.744,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_6,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,US,2.64,2.685,0.205,84.8,82.8,-36.42621538,1.637018277,1.606592225,43.8501243,5.161410378,0.071169869,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_16,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,US,3.32,2.905,0.223333333,79.5,97.5,-36.75233565,2.470129677,1.587,46.552,4.950878559,0.072925308,20.85439,37.312,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_52,Luzuriagaceae,Eustrephus,Eustrephus latifolius,Dicot,Liana,US,NA,NA,0.171666667,36.3,26.7,-35.16890531,3.371765486,2.418,42.938,3.831585348,0.047988756,20.32627,36.550,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_34,Flagellariaceae,Flagellaria,Flagellaria indica,Dicot,Liana,US,5.49,NA,0.245,51.8,112.0,-36.76453936,2.965834712,1.589,40.782,3.176825001,0.029448844,24.49131,41.673,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_11,Icacinaceae,Gomphandra,Gomphandra australiana,Dicot,Tree,US,2.285,2.48,0.275,61.2,71.6,-34.67748039,2.9991656,2.008926613,42.39042633,5.134409498,0.041157034,32.5359,50.115,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_19,Icacinaceae,Gomphandra,Gomphandra australiana,Dicot,Tree,US,2.46,2.595,0.25,59.8,106.6,-34.33905357,3.714020389,2.095,42.709,4.236469163,0.027661049,35.57201,48.701,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_18,Annonaceae,Haplostichanthus,Haplostichanthus ramiflorus,Dicot,Tree,US,2.545,2.515,0.238333333,67.6,76.7,-33.09325899,2.79554833,1.852,43.211,2.697952014,0.037328172,12.20594,26.062,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_38,Annonaceae,Haplostichanthus,Haplostichanthus ramiflorus,Dicot,Tree,US,3.27,2.7,0.255,56.9,52.7,-35.04686829,2.442652546,2.241,43.547,3.260665424,0.042195834,18.19761,32.804,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_40,Annonaceae,Haplostichanthus,Haplostichanthus ramiflorus,Dicot,Tree,US,2.32,2.295,0.285,59.7,69.0,-33.65259533,1.182416987,2.211,42.354,2.061187025,0.02860376,13.55284,27.983,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_50,Menispermaceae,Hypserpa,Hypserpa decumbens,Dicot,Liana,US,1.85,1.975,0.248333333,51.6,36.0,-34.8170319,4.225452408,1.499,38.845,3.627696689,0.04408962,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_31,Fabaceae,Mucuna,Mucuna gigantea,Dicot,Liana,US,2.045,1.925,0.153333333,19.9,46.2,-28.43347875,-0.418285714,4.596,43.829,3.164954277,0.019380922,35.73076,46.112,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_20,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,US,3.01,2.79,0.258333333,62.4,125.5,-35.8329901,1.022362979,1.837,46.432,3.610275237,0.029133385,25.38221,36.863,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_24,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,US,2.615,2.765,0.225,68.5,102.4,-35.27467073,1.943427208,1.588,43.05,3.305164338,0.021495444,40.12846,52.123,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_25,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,US,3.08,2.89,0.208333333,71.4,91.8,-36.75640355,3.059429147,1.515,47.378,3.196735566,0.048403502,24.20138,49.438,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_21,Bignoniaceae,Neosepicaea,Neosepicaea jucunda,Dicot,Liana,US,1.61,1.87,0.19,36.6,51.1,-35.78620924,1.804317311,2.135,43.53,3.821890115,0.045731929,17.38526,34.149,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_33,Arecaceae,Normanbya,Normanbya normanbyi,Mono,Tree,US,NA,NA,0.171666667,58.1,171.2,-34.77736987,1.481595551,1.834,46.224,6.089334316,0.05393129,35.50931,61.206,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_41,Sapotaceae,Palaquium,Palaquium galactoxylum,Dicot,Tree,US,1.315,1.65,0.165,34.5,25.1,-34.09396256,2.584892134,1.765,45.944,2.160635119,0.017562906,18.636,36.517,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_42,Piperaceae,Piper,Piper caninum,Dicot,Liana,US,2.44,1.7,0.275,30.7,40.2,-35.29195931,2.929938765,2.624,42.094,2.462643695,0.03225868,19.66323,34.180,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_37,Pittosporaceae,Pittosporum,Pittosporum rubiginosum,Dicot,Tree,US,1.985,2.085,0.175,40.0,62.5,-35.45365836,1.718683367,1.47,40.625,3.798830736,0.043381144,NA,NA,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_32,Araliaceae,Polyscias,Polyscias australiana,Dicot,Tree,US,2.18,2.29,0.24,34.2,83.8,-35.6895966,1.783273371,2.23,44.606,2.437670798,0.025044818,12.86957,24.455,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_44,Rubiaceae,Psychotria,Psychotria dallachiana,Dicot,Tree,US,1.695,1.59,0.288333333,77.7,27.8,-35.75264906,1.237872827,1.637,42.976,6.35056302,0.076948254,28.31473,50.359,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_5,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,US,2.075,1.92,0.211666667,71.7,144.6,-32.90509995,3.641211711,1.292462953,39.81456103,1.628199468,0.02485099,11.59677,27.742,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_49,Myrtaceae,Syzygium,Syzygium sayeri,Dicot,Tree,US,2.58,2.47,0.22,80.5,60.5,-34.66041773,0.58172445,1.412,46.515,1.72273432,0.014664605,21.56223,35.765,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2014,TDU_48,Dilleniaceae,Tetracera,Tetracera nordtiana,Dicot,Liana,US,1.085,1.345,0.241666667,37.3,37.1,-31.4050802,2.538351504,1.415,42.277,3.633152555,0.089289154,11.52365,22.677,NA,NA,NA,NA,NA,Crane,measurements made on UNDERSTOREY branches before drought infrastructure installed,understorey
2017,D_1,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,CC,1.267,NA,NA,184.9,29.9,-31.114,3.475,1.8,48.806,NA,NA,NA,NA,NA,NA,31,0.56,Control,Crane,measurements made on CANOPY CROWN branches in CONTROL rainfall plot,canopy crown
2017,D_2,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,IC,1.44,NA,NA,186.9,26.2,-32.267,3.8,1.604,41.382,NA,NA,NA,NA,NA,NA,25.7,1.17,Control,Crane,measurements made on INNER CANOPY branches in CONTROL rainfall plot,inner canopy
2017,D_15,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,CC,1.28,NA,NA,168.5,18.4,-31.433,6.026,1.662,49.383,NA,NA,NA,NA,NA,NA,25.5,0.47,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT plot,canopy crown
2017,D_16,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,IC,1.16,NA,NA,143.7,15.5,-32.726,5.249,1.592,49.355,NA,NA,NA,NA,NA,NA,20.3,0.86,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT  plot,inner canopy
2017,D_25,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,US,2.323,NA,NA,92.6,78.0,-35.592,1.836,1.67,48.68,NA,NA,NA,NA,NA,NA,2,6.18,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,D_31,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,notable gap,2.44,NA,NA,100.6,108.5,-35.49,1.578,1.523,46.506,NA,NA,NA,NA,NA,NA,2.6,4.94,Control,Crane,measurements made in NOTABLE notable gap in CONTROL rainfall plot,notable gap
2017,D_9,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,CC,1.943,NA,NA,84.6,62.1,-29.979,4.183,2.219,47.17,NA,NA,NA,NA,1.195,205.898,11.5,1.69,Control,Crane,measurements made on CANOPY CROWN branches in CONTROL rainfall plot,canopy crown
2017,D_10,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,IC,2.317,NA,NA,65.3,83.5,-30.129,3.116,2.221,45.794,NA,NA,NA,NA,1.239,281.221,6.9,4.09,Control,Crane,measurements made on INNER CANOPY branches in CONTROL rainfall plot,inner canopy
2017,D_13,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,CC,1.927,NA,NA,75.7,45.4,-30.304,5.606,2.584,47.026,NA,NA,NA,NA,1.222,222.755,18,0.95,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT plot,canopy crown
2017,D_14,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,IC,1.907,NA,NA,70.1,33.9,-30.29,4.733,2.651,46.686,NA,NA,NA,NA,1.197,202.397,12.7,1.96,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT  plot,inner canopy
2017,D_24,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,US,2.633,NA,NA,64.5,67.8,-34.371,1.259,1.877,44.028,NA,NA,NA,NA,1.189,303.391,1.2,5.92,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,D_28,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,notable gap,2.027,NA,NA,62.8,58.0,-34.643,0.077,1.731,47.67,NA,NA,NA,NA,1.177,282.133,2.1,3.36,Control,Crane,measurements made in NOTABLE notable gap in CONTROL rainfall plot,notable gap
2017,D_30,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,notable gap,1.433,NA,NA,60.5,101.1,-32.321,1.194,2.144,46.686,NA,NA,NA,NA,1.216,389.397,2,3.94,Control,Crane,measurements made in NOTABLE notable gap in CONTROL rainfall plot,notable gap
2017,D_5,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,CC,2.043,NA,NA,142.3,33.0,-32.553,0.288,1.992,45.282,NA,NA,NA,NA,1.201,136.304,27.3,0.08,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT plot,canopy crown
2017,D_6,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,IC,1.877,NA,NA,137.1,28.3,-34.676,-0.426,1.828,47.258,NA,NA,NA,NA,1.252,128.71,22,0.62,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT  plot,inner canopy
2017,D_7,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,CC,2.187,NA,NA,167.5,36.6,-31.258,0.335,1.807,48.688,NA,NA,NA,NA,1.276,129.037,20.2,0.51,Control,Crane,measurements made on CANOPY CROWN branches in CONTROL rainfall plot,canopy crown
2017,D_8,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,IC,3.03,NA,NA,124.2,68.1,-33.209,0.115,1.675,45.879,NA,NA,NA,NA,1.307,160.75,15.3,1.52,Control,Crane,measurements made on INNER CANOPY branches in CONTROL rainfall plot,inner canopy
2017,D_26,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,US,2.283,NA,NA,100.0,204.0,-36.265,1.2,1.613,47.997,NA,NA,NA,NA,1.421,177.725,2.1,7.02,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,D_27,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,notable gap,2.917,NA,NA,95.4,73.1,-33.097,0.777,2.037,45.505,NA,NA,NA,NA,1.394,237.154,1,3.55,Control,Crane,measurements made in NOTABLE notable gap in CONTROL rainfall plot,notable gap
2017,D_3,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,CC,2.597,NA,NA,151.5,59.1,-28.393,2.689,1.852,47.783,NA,NA,NA,NA,1.1,236.437,25.7,0.16,Control,Crane,measurements made on CANOPY CROWN branches in CONTROL rainfall plot,canopy crown
2017,D_4,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,IC,3.183,NA,NA,98.7,99.9,-31.804,3.03,1.703,45.862,NA,NA,NA,NA,1.1,266.839,15.2,2.82,Control,Crane,measurements made on INNER CANOPY branches in CONTROL rainfall plot,inner canopy
2017,D_17,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,CC,2.337,NA,NA,120.9,50.2,-30.48,5.176,1.873,48.85,NA,NA,NA,NA,1.09,252.175,21.5,0.88,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT plot,canopy crown
2017,D_18,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,IC,2.38,NA,NA,126.8,52.2,-30.745,4.877,2.085,50.518,NA,NA,NA,NA,1.089,266.959,18,1.82,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT  plot,inner canopy
2017,D_22,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,US,2.333,NA,NA,74.6,58.4,-36.078,2.59,1.607,48.29,NA,NA,NA,NA,1.103,507.17,1.1,7.17,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,D_23,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,US,2.343,NA,NA,79.7,72.1,-35.069,2.33,1.616,49.796,NA,NA,NA,NA,1.123,476.656,1.4,6.69,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,D_32,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,notable gap,2.26,NA,NA,68.0,60.6,-36.782,0.824,1.524,46.149,NA,NA,NA,NA,1.1,433.497,0.4,5.14,Control,Crane,measurements made in NOTABLE notable gap in CONTROL rainfall plot,notable gap
2017,D_11,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,CC,1.927,NA,NA,80.0,68.5,-30.823,3.983,1.896,43.338,NA,NA,NA,NA,1.404,313.781,18.8,2.51,Control,Crane,measurements made on CANOPY CROWN branches in CONTROL rainfall plot,canopy crown
2017,D_12,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,IC,2.11,NA,NA,57.9,136.1,-31.03,4.01,2.062,43.673,NA,NA,NA,NA,1.337,312.925,4.6,3.36,Control,Crane,measurements made on INNER CANOPY branches in CONTROL rainfall plot,inner canopy
2017,D_19,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,CC,2.01,NA,NA,100.6,63.0,-26.851,6.646,1.839,43.166,NA,NA,NA,NA,1.38,258.413,18,1.82,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT plot,canopy crown
2017,D_20,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,IC,2.237,NA,NA,88.9,146.0,-30.557,5.607,1.855,43.841,NA,NA,NA,NA,1.521,417.192,12.9,3.31,Drought,Crane,measurements made on INNER CANOPY branches in DROUGHT  plot,inner canopy
2017,D_21,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,US,2.465,NA,NA,70.3,159.7,-33.631,5.69,1.467,43.474,NA,NA,NA,NA,1.52,408.719,1.6,6.59,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,D_33,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,notable gap,1.1,NA,NA,82.3,131.8,-35.067,0.828,1.362,45.963,NA,NA,NA,NA,1.196,194.389,1.8,3.36,Control,Crane,measurements made in NOTABLE notable gap in CONTROL rainfall plot,notable gap
2017,TDU_D_15,Arecaceae,Archontophoenix,Archontophoenix alexandrae,Monocot,Tree,US,10.33,NA,NA,51.358,83.801,-35.535,3.183,1.206,40.541,NA,NA,NA,NA,1.239,683.878,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_6,Malvacea,Argyrodendron,Argyrodendron peralatum,Dicot,Tree,US,2.633,NA,NA,90.214,71.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_12,Proteaceae,Brombya,Brombya platynema,Dicot,Tree,US,2.915,NA,NA,56.589,119.752,-36.114,3.58,2.065,41.556,NA,NA,NA,NA,1.124,513.425,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_13,Arecaceae,Calamus,Calamus australis,Monocot,Liana,US,4.06,NA,NA,44.667,51.905,-35.273,4.098,1.433,42.629,NA,NA,NA,NA,2.329,466.161,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_5,Fabaceae,Castanospermum,Castanospermum australe,Dicot,Tree,US,1.91,NA,NA,31.325,39.855,-35.197,4.553,2.634,45.096,NA,NA,NA,NA,1.253,372.018,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_7,Phyllanthaceae,Cleistanthus,Cleistanthus myrianthus,Dicot,Tree,US,1.915,NA,NA,44.879,126.238,-35.109,1.967,1.862,43.267,NA,NA,NA,NA,1.206,348.028,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_8,Lauraceae,Cryptocarya,Cryptocarya grandis,Dicot,Tree,US,1.72,NA,NA,55.116,49.248,-35.394,1.95,1.883,44.95,NA,NA,NA,NA,1.201,552.148,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_4,Lauraceae,Cryptocarya,Cryptocarya murrayi,Dicot,Tree,US,NA,NA,NA,67.527,198.242,NA,NA,NA,NA,NA,NA,NA,NA,1.258,397.616,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_11,Elaeocarpaceae,Elaeocarpus,Elaeocarpus angustifolius,Dicot,Tree,US,1.56,NA,NA,36.91,43.14,-36.352,2.635,2.085,43.644,NA,NA,NA,NA,1.297,436.247,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_2,Lauraceae,Endiandra,Endiandra microneura,Dicot,Tree,US,3.095,NA,NA,104.377,146.532,-36.732,2.314,1.535,45.1,NA,NA,NA,NA,1.319,239.28,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_9,Menispermaceae,Hypserpa,Hypserpa decumbens,Dicot,Liana,US,1.85,NA,NA,29.52,55.226,-34.817,4.225,1.499,38.845,NA,NA,NA,NA,1.678,854.655,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_10,Myristicaceae,Myristica,Myristica globosa subsp. muelleri,Dicot,Tree,US,2.902,NA,NA,76.599,116.898,-35.955,2.008,1.647,45.62,NA,NA,NA,NA,1.089,491.63,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_14,Arecaceae,Normanbya,Normanbya normanbyi,Monocot,Tree,US,NA,NA,NA,45.691,61.343,-34.777,1.482,1.834,46.224,NA,NA,NA,NA,1.305,891.337,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_3,Euphorbiaceae,Rockinghamia,Rockinghamia angustifolia,Dicot,Tree,US,2.075,NA,NA,62.784,245.82,-32.905,3.641,1.292,39.815,NA,NA,NA,NA,1.692,573.078,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
2017,TDU_D_1,Lauraceae,Endiandra,Endiandra leptodendron,Dicot,Tree,US,2.525,NA,NA,61.754,122.534,-37.121,1.065,1.574,44.152,NA,NA,NA,NA,1.184,191.023,NA,NA,Control,Crane,measurements made on UNDERSTOREY branches in CONTROL rainfall plot,understorey
