Species,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Modern/Historic,Replicate,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,11,0.48,1.8105,2.2905,0.265120133
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,10,0.29,1.2675,1.5575,0.228796844
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,22,0.37,1.3022,1.6722,0.284134542
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,5,0.04,0.2183,0.2583,0.183234082
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,33,0.03,0.3953,0.4253,0.075891728
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,27,0.37,1.4138,1.7838,0.26170604
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,32,0.02,0.1115,0.1315,0.179372197
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,28,0.01,0.1399,0.1499,0.071479628
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,13,0.11,0.513,0.623,0.214424951
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,9,0.12,0.3946,0.5146,0.304105423
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,36,0.13,0.4558,0.5858,0.285212813
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,30,0.35,0.777,1.127,0.45045045
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,20,0.26,0.7826,1.0426,0.332225914
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,18,0.25,1.0096,1.2596,0.247622821
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,35,0.13,0.5507,0.6807,0.236063192
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,1,0.33,0.9141,1.2441,0.36101083
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,15,0.34,0.8547,1.1947,0.397800398
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,12,0.15,0.3903,0.5403,0.384319754
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,14,0.22,0.5706,0.7906,0.385559061
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,27,0.23,0.7437,0.9737,0.309264488
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,26,0.16,0.633,0.793,0.252764613
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,11,0.007,0.4872,0.4942,0.014367816
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,15,0.03,0.1692,0.1992,0.177304965
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,17,0.05,0.2561,0.3061,0.195236236
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,28,0.44,0.8218,1.2618,0.535410075
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,13,0.01,0.1552,0.1652,0.06443299
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,5,0.1,0.4293,0.5293,0.23293734
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,31,0.35,1.3347,1.6847,0.262231213
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,25,0.47,1.5053,1.9753,0.31223012
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,8,0.27,0.5829,0.8529,0.463201235
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,32,0.01,0.1885,0.1985,0.053050398
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,1,0.31,0.9831,1.2931,0.315329061
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,38,0.34,1.0161,1.3561,0.334612735
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,36,0.25,0.8141,1.0641,0.307087581
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,22,0.14,0.6608,0.8008,0.211864407
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,33,0.08,0.3709,0.4509,0.215691561
Acacia hakeoides,11/05/17,30 28 54 S,149 36 19 E,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,Modern,18,0.14,0.4157,0.5557,0.336781333
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,2,0.88,3.1228,4.0028,0.281798386
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,7,0.79,2.3922,3.1822,0.330239946
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,5,0.62,1.6472,2.2672,0.376396309
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,8,0.13,0.7562,0.8862,0.171912193
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,3,0.41,1.6433,2.0533,0.249497961
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,1,0.11,0.2032,0.3132,0.541338583
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,6,0.01,0.0937,0.1037,0.106723586
Acacia hakeoides,11/27/84,34 15 30 S,146 27 00 E,-34.2583,146.4500,site_at_34.2583_S_and_146.4500_E,Historic,4,0.12,0.4309,0.5509,0.278486888
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,9,0.37,0.6969,1.0669,0.530922657
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,8,1.07,2.1227,3.1927,0.504074999
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,4,0.89,1.8831,2.7731,0.472624927
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,11,0.47,1.274,1.744,0.368916797
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,26,0.59,1.6015,2.1915,0.368404621
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,27,0.43,1.0554,1.4854,0.407428463
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,1,0.51,1.3693,1.8793,0.372453078
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,3,0.97,2.9211,3.8911,0.332066687
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,19,1.46,3.2318,4.6918,0.451760629
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,2,0.32,0.7436,1.0636,0.430338892
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,33,0.24,0.7153,0.9553,0.335523557
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,28,0.17,0.3771,0.5471,0.450808804
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,13,0.67,1.9306,2.6006,0.34704237
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,6,0.41,1.0431,1.4531,0.393059151
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,15,0.41,1.4065,1.8165,0.291503733
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,29,0.3,0.6485,0.9485,0.462606014
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,22,0.91,2.2011,3.1111,0.413429649
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,32,1.16,2.0972,3.2572,0.553118444
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,23,1.28,2.5504,3.8304,0.501882058
Acacia hakeoides,11/23/17,34 15 43 S,146 10 08 E,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,Modern,12,0.42,0.8673,1.2873,0.484261501
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,36,0.46,1.9831,2.4431,0.231960063
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,22,0.19,1.1727,1.3627,0.162019272
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,6,0.03,0.2918,0.3218,0.102810144
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,16,0.13,0.5424,0.6724,0.239675516
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,40,0.01,0.2714,0.2814,0.036845984
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,4,0.01,0.1719,0.1819,0.058173357
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,30,0.09,0.9238,1.0138,0.097423685
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,24,0.07,0.3222,0.3922,0.217256363
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,20,0.12,0.5424,0.6624,0.221238938
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,37,0.15,1.3023,1.4523,0.115180834
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,33,0.04,0.1511,0.1911,0.264725347
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,3,0.16,0.8518,1.0118,0.187837521
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,10,0.01,0.0818,0.0918,0.122249389
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,32,0.14,0.643,0.783,0.217729393
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,5,0.06,0.2714,0.3314,0.221075903
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,14,0.28,1.6726,1.9526,0.167404042
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,19,0.27,1.1226,1.3926,0.240513095
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,25,0.22,0.9631,1.1831,0.228429031
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,1,0.3,2.0524,2.3524,0.146170337
Acacia mariae,12/02/84,30 34 00 S,149 28 00 E,-30.5667,149.4667,site_at_30.5667_S_and_149.4667_E,Historic,35,0.24,1.0228,1.2628,0.23464998
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,17,0.29,1.0631,1.3531,0.272787132
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,11,0.37,1.9537,2.3237,0.189384245
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,5,0.15,0.583,0.733,0.25728988
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,3,0.24,0.9029,1.1429,0.265810167
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,13,0.39,1.5123,1.9023,0.25788534
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,6,0.31,1.4931,1.8031,0.207621727
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern, ,0.27,0.9424,1.2124,0.286502547
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,10,0.22,0.9427,1.1627,0.233372229
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,23,0.66,1.3622,2.0222,0.484510351
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,24,0.05,0.1515,0.2015,0.330033003
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,9,0.18,0.9124,1.0924,0.197281894
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,2,0.13,0.452,0.582,0.287610619
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,15,0.27,1.3121,1.5821,0.205776999
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,1,0.01,0.1117,0.1217,0.089525515
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,4,0.7,3.2425,3.9425,0.215882806
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,12,0.55,2.4033,2.9533,0.228851995
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,8,0.25,1.353,1.603,0.184774575
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,16,0.01,0.0001,0.0101,100
Acacia mariae,10/04/17,30 34 36 S,149 26 52 E,-30.5767,149.4478,site_at_30.5767_S_and_149.4478_E,Modern,7,0.1,0.5325,0.6325,0.187793427
Allocasuarina littoralis,03/26/82,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,Historic,2,0.05,0.58,0.63,0.086206897
Allocasuarina littoralis,03/26/82,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,Historic,5,0.01,0.07,0.08,0.142857143
Allocasuarina littoralis,03/26/82,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,Historic,1,0.05,0.23,0.28,0.217391304
Allocasuarina littoralis,03/26/82,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,Historic,4,0.03,0.15,0.18,0.2
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,20,0.09,0.29,0.38,0.310344828
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,2,1.66,3.84,5.5,0.432291667
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,15,0.1,0.14,0.24,0.714285714
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,4,0.2,0.38,0.58,0.526315789
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,10,0.06,0.13,0.19,0.461538462
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,18,0.16,0.4,0.56,0.4
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,5,0.11,0.24,0.35,0.458333333
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,3,0.08,0.5,0.58,0.16
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,14,1.17,2.97,4.14,0.393939394
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,23,0.11,0.26,0.37,0.423076923
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,12,0.12,0.26,0.38,0.461538462
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,21,1.63,2.11,3.74,0.772511848
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,7,0.08,0.25,0.33,0.32
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,11,0.17,0.11,0.28,1.545454545
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,13,0.08,0.18,0.26,0.444444444
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,8,0.25,0.78,1.03,0.320512821
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,16,1.56,1.8,3.36,0.866666667
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,1,1.76,2.03,3.79,0.866995074
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,25,0.61,1.2,1.81,0.508333333
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,6,0.9,1.52,2.42,0.592105263
Allocasuarina littoralis,11/08/17,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,Modern,19,2.52,5.05,7.57,0.499009901
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,15,0.01,0.1,0.11,0.1
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,13,0.01,0.17,0.18,0.058823529
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,20,0.1,0.35,0.45,0.285714286
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,31,0.01,0.11,0.12,0.090909091
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,27,0.06,0.21,0.27,0.285714286
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,29,0.05,0.21,0.26,0.238095238
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,40,0.03,0.17,0.2,0.176470588
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,3,0.001,0.01,0.011,0.1
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,14,0.02,0.07,0.09,0.285714286
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,10,0.01,0.16,0.17,0.0625
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,36,0.03,0.21,0.24,0.142857143
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,26,0.02,0.08,0.1,0.25
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,2,0.001,0.01,0.011,0.1
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,24,0.001,0.01,0.011,0.1
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,11,0.02,0.17,0.19,0.117647059
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,25,0.01,0.04,0.05,0.25
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,17,0.001,0.01,0.011,0.1
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,18,0.03,0.18,0.21,0.166666667
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,21,0.02,0.11,0.13,0.181818182
Allocasuarina nana,07/13/88,33 20 20 S,150 14 10 E,-33.3389,150.2361,site_at_33.3389_S_and_150.2361_E,Historic,23,0.1,0.16,0.26,0.625
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,5,0.001,0.01,0.011,0.1
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,3,0.03,0.04,0.07,0.75
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,11,0.06,0.24,0.3,0.25
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,14,0.08,0.26,0.34,0.307692308
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,20,0.03,0.15,0.18,0.2
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,1,0.03,0.48,0.51,0.0625
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,22,0.01,0.06,0.07,0.166666667
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,16,0.12,0.87,0.99,0.137931034
Allocasuarina nana,08/17/17,33 38 38 S,150 14 42 E,-33.6439,150.2450,site_at_33.6439_S_and_150.2450_E,Modern,17,0.03,0.14,0.17,0.214285714
