Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm) ,Length transformed,Width transformed,Depth transformed,Sum,Variance
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,34,4.59,3.13,1.54,1,0.681917211,0.335511983,9.26,0.073635285
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,35,4.76,3.08,1.25,1,0.647058824,0.262605042,9.09,0.09068039
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,36,4.5,2.77,1.39,1,0.615555556,0.308888889,8.66,0.079941838
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,37,4.44,2.58,1.08,1,0.581081081,0.243243243,8.1,0.095812028
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,38,4.46,2.85,1.07,1,0.639013453,0.239910314,8.38,0.096370104
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,39,4.21,2.85,1.37,1,0.67695962,0.325415677,8.43,0.075889138
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,40,4.39,2.77,1.22,1,0.630979499,0.277904328,8.38,0.086917818
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,41,4.33,2.72,1.42,1,0.62817552,0.327944573,8.47,0.075561174
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,42,4.37,2.73,1.15,1,0.624713959,0.263157895,8.25,0.090499854
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,43,3.8,2.87,1.17,1,0.755263158,0.307894737,7.84,0.082116036
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,44,5.22,2.97,1.24,1,0.568965517,0.237547893,9.43,0.097440176
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,45,4.28,2.79,1.36,1,0.651869159,0.317757009,8.43,0.077586834
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,46,4.23,2.29,1.26,1,0.541371158,0.29787234,7.78,0.084735038
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,47,4.31,2.79,1.36,1,0.647331787,0.315545244,8.46,0.078103944
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,48,4.09,3.02,1.41,1,0.738386308,0.344743276,8.52,0.072528659
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,49,3.94,2.6,1.22,1,0.659898477,0.30964467,7.76,0.079437473
Acacia aneura,Historic,11/5/1971,29 03 00 S,141 51 00 E,-29.05,141.85,site_at_29.0500_S_and_141.8500_E,50,3.81,2.48,1.19,1,0.650918635,0.312335958,7.48,0.078819763
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,1,4.25,2.54,1.06,1,0.597647059,0.249411765,7.85,0.094059823
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,2,4.58,3.21,1.73,1,0.700873362,0.377729258,9.52,0.064568859
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,3,5.26,3.83,1.68,1,0.728136882,0.319391635,10.77,0.078245553
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,4,5.05,3.27,1.68,1,0.647524752,0.332673267,10,0.07429947
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,5,6.37,3.49,1.87,1,0.547880691,0.293563579,11.73,0.085349053
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,6,5.37,2.81,2.15,1,0.523277467,0.400372439,10.33,0.066880359
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,7,4.96,3.6,1.7,1,0.725806452,0.342741935,10.26,0.072656521
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,8,5.35,3.78,1.73,1,0.706542056,0.323364486,10.86,0.076753137
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,9,5.87,3.35,1.9,1,0.570698467,0.323679727,11.12,0.078080797
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,10,5.72,2.61,1.51,1,0.456293706,0.263986014,9.84,0.097146152
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,11,5.6,3.6,1.78,1,0.642857143,0.317857143,10.98,0.077610544
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,12,6.34,3.68,1.91,1,0.58044164,0.30126183,11.93,0.082467291
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,13,4.74,3.76,1.97,1,0.793248945,0.415611814,10.47,0.058540595
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,14,4.86,3.05,1.55,1,0.627572016,0.318930041,9.46,0.077535418
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,15,5.54,3.58,1.32,1,0.646209386,0.238267148,10.44,0.096869067
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,16,4.75,3.02,1.13,1,0.635789474,0.237894737,8.9,0.096863773
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,17,5.52,3.1,1.75,1,0.561594203,0.317028986,10.37,0.079829022
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,18,5.07,2.67,1.53,1,0.526627219,0.301775148,9.27,0.084684243
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,19,5.8,3.22,1.41,1,0.555172414,0.243103448,10.43,0.096461223
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,20,4.92,3.18,1.66,1,0.646341463,0.337398374,9.76,0.073284568
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,21,5.31,2.72,1.41,1,0.512241055,0.265536723,9.44,0.093134236
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,22,5.09,2.68,1.82,1,0.526522593,0.357563851,9.59,0.073939124
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,23,4.24,2.97,1.46,1,0.700471698,0.344339623,8.67,0.071826421
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,24,4.69,2.87,1.44,1,0.611940299,0.307036247,9,0.080417286
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,25,5.4,3.04,1.47,1,0.562962963,0.272222222,9.91,0.089465783
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,26,3.4,3.16,1.35,1,0.929411765,0.397058824,7.91,0.072435602
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,27,6.07,3.02,1.92,1,0.49752883,0.31630972,11.01,0.083638893
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,28,5.4,3.22,1.51,1,0.596296296,0.27962963,10.13,0.08690977
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,29,5.78,3.44,1.43,1,0.595155709,0.247404844,10.65,0.094581004
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,30,4.05,2.59,0.91,1,0.639506173,0.224691358,7.55,0.100347847
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,31,3.35,2.24,1.46,1,0.668656716,0.435820896,7.05,0.053588773
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,32,3.95,3.23,2.6,1,0.817721519,0.658227848,9.78,0.019496876
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,33,4.43,3.16,1.49,1,0.713318284,0.336343115,9.08,0.073859683
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,34,5.87,3.43,1.41,1,0.584327087,0.240204429,10.71,0.096499298
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,35,6.4,3.88,1.93,1,0.60625,0.3015625,12.21,0.081743164
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,36,5.61,3.12,1.68,1,0.556149733,0.299465241,10.41,0.08373766
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,37,5.79,3.85,1.73,1,0.664939551,0.298791019,11.37,0.082002699
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,38,5.82,3.8,1.57,1,0.652920962,0.26975945,11.19,0.08894754
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,39,5.66,2.62,1.09,1,0.462897527,0.192579505,9.37,0.112608751
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,40,5.53,3.66,1.53,1,0.661844485,0.276672694,10.72,0.087323206
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,41,4.91,3.34,1.74,1,0.680244399,0.354378819,9.99,0.069473192
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,42,5.81,3.39,1.95,1,0.583476764,0.335628227,11.15,0.075145595
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,43,4.98,2.97,1.67,1,0.596385542,0.335341365,9.62,0.074757755
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,44,5.41,3.59,1.95,1,0.663585952,0.360443623,10.95,0.06823356
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,45,5.31,3.52,1.75,1,0.662900188,0.329566855,10.58,0.074914222
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,46,5.41,3.38,1.48,1,0.624768946,0.273567468,10.27,0.087982783
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,47,5.48,3.55,1.4,1,0.647810219,0.255474453,10.43,0.092475921
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,48,5.35,3.66,1.33,1,0.68411215,0.248598131,10.34,0.094895818
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,49,4.05,3.19,1.49,1,0.787654321,0.367901235,8.73,0.068981354
Acacia aneura,Modern,10/3/2017,30 00 50 S,145 39 20 E,-30.0139,145.6556,site_at_30.0139_S_and_145.6556_E,50,4.77,3.33,1.24,1,0.698113208,0.259958071,9.34,0.092308624
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,1,3.78,2.23,1.13,1,0.58994709,0.298941799,7.14,0.082701119
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,2,4.7,2.4,1.44,1,0.510638298,0.306382979,8.54,0.084699965
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,3,4.53,2.43,1.57,1,0.536423841,0.346578366,8.53,0.075322666
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,4,4.4,2.53,1.51,1,0.575,0.343181818,8.44,0.073974977
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,5,4.05,2.59,1.58,1,0.639506173,0.390123457,8.22,0.062677437
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,6,4.05,2.29,1.33,1,0.565432099,0.328395062,7.67,0.077343223
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,7,4.26,2.36,1.42,1,0.55399061,0.333333333,8.04,0.076895384
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,8,4.15,2.37,1.3,1,0.571084337,0.313253012,7.82,0.080229674
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,9,4.5,2.66,1.7,1,0.591111111,0.377777778,8.86,0.066651303
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,10,4.04,2.18,1.35,1,0.53960396,0.334158416,7.57,0.077501933
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,11,4.22,2.07,1.34,1,0.490521327,0.317535545,7.63,0.083916703
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,12,4.43,2.73,1.51,1,0.616252822,0.340857788,8.67,0.073063642
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,13,4.83,2.41,1.49,1,0.498964803,0.308488613,8.73,0.085056161
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,14,4.44,2.37,1.47,1,0.533783784,0.331081081,8.28,0.078433163
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,15,4.62,2.41,1.66,1,0.521645022,0.359307359,8.69,0.073962674
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,16,4.83,2.72,1.56,1,0.563146998,0.322981366,9.11,0.07854159
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,17,4.41,2.55,1.54,1,0.578231293,0.349206349,8.5,0.072652627
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,18,4.22,2.67,1.68,1,0.632701422,0.398104265,8.57,0.061358061
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,19,4.06,2.36,1.48,1,0.581280788,0.36453202,7.9,0.069569485
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,20,4.39,2.4,1.45,1,0.546697039,0.330296128,8.24,0.077868467
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,21,3.65,2.19,1.29,1,0.6,0.353424658,7.13,0.070984341
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,22,4.28,2.43,1.33,1,0.567757009,0.310747664,8.04,0.080884066
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,23,4.38,2.59,1.49,1,0.591324201,0.340182648,8.46,0.073938547
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,24,4.23,2.52,1.56,1,0.595744681,0.368794326,8.31,0.068149937
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,25,4.46,2.47,1.58,1,0.553811659,0.35426009,8.51,0.0728761
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,26,4.3,2.49,1.42,1,0.579069767,0.330232558,8.21,0.076410072
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,27,4.44,2.41,1.38,1,0.542792793,0.310810811,8.23,0.081981757
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,28,3.94,1.98,1.12,1,0.502538071,0.284263959,7.04,0.089710004
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,29,4.08,2.49,1.52,1,0.610294118,0.37254902,8.09,0.066898682
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,30,3.99,2.34,1.23,1,0.586466165,0.308270677,7.56,0.080765824
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,31,4.31,2.36,1.22,1,0.547563805,0.283062645,7.89,0.087628727
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,32,4.14,2.3,1.66,1,0.555555556,0.400966184,8.1,0.064474472
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,33,3.88,2.39,1.36,1,0.615979381,0.350515464,7.63,0.071085899
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,34,4.49,2.52,1.29,1,0.561247216,0.287305122,8.3,0.086164696
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,35,4.29,2.64,1.83,1,0.615384615,0.426573427,8.76,0.056932966
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,36,4.36,2.39,1.57,1,0.548165138,0.360091743,8.32,0.072112102
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,37,4.2,2.31,1.5,1,0.55,0.357142857,8.01,0.07255102
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,38,3.9,2.8,1.6,1,0.717948718,0.41025641,8.3,0.058002776
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,39,4.43,2.24,1.4,1,0.505643341,0.316027088,8.07,0.083129086
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,40,3.71,2.11,1.35,1,0.568733154,0.363881402,7.17,0.070289134
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,41,4.46,2.39,1.62,1,0.535874439,0.3632287,8.47,0.072299642
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,42,5.05,2.84,1.7,1,0.562376238,0.336633663,9.59,0.075836574
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,43,3.91,2.08,1.17,1,0.531969309,0.299232737,7.16,0.084921533
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,44,4.39,2.44,1.37,1,0.555808656,0.312072893,8.2,0.081106309
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,45,4.51,2.56,1.51,1,0.567627494,0.33481153,8.58,0.075958329
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,46,4.34,2.46,1.55,1,0.566820276,0.357142857,8.35,0.071652733
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,47,3.91,2.14,1.3,1,0.547314578,0.332480818,7.35,0.07740661
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,48,4.09,2.25,1.17,1,0.550122249,0.28606357,7.51,0.086869134
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,49,4.11,2.47,1.37,1,0.600973236,0.333333333,7.95,0.075033102
Acacia aspera,Historic,11/24/1984,34 33 00 S,147 43 00 E,-34.55,147.7167,site_at_34.5500_S_and_147.7167_E,50,4.06,2.51,1.41,1,0.618226601,0.34729064,7.98,0.071687415
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,1,5.05,2.59,1.68,1,0.512871287,0.332673267,9.32,0.07945452
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,2,4.69,2.18,1.73,1,0.464818763,0.368869936,8.6,0.077105588
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,3,5.09,2.19,1.66,1,0.430255403,0.326129666,8.94,0.087728034
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,4,4.37,2.64,1.99,1,0.604118993,0.455377574,9,0.052828819
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,5,4,2.19,1.6,1,0.5475,0.4,7.79,0.065168056
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,6,4.95,2.84,1.67,1,0.573737374,0.337373737,9.46,0.075182351
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,7,4.32,2.05,1.41,1,0.474537037,0.326388889,7.78,0.08353457
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,8,4.96,2.94,1.89,1,0.592741935,0.381048387,9.79,0.065974932
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,9,4.53,2.35,1.64,1,0.518763797,0.362030905,8.52,0.073684228
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,10,4.35,2.69,1.7,1,0.618390805,0.390804598,8.74,0.063171122
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,11,4.59,2.81,1.54,1,0.612200436,0.335511983,8.94,0.074276592
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,12,4.77,2.79,1.53,1,0.58490566,0.320754717,9.09,0.078161465
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,13,4.45,2.2,1.42,1,0.494382022,0.319101124,8.07,0.083332913
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,14,4.14,2.86,1.71,1,0.690821256,0.413043478,8.71,0.057474439
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,15,5.23,2.52,1.69,1,0.481835564,0.323135755,9.44,0.083536135
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,16,4.24,2.82,1.68,1,0.66509434,0.396226415,8.74,0.060999367
Acacia aspera,Modern,11/24/2017,34 32 38 S,147 43 49 E,-34.5439,147.7303,site_at_34.5439_S_and_147.7303_E,17,4.83,2.36,1.81,1,0.488612836,0.374741201,9,0.073936905
