Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2)
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,30,81.271,0.0081271,0.6154,75.72196725
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,33,86.455,0.0086455,0.8157,94.34966167
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,34,95.188,0.0095188,0.8627,90.631172
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,35,85.034,0.0085034,0.7043,82.82569325
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,4,124.921,0.0124921,0.8112,64.93704021
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,7,96.89,0.009689,0.7306,75.40509857
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,8,123.663,0.0123663,0.9094,73.53856853
Eucalyptus calcareana,Modern,11/13/2017,31 57 28 S,132 23 04 E,-31.9578,132.3844,site_at_31.9578_S_and_132.3844_E,9,119.036,0.0119036,0.8283,69.5839914
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,1,15.348,0.0015348,0.1281,83.46364347
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,10,11.506,0.0011506,0.0921,80.04519381
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,11,16.299,0.0016299,0.1246,76.44640776
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,12,17.133,0.0017133,0.1047,61.11013833
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,13,18.046,0.0018046,0.1059,58.68336473
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,14,16.379,0.0016379,0.1282,78.27095671
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,15,17.771,0.0017771,0.1604,90.2594114
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,17,24.437,0.0024437,0.1584,64.81974056
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,19,30.633,0.0030633,0.2493,81.38282245
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,2,11.057,0.0011057,0.0748,67.64945284
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,21,10.93,0.001093,0.0802,73.37602928
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,22,7.287,0.0007287,0.0901,123.644847
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,3,19.751,0.0019751,0.1647,83.38818288
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,4,14.403,0.0014403,0.1118,77.62271749
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,5,11.416,0.0011416,0.0691,60.52908199
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,6,15.956,0.0015956,0.1261,79.02983204
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,7,15.24,0.001524,0.1188,77.95275591
Eucalyptus crebra,Historic,11/2/1983,29 23 00 S,151 02 00 E,-29.3833,151.0333,site_at_29.3833_S_and_151.0333_E,9,9.005,0.0009005,0.0632,70.18323154
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,10,6.981,0.0006981,0.0502,71.90946856
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,11,14.363,0.0014363,0.0789,54.93281348
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,8.363,0.0008363,0.0454,54.28673921
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,13,7.637,0.0007637,0.0435,56.95953909
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,12.914,0.0012914,0.0866,67.05900573
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,15,11.134,0.0011134,0.0596,53.52972876
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,16,13.022,0.0013022,0.067,51.45138996
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,17,11.365,0.0011365,0.0486,42.76286846
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,7.112,0.0007112,0.0395,55.53993251
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,19,15.753,0.0015753,0.1209,76.74728623
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,15.782,0.0015782,0.1002,63.49005196
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,20,9.002,0.0009002,0.0518,57.54276827
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,23,10.076,0.0010076,0.0731,72.54863041
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,24,8.684,0.0008684,0.036,41.45555044
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,4,11.281,0.0011281,0.0544,48.22267529
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,5,28.304,0.0028304,0.2075,73.31119276
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,6,7.955,0.0007955,0.0447,56.1910748
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,8,8.368,0.0008368,0.0368,43.97705545
Eucalyptus globoidea,Historic,10/26/1977,37 16 00 S,149 14 00 E,-37.2667,149.2333,site_at_37.2667_S_and_149.2333_E,1,77.36,0.007736,0.7195,93.00672182
Eucalyptus globoidea,Historic,10/26/1977,37 16 00 S,149 14 00 E,-37.2667,149.2333,site_at_37.2667_S_and_149.2333_E,2,93.646,0.0093646,0.6791,72.51777972
Eucalyptus globoidea,Historic,10/26/1977,37 16 00 S,149 14 00 E,-37.2667,149.2333,site_at_37.2667_S_and_149.2333_E,3,65.213,0.0065213,0.4622,70.87543895
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,10,115.306,0.0115306,NA,NA
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,2,112.033,0.0112033,0.4924,43.95133577
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,3,59.806,0.0059806,0.2791,46.66755844
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,4,59.362,0.0059362,0.5158,86.89060342
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,5,40.148,0.0040148,0.1973,49.14317027
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,6,27.13,0.002713,0.1106,40.76667895
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,7,17.456,0.0017456,0.07,40.10082493
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,9,81.809,0.0081809,0.413,50.48344314
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,43,2.34,0.000234,0.012,51.28205128
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,44,3.777,0.0003777,0.0159,42.0969023
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,47,4.251,0.0004251,0.0144,33.8743825
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,48,6.111,0.0006111,0.0239,39.109802
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,49,2.313,0.0002313,0.0107,46.26026805
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,51,1.692,0.0001692,0.0081,47.87234043
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,52,3.809,0.0003809,0.0138,36.22998162
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,53,3.629,0.0003629,0.0173,47.67153486
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,58,2.995,0.0002995,0.0098,32.721202
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,60,4.283,0.0004283,0.0127,29.652113
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,61,4.089,0.0004089,0.0132,32.28173147
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,63,3.118,0.0003118,0.0128,41.05195638
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,64,3.614,0.0003614,0.0163,45.10237963
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,65,2.459,0.0002459,0.0116,47.17364782
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,67,3.253,0.0003253,0.0124,38.1186597
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,70,3.024,0.0003024,0.0098,32.40740741
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,71,3.938,0.0003938,0.014,35.55104114
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,72,4.123,0.0004123,0.0145,35.16856658
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,74,3.032,0.0003032,0.0109,35.94986807
Eucalyptus nicholii,Historic,4/22/1986,30 32 00 S,151 49 00 E,-30.5333,151.8167,site_at_30.5333_S_and_151.8167_E,75,3.591,0.0003591,0.013,36.20161515
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,42,4.64,0.000464,0.0239,51.50862069
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,43,3.93,0.000393,0.0171,43.51145038
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,44,3.461,0.0003461,0.0157,45.36261196
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,45,4.356,0.0004356,0.0192,44.07713499
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,47,3.529,0.0003529,0.0135,38.25446302
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,48,4.325,0.0004325,0.0164,37.91907514
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,50,2.771,0.0002771,0.0157,56.65824612
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,51,3.873,0.0003873,0.0175,45.18461141
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,53,3.62,0.000362,0.0204,56.35359116
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,56,2.702,0.0002702,0.0118,43.67135455
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,60,5.187,0.0005187,0.0255,49.16136495
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,61,3.872,0.0003872,0.0157,40.54752066
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,65,2.354,0.0002354,0.0107,45.45454545
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,68,2.789,0.0002789,0.0114,40.87486554
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,69,5.545,0.0005545,0.0241,43.4625789
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,70,1.99,0.000199,0.0086,43.2160804
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,71,3.138,0.0003138,0.0158,50.35054175
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,73,3.177,0.0003177,0.0178,56.02769909
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,74,3.051,0.0003051,0.01,32.77613897
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,75,3.373,0.0003373,0.014,41.50607768
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,10,179.023,0.0179023,0.9682,54.08243633
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,11,120.393,0.0120393,0.4917,40.84124492
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,12,132.022,0.0132022,0.5807,43.98509339
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,13,120.591,0.0120591,0.7027,58.27134695
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,14,103.891,0.0103891,0.6815,65.59759748
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,15,122.417,0.0122417,0.7022,57.3613142
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,16,140.728,0.0140728,0.8272,58.78005798
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,18,190.962,0.0190962,1.4587,76.38692515
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,19,232.28,0.023228,1.2883,55.46323403
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,2,157.625,0.0157625,0.9698,61.5257732
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,20,116.174,0.0116174,0.6482,55.79561692
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,21,139.008,0.0139008,0.6615,47.58718923
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,23,190.759,0.0190759,1.2231,64.11755147
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,24,94.009,0.0094009,0.5999,63.81303918
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,3,157.646,0.0157646,0.7854,49.82048387
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,4,126.629,0.0126629,0.8363,66.04332341
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,5,116.868,0.0116868,0.4776,40.86661875
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,7,170.245,0.0170245,0.9739,57.20579165
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,9,122.078,0.0122078,0.8184,67.03910615
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,1,128.736,0.0128736,0.8155,63.34669401
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,10,152.889,0.0152889,0.8713,56.98905742
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,11,129.469,0.0129469,0.9193,71.00541442
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,12,186.664,0.0186664,0.9991,53.52397891
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,13,182.471,0.0182471,0.8475,46.44573658
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,16,130.119,0.0130119,0.8735,67.13085714
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,17,114.812,0.0114812,0.5205,45.33498241
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,4,259.573,0.0259573,1.6341,62.95338883
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,5,167.838,0.0167838,0.7753,46.19335311
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,6,135.79,0.013579,0.8747,64.4156418
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,7,146.315,0.0146315,0.7673,52.44164987
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,10,45.418,0.0045418,0.2522,55.52864503
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,11,42.015,0.0042015,0.2245,53.43329763
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,12,36.113,0.0036113,0.261,72.27314264
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,14,34.863,0.0034863,0.2099,60.20709635
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,15,45.272,0.0045272,0.299,66.04523767
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,16,26.634,0.0026634,0.161,60.44905009
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,17,36.35,0.003635,0.2274,62.55845942
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,18,29.34,0.002934,0.1675,57.08929789
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,19,42.283,0.0042283,0.2153,50.91880898
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,2,33.472,0.0033472,0.3026,90.40391969
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,20,56.443,0.0056443,0.3151,55.82623177
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,21,54.051,0.0054051,0.2653,49.0832732
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,23,48.823,0.0048823,0.3033,62.12236036
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,25,51.139,0.0051139,0.2893,56.57130566
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,3,24.452,0.0024452,0.1929,78.88925241
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,4,37.926,0.0037926,0.2891,76.22739018
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,5,47.492,0.0047492,0.3045,64.11606165
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,6,27.391,0.0027391,0.2184,79.73421927
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,7,34.492,0.0034492,0.2553,74.0171634
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,9,62.773,0.0062773,0.3548,56.52111577
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,1,42.843,0.0042843,0.3384,78.9860654
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,38.408,0.0038408,0.2717,70.74047074
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,13,46.96,0.004696,0.3342,71.1669506
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,45.251,0.0045251,0.2616,57.81087711
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,17,42.841,0.0042841,0.2657,62.02002754
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,49.827,0.0049827,0.2872,57.63943244
