Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant ID,HHMMSS,Photo (Asat; umol CO2 m-2 s-1),Conductance (gs; mmol H2O m-2 s-1),Ci,Area
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,4,12:56:10,15.45119519,0.162396024,231.4934629,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,4,12:56:12,15.42465863,0.162380416,231.7508796,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,1,13:00:15,20.76467148,0.297491856,268.3331311,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,1,13:00:16,20.76506926,0.297730088,268.4156826,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,1,13:00:17,20.76520917,0.29794586,268.4918133,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,1,13:00:18,20.7663711,0.298143363,268.5531548,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,1,13:00:19,20.76576259,0.298241679,268.5909958,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,5,13:26:00,12.99109774,0.189850434,274.4740879,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,5,13:26:01,13.03407304,0.189948101,274.1601527,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,5,13:26:02,13.05907286,0.190069349,274.0154034,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,5,13:26:03,13.07443007,0.190183639,273.9534248,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,5,13:26:04,13.07605283,0.190309793,274.0203203,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,2,13:35:27,14.5904302,0.178748949,252.378298,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,2,13:35:28,14.59436343,0.178805702,252.378614,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,2,13:35:29,14.60816712,0.178972366,252.359746,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,2,13:35:30,14.62600396,0.179079177,252.2626885,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,2,13:35:32,14.64443269,0.179177342,252.1555048,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,3,13:38:23,21.05003974,0.301224023,266.7386135,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,3,13:38:24,21.0478074,0.30128998,266.7770719,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,3,13:38:25,21.03962663,0.301390832,266.859589,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,3,13:38:26,21.04370734,0.301493266,266.871278,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,3,13:38:27,21.05405489,0.301538685,266.8280687,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,8,13:43:21,16.49133806,0.264884168,281.7696244,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,8,13:43:22,16.40654677,0.264764017,282.2876729,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,8,13:43:24,16.3234325,0.264610482,282.7836793,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,8,13:43:25,16.27070751,0.264317251,283.0308051,2
Callitris endlicherii,Historic,01/15/79,34 34 30 S,147 28 00 E,-34.575,147.4667,site_at_34.5750_S_and_147.4667_E,8,13:43:27,16.21567879,0.263915469,283.2496758,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,10,12:49:00,14.02860454,0.200481564,272.6394455,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,10,12:49:02,14.00606515,0.200532054,272.8619476,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,10,12:49:03,14.001839,0.200563046,272.919273,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,10,12:49:05,14.0159123,0.200743402,272.9064758,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,10,12:49:06,14.03672707,0.200989049,272.8740353,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,19,13:03:46,17.79683176,0.237881255,262.3885241,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,19,13:03:47,17.74499977,0.23799724,262.8205459,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,19,13:03:49,17.68607507,0.238211268,263.3463555,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,19,13:03:50,17.64785913,0.238320225,263.6709945,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,19,13:03:51,17.59296533,0.238509794,264.154102,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,16,13:07:01,9.544654085,0.126504346,267.150564,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,16,13:07:02,9.568809104,0.126715438,267.0378401,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,16,13:07:03,9.585173107,0.126762472,266.8637731,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,16,13:07:05,9.599396955,0.126787823,266.6994196,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,16,13:07:06,9.630980029,0.126833764,266.3334883,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,1,13:10:29,8.36531231,0.085115542,231.7732185,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,1,13:10:30,8.381886187,0.085223326,231.6517271,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,1,13:10:32,8.386965859,0.085257224,231.6137319,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,1,13:10:33,8.394855553,0.085320018,231.5769145,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,1,13:10:34,8.416406633,0.085419254,231.3521693,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,9,13:14:53,12.70772823,0.182081404,274.2758679,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,9,13:14:55,12.45834572,0.182067603,276.4821559,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,9,13:14:56,12.29849459,0.182112649,277.9127471,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,9,13:14:57,12.08505557,0.182211696,279.8212329,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,9,13:14:58,11.96671107,0.182236574,280.8409908,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,15,13:18:28,16.84679643,0.25546485,277.008432,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,15,13:18:30,16.78673857,0.255627864,277.4724347,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,15,13:18:31,16.74218957,0.255715118,277.7976885,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,15,13:18:33,16.72476634,0.255850261,277.9573127,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,15,13:18:34,16.73037168,0.256101202,278.0133522,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,18,13:22:18,7.293884112,0.135289628,301.3181344,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,18,13:22:19,7.271172678,0.135444048,301.6957885,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,18,13:22:20,7.222732376,0.135633607,302.4102933,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,18,13:22:21,7.200930247,0.135708069,302.7250637,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,18,13:22:22,7.208438008,0.135727753,302.6499099,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,13,13:29:03,10.038644,0.13811438,270.9670773,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,13,13:29:04,10.03472107,0.138112233,271.0066613,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,13,13:29:05,10.03871659,0.138172378,271.0065605,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,13,13:29:07,10.07556307,0.138314751,270.6802002,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,13,13:29:08,10.11179076,0.138456669,270.3651476,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,12,13:32:40,7.435469217,0.052644305,162.7499286,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,12,13:32:42,7.386147575,0.052565049,163.9142888,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,12,13:32:43,7.342798918,0.052601963,165.3858156,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,12,13:32:44,7.343602693,0.052681931,165.6902077,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,12,13:32:45,7.36128392,0.052833326,165.7774435,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,5,13:41:37,16.47200231,0.217465958,260.4735918,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,5,13:41:38,16.48252132,0.217551075,260.4432638,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,5,13:41:39,16.49661035,0.217648051,260.3901986,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,5,13:41:40,16.50320985,0.217632079,260.3327868,2
Callitris endlicherii,Modern,12/11/17,34 31 39 S,147 39 19 E,-34.5275,147.6553,site_at_34.5275_S_and_147.6553_E,5,13:41:41,16.49660623,0.217529396,260.3273018,2
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,11:40:45,14.79191904,0.345259459,298.8906749,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,11:40:47,14.81705984,0.344629357,298.6210573,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,11:40:49,14.81006204,0.344170267,298.63862,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,11:40:50,14.79792391,0.343766646,298.6292647,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,11:40:52,14.74643778,0.343450572,298.8244539,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,11:55:58,21.0247061,0.769757003,314.0371308,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,11:55:59,21.00033387,0.79575965,315.6278655,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,11:56:00,21.0132673,0.816827158,316.7008106,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,11:56:01,21.00465934,0.838651942,317.8214124,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,11:56:03,21.09578217,0.844134187,317.8214629,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,12:04:21,24.16548622,0.792910191,303.9249094,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,12:04:23,24.12281326,0.797077354,304.2974362,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,12:04:24,24.10458409,0.795648932,304.2417841,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,12:04:26,24.06511274,0.782443635,303.5343058,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,12:04:27,24.08249124,0.763353479,302.2701653,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,32,12:08:27,9.5576491,0.235145293,311.099666,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,32,12:08:28,9.524487247,0.234172128,311.0704725,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,32,12:08:30,9.479920164,0.231749858,310.6736078,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,32,12:08:31,9.503764131,0.228556337,309.4992227,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,32,12:08:33,9.549983358,0.229119504,309.3344273,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,31,12:12:48,4.401855113,0.14149818,335.9050962,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,31,12:12:50,4.349427533,0.141411889,336.4887014,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,31,12:12:51,4.344842148,0.141451771,336.5690698,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,31,12:12:52,4.419249246,0.141258989,335.5919171,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,31,12:12:53,4.422436064,0.141328444,335.5643665,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,30,12:17:09,10.78949423,0.243956111,304.4049401,5.900000095
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,30,12:17:11,10.73984626,0.243579611,304.6490084,5.900000095
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,30,12:17:12,10.76518614,0.243353102,304.3612006,5.900000095
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,30,12:17:13,10.76648366,0.243489786,304.4212866,5.900000095
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,30,12:17:15,10.81491023,0.244134197,304.2578329,5.900000095
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,12:23:39,18.62144267,0.777326573,323.729993,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,12:23:41,18.59359998,0.776410201,323.7875615,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,12:23:42,18.5856397,0.776126801,323.7755193,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,12:23:43,18.59373572,0.774559682,323.6652484,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,12:23:44,18.64862448,0.774207444,323.4681355,6
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,37,12:30:27,10.16939915,0.237017234,306.558903,5.949999809
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,37,12:30:28,10.1767037,0.236949864,306.4988979,5.949999809
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,37,12:30:29,10.22046293,0.237036944,306.188758,5.949999809
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,37,12:30:30,10.23619542,0.236780417,305.9791001,5.949999809
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,37,12:30:31,10.24621178,0.236757489,305.9031076,5.949999809
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,12:36:45,18.80187406,0.817151646,328.0571131,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,12:36:46,18.85088016,0.817898188,327.936047,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,12:36:47,18.82454927,0.817064916,327.9922869,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,12:36:48,18.85556663,0.817653712,327.9298741,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,12:36:49,18.87313521,0.817623085,327.8900414,5.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,12:43:16,28.49537927,1.059013171,314.5413339,4.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,12:43:17,28.39807031,1.059530635,314.7649899,4.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,12:43:19,28.33732622,1.057279735,314.803507,4.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,12:43:20,28.33029933,1.05706897,314.8031894,4.5
Corymbia eximia,Historic,02/10/83,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,12:43:21,28.33709831,1.057033015,314.7744057,4.5
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,11:47:26,20.82219121,0.951362237,322.863244,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,11:47:27,20.85359685,0.952324312,322.8170923,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,11:47:28,20.9116675,0.95247786,322.7000328,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,11:47:30,20.88272949,0.953469264,322.8176355,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,11:47:31,20.89970895,0.953621553,322.7877985,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,11:51:28,17.52580244,0.543090899,311.5824377,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,11:51:29,17.47784798,0.541944961,311.649385,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,11:51:31,17.46735236,0.54014747,311.4803318,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,11:51:32,17.46727058,0.538841134,311.3315037,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,11:51:33,17.49958469,0.537567842,311.0729026,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,11:59:57,7.788979596,0.163920614,302.7297135,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,11:59:59,7.75309389,0.16376018,303.0554504,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,12:00:01,7.671354529,0.163749356,303.8952006,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,12:00:02,7.649966115,0.1637371,304.1118451,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,12:00:04,7.628755804,0.163073954,304.023657,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,12:50:24,18.8054734,0.670558768,317.6006397,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,12:50:25,18.81079977,0.669287445,317.4959705,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,12:50:26,18.77678293,0.668075637,317.5393537,6
Corymbia eximia,Modern,02/26/18,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,12:50:27,18.81168918,0.667071827,317.3801576,6
