Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant ID,HHMMSS,Photo (Asat; umol CO2 m-2 s-1),Conductance (gs; mmol H2O m-2 s-1),Ci,Area
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,8,10:37:04,30.67800316,0.399139517,241.4608562,3
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,11,10:50:54,21.81097073,0.238657201,230.7562504,2.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,11,10:50:55,21.77462443,0.238007406,230.6207176,2.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,11,10:50:57,21.75207993,0.237357789,230.3880052,2.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,11,10:50:58,21.74349625,0.236822973,230.1293329,2.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,11,10:51:00,21.73954825,0.236255294,229.8183653,2.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,14,10:57:42,16.96680386,0.202623502,250.5658834,1.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,14,10:57:43,16.94533565,0.201555482,250.0443495,1.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,14,10:57:45,16.93089291,0.200665948,249.5795622,1.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,14,10:57:46,16.92498926,0.199807641,249.0667926,1.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,14,10:57:48,16.9221344,0.198970356,248.5437336,1.5
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,13,11:23:11,9.194714341,0.116600016,259.0703643,3
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,13,11:23:13,9.163165804,0.116042926,258.9315381,3
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,13,11:23:14,9.138285323,0.115487605,258.6931767,3
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,13,11:23:15,9.123732649,0.115148652,258.5361404,3
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,13,11:23:17,9.107011733,0.114620934,258.2035602,3
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,10,11:33:12,27.4929689,0.444224023,263.1474849,4
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,10,11:33:13,27.50292292,0.444398298,263.1447086,4
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,10,11:33:14,27.52113179,0.444704151,263.1368294,4
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,10,11:33:15,27.53790111,0.444843655,263.095946,4
Acacia dealbata,Historic,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,10,11:33:16,27.55896813,0.444979164,263.0352387,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,12,10:40:51,9.988293174,0.204421452,304.6187373,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,12,10:40:53,9.991223554,0.203943037,304.4086865,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,12,10:40:54,9.992197848,0.203511663,304.2298382,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,12,10:40:56,9.990077648,0.203120874,304.0878091,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,12,10:40:57,9.98180424,0.202760783,304.0126981,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,13,10:47:07,19.80400926,0.561193204,321.5162716,2.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,13,10:47:08,19.74125442,0.560899397,321.7021917,2.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,13,10:47:10,19.68929505,0.560705641,321.8598378,2.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,13,10:47:11,19.64978002,0.560513086,321.9804774,2.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,13,10:47:13,19.63836526,0.560191707,321.996826,2.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,6,10:54:01,23.61822443,0.901115719,327.8895997,3.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,6,10:54:02,23.62907743,0.900290487,327.819787,3.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,6,10:54:03,23.62503359,0.899374228,327.7793609,3.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,6,10:54:04,23.61963986,0.898545866,327.74481,3.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,6,10:54:06,23.61699768,0.897559347,327.6933278,3.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,5,11:01:28,22.65232332,0.920328432,341.1359532,1.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,5,11:01:30,22.65444472,0.920374583,341.1362125,1.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,5,11:01:31,22.65001181,0.920576299,341.1564823,1.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,5,11:01:32,22.68255098,0.920673595,341.0901893,1.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,5,11:01:33,22.69292742,0.920732956,341.0699139,1.5
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,9,11:05:08,38.43514884,0.678825779,268.204897,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,9,11:05:10,38.45231541,0.681187902,268.4763411,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,9,11:05:11,38.47198291,0.683846415,268.7777218,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,9,11:05:12,38.48069473,0.685193197,268.9310526,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,9,11:05:14,38.47633346,0.686456045,269.1100474,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,15,11:09:19,21.24068762,0.322733531,264.8253784,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,15,11:09:20,21.25787396,0.32255445,264.6654404,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,15,11:09:22,21.2642095,0.322515932,264.6126153,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,15,11:09:23,21.2682958,0.32255518,264.6035487,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,15,11:09:24,21.28208741,0.322544236,264.5268231,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,2,11:13:18,21.00729821,0.257483517,239.0886704,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,2,11:13:19,21.00921071,0.257608805,239.1340223,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,2,11:13:20,21.00741502,0.257748934,239.2137461,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,2,11:13:21,21.00494212,0.257924836,239.3161179,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,2,11:13:22,21.01201209,0.257957734,239.2824343,4
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,10,11:18:58,20.39577212,0.216841702,224.7961849,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,10,11:19:00,20.37454794,0.216603244,224.8050845,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,10,11:19:01,20.33931773,0.216275831,224.8597151,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,10,11:19:02,20.3296417,0.215897606,224.6763708,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,10,11:19:04,20.34673341,0.215432,224.225333,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,14,11:27:36,19.29180297,0.27046431,262.0157372,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,14,11:27:37,19.28722586,0.270261404,261.9601884,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,14,11:27:38,19.27493865,0.270104272,261.9697672,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,14,11:27:39,19.26241402,0.269932407,261.9781776,3
Acacia dealbata,Modern,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,14,11:27:40,19.25170085,0.269768435,261.9824797,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,22,10:46:14,22.8996865,0.667159249,319.3686739,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,22,10:46:15,22.90815492,0.667835678,319.3979389,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,22,10:46:17,22.90540349,0.668474642,319.4622727,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,22,10:46:18,22.90673769,0.669122123,319.5144726,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,22,10:46:20,22.9095275,0.669609465,319.5466456,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,9,10:52:07,25.24815594,0.492489421,290.1100357,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,9,10:52:08,25.24236393,0.493294418,290.2590874,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,9,10:52:10,25.2372631,0.49419804,290.4274175,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,9,10:52:12,25.25969191,0.49510945,290.5011277,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,9,10:52:13,25.27372262,0.49590139,290.5883782,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,19,10:59:22,26.49770972,1.173228435,335.1277908,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,19,10:59:23,26.49724278,1.172918488,335.115023,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,19,10:59:24,26.49480943,1.172678798,335.1090822,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,19,10:59:25,26.49456831,1.172746145,335.107876,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,19,10:59:26,26.48852764,1.172944584,335.124023,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,11,11:11:03,26.56174614,0.762108775,315.5465162,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,11,11:11:04,26.57750283,0.76184871,315.4924298,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,11,11:11:06,26.58704154,0.761711962,315.4700265,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,11,11:11:08,26.58111133,0.761650452,315.4943603,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,11,11:11:09,26.57792508,0.76141485,315.4993953,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,7,11:27:32,35.96348236,1.212988693,315.831942,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,7,11:27:34,35.97855132,1.210833999,315.7193889,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,7,11:27:35,36.00903219,1.208963239,315.5910222,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,7,11:27:37,36.03368153,1.206989808,315.4692827,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,7,11:27:39,36.05468079,1.203946931,315.3079807,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,24,11:34:43,29.32187634,0.544520624,281.9438635,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,24,11:34:44,29.36182338,0.545180386,281.9125381,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,24,11:34:46,29.38378127,0.545861566,281.9434752,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,24,11:34:47,29.3988235,0.546491906,281.9906791,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,24,11:34:49,29.42026134,0.547053449,282.0033247,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,15,11:53:59,26.92969186,1.21270919,335.0791627,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,15,11:54:01,26.93081267,1.213422345,335.0992706,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,15,11:54:02,26.92290488,1.213902814,335.1312026,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,15,11:54:04,26.91825827,1.214082344,335.1530929,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,15,11:54:05,26.91770585,1.214235631,335.1612674,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,6,12:04:44,27.61659049,0.499160365,281.6086674,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,6,12:04:45,27.59191548,0.499184112,281.7062005,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,6,12:04:46,27.5506488,0.49919874,281.8593753,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,6,12:04:48,27.51184228,0.499042127,281.973241,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,6,12:04:49,27.49791131,0.498825446,281.9850456,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,37,12:13:42,16.53646157,0.164008301,219.1719049,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,37,12:13:44,16.53576863,0.163632847,218.8099817,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,37,12:13:45,16.53375627,0.163281028,218.4852509,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,37,12:13:47,16.53149686,0.162955158,218.1930269,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,37,12:13:49,16.53145525,0.162552403,217.8034704,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,5,12:27:14,19.9594861,0.332302589,281.8472252,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,5,12:27:15,19.9704389,0.332673802,281.8895731,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,5,12:27:17,19.98344965,0.333168988,281.9572125,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,5,12:27:19,19.99788223,0.334095676,282.148145,3
Acacia deanei,Historic,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,5,12:27:20,19.99491379,0.334440434,282.2641644,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,39,11:03:24,16.2820414,0.29920164,293.3782179,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,39,11:03:26,16.29085573,0.299732593,293.4819643,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,39,11:03:27,16.30545639,0.300446519,293.6044969,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,39,11:03:28,16.31434259,0.301037538,293.7235094,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,39,11:03:29,16.32714071,0.301903933,293.901245,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,2,11:17:45,39.52436759,1.608166955,320.3531981,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,2,11:17:46,39.56461352,1.60443646,320.1969868,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,2,11:17:48,39.59650289,1.60101468,320.0589227,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,2,11:17:50,39.60943311,1.597512919,319.94383,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,2,11:17:51,39.60945962,1.595180556,319.8795269,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,21,11:41:59,24.50534392,0.954468283,331.4346254,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,21,11:42:00,24.4872657,0.954514806,331.471849,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,21,11:42:02,24.47398025,0.954565115,331.4990829,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,21,11:42:03,24.47572885,0.954552745,331.4956208,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,21,11:42:05,24.48398543,0.954506769,331.47991,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,23,11:47:02,19.31489955,0.228905357,242.5878293,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,23,11:47:04,19.32025059,0.229057736,242.6345256,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,23,11:47:05,19.31784685,0.229166434,242.7147315,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,23,11:47:06,19.33277731,0.229314079,242.6889124,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,23,11:47:07,19.34270297,0.229426814,242.6821935,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,4,11:57:19,12.13833097,0.295539544,318.2517004,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,4,11:57:20,12.13567505,0.296319632,318.4362009,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,4,11:57:21,12.12248366,0.296930435,318.6400592,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,4,11:57:23,12.09899768,0.297480533,318.8866357,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,4,11:57:24,12.08148234,0.298039607,319.101359,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,30,12:01:01,28.14470103,0.704185792,305.4641509,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,30,12:01:02,28.14038949,0.704952624,305.549728,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,30,12:01:04,28.12037878,0.706395927,305.738733,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,30,12:01:05,28.12371109,0.707899852,305.8698124,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,30,12:01:06,28.13666722,0.708857412,305.9255433,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,29,12:17:40,15.21516917,0.183435483,249.5130853,3
Acacia deanei,Modern,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,29,12:17:41,15.20413265,0.183667058,249.777057,3
