Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Mass (g),Number of seeds weighed per replicate
Eucalyptus nicholii,Modern,1/12/2017,30 28 52 S,152 17 34 E,-30.4811,152.2928,site_at_30.4811_S_and_152.2928_E,20,0.0014,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,1,0.007,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,2,0.0062,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,3,0.0061,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,4,0.0059,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,5,0.0057,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,6,0.0045,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,7,0.0064,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,8,0.0054,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,9,0.0049,5
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,10,0.0037,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,1,0.0038,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,2,0.002,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,3,0.0037,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,4,0.0032,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,5,0.0039,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,6,0.0029,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,7,0.0031,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,8,0.003,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,9,0.0034,5
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,10,0.0028,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,1,0.0073,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,2,0.0065,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,3,0.0072,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,4,0.0068,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,5,0.0063,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,6,0.0062,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,7,0.0075,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,8,0.0078,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,9,0.0064,5
Eucalyptus pauciflora,Historic,1/20/1983,35 40 00 S,149 00 00 E,-35.6667,149,site_at_35.6667_S_and_149.0000_E,10,0.0062,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,1,0.0037,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,2,0.0036,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,3,0.0038,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,4,0.0025,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,5,0.0021,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,6,0.0035,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,7,0.0032,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,8,0.0023,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,9,0.0035,5
Eucalyptus pauciflora,Modern,12/13/2017,35 34 58 S,148 58 28 E,-35.5828,148.9744,site_at_35.5828_S_and_148.9744_E,10,0.0033,5
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,1,0.0071,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,2,0.0048,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,3,0.0077,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,4,0.0081,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,5,0.0059,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,6,0.0054,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,7,0.0071,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,8,0.005,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,9,0.0058,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,10,0.0053,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,11,0.011,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,12,0.0037,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,13,0.0054,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,14,0.0022,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,15,0.0054,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,16,0.0049,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,17,0.0021,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,18,0.0056,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,19,0.0058,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,20,0.005,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,21,0.0064,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,22,0.0055,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,23,0.0061,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,24,0.0092,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,25,0.0032,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,26,0.0056,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,27,0.004,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,28,0.0076,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,29,0.0082,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,30,0.007,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,31,0.0051,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,32,0.0073,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,33,0.0074,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,34,0.0089,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,35,0.0047,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,36,0.0097,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,37,0.0044,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,38,0.0065,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,39,0.0069,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,40,0.0114,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,41,0.0073,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,42,0.0059,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,43,0.0056,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,44,0.0068,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,45,0.0041,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,46,0.0077,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,47,0.0071,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,48,0.006,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,49,0.0066,1
Gompholobium latifolium,Historic,12/18/1983,33 29 00 S,150 38 00 E,-33.4833,150.6333,site_at_33.4833_S_and_150.6333_E,50,0.0035,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,1,0.0047,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,2,0.0055,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,3,0.0045,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,4,0.004,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,5,0.0048,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,6,0.0087,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,7,0.0066,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,8,0.0039,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,9,0.0063,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,10,0.0054,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,11,0.0033,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,12,0.0031,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,13,0.007,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,14,0.0053,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,15,0.0051,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,16,0.0059,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,17,0.004,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,18,0.0093,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,19,0.0059,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,20,0.0061,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,21,0.0036,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,22,0.0051,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,23,0.0094,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,24,0.0055,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,25,0.0057,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,26,0.006,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,27,0.0056,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,28,0.0077,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,29,0.0058,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,30,0.007,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,31,0.0058,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,32,0.0054,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,33,0.0082,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,34,0.0052,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,35,0.0055,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,36,0.0069,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,37,0.006,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,38,0.006,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,39,0.0046,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,40,0.0078,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,41,0.003,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,42,0.0034,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,43,0.0046,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,44,0.0067,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,45,0.0064,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,46,0.0053,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,47,0.0052,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,48,0.0064,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,49,0.005,1
Gompholobium latifolium,Modern,12/8/2017,33 29 44 S,150 38 13 E,-33.4956,150.6369,site_at_33.4956_S_and_150.6369_E,50,0.0048,1
Grevillea mucronulata,Historic,11/20/1986,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,1,0.0317,1
Grevillea mucronulata,Historic,11/20/1986,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,2,0.0213,1
Grevillea mucronulata,Historic,11/20/1986,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,3,0.0096,1
Grevillea mucronulata,Historic,11/20/1986,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,0.0094,1
Grevillea mucronulata,Historic,11/20/1986,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,5,0.0238,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,1,0.0205,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,0.0151,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,3,0.0198,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,4,0.0261,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,0.012,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,6,0.0178,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,7,0.0229,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,8,0.0128,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,9,0.0171,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,10,0.0191,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,11,0.023,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,12,0.0122,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,0.0132,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,14,0.0168,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,15,0.0196,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,0.0208,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,17,0.0258,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,18,0.0106,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,19,0.0102,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,20,0.0068,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,21,0.0108,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,22,0.0222,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,23,0.0213,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,24,0.0174,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,25,0.0191,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,26,0.0083,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,27,0.0171,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,28,0.0162,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,29,0.0171,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,30,0.0198,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,31,0.0095,1
Grevillea mucronulata,Modern,10/24/2017,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,32,0.015,1
