Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Plant label number,Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL)
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,20,0.2066,0.0891,0.431268151
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,5,1.767,0.8701,0.492416525
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,11,0.3856,0.1645,0.426607884
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,0.0956,0.0446,0.466527197
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,17,0.3708,0.1552,0.418554477
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,16,0.0629,0.0271,0.430842607
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,0.8689,0.4053,0.466451836
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,15,0.5008,0.1988,0.396964856
Eucalyptus crebra,Modern,11/6/2017,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,6,0.4038,0.1345,0.333085686
Eucalyptus globoidea,Historic,10/26/1977,37 16 00 S,149 14 00 E,-37.2667,149.2333,site_at_37.2667_S_and_149.2333_E,1,0.9491,0.3888,0.409651249
Eucalyptus globoidea,Historic,10/26/1977,37 16 00 S,149 14 00 E,-37.2667,149.2333,site_at_37.2667_S_and_149.2333_E,2,0.6446,0.2152,0.33385045
Eucalyptus globoidea,Historic,10/26/1977,37 16 00 S,149 14 00 E,-37.2667,149.2333,site_at_37.2667_S_and_149.2333_E,3,0.9539,0.3796,0.397945277
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,2,0.2553,0.055,0.215432824
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,7,0.0688,0.0135,0.19622093
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,6,0.0196,0.0219,1.117346939
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,9,0.1855,0.0569,0.306738544
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,3,0.1845,0.0476,0.25799458
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,4,0.9904,0.3408,0.344103393
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,10,0.3191,0.0655,0.205264807
Eucalyptus globoidea,Modern,12/13/2017,37 25 20 S,149 11 53 E,-37.4222,149.1981,site_at_37.4222_S_and_149.1981_E,5,0.1414,0.04,0.282885431
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,6,1.7119,0.6501,0.37975349
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,19,0.7489,0.2407,0.321404727
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,11,0.5576,0.2209,0.396162123
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,24,1.0501,0.3937,0.374916675
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,15,0.6021,0.2312,0.383989371
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,3,1.0529,0.3693,0.35074556
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,23,1.2577,0.4546,0.361453447
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,14,0.7992,0.3103,0.388263263
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,10,1.5718,0.5346,0.340119608
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,2,0.8799,0.3197,0.363336743
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,16,0.9708,0.3782,0.389575608
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,13,1.008,0.4385,0.435019841
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,21,0.9609,0.332,0.345509418
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,7,0.9517,0.3532,0.371125355
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,12,1.093,0.3918,0.358462946
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,18,0.7911,0.3087,0.390216155
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,5,0.6937,0.2322,0.334726827
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,9,0.4977,0.1935,0.388788427
Eucalyptus obliqua,Historic,3/1/1986,42 17 00 S,147 52 00 E,-42.2833,147.8667,site_at_42.2833_S_and_147.8667_E,4,1.0561,0.3711,0.351387179
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,12,1.1331,0.3739,0.329979702
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,18,0.6639,0.2383,0.358939599
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,16,1.1938,0.3501,0.293265204
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,7,1.1974,0.3695,0.308585268
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,17,0.6839,0.2443,0.357215967
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,10,0.8358,0.3131,0.374611151
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,5,0.4958,0.1277,0.257563534
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,1,0.8306,0.258,0.31061883
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,13,0.4397,0.147,0.334318854
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,11,0.629,0.2404,0.382193959
Eucalyptus obliqua,Modern,1/24/2018,42 18 51 S,147 54 06 E,-42.3142,147.9017,site_at_42.3142_S_and_147.9017_E,4,1.18,0.3633,0.307881356
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,7,0.1066,0.0666,0.624765478
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,3,0.0654,0.0399,0.610091743
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,5,0.1436,0.0793,0.552228412
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,21,0.1193,0.0569,0.476948868
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,11,0.1967,0.092,0.467717336
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,18,0.1189,0.0596,0.501261564
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,17,0.1767,0.0863,0.488398415
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,9,0.2068,0.1015,0.490812379
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,2,0.1802,0.0978,0.5427303
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,23,0.2295,0.1094,0.476688453
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,12,0.0823,0.0411,0.499392467
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,4,0.1554,0.0939,0.604247104
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,25,0.1286,0.0569,0.442457232
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,10,0.1583,0.0756,0.477574226
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,20,0.2113,0.0918,0.434453384
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,19,0.1158,0.052,0.449050086
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,6,0.1827,0.1004,0.549534756
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,16,0.0557,0.0235,0.421903052
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,14,0.0828,0.0401,0.484299517
Hovea lanceolata,Historic,11/22/1984,29 06 00 S,151 42 00 E,-29.1,151.7,site_at_29.1000_S_and_151.7000_E,15,0.1352,0.0674,0.49852071
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,20,0.2436,0.1221,0.501231527
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,14,0.2399,0.1167,0.486452689
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,18,0.2272,0.1164,0.512323944
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,13,0.2123,0.1075,0.506358926
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,34,0.1827,0.0935,0.511767926
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,9,0.2165,0.1099,0.507621247
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,2,0.2666,0.1175,0.440735184
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,38,0.1953,0.1036,0.53046595
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,22,0.2669,0.1348,0.505058074
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,37,0.1858,0.1019,0.548439182
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,17,0.2356,0.1075,0.456281834
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,29,0.2023,0.098,0.484429066
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,1,0.1427,0.0746,0.522775053
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,32,0.2477,0.1334,0.538554703
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,6,0.228,0.1202,0.527192982
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,19,0.1746,0.0809,0.463344788
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,5,0.3508,0.1746,0.497719498
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,31,0.1807,0.0935,0.517432208
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,7,0.2905,0.1434,0.49363167
Hovea lanceolata,Modern,11/1/2008,29 05 36 S,151 46 51 E,-29.0933,151.7808,site_at_29.0933_S_and_151.7808_E,12,0.285,0.1293,0.453684211
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,7,0.4119,0.1301,0.315853362
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,1,0.07,0.0145,0.207142857
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,4,0.3016,0.1124,0.372679045
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,3,0.3467,0.1117,0.32218056
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,9,0.392,0.1224,0.312244898
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,5,0.2523,0.0836,0.331351566
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,6,0.31,0.1034,0.333548387
Lasiopetalum behrii,Historic,11/27/1985,32 59 00 S,134 29 00 E,-32.9833,134.4833,site_at_32.9833_S_and_134.4833_E,2,0.1837,0.0477,0.259662493
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,1,0.1351,0.0358,0.264988897
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,25,0.1275,0.0422,0.330980392
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,14,0.2194,0.0479,0.218322698
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,11,0.0724,0.0126,0.174033149
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,8,0.0936,0.0197,0.210470085
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,10,0.1233,0.0274,0.222222222
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,4,0.1169,0.0325,0.278015398
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,6,0.235,0.0608,0.258723404
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,15,0.0961,0.0218,0.226847034
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,9,0.1176,0.0266,0.226190476
Lasiopetalum behrii,Modern,11/1/2014,33 27 50 S,150 43 30 E,-33.4639,150.725,site_at_33.4639_S_and_150.7250_E,24,0.0743,0.0166,0.223418573
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,7,0.1873,0.055,0.293646556
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,19,0.4447,0.1182,0.265797167
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,3,0.3086,0.1038,0.336357745
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,0.1644,0.0432,0.262773723
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,0.4596,0.1464,0.318537859
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,21,0.0925,0.0269,0.290810811
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,10,0.1357,0.038,0.280029477
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,6,0.0887,0.0243,0.273957159
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,17,0.3503,0.1043,0.29774479
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,4,0.0728,0.0224,0.307692308
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,0.1652,0.0563,0.340799031
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,0.0966,0.0284,0.293995859
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,22,0.4239,0.1108,0.261382402
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,14,0.277,0.0799,0.288447653
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,16,0.4227,0.1311,0.310149042
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,13,0.2353,0.0658,0.279643009
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,11,0.3767,0.1345,0.357048049
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,23,0.0684,0.0243,0.355263158
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,20,0.1671,0.0478,0.286056254
Melaleuca gibbosa,Historic,12/29/1979,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,5,0.2296,0.0615,0.267857143
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,22,0.2494,0.0865,0.346832398
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,38,0.2641,0.0829,0.313896251
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,28,0.5097,0.1979,0.388267608
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,26,0.1998,0.0669,0.334834835
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,39,0.1627,0.0476,0.292562999
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,2,0.2021,0.0627,0.310242454
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,13,0.5438,0.2107,0.387458624
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,12,0.2481,0.0738,0.297460701
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,6,0.3364,0.1177,0.349881094
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,24,0.4143,0.1627,0.392710596
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,21,0.1724,0.0567,0.328886311
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,34,0.2825,0.0885,0.313274336
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,7,0.2376,0.0796,0.335016835
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,25,0.3049,0.099,0.324696622
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,15,0.3926,0.1503,0.382832399
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,16,0.4377,0.1473,0.336531871
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,31,0.6119,0.2198,0.359209021
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,27,0.4083,0.1519,0.37203037
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,32,0.1102,0.0342,0.310344828
Melaleuca gibbosa,Modern,1/18/2018,43 18 17 S,147 17 47 E,-43.3047,147.2964,site_at_43.3047_S_and_147.2964_E,29,0.1798,0.065,0.361512792
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,21,0.7435,0.1334,0.179421654
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,23,0.9839,0.196,0.199207237
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,2,1.3631,0.3147,0.230870809
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,25,0.5901,0.1305,0.221148958
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,19,0.7164,0.1155,0.161222781
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,22,0.7236,0.1055,0.145798784
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,16,1.0578,0.1897,0.179334468
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,11,0.9618,0.2192,0.22790601
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,22,0.6951,0.0982,0.141274637
Melaleuca quinquenervia,Historic,10/21/1978,31 30 00 S,152 50 00 E,-31.5,152.8333,site_at_31.5000_S_and_152.8333_E,20,0.5411,0.1087,0.200887082
