F3ID,UniqueID,FullID,F3_line,Growth_temp,Parent_temp,Cross_type,F2_mum,Row,Column,Block,Date_first_flower,Dry_biomass_g,Total_repro_stems,Chlorophyll_content,LMA_mg_cm2,Post_hail,phiPSII,fvfm_hot,Tcrit-hot,Tcrit-cold,Total_repro_stems_2,N_all_capsules,Sum_capsule_mass,N_capsules_weighed,Mass_per_capsule,Potential_repro_mass
F3.302.5,1005,1005_F3.302.5,F3.302,Cool,Cold,Selfed,F2.201.7,4,3,1,20200106,6.94,11,40.73,0.935,0,0.38,0.76,45.05,-14.73,,,,,,
F3.302.6,1006,1006_F3.302.6,F3.302,Cool,Cold,Selfed,F2.201.7,3,12,2,20191218,10.21,1,39.03,1.379,0,0.19,0.73,45.9,-13.19,,,,,,
F3.302.7,1007,1007_F3.302.7,F3.302,Cool,Cold,Selfed,F2.201.7,3,20,3,20191230,16.32,18,29.1,0.927,1,0.28,0.72,NA,-11.33,,,,,,
F3.302.8,1008,1008_F3.302.8,F3.302,Cool,Cold,Selfed,F2.201.7,3,13,4,20200122,3.9,4,36.27,0.866,NA,NA,NA,NA,NA,,,,,,
F3.304.5,1013,1013_F3.304.5,F3.304,Cool,Cold,Selfed,F2.261.7,2,10,1,20191230,10.68,12,34.3,NA,0,0.23,0.77,44.3,-12.52,,,,,,
F3.304.6,1014,1014_F3.304.6,F3.304,Cool,Cold,Selfed,F2.261.7,1,14,2,20191227,11.65,47,32.4,0.977,0,0.23,0.73,44.37,-7.4,,,,,,
F3.304.7,1015,1015_F3.304.7,F3.304,Cool,Cold,Selfed,F2.261.7,3,3,3,no flower,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.304.8,1016,1016_F3.304.8,F3.304,Cool,Cold,Selfed,F2.261.7,5,19,4,20191223,NA,6,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.430.5,1021,1021_F3.430.5,F3.430,Cool,Cold,Outcrossed,F2.261.7,1,6,1,20191223,8.05,26,27.77,0.9,0,0.24,0.72,46.7,-13.84,,,,,,
F3.430.6,1022,1022_F3.430.6,F3.430,Cool,Cold,Outcrossed,F2.261.7,2,16,2,20191227,9.86,20,29.27,0.804,0,0.17,0.73,42.32,-14.47,,,,,,
F3.430.7,1023,1023_F3.430.7,F3.430,Cool,Cold,Outcrossed,F2.261.7,5,1,3,20191223,6.48,18,33.03,0.681,0,0.17,0.65,41.34,-15.44,,,,,,
F3.430.8,1024,1024_F3.430.8,F3.430,Cool,Cold,Outcrossed,F2.261.7,2,15,4,20191227,14.67,75,20.07,1.088,NA,NA,NA,NA,NA,,,,,,
F3.454.5,1029,1029_F3.454.5,F3.454,Cool,Cold,Outcrossed,F2.228.6,5,20,1,20191223,12.54,29,26.8,0.906,0,0.17,0.72,47.75,-10.95,,,,,,
F3.454.6,1030,1030_F3.454.6,F3.454,Cool,Cold,Outcrossed,F2.228.6,4,25,2,20191225,12.79,19,35.07,1.51,0,0.39,0.74,43.38,-16.14,,,,,,
F3.454.7,1031,1031_F3.454.7,F3.454,Cool,Cold,Outcrossed,F2.228.6,5,25,3,20191223,8.59,29,33.2,1.438,NA,NA,NA,NA,NA,,,,,,
F3.454.8,1032,1032_F3.454.8,F3.454,Cool,Cold,Outcrossed,F2.228.6,1,11,4,20191225,7.56,21,40.5,1.159,NA,NA,NA,NA,NA,,,,,,
F3.456.5,1037,1037_F3.456.5,F3.456,Cool,Cold,Outcrossed,F2.255.6,4,24,1,20191230,9.32,19,39.57,0.989,0,0.05,0.73,45.08,-11.63,,,,,,
F3.456.6,1038,1038_F3.456.6,F3.456,Cool,Cold,Outcrossed,F2.255.6,5,28,2,20191230,15.49,49,34.97,1.35,0,0.11,0.66,43.45,-13.82,,,,,,
F3.456.7,1039,1039_F3.456.7,F3.456,Cool,Cold,Outcrossed,F2.255.6,1,7,3,no flower,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.456.8,1040,1040_F3.456.8,F3.456,Cool,Cold,Outcrossed,F2.255.6,1,25,4,20191223,9.75,46,30.8,1.251,NA,NA,NA,NA,NA,,,,,,
F3.458.5,1045,1045_F3.458.5,F3.458,Cool,Cold,Outcrossed,F2.206.6,5,23,1,20191230,11.06,33,26.6,1.249,0,0.22,0.72,43.78,-11.46,,,,,,
F3.458.6,1046,1046_F3.458.6,F3.458,Cool,Cold,Outcrossed,F2.206.6,5,10,2,20191230,11.21,24,40.8,1.16,0,0.15,0.68,43.49,-5.86,,,,,,
F3.458.7,1047,1047_F3.458.7,F3.458,Cool,Cold,Outcrossed,F2.206.6,4,4,3,20191227,7.36,27,29.3,0.993,0,0.27,0.74,44.53,-15.08,,,,,,
F3.458.8,1048,1048_F3.458.8,F3.458,Cool,Cold,Outcrossed,F2.206.6,2,18,4,20191227,10.93,41,29.13,1.002,NA,NA,NA,NA,NA,,,,,,
F3.306.5,1053,1053_F3.306.5,F3.306,Cool,Cold,Selfed,F2.205.6,3,17,1,20191225,14.62,38,33.73,1.183,0,0.17,0.71,46.25,-14.44,,,,,,
F3.306.6,1054,1054_F3.306.6,F3.306,Cool,Cold,Selfed,F2.205.6,3,15,2,20191220,9.08,25,35.83,1.158,0,0.18,0.77,44.13,-13.52,,,,,,
F3.306.7,1055,1055_F3.306.7,F3.306,Cool,Cold,Selfed,F2.205.6,2,27,3,20191220,9.41,36,41.43,0.853,NA,NA,NA,NA,NA,,,,,,
F3.306.8,1056,1056_F3.306.8,F3.306,Cool,Cold,Selfed,F2.205.6,2,4,4,20191227,7.34,10,33.13,0.746,NA,NA,NA,NA,NA,,,,,,
F3.308.5,1061,1061_F3.308.5,F3.308,Cool,Cold,Selfed,F2.265.6,1,28,1,20191223,8.84,46,32.43,0.986,0,0.28,0.73,42.59,-14.94,,,,,,
F3.308.6,1062,1062_F3.308.6,F3.308,Cool,Cold,Selfed,F2.265.6,5,21,2,20200106,6.04,3,38.4,0.933,0,0.46,0.78,45.89,-14.66,,,,,,
F3.308.7,1063,1063_F3.308.7,F3.308,Cool,Cold,Selfed,F2.265.6,2,12,3,20191218,8.59,34,43.57,1.231,NA,NA,NA,NA,NA,,,,,,
F3.308.8,1064,1064_F3.308.8,F3.308,Cool,Cold,Selfed,F2.265.6,3,18,4,20191223,8.59,18,41.07,0.952,NA,NA,NA,NA,NA,,,,,,
F3.432.5,1069,1069_F3.432.5,F3.432,Cool,Cold,Outcrossed,F2.265.6,5,17,1,20191218,7.68,26,39.6,1.592,0,0.24,0.73,43.55,-13.35,,,,,,
F3.432.6,1070,1070_F3.432.6,F3.432,Cool,Cold,Outcrossed,F2.265.6,1,26,2,20191216,12.87,42,33.27,0.83,0,0.36,0.74,41.75,-12.06,,,,,,
F3.432.7,1071,1071_F3.432.7,F3.432,Cool,Cold,Outcrossed,F2.265.6,2,25,3,20191223,13.98,44,42.3,1.374,1,0.46,0.72,43.63,-13.24,,,,,,
F3.432.8,1072,1072_F3.432.8,F3.432,Cool,Cold,Outcrossed,F2.265.6,2,2,4,20191218,12.21,30,44.47,1.102,NA,NA,NA,NA,NA,,,,,,
F3.460.5,1077,1077_F3.460.5,F3.460,Cool,Cold,Outcrossed,F2.256.7,1,3,1,20191230,3.92,9,40.4,0.877,0,0.33,0.75,45.84,NA,,,,,,
F3.460.6,1078,1078_F3.460.6,F3.460,Cool,Cold,Outcrossed,F2.256.7,4,23,2,20191223,6.1,13,41.73,1.491,0,0.28,0.75,45.93,-13.48,,,,,,
F3.460.7,1079,1079_F3.460.7,F3.460,Cool,Cold,Outcrossed,F2.256.7,3,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.460.8,1080,1080_F3.460.8,F3.460,Cool,Cold,Outcrossed,F2.256.7,3,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.462.5,1085,1085_F3.462.5,F3.462,Cool,Cold,Outcrossed,F2.203.6,5,1,1,20191203,4.77,21,35.63,0.985,NA,NA,NA,NA,NA,,,,,,
F3.462.6,1086,1086_F3.462.6,F3.462,Cool,Cold,Outcrossed,F2.203.6,5,29,2,20200102,11.87,37,39.87,1.119,0,0.54,0.8,45.17,-13.02,,,,,,
F3.462.7,1087,1087_F3.462.7,F3.462,Cool,Cold,Outcrossed,F2.203.6,3,29,3,20191225,10.58,32,25.77,1.087,NA,NA,NA,NA,NA,,,,,,
F3.462.8,1088,1088_F3.462.8,F3.462,Cool,Cold,Outcrossed,F2.203.6,1,13,4,20191223,4.15,14,29.5,1.066,NA,NA,NA,NA,NA,,,,,,
F3.464.5,1093,1093_F3.464.5,F3.464,Cool,Cold,Outcrossed,F2.214.6,4,7,1,20191225,11.93,48,26.73,0.852,0,0.36,0.77,47.81,-12.02,,,,,,
F3.464.6,1094,1094_F3.464.6,F3.464,Cool,Cold,Outcrossed,F2.214.6,2,10,2,20191218,8.96,30,31.67,0.686,0,0.21,0.73,43.37,-6.96,,,,,,
F3.464.7,1095,1095_F3.464.7,F3.464,Cool,Cold,Outcrossed,F2.214.6,5,11,3,20191216,15.89,75,31.57,1.127,NA,NA,NA,NA,NA,,,,,,
F3.464.8,1096,1096_F3.464.8,F3.464,Cool,Cold,Outcrossed,F2.214.6,4,3,4,20191223,8.3,15,39.8,0.708,NA,NA,NA,NA,NA,,,,,,
F3.310.5,1101,1101_F3.310.5,F3.310,Cool,Cold,Selfed,F2.209.6,3,1,1,20191225,4.97,7,33.67,1.267,0,0,0.63,42.95,-17.43,,,,,,
F3.310.6,1102,1102_F3.310.6,F3.310,Cool,Cold,Selfed,F2.209.6,1,27,2,20200106,3.66,3,30.6,0.738,0,0.49,0.79,43.93,-8.45,,,,,,
F3.310.7,1103,1103_F3.310.7,F3.310,Cool,Cold,Selfed,F2.209.6,1,9,3,20191223,2.43,3,23.93,1.307,NA,NA,NA,NA,NA,,,,,,
F3.310.8,1104,1104_F3.310.8,F3.310,Cool,Cold,Selfed,F2.209.6,4,1,4,20191230,NA,2,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.312.5,1109,1109_F3.312.5,F3.312,Cool,Cold,Selfed,F2.228.6,2,22,1,20191223,8.97,17,47.2,1.287,0,0.25,0.71,43.98,-11.3,,,,,,
F3.312.6,1110,1110_F3.312.6,F3.312,Cool,Cold,Selfed,F2.228.6,1,25,2,20191225,12.75,35,37.97,0.904,0,0.35,0.73,43.89,-9.02,,,,,,
F3.312.7,1111,1111_F3.312.7,F3.312,Cool,Cold,Selfed,F2.228.6,5,20,3,20191218,7.82,38,42.73,1.295,NA,NA,NA,NA,NA,,,,,,
F3.312.8,1112,1112_F3.312.8,F3.312,Cool,Cold,Selfed,F2.228.6,4,15,4,20191218,4.93,22,37.23,1.372,NA,NA,NA,NA,NA,,,,,,
F3.434.5,1117,1117_F3.434.5,F3.434,Cool,Cold,Outcrossed,F2.228.6,2,18,1,20191225,2.73,4,29.57,0.86,0,0.26,0.76,42.75,-15.05,,,,,,
F3.434.6,1118,1118_F3.434.6,F3.434,Cool,Cold,Outcrossed,F2.228.6,1,24,2,20191227,12.62,31,30.53,0.969,0,0.39,0.76,45.03,-15.06,,,,,,
F3.434.7,1119,1119_F3.434.7,F3.434,Cool,Cold,Outcrossed,F2.228.6,3,2,3,20191220,3.69,14,46.77,2.517,0,0.42,0.74,42.02,-13.39,,,,,,
F3.434.8,1120,1120_F3.434.8,F3.434,Cool,Cold,Outcrossed,F2.228.6,1,10,4,20191216,8.83,27,48.3,1.154,NA,NA,NA,NA,NA,,,,,,
F3.466.5,1125,1125_F3.466.5,F3.466,Cool,Cold,Outcrossed,F2.261.6,2,15,1,20191216,5.51,9,37.37,1.177,0,0.16,0.73,NA,-9.3,,,,,,
F3.466.6,1126,1126_F3.466.6,F3.466,Cool,Cold,Outcrossed,F2.261.6,4,7,2,20191218,11.39,64,33.3,1.284,0,0.2,0.71,44.39,-13.7,,,,,,
F3.466.7,1127,1127_F3.466.7,F3.466,Cool,Cold,Outcrossed,F2.261.6,1,28,3,20191223,16.71,96,31.47,0.733,1,0.19,0.74,47.09,NA,,,,,,
F3.466.8,1128,1128_F3.466.8,F3.466,Cool,Cold,Outcrossed,F2.261.6,2,22,4,20191230,9.96,18,36.17,1.629,NA,NA,NA,NA,NA,,,,,,
F3.468.5,1133,1133_F3.468.5,F3.468,Cool,Cold,Outcrossed,F2.240.9,1,18,1,20191220,10.11,55,30.03,0.696,0,0.19,0.74,43.79,-13.93,,,,,,
F3.468.6,1134,1134_F3.468.6,F3.468,Cool,Cold,Outcrossed,F2.240.9,3,1,2,20191213,5.95,30,32.67,1.032,0,0.14,0.69,46.48,-12.73,,,,,,
F3.468.7,1135,1135_F3.468.7,F3.468,Cool,Cold,Outcrossed,F2.240.9,1,18,3,20191220,9.03,26,26,1.097,1,0.1,0.69,NA,-14.49,,,,,,
F3.468.8,1136,1136_F3.468.8,F3.468,Cool,Cold,Outcrossed,F2.240.9,3,16,4,20191227,5.49,20,34.13,0.859,NA,NA,NA,NA,NA,,,,,,
F3.470.5,1141,1141_F3.470.5,F3.470,Cool,Cold,Outcrossed,F2.262.6,4,15,1,20191230,2.88,10,40.27,1.146,0,0.35,0.74,44.12,-13.77,,,,,,
F3.470.6,1142,1142_F3.470.6,F3.470,Cool,Cold,Outcrossed,F2.262.6,3,26,2,20191227,7.75,21,30.1,0.927,0,0.4,0.78,43.97,NA,,,,,,
F3.470.7,1143,1143_F3.470.7,F3.470,Cool,Cold,Outcrossed,F2.262.6,4,20,3,20191223,6.25,29,37.63,0.951,NA,NA,NA,NA,NA,,,,,,
F3.470.8,1144,1144_F3.470.8,F3.470,Cool,Cold,Outcrossed,F2.262.6,2,24,4,20191223,13.85,45,43.4,1.027,NA,NA,NA,NA,NA,,,,,,
F3.316.5,1149,1149_F3.316.5,F3.316,Cool,Cold,Selfed,F2.213.7,4,14,1,20191213,8.14,69,35.63,1.615,0,0.16,0.71,44.94,-16.02,,,,,,
F3.316.6,1150,1150_F3.316.6,F3.316,Cool,Cold,Selfed,F2.213.7,2,17,2,20191223,14.96,82,25.5,1.155,0,0.31,0.74,39.96,-14.58,,,,,,
F3.316.7,1151,1151_F3.316.7,F3.316,Cool,Cold,Selfed,F2.213.7,1,14,3,20191230,5.11,39,42.67,0.942,NA,NA,NA,NA,NA,,,,,,
F3.316.8,1152,1152_F3.316.8,F3.316,Cool,Cold,Selfed,F2.213.7,1,1,4,20200113,1.06,3,43.27,0.855,NA,NA,NA,NA,NA,,,,,,
F3.318.5,1157,1157_F3.318.5,F3.318,Cool,Cold,Selfed,F2.264.6,1,26,1,20191218,5.1,22,34.63,1.831,0,0.14,0.7,47.65,-12.46,,,,,,
F3.318.6,1158,1158_F3.318.6,F3.318,Cool,Cold,Selfed,F2.264.6,1,4,2,20191216,3.3,26,26.37,0.896,0,0.33,0.75,43.8,-12.38,,,,,,
F3.318.7,1159,1159_F3.318.7,F3.318,Cool,Cold,Selfed,F2.264.6,1,19,3,20191223,5.65,25,33.5,1.117,NA,NA,NA,NA,NA,,,,,,
F3.318.8,1160,1160_F3.318.8,F3.318,Cool,Cold,Selfed,F2.264.6,1,22,4,20191216,10.77,53,37.73,0.817,NA,NA,NA,NA,NA,,,,,,
F3.436.5,1165,1165_F3.436.5,F3.436,Cool,Cold,Outcrossed,F2.264.6,2,1,1,20191223,7.06,56,28.27,0.951,0,0.03,0.67,45.08,-12.04,,,,,,
F3.436.6,1166,1166_F3.436.6,F3.436,Cool,Cold,Outcrossed,F2.264.6,5,14,2,no flower,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.436.7,1167,1167_F3.436.7,F3.436,Cool,Cold,Outcrossed,F2.264.6,4,14,3,20191225,12.68,72,36.53,1.057,1,0.43,0.7,39.99,-13.87,,,,,,
F3.436.8,1168,1168_F3.436.8,F3.436,Cool,Cold,Outcrossed,F2.264.6,1,18,4,20191223,7.27,44,31.57,0.968,NA,NA,NA,NA,NA,,,,,,
F3.472.5,1173,1173_F3.472.5,F3.472,Cool,Cold,Outcrossed,F2.240.9,2,2,1,20191223,7.26,24,38.33,1.388,0,0.32,0.78,45.48,-13.23,,,,,,
F3.472.6,1174,1174_F3.472.6,F3.472,Cool,Cold,Outcrossed,F2.240.9,3,13,2,20191225,4.64,15,38.37,1.254,0,0.07,0.71,44.4,-12.62,,,,,,
F3.472.7,1175,1175_F3.472.7,F3.472,Cool,Cold,Outcrossed,F2.240.9,5,4,3,20191223,5.48,27,33.23,0.79,0,0.24,0.73,46.11,-15.31,,,,,,
F3.472.8,1176,1176_F3.472.8,F3.472,Cool,Cold,Outcrossed,F2.240.9,3,5,4,20191225,NA,11,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.474.5,1181,1181_F3.474.5,F3.474,Cool,Cold,Outcrossed,F2.242.6,2,3,1,20191213,NA,7,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.474.6,1182,1182_F3.474.6,F3.474,Cool,Cold,Outcrossed,F2.242.6,3,9,2,20191227,2.8,26,33.33,0.779,0,0.13,0.73,43.52,-13,,,,,,
F3.474.7,1183,1183_F3.474.7,F3.474,Cool,Cold,Outcrossed,F2.242.6,2,16,3,20191216,10.13,56,30.87,0.814,NA,NA,NA,NA,NA,,,,,,
F3.474.8,1184,1184_F3.474.8,F3.474,Cool,Cold,Outcrossed,F2.242.6,2,29,4,20191220,8.85,81,39.2,1.636,NA,NA,NA,NA,NA,,,,,,
F3.476.5,1189,1189_F3.476.5,F3.476,Cool,Cold,Outcrossed,F2.224.10,3,5,1,20200101,9.2,29,30.63,1.305,0,0.51,0.8,44.31,-15.29,,,,,,
F3.476.6,1190,1190_F3.476.6,F3.476,Cool,Cold,Outcrossed,F2.224.10,1,13,2,20191220,4.15,9,19.83,0.917,0,0.12,0.73,44.25,-15.16,,,,,,
F3.476.7,1191,1191_F3.476.7,F3.476,Cool,Cold,Outcrossed,F2.224.10,1,21,3,20191223,16.2,59,39.07,1.424,1,0.16,0.74,NA,-13.89,,,,,,
F3.476.8,1192,1192_F3.476.8,F3.476,Cool,Cold,Outcrossed,F2.224.10,1,8,4,20191223,11.4,31,22.4,1.241,NA,NA,NA,NA,NA,,,,,,
F3.320.5,1197,1197_F3.320.5,F3.320,Cool,Cold,Selfed,F2.217.6,3,19,1,no flower,11.32,11,33.8,0.789,0,0.34,0.75,44.82,-13.62,,,,,,
F3.320.6,1198,1198_F3.320.6,F3.320,Cool,Cold,Selfed,F2.217.6,2,21,2,20191227,14.53,43,37.17,1.408,0,0.33,0.76,44.19,-14.94,,,,,,
F3.320.7,1199,1199_F3.320.7,F3.320,Cool,Cold,Selfed,F2.217.6,5,6,3,20191230,9.72,29,46,1.504,0,0.16,0.67,42.44,-13.89,,,,,,
F3.320.8,1200,1200_F3.320.8,F3.320,Cool,Cold,Selfed,F2.217.6,2,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.322.5,1205,1205_F3.322.5,F3.322,Cool,Cold,Selfed,F2.249.10,3,11,1,20191225,9.6,26,41.97,1.074,0,0.22,0.73,45.27,-12.03,,,,,,
F3.322.6,1206,1206_F3.322.6,F3.322,Cool,Cold,Selfed,F2.249.10,5,11,2,no flower,9.59,15,33.7,1.862,0,0.36,0.78,45.17,-15,,,,,,
F3.322.7,1207,1207_F3.322.7,F3.322,Cool,Cold,Selfed,F2.249.10,5,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.322.8,1208,1208_F3.322.8,F3.322,Cool,Cold,Selfed,F2.249.10,5,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.438.5,1213,1213_F3.438.5,F3.438,Cool,Cold,Outcrossed,F2.249.10,3,3,1,20200101,12.61,14,44.4,1.653,0,0.16,0.7,46.71,-11.95,,,,,,
F3.438.6,1214,1214_F3.438.6,F3.438,Cool,Cold,Outcrossed,F2.249.10,3,14,2,20191230,8.71,26,37.47,0.828,0,0.34,0.74,46.68,-7.18,,,,,,
F3.438.7,1215,1215_F3.438.7,F3.438,Cool,Cold,Outcrossed,F2.249.10,5,14,3,20200101,11.1,29,36.17,1.057,NA,NA,NA,NA,NA,,,,,,
F3.438.8,1216,1216_F3.438.8,F3.438,Cool,Cold,Outcrossed,F2.249.10,3,3,4,20191218,9.49,19,34.4,1.2,NA,NA,NA,NA,NA,,,,,,
F3.482.5,1221,1221_F3.482.5,F3.482,Cool,Cold,Outcrossed,F2.240.9,3,22,1,20191220,17.42,45,33.93,1.24,0,0.41,0.77,44.87,-13.48,,,,,,
F3.482.6,1222,1222_F3.482.6,F3.482,Cool,Cold,Outcrossed,F2.240.9,4,20,2,20191230,8.64,24,38.97,1.103,0,0.18,0.73,44.85,-15.72,,,,,,
F3.482.7,1223,1223_F3.482.7,F3.482,Cool,Cold,Outcrossed,F2.240.9,2,17,3,20200108,10.06,7,37.63,0.984,1,0.4,0.7,NA,-12.82,,,,,,
F3.482.8,1224,1224_F3.482.8,F3.482,Cool,Cold,Outcrossed,F2.240.9,1,4,4,20191223,6.88,15,33.1,0.873,NA,NA,NA,NA,NA,,,,,,
F3.478.5,1229,1229_F3.478.5,F3.478,Cool,Cold,Outcrossed,F2.260.8,1,12,1,20200106,7.75,28,31.6,0.912,0,0.25,0.74,44.77,-13.71,,,,,,
F3.478.6,1230,1230_F3.478.6,F3.478,Cool,Cold,Outcrossed,F2.260.8,1,29,2,20200113,8.24,15,26.27,1.098,0,0.43,0.75,43.61,-14.19,,,,,,
F3.478.7,1231,1231_F3.478.7,F3.478,Cool,Cold,Outcrossed,F2.260.8,2,10,3,20191225,12.42,30,33.27,1.014,NA,NA,NA,NA,NA,,,,,,
F3.478.8,1232,1232_F3.478.8,F3.478,Cool,Cold,Outcrossed,F2.260.8,3,1,4,20191230,6.16,24,29.53,1.291,NA,NA,NA,NA,NA,,,,,,
F3.480.5,1237,1237_F3.480.5,F3.480,Cool,Cold,Outcrossed,F2.230.7,2,26,1,20191220,8.46,26,24.57,0.656,0,0.36,0.72,43.42,-15.03,,,,,,
F3.480.6,1238,1238_F3.480.6,F3.480,Cool,Cold,Outcrossed,F2.230.7,2,26,2,20191220,13.55,102,27.53,0.93,0,0.3,0.73,41.67,-13.78,,,,,,
F3.480.7,1239,1239_F3.480.7,F3.480,Cool,Cold,Outcrossed,F2.230.7,2,29,3,20191225,8.92,34,25,1.742,1,0.15,0.67,45.76,-14.76,,,,,,
F3.480.8,1240,1240_F3.480.8,F3.480,Cool,Cold,Outcrossed,F2.230.7,4,16,4,20200102,4.05,4,23.87,1.406,NA,NA,NA,NA,NA,,,,,,
F3.324.5,1245,1245_F3.324.5,F3.324,Cool,Cold,Selfed,F2.223.9,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.324.6,1246,1246_F3.324.6,F3.324,Cool,Cold,Selfed,F2.223.9,3,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.324.7,1247,1247_F3.324.7,F3.324,Cool,Cold,Selfed,F2.223.9,4,17,3,20191213,12.44,49,31,1.002,1,0.24,0.7,NA,-13.06,,,,,,
F3.324.8,1248,1248_F3.324.8,F3.324,Cool,Cold,Selfed,F2.223.9,5,17,4,20191225,8.85,68,28.6,1.174,NA,NA,NA,NA,NA,,,,,,
F3.326.5,1253,1253_F3.326.5,F3.326,Cool,Cold,Selfed,F2.208.8,5,4,1,20200108,6.32,19,37.8,0.751,0,0.46,0.78,48,-13.51,,,,,,
F3.326.6,1254,1254_F3.326.6,F3.326,Cool,Cold,Selfed,F2.208.8,5,2,2,20191227,6.19,20,36.63,1.662,0,0.26,0.7,50.33,-10.18,,,,,,
F3.326.7,1255,1255_F3.326.7,F3.326,Cool,Cold,Selfed,F2.208.8,2,18,3,20191220,7.8,44,40.3,1.272,NA,NA,NA,NA,NA,,,,,,
F3.326.8,1256,1256_F3.326.8,F3.326,Cool,Cold,Selfed,F2.208.8,4,21,4,20191223,17.29,55,38.27,1.356,NA,NA,NA,NA,NA,,,,,,
F3.440.5,1261,1261_F3.440.5,F3.440,Cool,Cold,Outcrossed,F2.208.8,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.440.6,1262,1262_F3.440.6,F3.440,Cool,Cold,Outcrossed,F2.208.8,2,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.440.7,1263,1263_F3.440.7,F3.440,Cool,Cold,Outcrossed,F2.208.8,3,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.440.8,1264,1264_F3.440.8,F3.440,Cool,Cold,Outcrossed,F2.208.8,1,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.486.5,1269,1269_F3.486.5,F3.486,Cool,Cold,Outcrossed,F2.214.9,1,4,1,20191230,9.33,10,33.3,0.659,0,0.17,0.71,47.34,-12.24,,,,,,
F3.486.6,1270,1270_F3.486.6,F3.486,Cool,Cold,Outcrossed,F2.214.9,2,8,2,20191223,10.43,27,39.93,1.372,0,0.37,0.76,44.5,-14.06,,,,,,
F3.486.7,1271,1271_F3.486.7,F3.486,Cool,Cold,Outcrossed,F2.214.9,2,21,3,20191230,9.88,20,38.63,1.543,1,0.2,0.71,NA,-14.43,,,,,,
F3.486.8,1272,1272_F3.486.8,F3.486,Cool,Cold,Outcrossed,F2.214.9,2,13,4,20191223,8.12,15,30.57,0.825,NA,NA,NA,NA,NA,,,,,,
F3.484.5,1277,1277_F3.484.5,F3.484,Cool,Cold,Outcrossed,F2.235.9,3,23,1,20191223,11.17,38,32.27,1.005,0,0.23,0.74,44.35,-14.59,,,,,,
F3.484.6,1278,1278_F3.484.6,F3.484,Cool,Cold,Outcrossed,F2.235.9,1,15,2,20191230,6.42,13,37.7,1.142,0,0.36,0.76,42.8,-13.68,,,,,,
F3.484.7,1279,1279_F3.484.7,F3.484,Cool,Cold,Outcrossed,F2.235.9,1,17,3,20191218,13.75,68,24.47,1.448,1,0.36,0.65,NA,-16.74,,,,,,
F3.484.8,1280,1280_F3.484.8,F3.484,Cool,Cold,Outcrossed,F2.235.9,3,12,4,20191223,7.5,28,33.43,0.702,NA,NA,NA,NA,NA,,,,,,
F3.488.5,1285,1285_F3.488.5,F3.488,Cool,Cold,Outcrossed,F2.257.6,5,9,1,20191216,9.85,55,38.07,1.023,0,0.42,0.75,45.77,-12.68,,,,,,
F3.488.6,1286,1286_F3.488.6,F3.488,Cool,Cold,Outcrossed,F2.257.6,1,28,2,20191218,11.63,70,42.8,1.411,0,0.33,0.76,47.11,-15.46,,,,,,
F3.488.7,1287,1287_F3.488.7,F3.488,Cool,Cold,Outcrossed,F2.257.6,4,13,3,20191218,13,48,24.4,1.532,1,0.39,0.71,44.46,-15.8,,,,,,
F3.488.8,1288,1288_F3.488.8,F3.488,Cool,Cold,Outcrossed,F2.257.6,5,10,4,20191213,12.81,68,38.4,1.322,NA,NA,NA,NA,NA,,,,,,
F3.328.5,1293,1293_F3.328.5,F3.328,Cool,Cold,Selfed,F2.225.6,2,16,1,20191225,10.9,36,35.2,1.664,0,0.17,0.72,44.58,-13.09,,,,,,
F3.328.6,1294,1294_F3.328.6,F3.328,Cool,Cold,Selfed,F2.225.6,2,25,2,20191225,11.21,35,39.43,2.095,0,0.43,0.78,44.77,-15.74,,,,,,
F3.328.7,1295,1295_F3.328.7,F3.328,Cool,Cold,Selfed,F2.225.6,2,5,3,20191227,3.75,13,32.97,1.048,0,0.26,0.7,49.5,-17.16,,,,,,
F3.328.8,1296,1296_F3.328.8,F3.328,Cool,Cold,Selfed,F2.225.6,3,6,4,no flower,4.22,2,39.33,0.876,NA,NA,NA,NA,NA,,,,,,
