F3ID,UniqueID,FullID,F3_line,Growth_temp,Parent_temp,Cross_type,F2_mum,Row,Column,Block,Date_first_flower,Dry_biomass_g,Total_repro_stems,Chlorophyll_content,LMA_mg_cm2,Post_hail,phiPSII,fvfm_hot,Tcrit-hot,Tcrit-cold,Total_repro_stems_2,N_all_capsules,Sum_capsule_mass,N_capsules_weighed,Mass_per_capsule,Potential_repro_mass
F3.437.1,1737,1737_F3.437.1,F3.437,Warm,Hot,Outcrossed,F2.264.2,5,13,1,20191209,16.5,93,38.2,1.104,0,0.34,0.76,42.13,-13.31,,,,,,
F3.437.2,1738,1738_F3.437.2,F3.437,Warm,Hot,Outcrossed,F2.264.2,3,23,2,20191209,9.67,51,47.6,1.336,0,0.32,0.76,44.99,-12.17,,,,,,
F3.437.3,1739,1739_F3.437.3,F3.437,Warm,Hot,Outcrossed,F2.264.2,4,27,3,20191216,12.64,34,40.43,1.2,NA,NA,NA,NA,NA,,,,,,
F3.437.4,1740,1740_F3.437.4,F3.437,Warm,Hot,Outcrossed,F2.264.2,4,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.473.1,1745,1745_F3.473.1,F3.473,Warm,Hot,Outcrossed,F2.240.1,2,7,1,20191213,8.18,54,34.9,0.863,0,0.38,0.77,45.54,-13.98,,,,,,
F3.473.2,1746,1746_F3.473.2,F3.473,Warm,Hot,Outcrossed,F2.240.1,2,9,2,20191216,5.93,26,31.97,1.29,0,0.26,0.75,45.61,-16.08,,,,,,
F3.473.3,1747,1747_F3.473.3,F3.473,Warm,Hot,Outcrossed,F2.240.1,4,29,3,20191213,18.09,84,45.8,0.975,1,0.29,0.73,45.72,-16.16,,,,,,
F3.473.4,1748,1748_F3.473.4,F3.473,Warm,Hot,Outcrossed,F2.240.1,2,3,4,20191211,6.72,38,39.73,1.237,NA,NA,NA,NA,NA,,,,,,
F3.475.1,1753,1753_F3.475.1,F3.475,Warm,Hot,Outcrossed,F2.242.2,4,22,1,20191209,12.31,92,42.53,1.165,0,0.14,0.69,46.35,-13.28,,,,,,
F3.475.2,1754,1754_F3.475.2,F3.475,Warm,Hot,Outcrossed,F2.242.2,4,5,2,20191209,7.01,65,43.1,1.048,0,0.14,0.7,45.75,-14.95,,,,,,
F3.475.3,1755,1755_F3.475.3,F3.475,Warm,Hot,Outcrossed,F2.242.2,4,15,3,20191209,6.78,32,38.63,1.111,1,0.26,0.68,40.04,-12.22,,,,,,
F3.475.4,1756,1756_F3.475.4,F3.475,Warm,Hot,Outcrossed,F2.242.2,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.477.1,1761,1761_F3.477.1,F3.477,Warm,Hot,Outcrossed,F2.224.1,4,1,1,20191211,7.16,30,47.4,1.5,0,0.18,0.71,44.68,-15.38,,,,,,
F3.477.2,1762,1762_F3.477.2,F3.477,Warm,Hot,Outcrossed,F2.224.1,4,11,2,20191209,7.72,33,39.73,0.944,0,0.28,0.76,45.74,-7.21,,,,,,
F3.477.3,1763,1763_F3.477.3,F3.477,Warm,Hot,Outcrossed,F2.224.1,4,24,3,20191216,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.477.4,1764,1764_F3.477.4,F3.477,Warm,Hot,Outcrossed,F2.224.1,2,10,4,20191209,8.19,33,39.4,0.983,NA,NA,NA,NA,NA,,,,,,
F3.317.1,1769,1769_F3.317.1,F3.317,Warm,Hot,Selfed,F2.217.1,5,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.317.2,1770,1770_F3.317.2,F3.317,Warm,Hot,Selfed,F2.217.1,4,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.317.3,1771,1771_F3.317.3,F3.317,Warm,Hot,Selfed,F2.217.1,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.317.4,1772,1772_F3.317.4,F3.317,Warm,Hot,Selfed,F2.217.1,3,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.319.1,1777,1777_F3.319.1,F3.319,Warm,Hot,Selfed,F2.249.3,1,24,1,20191213,14.9,35,45.13,1.148,0,0.43,0.74,45.32,-15.09,,,,,,
F3.319.2,1778,1778_F3.319.2,F3.319,Warm,Hot,Selfed,F2.249.3,1,3,2,20191225,5.03,3,48.33,1.033,0,0.39,0.77,44.67,-13.35,,,,,,
F3.319.3,1779,1779_F3.319.3,F3.319,Warm,Hot,Selfed,F2.249.3,1,29,3,20191230,12.73,8,43.67,1.522,1,0.39,0.65,45.41,-13.64,,,,,,
F3.319.4,1780,1780_F3.319.4,F3.319,Warm,Hot,Selfed,F2.249.3,1,21,4,20191223,12.51,36,33.97,1.153,NA,NA,NA,NA,NA,,,,,,
F3.439.1,1785,1785_F3.439.1,F3.439,Warm,Hot,Outcrossed,F2.249.3,1,22,1,20191218,14.11,27,39.87,1.392,0,0.27,0.74,45.61,-13.57,,,,,,
F3.439.2,1786,1786_F3.439.2,F3.439,Warm,Hot,Outcrossed,F2.249.3,4,4,2,20191220,6.93,11,31.73,1.407,0,0.25,0.75,45.07,-10.15,,,,,,
F3.439.3,1787,1787_F3.439.3,F3.439,Warm,Hot,Outcrossed,F2.249.3,4,7,3,20191216,11.52,6,38.57,1.178,1,0.26,0.74,NA,-12.78,,,,,,
F3.439.4,1788,1788_F3.439.4,F3.439,Warm,Hot,Outcrossed,F2.249.3,5,27,4,20191211,10.37,53,43.63,1.16,NA,NA,NA,NA,NA,,,,,,
F3.479.1,1793,1793_F3.479.1,F3.479,Warm,Hot,Outcrossed,F2.240.1,3,6,1,20191213,14.85,27,38.27,1.101,0,0.32,0.75,46.5,-7,,,,,,
F3.479.2,1794,1794_F3.479.2,F3.479,Warm,Hot,Outcrossed,F2.240.1,1,15,2,20191211,11.27,69,39.77,1.035,0,0.42,0.79,44.89,-11.43,,,,,,
F3.479.3,1795,1795_F3.479.3,F3.479,Warm,Hot,Outcrossed,F2.240.1,3,1,3,20191211,16.32,51,33.9,0.699,0,0.39,0.76,41.45,-13.72,,,,,,
F3.479.4,1796,1796_F3.479.4,F3.479,Warm,Hot,Outcrossed,F2.240.1,2,7,4,20191209,5.58,65,33.77,1.129,NA,NA,NA,NA,NA,,,,,,
F3.481.1,1801,1801_F3.481.1,F3.481,Warm,Hot,Outcrossed,F2.260.3,4,23,1,20191220,10.07,29,30.5,1.799,0,0.18,0.75,43.84,-13.77,,,,,,
F3.481.2,1802,1802_F3.481.2,F3.481,Warm,Hot,Outcrossed,F2.260.3,4,3,2,20191211,8.15,53,31.47,1.237,0,0.14,0.72,43.75,-14.07,,,,,,
F3.481.3,1803,1803_F3.481.3,F3.481,Warm,Hot,Outcrossed,F2.260.3,5,22,3,20191213,14.61,68,33.27,1.404,1,0.25,0.69,43.57,-12.18,,,,,,
F3.481.4,1804,1804_F3.481.4,F3.481,Warm,Hot,Outcrossed,F2.260.3,5,5,4,20191213,6.48,26,19.5,1.017,NA,NA,NA,NA,NA,,,,,,
F3.483.1,1809,1809_F3.483.1,F3.483,Warm,Hot,Outcrossed,F2.230.1,2,13,1,20191209,11.91,42,27.3,1.478,0,0.26,0.74,45.75,-11.88,,,,,,
F3.483.2,1810,1810_F3.483.2,F3.483,Warm,Hot,Outcrossed,F2.230.1,5,12,2,20191216,17.44,38,39.3,1.395,0,0.28,0.75,45.26,-8.03,,,,,,
F3.483.3,1811,1811_F3.483.3,F3.483,Warm,Hot,Outcrossed,F2.230.1,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.483.4,1812,1812_F3.483.4,F3.483,Warm,Hot,Outcrossed,F2.230.1,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.321.1,1817,1817_F3.321.1,F3.321,Warm,Hot,Selfed,F2.223.1,4,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.321.2,1818,1818_F3.321.2,F3.321,Warm,Hot,Selfed,F2.223.1,2,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.321.3,1819,1819_F3.321.3,F3.321,Warm,Hot,Selfed,F2.223.1,1,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.321.4,1820,1820_F3.321.4,F3.321,Warm,Hot,Selfed,F2.223.1,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.323.1,1825,1825_F3.323.1,F3.323,Warm,Hot,Selfed,F2.208.1,2,5,1,20191211,13.07,66,46.07,1.36,0,0.36,0.77,45.49,-12.78,,,,,,
F3.323.2,1826,1826_F3.323.2,F3.323,Warm,Hot,Selfed,F2.208.1,1,21,2,20191225,9.55,39,36.43,0.954,0,0.22,0.74,43.35,-14.15,,,,,,
F3.323.3,1827,1827_F3.323.3,F3.323,Warm,Hot,Selfed,F2.208.1,3,22,3,20191218,11.33,26,42.3,1.296,1,0.23,0.72,NA,-12.17,,,,,,
F3.323.4,1828,1828_F3.323.4,F3.323,Warm,Hot,Selfed,F2.208.1,4,17,4,20191211,7.93,68,31.37,1.928,NA,NA,NA,NA,NA,,,,,,
F3.441.1,1833,1833_F3.441.1,F3.441,Warm,Hot,Outcrossed,F2.208.1,3,21,1,20191213,13.41,32,29.97,0.994,0,0.38,0.77,44.4,-12.93,,,,,,
F3.441.2,1834,1834_F3.441.2,F3.441,Warm,Hot,Outcrossed,F2.208.1,1,17,2,20191209,10.85,58,33.67,1.055,0,0.4,0.79,42.68,-12.37,,,,,,
F3.441.3,1835,1835_F3.441.3,F3.441,Warm,Hot,Outcrossed,F2.208.1,3,10,3,20191206,13.81,63,34.77,1.341,1,0.39,0.76,43.22,-13.4,,,,,,
F3.441.4,1836,1836_F3.441.4,F3.441,Warm,Hot,Outcrossed,F2.208.1,2,21,4,20191209,7.99,40,39.63,0.97,NA,NA,NA,NA,NA,,,,,,
F3.485.1,1841,1841_F3.485.1,F3.485,Warm,Hot,Outcrossed,F2.214.1,3,27,1,20191211,18.56,45,35.6,1.466,0,0.23,0.76,48.74,-14.21,,,,,,
F3.485.2,1842,1842_F3.485.2,F3.485,Warm,Hot,Outcrossed,F2.214.1,4,29,2,20191213,13.74,48,30.83,1.386,0,0.13,0.71,45.2,-15.26,,,,,,
F3.485.3,1843,1843_F3.485.3,F3.485,Warm,Hot,Outcrossed,F2.214.1,1,24,3,20191209,22.22,110,35.07,1.467,1,0.12,0.68,45.65,-11.19,,,,,,
F3.485.4,1844,1844_F3.485.4,F3.485,Warm,Hot,Outcrossed,F2.214.1,5,12,4,20191218,12.78,47,39.4,1.147,NA,NA,NA,NA,NA,,,,,,
F3.489.1,1849,1849_F3.489.1,F3.489,Warm,Hot,Outcrossed,F2.235.1,3,28,1,20191216,11.28,46,44.97,1.534,0,0.24,0.75,47.49,-15.78,,,,,,
F3.489.2,1850,1850_F3.489.2,F3.489,Warm,Hot,Outcrossed,F2.235.1,2,3,2,20191213,6.94,22,32.37,0.691,0,0.26,0.73,44.42,-12.33,,,,,,
F3.489.3,1851,1851_F3.489.3,F3.489,Warm,Hot,Outcrossed,F2.235.1,4,21,3,20191216,9.86,30,35.27,0.917,1,0.36,0.68,40.73,-12.94,,,,,,
F3.489.4,1852,1852_F3.489.4,F3.489,Warm,Hot,Outcrossed,F2.235.1,5,6,4,20191211,10.37,51,34.63,0.939,NA,NA,NA,NA,NA,,,,,,
F3.487.1,1857,1857_F3.487.1,F3.487,Warm,Hot,Outcrossed,F2.257.1,4,10,1,20191213,13.56,31,32.67,1.002,0,0.39,0.78,44.14,-14.71,,,,,,
F3.487.2,1858,1858_F3.487.2,F3.487,Warm,Hot,Outcrossed,F2.257.1,4,28,2,20191209,8.53,55,36.77,1.424,0,0.45,0.76,43.41,-8.67,,,,,,
F3.487.3,1859,1859_F3.487.3,F3.487,Warm,Hot,Outcrossed,F2.257.1,1,10,3,20191211,12.33,42,36.27,1.405,1,0.32,0.66,43.18,-16.14,,,,,,
F3.487.4,1860,1860_F3.487.4,F3.487,Warm,Hot,Outcrossed,F2.257.1,2,12,4,20191209,9.43,55,27.9,1.163,NA,NA,NA,NA,NA,,,,,,
F3.325.1,1865,1865_F3.325.1,F3.325,Warm,Hot,Selfed,F2.225.1,4,8,1,20191216,14.56,31,44.63,1.06,0,0.46,0.78,47.66,-14.75,,,,,,
F3.325.2,1866,1866_F3.325.2,F3.325,Warm,Hot,Selfed,F2.225.1,2,5,2,20191216,5.46,27,42.03,1.046,0,0.4,0.78,45.29,-15.64,,,,,,
F3.325.3,1867,1867_F3.325.3,F3.325,Warm,Hot,Selfed,F2.225.1,3,25,3,20191216,8.39,12,39.87,0.737,1,0.47,0.76,43.76,-13.07,,,,,,
F3.325.4,1868,1868_F3.325.4,F3.325,Warm,Hot,Selfed,F2.225.1,1,6,4,20191216,3.37,6,27.5,1.813,NA,NA,NA,NA,NA,,,,,,
F3.327.1,1873,1873_F3.327.1,F3.327,Warm,Hot,Selfed,F2.255.1,3,16,1,20191218,11.4,11,45.97,1.563,0,0.2,0.71,43.47,-16.98,,,,,,
F3.327.2,1874,1874_F3.327.2,F3.327,Warm,Hot,Selfed,F2.255.1,5,7,2,20191218,7.75,23,43.97,0.947,0,0.21,0.76,44.99,-14.78,,,,,,
F3.327.3,1875,1875_F3.327.3,F3.327,Warm,Hot,Selfed,F2.255.1,2,23,3,20191218,15.46,18,41.7,1.872,1,0.27,0.75,44.89,NA,,,,,,
F3.327.4,1876,1876_F3.327.4,F3.327,Warm,Hot,Selfed,F2.255.1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.443.1,1881,1881_F3.443.1,F3.443,Warm,Hot,Outcrossed,F2.255.1,5,15,1,20191225,13.08,13,27.03,2.027,0,0.21,0.7,46.27,-17.34,,,,,,
F3.443.2,1882,1882_F3.443.2,F3.443,Warm,Hot,Outcrossed,F2.255.1,5,27,2,20191218,7.62,37,40.73,1.336,0,0.31,0.72,43.56,-13.83,,,,,,
F3.443.3,1883,1883_F3.443.3,F3.443,Warm,Hot,Outcrossed,F2.255.1,3,8,3,20191216,10.02,30,31.7,0.92,1,0.23,0.74,47.46,-12.84,,,,,,
F3.443.4,1884,1884_F3.443.4,F3.443,Warm,Hot,Outcrossed,F2.255.1,2,16,4,20191216,7.77,34,41.23,1.599,NA,NA,NA,NA,NA,,,,,,
F3.491.1,1889,1889_F3.491.1,F3.491,Warm,Hot,Outcrossed,F2.216.3,1,8,1,20191211,16.87,73,43.73,1.263,0,0.2,0.68,45.2,-14.23,,,,,,
F3.491.2,1890,1890_F3.491.2,F3.491,Warm,Hot,Outcrossed,F2.216.3,2,22,2,20191213,4.63,22,45.1,0.851,0,0.33,0.76,45.8,-13.45,,,,,,
F3.491.3,1891,1891_F3.491.3,F3.491,Warm,Hot,Outcrossed,F2.216.3,1,27,3,20191213,15.39,51,39.7,1.57,1,0.38,0.71,43.16,-14.43,,,,,,
F3.491.4,1892,1892_F3.491.4,F3.491,Warm,Hot,Outcrossed,F2.216.3,5,24,4,20191209,7.46,39,32.47,1.661,NA,NA,NA,NA,NA,,,,,,
F3.493.1,1897,1897_F3.493.1,F3.493,Warm,Hot,Outcrossed,F2.259.1,2,17,1,20191216,11.16,33,28.57,1.198,0,0.14,0.71,46.79,-12.1,,,,,,
F3.493.2,1898,1898_F3.493.2,F3.493,Warm,Hot,Outcrossed,F2.259.1,4,6,2,20191209,5.96,14,35.53,1.459,0,0.4,0.77,45.56,-11.8,,,,,,
F3.493.3,1899,1899_F3.493.3,F3.493,Warm,Hot,Outcrossed,F2.259.1,2,19,3,20191209,12.41,49,36.1,1.762,1,0.33,0.75,44.84,-12.38,,,,,,
F3.493.4,1900,1900_F3.493.4,F3.493,Warm,Hot,Outcrossed,F2.259.1,4,2,4,20191213,9.12,55,29.8,1.045,NA,NA,NA,NA,NA,,,,,,
F3.495.1,1905,1905_F3.495.1,F3.495,Warm,Hot,Outcrossed,F2.244.5,2,4,1,20191227,6.84,21,38.63,1.155,0,0.35,0.77,50.56,-10.71,,,,,,
F3.495.2,1906,1906_F3.495.2,F3.495,Warm,Hot,Outcrossed,F2.244.5,5,24,2,20191225,2.64,14,28.6,0.998,0,0.19,0.75,43.5,-10.51,,,,,,
F3.495.3,1907,1907_F3.495.3,F3.495,Warm,Hot,Outcrossed,F2.244.5,5,24,3,20191209,9.82,39,25.13,1.516,1,0.42,0.74,44.62,-12.5,,,,,,
F3.495.4,1908,1908_F3.495.4,F3.495,Warm,Hot,Outcrossed,F2.244.5,3,27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.329.1,1913,1913_F3.329.1,F3.329,Warm,Hot,Selfed,F2.229.2,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.329.2,1914,1914_F3.329.2,F3.329,Warm,Hot,Selfed,F2.229.2,3,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.329.3,1915,1915_F3.329.3,F3.329,Warm,Hot,Selfed,F2.229.2,4,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.329.4,1916,1916_F3.329.4,F3.329,Warm,Hot,Selfed,F2.229.2,5,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.331.1,1921,1921_F3.331.1,F3.331,Warm,Hot,Selfed,F2.237.5,5,14,1,20191213,9.57,59,43.03,1.244,0,0.33,0.77,43.57,-15.02,,,,,,
F3.331.2,1922,1922_F3.331.2,F3.331,Warm,Hot,Selfed,F2.237.5,4,19,2,20191209,6.41,29,38.17,1.457,0,0.22,0.69,46.86,-14.57,,,,,,
F3.331.3,1923,1923_F3.331.3,F3.331,Warm,Hot,Selfed,F2.237.5,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.331.4,1924,1924_F3.331.4,F3.331,Warm,Hot,Selfed,F2.237.5,4,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.445.1,1929,1929_F3.445.1,F3.445,Warm,Hot,Outcrossed,F2.237.5,5,24,1,20191211,18.86,115,36.37,1.568,0,0.21,0.75,43.82,-9.22,,,,,,
F3.445.2,1930,1930_F3.445.2,F3.445,Warm,Hot,Outcrossed,F2.237.5,3,21,2,20191209,5.9,43,34.1,0.883,0,0.14,0.72,45.82,-10.62,,,,,,
F3.445.3,1931,1931_F3.445.3,F3.445,Warm,Hot,Outcrossed,F2.237.5,1,6,3,20191209,10.46,40,30.17,1.605,0,0.19,0.69,42.8,-14.65,,,,,,
F3.445.4,1932,1932_F3.445.4,F3.445,Warm,Hot,Outcrossed,F2.237.5,2,17,4,no flower,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.501.1,1937,1937_F3.501.1,F3.501,Warm,Hot,Outcrossed,F2.253.1,2,12,1,20191223,5.96,7,44.73,1.202,0,0.4,0.77,44.19,-9.18,,,,,,
F3.501.2,1938,1938_F3.501.2,F3.501,Warm,Hot,Outcrossed,F2.253.1,3,3,2,died,NA,0,NA,NA,0,0.12,0.7,47.81,-15.12,,,,,,
F3.501.3,1939,1939_F3.501.3,F3.501,Warm,Hot,Outcrossed,F2.253.1,3,19,3,20191213,6.4,4,49.97,1.277,1,0.42,0.78,43.36,-15.21,,,,,,
F3.501.4,1940,1940_F3.501.4,F3.501,Warm,Hot,Outcrossed,F2.253.1,4,25,4,20191213,10.58,40,34.2,1.203,NA,NA,NA,NA,NA,,,,,,
F3.497.1,1945,1945_F3.497.1,F3.497,Warm,Hot,Outcrossed,F2.242.1,3,2,1,20191213,8.7,45,47.3,1.097,0,0.25,0.72,45.42,-16.43,,,,,,
F3.497.2,1946,1946_F3.497.2,F3.497,Warm,Hot,Outcrossed,F2.242.1,4,24,2,20191206,10.72,83,36.5,1.091,0,0.32,0.76,44.44,-9.89,,,,,,
F3.497.3,1947,1947_F3.497.3,F3.497,Warm,Hot,Outcrossed,F2.242.1,3,18,3,20191211,21.03,48,44.7,1.391,1,0.36,0.74,43.74,-15.64,,,,,,
F3.497.4,1948,1948_F3.497.4,F3.497,Warm,Hot,Outcrossed,F2.242.1,5,3,4,20191209,9.89,69,26.47,0.947,NA,NA,NA,NA,NA,,,,,,
F3.499.1,1953,1953_F3.499.1,F3.499,Warm,Hot,Outcrossed,F2.227.1,3,20,1,20191216,9.74,7,40.07,1.337,0,0.24,0.76,44.6,-14.6,,,,,,
F3.499.2,1954,1954_F3.499.2,F3.499,Warm,Hot,Outcrossed,F2.227.1,5,9,2,20191216,4.47,16,27.83,0.998,0,0.31,0.77,48.48,-7.65,,,,,,
F3.499.3,1955,1955_F3.499.3,F3.499,Warm,Hot,Outcrossed,F2.227.1,4,10,3,20191216,16.06,29,36.4,1.129,1,0.2,0.69,45.23,-9.89,,,,,,
F3.499.4,1956,1956_F3.499.4,F3.499,Warm,Hot,Outcrossed,F2.227.1,2,19,4,20191209,6.76,42,23.57,1.643,NA,NA,NA,NA,NA,,,,,,
F3.333.1,1961,1961_F3.333.1,F3.333,Warm,Hot,Selfed,F2.233.2,3,7,1,no flower,8.55,3,44.63,1.28,0,0.39,0.79,47.58,-11.35,,,,,,
F3.333.2,1962,1962_F3.333.2,F3.333,Warm,Hot,Selfed,F2.233.2,5,26,2,20191218,10.64,42,35.2,1.262,0,0.38,0.74,43.7,-13.43,,,,,,
F3.333.3,1963,1963_F3.333.3,F3.333,Warm,Hot,Selfed,F2.233.2,3,26,3,20191216,9.33,31,44.87,1.501,1,0.35,0.75,43.02,-14.07,,,,,,
F3.333.4,1964,1964_F3.333.4,F3.333,Warm,Hot,Selfed,F2.233.2,4,23,4,20191213,11.34,42,32.1,1.011,NA,NA,NA,NA,NA,,,,,,
F3.349.1,1969,1969_F3.349.1,F3.349,Warm,Hot,Selfed,F2.259.1,5,18,1,20191230,7.89,4,27,1.282,0,0.22,0.72,46.87,-14.58,,,,,,
F3.349.2,1970,1970_F3.349.2,F3.349,Warm,Hot,Selfed,F2.259.1,2,7,2,20191227,3.56,10,24.23,0.893,0,0.24,0.76,44.96,-10.11,,,,,,
F3.349.3,1971,1971_F3.349.3,F3.349,Warm,Hot,Selfed,F2.259.1,2,20,3,20191209,6.9,25,39.8,1.131,1,0.43,0.73,42.87,-12.35,,,,,,
F3.349.4,1972,1972_F3.349.4,F3.349,Warm,Hot,Selfed,F2.259.1,4,27,4,20191216,16.35,49,31.77,1.7,NA,NA,NA,NA,NA,,,,,,
F3.447.1,1977,1977_F3.447.1,F3.447,Warm,Hot,Outcrossed,F2.237.5,1,20,1,20191216,15.6,48,37,1.301,0,0.21,0.72,44.28,-13.12,,,,,,
F3.447.2,1978,1978_F3.447.2,F3.447,Warm,Hot,Outcrossed,F2.237.5,3,8,2,20191213,5.11,25,39.13,0.88,0,0.34,0.77,44.49,-11.56,,,,,,
F3.447.3,1979,1979_F3.447.3,F3.447,Warm,Hot,Outcrossed,F2.237.5,4,26,3,20191209,13.14,79,32.13,1.438,1,0.2,0.75,49.49,-11.94,,,,,,
F3.447.4,1980,1980_F3.447.4,F3.447,Warm,Hot,Outcrossed,F2.237.5,5,28,4,20191213,8.18,91,34.7,1.213,NA,NA,NA,NA,NA,,,,,,
F3.505.1,1985,1985_F3.505.1,F3.505,Warm,Hot,Outcrossed,F2.222.1,4,2,1,20191216,9.06,28,25.8,1.298,0,0.12,0.65,48.51,-8.44,,,,,,
F3.505.2,1986,1986_F3.505.2,F3.505,Warm,Hot,Outcrossed,F2.222.1,4,18,2,20191213,7.51,30,38.27,0.823,0,0.35,0.74,42.6,-14.99,,,,,,
F3.505.3,1987,1987_F3.505.3,F3.505,Warm,Hot,Outcrossed,F2.222.1,1,8,3,20191209,17.41,72,43.93,0.923,1,0.21,0.67,45.39,-9.95,,,,,,
F3.505.4,1988,1988_F3.505.4,F3.505,Warm,Hot,Outcrossed,F2.222.1,3,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.507.1,1993,1993_F3.507.1,F3.507,Warm,Hot,Outcrossed,F2.259.1,2,14,1,20191213,16.64,48,44.2,1.053,0,0.2,0.75,43.29,-12.65,,,,,,
F3.507.2,1994,1994_F3.507.2,F3.507,Warm,Hot,Outcrossed,F2.259.1,5,1,2,20191213,8.69,52,31.6,0.845,0,0.25,0.74,44.75,-13.87,,,,,,
F3.507.3,1995,1995_F3.507.3,F3.507,Warm,Hot,Outcrossed,F2.259.1,3,6,3,20191213,11.16,28,42.2,1.679,0,0.25,0.72,44.3,-7.29,,,,,,
F3.507.4,1996,1996_F3.507.4,F3.507,Warm,Hot,Outcrossed,F2.259.1,2,9,4,20191211,11.8,91,33.33,0.977,NA,NA,NA,NA,NA,,,,,,
F3.503.1,2001,2001_F3.503.1,F3.503,Warm,Hot,Outcrossed,F2.242.1,1,7,1,20191213,10.21,42,31.97,1.157,0,0.16,0.69,47.29,-12.14,,,,,,
F3.503.2,2002,2002_F3.503.2,F3.503,Warm,Hot,Outcrossed,F2.242.1,3,10,2,20191211,4.07,19,30.7,0.915,0,0.4,0.78,41.12,-6.54,,,,,,
F3.503.3,2003,2003_F3.503.3,F3.503,Warm,Hot,Outcrossed,F2.242.1,5,26,3,20191216,5.97,19,46.1,1.2,1,0.5,0.77,44.82,-11.43,,,,,,
F3.503.4,2004,2004_F3.503.4,F3.503,Warm,Hot,Outcrossed,F2.242.1,4,10,4,20191209,5.34,47,28.37,0.79,NA,NA,NA,NA,NA,,,,,,
F3.337.1,2009,2009_F3.337.1,F3.337,Warm,Hot,Selfed,F2.239.5,2,20,1,20191216,9.65,11,39.2,1.118,0,0.28,0.75,45.76,-11.4,,,,,,
F3.337.2,2010,2010_F3.337.2,F3.337,Warm,Hot,Selfed,F2.239.5,4,13,2,20191225,5.25,1,NA,NA,0,0.41,0.78,42.35,-11.46,,,,,,
F3.337.3,2011,2011_F3.337.3,F3.337,Warm,Hot,Selfed,F2.239.5,5,15,3,20191220,8.34,30,36.73,1.417,1,0.4,0.78,49.9,-11.89,,,,,,
F3.337.4,2012,2012_F3.337.4,F3.337,Warm,Hot,Selfed,F2.239.5,4,26,4,20200106,1.93,1,36.77,0.741,NA,NA,NA,NA,NA,,,,,,
F3.339.1,2017,2017_F3.339.1,F3.339,Warm,Hot,Selfed,F2.236.1,1,10,1,20191223,7.63,45,35.43,1.835,0,0.22,0.72,46.23,-14.71,,,,,,
F3.339.2,2018,2018_F3.339.2,F3.339,Warm,Hot,Selfed,F2.236.1,1,23,2,20191223,7.12,41,38.2,0.94,0,0.41,0.75,42.38,-8.78,,,,,,
F3.339.3,2019,2019_F3.339.3,F3.339,Warm,Hot,Selfed,F2.236.1,1,16,3,20191218,10.98,57,43.57,1.446,1,0.33,0.74,43.81,-7.27,,,,,,
F3.339.4,2020,2020_F3.339.4,F3.339,Warm,Hot,Selfed,F2.236.1,1,14,4,20200122,5.69,8,40.53,0.938,NA,NA,NA,NA,NA,,,,,,
F3.449.1,2025,2025_F3.449.1,F3.449,Warm,Hot,Outcrossed,F2.236.1,2,28,1,died,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,,,
F3.449.2,2026,2026_F3.449.2,F3.449,Warm,Hot,Outcrossed,F2.236.1,4,17,2,20191216,9.74,32,34.4,1.398,0,0.21,0.73,47,-15.25,,,,,,
F3.449.3,2027,2027_F3.449.3,F3.449,Warm,Hot,Outcrossed,F2.236.1,1,2,3,20191230,8.85,22,56.37,1.173,0,0.42,0.75,44.81,-13.79,,,,,,
