Species,Date,Day,Temp,CO2,Water,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),CiCa,Rdark (umol m-2 s-1),date_carbo,leaf_soluble_sugar_mg_per_g,leaf_soluble_starch_mg_per_g,stem_soluble_sugar_mg_per_g,stem_soluble_starch_mg_per_g,root_soluble_sugar_mg_per_g,root_soluble_starch_mg_per_g,date_biomass,Height (cm),BasalDia1 (mm),BasalDia2 (mm),LA (cm-2),leafDW (g),stemDW (g),rootDW (g),root_shoot_ratio,leaf_area_ratio_cm2_g,specific_leaf_area_cm2_g,sample_day,context
Callitris rhomboidea,15/05/2012,51,Amb,400,Wet,559,9.92885335,0.151377112,265.0858573,2.516362181,1.747505625,0.688883518,0.877095696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Wet,649,13.98075024,0.121548947,411.620177,1.950679701,1.665705712,0.666681009,1.382936329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Wet,647,14.86664511,0.110564393,378.8183189,2.01732437,1.888771889,0.613413929,0.833064804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Wet,646,16.57701925,0.170930217,434.907574,2.799952816,1.733569662,0.708177627,0.970597337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Wet,656,11.96422646,0.139512887,464.8279213,1.837012823,1.379690565,0.74866889700000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Wet,656,11.96422646,0.139512887,464.8279213,1.837012823,1.379690565,0.74866889700000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Wet,343,7.393141473,0.06654164,428.5813054,1.338331043,2.032212491,0.682483899,0.839188215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Wet,355,7.487655591,0.062819823,414.9055823,1.393996552,2.239154565,0.659805354,1.130113879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Wet,346,11.78090569,0.09872452,404.780511,2.296072752,2.380062331,0.650549211,1.341061767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Wet,356,9.011200925,0.073021379,401.9227788,1.822545874,2.524957359,0.642497403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Wet,446,5.511827339,0.084928343,272.6201206,1.764881308,2.11573572,0.697286374,1.228826942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Wet,454,6.303521648,0.092791505,268.9763857,1.678054309,1.853292683,0.687687802,1.024189875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Wet,457,5.506107307,0.088013362,274.3259876,2.04727923,2.371416226,0.702823307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Wet,441,6.383537787,0.114512816,285.9357339,2.366644625,2.123331801,0.732411756,1.051611049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,21/05/2012,57,Amb,400,Dry,542,2.224916389,0.015238378,153.7893374,0.317016473,2.075756219,0.386494303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,400,Dry,543,4.753666313,0.036123681,171.5951099,0.720736223,2.010781731,0.435517807,0.541849101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,400,Dry,549,1.505826403,0.010293784,152.4002569,0.235096109,2.273777536,0.383486367,0.528023272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,400,Dry,541,2.285144526,0.015342201,146.216134,0.375499004,2.435423412,0.368749078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Dry,660,1.779338865,0.008359068,281.38692,0.165005544,1.960492885,0.441367167,0.409986716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Dry,652,1.468289842,0.005852199,221.0038723,0.123047819,2.08338157,0.346529437,0.317310236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Dry,654,2.878760221,0.012548599,254.0249904,0.221403158,1.759486522,0.39982996,0.379133413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Dry,658,7.632913491,0.028454126,180.624101,0.64307008,2.261108953,0.287173798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Dry,351,0.354285071,0.002078824,346.5613737,0.052012101,2.462079489,0.542147493,0.298267264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Dry,347,0.758729793,0.003039768,217.3013925,0.086580591,2.803755591,0.340977706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Dry,342,0.67729186,0.003588419,312.045028,0.10690284,2.932897083,0.489681461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Dry,348,2.687859642,0.008998738,140.6554759,0.222575669,2.436201888,0.221325432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Dry,455,0.31315545,0.002889994,213.5364007,0.066208316,2.253873477,0.535181721,0.384786748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Dry,458,-0.04840977,0.002221111,420.1844036,0.055111699,2.444269994,1.046919833,0.319195806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Dry,452,0.091813518,0.003673327,345.9974444,0.084315674,2.266596591,0.865567102,0.318511668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Dry,442,1.552857824,0.010329169,145.5862931,0.260529461,2.486447858,0.365774983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,400,Wet,546,7.818092962,0.119353826,267.2247874,2.230562053,1.941373925,0.691067187,1.323780143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,400,Wet,545,8.548713942,0.144201751,278.0590686,2.54507595,1.853415829,0.717250973,1.136754671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,8/05/2012,44,Amb,400,Wet,544,9.032635059,0.108350843,239.7772064,1.784684987,1.693206744,0.619752343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Amb,400,Wet,546,9.285205637,0.100532648,222.5769928,2.076064096,2.120532925,0.576508866,0.832024668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Amb,640,Wet,649,12.66330232,0.118274959,426.0789389,1.986668264,1.734946671,0.688055427,1.54519465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Amb,640,Wet,647,13.38475645,0.114095709,411.4337375,1.87961758,1.701286398,0.662609396,0.754730212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Amb,640,Wet,646,15.02185337,0.156037291,440.2489364,2.611037767,1.75408686,0.712600187,1.317381095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Amb,640,Wet,656,14.11946661,0.158556247,450.8116683,2.908805697,1.9212482849999999,0.729561782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Amb,640,Wet,656,14.11946661,0.158556247,450.8116683,2.908805697,1.9212482849999999,0.729561782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,640,Wet,343,6.65056848,0.055051437,413.034395,1.280863376,2.32688448,0.655699373,0.966223935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,640,Wet,355,7.548018912,0.051169924,367.1149909,1.299195545,2.536236507,0.584562292,1.068811918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,640,Wet,346,8.585390389,0.075522716,420.1179461,1.697303975,2.270410809,0.670856807,1.257199399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,640,Wet,356,8.639424551,0.083779546,433.9243446,2.175377159,2.628297549,0.691937085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,400,Wet,446,6.165264069,0.091816847,264.3117829,2.358284681,2.608555172,0.679233256,1.263075076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,400,Wet,454,7.006039786,0.088954479,245.0207284,2.289283479,2.610675806,0.630697576,1.23213199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,400,Wet,457,5.970757972,0.109207668,286.244124,2.637688971,2.468262985,0.732610193,1.022504322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,8/05/2012,44,Elv,400,Wet,441,5.172467767,0.061585296,240.5741767,1.708130902,2.784191342,0.613306049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_44,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_44
Callitris rhomboidea,15/05/2012,51,Amb,400,Dry,542,3.17505859,0.021028044,139.22487280000001,0.57929158,2.763826805,0.35293651,0.611384838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,400,Dry,543,5.101032888,0.041436543,181.042219,1.044532141,2.545856596,0.461065964,0.662900346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,400,Dry,549,2.29799055,0.016061198,156.5487344,0.353699019,2.195551863,0.394747484,0.360493228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,400,Dry,541,2.315267424,0.015615844,148.1410926,0.35009115,2.231456225,0.373614931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Dry,660,2.706167033,0.008614685,120.456086,0.159009269,1.834150909,0.189436777,0.302400675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Dry,652,3.774416482,0.015114533,217.6653006,0.338035453,2.227635128,0.342938536,0.051828583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Dry,654,2.849741562,0.011777181,233.2784874,0.227716744,1.926555285,0.367044861,0.382568207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,640,Dry,658,8.135041624,0.032429486,207.7099388,0.648933072,2.004521879,0.331149644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Dry,351,3.090486395,0.008712372,53.04178403,0.186645707,2.114559259,0.083616925,0.345044045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Dry,347,3.135721802,0.01173255,189.4514618,0.303650176,2.559851064,0.297866176,0.35014593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Dry,342,1.571136771,0.006540736,234.6301742,0.171193715,2.584500386,0.367649701,0.273718394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,640,Dry,348,3.061401714,0.012131177,210.8704695,0.335634442,2.731728424,0.331973578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Dry,455,1.114208396,0.007259154,139.9321428,0.18109783,2.462503001,0.352305162,0.315810883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Dry,458,-0.012433118,0.00220645,394.4615979,0.060081837,2.679952164,0.987850818,0.314387196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Dry,452,0.080324687,0.002812849,339.0869017,0.075993791,2.667411334,0.845912959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Elv,400,Dry,442,1.397958137,0.009887282,158.7299091,0.262447435,2.615189514,0.399227849,0.419320404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,400,Wet,546,7.61373342,0.090450353,237.2756731,2.061450348,2.346180282,0.611420782,1.085020729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,15/05/2012,51,Amb,400,Wet,545,6.96815548,0.0940914,256.3483677,1.832819354,2.011542034,0.658630491,0.852119272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
Callitris rhomboidea,1/05/2012,37,Amb,400,Wet,544,7.629365904,0.080945783,222.1357524,1.660559956,2.102788744,0.573036835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Amb,640,Wet,649,13.58372297,0.112974571,401.2851111,2.180896888,2.001587618,0.64955253,1.476045609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Amb,640,Wet,647,15.8357575,0.153485465,425.691947,2.628366664,1.804536588,0.692359429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Amb,640,Wet,646,15.65085225,0.19714877,466.1647509,2.715288526,1.47806763,0.758161991,1.725300995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Amb,640,Wet,656,13.20161818,0.179515271,479.6696698,2.724944354,1.615195275,0.77482998300000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Amb,640,Wet,656,13.20161818,0.179515271,479.6696698,2.724944354,1.615195275,0.77482998300000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Elv,640,Wet,343,9.584352752,0.080198271,408.7896056,1.908845996,2.4305791390000002,0.653295522,1.333501985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Elv,640,Wet,355,8.022421053,0.046607089,324.9070979,1.44134276,3.109257525,0.516643285,1.120040501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Elv,640,Wet,346,9.677311281,0.087409656,419.6767836,2.385553896,2.789132608,0.670540523,1.823551174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
Callitris rhomboidea,1/05/2012,37,Elv,640,Wet,356,10.9400499,0.101515633,423.9207504,2.49009296,2.520093906,0.679472444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_37,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_37
