Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Column1
Brassica,napus,Brassica napus,Brassicaceae,Drosophilidae sp.1,NA,NA,NA,Drosphilidae,NA,NA,Insecta,Diptera,2,WA,West River,-33.5537092,119.5716707,1/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Drosophilidae sp.1,NA,NA,NA,Drosphilidae,NA,NA,Insecta,Diptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,8/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,nitida,Hakea nitida,Proteaceae,Drosophilidae sp.1,Drosophilidae,NA,sp.1,Drosophilidae,NA,NA,Insecta,Diptera,5,WA,Mount Burdett NR,-33.46171,122.1208,12/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,nitida,Hakea nitida,Proteaceae,Eleale aulicodes,Eleale,NA,aulicodes,Cleridae,Epiclininae,NA,Insecta,Coleoptera,1,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Isopogon,spathulatus elongatus,Isopogon spathulatus elongatus,Proteaceae,Eleale aulicodes,Eleale,NA,aulicodes,Cleridae,Epiclininae,NA,Insecta,Coleoptera,1,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
NA,sp.1,Styphelieae sp.1,Styphelieae,Eleale aulicodes,Eleale,NA,aulicodes,Cleridae,Epiclininae,NA,Insecta,Coleoptera,1,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,scyphata,Eucalyptus scyphyta,Myrtaceae,Eristalis punctulatus,Eristalis,NA,punctulatus,Syrphidae,Eristaliinae,NA,Insecta,Diptera,5,WA,West River,-33.6225234,119.5669327,16/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,scyphata,Eucalyptus scyphyta,Myrtaceae,"Euhesma sp.""WestRiver""",Euhesma,NA,"sp.""WestRiver""",Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,6,WA,West River,-33.6225234,119.5669327,16/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Leucopogon,denticulataus,Leucopogon denticulatus,Ericaceae,"Exoneura sp.""basal scutellum fringe""",Exoneura,NA,"sp.""basal scutellum fringe""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,1,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Fannia canicularis,Fannia,NA,canicularis,Fannidae,Fanniidae,NA,Insecta,Diptera,3,WA,West River,-33.4711076,119.6923124,30/7/2024,July,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Fannia canicularis,Fannia,NA,canicularis,Fannidae,Fanniidae,NA,Insecta,Diptera,2,WA,West River,-33.6225234,119.5669327,31/7/2024,July,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Leucopogon,denticulataus,Leucopogon denticulataus,Ericaceae,Fannia canicularis,Fannia,NA,canicularis,Fannidae,Fanniidae,NA,Insecta,Diptera,1,WA,West River,-33.5537092,119.5716707,1/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Fannia canicularis,Fannia,NA,canicularis,Fannidae,Fanniidae,NA,Insecta,Diptera,3,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Fannia canicularis,Fannia,NA,canicularis,Fannidae,Fanniidae,NA,Insecta,Diptera,1,WA,Jerdacuttup,-33.7785556,120.3492778,8/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,trifurcata,Hakea trifurcata,Proteaceae,Fannia canicularis,Fannia,NA,canicularis,Fannidae,Fanniidae,NA,Insecta,Diptera,21,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Chamelaucium,megalopetalum?,Chamelaucium megalopetalum?,Myrtaceae,Fannia canicularis,Fannia,NA,canicularis,Fannidae,Fanniidae,NA,Insecta,Diptera,1,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,scyphata,Eucalyptus scyphyta,Myrtaceae,Hilara? sp.1,Hilara,NA,sp.1,Empididae,Empidinae,NA,Insecta,Diptera,1,WA,West River,-33.6225234,119.5669327,16/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Chamelaucium,megalopetalum?,Chamelaucium megalopetalum?,Myrtaceae,"Hylaeus (Prosopisteron)  sp. ""three-stripe""",Hylaeus,NA,"sp. ""three-stripe""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,1,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gonophylla,Acacia gonophylla,Fabaceae,"Hylaeus (Prosopisteron) sp. ""three-stripe""",Hylaeus,NA,"sp. ""three-stripe""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.746834,120.357739,2/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Leucopogon,denticulataus,Leucopogon denticulataus,Ericaceae,"Hylaeus (Prosopisteron) sp. ""three-stripe""",Hylaeus,NA,"sp. ""three-stripe""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,8/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,trifurcata,Hakea cygnus,Proteaceae,"Hylaeus (Prosopisteron) sp. ""three-stripe""",Hylaeus,NA,"sp. ""three-stripe""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,nitida,Hakea nitida,Proteaceae,"Hylaeus (Prosopisteron) sp. ""three-stripe""",Hylaeus,NA,"sp. ""three-stripe""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,2,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Rinizia,communis,Rinzia communis,Myrtaceae,"Hylaeus (Prosopisteron) sp. ""three-stripe""",Hylaeus,NA,"sp. ""three-stripe""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,2,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,sarissa,Daviesia sarissa,Fabaceae,Lasioglossum (Chilalictus),Lasioglossum,NA,castor,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hibbertia,gracilipes,Hibbertia gracilipes,Dilleniaceae,Lasioglossum (Chilalictus) castor,Lasioglossum,NA,castor,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,incrassata,Eucalyptus incrassata,Myrtaceae,Lasioglossum (Chilalictus) cf. greavesi,Lasioglossum,NA,sp. greavesi,Halictidae,Halictinae,NA,Insecta,Hymenoptera,5,WA,West River,-33.4711076,119.6923124,14/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,chrysocephala,Acacia chrysocephala,Fabaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,pravifolia,Acacia pravifolia,Fabaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Logania,buxifolia,Logania buxifolia,Loganiaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Templetonia,neglecta,Templetonia neglecta,Fabaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Olax,benthamiana,Olax benthamiana,Olacaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,5,WA,Jerdacuttup,-33.7785556,120.3492778,8/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Pigea,adpressa,Pigea adpressa,Violaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,8/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,teretifolia,Daviesia teretifolia,Fabaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,4,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Leucopogon,denticulataus,Leucopogon denticulatus,Ericaceae,Lasioglossum (Chilalictus) seminitens?,Lasioglossum,NA,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Leucopogon,denticulataus,Leucopogon denticulatus,Ericaceae,"Lasioglossum (Chilalictus) sp.""aclypeal band""",Lasioglossum,NA,"sp.""aclypeal band""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Pigea,adpressa,Pigea adpressa,Violaceae,"Lasioglossum (Chilalictus) sp.""aclypeal band""",Lasioglossum,NA,"sp.""aclypeal band""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,4,WA,Jerdacuttup,-33.7785556,120.3492778,8/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,cygnus,Hakea cygnus,Proteaceae,"Lasioglossum (Homalictus) sp.1 ""smoothprop""",Lasioglossum,NA,"sp.1 ""smoothprop""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,3,WA,West River,-33.4711076,119.6923124,14/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,trifurcata,Hakea trifurcata,Proteaceae,"Lasioglossum (Homalictus) sp.1 ""smoothprop""",Lasioglossum,NA,"sp.1 ""smoothprop""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gonophylla,Acacia gonophylla,Fabaceae,Lasioglossum (Parasphecodes) sulthica,Lasioglossum,NA,sulthica,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.4711076,119.6923124,30/7/2024,July,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Logania,buxifolia,Logania buxifolia,Loganiaceae,Lasioglossum (Parasphecodes) sulthica,Lasioglossum,NA,sulthica,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,WA,Jerdacuttup,-33.7785556,120.3492778,3/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gonophylla,Acacia gonophylla,Fabaceae,Lasioglossum (Parasphecodes) sulthica,Lasioglossum,NA,sulthica,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.4711076,119.6923124,14/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,trifurcata,Hakea trifurcata,Proteaceae,Lasioglossum (Parasphecodes) sulthica,Lasioglossum,NA,sulthica,Halictidae,Halictinae,NA,Insecta,Hymenoptera,4,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,cygnus,Hakea cygnus,Proteaceae,"Lasioglossum sp.""twocells""",Lasioglossum,NA,"sp.""twocells""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,WA,West River,-33.4711076,119.6923124,14/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,trifurcata,Hakea trifurcata,Proteaceae,"Lasioglossum sp.""twocells""?",Lasioglossum,NA,"sp.""twocells""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,20,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Leucopogon,denticulataus,Leucopogon denticulataus,Ericaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.4711076,119.6923124,30/7/2024,July,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,incrassata subsp reversifolia,Daviesia incrassata subsp reversifolia,Fabaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,WA,West River,-33.6225234,119.5669327,31/7/2024,July,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,Daviesia incrassata subsp reversifolia,Daviesia incrassata subsp reversifolia,Fabaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,WA,West River,-33.4711076,119.6923124,14/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,sarissa,Daviesia sarissa,Fabaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.4711076,119.6923124,14/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,Daviesia incrassata subsp reversifolia,Daviesia incrassata subsp reversifolia,Fabaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,sarissa,Daviesia sarissa,Fabaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,cygnus,Hakea cygnus,Proteaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Hakea,cygnus,Hakea cygnus,Proteaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,teretifolia,Daviesia teretifolia,Fabaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Isopogon,spathulatus elongatus,Isopogon spathulatus elongatus,Proteaceae,"Leioproctus ""aureus-sapphire""",Leioproctus,NA,"""aureus-sapphire""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,WA,Mount Burdett NR,-33.46171,122.1208,27/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Boronia,inornata,Boronia inornata,Rutaceae,Leioproctus (Leioproctus),Leioproctus,NA,subminutus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,WA,Scaddan,-33.45269,121.7366,5/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Babingtonia,sp.,Babingtonia sp.,Myrtaceae,Leioproctus (Leioproctus),Leioproctus,NA,obscurus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,WA,West River,-33.5537092,119.5716707,15/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
