Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Column1
Eucalyptus,angulosa,Eucalyptus angulosa,Mytraceae,Bethylidae sp.1,NA,NA,NA,Bethylidae,NA,NA,Insecta,Hymenoptera,2,SA,Yeelanna,-34.15638889,135.7327778,17/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,angulosa,Eucalyptus angulosa,Mytraceae,Bethylidae sp.2,NA,NA,NA,Bethylidae,NA,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,angulosa,Eucalyptus angulosa,Mytraceae,Hylaeus (Rhodohylaeus) cf. lateralis,NA,Rhodohylaeus,cf. lateralis,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,angulosa,Eucalyptus angulosa,Mytraceae,Ichneumonidae sp.1,NA,NA,NA,Ichneumonidae,NA,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Lasioglossum (Chilalictus) repraesentans,Lasioglossum,Chilalictus,repraesentans,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,17/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,angulosa,Eucalyptus angulosa,Mytraceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,5,SA,Yeelanna,-34.15638889,135.7327778,17/8/2024,Aug,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,nematohylla,Acacia nematophylla,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,2,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,13,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apoidea sp.,NA,NA,NA,NA,NA,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphora albifrontalis,Calliphora,NA,albifrontalis,Calliphoridae,Calliphorinae,NA,Insecta,Diptera,3,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Cardiacera sp.1,Cardiacera,NA,NA,Pyrgotidae,NA,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Coleoptera sp.,NA,NA,NA,NA,NA,NA,Insecta,Coleoptera,1,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Dusona? sp.1,Dusona?,NA,NA,Ichneumonidae,Campopleginae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Chilalictus) littleri?,Lasioglossum,Chilalictus,littleri?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,"Leioproctus ""aureus-sapphire""?",Leioproctus,NA,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Leioproctus (Leioproctus) maculatus,Leioproctus,Leioproctus,maculatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,2,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gillii,Acacia gillii,Fabaceae,Microgastrinae? Sp.1,NA,NA,NA,Braconidae,Microgastrinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Microgastrinae? Sp.1,NA,NA,NA,Braconidae,Microgastrinae,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Musca vetustissima,Musca,NA,vetustissima,Muscidae,Muscinae,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Plutella xylostella,Plutella,NA,xylostella,Plutellidae,Plutellinae,NA,Insecta,Lepidoptera,2,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,3/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Stomorhina. 1SA,Stomorhina,NA,NA,Rhiniidae,NA,NA,Insecta,Diptera,1,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Tiphiidae sp.6,NA,NA,NA,Tiphiidae,NA,NA,Insecta,Hymenoptera,1,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,3,SA,Karkoo,-33.990923,135.724774,03/09/24,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,4,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,2,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Calliphorinae sp.1,NA,NA,NA,Calliphoridae,NA,NA,Insecta,Diptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Hylaeus (Prosopisteron) sp.1SA,Hylaeus,Prosopisteron,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,2,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Hylaeus (Prosopisteron) sp.1SA,Hylaeus,Prosopisteron,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Chilalictus) baudini?,Lasioglossum,Chilalictus,baudini?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Chilalictus) hemichalceum,Lasioglossum,Chilalictus,hemichalceum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Chilalictus) littleri?,Lasioglossum,Chilalictus,littleri?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,3,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Arctotheca,calendula,Arctotheca calendula,Asteraceae,Leioproctus sp.SA2,Leioproctus,NA,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,fimbriata,Acacia fimbriata,Fabaceae,Liparetrus sp.1,Liparetrus,NA,NA,Scaraeidae,Melolonthinae,NA,Insecta,Coleoptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Melangyna viridiceps,Melangyna,NA,viridiceps,Syrphidae,Syrphinae,NA,Insecta,Diptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Odontomyia decipiens,Odontomyia,NA,decipiens,Stratiomyidae,Stratiomyinae,NA,Insecta,Diptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Plutella xylostella,Plutella,NA,xylostella,Plutellidae,Plutellinae,NA,Insecta,Lepidoptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Stomorhina. 1SA,Stomorhina,NA,NA,Rhiniidae,NA,NA,Insecta,Diptera,1,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,spinescens,Acacia spinescens,Fabaceae,Entiminae sp.1,NA,NA,NA,Curculionidae,Entiminae,NA,Insecta,Coleoptera,4,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Conopidae sp.1SA,NA,NA,NA,Conopidae,NA,NA,Insecta,Diptera,2,SA,Ungarra,-34.2021083,135.9911761,4/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,5,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Dusona? sp.1,Dusona?,NA,NA,Ichneumonidae,Campopleginae,NA,Insecta,Hymenoptera,12,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Enicospilus sp.1SA,Enicospilus,NA,NA,Ichneumonidae,Ophioninae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Hellula undalis,Hellula,NA,undalis,Crambidae,Glaphyriinae,NA,Insecta,Lepidoptera,2,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Ichneumonidae sp.2SA,NA,NA,NA,Ichneumonidae,NA,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,imbricata,Acacia imbricata,Fabaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,micropora,Acacia micropora,Fabaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,3,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,7,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,micropora,Acacia micropora,Fabaceae,Melanterius. 1SA,Melanterius,NA,NA,Curculionidae,Molytinae,NA,Insecta,Coleoptera,1,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Nematocera sp.1SA,Nematocera,NA,NA,NA,NA,NA,Insecta,Diptera,1,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Plutella xylostella,Plutella,NA,xylostella,Plutellidae,Plutellinae,NA,Insecta,Lepidoptera,1,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,6,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,3,SA,Yeelanna,-34.15638889,135.7327778,5/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Plutella xylostella,Plutella,NA,xylostella,Plutellidae,Plutellinae,NA,Insecta,Lepidoptera,2,SA,Yeelanna,-34.126227,135.811846,6/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,5,SA,Yeelanna,-34.126227,135.811846,6/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,4,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Melaleuca,laneolata,Melaleuca lanceolata,Mytraceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
