Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Pollinator match column,Pollinator match value,location_name,Pollinator taxon name
Banksia,baueri,Banksia baueri ,Proteaceae,Phylidonyris nigra,Phylidonyris,,nigra,Meliphagidae,Meliphaginae,White-cheeked Honeyeater,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Phylidonyris nigra
Banksia,baueri,Banksia baueri ,Proteaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Phylidonyris novaehollandiae
Banksia,baueri,Banksia baueri ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum, Mammalia ,Marsupialia,,WA,Fitzgerald River National Park,34,119.3,15/7/1984,Jul,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):33,Animal order,Marsupialia,Fitzgerald River National Park_2,Tarsipes rostratus
Banksia,baueri,Banksia baueri ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum, Mammalia ,Marsupialia,,WA,Fitzgerald River National Park,34,119.3,15/7/1984,Jul,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):33,Animal order,Marsupialia,Fitzgerald River National Park_2,Tarsipes rostratus
Banksia,baxteri,Banksia baxteri ,Proteaceae,Acanthorhynchus superciliosus,Acanthorhynchus,,superciliosus,Meliphagidae,Meliphaginae,Western spinebill,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Acanthorhynchus superciliosus
Banksia,baxteri,Banksia baxteri ,Proteaceae,Anthochaera chrysoptera,Anthochaera,,chrysoptera,Meliphagidae,Meliphaginae,Little wattlebird,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Anthochaera chrysoptera
Banksia,baxteri,Banksia baxteri ,Proteaceae,Hylaeus alcyoneus,Hylaeus,Macrohylaeus,alcyoneus,Colletidae,Hylaeinae,Hylaeine bee,Insecta ,Hymenoptera,,WA,Bremer Bay,34.23,119.23,31/12/1985,Dec,1985,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):5,Animal family,Colletidae,Bremer Bay_1,Hylaeus alcyoneus
Banksia,baxteri,Banksia baxteri ,Proteaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Lichmera indistincta
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris melanops,Phylidonyris,,melanops,Meliphagidae,Meliphaginae,Tawny-crowned Honeyeater,Aves,Passeriformes,,WA,Cheyne Beach,34.54,118.23,8/3/1979,Mar,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):97,Animal family,Meliphagidae,Cheyne Beach,Phylidonyris melanops
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris melanops,Phylidonyris,,melanops,Meliphagidae,Meliphaginae,Tawny-crowned Honeyeater,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Phylidonyris melanops
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris melanops,Phylidonyris,,melanops,Meliphagidae,Meliphaginae,Tawny-crowned Honeyeater,Aves,Passeriformes,,WA,Woolbernup,34.01,119.4,15/5/1981,May,1981,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):145/,Animal family,Meliphagidae,Woolbernup,Phylidonyris melanops
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris nigra,Phylidonyris,,nigra,Meliphagidae,Meliphaginae,White-cheeked Honeyeater,Aves,Passeriformes,,WA,Cheyne Beach,34.54,118.23,7/3/1979,Mar,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):97,Animal family,Meliphagidae,Cheyne Beach,Phylidonyris nigra
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris nigra,Phylidonyris,,nigra,Meliphagidae,Meliphaginae,White-cheeked Honeyeater,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Phylidonyris nigra
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Cheyne Beach,34.54,118.23,6/3/1979,Mar,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):97,Animal family,Meliphagidae,Cheyne Beach,Phylidonyris novaehollandiae
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Fitzgerald River National Park,33.5,120,,,,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,0,0,Reference in Brown et al. (1997):187,Animal family,Meliphagidae,Fitzgerald River National Park_1,Phylidonyris novaehollandiae
Banksia,baxteri,Banksia baxteri ,Proteaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves,Passeriformes,,WA,Woolbernup,34.01,119.4,15/5/1981,May,1981,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):145,Animal family,Meliphagidae,Woolbernup,Phylidonyris novaehollandiae
Banksia,baxteri,Banksia baxteri ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum,Mammalia ,Marsupialia,,WA,Cheyne Beach,34.54,118.23,15/3/1979,Mar,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):97,Animal order,Marsupialia,Cheyne Beach,Tarsipes rostratus
Banksia,baxteri,Banksia baxteri ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum,Mammalia ,Marsupialia,,WA,Fitzgerald River National Park,34,119.3,15/2/1984,Feb,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):33,Animal order,Marsupialia,Fitzgerald River National Park_2,Tarsipes rostratus
Banksia,baxteri,Banksia baxteri ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum,Mammalia ,Marsupialia,,WA,Mt Manypeaks,34.5,118.16,15/3/1979,Mar,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):59,Animal order,Marsupialia,Mt Manypeaks_1,Tarsipes rostratus
Banksia,benthamiana,Banksia benthamiana ,Proteaceae,Anthochaera carunculata,Anthochaera,,carunculata,Meliphagidae,Meliphaginae,Red wattlebird,Aves,Passeriformes,,WA,Buntine Nature Reserve,29.58,116.35,15/8/1972,Aug,1972,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):49,Animal family,Meliphagidae,Buntine Nature Reserve,Anthochaera carunculata
Banksia,benthamiana,Banksia benthamiana ,Proteaceae,Manorina flavigula,Manorina,,flavigula,Meliphagidae,Meliphaginae,Yellow-throated Miner,Aves,Passeriformes,,WA,Buntine Nature Reserve,29.58,116.35,15/8/1972,Aug,1972,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):49,Animal family,Meliphagidae,Buntine Nature Reserve,Manorina flavigula
Banksia,c,Banksia benthamiana c ,Proteaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,Ongerup,33.55,118.25,15/12/1978,Dec,1978,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):172,Animal family,Meliphagidae,Ongerup_1,Lichmera indistincta
Banksia,brownii,Banksia brownii ,Proteaceae,Acanthorhynchus superciliosus,Acanthorhynchus,,superciliosus,Meliphagidae,Meliphaginae,Western spinebill,Aves,Passeriformes,,WA,Mt Hassell,34.22,118.04,15/5/1979,May,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):136,Animal family,Meliphagidae,Mt Hassell,Acanthorhynchus superciliosus
Banksia,brownii,Banksia brownii ,Proteaceae,Acanthorhynchus superciliosus,Acanthorhynchus,,superciliosus,Meliphagidae,Meliphaginae,Western spinebill,Aves,Passeriformes,,WA,Mt Success,34.21,118.13,15/5/1979,May,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):136,Animal family,Meliphagidae,Mt Success,Acanthorhynchus superciliosus
Banksia,brownii,Banksia brownii ,Proteaceae,Anthochaera carunculata,Anthochaera,,carunculata,Meliphagidae,Meliphaginae,Red wattlebird,Aves,Passeriformes,,WA,Mt Hassell,34.22,118.04,15/5/1979,May,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):136,Animal family,Meliphagidae,Mt Hassell,Anthochaera carunculata
Banksia,brownii,Banksia brownii ,Proteaceae,Anthochaera carunculata,Anthochaera,,carunculata,Meliphagidae,Meliphaginae,Red wattlebird,Aves,Passeriformes,,WA,Mt Success,34.21,118.13,15/5/1979,May,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):136,Animal family,Meliphagidae,Mt Success,Anthochaera carunculata
Banksia,brownii,Banksia brownii ,Proteaceae,Mus musculus,Mus,,musculus,Muridae,Murinae,House mouse,Mammalia ,Eutheria,,WA,Millbrook Nature Reserve,34.53,117.5,14/5/1993,May,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):42,Animal family,Muridae,Millbrook Nature Reserve_4,Mus musculus
Banksia,brownii,Banksia brownii ,Proteaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves ,Passeriformes,,WA,Mount Hassell,34.22,118.04,15/5/1979,May,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):136,Animal family,Meliphagidae,Mount Hassell_1,Phylidonyris novaehollandiae
Banksia,brownii,Banksia brownii ,Proteaceae,Phylidonyris novaehollandiae,Phylidonyris,,novaehollandiae,Meliphagidae,Meliphaginae,New-holland honeyeater,Aves ,Passeriformes,,WA,Mount Success,34.21,118.13,15/5/1979,May,1979,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):136,Animal family,Meliphagidae,Mount Success,Phylidonyris novaehollandiae
Banksia,brownii,Banksia brownii ,Proteaceae,Rattus fuscipes,Rattus,,fuscipes,Muridae,Murinae,Bush rat,Mammalia ,Eutheria,,WA,South Sister Nature Reserve,34.49,118.09,13/5/1993,May,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):42,Animal family,Muridae,South Sister Nature Reserve,Rattus fuscipes
Banksia,brownii,Banksia brownii ,Proteaceae,Rattus fuscipes,Rattus,,fuscipes,Muridae,Murinae,Bush rat,Mammalia ,Eutheria,,WA,South Sister Nature Reserve,34.49,118.09,21/6/1993,Jun,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):42,Animal family,Muridae,South Sister Nature Reserve,Rattus fuscipes
Banksia,brownii,Banksia brownii ,Proteaceae,Rattus fuscipes,Rattus,,fuscipes,Muridae,Murinae,Bush rat,Mammalia ,Eutheria,,WA,South Sister Nature Reserve,34.49,118.09,31/7/1993,Jul,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):42,Animal family,Muridae,South Sister Nature Reserve,Rattus fuscipes
Banksia,brownii,Banksia brownii ,Proteaceae,Rattus fuscipes,Rattus,,fuscipes,Muridae,Murinae,Bush rat,Mammalia ,Eutheria,,WA,South Sister Nature Reserve,34.49,118.09,5/12/1993,Dec,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):42,Animal family,Muridae,South Sister Nature Reserve,Rattus fuscipes
Banksia,brownii,Banksia brownii ,Proteaceae,Sminthopsis sp.,Sminthopsis,,sp.,Dasyuridae,Sminthopsinae,Dunnart,Mammalia ,Marsupialia,,WA,South Sister Nature Reserve,34.49,118.09,31/7/1993,Jul,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):42,Animal order,Marsupialia,South Sister Nature Reserve,Sminthopsis sp.
Banksia,brownii,Banksia brownii ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum,Mammalia ,Marsupialia,,WA,South Sister Nature Reserve,34.49,118.09,31/7/1993,Jul,1993,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):42,Animal order,Marsupialia,South Sister Nature Reserve,Tarsipes rostratus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Lichmera indistincta,Lichmera,,indistincta,Meliphagidae,Meliphaginae,Brown honeyeater,Aves,Passeriformes,,WA,5 km S of Eneabba,29.52,115.16,8/5/1984,May,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):11,Animal family,Meliphagidae,5 km S of Eneabba,Lichmera indistincta
Banksia,candolleana,Banksia candolleana ,Proteaceae,Mus musculus,Mus,,musculus,Muridae,Murinae,House mouse,Mammalia ,Eutheria,,WA,5 km S of Eneabba,29.52,115.16,8/5/1984,May,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):11,Animal family,Muridae,5 km S of Eneabba,Mus musculus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Mus musculus,Mus,,musculus,Muridae,Murinae,House mouse,Mammalia ,Eutheria,,WA,"RGC Minesite, Eneabba",29.5,115.18,15/9/1987,Sep,1987,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):165,Animal family,Muridae,"RGC Minesite, Eneabba",Mus musculus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Mus musculus,Mus,,musculus,Muridae,Murinae,House mouse,Mammalia ,Eutheria,,WA,"RGC Minesite, Eneabba",29.5,115.18,15/5/1988,May,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):165,Animal family,Muridae,"RGC Minesite, Eneabba",Mus musculus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Mus musculus,Mus,,musculus,Muridae,Murinae,House mouse,Mammalia ,Eutheria,,WA,"RGC Minesite, Eneabba",29.5,115.18,15/7/1988,Jul,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):165,Animal family,Muridae,"RGC Minesite, Eneabba",Mus musculus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Mus musculus,Mus,,musculus,Muridae,Murinae,House mouse,Mammalia ,Eutheria,,WA,"RGC Minesite, Eneabba",29.5,115.18,15/7/1988,Jul,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):165,Animal family,Muridae,"RGC Minesite, Eneabba",Mus musculus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Phylidonyris melanops,Phylidonyris,,melanops,Meliphagidae,Meliphaginae,Tawny-crowned Honeyeater,Aves,Passeriformes,,WA,5 km S of Eneabba,29.52,115.16,8/5/1984,May,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):11,Animal family,Meliphagidae,5 km S of Eneabba,Phylidonyris melanops
Banksia,candolleana,Banksia candolleana ,Proteaceae,Phylidonyris nigra,Phylidonyris,,nigra,Meliphagidae,Meliphaginae,White-cheeked Honeyeater,Aves,Passeriformes,,WA,5 km S of Eneabba,29.52,115.16,8/5/1984,May,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):11,Animal family,Meliphagidae,5 km S of Eneabba,Phylidonyris nigra
Banksia,candolleana,Banksia candolleana ,Proteaceae,Pseudomys albocinereus,Pseudomys,,albocinereus,Muridae,Murinae,Ash-grey Mouse,Mammalia ,Eutheria,,WA,5 km S of Eneabba,29.52,115.16,8/5/1984,May,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):11,Animal family,Muridae,5 km S of Eneabba,Pseudomys albocinereus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Sminthopsis granulipes,Sminthopsis,,granulipes,Dasyuridae,Sminthopsinae,White-tailed Dunnart,Mammalia ,Marsupialia,,WA,"RGC Minesite, Eneabba",29.5,115.18,15/7/1988,Jul,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):165,Animal order,Marsupialia,"RGC Minesite, Eneabba",Sminthopsis granulipes
Banksia,candolleana,Banksia candolleana ,Proteaceae,Sminthopsis sp.,Sminthopsis,,sp.,Dasyuridae,Sminthopsinae,Dunnart,Mammalia ,Marsupialia,,WA,5 km S of Eneabba,29.52,115.16,8/5/1984,May,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):11,Animal order,Marsupialia,5 km S of Eneabba,Sminthopsis sp.
Banksia,candolleana,Banksia candolleana ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum,Mammalia ,Marsupialia,,WA,5 km S of Eneabba,29.52,115.16,8/5/1984,May,1984,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):11,Animal order,Marsupialia,5 km S of Eneabba,Tarsipes rostratus
Banksia,candolleana,Banksia candolleana ,Proteaceae,Tarsipes rostratus,Tarsipes,,rostratus,Tarsipedidae,,Honey possum,Mammalia ,Marsupialia,,WA,"RGC Minesite, Eneabba",29.5,115.18,15/7/1988,Jul,1988,"Brown, E., Burbidge, A., Dell, J., Edinger, D., Hopper, S., & Wills, R. (1997). Pollination in Western Australia – A Database of Animals Visiting Flowers (Vol. 15). Perth: WA Naturalist's Club.",S14,O,1,0,0,1,1,0,Reference in Brown et al. (1997):165,Animal order,Marsupialia,"RGC Minesite, Eneabba",Tarsipes rostratus
