abbrev,individual_id,bundle_id,xylem_id,max_lumen_width,min_lumen_width,wall_thickness_1,wall_thickness_2,wall_thickness_3
baloinop,1,1,4,17.346,14.203,1.929,2.007,1.866
baloinop,1,2,4,14.256,12.132,2.122,2.249,2.565
baloinop,1,3,4,17.163,13.848,2.077,2.045,1.906
baloinop,1,1,5,20.842,17.056,1.767,1.638,1.856
baloinop,1,2,5,18.788,18.668,1.967,1.746,1.852
baloinop,1,3,5,20.155,18.653,2.059,2.587,2.085
baloinop,2,1,1,,,,,
baloinop,2,2,1,,,,,
baloinop,2,3,1,,,,,
baloinop,2,1,2,,,,,
baloinop,2,2,2,,,,,
baloinop,2,3,2,,,,,
baloinop,2,1,3,,,,,
baloinop,2,2,3,,,,,
baloinop,2,3,3,,,,,
baloinop,2,1,4,,,,,
baloinop,2,2,4,,,,,
baloinop,2,3,4,,,,,
baloinop,2,1,5,,,,,
baloinop,2,2,5,,,,,
baloinop,2,3,5,,,,,
baloinop,3,1,1,10.375,9.239,1.3,1.317,1.365
baloinop,3,2,1,12.414,11.398,1.433,1.462,1.441
baloinop,3,3,1,14.967,9.373,1.25,1.205,1.711
baloinop,3,1,2,13.316,14.67,1.656,1.571,1.656
baloinop,3,2,2,13.873,13.235,1.826,1.662,2.057
baloinop,3,3,2,13.098,11.972,2.343,2.364,2.669
baloinop,3,1,3,13.451,10.815,2.308,2.331,2.47
baloinop,3,2,3,13.652,11.395,1.976,2.279,2.27
baloinop,3,3,3,16.891,12.036,1.891,1.734,2.207
baloinop,3,1,4,13.912,10.882,1.692,1.814,1.277
baloinop,3,2,4,11.592,11.195,2.87,2.633,3.117
baloinop,3,3,4,11.56,10.575,2.942,1.795,2.153
baloinop,3,1,5,13.39,10.693,2.727,1.582,1.552
baloinop,3,2,5,12.063,10.06,1.531,1.489,1.959
baloinop,3,3,5,14.162,10.304,1.64,2.212,2.653
bracdisc,1,1,1,23.315,18.021,2.441,1.95,2.289
bracdisc,1,2,1,25.103,21.911,2.623,2.076,2.325
bracdisc,1,3,1,32.443,26.055,2.842,2.316,3.005
bracdisc,1,1,2,31.348,22.347,3.831,2.416,2.461
bracdisc,1,2,2,27.719,16.549,2.823,2.418,2.332
bracdisc,1,3,2,28.027,25.987,2.996,2.619,3.427
bracdisc,1,1,3,16.738,16.426,2.308,1.351,1.894
bracdisc,1,2,3,35.916,33.219,1.91,2.302,2.507
bracdisc,1,3,3,22.044,25.317,4.085,3.149,2.818
bracdisc,1,1,4,39.891,25.061,2.391,2.007,2.493
bracdisc,1,2,4,27.817,24.25,2.451,2.3,2.915
bracdisc,1,3,4,24.309,23.886,3.226,2.213,1.596
bracdisc,1,1,5,25.026,24.417,2.337,2.48,3.098
bracdisc,1,2,5,24.747,26.243,2.886,3.088,2.863
bracdisc,1,3,5,21.896,17.378,2.317,1.989,2.692
bracdisc,2,1,1,44.397,29.359,3.089,2.108,1.717
bracdisc,2,2,1,34.867,21.299,2.669,2.564,2.656
bracdisc,2,3,1,46.801,18.521,2.192,2.381,2.238
bracdisc,2,1,2,23.5,18.835,2.664,2.958,2.303
bracdisc,2,2,2,40.899,23.863,2.825,2.451,1.895
bracdisc,2,3,2,26.661,21.511,2.02,2.861,2.192
bracdisc,2,1,3,23.638,16.084,2.59,2.664,3.026
bracdisc,2,2,3,13.847,21.632,3.773,1.67,1.52
bracdisc,2,3,3,42.156,23.655,2.108,1.904,2.564
bracdisc,2,1,4,20.146,18.067,2.524,2.414,1.957
bracdisc,2,2,4,27.233,19.434,3.112,2.433,2.069
bracdisc,2,3,4,23.878,18.988,2.156,2.714,1.957
bracdisc,2,1,5,46.901,24.094,1.957,3.011,2.693
bracdisc,2,2,5,22.227,18.817,2.27,2.266,2.15
bracdisc,2,3,5,35.609,22.953,2.492,3,1.622
bracdisc,3,1,1,26.014,23.634,4.355,2.638,3.222
bracdisc,3,2,1,21.251,18.652,2.183,2.423,2.552
bracdisc,3,3,1,29.785,30.377,2.803,3.441,2.784
bracdisc,3,1,2,28.874,22.774,2.778,2.591,2.624
bracdisc,3,2,2,25.92,19.963,2.552,2.293,2.13
bracdisc,3,3,2,23.136,25.5,3.078,2.126,2.736
bracdisc,3,1,3,30.981,22.575,2.361,2.668,2.536
bracdisc,3,2,3,24.482,24.886,1.744,2.696,2.684
bracdisc,3,3,3,31.196,29.766,2.834,2.367,2.362
bracdisc,3,1,4,28.171,24.681,2.845,2.639,2.112
bracdisc,3,2,4,18.778,15.229,1.813,1.795,2.459
bracdisc,3,3,4,25.927,25.034,2.745,2.241,2.723
bracdisc,3,1,5,24.834,18.97,2.651,3.131,2.509
bracdisc,3,2,5,22.859,21.479,3.405,2.748,2.216
bracdisc,3,3,5,20.97,22.024,3.018,2.444,2.415
bracrupe,1,1,1,15.002,11.175,1.105,0.929,0.988
bracrupe,1,2,1,20.207,15.659,1.435,1.151,1.256
bracrupe,1,3,1,9.285,10.892,1.314,1.473,1.35
bracrupe,1,1,2,16.791,14.892,1.423,1.575,1.616
bracrupe,1,2,2,20.42,14.134,1.522,1.226,1.327
bracrupe,1,3,2,16.298,12.551,1.2,1.32,1.256
bracrupe,1,1,3,24.043,18.986,1.255,1.246,1.327
bracrupe,1,2,3,17.465,14.034,1.309,1.536,1.56
bracrupe,1,3,3,21.57,13.873,1.531,1.641,1.284
bracrupe,1,1,4,14.559,12.661,1.477,1.616,1.529
bracrupe,1,2,4,21.133,17.182,1.391,1.509,1.456
bracrupe,1,3,4,26.001,15.761,1.645,1.416,1.543
bracrupe,1,1,5,18.629,17.376,1.318,1.381,1.38
bracrupe,1,2,5,18.352,16.137,1.16,1.277,1.498
bracrupe,1,3,5,14.132,11.459,1.128,0.829,1.828
bracrupe,2,1,1,19.647,16.751,1.301,1.275,1.466
bracrupe,2,2,1,18.243,15.031,1.566,1.462,1.595
bracrupe,2,3,1,17.439,15.677,1.227,1.254,1.269
bracrupe,2,1,2,18.306,13.336,1.106,1.611,1.164
bracrupe,2,2,2,23.893,16.511,1.453,1.254,1.389
bracrupe,2,3,2,20.533,18.739,1.393,1.672,1.354
bracrupe,2,1,3,17.539,15.377,1.263,0.999,1.106
bracrupe,2,2,3,21.16,16.424,1.455,1.635,1.527
bracrupe,2,3,3,18.508,14.767,1.334,1.423,1.377
bracrupe,2,1,4,20.054,15.082,1.139,0.955,1.141
bracrupe,2,2,4,16.603,14.183,1.027,1.021,1.358
bracrupe,2,3,4,16.778,12.105,1.375,1.116,1.35
bracrupe,2,1,5,19.08,14.229,1.449,1.31,1.314
bracrupe,2,2,5,10.217,7.468,1.072,1.033,1.458
bracrupe,2,3,5,17.677,11.731,1.184,1.392,1.286
bracrupe,3,1,1,15.922,14.655,1.286,1.184,1.324
bracrupe,3,2,1,14.354,7.308,1.367,1.281,0.979
bracrupe,3,3,1,18.032,17.248,1.599,1.156,1.272
bracrupe,3,1,2,14.669,13.608,0.979,1.611,1.281
bracrupe,3,2,2,18.953,14.293,1.273,1.256,1.164
bracrupe,3,3,2,17.871,18.746,1.055,1.148,1.419
bracrupe,3,1,3,16.876,11.61,0.948,1.309,1.057
bracrupe,3,2,3,17.1,12.576,0.946,1.191,1.418
bracrupe,3,3,3,13.782,11.116,1.166,1.209,1.164
bracrupe,3,1,4,19.518,15.531,1.193,1.187,0.993
bracrupe,3,2,4,13.548,11.103,1.435,1.062,1.309
bracrupe,3,3,4,19.947,17.014,1.591,1.364,1.269
bracrupe,3,1,5,18.833,15.797,1.351,1.123,1.314
bracrupe,3,2,5,21.132,20.108,1.448,1.449,1.509
bracrupe,3,3,5,13.773,14.947,1.07,1.148,1.185
bursspin,1,1,1,4.678,3.756,1.852,1.454,1.656
bursspin,1,2,1,6.139,4.966,2.29,2.933,1.197
bursspin,1,3,1,4.79,3.577,1.706,1.852,1.588
bursspin,1,1,2,4.556,4.286,2.05,1.818,1.263
bursspin,1,2,2,4.977,4.263,1.735,1.254,1.424
bursspin,1,3,2,4.16,5.025,1.543,1.652,1.735
bursspin,1,1,3,7.58,4.629,2.261,1.599,2.188
bursspin,1,2,3,5.135,4.713,1.869,1.045,1.304
bursspin,1,3,3,6.388,4.126,2.075,1.642,1.983
bursspin,1,1,4,3.873,3.14,1.632,1.388,1.388
bursspin,1,2,4,5.381,4.7,1.652,1.673,1.73
bursspin,1,3,4,5.742,5.182,1.507,1.881,1.599
bursspin,1,1,5,5.197,3.183,2,1.556,1.543
bursspin,1,2,5,5.033,3.891,2.131,1.182,1.356
bursspin,1,3,5,3.888,4.223,1.522,1.509,1.169
psydodor,1,1,1,8.516,8.748,2.356,2.867,2.071
psydodor,1,2,1,9.062,9.053,2.275,2.96,2.027
psydodor,1,3,1,6.82,6.665,2.683,3.605,2.423
psydodor,1,1,2,7.427,7.011,3.464,2.467,2.536
psydodor,1,2,2,6.87,7.035,2.748,2.255,2.34
psydodor,1,3,2,6.538,5.587,2.082,1.83,2.264
psydodor,1,1,3,7.662,7.523,3.052,6.204,3.052
psydodor,1,2,3,7.377,7.97,2.803,2.906,3.646
psydodor,1,3,3,6.449,6.601,2.772,2.325,2.433
psydodor,1,1,4,6.592,7.465,4.203,3.887,3.512
psydodor,1,2,4,7.343,7.389,3.875,2.93,3.535
psydodor,1,3,4,7.233,6.66,2.321,2.293,2.458
psydodor,1,1,5,6.996,6.87,2.641,3.035,3.014
psydodor,1,2,5,7.005,6.737,2.906,2.72,2.677
psydodor,1,3,5,7.023,7.726,1.844,2.607,2.829
psydodor,2,1,1,7.709,6.729,1.982,2.088,1.73
psydodor,2,2,1,7.73,8.082,2.403,2.275,1.733
psydodor,2,3,1,6.826,7.102,4.054,2.869,3.305
psydodor,2,1,2,9.811,7.601,1.666,2.575,2.301
psydodor,2,2,2,6.127,6.454,2.981,2.575,2.699
psydodor,2,3,2,8.191,8.079,2.721,2.067,2.927
psydodor,2,1,3,9.616,6.516,1.472,1.401,1.844
psydodor,2,2,3,7.044,6.332,2.74,3.23,3.03
psydodor,2,3,3,8.393,8.973,1.703,1.83,2.301
psydodor,2,1,4,9.004,9.385,2.319,2.236,2.053
psydodor,2,2,4,6.842,5.052,2.416,2.474,2.219
psydodor,2,3,4,7.95,8.171,3.331,2.466,2.701
psydodor,2,1,5,9.663,9.038,3.206,3.058,2.697
psydodor,2,2,5,6.345,4.8,2.241,2.654,2.745
psydodor,2,3,5,6.469,6.267,3.729,2.981,3.269
psydodor,3,1,1,8.785,7.92,2.765,3.169,4.295
psydodor,3,2,1,8.613,8.212,4.985,2.791,3.26
psydodor,3,3,1,6.695,6.758,2.637,1.968,1.909
psydodor,3,1,2,6.913,6.641,4.001,2.683,3.676
psydodor,3,2,2,6.988,7.901,2.711,4.522,2.401
psydodor,3,3,2,6.066,5.791,2.784,3.489,1.909
psydodor,3,1,3,4.058,4.34,3.178,1.997,2.403
psydodor,3,2,3,6.939,7.004,3.872,3.038,2.662
psydodor,3,3,3,6.102,6.089,2.367,2.575,3.688
psydodor,3,1,4,3.676,3.883,3.225,2.97,3.093
psydodor,3,2,4,6.751,6.252,3.548,3.458,2.902
psydodor,3,3,4,7.066,6.267,2.596,3.018,2.441
psydodor,3,1,5,6.709,6.444,3.158,2.404,2.219
psydodor,3,2,5,8.336,7.736,3.121,2.49,2.546
psydodor,3,3,5,6.335,5.136,3.518,2.936,1.811
psydlamp,1,1,1,15.834,16.731,3.931,2.802,4.676
psydlamp,1,2,1,14.756,12.757,4.805,2.987,3.897
psydlamp,1,3,1,13.166,14.654,4.213,3.576,4.179
psydlamp,1,1,2,13.68,13.384,4.699,4.341,3.369
psydlamp,1,2,2,15.397,14.14,3.377,2.614,3.598
psydlamp,1,3,2,15.098,15.779,2.277,3.475,3.748
psydlamp,1,1,3,15.657,14.244,2.407,4.053,3.528
psydlamp,1,2,3,8.582,9.218,2.576,3.306,2.583
psydlamp,1,3,3,16.511,14.612,4.028,2.849,3.371
psydlamp,1,1,4,14.607,13.717,3.268,3.867,2.829
psydlamp,1,2,4,12.912,10.903,3.505,2.922,3.305
psydlamp,1,3,4,12.71,11.881,3.358,3.057,3.2
psydlamp,1,1,5,16.339,16.372,4.105,3.516,4.173
psydlamp,1,2,5,10.068,10.158,4.182,4.214,3.554
psydlamp,1,3,5,11.334,11.642,4.567,3.198,2.399
psydlamp,2,1,1,17.655,15.128,2.993,3.913,3.518
psydlamp,2,2,1,12.2,13.469,2.642,2.091,3.121
psydlamp,2,3,1,14.101,12.163,3.08,2.366,2.625
psydlamp,2,1,2,12.752,9.588,3.058,2.446,2.295
psydlamp,2,2,2,16.586,14.701,3.731,3.11,3.377
psydlamp,2,3,2,14.33,14.167,2.551,3.636,3.232
psydlamp,2,1,3,8.866,8.555,3.532,3.672,2.761
psydlamp,2,2,3,14.748,16.756,2.953,3.13,3.259
psydlamp,2,3,3,16.599,13.646,3.439,4.215,3.404
psydlamp,2,1,4,7.997,8.699,3.035,3.271,2.866
psydlamp,2,2,4,13.036,12.179,3.686,3.149,2.162
psydlamp,2,3,4,15.541,11.33,3.394,3.728,3.143
psydlamp,2,1,5,9.756,8.335,3.253,3.356,2.905
psydlamp,2,2,5,10.68,9.132,3.287,3.09,3.736
psydlamp,2,3,5,8.541,8.552,2.708,2.737,2.957
psydlamp,3,1,1,17.147,15.714,3.428,3.103,3.581
psydlamp,3,2,1,12.41,11.919,2.998,3.732,2.96
psydlamp,3,3,1,17.025,18.725,3.141,3.242,3.576
psydlamp,3,1,2,17.643,21.271,3.219,3.179,3.712
psydlamp,3,2,2,15.048,13.77,2.696,3.34,2.698
psydlamp,3,3,2,16.498,18.187,3.287,3.45,4.023
psydlamp,3,1,3,13.628,12.402,3.913,2.871,3.857
psydlamp,3,2,3,16.714,12.541,2.995,2.34,2.911
psydlamp,3,3,3,14.403,13.884,2.637,3.771,3.874
psydlamp,3,1,4,16.682,15.339,4.762,2.702,3.099
psydlamp,3,2,4,9.382,9.357,2.546,3.137,2.835
psydlamp,3,3,4,12.222,10.171,3.577,2.47,2.718
psydlamp,3,1,5,17.103,14.429,3.933,3.581,3.652
psydlamp,3,2,5,16.761,14.116,3.665,2.645,3.807
psydlamp,3,3,5,13.148,12.319,3.686,3.469,3.175
capparbo,1,1,1,10.269,6.407,2.865,1.553,2.194
capparbo,1,2,1,4.546,6.534,2.434,2.964,2.226
capparbo,1,3,1,7.041,7.718,2.649,2.004,2.477
capparbo,1,1,2,8.592,5.892,2.52,2.849,1.793
capparbo,1,2,2,7.409,5.795,2.442,3.22,3.042
capparbo,1,3,2,7.063,7.376,2.461,1.843,2.747
capparbo,1,1,3,8.933,7.392,2.562,3.635,2.526
capparbo,1,2,3,8.171,6.763,3.228,2.847,2.577
capparbo,1,3,3,6.893,5.454,1.497,1.94,2.645
capparbo,1,1,4,10.095,6.608,2.611,2.062,2.819
capparbo,1,2,4,6.411,5.079,2.808,2.341,2.218
capparbo,1,3,4,8.897,8.906,1.869,2.817,3.125
capparbo,1,1,5,7.495,7.216,3.272,2.757,3.146
capparbo,1,2,5,4.559,5.904,2.047,1.67,2.072
capparbo,1,3,5,8.185,9.559,1.817,3.442,1.895
capparbo,2,1,1,12.276,11.856,1.63,2.784,2.68
capparbo,2,2,1,10.773,9.046,1.871,1.735,1.76
capparbo,2,3,1,15.353,14.007,2.904,2.713,2.904
capparbo,2,1,2,8.647,9.858,2.105,3.07,3.425
capparbo,2,2,2,6.514,4.797,2.465,1.867,2.149
capparbo,2,3,2,10.694,10.929,2.1,3.295,2.427
capparbo,2,1,3,9.194,8.155,3.076,1.949,3.632
capparbo,2,2,3,9.155,8.633,1.514,1.938,1.56
capparbo,2,3,3,9.668,5.999,2.379,1.683,2.071
capparbo,2,1,4,10.228,7.652,3.393,2.361,2.213
capparbo,2,2,4,8.59,7.447,1.586,1.436,1.832
capparbo,2,3,4,11.504,7.807,2.615,1.753,1.805
capparbo,2,1,5,8.95,6.023,1.611,2.45,3.01
capparbo,2,2,5,6.272,5.064,2.599,2.211,2.309
capparbo,2,3,5,9.959,9.207,2.611,2.361,2.946
capparbo,3,1,1,11.884,11.044,3.667,2.391,2.259
capparbo,3,2,1,14.031,8.926,2.775,3.3,3.738
capparbo,3,3,1,7.768,8.678,2.323,2.276,2.565
capparbo,3,1,2,10.957,11.13,3.756,2.106,2.892
capparbo,3,2,2,11.92,10.801,4.162,3.63,3.284
capparbo,3,3,2,8.597,7.716,2.305,1.78,1.525
capparbo,3,1,3,10.956,10.878,3.409,3.973,4.04
capparbo,3,2,3,9.413,7.537,3.667,3.228,3.445
capparbo,3,3,3,11.407,10.256,2.588,3.011,3.285
capparbo,3,1,4,13.109,8.658,1.606,3.771,1.922
capparbo,3,2,4,7.23,5.52,3.036,1.801,2.202
capparbo,3,3,4,9.507,9.988,3.304,2.552,2.618
capparbo,3,1,5,8.632,7.608,2.628,2.899,2.42
capparbo,3,2,5,10.472,9.782,2.563,3.659,3.353
capparbo,3,3,5,10.779,9.402,4.248,3.954,4.226
citrmoor,1,1,1,13.035,10.098,1.612,1.713,1.817
citrmoor,1,2,1,14.635,13.224,1.953,1.967,1.795
citrmoor,1,3,1,13.648,10.315,1.692,1.513,1.477
citrmoor,1,1,2,15.879,10.262,1.913,1.616,2.012
citrmoor,1,2,2,13.695,14.371,1.913,1.659,1.971
citrmoor,1,3,2,13.406,10.733,1.801,1.501,1.806
citrmoor,1,1,3,9.225,6.832,1.516,1.157,1.006
citrmoor,1,2,3,7.953,7.134,1.501,1.522,1.265
citrmoor,1,3,3,11.299,10.638,1.415,1.666,1.637
citrmoor,1,1,4,13.237,7.89,1.781,1.26,1.22
citrmoor,1,2,4,19.486,10.862,1.725,1.428,1.428
citrmoor,1,3,4,16.742,13.286,1.612,1.571,2.13
citrmoor,1,1,5,12.135,10.716,1.821,1.747,1.743
citrmoor,1,2,5,17.449,11.647,1.394,1.669,1.976
citrmoor,1,3,5,13.78,11.828,1.855,1.527,1.601
citrmoor,2,1,1,18.187,17.668,1.93,2.302,1.947
citrmoor,2,2,1,22.771,21.258,2.709,2.946,2.347
citrmoor,2,3,1,14.885,12.444,2.019,2.237,2.172
citrmoor,2,1,2,19.443,15.57,2.285,1.928,2.291
citrmoor,2,2,2,25.207,18.043,2.401,2.369,2.284
citrmoor,2,3,2,30.744,23.057,1.952,2.465,2.162
citrmoor,2,1,3,19.873,12.736,2.197,1.806,1.585
citrmoor,2,2,3,19.532,13.669,2.112,1.659,2.002
citrmoor,2,3,3,14.502,9.352,1.87,1.842,2.009
citrmoor,2,1,4,13.477,9.909,1.749,1.878,1.716
citrmoor,2,2,4,20.474,14.143,2.012,2.452,2.392
citrmoor,2,3,4,24.204,18.544,1.638,2.199,2.417
citrmoor,2,1,5,19.029,23.228,1.743,1.972,2.371
citrmoor,2,2,5,18.157,15.634,2.019,2.695,2.007
citrmoor,2,3,5,16.948,13.364,2.085,2.465,2.178
citrmoor,3,1,1,27.333,17.71,2.355,2.225,1.967
citrmoor,3,2,1,26.328,18.342,1.864,2.012,2.119
citrmoor,3,3,1,25.509,15.267,2.415,2.144,2.07
citrmoor,3,1,2,22.474,16.384,2.144,2.423,1.906
citrmoor,3,2,2,23.795,16.158,1.725,1.8,1.855
citrmoor,3,3,2,29.961,18.088,2.006,2.038,1.884
citrmoor,3,1,3,29.735,13.735,2.119,2.249,1.759
citrmoor,3,2,3,27.086,20.934,2.209,2.311,2.193
citrmoor,3,3,3,28.001,12.663,1.759,2.575,2.415
citrmoor,3,1,4,24.458,12.464,2.119,1.933,2.03
citrmoor,3,2,4,23.783,17.922,2.782,2.134,1.757
citrmoor,3,3,4,25.406,18.737,2.734,2.315,2.395
citrmoor,3,1,5,25.881,19.527,2.182,2.085,1.906
citrmoor,3,2,5,19.91,15.468,1.864,2.249,1.93
citrmoor,3,3,5,22.939,18.344,1.759,2.182,1.704
claoaust,1,1,1,21.043,15.104,3.091,2.547,2.808
claoaust,1,2,1,17.051,14.124,3.25,2.973,3.665
claoaust,1,3,1,12.742,13.173,3.174,3.002,2.81
claoaust,1,1,2,21.238,17.175,2.452,2.248,2.194
claoaust,1,2,2,14.703,15.819,2.593,2.113,2.508
claoaust,1,3,2,16.185,16.743,2.577,2.363,1.83
claoaust,1,1,3,18.946,15.896,2.535,2.513,2.601
claoaust,1,2,3,16.603,15.028,3.306,1.771,2.333
claoaust,1,3,3,19.403,15.391,1.753,2.128,2.063
claoaust,1,1,4,16.076,12.097,2.477,2.931,3.016
claoaust,1,2,4,13.067,10.311,3.081,1.941,1.904
claoaust,1,3,4,19.817,11.617,2.772,2.574,2.218
claoaust,1,1,5,17.381,12.677,3.13,2.137,2.162
claoaust,1,2,5,11.441,10.83,2.547,2.673,2.402
claoaust,1,3,5,16.707,18.903,2.713,2.309,1.904
crotacro,1,1,1,12.151,13.87,2.953,3.179,2.853
crotacro,1,2,1,12.51,9.844,4.163,3.998,4.264
crotacro,1,3,1,11.246,9.535,3.964,3.165,3.52
crotacro,1,1,2,9.338,11.878,1.875,1.05,2.089
crotacro,1,2,2,10.349,8.864,4.809,5.739,7.295
crotacro,1,3,2,12.419,7.871,2.828,2.361,2.003
crotacro,1,1,3,10.897,12.556,3.46,3.894,5.103
crotacro,1,2,3,14.133,13.342,3.877,3.415,3.179
crotacro,1,3,3,9.668,9.542,5.668,4.653,3.637
crotacro,1,1,4,9.167,9.552,4.722,3.751,3.53
crotacro,1,2,4,12.634,11.187,3.524,2.999,3.48
crotacro,1,3,4,11.854,11.395,3.019,1.909,2.092
crotacro,1,1,5,8.423,9.663,4.876,4.715,3.36
crotacro,1,2,5,15.768,17.196,2.763,2.287,2.023
crotacro,1,3,5,14.598,12.638,4.791,2.86,2.608
crotacro,2,1,1,15.167,9.88,3.77,3.431,3.046
crotacro,2,2,1,12.839,13.419,2.148,1.813,2.384
crotacro,2,3,1,10.834,12.522,3.531,2.846,2.715
crotacro,2,1,2,14.038,9.372,4.354,2.828,2.979
crotacro,2,2,2,15.385,11.067,3.296,2.659,2.932
crotacro,2,3,2,9.936,12.29,2.31,2.908,2.62
crotacro,2,1,3,13.63,9.123,3.696,3.798,4.482
crotacro,2,2,3,13.022,9.229,2.726,2.39,2.78
crotacro,2,3,3,15.849,14.193,3.596,4.199,2.733
crotacro,2,1,4,15.627,12.367,2.906,3.311,3.799
crotacro,2,2,4,10.196,6.731,2.366,2.62,2.888
crotacro,2,3,4,11.972,12.124,3.613,3.401,4.127
crotacro,2,1,5,12.853,9.318,5.253,2.652,5.556
crotacro,2,2,5,11.128,6.458,5.695,2.797,3.161
crotacro,2,3,5,9.608,10.413,2.747,2.818,3.586
crotacro,3,1,1,15.229,11.387,8.248,4.08,2.545
crotacro,3,2,1,14.83,14.559,4.569,4.297,3.818
crotacro,3,3,1,10.274,9.803,3.997,3.863,2.866
crotacro,3,1,2,15.69,11.009,3.71,5.18,3.149
crotacro,3,2,2,16.402,10.058,2.04,5.075,5.13
crotacro,3,3,2,9.062,7.552,2.39,4.052,2.873
crotacro,3,1,3,10.94,7.237,2.896,4.512,3.449
crotacro,3,2,3,13.753,15.205,2.418,2.545,1.95
crotacro,3,3,3,12.233,7.552,2.866,2.818,3.237
crotacro,3,1,4,13.092,8.089,2.371,4.985,4.118
crotacro,3,2,4,16.518,16.043,2.473,2.802,2.4
crotacro,3,3,4,8.82,6.425,2.154,2.129,1.794
crotacro,3,1,5,18.761,10.835,2.25,2.371,3.014
crotacro,3,2,5,12.711,13.39,2.881,2.371,2.999
crotacro,3,3,5,10.091,7.037,2.079,2.394,2.479
crotinsu,1,1,1,5.633,6.174,2.076,2.146,2.17
crotinsu,1,2,1,8.032,6.521,2.087,1.877,2.108
crotinsu,1,3,1,7.092,7.28,2.082,2.024,2.04
crotinsu,1,1,2,7.892,7.519,2.186,1.811,1.699
crotinsu,1,2,2,8.154,7.783,2.404,3,2.654
crotinsu,1,3,2,6.922,8.184,2.074,1.584,1.978
crotinsu,1,1,3,6.256,6.631,2.035,2.477,2.646
crotinsu,1,2,3,8.726,8.562,1.76,2.664,3.217
crotinsu,1,3,3,5.751,6.572,2.415,1.96,2.379
crotinsu,1,1,4,9.073,8.437,2.444,2.121,2.186
crotinsu,1,2,4,8.013,7.236,2.291,2.154,2.408
crotinsu,1,3,4,8.783,7.279,2.466,2.27,2.255
crotinsu,1,1,5,5.346,6.859,1.666,1.938,1.202
crotinsu,1,2,5,8.635,8.497,2.027,1.885,1.605
crotinsu,1,3,5,5.657,7.519,1.48,2.362,1.52
crotinsu,2,1,1,11.163,9.745,3.311,2.118,2.118
crotinsu,2,2,1,13.608,10.208,2.666,3.887,2.301
crotinsu,2,3,1,18.315,15.02,3.816,2.588,3.492
crotinsu,2,1,2,15.791,11.617,4.071,3.201,2.687
crotinsu,2,2,2,16.894,14.645,3.008,2.981,2.699
crotinsu,2,3,2,14.362,13.461,3.461,2.791,2.638
crotinsu,2,1,3,15.412,11.719,3.573,3.41,1.729
crotinsu,2,2,3,10.692,11.914,2.27,3.301,2.533
crotinsu,2,3,3,13.496,9.986,2.829,3.064,2.526
crotinsu,2,1,4,14.829,12.757,3.283,3.183,2.745
crotinsu,2,2,4,12.8,12.054,2.385,2.458,2.862
crotinsu,2,3,4,16.557,13.878,3.142,2.528,2.426
crotinsu,2,1,5,10.756,9.919,2.48,3.012,1.933
crotinsu,2,2,5,14.835,12.16,2.799,3.04,2.911
crotinsu,2,3,5,10.96,10.724,3.007,2.503,3.219
crotinsu,3,1,1,13.11,8.428,1.987,2.052,2.744
crotinsu,3,2,1,11.569,9.453,2.6,2.714,2.423
crotinsu,3,3,1,11.558,10.597,2.987,2.445,2.528
crotinsu,3,1,2,11.165,8.881,2.082,2.84,2.052
crotinsu,3,2,2,12.505,9.999,2.27,2.264,2.393
crotinsu,3,3,2,9.943,9.569,2.17,1.797,2.4
crotinsu,3,1,3,8.978,10.266,2.112,4.293,2.388
crotinsu,3,2,3,11.469,9.994,3.476,2.415,2.603
crotinsu,3,3,3,9.865,10.132,2.668,1.797,2.768
crotinsu,3,1,4,8.02,8.6,3.461,2.588,2.666
crotinsu,3,2,4,11.514,9.096,2.027,2.001,1.73
crotinsu,3,3,4,9.046,7.758,2.464,2.602,2.942
crotinsu,3,1,5,11.079,10.231,2.15,2.107,2.353
crotinsu,3,2,5,9.55,8.353,2.72,2.186,2.447
crotinsu,3,3,5,8.263,7.377,2.44,2.588,2.029
cryperyt,1,1,1,25.804,16.71,2.969,2.269,2.632
cryperyt,1,2,1,14.99,12.347,1.627,1.911,1.935
cryperyt,1,3,1,26.089,21.826,4.149,3.03,2.652
cryperyt,1,1,2,14.377,14.847,3.139,2.657,1.965
cryperyt,1,2,2,17.212,15.116,2.154,2.099,2.178
cryperyt,1,3,2,21.068,15.186,2.549,2.676,2.128
cryperyt,1,1,3,20.585,19.693,2.912,3.568,2.507
cryperyt,1,2,3,15.157,17.911,2.416,2.563,2.855
cryperyt,1,3,3,15.225,14.637,2.448,2.303,1.997
cryperyt,1,1,4,25.663,21.407,3.594,2.128,2.813
cryperyt,1,2,4,18.385,16.636,2.915,2.448,2.882
cryperyt,1,3,4,20.484,22.477,3.255,3.129,2.257
cryperyt,1,1,5,16.898,14.509,2.641,2.532,2.323
cryperyt,1,2,5,20.528,13.538,2.398,2.406,2.184
cryperyt,1,3,5,23.878,18.765,2.899,3.159,2.799
cryperyt,2,1,1,16.716,10.496,3.204,3.288,3.406
cryperyt,2,2,1,8.524,6.822,2.47,2.17,1.867
cryperyt,2,3,1,15.111,12.2,2.583,2.317,2.834
cryperyt,2,1,2,13.249,9.52,2.591,2.844,2.866
cryperyt,2,2,2,9.069,7.702,1.877,2.603,1.801
cryperyt,2,3,2,8.926,11.624,2.046,2.072,2.082
cryperyt,2,1,3,15.263,10.17,2.674,3.054,2.806
