abbrev,individual_id,sample_id,leaflet_id,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,notes
bracacer,3,2,NA,7281.477,1.6439,0.5983,
bracacer,3,3,NA,11360.459,2.3876,0.7609,
bracacer,3,4,NA,7034.218,1.5129,0.5461,
bracacer,4,1,NA,9583.8,4.5735,1.4512,
bracacer,4,2,NA,13857.9,2.8801,0.9328,
bracacer,4,3,NA,10643.5,3.2868,1.145,
bracacer,4,4,NA,11308.8,3.4766,1.2209,
bracaust,1,1,,3650.7,0.8214,0.269,
bracaust,1,2,,2846.4,0.6008,0.1821,
bracaust,1,3,,4437.8,0.9578,0.2683,
bracaust,1,4,,4300.9,1.0104,0.3339,
bracaust,2,1,,6908.6,2.1173,0.8631,
bracaust,2,2,,4558.9,1.279,0.5313,
bracaust,2,3,,5784.3,1.7515,0.6922,
bracaust,2,4,,5258.6,1.5813,0.6502,
bracaust,3,1,,1266.4,0.2931,0.0945,
bracaust,3,2,,1907.2,0.4408,0.1415,
bracaust,3,3,,1610.8,0.3672,0.1158,
bracaust,3,4,,4965,1.0841,0.3522,
bracaust,4,1,,5223.8,1.2285,0.3937,
bracaust,4,2,,3814.3,0.8966,0.296,
bracaust,4,3,,11558.8,2.6148,0.8613,
bracaust,4,4,,6623.4,1.572,0.5067,
breyoblo,1,1,NA,431.6,0.1314,0.0498,
breyoblo,1,2,NA,489.3,0.1364,0.0523,
breyoblo,1,3,NA,437.7,0.1255,0.0481,
breyoblo,1,4,NA,248.9,0.0583,0.0218,
breyoblo,2,1,NA,310.5,0.0774,0.0315,
breyoblo,2,2,NA,313.6,0.0756,0.031,
breyoblo,2,3,NA,358.9,0.08,0.0326,
breyoblo,2,4,NA,314,0.0767,0.0305,
breyoblo,3,1,NA,738.3,0.1824,0.0733,
breyoblo,3,2,NA,729.5,0.1843,0.0725,
breyoblo,3,3,NA,554.7,0.1405,0.0573,
breyoblo,3,4,NA,596.7,0.1468,0.0598,
breyoblo,4,1,NA,263.5,0.0593,0.0225,
breyoblo,4,2,NA,306.9,0.0552,0.0203,
breyoblo,4,3,NA,319,0.0736,0.0273,
breyoblo,4,4,NA,250.5,0.0591,0.0213,
bridexal,1,1,,5501.3,1.0501,0.4736,
bridexal,1,2,,2147.6,0.4271,0.1924,
bridexal,1,3,,2465.1,0.4721,0.185,
bridexal,1,4,,1815.1,0.3561,0.1425,
bridexal,2,1,,1170,0.2471,0.109,
bridexal,2,2,,910.4,0.1881,0.0848,
bridexal,2,3,,1164.4,0.2467,0.1089,
bridexal,2,4,,1033.1,0.2099,0.0944,
bridexal,3,1,,1570.2,0.3411,0.1596,
bridexal,3,2,,1334.2,0.2907,0.1384,
bridexal,3,3,,1221.9,0.2445,0.1075,
bridexal,3,4,,490.1,0.0914,0.0404,
bridexal,4,1,,2358.3,0.4117,0.1885,
bridexal,4,2,,1371.6,0.2201,0.0963,
bridexal,4,3,,1499.2,0.2658,0.1236,
bridexal,4,4,,1494.8,0.2631,0.125,
bridleic,1,1,NA,531.6,0.0926,0.037,
bridleic,1,2,NA,913.8,0.1663,0.0686,
bridleic,1,3,NA,740.7,0.1237,0.0485,
bridleic,1,4,NA,688.8,0.1281,0.0519,
bridleic,2,1,NA,1419.4,0.2939,0.1277,
bridleic,2,2,NA,713.2,0.1669,0.0715,
bridleic,2,3,NA,1035.1,0.246,0.1107,
bridleic,2,4,NA,546.1,0.1185,0.0491,
bridleic,3,1,NA,605.9,0.1158,0.0682,
bridleic,3,2,NA,799.7,0.176,0.0782,
bridleic,3,3,NA,637.2,0.14,0.0592,
bridleic,3,4,NA,623.6,0.1421,0.0603,
bridleic,4,1,NA,748.8,0.1774,0.0831,
bridleic,4,2,NA,1621.2,0.418,0.1959,
bridleic,4,3,NA,803.5,0.2148,0.0998,
bridleic,4,4,NA,967.4,0.2453,0.1149,
bridleic,5,1,NA,1120.2,0.1888,0.0828,
bridleic,5,2,NA,1002.3,0.1937,0.0908,
bridleic,5,3,NA,1158.2,0.1907,0.0845,
bridleic,5,4,NA,756.8,0.1534,0.0744,
bursinca,1,1,NA,175.6,0.0478,0.0229,
bursinca,1,2,NA,230.3,0.0583,0.0281,
bursinca,1,3,NA,162.9,0.0438,0.0205,
bursinca,1,4,NA,148.8,0.0426,0.0205,
bursinca,2,1,NA,152.3,0.0393,0.0191,
bursinca,2,2,NA,112.4,0.0302,0.0146,
bursinca,2,3,NA,92.6,0.0246,0.0119,
bursinca,2,4,NA,128.5,0.0345,0.017,
bursinca,3,1,NA,160,0.0447,0.0201,
bursinca,3,2,NA,88,0.0244,0.0118,
bursinca,3,3,NA,153.1,0.0437,0.019,
bursinca,3,4,NA,137.5,0.0367,0.0165,
bursinca,4,1,,112.1,0.03178,0.014375,
bursinca,4,2,,112.1,0.03178,0.014375,
bursinca,4,3,,112.1,0.03178,0.014375,
bursinca,4,4,,112.1,0.03178,0.014375,
bursspin,5,1,NA,187.4,0.0409,0.0318,
bursspin,5,2,NA,187.4,0.0409,0.0318,
bursspin,5,3,NA,187.4,0.0409,0.0318,
bursspin,5,4,NA,187.4,0.0409,0.0318,
cariovat,1,1,,224.5,0.0594,0.0223,
cariovat,1,2,,212.9,0.0459,0.0182,
cariovat,1,3,,205.1,0.0477,0.0178,
cariovat,1,4,,197.1,0.0618,0.0238,
cariovat,2,1,,668.3,0.1942,0.0853,
cariovat,2,2,,720.2,0.2093,0.0927,
cariovat,2,3,,736,0.2069,0.0806,
cariovat,2,4,,285.2,0.0833,0.0364,
cariovat,3,1,,370.4,0.1005,0.0439,
cariovat,3,2,,237.8,0.0654,0.029,
cariovat,3,3,,485.3,0.1334,0.0582,
cariovat,3,4,,337.8,0.0985,0.0451,
cariovat,4,1,,156.9,0.0443,0.0208,
cariovat,4,2,,294.1,0.0747,0.033,
cariovat,4,3,,234.4,0.0712,0.034,
cariovat,4,4,,465.8,0.1268,0.0592,
casemult,5,1,NA,2842.388,0.6131,0.21,
casemult,5,2,NA,2548.733,0.5423,0.18,
casemult,5,3,NA,2448.006,0.5208,0.1735,
casemult,5,4,NA,3123.914,0.6706,0.2307,
casemult,6,1,NA,1335.329,0.27,0.0983,
casemult,6,2,NA,2516.896,0.5658,0.2036,
casemult,6,3,NA,1946.437,0.4374,0.1588,
casemult,6,4,NA,2152.849,0.4456,0.1633,
casemult,7,1,NA,2425.911,0.5151,0.1778,
casemult,7,2,NA,2596.348,0.527,0.1836,
casemult,7,3,NA,1741.695,0.3476,0.1187,
casemult,7,4,NA,2582.02,0.5135,0.1772,
casemult,8,1,NA,2405.651,0.4829,0.172,
casemult,8,2,NA,2225.043,0.4941,0.1777,
casemult,8,3,NA,1173.267,0.2426,0.0875,
casemult,8,4,NA,1897.76,0.4029,0.1416,
casemult,9,1,NA,2162.962,0.6022,0.2323,
casemult,9,2,NA,1414.18,0.3829,0.1492,
casemult,9,3,NA,1310.229,0.317,0.1177,
casemult,9,4,NA,1275.649,0.3178,0.1202,
castalph,1,1,a,4648.261,0.8999,0.3429,
castalph,1,1,b,3680.897,0.7034,0.2491,
castalph,1,1,c,4876.67,0.9374,0.3338,
castalph,1,1,d,3335.321,0.6354,0.2234,
castalph,1,1,e,2050.157,0.3889,0.1399,
castalph,1,2,a,1168.375,0.231,0.0843,
castalph,1,2,b,2154.257,0.4436,0.1622,
castalph,1,2,c,1856.536,0.3743,0.1379,
castalph,1,2,d,1953.226,0.3924,0.1457,
castalph,1,2,e,2327.792,0.4889,0.181,
castalph,1,3,a,1519.104,0.2753,0.1045,
castalph,1,3,b,2046.906,0.3742,0.1414,
castalph,1,3,c,1919.865,0.3499,0.1341,
castalph,1,3,d,973.296,0.174,0.0667,
castalph,1,3,e,1741.519,0.3152,0.1193,
castalph,1,4,a,1506.129,0.2601,0.0889,
castalph,1,4,b,2452.6,0.4455,0.1562,
castalph,1,4,c,2596.512,0.4562,0.1598,
castalph,1,4,d,2005.204,0.3498,0.1213,
castalph,1,4,e,2242.63,0.3935,0.1377,
castalph,2,1,a,2468.638,0.6769,0.2957,
castalph,2,1,b,2031.312,0.4974,0.2073,
castalph,2,1,c,2371.597,0.5971,0.247,
castalph,2,1,d,2696.741,0.7128,0.303,
castalph,2,1,e,2657.31,0.6801,0.297,
castalph,2,2,a,2389.031,0.612,0.2758,
castalph,2,2,b,2114.112,0.5264,0.2362,
castalph,2,2,c,2236.683,0.5679,0.255,
castalph,2,2,d,2659.323,0.6747,0.309,
castalph,2,2,e,1523.845,0.3766,0.171,
castalph,2,2,f,2847.76,0.7301,0.3111,
castalph,2,3,a,3458.286,0.8884,0.3639,
castalph,2,3,b,2531.991,0.6349,0.287,
castalph,2,3,c,3467.633,0.9485,0.4236,
castalph,2,4,a,3325.215,0.8503,0.4119,
castalph,2,4,b,3580.02,0.8922,0.4214,
castalph,2,4,c,3098.068,0.78,0.3579,
castalph,2,4,d,3367.743,0.871,0.4211,
castalph,2,4,e,3456.56,0.8915,0.4169,
castalph,2,4,f,2720.353,0.6732,0.3077,
castalph,3,1,a,4509.125,1.2619,0.5067,
castalph,3,1,b,3112.077,0.8751,0.3613,
castalph,3,1,c,3855.285,1.0803,0.4501,
castalph,3,1,d,4372.709,1.2266,0.5111,
castalph,3,1,e,4566,1.2928,0.5416,
castalph,3,2,a,3984.704,1.0875,0.509,
castalph,3,2,b,4410.021,1.2005,0.5699,
castalph,3,2,c,4242.323,1.1386,0.5347,
castalph,3,2,d,4460.296,1.2063,0.5685,
castalph,3,2,e,4059.311,1.1028,0.52,
castalph,3,3,a,4976.286,1.3894,0.5773,
castalph,3,3,b,4728.765,1.2584,0.5055,
castalph,3,3,c,4210.763,1.1054,0.4513,
castalph,3,3,d,4168.714,1.2108,0.5107,
castalph,3,3,e,5577.857,1.5036,0.6199,
castalph,3,4,a,4487.281,1.2925,0.5176,
castalph,3,4,b,4087.09,1.1969,0.4801,
castalph,3,4,c,3341.288,0.9318,0.3727,
castalph,4,1,a,1201.7,0.2933,0.1137,
castalph,4,1,b,1887.4,0.5043,0.2073,
castalph,4,1,c,1650.7,0.4149,0.1637,
castalph,4,1,d,1819.6,0.4593,0.1919,
castalph,4,1,e,1919.7,0.4883,0.1998,
castalph,4,1,f,1160.3,0.306,0.1257,
castalph,4,2,a,3029.6,0.8543,0.3306,
castalph,4,2,b,2694.6,0.7425,0.2824,
castalph,4,2,c,2162.5,0.6208,0.2312,
castalph,4,3,a,2503.4,0.5329,0.2302,
castalph,4,3,b,2859.9,0.6377,0.2919,
castalph,4,3,c,2832.5,0.6355,0.297,
castalph,4,3,d,2844.7,0.6154,0.2753,
castalph,4,3,e,1663.1,0.3732,0.1749,
castalph,4,4,a,2673,0.6073,0.2657,
castalph,4,4,b,3269.8,0.7198,0.308,
castalph,4,4,c,2084,0.4371,0.1716,
castalph,4,4,d,3019.5,0.6492,0.2749,
castalph,4,4,e,2023.7,0.457,0.2055,
castaust,1,1,a,1249.3,0.2435,0.0894,
castaust,1,1,b,1184.1,0.2285,0.085,
castaust,1,1,c,1422.5,0.267,0.0999,
castaust,1,1,d,1034.2,0.1964,0.0729,
castaust,1,1,e,950.3,0.1794,0.0662,
castaust,1,2,a,2314.1,0.4889,0.1743,
castaust,1,2,b,4524.4,0.9427,0.341,
castaust,1,2,c,3666.1,0.808,0.2899,
castaust,1,2,d,3932.9,0.8472,0.3063,
castaust,1,2,e,3539.6,0.7306,0.2653,
castaust,1,2,f,3939.3,0.7993,0.2848,
castaust,1,3,a,2669.3,0.5335,0.1845,
castaust,1,3,b,3268.7,0.6507,0.2288,
castaust,1,3,c,5094.9,0.9574,0.351,
castaust,1,3,d,4389.2,0.8961,0.3226,
castaust,1,3,e,3938.4,0.7415,0.2631,
castaust,1,4,a,1922.6,0.3221,0.1112,
castaust,1,4,b,2281.4,0.3761,0.1325,
castaust,1,4,c,2693,0.4337,0.1537,
castaust,1,4,d,1553.1,0.2494,0.0865,
castaust,1,4,e,1169.3,0.2047,0.0693,
castaust,2,1,a,1895.7,0.3876,0.1533,
castaust,2,1,b,2440.3,0.5044,0.2009,
castaust,2,1,c,1970.8,0.3771,0.1428,
castaust,2,1,d,1949,0.3935,0.1556,
castaust,2,1,e,1754.9,0.3598,0.1423,
castaust,2,1,f,2309.2,0.473,0.1935,
castaust,2,2,a,2092.2,0.432,0.1848,
castaust,2,2,b,1407.1,0.2934,0.1255,
castaust,2,2,c,1718.4,0.3573,0.154,
castaust,2,2,d,1903.4,0.3994,0.1602,
castaust,2,2,e,2040.4,0.4338,0.184,
castaust,2,2,f,2208.1,0.4621,0.1918,
castaust,2,2,g,1792.9,0.3712,0.1521,
castaust,2,2,h,1661.8,0.3427,0.1361,
castaust,2,3,a,1229.8,0.253,0.0949,
castaust,2,3,b,772.5,0.1626,0.0615,
castaust,2,3,c,2546.1,0.5223,0.2065,
castaust,2,3,d,2022.6,0.3976,0.1556,
castaust,2,3,e,1434.9,0.2934,0.1178,
castaust,2,3,f,1009.2,0.2045,0.0816,
castaust,2,3,g,1555.2,0.3184,0.1192,
castaust,2,4,a,2191.7,0.4578,0.1843,
castaust,2,4,b,1880.9,0.3835,0.1548,
castaust,2,4,c,1296.1,0.2636,0.1049,
castaust,2,4,d,1596.9,0.3276,0.1332,
castaust,2,4,e,1706.5,0.3315,0.1317,
castaust,2,4,f,1589.7,0.3239,0.1339,
castaust,2,4,g,1533.4,0.3066,0.1236,
celtpani,1,1,,3436.6,0.8381,0.2971,
celtpani,1,2,,3463.1,0.9292,0.3306,
celtpani,1,3,,2383.4,0.627,0.2116,
celtpani,1,4,,3182.2,0.8223,0.2986,
cinnoliv,1,1,NA,1894.54,0.3923,0.1686,
cinnoliv,1,2,NA,1796.607,0.3844,0.1633,
cinnoliv,1,3,NA,1646.772,0.3786,0.17,
cinnoliv,1,4,NA,1907.562,0.4128,0.1756,
cinnoliv,2,1,NA,3456.222,0.7876,0.3489,
cinnoliv,2,2,NA,4022.455,0.9496,0.4246,
cinnoliv,2,3,NA,3913.215,0.8854,0.3943,
cinnoliv,2,4,NA,2716.733,0.6315,0.2569,
cinnoliv,3,1,NA,2039.648,0.4045,0.1694,
cinnoliv,3,2,NA,2169.194,0.4531,0.1889,
cinnoliv,3,3,NA,2417.611,0.4984,0.21,
cinnoliv,3,4,NA,2983.456,0.5984,0.2522,
cinnoliv,4,1,NA,1579.987,0.296,0.117,
cinnoliv,4,2,NA,2548.865,0.4828,0.1993,
cinnoliv,4,3,NA,1708.354,0.3122,0.1245,
cinnoliv,4,4,NA,2805.118,0.5312,0.2182,
cinnvire,1,1,NA,1879.634,0.4668,0.2041,
cinnvire,1,2,NA,1162.227,0.2776,0.1199,
cinnvire,1,3,NA,2350.8,0.6131,0.2711,
cinnvire,1,4,NA,1985.044,0.4907,0.2166,
cinnvire,2,1,NA,1517,0.4294,0.211,
cinnvire,2,2,NA,1676.6,0.4455,0.2126,
cinnvire,2,3,NA,1248.3,0.3395,0.1659,
cinnvire,2,4,NA,1544,0.4228,0.2066,
cinnvire,3,1,NA,1201.5,0.267,0.1283,
cinnvire,3,2,NA,1356.6,0.3258,0.1545,
cinnvire,3,3,NA,939.8,0.2174,0.0999,
cinnvire,3,4,NA,916.5,0.2142,0.1029,
cinnvire,4,1,NA,1135.4,0.2562,0.12,
cinnvire,4,2,NA,1352.5,0.3278,0.1607,
cinnvire,4,3,NA,827.1,0.205,0.1041,
cinnvire,4,4,NA,640.5,0.1603,0.08,
cinnvire,5,1,NA,2181.6,0.6442,0.3312,
cinnvire,5,2,NA,1475.9,0.4602,0.2377,
cinnvire,5,3,NA,1691.5,0.5209,0.271,
cinnvire,5,4,NA,1640.1,0.474,0.2442,
citraust,1,1,NA,540.691,0.1659,0.0634,
citraust,1,2,NA,388.384,0.1171,0.0476,
citraust,1,3,NA,459.397,0.1439,0.0577,
citraust,1,4,NA,452.202,0.1371,0.055,
citraust,2,1,NA,388.4,0.137,0.0607,
citraust,2,2,NA,356.2,0.1195,0.0509,
citraust,2,3,NA,440,0.1586,0.0711,
citraust,2,4,NA,406.2,0.1478,0.0665,
citraust,3,1,NA,922.4,0.3741,0.1513,
citraust,3,2,NA,762.7,0.3229,0.1301,
citraust,3,3,NA,510.4,0.2042,0.0874,
citraust,3,4,NA,378,0.1574,0.0683,
citraust,4,1,,319.5,0.09,0.0396,
citraust,4,2,,438.7,0.1211,0.0508,
citraust,4,3,,245.6,0.0674,0.029,
citraust,4,4,,210.6,0.0548,0.0228,
cleicunn,1,1,NA,967.372,0.1771,0.0766,
cleicunn,1,2,NA,697.485,0.1194,0.0506,
cleicunn,1,3,NA,900.03,0.1773,0.0721,
cleicunn,1,4,NA,716.674,0.1259,0.0493,
cleicunn,2,1,NA,1198.856,0.1965,0.0757,
cleicunn,2,2,NA,948.373,0.1517,0.0684,
cleicunn,2,3,NA,1461.723,0.2439,0.1058,
cleicunn,2,4,NA,1016.245,0.1678,0.0738,
cleicunn,3,1,NA,820.925,0.1273,0.0444,
cleicunn,3,2,NA,803.384,0.1287,0.0494,
cleicunn,3,3,NA,1113.523,0.1847,0.0717,
cleicunn,3,4,NA,706.611,0.1063,0.0364,
cleicunn,4,1,,1096.3,0.1893,0.0645,
cleicunn,4,2,,913.8,0.1642,0.0582,
cleicunn,4,3,,703.5,0.1221,0.0456,
cleicunn,4,4,,771.8,0.1295,0.05,
clerflor,1,1,,3020.9,0.9426,0.268,
clerflor,1,2,,3454.9,1.1373,0.3235,
clerflor,1,3,,3836.3,0.9571,0.2872,
clerflor,1,4,,2968.4,0.7674,0.1934,
clerflor,2,1,,3869.5,1.5718,0.4263,
clerflor,2,2,,3551.4,1.4934,0.4229,
clerflor,2,3,,1607.3,0.5912,0.1575,
clerflor,2,4,,4487.9,1.7054,0.4569,
clerflor,3,1,,3972.5,1.1192,0.3477,
clerflor,3,2,,4305.9,1.5002,0.4718,
clerflor,3,3,,2840.4,0.8306,0.2444,
clerflor,3,4,,3403.9,1.1028,0.338,
clerflor,4,1,,2793,0.9864,0.2704,
clerflor,4,2,,914.6,0.2703,0.0618,
clerflor,4,3,,1777.8,0.5896,0.1362,
clerflor,4,4,,483.3,0.1386,0.0377,
clertome,1,1,NA,1514.9,0.7421,0.217,
clertome,1,2,NA,1249.3,0.609,0.1784,
clertome,1,3,NA,1744.3,0.8102,0.2418,
clertome,1,4,NA,1529.5,0.6653,0.1974,
clertome,2,1,,2940.1,1.0596,0.2893,
clertome,2,2,,2016.7,0.7264,0.1981,
clertome,2,3,,697.3,0.2658,0.0671,
clertome,2,4,,1575,0.5706,0.1548,
clertome,3,1,,459,0.1328,0.0324,
clertome,3,2,,4145.3,1.5426,0.3847,
clertome,3,3,,4392.5,1.5204,0.3715,
clertome,3,4,,1359.2,0.5592,0.1426,
clertome,4,1,,832.9,0.3096,0.0923,
clertome,4,2,,3385.4,1.4522,0.4115,
clertome,4,3,,964.2,0.3591,0.1085,
clertome,4,4,,2215.5,0.9045,0.2666,
coatpani,1,1,NA,1317.5,0.6573,0.2757,
coatpani,1,2,NA,1000.2,0.4355,0.1974,
coatpani,1,3,NA,1045.4,0.4753,0.2043,
coatpani,1,4,NA,991.9,0.4595,0.1955,
coatpani,2,1,NA,2272.4,0.9489,0.4104,
coatpani,2,2,NA,1742.5,0.7811,0.3188,
coatpani,2,3,NA,1747.1,0.7058,0.3064,
coatpani,2,4,NA,1912.7,0.8865,0.3588,
coatpani,3,1,NA,719.5,0.2996,0.1216,
coatpani,3,2,NA,871,0.4044,0.162,
coatpani,3,3,NA,821.1,0.4152,0.1665,
coatpani,3,4,NA,601.8,0.288,0.1136,
coatpani,4,1,NA,1259.2,0.5698,0.2086,
coatpani,4,2,NA,1136.8,0.5006,0.1753,
coatpani,4,3,NA,1401.6,0.5947,0.2198,
coatpani,4,4,NA,1156.3,0.5361,0.2124,
crotpheb,1,1,,821.5,0.2212,0.0922,
crotpheb,1,2,,769.3,0.2176,0.1027,
crotpheb,1,3,,452.7,0.1421,0.066,
crotpheb,1,4,,481.9,0.1488,0.0699,
crotpheb,2,1,,597.1,0.1613,0.069,
crotpheb,2,2,,318.4,0.0886,0.0375,
crotpheb,2,3,,464.3,0.124,0.0513,
crotpheb,2,4,,280.4,0.0784,0.0331,
crotpheb,3,1,,234.3,0.0641,0.0258,
crotpheb,3,2,,260.9,0.0675,0.0261,
crotpheb,3,3,,402.5,0.0975,0.0411,
crotpheb,3,4,,384.5,0.1135,0.0465,
crotpheb,4,1,,733.8,0.2061,0.0794,
crotpheb,4,2,,959,0.2648,0.1072,
crotpheb,4,3,,590.3,0.1575,0.0651,
crotpheb,4,4,,501.6,0.1538,0.0617,
crotpheb,5,1,,1003.4,0.2817,0.1222,
crotpheb,5,2,,475.9,0.1468,0.0645,
crotpheb,5,3,,293,0.0685,0.0275,
crotpheb,5,4,,845.4,0.244,0.107,
crotverr,1,1,NA,1853.2,0.4677,0.1973,
crotverr,1,2,NA,1471.8,0.4151,0.1797,
crotverr,1,3,NA,1108.5,0.2578,0.0992,
crotverr,1,4,NA,691.4,0.1573,0.0622,
crotverr,2,1,NA,1860.7,0.455,0.1718,
crotverr,2,2,NA,1004.8,0.2366,0.0921,
crotverr,2,3,NA,2013.9,0.4997,0.1926,
crotverr,2,4,NA,2051.3,0.4998,0.1974,
crotverr,3,1,NA,1734.9,0.402,0.1444,
crotverr,3,2,NA,1218.1,0.364,0.1501,
crotverr,3,3,NA,659.3,0.1591,0.0605,
crotverr,3,4,NA,1936.2,0.4873,0.1989,
crotverr,4,1,NA,1185.5,0.2785,0.1042,
crotverr,4,2,NA,2479.5,0.6133,0.2238,
crotverr,4,3,NA,3669.2,0.9469,0.3433,
crotverr,4,4,NA,2405.3,0.6075,0.2191,
crotverr,5,1,NA,2849.6,0.7718,0.2947,
crotverr,5,2,NA,1516.7,0.3507,0.1213,
crotverr,5,3,NA,1007.5,0.2327,0.0893,
crotverr,5,4,NA,975.2,0.2243,0.0799,
crypbidw,1,1,NA,2949.133,0.8422,0.3933,
crypbidw,1,2,NA,2104.614,0.6449,0.3362,
crypbidw,1,3,NA,3691.507,1.1936,0.5633,
crypbidw,1,4,NA,1949.229,0.5589,0.2594,
crypbidw,2,1,NA,2923.563,0.8331,0.3828,
crypbidw,2,2,NA,2817.296,0.7361,0.3346,
crypbidw,2,3,NA,2043.557,0.5443,0.2503,
crypbidw,2,4,NA,1816.79,0.4912,0.2234,
crypbidw,3,1,NA,2728.056,0.8351,0.4056,
crypbidw,3,2,NA,2402.559,0.6619,0.3282,
crypbidw,3,3,NA,1526.586,0.3707,0.1775,
crypbidw,3,4,NA,2871.033,0.8522,0.4155,
crypbidw,4,1,,2257.4,0.5872,0.258,
crypbidw,4,2,,1275.9,0.3234,0.1473,
crypbidw,4,3,,1182.3,0.3257,0.1517,
crypbidw,4,4,,1437.2,0.3768,0.173,
cryperyt,1,1,NA,3445.469,0.7978,0.2441,
cryperyt,1,2,NA,2569.473,0.6338,0.2663,
cryperyt,1,3,NA,1885.884,0.5183,0.1802,
cryperyt,1,4,NA,1863.624,0.5115,0.2055,
cryperyt,2,1,NA,1942.64,0.4308,0.1375,
cryperyt,2,2,NA,2292.267,0.4841,0.1493,
cryperyt,2,3,NA,3291.865,0.7764,0.2397,
cryperyt,2,4,NA,2523.039,0.5972,0.1986,
cryperyt,3,1,NA,4705.377,1.0472,0.2866,
cryperyt,3,2,NA,3903.752,0.9229,0.2833,
cryperyt,3,3,NA,3692.05,0.8131,0.2598,
cryperyt,3,4,NA,3530.26,0.8756,0.2755,
cryperyt,4,1,,772.2,0.1967,0.067,
cryperyt,4,2,,2747.3,0.6297,0.2264,
cryperyt,4,3,,2181.9,0.4987,0.1819,
cryperyt,4,4,,2117,0.5536,0.1867,
crypfove,1,1,NA,1589.773,0.3767,0.1818,
crypfove,1,2,NA,1409.466,0.3378,0.1614,
crypfove,1,3,NA,4281.453,1.1377,0.4849,
crypfove,1,4,NA,1784.245,0.5314,0.2416,
crypfove,2,1,NA,2232.805,0.5631,0.2478,
crypfove,2,2,NA,2269.182,0.5714,0.2505,
crypfove,2,3,NA,1768.539,0.4044,0.1594,
crypfove,2,4,NA,1391.045,0.3023,0.1161,
crypfove,3,1,NA,1862.866,0.4959,0.2122,
crypfove,3,2,NA,1262.437,0.2988,0.1263,
crypfove,3,3,NA,1335.681,0.3718,0.1811,
crypfove,3,4,NA,1080.903,0.3112,0.154,
crypfove,4,1,NA,1467.9,0.325,0.1438,
crypfove,4,2,NA,836.3,0.1743,0.0756,
crypfove,4,3,NA,1473.6,0.3802,0.1659,
crypfove,4,4,NA,682.7,0.1376,0.06,
crypglau,1,1,,2801.8,0.6973,0.2785,
crypglau,1,2,,2105.4,0.5176,0.2133,
crypglau,1,3,,2080,0.5121,0.2032,
crypglau,1,4,,1407.3,0.3662,0.1542,
crypglau,2,1,,2569.6,0.5178,0.2113,
crypglau,2,2,,4320.6,0.9571,0.452,
crypglau,2,3,,2418,0.5917,0.2736,
crypglau,2,4,,3230.4,0.8021,0.3891,
crypglau,3,1,,1965.9,0.4322,0.2006,
crypglau,3,2,,1739.2,0.3979,0.1851,
crypglau,3,3,,1264.6,0.2778,0.1166,
crypglau,3,4,,965.4,0.2184,0.108,
cryplaev,1,1,NA,2102.73,0.45,0.1901,
cryplaev,1,2,NA,1805.233,0.354,0.1522,
cryplaev,1,3,NA,2450.915,0.5331,0.2392,
cryplaev,1,4,NA,1955.386,0.4173,0.1859,
cryplaev,2,1,NA,1441.675,0.2643,0.0982,
cryplaev,2,2,NA,1908.604,0.3583,0.1351,
cryplaev,2,3,NA,1590.994,0.3006,0.1177,
cryplaev,2,4,NA,1980.505,0.3756,0.1448,
cryplaev,3,1,NA,1376.391,0.3095,0.139,
cryplaev,3,2,NA,960.555,0.2237,0.0954,
cryplaev,3,3,NA,1000.944,0.2052,0.0848,
cryplaev,3,4,NA,1003.019,0.2016,0.089,
cryplaev,4,1,NA,1179.5,0.4,0.1873,
cryplaev,4,2,NA,930.9,0.2823,0.122,
cryplaev,4,3,NA,903.3,0.2728,0.1125,
cryplaev,4,4,NA,1333.2,0.4392,0.207,
crypmicr,1,1,,2166.6,0.5041,0.2476,
crypmicr,1,2,,1616.8,0.3678,0.1904,
crypmicr,1,3,,2435.1,0.5614,0.2513,
crypmicr,1,4,,2440.4,0.5663,0.2545,
crypscle,1,1,NA,1412.631,0.3659,0.191,
crypscle,1,2,NA,1577.507,0.4497,0.2322,
crypscle,1,3,NA,1119.293,0.3001,0.1561,
crypscle,1,4,NA,1199.452,0.3242,0.168,
crypscle,2,1,,2070,0.5429,0.2671,
crypscle,2,2,,2451.4,0.7227,0.3796,
crypscle,2,3,,2133,0.6095,0.3112,
crypscle,2,4,,1327.7,0.4158,0.2222,
cupaflag,1,1,a,3078.3,0.9601,0.4576,
cupaflag,1,1,b,3106.4,0.9344,0.4273,
cupaflag,1,1,c,2007.7,0.5801,0.2674,
cupaflag,1,1,d,3445.3,1.0575,0.4936,
cupaflag,1,1,e,3361.3,1.0208,0.4693,
cupaflag,1,1,f,2773.7,0.8824,0.4177,
cupaflag,1,2,a,2036.3,0.5907,0.2682,
cupaflag,1,2,b,2514.6,0.7657,0.3475,
cupaflag,1,2,c,2373.3,0.7078,0.3276,
cupaflag,1,2,d,2690,0.8002,0.3623,
cupaflag,1,2,e,2721.8,0.826,0.371,
cupaflag,1,2,f,2252,0.6722,0.3017,
cupaflag,1,2,g,1263,0.3684,0.1625,
cupaflag,1,3,a,3279.2,0.9904,0.4546,
cupaflag,1,3,b,3822.2,1.1272,0.5117,
cupaflag,1,3,c,4106.2,1.2133,0.5423,
cupaflag,1,3,d,2882.1,0.8613,0.3877,
cupaflag,1,3,e,4031.3,1.2036,0.5316,
cupaflag,1,3,f,2031.7,0.6071,0.2657,
