abbrev,individual_id,sample_id,leaflet_id,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,notes,
polyeleg,1,3,rachis,3458.64,7.6901,2.2984,,
polyeleg,1,3,ap,1878.17,0.3419,0.1312,,
polyeleg,1,3,ad,980.25,0.1873,0.0669,,
polyeleg,1,3,ao,1242.5,0.2241,0.0844,,
polyeleg,1,3,p,1910.09,0.3516,0.1296,,
polyeleg,1,3,aq,3293.68,0.626,0.2229,,
polyeleg,1,3,an,1415.77,0.2491,0.0942,,
polyeleg,1,3,w,1704.63,0.3132,0.1132,,
polyeleg,1,3,n ,1136.57,0.1969,0.075,,
polyeleg,1,3,a,592.67,0.1048,0.0391,,
polyeleg,1,3,l,1193.89,0.21,0.0783,,
polyeleg,1,3,m,2234.55,0.3909,0.1459,,
polyeleg,1,3,h,1407.14,0.2549,0.0913,,
polyeleg,1,3,t,1190.92,0.2166,0.0772,,
polyeleg,1,3,am,1900.63,0.3465,0.1232,,
polyeleg,1,3,f,2153.02,0.3914,0.1395,,
polyeleg,1,3,ar,1204.88,0.2157,0.078,,
polyeleg,1,3,u,1800.44,0.3262,0.1162,,
polyeleg,1,3,aa,1850.73,0.3368,0.1194,,
polyeleg,1,3,x,1841.31,0.3292,0.1185,,
polyeleg,1,3,k,1296.34,0.2286,0.0833,,
polyeleg,1,3,i,1123.69,0.1976,0.0722,,
polyeleg,1,3,ak,2319.11,0.428,0.1489,,
polyeleg,1,3,q,1155.91,0.2028,0.0741,,
polyeleg,1,3,g,1157.81,0.2031,0.0742,,
polyeleg,1,3,o,1053.09,0.1816,0.0673,,
polyeleg,1,3,v,2032.774,0.3641,0.1298,,
polyeleg,1,3,al,2254.25,0.404,0.1437,,
polyeleg,1,3,s,1934.68,0.3502,0.1232,,
polyeleg,1,3,r,1906.77,0.3416,0.1214,,
polyeleg,1,3,ag,1936.24,0.3473,0.123,,
polyeleg,1,3,y,1225.82,0.2134,0.0778,,
polyeleg,1,3,at,1410.65,0.2559,0.0895,,
polyeleg,1,3,z,2565.36,0.4514,0.1627,,
polyeleg,1,3,ah,2227.74,0.4026,0.1407,,
polyeleg,1,3,e,2779.08,0.495,0.1754,,
polyeleg,1,3,ab,1969.81,0.3532,0.1243,,
polyeleg,1,3,aw,1335.25,0.2374,0.0842,,
polyeleg,1,3,ac,1288.2,0.2237,0.0811,,
polyeleg,1,3,c,1516.97,0.2647,0.0955,,
polyeleg,1,3,aj,2459.65,0.4501,0.1545,,
polyeleg,1,3,b,1293.75,0.2256,0.0808,,
polyeleg,1,3,d,3028.48,0.5388,0.1889,,
polyeleg,1,3,ai,2382.78,0.4322,0.148,,
polyeleg,1,3,af,2190.45,0.389,0.1358,,
polyeleg,1,3,au,1825.05,0.3303,0.1126,,
polyeleg,1,3,av,1812.37,0.3317,0.1113,,
polyeleg,1,3,ae,1135.46,0.1974,0.0696,,
polyeleg,1,3,j,1134.38,0.1936,0.0695,,
polyeleg,1,3,as,1665.63,0.29,0.101,,
polyeleg,1,4,rachis,4359.43,14.8012,4.33009,,
polyeleg,1,4,az,4308.01,0.8369,0.2794,,
polyeleg,1,4,bh,1980.72,0.3832,0.1283,,
polyeleg,1,4,a,4452.36,0.8323,0.2856,,
polyeleg,1,4,bi,3594.47,0.6995,0.2302,,
polyeleg,1,4,bf,1640.16,0.305,0.1038,,
polyeleg,1,4,ah,3232.16,0.612,0.2043,,
polyeleg,1,4,ba,4263.26,0.8078,0.269,,
polyeleg,1,4,bb,2199.2,0.4069,0.1368,,
polyeleg,1,4,bc,2314.23,0.428,0.1438,,
polyeleg,1,4,al,3622.23,0.6667,0.2247,,
polyeleg,1,4,af,2929.8,0.5548,0.1813,,
polyeleg,1,4,ay,2133.68,0.4003,0.1318,,
polyeleg,1,4,ag,2548.12,0.4766,0.1574,,
polyeleg,1,4,b,3596.52,0.6435,0.2211,,
polyeleg,1,4,s,2639.52,0.4889,0.1613,,
polyeleg,1,4,u,3299.02,0.5918,0.2015,,
polyeleg,1,4,t,2682.38,0.4912,0.1636,,
polyeleg,1,4,at,3043.02,0.5694,0.1841,,
polyeleg,1,4,aw,3424.43,0.6354,0.207,,
polyeleg,1,4,ai,2823,0.5211,0.1706,,
polyeleg,1,4,ax,2232.57,0.4076,0.1349,,
polyeleg,1,4,m,1506.94,0.2665,0.0909,,
polyeleg,1,4,f,1940.36,0.3514,0.1165,,
polyeleg,1,4,d,3819.24,0.6795,0.2293,,
polyeleg,1,4,be,2127.18,0.389,0.1277,,
polyeleg,1,4,bd,1443.16,0.2614,0.0866,,
polyeleg,1,4,as,3006.68,0.5536,0.1802,,
polyeleg,1,4,bg,1505.61,0.2765,0.09,,
polyeleg,1,4,h,2042.72,0.3621,0.1221,,
polyeleg,1,4,ak,1946.09,0.3494,0.1162,,
polyeleg,1,4,q,2682.6,0.4878,0.1598,,
polyeleg,1,4,av,3450.07,0.6323,0.2055,,
polyeleg,1,4,aq,3214.88,0.5844,0.1911,,
polyeleg,1,4,i,3248.9,0.5752,0.1925,,
polyeleg,1,4,ap,3080.84,0.5533,0.1824,,
polyeleg,1,4,aj,2034.13,0.3621,0.1204,,
polyeleg,1,4,w,2049.09,0.3611,0.1205,,
polyeleg,1,4,am,4214.79,0.7441,0.246,,
polyeleg,1,4,ad,2836.75,0.5084,0.1654,,
polyeleg,1,4,au,3061.69,0.5574,0.1779,,
polyeleg,1,4,x,1955.62,0.3395,0.1125,,
polyeleg,1,4,v,992.49,0.1662,0.057,,
polyeleg,1,4,ao,2329.47,0.4058,0.1336,,
polyeleg,1,4,y,3376.48,0.5781,0.1923,,
polyeleg,1,4,z,2364.61,0.4033,0.1343,,
polyeleg,1,4,g,1551.21,0.2668,0.088,,
polyeleg,1,4,ae,2575.33,0.452,0.1453,,
polyeleg,1,4,ac,3190.27,0.5516,0.1798,,
polyeleg,1,4,aa,3103.72,0.5414,0.1748,,
polyeleg,1,4,ar,2628.39,0.4619,0.1466,,
polyeleg,1,4,o,2345.28,0.4038,0.1308,,
polyeleg,1,4,ab,2351.41,0.3954,0.1311,,
polyeleg,1,4,l,2783.94,0.471,0.1547,,
polyeleg,1,4,r,1964.05,0.3371,0.1086,,
polyeleg,1,4,an,2512.24,0.4304,0.1389,,
polyeleg,1,4,e,771.15,0.129,0.0426,,
polyeleg,1,4,j,797.84,0.1291,0.0439,,
polyeleg,1,4,c,3307.48,0.5793,0.1819,,
polyeleg,1,4,n ,1083.47,0.1774,0.0587,,
polyeleg,1,4,p,2173.31,0.3669,0.1176,,
polyeleg,1,4,k,1406.39,0.2216,0.0714,,
vitelign,1,1,NA,698.64,0.1606,0.0732,premlign,
vitelign,1,2,NA,708.53,0.1471,0.0657,premlign,
vitelign,1,3,NA,700.55,0.153,0.0664,premlign,
vitelign,1,4,NA,519.35,0.119,0.0523,premlign,
psydlamp,1,1,NA,3230.04,0.8637,0.344,,
psydlamp,1,2,NA,5816.12,1.6687,0.6632,,vitelign
psydlamp,1,3,NA,6466.76,1.8429,0.7424,,
psydlamp,1,4,NA,7293.85,2.0901,0.8786,,
psydlamp,2,1,NA,3613.76,1.2477,0.605,,
psydlamp,2,2,NA,3481.38,1.216,0.5929,,
psydlamp,2,3,NA,6947.95,2.3394,1.1207,,
psydlamp,2,4,NA,4763.66,1.4268,0.6659,,
psydlamp,3,1,NA,4611.35,1.1509,0.502,,
psydlamp,3,2,NA,3479.65,0.9042,0.4142,,
psydlamp,3,3,NA,4171.67,1.1789,0.5532,,
psydlamp,3,4,NA,4992.7,1.6793,0.8137,,
psydlamp,4,1,NA,3124.86,1.213,0.6365,,
psydlamp,4,2,NA,3574.46,1.3503,0.6865,,
psydlamp,4,3,NA,5693.35,2.046,1.058,,
psydlamp,4,4,NA,5929.06,2.2444,1.1489,,
psydodor,1,1,NA,966.75,0.3245,0.1436,,
psydodor,1,2,NA,902.8,0.2844,0.1252,,
psydodor,1,3,NA,913.36,0.2898,0.1283,,
psydodor,1,4,NA,1078.32,0.3649,0.1625,,
psydodor,2,1,NA,452.96,0.134,0.034,,
psydodor,2,2,NA,619.92,0.1812,0.0502,,
psydodor,2,3,NA,689.53,0.2104,0.0563,,
psydodor,2,4,NA,372.8,0.1086,0.0231,,
psydodor,3,1,NA,195.97,0.0677,0.0301,,
psydodor,3,2,NA,207.88,0.0817,0.0363,,
psydodor,3,3,NA,241.08,0.0817,0.0348,,
psydodor,3,4,NA,261.74,0.0928,0.0397,,
psydodor,4,1,NA,236.66,0.0763,0.034,,
psydodor,4,2,NA,344.75,0.1303,0.056,,
psydodor,4,3,NA,304.44,0.1095,0.0464,,
psydodor,4,4,NA,293.58,0.1093,0.0461,,
rhoddumi,1,1,NA,2458,0.7328,0.3414,,
rhoddumi,1,2,NA,1756.78,0.4796,0.2238,,
rhoddumi,1,3,NA,1946.03,0.5077,0.2193,,
rhoddumi,1,4,NA,2096.26,0.5636,0.2492,,
rhodrhod,1,1,rachis,215.15,0.171,0.0575,,
rhodrhod,1,1,f,880.24,0.1851,0.0768,,
rhodrhod,1,1,g,949.56,0.1971,0.0803,,
rhodrhod,1,1,a,596.82,0.1208,0.05,,
rhodrhod,1,1,c,822.24,0.163,0.0677,,
rhodrhod,1,1,d,775.07,0.1547,0.0638,,
rhodrhod,1,1,h,797.25,0.1619,0.0656,,
rhodrhod,1,1,b,889.2,0.175,0.072,,
rhodrhod,1,1,i,637.18,0.1246,0.0495,,
rhodrhod,1,1,e,650.16,0.1251,0.0503,,
rhodrhod,1,2,rachis,398.72,0.3456,0.1102,,
rhodrhod,1,2,a,881.93,0.196,0.0838,,
rhodrhod,1,2,c,1251.76,0.2718,0.117,,
rhodrhod,1,2,f,945.98,0.2041,0.0872,,
rhodrhod,1,2,g,1074.08,0.2315,0.0987,,
rhodrhod,1,2,b,885.57,0.1904,0.0812,,
rhodrhod,1,2,d,1034.28,0.2161,0.0925,,
rhodrhod,1,2,h,1083.55,0.2275,0.0964,,
rhodrhod,1,2,e,889.68,0.183,0.0774,,
rhodrhod,1,2,i,973.53,0.1987,0.083,,
rhodrhod,1,3,rachis,217.81,0.1604,0.0523,,
rhodrhod,1,3,f,476.91,0.0995,0.0424,,
rhodrhod,1,3,e,551.84,0.1109,0.0487,,
rhodrhod,1,3,a,572.53,0.1172,0.0499,,
rhodrhod,1,3,c,832.48,0.1657,0.0713,,
rhodrhod,1,3,b,823.84,0.165,0.07,,
rhodrhod,1,3,g,664.53,0.1305,0.0555,,
rhodrhod,1,3,h,887.18,0.1683,0.0718,,
rhodrhod,1,3,d,438.18,0.0824,0.0352,,
rhodrhod,1,3,i,285.2,0.0547,0.0229,,
rhodrhod,1,4,rachis,216.54,0.1851,0.0647,,
rhodrhod,1,4,g,826,0.1616,0.0651,,
rhodrhod,1,4,h,701.03,0.1384,0.0551,,
rhodrhod,1,4,d,1123.02,0.2158,0.0875,,
rhodrhod,1,4,a,600.78,0.1107,0.0457,,
rhodrhod,1,4,b,1080.99,0.1973,0.0812,,
rhodrhod,1,4,f,934.55,0.1742,0.0698,,
rhodrhod,1,4,c,1219.41,0.2214,0.0897,,
rhodrhod,1,4,e,888.45,0.1598,0.0649,,
santlanc,1,1,NA,518.77,0.2211,0.0884,,
santlanc,1,2,NA,384.62,0.1607,0.0625,,
santlanc,1,3,NA,509.74,0.2037,0.0764,,
santlanc,1,4,NA,498.3,0.225,0.086,,
santlanc,2,1,NA,486.32,0.3789,0.1033,,
santlanc,2,2,NA,525.55,0.4158,0.1173,,
santlanc,2,3,NA,523.65,0.2024,0.0726,,
santlanc,2,4,NA,455.85,0.1741,0.0618,,
santlanc,3,1,NA,698.11,0.3997,0.1302,,
santlanc,3,2,NA,625.43,0.3465,0.1102,,
santlanc,3,3,NA,898.99,0.5581,0.1588,,
santlanc,3,4,NA,531.52,0.2731,0.0841,,
santlanc,4,1,NA,667.06,0.302,0.102,,
santlanc,4,2,NA,840.88,0.4379,0.131,,
santlanc,4,3,NA,379.61,0.173,0.0644,,
santlanc,4,4,NA,659.2,0.3746,0.1192,,
sarcsimp,1,1,NA,1627.76,0.5035,0.1563,,
sarcsimp,1,2,NA,1926.64,0.549,0.152,,
sarcsimp,1,3,NA,1643.04,0.4281,0.1118,,
sarcsimp,1,4,NA,1395.56,0.368,0.094,,
strebrun,1,1,NA,882.8,0.1436,0.0583,,
strebrun,1,2,NA,565.51,0.0842,0.0316,,
strebrun,1,3,NA,800.3,0.1302,0.0528,,
strebrun,1,4,NA,486.79,0.0704,0.0286,,
strebrun,2,1,NA,429.21,0.0724,0.0298,,
strebrun,2,2,NA,523.84,0.0925,0.0405,,
strebrun,2,3,NA,601.39,0.0985,0.0408,,
strebrun,2,4,NA,671.11,0.1081,0.043,,
strebrun,3,1,NA,626.86,0.099,0.0354,,
strebrun,3,2,NA,479.14,0.084,0.0312,,
strebrun,3,3,NA,575.69,0.0901,0.0392,,
strebrun,3,4,NA,732.08,0.1369,0.052,,
strebrun,4,1,NA,776.44,0.122,0.0516,,
strebrun,4,2,NA,567.08,0.085,0.0371,,
strebrun,4,3,NA,481.18,0.072,0.0314,,
strebrun,4,4,NA,611.56,0.097,0.0428,,
syzyaust,1,1,NA,1696.88,0.5259,0.1973,,
syzyaust,1,2,NA,1360.34,0.4738,0.1824,,
syzyaust,1,3,NA,1284.59,0.4521,0.1717,,
syzyaust,1,4,NA,1566.86,0.5258,0.1997,,
acmesmit,1,1,NA,310.82,0.081,0.0447,,
acmesmit,1,2,NA,369.18,0.093,0.0513,,
acmesmit,1,3,NA,362.67,0.09,0.0505,,
acmesmit,1,4,NA,367.85,0.1,0.0561,,
acmesmit,2,1,NA,517.62,0.137,0.0595,,
acmesmit,2,2,NA,515.06,0.134,0.0584,,
acmesmit,2,3,NA,675.77,0.185,0.0788,,
acmesmit,2,4,NA,552.47,0.127,0.049,,
acmesmit,3,1,NA,250.82,0.065,0.0294,,
acmesmit,3,2,NA,264.74,0.072,0.0322,,
acmesmit,3,3,NA,252.32,0.065,0.0296,,
acmesmit,3,4,NA,247.2,0.069,0.0325,,
acmesmit,4,1,NA,415.43,0.105,0.0506,,
acmesmit,4,2,NA,351.47,0.079,0.0367,,
acmesmit,4,3,NA,435.04,0.11,0.0494,,
acmesmit,4,4,NA,437.37,0.11,0.0496,,
trifcame,1,1,NA,1585.94,0.5609,0.183,,
trifcame,1,2,NA,2376.42,0.8522,0.2858,,
trifcame,1,3,NA,2372.65,0.8691,0.2971,,
trifcame,1,4,NA,1046.5,0.3481,0.1212,,
trifcame,2,1,NA,1737.67,0.7636,0.3198,,
trifcame,2,2,NA,1044.76,0.4344,0.1879,,
trifcame,2,3,NA,1011.01,0.4348,0.1993,,
trifcame,2,4,NA,1780.96,0.6912,0.2598,,
trifcame,3,1,NA,1783.21,0.6581,0.2556,,
trifcame,3,2,NA,1715.97,0.5705,0.2291,,
trifcame,3,3,NA,1385.41,0.4578,0.1711,,
trifcame,3,4,NA,989.28,0.3027,0.1232,,
trifcame,4,1,NA,1766.07,0.677,0.2712,,
trifcame,4,2,NA,1491.72,0.5416,0.2082,,
trifcame,4,3,NA,1344.94,0.4497,0.1635,,
trifcame,4,4,NA,1066.85,0.3457,0.1271,,
turrpube,1,1,NA,1318.75,0.1477,0.0446,,
turrpube,1,2,NA,1365.17,0.1554,0.053,,
turrpube,1,3,NA,1310.2,0.1548,0.0521,,
turrpube,1,4,NA,1412.02,0.1634,0.054,,
turrpube,2,1,NA,1526.72,0.1692,0.0588,,
turrpube,2,2,NA,1123.44,0.1246,0.0438,,
turrpube,2,3,NA,1461.84,0.148,0.0501,,
turrpube,2,4,NA,1496.14,0.1601,0.0566,,
turrpube,3,1,NA,1676.82,0.21,0.0605,,
turrpube,3,2,NA,2544.06,0.2982,0.0964,,
turrpube,3,3,NA,1416.32,0.1404,0.047,,
turrpube,3,4,NA,1800.05,0.1705,0.057,,
