abbrev,individual_id,bundle_id,xylem_id,max_lumen_width,min_lumen_width,wall_thickness_1,wall_thickness_2,wall_thickness_3
cryplaev,2,3,4,0.00867,0.00724,0.00211,0.00187,0.00194
cryplaev,2,3,5,0.01003,0.00382,0.00196,0.00183,0.00171
cryplaev,3,1,1,0.01158,0.00845,0.00212,0.00267,0.00237
cryplaev,3,1,2,0.00944,0.00945,0.00238,0.00232,0.00228
cryplaev,3,1,3,0.01182,0.00896,0.00205,0.002,0.0017
cryplaev,3,1,4,0.0097,0.0088,0.00234,0.00237,0.00237
cryplaev,3,1,5,0.00729,0.00574,0.00216,0.00203,0.00199
cryplaev,3,2,1,0.01398,0.01332,0.00233,0.00234,0.00263
cryplaev,3,2,2,0.01681,0.01182,0.00243,0.00216,0.00187
cryplaev,3,2,3,0.02212,0.01292,0.00262,0.00326,0.00258
cryplaev,3,2,4,0.01875,0.01176,0.0025,0.00228,0.00256
cryplaev,3,2,5,0.02005,0.01531,0.00234,0.00221,0.00218
cryplaev,3,3,1,0.0142,0.01216,0.00268,0.00299,0.00237
cryplaev,3,3,2,0.01262,0.01004,0.00253,0.00273,0.00231
cryplaev,3,3,3,0.01472,0.01262,0.00273,0.00248,0.00265
cryplaev,3,3,4,0.01487,0.00902,0.00249,0.00188,0.00327
cryplaev,3,3,5,0.0152,0.01004,0.003,0.00333,0.00313
citraust,1,1,1,0.0171,0.00889,0.00223,0.00217,0.00155
citraust,1,1,2,0.01066,0.00659,0.00194,0.00204,0.00117
citraust,1,1,3,0.01236,0.01126,0.00192,0.00271,0.00232
citraust,1,1,4,0.01267,0.0126,0.00175,0.00176,0.00161
citraust,1,1,5,0.0092,0.00964,0.00206,0.002,0.00197
citraust,1,2,1,0.01075,0.01079,0.00215,0.00232,0.00185
citraust,1,2,2,0.0132,0.01305,0.00197,0.00223,0.00209
citraust,1,2,3,0.01293,0.0111,0.00255,0.00209,0.00225
citraust,1,2,4,0.01288,0.00895,0.00229,0.00207,0.00149
citraust,1,2,5,0.01359,0.01004,0.00191,0.00179,0.00152
citraust,1,3,1,0.01025,0.00672,0.00191,0.00172,0.0017
citraust,1,3,2,0.01591,0.01202,0.00286,0.00274,0.0019
citraust,1,3,3,0.01012,0.00771,0.00218,0.00231,0.00219
citraust,1,3,4,0.01144,0.00723,0.00299,0.00218,0.00175
citraust,1,3,5,0.0135,0.00977,0.00353,0.00223,0.00218
citraust,2,1,1,0.01176,0.0115,0.00247,0.00299,0.0029
citraust,2,1,2,0.01282,0.00982,0.00259,0.0024,0.00195
citraust,2,1,3,0.0107,0.00923,0.00213,0.00168,0.00182
citraust,2,1,4,0.00985,0.00831,0.00217,0.00217,0.00212
citraust,2,1,5,0.00969,0.00793,0.00211,0.00247,0.00197
citraust,2,2,1,0.01238,0.01135,0.00187,0.00179,0.00204
citraust,2,2,2,0.01207,0.01038,0.00173,0.00202,0.00258
citraust,2,2,3,0.01176,0.01217,0.00267,0.00212,0.00226
citraust,2,2,4,0.01294,0.00976,0.00268,0.00264,0.00152
citraust,2,2,5,0.0078,0.00694,0.00205,0.00273,0.00199
citraust,2,3,1,0.01122,0.00959,0.0019,0.00197,0.00195
citraust,2,3,2,0.00974,0.00877,0.00249,0.00237,0.00183
citraust,2,3,3,0.01222,0.0112,0.0019,0.00274,0.00192
citraust,2,3,4,0.01193,0.01047,0.00252,0.002,0.00163
citraust,2,3,5,0.01035,0.00876,0.0027,0.00245,0.00177
backsuba,1,1,1,0.00784,0.00694,0.00266,0.00203,0.00164
backsuba,1,1,2,0.00668,0.0063,0.00158,0.00209,0.00147
backsuba,1,1,3,0.0079,0.00563,0.00191,0.00173,0.00165
backsuba,1,1,4,0.00936,0.00767,0.00252,0.00157,0.00173
backsuba,1,1,5,0.00646,0.00574,0.00164,0.0019,0.00149
backsuba,1,2,1,0.00845,0.00847,0.00204,0.00185,0.00197
backsuba,1,2,2,0.0079,0.00737,0.00166,0.00158,0.00163
backsuba,1,2,3,0.00881,0.00791,0.00167,0.00177,0.00183
backsuba,1,2,4,0.00978,0.00985,0.00232,0.0019,0.00182
backsuba,1,2,5,0.0093,0.00627,0.00237,0.00194,0.00192
backsuba,1,3,1,0.00865,0.00774,0.00178,0.00197,0.00262
backsuba,1,3,2,0.00932,0.00785,0.00226,0.00247,0.00156
backsuba,1,3,3,0.00789,0.00641,0.00157,0.00192,0.00161
backsuba,1,3,4,0.00672,0.00708,0.00157,0.00151,0.0013
backsuba,1,3,5,0.00692,0.00497,0.00198,0.00153,0.00159
backsuba,2,1,1,0.00795,0.00795,0.00243,0.00226,0.00208
backsuba,2,1,2,0.00918,0.00811,0.0026,0.0024,0.00221
backsuba,2,1,3,0.00803,0.00712,0.0025,0.00263,0.00249
backsuba,2,1,4,0.007,0.0072,0.00217,0.00244,0.00229
backsuba,2,1,5,0.01118,0.00912,0.00281,0.0019,0.00242
backsuba,2,2,1,0.00996,0.00871,0.00344,0.00283,0.00239
backsuba,2,2,2,0.00718,0.0059,0.00264,0.0019,0.00243
backsuba,2,2,3,0.00742,0.00594,0.0025,0.00221,0.00198
backsuba,2,2,4,0.00794,0.00593,0.00251,0.00209,0.00209
backsuba,2,2,5,0.01033,0.00817,0.00227,0.00251,0.0018
backsuba,2,3,1,0.01111,0.01009,0.00247,0.00221,0.00182
backsuba,2,3,2,0.00984,0.00823,0.00211,0.00227,0.00205
backsuba,2,3,3,0.00906,0.00805,0.00146,0.00188,0.00142
backsuba,2,3,4,0.00862,0.00763,0.00214,0.00212,0.00161
backsuba,2,3,5,0.00812,0.00787,0.00273,0.00279,0.00258
backsuba,3,1,1,0.00757,0.00644,0.00181,0.00188,0.00163
backsuba,3,1,2,0.0058,0.00628,0.00231,0.00204,0.0017
backsuba,3,1,3,0.00925,0.00822,0.00252,0.00248,0.00223
backsuba,3,1,4,0.0119,0.00939,0.00255,0.00171,0.00249
backsuba,3,1,5,0.01229,0.01018,0.00212,0.00178,0.00275
backsuba,3,2,1,0.00586,0.0061,0.0022,0.00196,0.00224
backsuba,3,2,2,0.00568,0.00596,0.00253,0.00187,0.00177
backsuba,3,2,3,0.00619,0.00649,0.00137,0.00157,0.00202
backsuba,3,2,4,0.00733,0.00669,0.00208,0.00185,0.00173
backsuba,3,2,5,0.0066,0.00608,0.00202,0.00146,0.00215
backsuba,3,3,1,0.00704,0.00674,0.00215,0.00221,0.00214
backsuba,3,3,2,0.01323,0.01106,0.00232,0.00242,0.00217
backsuba,3,3,3,0.00694,0.00593,0.0018,0.00175,0.00196
backsuba,3,3,4,0.00736,0.00617,0.00209,0.0017,0.00188
backsuba,3,3,5,0.0088,0.00857,0.00219,0.00197,0.00167
emmealph,1,1,1,0.01946,0.01717,0.004,0.00211,0.00237
emmealph,1,1,2,0.02073,0.01689,0.00245,0.00254,0.0023
emmealph,1,1,3,0.01898,0.01594,0.00272,0.00244,0.00243
emmealph,1,1,4,0.02291,0.0227,0.00218,0.00288,0.00235
emmealph,1,1,5,0.02,0.0169,0.00286,0.00211,0.00236
emmealph,1,2,1,0.01954,0.01628,0.00208,0.00214,0.00243
emmealph,1,2,2,0.01921,0.01567,0.0024,0.00176,0.00224
emmealph,1,2,3,0.01811,0.01835,0.00245,0.00209,0.0021
emmealph,1,2,4,0.01772,0.01378,0.00196,0.00173,0.00198
emmealph,1,2,5,0.01296,0.01242,0.0019,0.00163,0.00157
emmealph,1,3,1,0.01994,0.01801,0.0024,0.00224,0.00221
emmealph,1,3,2,0.01852,0.01717,0.00226,0.00221,0.00196
emmealph,1,3,3,0.01701,0.01624,0.00217,0.00202,0.00226
emmealph,1,3,4,0.01704,0.01388,0.00204,0.00188,0.00194
emmealph,1,3,5,0.01804,0.01655,0.00208,0.00189,0.00201
emmealph,2,1,1,0.01434,0.01329,0.0017,0.00202,0.00161
emmealph,2,1,2,0.01476,0.01325,0.00237,0.00214,0.00259
emmealph,2,1,3,0.01119,0.00996,0.00298,0.00303,0.00275
emmealph,2,1,4,0.01484,0.01378,0.00261,0.00245,0.00288
emmealph,2,1,5,0.01276,0.01166,0.00374,0.00417,0.00374
emmealph,2,2,1,0.01379,0.01167,0.0027,0.00174,0.00174
emmealph,2,2,2,0.01516,0.01374,0.00259,0.00207,0.00224
emmealph,2,2,3,0.01402,0.01278,0.00222,0.00212,0.00213
emmealph,2,2,4,0.01203,0.01219,0.00173,0.00206,0.0024
emmealph,2,2,5,0.01506,0.01216,0.00257,0.00267,0.00196
emmealph,2,3,1,0.01516,0.01413,0.00196,0.002,0.00235
emmealph,2,3,2,0.01374,0.01286,0.00168,0.0024,0.00156
emmealph,2,3,3,0.01586,0.01407,0.00225,0.00253,0.0023
emmealph,2,3,4,0.01116,0.01139,0.00286,0.00299,0.00288
emmealph,2,3,5,0.01063,0.00739,0.00206,0.00209,0.00267
cycllong,1,1,1,0.01906,0.01808,0.00419,0.00349,0.00382
cycllong,1,1,2,0.01413,0.01275,0.00437,0.00401,0.00398
cycllong,1,1,3,0.01396,0.01236,0.00431,0.00256,0.00321
cycllong,1,1,4,0.01547,0.01256,0.00367,0.00307,0.00398
cycllong,1,1,5,0.01777,0.01242,0.00342,0.00436,0.00341
cycllong,1,2,1,0.01373,0.01358,0.00382,0.00333,0.00389
cycllong,1,2,2,0.01166,0.00997,0.00345,0.00368,0.00477
cycllong,1,2,3,0.01268,0.01044,0.00285,0.0042,0.00312
cycllong,1,2,4,0.01587,0.01087,0.00466,0.00303,0.00245
cycllong,1,2,5,0.01166,0.01036,0.00431,0.00316,0.00302
cycllong,1,3,1,0.01099,0.01012,0.00303,0.00423,0.00346
cycllong,1,3,2,0.01359,0.012,0.0047,0.00454,0.00343
cycllong,1,3,3,0.01602,0.01425,0.00471,0.00447,0.00313
cycllong,1,3,4,0.01529,0.01206,0.00378,0.00295,0.00356
cycllong,1,3,5,0.01566,0.01333,0.00312,0.00385,0.00393
cycllong,2,1,1,0.01396,0.01378,0.00289,0.00282,0.00278
cycllong,2,1,2,0.01225,0.01187,0.00313,0.00242,0.00273
cycllong,2,1,3,0.01491,0.01208,0.00285,0.00326,0.00246
cycllong,2,1,4,0.01246,0.00931,0.00212,0.00273,0.00206
cycllong,2,1,5,0.01628,0.01507,0.00306,0.00292,0.00273
cycllong,2,2,1,0.00951,0.00889,0.00246,0.00245,0.00262
cycllong,2,2,2,0.0099,0.01046,0.00265,0.0031,0.00278
cycllong,2,2,3,0.00869,0.00706,0.00251,0.00234,0.00271
cycllong,2,2,4,0.00924,0.00805,0.00275,0.00279,0.00303
cycllong,2,2,5,0.01553,0.00963,0.00192,0.0023,0.0023
cycllong,2,3,1,0.01613,0.01317,0.00272,0.00328,0.00239
cycllong,2,3,2,0.01099,0.00811,0.0025,0.00226,0.00232
cycllong,2,3,3,0.00915,0.00918,0.00213,0.00237,0.00217
cycllong,2,3,4,0.01029,0.00957,0.00259,0.00246,0.00254
cycllong,2,3,5,0.01226,0.01159,0.00234,0.00247,0.00202
cycllong,3,1,1,0.01843,0.01843,0.00505,0.00493,0.00418
cycllong,3,1,2,0.0193,0.01976,0.00491,0.00513,0.00515
cycllong,3,1,3,0.02051,0.02187,0.00508,0.00559,0.00447
cycllong,3,1,4,0.01968,0.0192,0.0051,0.00469,0.00471
cycllong,3,1,5,0.02336,0.01695,0.00459,0.00483,0.0041
cycllong,3,2,1,0.01594,0.01519,0.00398,0.00478,0.00452
cycllong,3,2,2,0.01985,0.01724,0.00431,0.00618,0.00513
cycllong,3,2,3,0.0212,0.01548,0.00445,0.00437,0.00538
cycllong,3,2,4,0.01767,0.01512,0.00524,0.00373,0.00477
cycllong,3,2,5,0.0174,0.01367,0.00367,0.00504,0.00519
cycllong,3,3,1,0.01853,0.01516,0.00453,0.00565,0.00345
cycllong,3,3,2,0.01673,0.01694,0.00393,0.00343,0.00322
cycllong,3,3,3,0.01582,0.015,0.00433,0.00357,0.00394
cycllong,3,3,4,0.01907,0.01426,0.00589,0.00538,0.00389
cycllong,3,3,5,0.02065,0.01969,0.00438,0.00528,0.00402
niemchar,1,1,1,0.01261,0.01096,0.00265,0.00271,0.00242
niemchar,1,1,2,0.01062,0.00796,0.00209,0.00197,0.00231
niemchar,1,1,3,0.0111,0.00905,0.00252,0.00346,0.00312
niemchar,1,1,4,0.01246,0.00928,0.00288,0.00289,0.00511
niemchar,1,1,5,0.011,0.01093,0.00348,0.00289,0.00286
niemchar,1,2,1,0.01533,0.00998,0.00264,0.00268,0.00273
niemchar,1,2,2,0.01328,0.01127,0.00265,0.00353,0.00265
niemchar,1,2,3,0.01555,0.01368,0.00322,0.00268,0.00367
niemchar,1,2,4,0.00672,0.00708,0.00261,0.00302,0.00259
niemchar,1,2,5,0.01236,0.01076,0.00335,0.00272,0.00294
niemchar,1,3,1,0.01244,0.01044,0.00313,0.0027,0.00307
niemchar,1,3,2,0.01023,0.0078,0.00292,0.00285,0.00257
niemchar,1,3,3,0.01204,0.01152,0.00235,0.00209,0.00226
niemchar,1,3,4,0.00845,0.00706,0.00243,0.00233,0.00219
niemchar,1,3,5,0.01093,0.01007,0.0037,0.00272,0.00245
niemchar,2,1,1,0.01174,0.01094,0.00251,0.00275,0.00237
niemchar,2,1,2,0.01223,0.01003,0.00348,0.0027,0.00186
niemchar,2,1,3,0.01103,0.00853,0.00253,0.00286,0.00179
niemchar,2,1,4,0.00845,0.00734,0.00285,0.00198,0.00179
niemchar,2,1,5,0.01001,0.0093,0.0023,0.00232,0.00243
niemchar,2,2,1,0.0118,0.00935,0.00245,0.00211,0.00278
niemchar,2,2,2,0.0117,0.0122,0.00228,0.00275,0.00326
niemchar,2,2,3,0.00836,0.0072,0.00231,0.00217,0.00249
niemchar,2,2,4,0.00992,0.00948,0.00258,0.00245,0.00394
niemchar,2,2,5,0.00755,0.00669,0.00256,0.00255,0.00231
niemchar,2,3,1,0.01292,0.01074,0.00349,0.00234,0.00314
niemchar,2,3,2,0.01432,0.01155,0.00283,0.002,0.00173
niemchar,2,3,3,0.01069,0.00764,0.00367,0.00302,0.00264
niemchar,2,3,4,0.00823,0.00731,0.0031,0.00308,0.00304
niemchar,2,3,5,0.00814,0.00673,0.00264,0.00242,0.00221
niemchar,3,1,1,0.00971,0.00952,0.00267,0.00225,0.00257
niemchar,3,1,2,0.01382,0.01068,0.00306,0.00255,0.00199
niemchar,3,1,3,0.01542,0.01158,0.00275,0.00213,0.00197
niemchar,3,1,4,0.0137,0.01131,0.00226,0.00166,0.0018
niemchar,3,1,5,0.01586,0.01301,0.00269,0.00208,0.00216
niemchar,3,2,1,0.01193,0.00993,0.00278,0.00261,0.00219
niemchar,3,2,2,0.01178,0.00954,0.00315,0.00283,0.00199
niemchar,3,2,3,0.01719,0.01612,0.0031,0.00292,0.0027
niemchar,3,2,4,0.0156,0.01125,0.00245,0.00241,0.00224
niemchar,3,2,5,0.02087,0.01345,0.00339,0.00252,0.00309
niemchar,3,3,1,0.01517,0.01516,0.00253,0.00285,0.00281
niemchar,3,3,2,0.00933,0.00768,0.0028,0.00238,0.00278
niemchar,3,3,3,0.01603,0.00988,0.00251,0.00307,0.00248
niemchar,3,3,4,0.01291,0.00828,0.00275,0.00231,0.00205
niemchar,3,3,5,0.0177,0.01385,0.00346,0.00243,0.00226
boucneur,1,1,1,0.01697,0.01485,0.00289,0.00257,0.00245
boucneur,1,1,2,0.01688,0.01478,0.00255,0.00231,0.00245
boucneur,1,1,3,0.01505,0.01083,0.00258,0.00231,0.00239
boucneur,1,1,4,0.01514,0.01368,0.00288,0.00233,0.00247
boucneur,1,1,5,0.01811,0.0133,0.00318,0.00232,0.00229
boucneur,1,2,1,0.01842,0.0152,0.00255,0.00258,0.00229
boucneur,1,2,2,0.02201,0.0178,0.00311,0.00241,0.00265
boucneur,1,2,3,0.01605,0.0112,0.0021,0.00237,0.00206
boucneur,1,2,4,0.01733,0.0147,0.00197,0.00314,0.00316
boucneur,1,2,5,0.01587,0.01359,0.0035,0.00282,0.00305
boucneur,1,3,1,0.01725,0.01218,0.00255,0.00221,0.00194
boucneur,1,3,2,0.01492,0.01247,0.003,0.00261,0.00227
boucneur,1,3,3,0.01242,0.01066,0.00227,0.00221,0.00254
boucneur,1,3,4,0.01758,0.01486,0.00273,0.00243,0.00251
boucneur,1,3,5,0.01527,0.01119,0.00273,0.00265,0.00222
boucneur,2,1,1,0.01262,0.01203,0.00212,0.00244,0.00222
boucneur,2,1,2,0.01384,0.01031,0.00275,0.00249,0.00237
boucneur,2,1,3,0.0139,0.0137,0.00221,0.00201,0.00197
boucneur,2,1,4,0.01626,0.0107,0.00252,0.00231,0.0023
boucneur,2,1,5,0.01171,0.00883,0.00222,0.0027,0.0021
boucneur,2,2,1,0.01525,0.01409,0.00285,0.00278,0.00237
boucneur,2,2,2,0.01243,0.01018,0.002,0.00173,0.00175
boucneur,2,2,3,0.01434,0.01132,0.00206,0.00204,0.00227
boucneur,2,2,4,0.01856,0.01326,0.00281,0.00258,0.00206
boucneur,2,2,5,0.0146,0.01232,0.0024,0.00228,0.00234
boucneur,2,3,1,0.01264,0.01217,0.00309,0.00207,0.00234
boucneur,2,3,2,0.01486,0.01238,0.00224,0.00197,0.00207
boucneur,2,3,3,0.01745,0.01386,0.0023,0.00228,0.00202
boucneur,2,3,4,0.01229,0.01149,0.00262,0.00224,0.00231
boucneur,2,3,5,0.01739,0.01174,0.00238,0.00225,0.0024
boucneur,3,1,1,0.01807,0.01094,0.00251,0.00222,0.00252
boucneur,3,1,2,0.01613,0.01151,0.00286,0.00279,0.00223
boucneur,3,1,3,0.01053,0.00977,0.00261,0.00246,0.00231
boucneur,3,1,4,0.01584,0.01425,0.00288,0.00296,0.00288
boucneur,3,1,5,0.0172,0.01204,0.00263,0.00314,0.00274
boucneur,3,2,1,0.01744,0.01096,0.00303,0.00288,0.00271
boucneur,3,2,2,0.0163,0.01258,0.00279,0.00222,0.00265
boucneur,3,2,3,0.01535,0.01421,0.00308,0.00265,0.00223
boucneur,3,2,4,0.01387,0.0135,0.00209,0.00243,0.00227
boucneur,3,2,5,0.01099,0.00964,0.00281,0.00218,0.0025
boucneur,3,3,1,0.01398,0.01086,0.00232,0.00255,0.00218
boucneur,3,3,2,0.01657,0.01084,0.00252,0.00255,0.00321
boucneur,3,3,3,0.01879,0.01272,0.00257,0.00265,0.00233
boucneur,3,3,4,0.01464,0.01468,0.00259,0.00237,0.00263
boucneur,3,3,5,0.01208,0.01194,0.00298,0.00278,0.00267
acropauc,1,1,1,0.00734,0.00662,0.00361,0.00311,0.00259
acropauc,1,1,2,0.01312,0.01005,0.00254,0.00334,0.00239
acropauc,1,1,3,0.00864,0.00776,0.00295,0.00378,0.0027
acropauc,1,1,4,0.01012,0.00944,0.00319,0.00311,0.0024
acropauc,1,1,5,0.00845,0.00813,0.00257,0.00256,0.00219
acropauc,1,2,1,0.00842,0.00693,0.00362,0.00215,0.00218
acropauc,1,2,2,0.00823,0.00738,0.00342,0.00289,0.00327
acropauc,1,2,3,0.00988,0.00895,0.00278,0.00247,0.00267
acropauc,1,2,4,0.0119,0.00923,0.00299,0.00292,0.00224
acropauc,1,2,5,0.00687,0.00591,0.0034,0.00313,0.00238
acropauc,1,3,1,0.00977,0.00897,0.00255,0.00275,0.00237
acropauc,1,3,2,0.01325,0.00941,0.0039,0.00255,0.00293
acropauc,1,3,3,0.01059,0.00977,0.00279,0.00261,0.00229
acropauc,1,3,4,0.01036,0.00886,0.00286,0.00313,0.0025
acropauc,1,3,5,0.00883,0.00829,0.00341,0.00292,0.0029
acropauc,2,1,1,0.01181,0.01148,0.00266,0.00233,0.00309
acropauc,2,1,2,0.00852,0.00675,0.00285,0.0029,0.00226
acropauc,2,1,3,0.01039,0.00957,0.00275,0.003,0.00251
acropauc,2,1,4,0.01316,0.01134,0.00266,0.00288,0.00362
acropauc,2,1,5,0.0159,0.01266,0.00252,0.0032,0.00331
acropauc,2,2,1,0.01348,0.01024,0.00275,0.00279,0.00242
acropauc,2,2,2,0.01184,0.01059,0.00273,0.00253,0.00318
acropauc,2,2,3,0.01589,0.01382,0.00313,0.00298,0.00252
acropauc,2,2,4,0.01377,0.01,0.00312,0.0031,0.00294
acropauc,2,2,5,0.01321,0.0082,0.00271,0.00226,0.0035
acropauc,2,3,1,0.01235,0.01114,0.00247,0.00331,0.00285
acropauc,2,3,2,0.00994,0.00883,0.00289,0.00237,0.00296
acropauc,2,3,3,0.00968,0.00789,0.00245,0.00271,0.00207
acropauc,2,3,4,0.00825,0.00711,0.00278,0.00258,0.00282
acropauc,2,3,5,0.01252,0.0107,0.00303,0.00303,0.00274
acropauc,3,1,1,0.01157,0.0097,0.002,0.00246,0.00197
acropauc,3,1,2,0.00826,0.00683,0.00192,0.0022,0.00326
acropauc,3,1,3,0.01444,0.01364,0.00237,0.00206,0.00294
acropauc,3,1,4,0.01757,0.01167,0.0024,0.00197,0.00286
acropauc,3,1,5,0.01133,0.00738,0.00243,0.00226,0.00245
acropauc,3,2,1,0.01166,0.01093,0.00279,0.00254,0.0024
acropauc,3,2,2,0.01213,0.01356,0.00256,0.00255,0.0023
acropauc,3,2,3,0.01475,0.01191,0.00311,0.00326,0.00237
acropauc,3,2,4,0.01839,0.01375,0.00297,0.00248,0.00313
acropauc,3,2,5,0.01089,0.01027,0.00251,0.00238,0.00173
acropauc,3,3,1,0.01185,0.01099,0.00255,0.00231,0.00188
acropauc,3,3,2,0.01354,0.01329,0.00234,0.00234,0.00245
acropauc,3,3,3,0.01493,0.01276,0.00281,0.00273,0.00231
acropauc,3,3,4,0.00907,0.00683,0.00273,0.00246,0.0026
acropauc,3,3,5,0.01561,0.01302,0.00262,0.00226,0.0025
anopmacl,1,1,1,0.01593,0.01498,0.00171,0.00142,0.00161
anopmacl,1,1,2,0.0142,0.01089,0.00146,0.00151,0.00135
anopmacl,1,1,3,0.02121,0.01513,0.00177,0.00159,0.00155
anopmacl,1,1,4,0.0163,0.01264,0.00155,0.00147,0.00122
anopmacl,1,1,5,0.02095,0.01596,0.00191,0.00173,0.00149
anopmacl,1,2,1,0.02282,0.01644,0.00182,0.00192,0.00176
anopmacl,1,2,2,0.0213,0.0156,0.00176,0.00183,0.00192
anopmacl,1,2,3,0.01435,0.01488,0.00183,0.00161,0.00158
anopmacl,1,2,4,0.01807,0.01611,0.00194,0.00155,0.00158
anopmacl,1,2,5,0.01526,0.01316,0.00154,0.00142,0.00132
anopmacl,1,3,1,0.01518,0.01117,0.00196,0.00189,0.00149
anopmacl,1,3,2,0.01662,0.01347,0.00186,0.00151,0.00181
anopmacl,1,3,3,0.01848,0.01639,0.00203,0.00217,0.00179
anopmacl,1,3,4,0.01509,0.01467,0.0017,0.00188,0.00178
anopmacl,1,3,5,0.01747,0.01422,0.0017,0.00149,0.00165
anopmacl,2,1,1,0.02059,0.01774,0.00187,0.00207,0.00159
anopmacl,2,1,2,0.02068,0.01171,0.00164,0.00164,0.00151
anopmacl,2,1,3,0.02075,0.01087,0.00183,0.00157,0.00173
anopmacl,2,1,4,0.01309,0.01077,0.00156,0.00152,0.00173
anopmacl,2,1,5,0.01754,0.01158,0.00225,0.00144,0.00152
anopmacl,2,2,1,0.01781,0.01847,0.00155,0.00211,0.00168
anopmacl,2,2,2,0.01614,0.01407,0.00154,0.002,0.00167
anopmacl,2,2,3,0.02692,0.01829,0.0014,0.0016,0.00213
anopmacl,2,2,4,0.0149,0.01364,0.00146,0.00149,0.00158
anopmacl,2,2,5,0.01769,0.01042,0.00168,0.00155,0.00149
anopmacl,2,3,1,0.02355,0.01825,0.00207,0.0017,0.00122
anopmacl,2,3,2,0.01687,0.01537,0.00164,0.00149,0.00149
anopmacl,2,3,3,0.01578,0.00858,0.00185,0.00155,0.00143
anopmacl,2,3,4,0.01639,0.01131,0.00179,0.00163,0.00165
anopmacl,2,3,5,0.0175,0.01231,0.0015,0.0012,0.00137
anopmacl,3,1,1,0.02087,0.01521,0.00232,0.00218,0.00198
anopmacl,3,1,2,0.02057,0.01181,0.00156,0.00169,0.00152
anopmacl,3,1,3,0.02387,0.01212,0.00245,0.00204,0.00164
anopmacl,3,1,4,0.02472,0.01161,0.00176,0.00143,0.00168
anopmacl,3,1,5,0.02155,0.01424,0.00159,0.00185,0.00161
anopmacl,3,2,1,0.01756,0.01487,0.00192,0.00211,0.0017
anopmacl,3,2,2,0.0155,0.01375,0.00196,0.00217,0.00177
anopmacl,3,2,3,0.01257,0.01178,0.00134,0.00146,0.00143
anopmacl,3,2,4,0.0156,0.00963,0.00177,0.00137,0.00158
anopmacl,3,2,5,0.01492,0.01296,0.00187,0.0017,0.0017
anopmacl,3,3,1,0.02022,0.01764,0.0021,0.00249,0.00224
anopmacl,3,3,2,0.01622,0.0164,0.00209,0.00219,0.00171
anopmacl,3,3,3,0.01716,0.01204,0.00157,0.00135,0.0017
anopmacl,3,3,4,0.01681,0.01159,0.00164,0.00158,0.00169
anopmacl,3,3,5,0.01519,0.01288,0.00215,0.00145,0.00192
cupaparv,1,1,1,0.0232,0.02239,0.00179,0.00197,0.00177
cupaparv,1,1,2,0.02239,0.0207,0.00224,0.00138,0.00166
cupaparv,1,1,3,0.01979,0.01822,0.00178,0.00158,0.00164
cupaparv,1,1,4,0.01713,0.01603,0.00176,0.00167,0.00136
cupaparv,1,1,5,0.02032,0.01784,0.00182,0.00152,0.00157
cupaparv,1,2,1,0.02135,0.0154,0.002,0.00209,0.00221
cupaparv,1,2,2,0.01936,0.01063,0.00215,0.00232,0.00196
cupaparv,1,2,3,0.01608,0.01523,0.00182,0.00155,0.00182
cupaparv,1,2,4,0.01814,0.01155,0.00155,0.00251,0.00193
cupaparv,1,2,5,0.01532,0.01007,0.00116,0.00161,0.00174
cupaparv,1,3,1,0.00986,0.00898,0.00191,0.00194,0.00241
cupaparv,1,3,2,0.01622,0.01188,0.00213,0.00225,0.00222
cupaparv,1,3,3,0.01709,0.01172,0.0019,0.00186,0.00177
cupaparv,1,3,4,0.01827,0.01268,0.00221,0.00185,0.00188
cupaparv,1,3,5,0.02017,0.01468,0.00204,0.00192,0.00164
cupaparv,2,1,1,0.02144,0.01989,0.00204,0.00189,0.00152
cupaparv,2,1,2,0.01396,0.0118,0.0021,0.00172,0.00208
cupaparv,2,1,3,0.01337,0.00896,0.00218,0.00238,0.00218
cupaparv,2,1,4,0.02092,0.01399,0.0019,0.00204,0.00188
cupaparv,2,1,5,0.02002,0.01659,0.00188,0.00208,0.00188
cupaparv,2,2,1,0.01388,0.00944,0.00136,0.00189,0.00182
cupaparv,2,2,2,0.0252,0.01806,0.00182,0.00173,0.00172
cupaparv,2,2,3,0.01534,0.015,0.00201,0.00231,0.00185
cupaparv,2,2,4,0.02034,0.01501,0.00158,0.00155,0.00159
cupaparv,2,2,5,0.0178,0.01475,0.00152,0.00143,0.00162
cupaparv,2,3,1,0.02949,0.01299,0.00215,0.00216,0.00258
cupaparv,2,3,2,0.0273,0.01414,0.00204,0.00186,0.0023
cupaparv,2,3,3,0.01529,0.00797,0.00237,0.00178,0.00154
cupaparv,2,3,4,0.01729,0.01299,0.00191,0.00159,0.00173
cupaparv,2,3,5,0.02008,0.01843,0.00197,0.00221,0.00218
cupaparv,3,1,1,0.02372,0.01812,0.00296,0.00238,0.00305
cupaparv,3,1,2,0.0335,0.01717,0.00313,0.00272,0.00251
cupaparv,3,1,3,0.01422,0.01503,0.00277,0.00235,0.00252
cupaparv,3,1,4,0.02049,0.01967,0.00248,0.00219,0.00226
cupaparv,3,1,5,0.03165,0.01859,0.00283,0.00251,0.00211
cupaparv,3,2,1,0.01836,0.02101,0.00204,0.00235,0.00253
cupaparv,3,2,2,0.0237,0.0204,0.00255,0.0024,0.00281
cupaparv,3,2,3,0.02558,0.0167,0.00226,0.00231,0.0023
