abbrev,individual_id,bundle_id,xylem_id,max_lumen_width,min_lumen_width,wall_thickness_1,wall_thickness_2,wall_thickness_3
dinoeryt,1,1,4,0.02016,0.01699,0.00209,0.00185,0.00247
dinoeryt,1,1,5,0.01362,0.01113,0.00188,0.00172,0.00166
dinoeryt,1,2,1,0.02225,0.01807,0.00225,0.00221,0.0025
dinoeryt,1,2,2,0.01488,0.01259,0.00206,0.00163,0.00189
dinoeryt,1,2,3,0.01212,0.00987,0.0019,0.0017,0.00163
dinoeryt,1,2,4,0.00961,0.00881,0.00176,0.0022,0.00174
dinoeryt,1,2,5,0.00786,0.00789,0.0016,0.00173,0.00147
dinoeryt,1,3,1,0.01531,0.01129,0.00211,0.0017,0.00203
dinoeryt,1,3,2,0.01273,0.01126,0.00253,0.00335,0.00263
dinoeryt,1,3,3,0.01604,0.0088,0.00172,0.00195,0.00168
dinoeryt,1,3,4,0.01904,0.01232,0.00289,0.00247,0.00225
dinoeryt,1,3,5,0.01924,0.01648,0.00285,0.00265,0.00316
dinoeryt,2,1,1,0.01514,0.01192,0.00298,0.00192,0.0031
dinoeryt,2,1,2,0.01632,0.01429,0.00295,0.00253,0.00191
dinoeryt,2,1,3,0.01276,0.01137,0.00207,0.00272,0.0024
dinoeryt,2,1,4,0.01435,0.01222,0.00134,0.00193,0.0015
dinoeryt,2,1,5,0.00867,0.00708,0.00127,0.00192,0.00164
dinoeryt,2,2,1,0.01069,0.00557,0.00209,0.00264,0.00109
dinoeryt,2,2,2,0.01343,0.00855,0.00121,0.00194,0.00121
dinoeryt,2,2,3,0.00858,0.00511,0.00172,0.00131,0.00117
dinoeryt,2,2,4,0.00892,0.00459,0.00132,0.00143,0.00138
dinoeryt,2,2,5,0.00688,0.00591,0.00298,0.00171,0.00211
dinoeryt,2,3,1,0.0104,0.00692,0.00243,0.00234,0.0019
dinoeryt,2,3,2,0.0113,0.00886,0.00163,0.00172,0.00124
dinoeryt,2,3,3,0.01729,0.01425,0.00224,0.00167,0.00294
dinoeryt,2,3,4,0.01149,0.0108,0.00178,0.00189,0.00263
dinoeryt,2,3,5,0.01121,0.00881,0.00336,0.00164,0.00158
acalcapi,1,1,1,0.00911,0.00782,0.002,0.00232,0.00231
acalcapi,1,1,2,0.00931,0.00699,0.00261,0.00224,0.00229
acalcapi,1,1,3,0.01175,0.00976,0.00171,0.00192,0.00218
acalcapi,1,1,4,0.00874,0.00594,0.00245,0.00167,0.00271
acalcapi,1,1,5,0.00981,0.00708,0.00152,0.00223,0.00174
acalcapi,1,2,1,0.00766,0.00692,0.00102,0.0012,0.00154
acalcapi,1,2,2,0.00883,0.00814,0.00201,0.00144,0.0023
acalcapi,1,2,3,0.01081,0.00975,0.00156,0.00154,0.00136
acalcapi,1,2,4,0.0095,0.00699,0.00138,0.00158,0.00154
acalcapi,1,2,5,0.00992,0.00654,0.00142,0.00156,0.00166
acalcapi,1,3,1,0.00737,0.00652,0.00246,0.00327,0.00233
acalcapi,1,3,2,0.00891,0.00776,0.00162,0.00195,0.00176
acalcapi,1,3,3,0.00983,0.00684,0.00223,0.00175,0.00143
acalcapi,1,3,4,0.00763,0.00617,0.0018,0.00203,0.00224
acalcapi,1,3,5,0.00907,0.00754,0.0016,0.00165,0.00219
acalcapi,2,1,1,0.01309,0.00909,0.00298,0.00316,0.00187
acalcapi,2,1,2,0.01229,0.00973,0.00304,0.00187,0.00323
acalcapi,2,1,3,0.01026,0.00902,0.00227,0.0019,0.00323
acalcapi,2,1,4,0.01118,0.00731,0.00163,0.00308,0.00292
acalcapi,2,1,5,0.00833,0.00772,0.00146,0.00195,0.0021
acalcapi,2,2,1,0.01613,0.00999,0.00272,0.0023,0.00381
acalcapi,2,2,2,0.01213,0.00823,0.00406,0.00157,0.00379
acalcapi,2,2,3,0.01161,0.0084,0.00271,0.0037,0.00172
acalcapi,2,2,4,0.00757,0.00569,0.00362,0.00233,0.00295
acalcapi,2,2,5,0.01114,0.00746,0.00365,0.00192,0.00341
acalcapi,2,3,1,0.00823,0.00773,0.00226,0.00232,0.00248
acalcapi,2,3,2,0.00819,0.00698,0.00268,0.00322,0.00218
acalcapi,2,3,3,0.01145,0.00738,0.00373,0.00268,0.00229
acalcapi,2,3,4,0.00755,0.00664,0.00242,0.00147,0.0019
acalcapi,2,3,5,0.00842,0.00631,0.00174,0.00202,0.0026
acalcapi,3,1,1,0.01285,0.01187,0.00236,0.00213,0.00402
acalcapi,3,1,2,0.01031,0.00772,0.0021,0.00226,0.00325
acalcapi,3,1,3,0.00906,0.00796,0.0028,0.00197,0.00426
acalcapi,3,1,4,0.02221,0.01509,0.0034,0.00243,0.00253
acalcapi,3,1,5,0.01739,0.01359,0.00386,0.00357,0.00316
acalcapi,3,2,1,0.00988,0.00737,0.00156,0.00339,0.00225
acalcapi,3,2,2,0.00833,0.0065,0.00365,0.00259,0.00252
acalcapi,3,2,3,0.00948,0.00745,0.00254,0.00357,0.00289
acalcapi,3,2,4,0.00752,0.0057,0.00165,0.00419,0.00357
acalcapi,3,2,5,0.00997,0.00572,0.00287,0.00365,0.00279
acalcapi,3,3,1,0.01246,0.00676,0.00283,0.00273,0.00171
acalcapi,3,3,2,0.0159,0.00842,0.00342,0.00211,0.00305
acalcapi,3,3,3,0.01484,0.01197,0.00467,0.00331,0.00254
acalcapi,3,3,4,0.00832,0.00801,0.0031,0.00196,0.00251
acalcapi,3,3,5,0.01137,0.0082,0.00264,0.00316,0.00221
rhoddumi,1,1,1,0.01066,0.00819,0.00424,0.00199,0.00349
rhoddumi,1,1,2,0.01047,0.00646,0.00215,0.00154,0.00176
rhoddumi,1,1,3,0.00618,0.00181,0.00147,0.00175,0.00128
rhoddumi,1,1,4,0.00987,0.00603,0.00187,0.00261,0.00309
rhoddumi,1,1,5,0.01136,0.00885,0.00126,0.00331,0.00183
rhoddumi,1,2,1,0.01018,0.00968,0.00251,0.00297,0.00245
rhoddumi,1,2,2,0.00727,0.00487,0.00257,0.00254,0.00302
rhoddumi,1,2,3,0.01108,0.01064,0.00222,0.00312,0.00228
rhoddumi,1,2,4,0.00918,0.00666,0.00236,0.00261,0.00183
rhoddumi,1,2,5,0.01418,0.01072,0.00237,0.00277,0.0022
rhoddumi,1,3,1,0.00581,0.00287,0.00322,0.00316,0.00428
rhoddumi,1,3,2,0.00714,0.00513,0.00247,0.00219,0.00243
rhoddumi,1,3,3,0.0087,0.00722,0.00299,0.00286,0.00357
rhoddumi,1,3,4,0.00832,0.00542,0.00252,0.00254,0.00283
rhoddumi,1,3,5,0.007,0.0044,0.00282,0.00265,0.00251
rhoddumi,2,1,1,0.00888,0.00695,0.00168,0.00223,0.00106
rhoddumi,2,1,2,0.00691,0.00608,0.00166,0.00145,0.00307
rhoddumi,2,1,3,0.01016,0.00991,0.00245,0.00176,0.00304
rhoddumi,2,1,4,0.00722,0.00625,0.00221,0.00227,0.00413
rhoddumi,2,1,5,0.00853,0.00639,0.00302,0.0035,0.0017
rhoddumi,2,2,1,0.01021,0.00843,0.00179,0.0034,0.00185
rhoddumi,2,2,2,0.00519,0.00389,0.0012,0.00259,0.00164
rhoddumi,2,2,3,0.00794,0.0075,0.00194,0.00212,0.00279
rhoddumi,2,2,4,0.01358,0.01333,0.00191,0.00253,0.00247
rhoddumi,2,2,5,0.01005,0.00865,0.0013,0.00272,0.00167
rhoddumi,2,3,1,0.00879,0.00714,0.00121,0.00199,0.00176
rhoddumi,2,3,2,0.00603,0.00535,0.00287,0.00169,0.00157
rhoddumi,2,3,3,0.00856,0.00734,0.00351,0.00261,0.00217
rhoddumi,2,3,4,0.00498,0.00479,0.00154,0.00332,0.00194
rhoddumi,2,3,5,0.01372,0.00968,0.00136,0.00343,0.00156
rhoddumi,3,1,1,0.00861,0.00623,0.00235,0.00158,0.00157
rhoddumi,3,1,2,0.00558,0.00289,0.00181,0.00289,0.00192
rhoddumi,3,1,3,0.00579,0.00393,0.00246,0.00267,0.00296
rhoddumi,3,1,4,0.00913,0.00797,0.00319,0.00205,0.00264
rhoddumi,3,1,5,0.00695,0.0056,0.0032,0.00216,0.00293
rhoddumi,3,2,1,0.00917,0.0081,0.00302,0.00263,0.00252
rhoddumi,3,2,2,0.00503,0.00453,0.00311,0.00341,0.0026
rhoddumi,3,2,3,0.00713,0.0057,0.00372,0.00258,0.00259
rhoddumi,3,2,4,0.01054,0.00795,0.00253,0.00165,0.00166
rhoddumi,3,2,5,0.01093,0.0848,0.00272,0.00192,0.00289
rhoddumi,3,3,1,0.01015,0.00874,0.00178,0.00329,0.00198
rhoddumi,3,3,2,0.00988,0.00955,0.00304,0.00243,0.00216
rhoddumi,3,3,3,0.01321,0.01182,0.00304,0.00189,0.00233
rhoddumi,3,3,4,0.01027,0.00853,0.00312,0.0021,0.00206
rhoddumi,3,3,5,0.01082,0.00908,0.00189,0.00296,0.00189
notemicr,1,1,1,0.01896,0.01048,0.0016,0.00194,0.00213
notemicr,1,1,2,0.02169,0.01312,0.00172,0.00284,0.00209
notemicr,1,1,3,0.01461,0.01148,0.0018,0.0028,0.00268
notemicr,1,1,4,0.01139,0.00873,0.00189,0.00234,0.00254
notemicr,1,1,5,0.02087,0.01304,0.00134,0.00181,0.00229
notemicr,1,2,1,0.01787,0.01416,0.00211,0.00196,0.00191
notemicr,1,2,2,0.01759,0.01696,0.00264,0.00307,0.00263
notemicr,1,2,3,0.01429,0.01384,0.00399,0.00299,0.00299
notemicr,1,2,4,0.02564,0.01522,0.00182,0.00251,0.00239
notemicr,1,2,5,0.01027,0.00661,0.00197,0.00344,0.00223
notemicr,1,3,1,0.01825,0.01194,0.0028,0.00224,0.00211
notemicr,1,3,2,0.0141,0.01089,0.00252,0.00306,0.0019
notemicr,1,3,3,0.01758,0.01314,0.0022,0.00166,0.00145
notemicr,1,3,4,0.01669,0.01541,0.00173,0.00144,0.00167
notemicr,1,3,5,0.0171,0.01258,0.00136,0.00188,0.0019
gossbidw,1,1,1,0.0066,0.00683,0.00327,0.00263,0.0029
gossbidw,1,1,2,0.00596,0.00415,0.00292,0.00292,0.00262
gossbidw,1,1,3,0.00683,0.00592,0.00219,0.00249,0.00195
gossbidw,1,1,4,0.0076,0.00651,0.00197,0.00169,0.00216
gossbidw,1,1,5,0.00638,0.00537,0.00223,0.00274,0.00332
gossbidw,1,2,1,0.00834,0.00702,0.00229,0.00303,0.00238
gossbidw,1,2,2,0.00536,0.00462,0.00262,0.00302,0.0025
gossbidw,1,2,3,0.00402,0.00316,0.0027,0.00182,0.00297
gossbidw,1,2,4,0.00341,0.00364,0.00324,0.00163,0.00202
gossbidw,1,2,5,0.00455,0.00501,0.00196,0.00195,0.00262
gossbidw,1,3,1,0.00698,0.00686,0.00183,0.00259,0.00146
gossbidw,1,3,2,0.00767,0.00736,0.00171,0.00172,0.0027
gossbidw,1,3,3,0.00647,0.00626,0.00334,0.00195,0.00232
gossbidw,1,3,4,0.00331,0.00542,0.00134,0.00251,0.00167
gossbidw,1,3,5,0.00378,0.00346,0.00244,0.00172,0.00189
alecsubd,1,1,1,0.01878,0.01874,0.00156,0.00243,0.00117
alecsubd,1,1,2,0.01591,0.01736,0.00154,0.00185,0.0025
alecsubd,1,1,3,0.0124,0.01227,0.00136,0.00254,0.00178
alecsubd,1,1,4,0.02684,0.01517,0.00212,0.00135,0.00248
alecsubd,1,1,5,0.0268,0.01825,0.00312,0.00209,0.00142
alecsubd,1,2,1,0.01621,0.01226,0.00219,0.0014,0.00195
alecsubd,1,2,2,0.01073,0.01453,0.00214,0.00139,0.00137
alecsubd,1,2,3,0.01932,0.01586,0.00174,0.00217,0.00174
alecsubd,1,2,4,0.018,0.0215,0.00182,0.00212,0.00243
alecsubd,1,2,5,0.01513,0.01339,0.0023,0.0022,0.00175
alecsubd,1,3,1,0.00819,0.00736,0.00312,0.00173,0.00231
alecsubd,1,3,2,0.00809,0.00896,0.00153,0.00145,0.00384
alecsubd,1,3,3,0.01085,0.01011,0.0025,0.00372,0.00222
alecsubd,1,3,4,0.01464,0.01055,0.00135,0.00159,0.00189
alecsubd,1,3,5,0.01239,0.01679,0.00131,0.00149,0.00176
alecsubd,2,1,1,0.0135,0.00906,0.00135,0.00175,0.00186
alecsubd,2,1,2,0.00967,0.01121,0.00132,0.00162,0.00156
alecsubd,2,1,3,0.01705,0.01431,0.00155,0.00144,0.00194
alecsubd,2,1,4,0.01292,0.0086,0.00157,0.00214,0.00139
alecsubd,2,1,5,0.01533,0.01262,0.00187,0.00167,0.00139
alecsubd,2,2,1,0.01117,0.00838,0.00219,0.00325,0.00223
alecsubd,2,2,2,0.01957,0.01368,0.00202,0.00318,0.00235
alecsubd,2,2,3,0.0104,0.0198,0.00323,0.00205,0.00139
alecsubd,2,2,4,0.01468,0.01401,0.00183,0.00302,0.00237
alecsubd,2,2,5,0.0093,0.00701,0.00178,0.00133,0.00152
alecsubd,2,3,1,0.01142,0.00684,0.002,0.00197,0.00206
alecsubd,2,3,2,0.0125,0.00611,0.00212,0.00209,0.00187
alecsubd,2,3,3,0.00933,0.01294,0.00282,0.00261,0.00327
alecsubd,2,3,4,0.01308,0.01123,0.00183,0.00149,0.00207
alecsubd,2,3,5,0.01836,0.1157,0.00166,0.00204,0.00183
alecsubd,3,1,1,0.017,0.01553,0.00169,0.0031,0.00203
alecsubd,3,1,2,0.01458,0.01136,0.00156,0.00328,0.00134
alecsubd,3,1,3,0.016,0.01091,0.00221,0.00209,0.00202
alecsubd,3,1,4,0.01667,0.01596,0.00152,0.0026,0.00209
alecsubd,3,1,5,0.01701,0.01438,0.00209,0.00436,0.00217
alecsubd,3,2,1,0.02226,0.0204,0.00427,0.00271,0.00197
alecsubd,3,2,2,0.01751,0.01595,0.00207,0.00261,0.0022
alecsubd,3,2,3,0.01999,0.01485,0.00226,0.00144,0.00189
alecsubd,3,2,4,0.01491,0.01076,0.00198,0.00289,0.00193
alecsubd,3,2,5,0.01496,0.01336,0.00313,0.00222,0.00266
alecsubd,3,3,1,0.01847,0.01338,0.00132,0.00153,0.00182
alecsubd,3,3,2,0.02441,0.01555,0.00154,0.00234,0.00244
alecsubd,3,3,3,0.02003,0.01395,0.00158,0.00195,0.00239
alecsubd,3,3,4,0.01648,0.01455,0.00128,0.00162,0.00141
alecsubd,3,3,5,0.01435,0.00962,0.00171,0.00212,0.00163
vitelign,1,1,1,0.0187,0.01549,0.00222,0.00197,0.00264
vitelign,1,1,2,0.01871,0.01625,0.00228,0.00219,0.00359
vitelign,1,1,3,0.0192,0.01757,0.00225,0.00249,0.00296
vitelign,1,1,4,0.01953,0.01201,0.00153,0.0035,0.00272
vitelign,1,1,5,0.01503,0.0123,0.0031,0.00234,0.00278
vitelign,1,2,1,0.02493,0.01892,0.00162,0.00278,0.00185
vitelign,1,2,2,0.02403,0.01891,0.00214,0.00202,0.00264
vitelign,1,2,3,0.01896,0.01567,0.00204,0.00244,0.00283
vitelign,1,2,4,0.02658,0.0204,0.00153,0.00311,0.00282
vitelign,1,2,5,0.02232,0.02107,0.0024,0.00347,0.00516
vitelign,1,3,1,0.02153,0.01745,0.00226,0.00391,0.00257
vitelign,1,3,2,0.01852,0.01231,0.0022,0.00247,0.00426
vitelign,1,3,3,0.01747,0.01355,0.00222,0.00286,0.00299
vitelign,1,3,4,0.01993,0.01306,0.00202,0.00363,0.00262
vitelign,1,3,5,0.02424,0.01434,0.00166,0.00428,0.00238
vitelign,2,1,1,0.02302,0.02127,0.00308,0.0023,0.00244
vitelign,2,1,2,0.01805,0.01349,0.00297,0.00213,0.00268
vitelign,2,1,3,0.01892,0.01592,0.00312,0.00297,0.00175
vitelign,2,1,4,0.01451,0.01068,0.00243,0.00222,0.00263
vitelign,2,1,5,0.01678,0.01419,0.00162,0.00218,0.00266
vitelign,2,2,1,0.02572,0.01892,0.00193,0.00337,0.00278
vitelign,2,2,2,0.01919,0.0128,0.00196,0.00148,0.00247
vitelign,2,2,3,0.0231,0.0169,0.00172,0.002,0.0022
vitelign,2,2,4,0.02374,0.01689,0.00222,0.00252,0.0027
vitelign,2,2,5,0.02033,0.01075,0.00204,0.00233,0.00256
vitelign,2,3,1,0.02643,0.02099,0.00215,0.0026,0.00206
vitelign,2,3,2,0.02264,0.01903,0.00172,0.00248,0.00273
vitelign,2,3,3,0.02169,0.01612,0.0025,0.00278,0.00247
vitelign,2,3,4,0.01618,0.01086,0.00241,0.00278,0.00229
vitelign,2,3,5,0.01222,0.00975,0.0034,0.00201,0.00221
vitelign,3,1,1,0.02361,0.01972,0.00193,0.00179,0.00166
vitelign,3,1,2,0.01734,0.01141,0.00202,0.00172,0.00164
vitelign,3,1,3,0.01758,0.01433,0.00179,0.00214,0.00229
vitelign,3,1,4,0.02349,0.01812,0.00258,0.00269,0.00162
vitelign,3,1,5,0.02083,0.01616,0.00498,0.00178,0.0022
vitelign,3,2,1,0.02993,0.02196,0.0029,0.00169,0.00143
vitelign,3,2,2,0.01934,0.01459,0.00183,0.0016,0.00172
vitelign,3,2,3,0.01933,0.01333,0.0019,0.00239,0.00251
vitelign,3,2,4,0.0238,0.01643,0.00317,0.00241,0.00223
vitelign,3,2,5,0.02384,0.01834,0.00276,0.00202,0.00325
vitelign,3,3,1,0.02484,0.0162,0.00129,0.00353,0.00254
vitelign,3,3,2,0.02359,0.002012,0.00348,0.0029,0.00248
vitelign,3,3,3,0.02139,0.01881,0.00239,0.00141,0.00136
vitelign,3,3,4,0.02605,0.01895,0.00297,0.00217,0.00239
vitelign,3,3,5,0.0248,0.02045,0.00252,0.00238,0.00247
strebrun,1,1,1,0.01125,0.00837,0.00256,0.00305,0.00199
strebrun,1,1,2,0.01558,0.01241,0.00188,0.00229,0.00198
strebrun,1,1,3,0.0182,0.01439,0.00281,0.00177,0.00299
strebrun,1,1,4,0.01662,0.01149,0.00215,0.0021,0.0024
strebrun,1,1,5,0.01269,0.01152,0.00309,0.00185,0.00179
strebrun,1,2,1,0.01083,0.00951,0.0015,0.00217,0.002
strebrun,1,2,2,0.01643,0.01205,0.00304,0.00116,0.00355
strebrun,1,2,3,0.01674,0.01266,0.0033,0.00195,0.00243
strebrun,1,2,4,0.01336,0.01076,0.00254,0.00259,0.00267
strebrun,1,2,5,0.0215,0.01718,0.00352,0.00273,0.00329
strebrun,1,3,1,0.00891,0.00784,0.00283,0.00268,0.0025
strebrun,1,3,2,0.01159,0.00698,0.00229,0.00204,0.00264
strebrun,1,3,3,0.01571,0.01508,0.00268,0.00243,0.00271
strebrun,1,3,4,0.02038,0.01769,0.00438,0.00311,0.00464
strebrun,1,3,5,0.01655,0.01141,0.00314,0.0024,0.00394
strebrun,2,1,1,0.01577,0.01417,0.002,0.00103,0.00133
strebrun,2,1,2,0.01676,0.01304,0.00299,0.0029,0.0015
strebrun,2,1,3,0.01568,0.0129,0.00357,0.00181,0.00243
strebrun,2,1,4,0.01097,0.00945,0.00257,0.00224,0.00204
strebrun,2,1,5,0.00867,0.0062,0.0012,0.00213,0.00141
strebrun,2,2,1,0.01011,0.00828,0.00114,0.00129,0.00189
strebrun,2,2,2,0.01297,0.01296,0.00162,0.00193,0.00238
strebrun,2,2,3,0.01337,0.0096,0.00176,0.00214,0.00182
strebrun,2,2,4,0.01078,0.00823,0.00185,0.00259,0.00283
strebrun,2,2,5,0.01037,0.00957,0.00229,0.0016,0.00252
strebrun,2,3,1,0.01107,0.00799,0.00177,0.00158,0.00193
strebrun,2,3,2,0.01463,0.0096,0.00191,0.00141,0.00257
strebrun,2,3,3,0.01297,0.00887,0.00158,0.0099,0.00172
strebrun,2,3,4,0.0134,0.0114,0.002,0.00277,0.00209
strebrun,2,3,5,0.00991,0.00479,0.00252,0.00143,0.00269
