abbrev,individual_id,bundle_id,xylem_id,max_lumen_width,min_lumen_width,wall_thickness_1,wall_thickness_2,wall_thickness_3
casemult,1,1,1,0.01123,0.00716,0.00204,0.00197,0.00278
casemult,1,1,2,0.01095,0.00699,0.00306,0.00194,0.00212
casemult,1,1,3,0.00892,0.00571,0.00313,0.00231,0.00259
casemult,1,1,4,0.00911,0.00728,0.00201,0.00212,0.00272
casemult,1,1,5,0.00708,0.0054,0.00298,0.0027,0.00313
casemult,1,2,1,0.01348,0.01334,0.00222,0.00237,0.00309
casemult,1,2,2,0.01746,0.01268,0.00208,0.00243,0.00217
casemult,1,2,3,0.00956,0.00813,0.00214,0.0025,0.00813
casemult,1,2,4,0.00905,0.00718,0.00239,0.00211,0.00357
casemult,1,2,5,0.00802,0.00716,0.00193,0.00215,0.00206
casemult,1,3,1,0.00791,0.00735,0.00396,0.00261,0.00269
casemult,1,3,2,0.00852,0.00642,0.00208,0.00184,0.00288
casemult,1,3,3,0.01994,0.0069,0.00206,0.00358,0.00226
casemult,1,3,4,0.01147,0.00965,0.00209,0.00183,0.00244
casemult,1,3,5,0.0103,0.00932,0.0023,0.00234,0.00207
casemult,2,1,1,0.00734,0.0062,0.00217,0.00206,0.00176
casemult,2,1,2,0.01095,0.00887,0.00268,0.00233,0.00239
casemult,2,1,3,0.01026,0.00501,0.00244,0.0022,0.00311
casemult,2,1,4,0.01437,0.00717,0.00228,0.00151,0.00252
casemult,2,1,5,0.01177,0.00853,0.00208,0.00154,0.00292
casemult,2,2,1,0.01192,0.01048,0.00278,0.00218,0.00265
casemult,2,2,2,0.01331,0.01273,0.00304,0.00333,0.00271
casemult,2,2,3,0.01921,0.01105,0.00442,0.00243,0.00242
casemult,2,2,4,0.01547,0.00939,0.00236,0.00204,0.00384
casemult,2,2,5,0.00952,0.00827,0.00161,0.0019,0.00188
casemult,2,3,1,0.01162,0.00593,0.00241,0.00258,0.00293
casemult,2,3,2,0.01236,0.009,0.00282,0.00245,0.00174
casemult,2,3,3,0.01864,0.00994,0.00231,0.00318,0.00221
casemult,2,3,4,0.01463,0.00884,0.00281,0.00259,0.00235
casemult,2,3,5,0.01398,0.01131,0.00222,0.00211,0.00217
casemult,3,1,1,0.01602,0.00993,0.00188,0.00161,0.00238
casemult,3,1,2,0.01183,0.00933,0.00187,0.00188,0.00179
casemult,3,1,3,0.01489,0.01342,0.00208,0.0025,0.00246
casemult,3,1,4,0.01176,0.00882,0.00228,0.00238,0.00207
casemult,3,1,5,0.00339,0.00269,0.00358,0.00198,0.00288
casemult,3,2,1,0.01513,0.01286,0.00349,0.00228,0.00278
casemult,3,2,2,0.0173,0.01453,0.00209,0.00282,0.00271
casemult,3,2,3,0.01864,0.01708,0.00229,0.002,0.00249
casemult,3,2,4,0.00996,0.00879,0.00252,0.00253,0.00367
casemult,3,2,5,0.01054,0.0083,0.00217,0.0028,0.00205
casemult,3,3,1,0.01448,0.01402,0.00239,0.00222,0.00262
casemult,3,3,2,0.01774,0.00984,0.00174,0.00267,0.00376
casemult,3,3,3,0.01909,0.01168,0.0022,0.00357,0.0021
casemult,3,3,4,0.01068,0.00399,0.00181,0.00186,0.00158
casemult,3,3,5,0.01064,0.00769,0.00125,0.0014,0.00166
strypsil,1,1,1,0.00491,0.00355,0.0016,0.00175,0.00196
strypsil,1,1,2,0.00572,0.00478,0.00116,0.00247,0.0025
strypsil,1,1,3,0.00574,0.0045,0.00175,0.00292,0.00232
strypsil,1,1,4,0.00612,0.00519,0.00244,0.00287,0.00204
strypsil,1,1,5,0.00515,0.00479,0.00225,0.00342,0.00353
strypsil,1,2,1,0.00875,0.00392,0.00141,0.00205,0.00147
strypsil,1,2,2,0.0079,0.00554,0.00242,0.00293,0.00192
strypsil,1,2,3,0.01003,0.0079,0.00334,0.0025,0.00494
strypsil,1,2,4,0.00878,0.00764,0.00273,0.00333,0.00243
strypsil,1,2,5,0.00663,0.0067,0.00371,0.00248,0.00283
strypsil,1,3,1,0.00847,0.00717,0.002,0.00199,0.00226
strypsil,1,3,2,0.0055,0.00578,0.00309,0.002,0.00243
strypsil,1,3,3,0.00858,0.00759,0.00244,0.00317,0.00117
strypsil,1,3,4,0.0081,0.00632,0.00175,0.00305,0.00162
strypsil,1,3,5,0.00668,0.00677,0.00187,0.00275,0.00214
strypsil,2,1,1,0.00989,0.00663,0.00388,0.00183,0.00207
strypsil,2,1,2,0.00817,0.00506,0.00322,0.00211,0.00223
strypsil,2,1,3,0.00551,0.00497,0.00345,0.00218,0.00173
strypsil,2,1,4,0.00547,0.00485,0.00253,0.00287,0.00133
strypsil,2,1,5,0.00697,0.00558,0.00272,0.00236,0.00298
strypsil,2,2,1,0.00778,0.0059,0.00379,0.00211,0.00346
strypsil,2,2,2,0.00855,0.00741,0.00267,0.00356,0.00188
strypsil,2,2,3,0.00979,0.00759,0.00253,0.00274,0.00213
strypsil,2,2,4,0.00571,0.00521,0.00217,0.00255,0.00244
strypsil,2,2,5,0.00631,0.00492,0.0028,0.00134,0.00219
strypsil,2,3,1,0.01051,0.00816,0.00316,0.00171,0.00296
strypsil,2,3,2,0.00577,0.00533,0.00282,0.00167,0.00209
strypsil,2,3,3,0.00628,0.00591,0.00239,0.00268,0.0016
strypsil,2,3,4,0.00914,0.00794,0.00248,0.00227,0.00295
strypsil,2,3,5,0.00422,0.00322,0.00189,0.00242,0.00173
strypsil,3,1,1,0.00677,0.00519,0.00151,0.00148,0.0018
strypsil,3,1,2,0.00559,0.00546,0.00182,0.00201,0.0028
strypsil,3,1,3,0.00493,0.0041,0.00261,0.00337,0.00211
strypsil,3,1,4,0.00452,0.00358,0.00344,0.00242,0.00479
strypsil,3,1,5,0.00435,0.003,0.0053,0.00132,0.00383
strypsil,3,2,1,0.00723,0.00415,0.00183,0.00105,0.00254
strypsil,3,2,2,0.00791,0.00451,0.00281,0.00165,0.00395
strypsil,3,2,3,0.006,0.0053,0.00228,0.00243,0.00261
strypsil,3,2,4,0.00788,0.0063,0.0027,0.00225,0.00383
strypsil,3,2,5,0.00448,0.00383,0.00281,0.00213,0.00353
strypsil,3,3,1,0.00548,0.00485,0.00162,0.00205,0.0016
strypsil,3,3,2,0.00492,0.00395,0.00282,0.00225,0.00232
strypsil,3,3,3,0.00432,0.00353,0.00214,0.00254,0.00272
strypsil,3,3,4,0.00602,0.00494,0.00253,0.0024,0.00247
strypsil,3,3,5,0.00464,0.00358,0.00278,0.00195,0.00356
dinoeryt,1,1,1,0.0163,0.01484,0.00273,0.00303,0.00299
dinoeryt,1,1,2,0.01174,0.00839,0.0028,0.00189,0.00235
dinoeryt,1,1,3,0.02076,0.0148,0.00217,0.00224,0.00214
