Species,Date,Temp,CO2,Potnum,MeasTemp,Time.x,A_sat_umol_per_m2_s1,Cond_at_A_sat_mol_per_m2_s1,Ci_at_A_sat_ppm,Trans_at_A_sat_mmol_per_m2_s1,Time.y,A_max_umol_per_m2_s1,Cond_at_A_max_mol_per_m2_s1,Ci_at_A_max_ppm,Trans_at_A_max_mmol_per_m2_s1,CO2R,LA (cm2),Height (cm),Basaldia (mm),LeafDW (g),StemDW (g),RootDW (g),LMA (g m-2),LAR (m2 kg-1),age_at_harvest,Water,RootShoot,Leafnum,LAR m2 kg-1),Basaldia1 (mm),Basaldia2 (mm),Tipdia1 (mm),Tipdia2 (mm),Branchnum,Mainstemnum,Primarybranchnum,Secondarybranchnum,Tertiarybranchnum,leaf_area_cm2_one_leaf,leaf_dry_mass_g_one_leaf,LMA_g_m2_one_leaf,LSolSugA (g m-2),LStarchA (g m-2),LSolPro (g m-2),ChlAandB (umol m-2),ChlAB,LeafpercentN (%),LeafpercentC (%),harvest_age,sample_temp,context
Eucalyptus sideroxylon,NA,Amb,400,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,64,NA,3.23,0.74,3.39,83.68,NA,150_days,Wet,0.82,163,5.1,4.97,4.83,0.52,0.35,22,1,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138,86,NA,9.12,8.49,9.65,80.14,NA,150_days,Dry,0.54,441,4.1,5.98,5.86,0.63,0.62,39,1,37,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,94,NA,10.9,8.35,11.97,80.74,NA,150_days,Dry,0.61,358,4.3,5.7,5.92,0.71,0.72,28,1,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,57,NA,4.35,2.8,3.85,85.63,NA,150_days,Dry,0.52,180,4.5,4.41,3.72,0.55,0.51,13,7,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,29,NA,2.65,2.93,1.57,114.22,NA,150_days,Wet,0.28,110,3.2,4.67,3.84,0.73,0.73,11,1,6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,82,NA,5.1,5.58,5.05,65.47,NA,150_days,Wet,0.47,141,4.9,5.07,4.99,0.88,0.8,9,1,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,70,NA,3.58,2.9,2.3,79.68,NA,150_days,Dry,0.35,158,5.1,5.42,4.84,0.51,0.48,15,1,15,0,0,6.81,0.0336,49.34,4.68,1.26,NA,NA,NA,5.0577,47.62,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,400,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044,61,NA,8.25,6.42,6.93,78.87,NA,150_days,Dry,0.46,329,4.7,6.41,6.78,0.59,0.44,36,1,28,8,0,9.74,0.0589,60.47,5.88,3.89,NA,NA,NA,4.2917,48.88,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6394,103,NA,28.12,23.75,22.78,43.98,NA,150_days,Wet,0.43,574,8.5,10.25,10.3,1.72,2.2,61,NA,27,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6558,93,NA,24.48,18.48,24.8,37.33,NA,150_days,Wet,0.57,391,9.6,10.93,11.03,3.97,1.71,48,NA,24,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4713,99,NA,15.35,14.99,16.7,32.57,NA,150_days,Dry,0.54,506,9.8,10.11,10.34,2.74,1.68,56,NA,30,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6338,122,NA,19.54,22.27,25.74,30.83,NA,150_days,Wet,0.6,380,9.2,12.87,12.99,2.01,3.36,59,NA,29,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300,112,NA,16.64,16.36,9.84,38.7,NA,150_days,Dry,0.29,217,9.9,10.95,10.25,1.75,2.75,28,NA,24,4,0,19.14,0.0666,34.8,1.76,3.25,NA,NA,NA,3.543,47.83,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5221,131,NA,18.98,23.09,17.48,36.35,NA,150_days,Dry,0.41,473,8.6,11.56,11.2,3.04,1.68,60,NA,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3581,106,NA,12.55,15.32,19.59,35.05,NA,150_days,Dry,0.69,242,7.5,10.1,10.47,3.37,1.94,35,NA,23,12,0,16.13,0.068,42.16,2.57,3.89,NA,NA,NA,2.8333,47.4,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5462,100,NA,22.19,22.28,23.48,40.52,NA,150_days,Dry,0.52,605,8,11.98,11.7,1.59,1.5,77,NA,29,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6695,121,NA,23.77,28.32,27.28,35.45,NA,150_days,Dry,0.51,508,8.3,13.8,14.16,1.96,2.71,67,NA,27,40,0,17.61,0.0702,39.86,2.08,2.77,NA,NA,NA,3.4583,48.01,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3466,115,NA,10.54,12.04,10.61,30.48,NA,150_days,Dry,0.46,335,10.3,9.37,8.54,1.46,2.32,37,NA,35,2,0,17.47,0.0673,38.52,2.23,5.41,NA,NA,NA,2.7587,47.26,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5251,113,NA,19.15,20.45,16.3,36.47,NA,150_days,Dry,0.4,480,9.2,11.67,10.41,3.92,1.9,72,NA,30,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3293,102,NA,11.91,14.29,15.96,36.16,NA,150_days,Dry,0.6,320,7.7,8.86,9.3,3.4,1.61,47,NA,28,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,400,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5128,95,NA,20.29,18.43,22.61,39.57,NA,150_days,Wet,0.57,515,8.2,10.46,10.53,1.58,2.42,69,NA,29,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085,76,NA,7.74,6.79,7.03,71.12,NA,150_days,Dry,0.47,479,5,5.4,4.68,0.79,0.72,42,1,29,13,0,3.61,0.0203,56.23,5.33,4.94,NA,NA,NA,3.789,48.33,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,97,NA,4.21,4.93,5.2,48.35,NA,150_days,Wet,0.57,183,6.1,5.31,5.79,0.77,0.85,16,1,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,78,NA,3.41,3.4,4.85,45.29,NA,150_days,Wet,0.71,238,6.4,4.47,4.93,1.06,1.09,18,1,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,66,NA,5.04,5.15,6.31,62.3,NA,150_days,Dry,0.61,237,4.8,6.1,7.21,0.67,0.83,29,1,28,1,0,6.82,0.0426,62.46,3.83,2.58,NA,NA,NA,4.3897,47.36,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,59,NA,5.06,4.69,4.24,80.06,NA,150_days,Dry,0.43,267,4.5,5.93,6.91,0.71,0.63,25,4,25,0,0,5.8,0.0447,77.07,5.87,4.65,NA,NA,NA,3.6733,48.22,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,89,NA,5.73,5.03,8.32,72.97,NA,150_days,Dry,0.77,253,4.1,5.72,5.96,0.82,0.8,26,1,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918,87,NA,5.77,5.2,6.44,62.42,NA,150_days,Dry,0.58,357,5.2,5.28,4.97,0.7,0.67,28,1,28,0,0,6.44,0.0389,60.4,5.18,4.2,NA,NA,NA,4.148,46.49,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,67,NA,3.99,3.77,3.36,64.23,NA,150_days,Wet,0.42,231,5.5,3.63,4.66,0.75,0.74,15,4,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,80,NA,5.27,4.23,5.42,72.45,NA,150_days,Dry,0.57,385,4.9,5.13,5.06,0.73,0.75,31,1,31,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6103,113,NA,22.94,19.17,18.72,37.59,NA,150_days,Wet,0.44,522,9.9,9.67,9.96,1.52,2.33,58,NA,31,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4842,97,NA,15.74,13.1,8.77,32.48,NA,150_days,Dry,0.3,531,12.7,8.35,8.29,1.3,1.72,61,NA,28,33,0,17.54,0.0624,35.58,2.64,1.34,NA,NA,NA,3.742,47.62,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5146,105,NA,17.58,14.16,22.74,34.22,NA,150_days,Dry,0.71,539,9.4,8.4,8.42,1.43,1.28,59,NA,26,33,0,12.3,0.0518,42.11,4.14,2.62,NA,NA,NA,3.945,48.11,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5660,95,NA,21.28,18.87,23.79,37.6,NA,150_days,Wet,0.59,470,8.8,10.49,10.64,1.36,2.21,56,NA,24,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5455,115,NA,18.19,15.3,15.62,33.35,NA,150_days,Dry,0.46,478,11,9.61,9.59,1.82,3.08,37,NA,27,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5956,112,NA,18.96,16.79,13.14,31.92,NA,150_days,Wet,0.36,451,12.1,10.02,9.92,1.46,1.33,38,NA,30,8,0,NA,NA,NA,NA,NA,5.7,285.5,1.66,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4676,90,NA,20.72,16.65,20.02,44.43,NA,150_days,Wet,0.53,551,8.1,9.97,10.52,1.34,2.46,50,NA,29,21,0,NA,NA,NA,NA,NA,2.33,396.03,1.56,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4317,112,NA,14.22,13.83,8.01,33.01,NA,150_days,Dry,0.28,540,11.8,7.84,7.8,2.45,2.05,53,NA,31,22,0,10.73,0.037,34.48,0.92,1.9,NA,NA,NA,3.7223,47.17,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5282,103,NA,19.29,15.72,26.77,36.65,NA,150_days,Wet,0.76,521,8.5,9.52,10.07,1.87,3,61,NA,31,30,0,NA,NA,NA,NA,NA,2.76,533.01,1.66,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5532,104,NA,22.26,18.42,22.19,40.22,NA,150_days,Dry,0.54,703,8.7,9.35,9.21,2.8,1.74,76,NA,32,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4584,103,NA,18.71,17.5,18.41,40.9,NA,150_days,Dry,0.5,548,8.3,10.13,10.6,1.47,1.99,60,NA,29,31,0,14.65,0.0552,37.68,2.95,1.66,NA,NA,NA,3.5603,47.06,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5317,124,NA,23,22.4,34.59,43.23,NA,150_days,Dry,0.75,381,6.6,11.62,10.41,2.23,1.28,30,NA,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6591,109,NA,21.12,19.28,20.55,32.02,NA,150_days,Dry,0.5,446,10.7,10.81,10.78,1.6,2.58,48,NA,26,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,87,NA,5.48,5.2,7.78,61.89,NA,150_days,Dry,0.73,231,4.8,5.79,5.36,0.79,0.71,19,1,19,0,0,4.73,0.0362,76.53,6.42,5.08,NA,NA,NA,3.812,48.12,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085,83,NA,6.61,6.65,7.8,60.93,NA,150_days,Dry,0.58,308,5.1,5.65,5.62,0.55,0.62,29,1,25,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,280,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6374,120,NA,19.66,20.27,12.54,30.88,NA,150_days,Dry,0.31,506,12,11.25,9.67,1.63,2.38,66,NA,27,39,0,16.47,0.0625,37.95,4.35,0.9,NA,NA,NA,3.9827,48.1,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,46,NA,1.95,1.9,2.23,89.53,NA,150_days,Wet,0.58,159,3.6,4.17,3.67,0.54,0.48,14,1,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,280,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,57,NA,1.72,1.84,1.06,65.67,NA,150_days,Dry,0.3,167,5.6,3.09,3.53,0.59,0.66,9,3,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,83,NA,8.96,6.66,9.19,115.61,NA,150_days,Wet,0.58,394,3.1,7.15,7.19,0.82,0.89,46,1,33,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311,107,NA,12.37,8.78,7.6,94.36,NA,150_days,Dry,0.36,369,4.5,6.73,6.27,0.67,0.68,33,1,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,81,NA,11.45,7.4,12.03,93.2,NA,150_days,Dry,0.63,257,4,7.79,7.22,0.89,1.03,25,1,20,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063,89,NA,9.51,7.32,8.4,89.32,NA,150_days,Dry,0.49,483,4.2,5.26,5.44,0.96,0.84,48,2,48,0,0,6.16,0.0455,73.86,5.32,3.76,NA,NA,NA,4.2997,49.17,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,82,NA,11.45,8.55,10.71,107.1,NA,150_days,Dry,0.53,361,3.5,5.9,6.67,0.65,0.67,35,1,35,0,0,NA,NA,NA,NA,NA,3.46,23.97,2.02,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,97,NA,4.02,5.69,15.38,66.12,NA,150_days,Wet,1.57,292,2.4,5.44,5.21,0.61,0.79,27,1,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1165,83,NA,9.58,6.2,8.69,82.22,NA,150_days,Dry,0.55,338,4.7,5.75,5.66,0.82,0.74,25,1,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,83,NA,6.5,7.22,7.54,68.71,NA,150_days,Dry,0.54,286,4.4,6.03,6.35,0.9,1.19,23,5,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,78,NA,4.68,5.92,13.37,76.97,NA,150_days,Wet,1.25,255,2.5,4.51,4.55,0.85,0.71,29,6,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7087,140,NA,30.04,35.78,20.08,42.39,NA,150_days,Dry,0.29,445,8,14.08,14.28,1.77,3.12,67,NA,25,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5794,126,NA,28.91,25.85,26.46,49.9,NA,150_days,Dry,0.48,498,7.1,13.17,12.5,2.25,3.19,64,NA,34,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5290,132,NA,27.14,28.03,25.31,51.3,NA,150_days,Wet,0.45,520,6.5,12.4,12.26,1.58,2.25,62,NA,35,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7135,137,NA,36.33,37.38,25.91,50.91,NA,150_days,Wet,0.35,701,7.1,14.46,15.53,1.67,2.88,111,NA,33,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4503,120,NA,18.63,21.48,14.31,41.3,NA,150_days,Dry,0.35,346,8.2,12.09,10.95,1.48,2.63,55,NA,34,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7280,129,NA,31.27,34.6,28.04,42.95,NA,150_days,Wet,0.42,613,7.6,13.02,12.46,1.65,2.71,77,NA,32,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5262,130,NA,19.03,21.63,17.66,36.27,NA,150_days,Wet,0.43,458,8.9,12.58,12.36,1.58,1.24,39,NA,30,9,0,14.48,0.0611,42.2,2.55,4.73,NA,NA,NA,2.911,47.64,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
