NDat,Species,AuthTax,Family,Order,trait_name,Reference,Character_state,Value,Min,Max,Notes,User,Date,User_update,Date_update,FullRef,WeblinkRef
45530,Atherosperma moschatum,NA,Atherospermataceae,Laurales,313. Anther dehiscence (D1),"Schodde R. 1969. A monograph of the family Atherospermataceae R. Br. Unpublished PhD thesis, University of Adelaide, Australia.",313. Anther dehiscence (D1): (3) flap-valvate,NA,NA,NA,NA,Yannick Städler,14-Feb-13,NA,NA,"Schodde R. 1969. A monograph of the family Atherospermataceae R. Br. Unpublished PhD thesis, University of Adelaide, Australia.",NA
174446,Austrobaileya scandens,C. T. White,Austrobaileyaceae,Austrobaileyales,234. Perianth differentiation (D1),"Watson L, Dallwitz MJ. 1992 onwards. The families of flowering plants: descriptions, illustrations, identification, and information retrieval. Version: 22nd April 2014. http://delta-intkey.com.  Acessed in 2014. http://delta-intkey.com/angio/","234. Perianth differentiation (D1): (5) continuous differentiation, outer sepaloid, inner petaloid",NA,NA,NA,NA,Elisabeth Reyes,21-Oct-14,NA,NA,"Watson L, Dallwitz MJ. 1992 onwards. The families of flowering plants: descriptions, illustrations, identification, and information retrieval. Version: 22nd April 2014. http://delta-intkey.com.  Acessed in 2014.",http://delta-intkey.com/angio/
128790,Azorella selago,Hook.f.,Apiaceae,Apiales,404. Style differentiation (D1),"Hooker JD. 1844. The botany of the Antarctic voyage of H.M. discovery ships Erebus and Terror in the years 1839-1843. London: Reeve Brothers, pl. 49.","404. Style differentiation (D1): (3) present, short and narrow",NA,NA,NA,NA,Maria von Balthazar,18-Sep-13,Maria von Balthazar,02-Jun-15,"Hooker JD. 1844. The botany of the Antarctic voyage of H.M. discovery ships Erebus and Terror in the years 1839-1843. London: Reeve Brothers, pl. 49.",NA
188293,Bixa orellana,Linnaeus,Bixaceae,Malvales,313. Anther dehiscence (D1),"C. S. Venkatesh 1956 The Curious Anther of Bixa--Its Structure and Dehiscence. American Midland Naturalist, Vol. 55, , pp. 473-476.",313. Anther dehiscence (D1): (6) short central slits,NA,NA,NA,positioned apically,Maria von Balthazar,03-Nov-15,Maria von Balthazar,25-Jan-21,"C. S. Venkatesh 1956 The Curious Anther of Bixa--Its Structure and Dehiscence. American Midland Naturalist, Vol. 55, , pp. 473-476.",NA
176667,Bomarea edulis,(Tussac) Herb.,Alstroemeriaceae,Liliales,234. Perianth differentiation (D1),http://eol.org/,234. Perianth differentiation (D1): (3) marked differentiation among sepaloid tepals,NA,NA,NA,http://eol.org/data_objects/25774069,Elisabeth Reyes,18-Nov-14,NA,NA,NA,http://eol.org/
200247,Campanula elatines,L.,Campanulaceae,Asterales,207. Symmetry of perianth (D1),"Roquet C, Sa?ez L, Aldasoro JJ, Susanna A, Alarco?n ML, Garcia-Jacas N. 2008. Natural delineation, molecular phylogeny and floral evolution in Campanula. Systematic Botany 33: 203–217.",207. Symmetry of perianth (D1): (6) actinomorphic rotational,NA,NA,NA,corolla,Maria von Balthazar,29-Jun-16,NA,NA,"Roquet C, Sa?ez L, Aldasoro JJ, Susanna A, Alarco?n ML, Garcia-Jacas N. 2008. Natural delineation, molecular phylogeny and floral evolution in Campanula. Systematic Botany 33: 203–217.",NA
2908,Canna indica,L.,Cannaceae,Zingiberales,305. Filament (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,305. Filament (D1): (7) petaloid,NA,NA,NA,NA,Hervé Sauquet,20-Jun-11,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1
2912,Canna indica,L.,Cannaceae,Zingiberales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,"404. Style differentiation (D1): (6) present, petaloid",NA,NA,NA,NA,Hervé Sauquet,20-Jun-11,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1
178771,Centroplacus glaucinus,Pierre,Centroplacaceae,Malpighiales,5002. Aperture shape (D1),"William D. Gosling, Charlotte S. Millera, Daniel A. Livingstone. Atlas of the tropical West African pollen flora. Review of Palaeobotany and Palynology. Volume 199, December 2013, Pages 1–135",5002. Aperture shape (D1): (3) ring like,NA,NA,NA,NA,Charlotte Prieu,25-Feb-15,NA,NA,"William D. Gosling, Charlotte S. Millera, Daniel A. Livingstone. Atlas of the tropical West African pollen flora. Review of Palaeobotany and Palynology. Volume 199, December 2013, Pages 1–135",NA
82350,Cissampelos pareira,NA,Menispermaceae,Ranunculales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,313. Anther dehiscence (D1): (4) transverse (horizontal) slit,NA,NA,NA,Staminate flowers.,Laetitia Carrive,25-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1
155521,Clethra alnifolia,L.,Clethraceae,Ericales,313. Anther dehiscence (D1),Kavaljian LG. 1952. The floral morphology of Clethra alnifolia with some notes on C. acuminata and C. arborea. Botanical Gazette 113: 392-413.,313. Anther dehiscence (D1): (5) short basal slits,NA,NA,NA,"note that this applies to the morphological position of the anther, due to inversion at anthesis!",Stefan Löfstrand,11-Jul-14,Stefan Löfstrand,14-Jul-14,Kavaljian LG. 1952. The floral morphology of Clethra alnifolia with some notes on C. acuminata and C. arborea. Botanical Gazette 113: 392-413.,NA
124724,Clidemia petiolaris,(Schltdl. & Cham.) Schltdl. ex Triana,Melastomataceae,Myrtales,314. Connective extension (apical) (D1),Almeda F. 2004. Novelties and nomenclatural adjustments in the neotropical genus Clidemia (Melastomataceae: Miconieae). Proceedings of the California Academy of Sciences  55: 89–124.,314. Connective extension (apical) (D1): (4) present (general),NA,NA,NA,NA,Juliana El Ottra,08-Jul-13,Andrea López,11-Jan-21,Almeda F. 2004. Novelties and nomenclatural adjustments in the neotropical genus Clidemia (Melastomataceae: Miconieae). Proceedings of the California Academy of Sciences  55: 89–124.,NA
205487,Cupaniopsis anacardioides,NA,Sapindaceae,Sapindales,5002. Aperture shape (D1),The Australasian Pollen and Spore Atlas (APSA). http://apsa.anu.edu.au/,5002. Aperture shape (D1): (7) syncolpus,NA,NA,NA,NA,Béatrice Albert,14-Mar-17,NA,NA,The Australasian Pollen and Spore Atlas (APSA),http://apsa.anu.edu.au/
181064,Delosperma echinatum,(Lam.) Schwantes,Aizoaceae,Caryophyllales,230. Perianth phyllotaxy (D1),http://en.wikipedia.org/wiki/File:Delosperma_echinatum_flower.jpg,230. Perianth phyllotaxy (D1): (2) irregular,NA,NA,NA,NA,Stefan Little,04-Jun-15,NA,NA,NA,http://en.wikipedia.org/wiki/File:Delosperma_echinatum_flower.jpg
188108,Forstera bidwillii,Hook.f.,Stylidiaceae,Asterales,313. Anther dehiscence (D1),"Mildbraed J. 1908. Stylidiaceae. In: Engler A, ed. Das Pflanzenreich: Regni vegetabilis conspectus 35, Leipzig: W. Engelmann, 19-20.",313. Anther dehiscence (D1): (B) common stomium of confluent thecae,NA,NA,NA,NA,Maria von Balthazar,22-Oct-15,Maria von Balthazar,22-Oct-15,"Mildbraed J. 1908. Stylidiaceae. In: Engler A, ed. Das Pflanzenreich: Regni vegetabilis conspectus 35, Leipzig: W. Engelmann, 19-20.",NA
174657,Gomortega keule,(Molina) I. M. Johnst.,Gomortegaceae,Laurales,234. Perianth differentiation (D1),"Watson L, Dallwitz MJ. 1992 onwards. The families of flowering plants: descriptions, illustrations, identification, and information retrieval. Version: 22nd April 2014. http://delta-intkey.com.  Acessed in 2014. http://delta-intkey.com/angio/",234. Perianth differentiation (D1): (7) continuous differentiation among sepaloid tepals,NA,NA,NA,NA,Elisabeth Reyes,23-Oct-14,NA,NA,"Watson L, Dallwitz MJ. 1992 onwards. The families of flowering plants: descriptions, illustrations, identification, and information retrieval. Version: 22nd April 2014. http://delta-intkey.com.  Acessed in 2014.",http://delta-intkey.com/angio/
41462,Illicium floridanum,J. Ellis,Schisandraceae,Austrobaileyales,234. Perianth differentiation (D1),Endress PK. 2001. The flowers in extant basal angiosperms and inferences on ancestral flowers. International Journal of Plant Sciences. 162: 1111–1140.,234. Perianth differentiation (D1): (6) continuous differentiation among petaloid tepals,NA,NA,NA,NA,Hervé Sauquet,28-Jan-13,NA,NA,Endress PK. 2001. The flowers in extant basal angiosperms and inferences on ancestral flowers. International Journal of Plant Sciences. 162: 1111–1140.,NA
311459,Kingdonia uniflora,Balf. f. & W.W. Sm.,Circaeasteraceae,Ranunculales,5002. Aperture shape (D1),"Nowicke, J, W. and  Skvarla, J. J. 1982. Pollen morphology and the relationships of the Circaeaster, of Kingdonia, and of Sangentodoxa to the Ranunculales. American Journa of Botany 69: 990-998. https://www.jstor.org/stable/pdf/2442896.pdf?_=1471711542355",5002. Aperture shape (D1): (5) colpus,NA,NA,NA,NA,Maria von Balthazar,15-Dec-20,NA,NA,"Nowicke, J, W. and  Skvarla, J. J. 1982. Pollen morphology and the relationships of the Circaeaster, of Kingdonia, and of Sangentodoxa to the Ranunculales. American Journa of Botany 69: 990-998",https://www.jstor.org/stable/pdf/2442896.pdf?_=1471711542355
124692,Pangium edule,Reinw.,Achariaceae,Malpighiales,305. Filament (D1),"Warburg O. 1894. Flacourtiaceae. In: Engler A, Prantl K, eds. Die Natürlichen Pflanzenfamilien III/6a.  Leipzig: Wilhelm Engelmann. 1–56.",305. Filament (D1): (6) long and very wide,NA,NA,NA,NA,Maria von Balthazar,08-Jul-13,Maria von Balthazar,06-Jul-16,"Warburg O. 1894. Flacourtiaceae. In: Engler A, Prantl K, eds. Die Natürlichen Pflanzenfamilien III/6a.  Leipzig: Wilhelm Engelmann. 1–56.",NA
118876,Philadelphus lewisii,Pursh,Hydrangeaceae,Cornales,305. Filament (D1),"Jepson herbaria. The University and Jepson Herbaria. University of California, Berkeley . http://ucjeps.berkeley.edu/",305. Filament (D1): (9) fused into fascicle stalks,NA,NA,NA,NA,Stefan Löfstrand,03-Jul-13,Maria von Balthazar,06-Jul-16,"Jepson herbaria. The University and Jepson Herbaria. University of California, Berkeley .",http://ucjeps.berkeley.edu/
114041,Platanus occidentalis,L.,Platanaceae,Proteales,313. Anther dehiscence (D1),"Niedenzu F. 1910. Platanaceae. In: Engler A, Prantl K, eds. Die Natürlichen Pflanzenfamilien III/2a. Leipzig: Wilhelm Engelmann. 137–144.",313. Anther dehiscence (D1): (A) T-valvate (T-shaped stomium),NA,NA,NA,NA,Maria von Balthazar,02-May-13,Maria von Balthazar,02-May-13,"Niedenzu F. 1910. Platanaceae. In: Engler A, Prantl K, eds. Die Natürlichen Pflanzenfamilien III/2a. Leipzig: Wilhelm Engelmann. 137–144.",NA
205586,Thunbergia alata,Bojer ex Sims,Acanthaceae,Lamiales,5002. Aperture shape (D1),"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org. http://www.paldat.org/http://www.paldat.org/",5002. Aperture shape (D1): (8) spiraperturate,NA,NA,NA,NA,Béatrice Albert,28-Mar-17,NA,NA,"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org",http://www.paldat.org/
