site,genus,species,trait,units,trans,mult,offset,trait_description,replicates,umean,site_P_Ep_mean,species_P_Ep_mean
Hattah,Eucalyptus,arenacea,basal.area,mm2,log,1,0,basal area of all shoots at ground level,3,5.3176900379367,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,5.13734055896323,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.05502433278145,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,3,0.93130658557512,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,3,2.64615155961565,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,-0.16917267055469,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,4.63677545049518,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,-0.669713207886707,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),8,1.17531705214805,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,4,0.607604366125884,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,0.279195125462593,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),3,1.78236917690583,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,8,-0.346929350768931,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),8,-0.615227844408167,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,3,8.25305816746557,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,arenacea,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,3,4.61979952893716,0.159354513363591,0.366677854727208
Hattah,Eucalyptus,dumosa,basal.area,mm2,log,1,0,basal area of all shoots at ground level,7,4.6935345578669,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,5.00147349812778,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.33622006788146,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,5,1.72401064229462,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,4,1.92604744294863,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,0.819743209009721,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,4.71079465429139,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,-0.910906499989687,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),8,1.33543121722391,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,5,1.17451508624417,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,0.880432017918793,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),7,1.06093558177119,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,8,-0.0461651527659797,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),6,-0.490334073207274,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,7,7.43535821129158,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,dumosa,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,7,4.26927208985334,0.159354513363591,0.188784581390862
Hattah,Eucalyptus,microcarpa,basal.area,mm2,log,1,0,basal area of all shoots at ground level,7,4.48604558723231,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,4.89267134986658,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.24995938516222,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,5,1.58077797124388,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,4,2.52314204496543,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,0.365898329872289,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,4.67655002036336,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,-0.820101950479875,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),8,1.19636107643714,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,5,0.704744940188539,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,0.0465137983919703,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),7,1.64378641388092,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,8,7.08372222106846e-05,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),5,-0.595433258877165,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,7,6.82702484496726,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,microcarpa,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,7,3.73312907402526,0.159354513363591,0.370348843671803
Hattah,Eucalyptus,sideroxylon,basal.area,mm2,log,1,0,basal area of all shoots at ground level,7,3.8657260629916,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,4.90437457039407,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.19290470669657,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,5,0.639734868425876,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,5,2.05856182920688,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,0.149382836533914,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,4.53066377019677,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,-0.939474072264056,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),8,1.21855405216411,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,5,1.01192165973844,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,0.478096871389062,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),7,1.3528032814151,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,8,0.00159894906710178,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),6,-0.549100811429829,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,7,5.95436754275917,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,sideroxylon,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,7,3.03196487301986,0.159354513363591,0.418106154763418
Hattah,Eucalyptus,viminalis,basal.area,mm2,log,1,0,basal area of all shoots at ground level,4,5.2344795801605,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,4.8522291229754,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.41671409356422,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,5,0.892609987256583,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,3,0.605627190629699,0.159354513363591,0.684093354737702
