site,genus,species,trait,units,trans,mult,offset,trait_description,replicates,umean,site_P_Ep_mean,species_P_Ep_mean
Hattah,Eucalyptus,viminalis,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,0.992474936586223,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,5.24764767436936,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,-0.14256048997413,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),7,0.987650603318408,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,3,0.723598346832053,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,-0.00410432714415947,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),4,0,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,7,-0.1466112980327,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),8,-0.688889686718994,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,4,7.63621288952709,0.159354513363591,0.684093354737702
Hattah,Eucalyptus,viminalis,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,4,4.51318998555962,0.159354513363591,0.684093354737702
Mt. Disappointment,Eucalyptus,arenacea,basal.area,mm2,log,1,0,basal area of all shoots at ground level,7,6.36037547310428,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,4.74038018079446,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.25563647676026,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,5,2.93887652967242,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,4,3.35262243237412,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,0.236315527193801,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,4.99995116212012,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,-0.108360701482889,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),8,1.31348340190561,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,4,0.418075007297375,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,-0.59500219014808,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),7,1.27580378131045,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,8,-0.50141989171334,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),7,-1.0111985930489,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,7,8.78494521816122,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,arenacea,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,7,5.7979299970653,1.02614379084967,0.366677854727208
Mt. Disappointment,Eucalyptus,dives,basal.area,mm2,log,1,0,basal area of all shoots at ground level,7,6.35118626801341,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,4.85880688672551,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.46950490233503,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,5,2.08427346963726,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,1,3.35765506503958,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,1.21021593541809,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,5.51314633917209,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,0.228560976721928,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),7,1.66091613945225,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,4,0.517468510945946,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,-0.435366777538002,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),7,1.6762838357255,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,8,-0.182025387787689,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),5,-1.04021748744781,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,7,9.95729061529762,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dives,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,7,6.19812026079411,1.02614379084967,0.691504351761063
Mt. Disappointment,Eucalyptus,dumosa,basal.area,mm2,log,1,0,basal area of all shoots at ground level,7,4.32742770032824,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,4.85820105841267,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.32128905550271,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,6,3.44319866294851,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,5,3.05695745014382,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,0.616746719780349,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,4.71308360816765,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,-0.33531260939053,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),8,1.32154628199442,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,5,0.68758299291876,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,0.0764546487655025,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),7,1.30409948327672,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,7,0.00743780474710677,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),5,-0.886960817097861,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,7,7.61856386464673,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,dumosa,shoot-lig.mass,g,log,1,0,Whole shoot dry mass excl lignotuber,7,4.02272374078374,1.02614379084967,0.188784581390862
Mt. Disappointment,Eucalyptus,macrorhyncha,basal.area,mm2,log,1,0,basal area of all shoots at ground level,7,5.57177105091926,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,conduit.dens,mm-2,log,1,0,number of xylem conduits per cross-sectional area. From rehydrated narrow diameter stems used for conductivity measurements,5,4.61577426121003,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,conduit.HWD,um,log,1,0,Hydraulically weighted average conduit diameter. From rehydrated narrow diameter stems used for conductivity measurements,5,3.39011732213694,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,gmin,mmol H2O m-2 s-1,log,1,0,minimum leaf conductance (per one sided area) of excised leaf in the dark before FvFm drops. Avg of *kept* points,5,2.23220002648304,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,kleaf,mmol s-1 m-2 MPa-1,log,1,0,Leaf hydraulic conductance,4,2.0690246409431,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,Ks.theo,g s-1 MPa-1 mm-1,log,1,0,Theoretical stem hydraulic conductivity per xylem area. From rehydrated narrow diameter stems used for conductivity measurements,5,0.649632989110978,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,Kstem/lvs.a,g mm s-1 MPa-1 mm-2,log,1,0,leaf area specific hydraulic conductivity (conductivity / area),5,5.52904009966223,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,Kstem/xyl.a.r,g s-1 MPa-1 mm-1,log,1,0,xylem area specific hydraulic conductivity rescaled to median stem diameter,5,0.381296480829042,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,lvs/root.mass,g g-b,log,1,0,Dry total leaf mass (y) standardized by dry root mass (x) as a=exp(log(y)-b*log(x)) where b is common slope across species+site (0.969),8,0.893231992482924,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,leaf.P.md2,MPa,log,-1,0,Pressure of midday leaf or unbagged leaf during leaf hydraulic conductance measurement,5,0.509737492413115,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,leaf.P.pd,MPa,log,-1,0,predawn leaf pressure,5,-0.308169024193194,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,n.trunks,count,log,1,0,number of shoots at ground level (for barea.mm),7,1.42289226947833,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,refl.adax/abax,unitless,log,1,0,spectral Total Visible Reflectance ratio - adaxial/abaxial,7,-0.618382648684409,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,den.brk.trunk,g cm-3,log,1,0,bark density (dry mass / fresh volume),6,-1.06453807066343,1.02614379084967,0.575001635449001
Mt. Disappointment,Eucalyptus,macrorhyncha,lvs.area,cm2,log,1,0,Whole plant fresh leaf area calculated from total dry mass and SLA ,7,8.6659769156005,1.02614379084967,0.575001635449001
