dataset_id,region,taxon_name,trait_name,value,URL,Reliable,Notes
eFlora_SA,SA,Euphorbia parvicaruncula,flowering_time,YYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Euphorbia_parvicaruncula,1,"""Flowering time: at any time of the year."""
EUCLID,Aus,Eucalyptus populnea,flowering_time,NNNNYNNYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_populnea.htm,1,"""Flowering has been recorded in May, August, September, October, November and December."""
EUCLID,Aus,Corymbia polycarpa,flowering_time,NNNYYYYYNNNN,https://apps.lucidcentral.org/euclid/text/entities/corymbia_polycarpa.htm,1,"""Flowering has been recorded in April, May, June, July and August."""
eFlora_SA,SA,Enneapogon avenaceus,flowering_time,YYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Enneapogon_avenaceus,0,"""Flowering time: throughout the year."", bit vague"
EUCLID,Aus,Eucalyptus coolabah,flowering_time,YNYYYNYNYNYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_coolabah.htm,1,"""Flowering has been recorded in January, March, April, May, July, September, November and December.
"""
eFlora_NT,NT,Eucalyptus coolabah,flowering_time,YNYYYNYNYNYY,http://eflora.nt.gov.au/factsheet?id=3802,1,"""Flowering: Jan Mar - May, July, Sept, Nov - Dec"""
eFlora_NT,NT,Eucalyptus coolabah subsp. arida,flowering_time,NNNNNNNYNYNY,http://eflora.nt.gov.au/factsheet?id=20466,1,"""Flowering: Aug, Oct, Dec"""
VicFlora,VIC,Cenchrus ciliaris,flowering_time,NNNYNNNNNNNN,https://vicflora.rbg.vic.gov.au/flora/taxon/b196a347-3c4a-473e-819e-a06f4d344f2e,0,"""Flowers Apr. (3 records)"" based on limited specimens"
FloraBase_WA,WA,Cenchrus ciliaris,flowering_time,NYYYYYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/258,1,"""Fl. purple, Feb to Oct"" though conflicting information on same page in management notes"
FloraBase_WA,WA,Cenchrus ciliaris,flowering_time,YYYNNNNNNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/258,1,From management notes for Swan NRM region
eFlora_NT,NT,Cenchrus ciliaris,flowering_time,NYYNYYNYNNYN,http://eflora.nt.gov.au/factsheet?id=4305,1,"""Flowering: Feb, Mar, May, Jun, Aug, Nov"""
eFlora_SA,SA,Cenchrus ciliaris,flowering_time,YYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Cenchrus_ciliaris,1,"""Flowering time: in all months."""
eFlora_NT,NT,Eucalyptus camaldulensis subsp. obtusa,flowering_time,YNNNYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=20005,1,"""Flowering: May-Jan"""
Florabase_WA,WA,Eulalia aurea,flowering_time,YYYYYYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/11011,1,"""Fl. green/brown, Jan to Oct"""
EUCLID,Aus,Eucalyptus socialis subsp. socialis,flowering_time,YYNNYYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_socialis_subsp._socialis.htm,1,"""Flowering has been recorded in January, February, May, June, July, August, September, October, November and December."""
EUCLID,Aus,Eucalyptus socialis subsp. victoriensis,flowering_time,NNNYYNYYYYNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_socialis_subsp._victoriensis.htm,1,"""Flowering has been recorded in April, May, July, August, September and October."""
EUCLID,Aus,Eucalyptus socialis subsp. viridans,flowering_time,NNNNNNNYNYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_socialis_subsp._viridans.htm,1,"""Flowering has been recorded in August, October, November and Decembe"""
EUCLID,Aus,Eucalyptus largiflorens,flowering_time,YNYNYYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_largiflorens.htm,1,"""Flowering has been recorded in January, March, May, June, July, August, September, October, November and December."""
eFlora_NT,NT,Maireana pyramidata,flowering_time,NNNYNNYNYNNN,http://eflora.nt.gov.au/factsheet?id=1217,0,"""Flowering: Apr, Jul, Sep"" based on few specimens collected in NT"
eFlora_NT,NT,Triodia bitextura,flowering_time,NNNYYNNNNYYY,http://eflora.nt.gov.au/factsheet?id=19943,1,"""Flowering: Apr, May, Oct, Nov, Dec"""
EUCLID,Aus,Eucalyptus tetrodonta,flowering_time,NNNYYYYYYNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_tetrodonta.htm,1,"""Flowering has been recorded in June, July, August and September throughout the range of the species, and also in April and May in the Top End of the Northern Territory."""
FloraBase_WA,WA,Aristida contorta,flowering_time,NYYYYYNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/207,1,"""Fl. brown, Feb to Jun"""
Flora_Aus,Aus,Aristida contorta,flowering_time,YYYYYYYYYYYY,https://profiles.ala.org.au/opus/foa/profile/Aristida%20contorta,1,"""Flowers and fruits all year."""
eFlora_NT,NT,Enchylaena tomentosa,flowering_time,YNNNNYNNNNNN,http://eflora.nt.gov.au/factsheet?id=1180,0,"""Flowering: Jan, Jun"" based on limited specimens?"
EUCLID,Aus,Eucalyptus dumosa,flowering_time,NYYYYNNYYNNY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_dumosa.htm,1,"""Flowering has been recorded in February, March, April, May, August, September and December."""
FloraBase_WA,WA,Chrysopogon fallax,flowering_time,YYYYYYNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/273,1,"""Fl. green, Jan to Jun"""
eFlora_NT,NT,Chrysopogon fallax,flowering_time,NNNNYNNYYNNN,http://eflora.nt.gov.au/factsheet?id=4329,1,"""Flowering: May, Aug, Sep"""
eFlora_SA,SA,Chrysopogon fallax,flowering_time,NNNNYNYNNNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Chrysopogon_fallax,1,"""Flowering time: recorded May and July."""
EUCLID,Aus,Eucalyptus intertexta,flowering_time,NYYYYYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_intertexta.htm,1,"""Flowering has been recorded in all months except January."""
FloraBase_WA,WA,Aristida latifolia,flowering_time,NNNYYYNNNNNN,https://florabase.dpaw.wa.gov.au/browse/profile/215,1,"""Fl. Apr to Jun"""
eFlora_SA,SA,Aristida latifolia,flowering_time,NYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Aristida_latifolia,1,"""Flowering time: Feb. — Dec."""
Flora_Aus,Aus,Aristida latifolia,flowering_time,YYYYYYYYYYYY,https://profiles.ala.org.au/opus/foa/profile/Aristida%20latifolia,1,"""Flowers and fruits all year.
"""
Flora_Aus,Aus,Enneapogon cylindricus,flowering_time,NNYYYYYYNNNN,https://profiles.ala.org.au/opus/foa/profile/Enneapogon%20cylindricus,1,"""Flowers Mar.–Aug."""
eFlora_NT,NT,Enneapogon cylindricus,flowering_time,YYNYYNNNNYYN,http://eflora.nt.gov.au/factsheet?id=4419,1,"""Flowering: Jan, Feb, Apr, May, Oct, Nov"""
Flora_Aus,Aus,Acacia tetragonophylla,flowering_time,NNNNYYYYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20tetragonophylla,1,"""Flowers May–October."""
eFlora_NT,NT,Acacia tetragonophylla,flowering_time,NNNNYNYYNNYN,http://eflora.nt.gov.au/factsheet?id=3565,1,"""Flowering: May, Jul, Aug, Nov"""
eFlora_SA,SA,Maireana sedifolia,flowering_time,YYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Maireana_sedifolia,0,"""Flowering time: Flowers and/or fruits: in all months."" uncertain if flowers only or also fruits"
EUCLID,Aus,Eucalyptus obliqua,flowering_time,YYYNYYNNYYNY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_obliqua.htm,1,"""Flowering has been recorded in January, February, March, May, June, September, October and December."""
eFlora_NT,NT,Sida fibulifera,flowering_time,YYNYNYNYYYYY,http://eflora.nt.gov.au/factsheet?id=3274,1,"""Flowering: Jan, Feb, Apr, Jun, Aug, Sep, Oct, Nov, Dec"""
FloraBase_WA,WA,Erythrophleum chlorostachys,flowering_time,NNNNNNYYYYYN,https://florabase.dpaw.wa.gov.au/browse/profile/3662,1,"""Fl. white-yellow-green, Jul to Nov"""
Flora_Aus,Aus,Acacia ligulata,flowering_time,NNNNYYYYYYNN,https://profiles.ala.org.au/opus/foa/profile/Acacia%20ligulata,1,"""Flowers mainly May–October."""
Flora_Aus,Aus,Triodia rigidissima,flowering_time,YNNYNNNYYYYY,https://profiles.ala.org.au/opus/foa/profile/Triodia%20rigidissima,1,"""Flowers mainly Sept.–Jan.,but also Apr. and Aug."""
eFlora_NT,NT,Maireana astrotricha,flowering_time,NNNNNNYYNNYN,http://eflora.nt.gov.au/factsheet?id=1201,1,"""Flowering: Jul, Aug, Nov"""
EUCLID,Aus,Eucalyptus baxteri,flowering_time,YNNNNYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_baxteri.htm,1,"""Flowering has been recorded in January, June, July, August, September, October, November and December."""
EUCLID,Aus,Eucalyptus oleosa subsp. cylindroidea,flowering_time,NNNNNNNNYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_oleosa_subsp._cylindroidea.htm,1,"""Flowering has been recorded in September, October, November and December."""
EUCLID,Aus,Eucalyptus oleosa subsp. corvina,flowering_time,NNNNNNNNNNYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_oleosa_subsp._corvina.htm,1,"""Flowering has been recorded in November and December."""
EUCLID,Aus,Eucalyptus oleosa subsp. oleosa,flowering_time,YYYYYNYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_oleosa_subsp._oleosa.htm,1,"""Flowering has been recorded in all months except June."""
EUCLID,Aus,Eucalyptus crebra,flowering_time,YNYYYYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_crebra.htm,1,"""Flowering has been recorded in all months except February."""
EUCLID,Aus,Eucalyptus miniata,flowering_time,YNNYYYYYYNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_miniata.htm,1,"""Flowering has been recorded in January, April, May, June, July, August and September."""
eFlora_NT,NT,Austrostipa nitida,flowering_time,YNNNNYNNYYYY,http://eflora.nt.gov.au/factsheet?id=22163,1,"""Flowering: Jan, Jun, Sep, Oct, Nov, Dec"""
FloraBase_WA,WA,Dichanthium fecundum,flowering_time,YYYYYYYYNYYY,https://florabase.dpaw.wa.gov.au/browse/profile/303,1,"""Fl. green/purple, Oct to Dec or Jan to Aug. """
FloraBase_WA,WA,Dactyloctenium radulans,flowering_time,YYYYYYNNNYNN,https://florabase.dpaw.wa.gov.au/browse/profile/290,1,"""Fl. green, Jan to Jun or Oct"""
eFlora_NT,NT,Dactyloctenium radulans,flowering_time,NYNNNYYNNNYN,http://eflora.nt.gov.au/factsheet?id=4353,1,"""Flowering: Feb, Jun, Jul, Nov"""
eFlora_SA,SA,Dactyloctenium radulans,flowering_time,YYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Dactyloctenium_radulans,1,"""Flowering time: all months."""
EUCLID,Aus,Eucalyptus leucoxylon subsp. stephaniae,flowering_time,NNYNYYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_leucoxylon_subsp._stephaniae.htm,1,"""Flowering has been recorded in March, May, June, July, August, September, October, November and December."""
EUCLID,Aus,Eucalyptus leucoxylon subsp. leucoxylon,flowering_time,YNNYYYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_leucoxylon_subsp._leucoxylon.htm,1,"""Flowering has been recorded in January, April, May, June, July, August, September, October, November and December."""
EUCLID,Aus,Eucalyptus pauciflora subsp. pauciflora,flowering_time,YYNYNNNYNYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_pauciflora_subsp._pauciflora.htm,1,"""Flowering has been recorded in January, February, April, August, October, November and December."""
eFlora_NT,NT,Tecticornia indica,flowering_time,NYNYYNNNNNNN,http://eflora.nt.gov.au/factsheet?id=27683,1,"""Flowering: Feb, Apr, May"""
eFlora_NT,NT,Tecticornia indica subsp. leiostachya,flowering_time,NNNYNYNYNYNN,http://eflora.nt.gov.au/factsheet?id=27687,1,"""Flowering: Apr, Jun, Aug, Oct"""
eFlora_SA,SA,Rhagodia spinescens,flowering_time,NNNNNNNYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Rhagodia_spinescens,1,"""Flowers and/or fruits: probably all months, especially Aug. — Dec."""
eFlora_NT,NT,Rhagodia spinescens,flowering_time,NNNYNYNYNNNY,http://eflora.nt.gov.au/factsheet?id=1244,1,"""Flowering: Apr, Jun, Aug, Dec"""
EUCLID,Aus,Eucalyptus odorata,flowering_time,NNYYYYYYYYNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_odorata.htm,1,"""Flowering has been recorded in March, April, May, June, July, August, September and October."""
eFlora_NT,NT,Enneapogon polyphyllus,flowering_time,YYYNYNYNYYYY,http://eflora.nt.gov.au/factsheet?id=4426,1,"""Flowering: Jan, Feb, Mar, May, Jul, Sep, Oct, Nov, Dec"""
eFlora_SA,SA,Enneapogon polyphyllus,flowering_time,YYYYYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Enneapogon_polyphyllus,1,"""Flowering time: throughout the year."", bit vague"
eFlora_NT,NT,Chenopodium auricomum,flowering_time,YNYYNYYYYNNY,http://eflora.nt.gov.au/factsheet?id=1149,1,"""Flowering: Jan, Mar, Apr, Jun, Jul, Aug, Sep, Dec"""
eFlora_SA,SA,Chenopodium auricomum,flowering_time,NNNNYYYYYYNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Chenopodium_auricomum,1,"""Flowering time: probably all months, especially May — Oct."""
eFlora_NT,NT,Maireana aphylla,flowering_time,NNYNYYNNYNNN,http://eflora.nt.gov.au/factsheet?id=1199,1,"""Flowering: Mar, May, Jun, Sep"""
eFlora_SA,SA,Maireana aphylla,flowering_time,YYYYYYYYYNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Maireana_aphylla,1,"""Flowering time: Flowers and/or fruits: mainly June — Sept. in the north and Jan. — July in the south."""
Flora_Aus,Aus,Acacia victoriae,flowering_time,NNNNNNYYYYYY,https://profiles.ala.org.au/opus/foa/profile/Acacia%20victoriae,1,"""Flowers (July–) August–October (–December)."""
FloraBase_WA,WA,Acacia victoriae,flowering_time,NNNNNYNYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/3595,1,"""Fl. cream-white/yellow-green, Jun or Aug to Oct."""
eFlora_NT,NT,Acacia victoriae,flowering_time,NNNNYYYYYYNN,http://eflora.nt.gov.au/factsheet?id=3576,1,"""Flowering: May, Jun, Jul, Aug, Sep, Oct"""
VicFlora,VIC,Xanthorrhoea semiplana subsp. semiplana,flowering_time,NNNNNNNNNNNY,https://vicflora.rbg.vic.gov.au/flora/taxon/5d6bf484-320c-4c07-a930-6b51907413a7,1,"""Flowers Dec."""
eFlora_SA,SA,Eucalyptus fasciculosa,flowering_time,YNNNYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Eucalyptus_fasciculosa,1,"""Flowering time: May — Jan."""
EUCLID,Aus,Eucalyptus fasciculosa,flowering_time,NNYYNYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_fasciculosa.htm,1,"""Flowering has been recorded in March, April, June, July, August, September, October, November and December."""
FloraBase_WA,WA,Melaleuca uncinata,flowering_time,NYYNNNYYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/5984,1,"""Fl. white-cream-yellow, Feb to Mar or Jul to Dec"""
eFlora_SA,SA,Sclerolaena ventricosa,flowering_time,NNNNNYYYYYNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Sclerolaena_ventricosa,1,"""Flowering time: Flowers and/or fruits: mainly June — Oct."""
eFlora_SA,NT,Ptilotus obovatus,flowering_time,YYYYYYYYYYYY,http://eflora.nt.gov.au/factsheet?id=182,1,"""Flowering: Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec"""
eFlora_NT,NT,Eremophila sturtii,flowering_time,NYYNNYYNYYYY,http://eflora.nt.gov.au/factsheet?id=3706,1,"""Flowering: Feb, Mar, Jun, Jul, Sep, Oct, Nov, Dec"""
VicFlora,VIC,Asperula gunnii,flowering_time,YYNNNNNNNNYY,https://vicflora.rbg.vic.gov.au/flora/taxon/4e1ffe9d-0440-4071-90f2-5d5bc622f5bb,1,"""Flowers Nov.–Feb."""
VicFlora,VIC,Asterolasia trymalioides subsp. villosa,flowering_time,NNNNNNNNNYYY,https://vicflora.rbg.vic.gov.au/flora/taxon/63f3cb32-ef97-4c67-90f6-e30296be6a0c,1,"""Flowers Oct.–Dec."""
VicFlora,VIC,Asterolasia trymalioides subsp. trymalioides,flowering_time,YNNNNNNNNNYY,https://vicflora.rbg.vic.gov.au/flora/taxon/9b54e883-a346-4efc-92e7-88df3088a577,1,"""Flowers Nov.–Jan."""
EUCLID,Aus,Eucalyptus piperita subsp. piperita,flowering_time,NNNYYNNNNNNY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_piperita_subsp._piperita.htm,1,"""Flowering has been recorded in April, May and December.
"""
EUCLID,Aus,Corymbia gummifera,flowering_time,YYYYYYNNNNNY,https://apps.lucidcentral.org/euclid/text/entities/corymbia_gummifera.htm,1,"""Flowering has been recorded in January, February, March, April, May, June and December."""
EUCLID,Aus,Eucalyptus globoidea,flowering_time,YYNNNNYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_globoidea.htm,1,"""Flowering has been recorded in January, February, July, August, September, October, November and December."""
eFlora_NT,NT,Acacia stenophylla,flowering_time,NYYYYYNYYNNN,http://eflora.nt.gov.au/factsheet?id=3552,1,"""Flowering: Feb, Mar, Apr, May, Jun, Aug, Sep"""
FloraBase_WA,WA,Disphyma crassifolium subsp. clavellatum,flowering_time,YYNNYNNYYYYY,https://florabase.dpaw.wa.gov.au/browse/profile/11681,1,"""Fl. pink-purple-violet, Jan to Feb or May or Aug to Dec."""
eFlora_SA,SA,Chenopodium nitrariaceum,flowering_time,NNYYYYYYYYNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Chenopodium_nitrariaceum,1,"""Flowering time: mainly March — Oct."""
EUCLID,Aus,Eucalyptus gracilis,flowering_time,YNYYYYYYYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_gracilis.htm,1,"""Flowering has been recorded in all months except February."""
EUCLID,Aus,Eucalyptus salmonophloia,flowering_time,YYNNYNNYYYNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_salmonophloia.htm,1,"""Flowering has been recorded in January, February, May, August, September and October."""
EUCLID,Aus,Eucalyptus loxophleba subsp. loxophleba,flowering_time,NNNNYYYYYYYN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_loxophleba_subsp._loxophleba.htm,1,"""Flowering has been recorded in May, June, July, August, September, October and November."""
EUCLID,Aus,Eucalyptus salubris,flowering_time,NYYNNNNYYNYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_salubris.htm,1,"""Flowering has been recorded in February, March, August, September, November and December."""
Flora_Aus,Aus,Ecdeiocolea monostachya,flowering_time,NNNNNNNYYYNN,https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea%20monostachya,1,"""Flowers August–October but may be delayed or restricted by drought."""
eFlora_NT,NT,Tecticornia triandra,flowering_time,NYNYYNNNYNNN,http://eflora.nt.gov.au/factsheet?id=27696,1,"""Flowering: Feb, Apr, May, Sep"""
eFlora_NT,NT,Sclerolaena brachyptera,flowering_time,NNNNNYNYNNNN,http://eflora.nt.gov.au/factsheet?id=1248,1,"""Flowering: Jun, Aug"""
eFlora_NT,NT,Sclerolaena patenticuspis,flowering_time,NNNYNNYNNNNN,http://eflora.nt.gov.au/factsheet?id=1279,1,"""Flowering: Apr, Jul"""
eFlora_NT,NT,Asphodelus fistulosus,flowering_time,NNNNYNNNYNNN,http://eflora.nt.gov.au/factsheet?id=2962,1,"""Flowering: May, Sep"""
eFlora_SA,SA,Limonium lobatum,flowering_time,NNNNNNYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Limonium_lobatum,1,"""Flowering time: July — Dec."""
eFlora_SA,SA,Maireana turbinata,flowering_time,NNNNYYYYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Maireana_turbinata,1,"""Flowering time: Flowers and/or fruits: May — Dec."""
eFlora_SA,SA,Senecio runcinifolius,flowering_time,NNNNNNNYYYYY,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Senecio_runcinifolius,1,"""Flowering time: Aug. — Dec., occasionally throughout the year."""
EUCLID,Aus,Eucalyptus dives,flowering_time,YNNNYYYNYYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_dives.htm,1,"""Flowering has been recorded in January, May, June, July, September, October, November and December."""
EUCLID,Aus,Eucalyptus andrewsii subsp. campanulata,flowering_time,NNNNNNNNNYYY,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_andrewsii_subsp._campanulata.htm,1,"""Flowering has been recorded in October, November and December."""
EUCLID,Aus,Eucalyptus microcarpa,flowering_time,NYYNYYNNNNNN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_microcarpa.htm,1,"""Flowering has been recorded in February, March, May and June."""
EUCLID,Aus,Eucalyptus blaxlandii,flowering_time,NNYNNNNNNNYN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_blaxlandii.htm,1,"""Flowering has been recorded in March and November."""
eFlora_SA,SA,Acrotriche halmaturina,flowering_time,NNNNNNNYYNNN,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Acrotriche_halmaturina,1,"""Flowering time: Aug. — Sept"""
FloraBase_WA,WA,Melaleuca alsophila,flowering_time,NNYYYYYYYYNN,https://florabase.dpaw.wa.gov.au/browse/profile/9178,1,"""Fl. white-cream, Mar to Oct"""
EUCLID,Aus,Eucalyptus gillii,flowering_time,NNNYNNYYYYYN,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_gillii.htm,1,"""Flowering has been recorded in April, July, August, September, October and November."""
